market_code,code,所属概念数量,所属概念,股票代码
17,603110,7,石墨烯;数据中心;PCB概念;东数西算(算力);算力租赁;DeepSeek概念;AIGC概念,603110.SH
22,688646,19,动力电池回收;宁德时代概念;固态电池;新能源汽车;比亚迪概念;锂电池概念;长安汽车概念;钠离子电池;芯片概念;专精特新;储能;智能物流;机器人概念;人形机器人;新型工业化;机器视觉;ST板块;装配式建筑;钙钛矿电池,688646.SH
17,603086,5,大豆;生态农业;人民币贬值受益;2025三季报预增;创新药,603086.SH
33,300853,18,新型工业化;机器人概念;无人机;传感器;人形机器人;机器视觉;专精特新;电力物联网;人工智能;语音技术;海工装备;智能电网;东数西算(算力);储能;智能穿戴;一带一路;DeepSeek概念;AI眼镜,300853.SZ
33,300010,21,Sora概念(文生视频);AIGC概念;智谱AI;在线教育;财税数字化;AI智能体;百度概念;智慧政务;腾讯概念;信创;DeepSeek概念;人工智能;语音技术;托育服务;京津冀一体化;旅游概念;机器人概念;AI应用;PPP概念;融资融券;深股通,300010.SZ
17,601058,10,同花顺出海50;沪股通;回购增持再贷款概念;人民币贬值受益;小米汽车;长安汽车概念;比亚迪概念;小米概念;DeepSeek概念;融资融券,601058.SH
17,688050,6,眼科医疗;医疗器械概念;人工智能;专精特新;沪股通;融资融券,688050.SH
33,002878,33,小红书概念;快手概念;Sora概念(文生视频);短剧游戏;NFT概念;拼多多概念;Web3.0;虚拟数字人;AIGC概念;文化传媒概念;ChatGPT概念;抖音概念(字节概念);元宇宙;百度概念;阿里巴巴概念;腾讯概念;IP经济(谷子经济);网红经济;数据要素;区块链;数字经济;人工智能;虚拟现实;体育产业;冰雪产业;智能音箱;三胎概念;华为概念;京津冀一体化;小米概念;无线耳机;消费电子概念;深股通,002878.SZ
33,301199,13,新型工业化;长安汽车概念;机器人概念;工业互联网;智能物流;新能源汽车;高端装备;比亚迪概念;物联网;人工智能;军工;建筑节能;融资融券,301199.SZ
33,000062,24,华为海思概念股;汽车电子;芯片概念;机器人概念;比亚迪概念;人民币贬值受益;粤港澳大湾区;存储芯片;新能源汽车;华为概念;第三代半导体;智慧城市;创投;共封装光学(CPO);6G概念;腾讯概念;互联网金融;华为昇腾;雄安新区;AI智能体;2025年报预增;证金持股;深股通;融资融券,000062.SZ
33,003033,6,比亚迪概念;长安汽车概念;机器人概念;专精特新;农机;数字经济,003033.SZ
17,600375,8,垃圾分类;燃料电池;氢能源;换电概念;新能源汽车;互联网金融;沪股通;摘帽,600375.SH
33,000688,12,金属铅;金属锌;金属铜;小金属概念;钛白粉概念;黄金概念;锂电池概念;2025年报预增;西部大开发;深股通;股权转让(并购重组);融资融券,000688.SZ
17,600839,58,财税数字化;区块链;AI智能体;多模态AI;信创;华为欧拉;百度概念;ChatGPT概念;星闪概念;NFT概念;数字经济;DeepSeek概念;AI语料;云游戏;人工智能;跨境支付(CIPS);智慧城市;虚拟现实;智能音箱;华为概念;物联网;华为海思概念股;低空经济;血氧仪;军工信息化;毫米波雷达;智能医疗;工业互联网;小米概念;养老概念;卫星导航;无人机;智能家居;机器人概念;军工;跨境电商;军民融合;数据中心;芯片概念;消费电子概念;传感器;航空发动机;OLED;大飞机;家用电器;医疗器械概念;苹果概念;锂电池概念;华为数字能源;国企改革;回购增持再贷款概念;西部大开发;汽车热管理;储能;钒电池;融资融券;AI应用;沪股通,600839.SH
33,300433,41,商业航天;同花顺果指数;TOPCON电池;AI手机;智能座舱;3D打印;元宇宙;虚拟现实;智能穿戴;人形机器人;AI眼镜;华为概念;传感器;特斯拉概念;柔性屏(折叠屏);小米概念;减速器;新型工业化;机器人概念;小米汽车;OLED;蚂蚁集团概念;比亚迪概念;工业互联网;消费电子概念;无线耳机;汽车电子;光伏概念;苹果概念;新型烟草(电子烟);新能源汽车;液冷服务器;宁德时代概念;充电桩;智能家居;智能物流;人民币贬值受益;回购增持再贷款概念;同花顺漂亮100;深股通;融资融券,300433.SZ
17,600173,17,黄金概念;金属锌;金属铅;金属铜;稀土永磁;物业管理;IP经济(谷子经济);锂电池概念;手机游戏;网络游戏;氢能源;绿色电力;储能;机器人概念;风电;沪股通;股权转让(并购重组),600173.SH
17,688358,8,智能医疗;AI应用;人工智能;医疗器械概念;宠物经济;机器人概念;人民币贬值受益;融资融券,688358.SH
33,002869,23,ETC;智慧灯杆;车联网(车路协同);无人驾驶;长安汽车概念;智慧城市;智能座舱;粤港澳大湾区;数字孪生;物联网;数字经济;人工智能;百度概念;鸿蒙概念;数据要素;机器人概念;汽车电子;华为概念;毫米波雷达;专精特新;新能源汽车;深股通;融资融券,002869.SZ
33,000006,8,物业管理;深圳国企改革;新型城镇化;粤港澳大湾区;国企改革;证金持股;深股通;融资融券,000006.SZ
17,603917,6,一体化压铸;小米汽车;新能源汽车;长三角一体化;比亚迪概念;宁德时代概念,603917.SH
33,300545,28,MicroLED概念;MiniLED;柔性屏(折叠屏);钙钛矿电池;OLED;华为手机;AI眼镜;先进封装;消费电子概念;固态电池;智能穿戴;苹果概念;MR(混合现实);富士康概念;锂电池概念;汽车电子;钠离子电池;光伏概念;芯片概念;智能座舱;5G;专精特新;机器人概念;华为汽车;新型工业化;华为概念;虚拟现实;深股通,300545.SZ
33,002184,25,新型工业化;工业互联网;机器人概念;智能物流;机器视觉;华为概念;工业母机;数据中心;创投;高端装备;东数西算(算力);军工;5G;DeepSeek概念;信创;储能;华为鲲鹏;智能电网;芯片概念;风电;光伏概念;智能医疗;虚拟电厂;共封装光学(CPO);AI应用,002184.SZ
17,603257,22,黄金概念;金属铜;金属回收;金属钴;稀土永磁;盐湖提锂;宁德时代概念;固废处理;一带一路;注册制次新股;土壤修复;污水处理;参股保险;工业互联网;新型城镇化;乡村振兴;数字孪生;DeepSeek概念;AI智能体;文化传媒概念;新股与次新股;融资融券,603257.SH
33,002649,38,智谱AI;ChatGPT概念;华为盘古;AIGC概念;虚拟数字人;AI语料;小红书概念;华为昇腾;阿里巴巴概念;抖音概念(字节概念);华为鲲鹏;百度概念;腾讯概念;数据安全;数据要素;信创;鸿蒙概念;区块链;网络安全;DeepSeek概念;数字乡村;数字货币;数字经济;跨境支付(CIPS);人工智能;互联网金融;智慧城市;语音技术;虚拟现实;华为概念;物联网;工业互联网;跨境电商;AI应用;无人驾驶;虚拟电厂;深股通;融资融券,002649.SZ
33,301446,4,风电;数据中心;农机;融资融券,301446.SZ
17,603885,3,上海自贸区;沪股通;融资融券,603885.SH
33,002630,13,碳中和;ST板块;新型城镇化;PPP概念;生物质能发电;西部大开发;光热发电;固废处理;一带一路;核电;绿色电力;储能;超超临界发电,002630.SZ
33,301299,8,AI智能体;AIGC概念;数据要素;鸿蒙概念;DeepSeek概念;期货概念;AI应用;融资融券,301299.SZ
33,300305,8,光伏概念;锂电池概念;虚拟电厂;新能源汽车;专精特新;PET铜箔;OLED;BC电池,300305.SZ
33,002029,8,互联网保险;跨境电商;海峡两岸;数字经济;参股保险;证金持股;深股通;融资融券,002029.SZ
17,688056,5,芯片概念;核污染防治;食品安全;光刻胶;融资融券,688056.SH
33,301217,11,PET铜箔;PCB概念;宁德时代概念;固态电池;5G;锂电池概念;储能;比亚迪概念;国企改革;深股通;融资融券,301217.SZ
151,920425,10,2025年报预增;MiniLED;消费电子概念;机器人概念;苹果概念;融资融券;AI眼镜;西部大开发;专精特新;机器视觉,920425.BJ
17,603165,7,污水处理;高股息精选;参股银行;回购增持再贷款概念;长三角一体化;传感器;芯片概念,603165.SH
33,002256,11,光伏建筑一体化;储能;绿色电力;盐湖提锂;锂电池概念;碳中和;化肥;AI手机;染料;深股通;融资融券,002256.SZ
17,603662,11,人形机器人;传感器;机器人概念;同花顺新质50;机器视觉;芯片概念;物联网;华为概念;数据中心;融资融券;沪股通,603662.SH
17,603327,19,AI手机;MR(混合现实);柔性屏(折叠屏);AI眼镜;5G;小米概念;苹果概念;消费电子概念;华为概念;特斯拉概念;新能源汽车;比亚迪概念;储能;宁德时代概念;国企改革;西部大开发;金属回收;锂电池概念;沪股通,603327.SH
33,300159,20,商业航天;卫星导航;军工;无人机;可控核聚变;大飞机;军民融合;低空经济;航空发动机;海工装备;核电;成飞概念;专精特新;农机;乡村振兴;ST板块;西部大开发;国企改革;股权转让(并购重组);新疆振兴,300159.SZ
33,300542,34,数字货币;跨境支付(CIPS);军工信息化;互联网金融;财税数字化;军民融合;智慧城市;信创;华为鲲鹏;鸿蒙概念;数据要素;网络安全;区块链;华为欧拉;华为昇腾;商业航天;低空经济;云计算;Web3.0;DeepSeek概念;百度概念;人工智能;元宇宙;军工;虚拟数字人;NFT概念;华为概念;同花顺新质50;数据中心;华为海思概念股;一带一路;AI应用;深股通;股权转让(并购重组),300542.SZ
17,601179,22,柔性直流输电;特高压;智能电网;可控核聚变;风电;核电;超级电容;光伏概念;储能;中字头股票;西部大开发;高端装备;水利;数据中心;央企国企改革;国企改革;芯片概念;同花顺中特估100;东数西算(算力);量子科技;融资融券;沪股通,601179.SH
33,300003,23,脑机接口;血氧仪;牙科医疗;智能医疗;医美概念;医疗器械概念;AIGC概念;猴痘概念;养老概念;2025年报预增;人工智能;民营医院;减肥药;肝炎概念;创新药;医药电商;流感;京津冀一体化;仿制药一致性评价;智能穿戴;参股保险;深股通;融资融券,300003.SZ
33,002660,20,换电概念;光伏概念;充电桩;储能;智慧灯杆;粤港澳大湾区;柔性屏(折叠屏);比亚迪概念;机器人概念;绿色电力;创投;消费电子概念;5G;国企改革;体育产业;数字乡村;OLED;第三代半导体;区块链;知识产权保护,002660.SZ
33,000009,34,石墨电极;动力电池回收;钠离子电池;金属回收;锂电池概念;固态电池;硅能源;金属镍;宁德时代概念;小金属概念;石墨烯;金属钴;储能;高压快充;燃料电池;无线充电;黄金概念;比亚迪概念;充电桩;新能源汽车;一带一路;3D打印;液冷服务器;粤港澳大湾区;机器人概念;农机;军工;土地流转;创投;人形机器人;物业管理;减速器;深股通;融资融券,000009.SZ
33,002193,4,新疆振兴;数字经济;工业互联网;人民币贬值受益,002193.SZ
33,300307,18,人工智能;机器视觉;工业互联网;华为概念;新型工业化;机器人概念;6G概念;5G;C2M概念;网络游戏;短剧游戏;比亚迪概念;储能;光伏概念;HJT电池;TOPCON电池;锂电池概念;深股通,300307.SZ
17,603160,30,MCU芯片;无线耳机;汽车芯片;AI眼镜;智能座舱;智能穿戴;小米概念;AI手机;汽车电子;传感器;星闪概念;消费电子概念;芯片概念;OLED;中芯国际概念;电子纸;新能源汽车;长安汽车概念;智能家居;物联网;华为概念;粤港澳大湾区;虚拟现实;人脸识别;人工智能;鸿蒙概念;智能医疗;沪股通;AI应用;融资融券,603160.SH
17,688633,4,专精特新;一带一路;高端装备;融资融券,688633.SH
33,002555,23,云游戏;Sora概念(文生视频);网络游戏;手机游戏;多模态AI;AIGC概念;ChatGPT概念;脑机接口;电子竞技;虚拟数字人;NFT概念;AI智能体;在线教育;元宇宙;文化传媒概念;人工智能;虚拟现实;华为概念;养老概念;AI应用;创投;深股通;融资融券,002555.SZ
151,920914,12,商业航天;氢能源;小金属概念;回购增持再贷款概念;融资融券;宁德时代概念;卫星导航;军工;专精特新;金属镍;锂电池概念;比亚迪概念,920914.BJ
17,688373,2,创新药;融资融券,688373.SH
17,603969,17,核电;高铁;风电;水利;高端装备;储能;光伏概念;2025三季报预增;一带一路;京津冀一体化;创投;新疆振兴;雄安新区;地下管网;水泥概念;沪股通;融资融券,603969.SH
33,002533,25,柔性直流输电;特高压;智能电网;风电;高压快充;核电;可控核聚变;超导概念;充电桩;光伏概念;储能;雅下水电概念;高铁;新能源汽车;一带一路;特斯拉概念;水利;比亚迪概念;数据中心;机器人概念;长安汽车概念;华为概念;冷链物流;深股通;融资融券,002533.SZ
17,688257,4,PCB概念;工业母机;专精特新;融资融券,688257.SH
17,600221,6,海南自贸区;自由贸易港;雄安新区;融资融券;股权转让(并购重组);沪股通,600221.SH
17,601005,11,特钢概念;国企改革;央企国企改革;西部大开发;海工装备;核电;风电;军工;新能源汽车;沪股通;融资融券,601005.SH
17,603716,19,脑机接口;DRG/DIP;智能医疗;细胞免疫治疗;养老概念;生物疫苗;医疗器械概念;创新药;人工智能;鸿蒙概念;DeepSeek概念;信创;网络安全;数据安全;华为概念;医疗废物处理;固废处理;AI应用;沪股通,603716.SH
33,300150,6,安防;京津冀一体化;水利;高铁;专精特新;AIGC概念,300150.SZ
17,605186,9,AI应用;智能医疗;医药电商;数据要素;AI语料;AI智能体;DeepSeek概念;中俄贸易概念;机器人概念,605186.SH
17,603878,5,光热发电;核电;海工装备;超超临界发电;氢能源,603878.SH
33,301122,4,医疗器械概念;辅助生殖;人民币贬值受益;融资融券,301122.SZ
33,300645,35,职业教育;人脸识别;区块链;数据要素;蚂蚁集团概念;数字经济;人工智能;华为鲲鹏;智慧政务;智慧城市;在线教育;元宇宙;数字货币;移动支付;数字孪生;腾讯概念;AI智能体;DeepSeek概念;食品安全;百度概念;Web3.0;云计算;阿里巴巴概念;华为欧拉;AIGC概念;华为昇腾;物联网;华为概念;体育产业;智谱AI;养老概念;创投;共同富裕示范区;数据中心;AI应用,300645.SZ
33,300138,9,NMN概念;代糖概念;工业大麻;农业种植;一带一路;2025年报预增;乡村振兴;2025三季报预增;深股通,300138.SZ
33,000810,45,星闪概念;智能音箱;安防;虚拟现实;鸿蒙概念;元宇宙;人工智能;空间计算;WiFi 6;物联网;智能穿戴;在线教育;数据要素;百度概念;数字经济;MR(混合现实);腾讯概念;智能座舱;华为概念;智能家居;AIGC概念;Web3.0;小米概念;ChatGPT概念;AI眼镜;文化传媒概念;华为海思概念股;无人机;5G;汽车电子;家用电器;短剧游戏;消费电子概念;MiniLED;长安汽车概念;芯片概念;数据中心;柔性屏(折叠屏);眼科医疗;F5G概念;OLED;储能;西部大开发;深股通;融资融券,000810.SZ
33,002992,15,MiniLED;AI眼镜;无人机;小米概念;智能座舱;消费电子概念;比亚迪概念;智能穿戴;PET铜箔;新能源汽车;固态电池;华为概念;虚拟现实;锂电池概念;深股通,002992.SZ
17,601958,7,小金属概念;西部大开发;国企改革;OLED;军工;沪股通;融资融券,601958.SH
151,920227,7,AI应用;融资融券;拼多多概念;ERP概念;抖音概念(字节概念);小红书概念;阿里巴巴概念,920227.BJ
33,300854,7,土壤修复;粤港澳大湾区;固废处理;碳中和;生物质能发电;绿色电力;融资融券,300854.SZ
33,301571,7,卫星导航;商业航天;军工;芯片概念;专精特新;深股通;融资融券,301571.SZ
17,688051,23,数据安全;华为鲲鹏;智慧政务;量子科技;智慧城市;数据要素;物联网;AI智能体;数据确权;区块链;商业航天;PM2.5;华为概念;人工智能;虚拟数字人;DeepSeek概念;东数西算(算力);算力租赁;传感器;数据中心;碳中和;碳交易;融资融券,688051.SH
33,002635,34,MiniLED;汽车电子;消费电子概念;柔性屏(折叠屏);无线耳机;新能源汽车;智能穿戴;机器人概念;智能家居;特斯拉概念;小米概念;苹果概念;人民币贬值受益;传感器;无线充电;充电桩;储能;MR(混合现实);5G;无人机;智能音箱;长三角一体化;OLED;燃料电池;华为概念;高压快充;一带一路;海峡两岸;同花顺果指数;虚拟现实;氢能源;元宇宙;深股通;融资融券,002635.SZ
33,301178,39,语音技术;数字乡村;算力租赁;数据中心;东数西算(算力);空间计算;网络安全;信创;鸿蒙概念;人脸识别;智能医疗;安防;华为概念;智慧城市;人工智能;腾讯概念;智慧政务;数据要素;数字孪生;DeepSeek概念;财税数字化;时空大数据;华为欧拉;AI智能体;虚拟现实;虚拟电厂;区块链;数据确权;数字经济;ChatGPT概念;职业教育;高铁;机器人概念;Web3.0;乡村振兴;绿色电力;AI应用;股权转让(并购重组);融资融券,301178.SZ
33,002909,22,有机硅概念;液冷服务器;硅能源;光伏概念;储能;消费电子概念;碳中和;高铁;比亚迪概念;两轮车;雄安新区;回购增持再贷款概念;新能源汽车;新型城镇化;装配式建筑;5G;粤港澳大湾区;一带一路;跨境电商;飞行汽车(eVTOL);低空经济;融资融券,002909.SZ
17,603918,23,云办公;Web3.0;AIGC概念;数据确权;智慧政务;抖音概念(字节概念);在线教育;蚂蚁集团概念;阿里巴巴概念;信创;区块链;AI应用;智能医疗;DeepSeek概念;人工智能;互联网金融;华为概念;化债概念(AMC概念);机器视觉;上海自贸区;机器人概念;融资融券;沪股通,603918.SH
33,300049,12,AI应用;家庭医生;智能医疗;医疗器械概念;三胎概念;医药电商;肝炎概念;参股保险;人民币贬值受益;西部大开发;深股通;融资融券,300049.SZ
33,300543,15,机器人概念;家用电器;物联网;小米概念;比亚迪概念;粤港澳大湾区;人民币贬值受益;智能家居;华为概念;创投;储能;DeepSeek概念;光伏概念;锂电池概念;宠物经济,300543.SZ
17,688301,8,牙科医疗;传感器;医疗器械概念;高端装备;专精特新;芯片概念;沪股通;融资融券,688301.SH
17,603037,13,特斯拉概念;小米汽车;华为汽车;新能源汽车;比亚迪概念;长安汽车概念;小米概念;专精特新;无人驾驶;同花顺新质50;储能;氢能源;股权转让(并购重组),603037.SH
17,688258,15,AI应用;AI智能体;云计算;华为鲲鹏;华为欧拉;信创;人工智能;华为概念;物联网;华为海思概念股;2025年报预增;芯片概念;回购增持再贷款概念;沪股通;融资融券,688258.SH
17,600218,12,农机;中俄贸易概念;燃料电池;氢能源;新能源汽车;减速器;工业互联网;地下管网;国企改革;乡村振兴;钒电池;融资融券,600218.SH
33,300692,8,燃料电池;绿色电力;污水处理;固废处理;新型城镇化;PPP概念;合成生物;股权转让(并购重组),300692.SZ
33,000875,16,抽水蓄能;超超临界发电;风电;绿色电力;氢能源;储能;充电桩;一带一路;央企国企改革;PPP概念;国企改革;乡村振兴;华为概念;机器人概念;深股通;融资融券,000875.SZ
17,603530,9,柔性直流输电;特高压;智能电网;抽水蓄能;风电;核电;绿色电力;沪股通;融资融券,603530.SH
17,688208,21,毫米波雷达;汽车电子;传感器;人形机器人;无人机;华为概念;专精特新;无人驾驶;机器人概念;高压快充;新能源汽车;充电桩;人工智能;储能;人民币贬值受益;AI智能体;DeepSeek概念;跨境电商;AI应用;沪股通;融资融券,688208.SH
33,002609,19,蚂蚁集团概念;数据要素;百度概念;腾讯概念;鸿蒙概念;DeepSeek概念;数字经济;人工智能;智慧城市;车联网(车路协同);华为概念;新型城镇化;粤港澳大湾区;2025年报预增;充电桩;储能;2025三季报预增;高压快充;深股通,002609.SZ
17,600763,9,牙科医疗;民营医院;医美概念;辅助生殖;智能医疗;DeepSeek概念;沪股通;AI应用;融资融券,600763.SH
33,000698,6,消毒剂;丙烯酸;国企改革;POE胶膜;ST板块;央企国企改革,000698.SZ
33,002146,12,特色小镇;物业管理;旅游概念;PPP概念;雄安新区;创投;一带一路;低空经济;京津冀一体化;养老概念;深股通;融资融券,002146.SZ
151,920971,8,存储芯片;先进封装;商业航天;芯片概念;专精特新;融资融券;光伏概念;锂电池概念,920971.BJ
17,605228,12,无人驾驶;智能座舱;毫米波雷达;长安汽车概念;机器人概念;特斯拉概念;新能源汽车;消费电子概念;燃料电池;充电桩;数字经济;沪股通,605228.SH
33,301231,14,文化传媒概念;ChatGPT概念;在线教育;AI智能体;IP经济(谷子经济);阿里巴巴概念;DeepSeek概念;人工智能;跨境电商;三胎概念;AI应用;西部大开发;回购增持再贷款概念;融资融券,301231.SZ
33,002993,22,第三代半导体;无线充电;AI眼镜;光伏概念;苹果概念;消费电子概念;小米概念;汽车电子;储能;新能源汽车;专精特新;机器人概念;AI PC;充电桩;数据中心;华为概念;一带一路;露营经济;跨境电商;广东自贸区;网红经济;深股通,002993.SZ
17,603222,8,民营医院;医疗器械概念;医美概念;细胞免疫治疗;回购增持再贷款概念;幽门螺杆菌概念;创新药;融资融券,603222.SH
33,003019,14,智能座舱;特斯拉概念;海峡两岸;新能源汽车;人形机器人;汽车电子;福建自贸区;物联网;机器人概念;芯片概念;人民币贬值受益;数字货币;人工智能;深股通,003019.SZ
17,603271,19,注册制次新股;钠离子电池;固态电池;宁德时代概念;储能;锂电池概念;绿色电力;PCB概念;家用电器;高铁;新能源汽车;消费电子概念;比亚迪概念;低空经济;数据中心;5G;华为概念;新股与次新股;融资融券,603271.SH
17,600376,12,体育产业;冰雪产业;京津冀一体化;雄安新区;新型城镇化;物业管理;国企改革;养老概念;租售同权;融资融券;证金持股;沪股通,600376.SH
33,000659,3,横琴新区;粤港澳大湾区;啤酒概念,000659.SZ
17,600468,15,可控核聚变;核电;柔性直流输电;海工装备;智能电网;风电;军工;氢能源;超导概念;军民融合;储能;一带一路;国企改革;京津冀一体化;沪股通,600468.SH
33,002153,17,ERP概念;抖音概念(字节概念);AI智能体;阿里巴巴概念;云计算;腾讯概念;区块链;移动支付;跨境支付(CIPS);AI应用;DeepSeek概念;人工智能;旅游概念;京津冀一体化;深股通;融资融券;证金持股,002153.SZ
33,000026,6,央企国企改革;国企改革;机器人概念;减速器;智能穿戴;深股通,000026.SZ
17,603337,5,机器视觉;人形机器人;人工智能;工业互联网;沪股通,603337.SH
33,300765,7,减肥药;生物疫苗;回购增持再贷款概念;创新药;维生素;融资融券;深股通,300765.SZ
17,688339,7,燃料电池;氢能源;专精特新;京津冀一体化;股权转让(并购重组);沪股通;融资融券,688339.SH
17,688776,11,商业航天;卫星导航;军民融合;军工;可控核聚变;同花顺新质50;核电;专精特新;西部大开发;沪股通;融资融券,688776.SH
33,300670,9,智能电网;电力物联网;光伏建筑一体化;储能;绿色电力;风电;海工装备;工业互联网;碳纤维,300670.SZ
33,000536,11,福建自贸区;海峡两岸;MiniLED;国企改革;OLED;华为概念;新能源汽车;华为手机;消费电子概念;深股通;融资融券,000536.SZ
33,300183,24,物联网;智慧城市;工业互联网;智能家居;人工智能;小米概念;专精特新;数据中心;信创;国产操作系统;电力物联网;阿里巴巴概念;芯片概念;充电桩;MCU芯片;苹果概念;储能;智能电网;知识产权保护;虚拟电厂;国企改革;风电;深股通;融资融券,300183.SZ
33,002229,21,算力租赁;数字水印;东数西算(算力);数据中心;英伟达概念;福建自贸区;云计算;海峡两岸;Web3.0;元宇宙;数据要素;区块链;数字经济;人工智能;DeepSeek概念;AIGC概念;ChatGPT概念;虚拟数字人;体育产业;融资融券;深股通,002229.SZ
33,000923,9,金属铜;回购增持再贷款概念;国企改革;同花顺中特估100;雄安新区;人民币贬值受益;京津冀一体化;融资融券;深股通,000923.SZ
33,002457,9,地下管网;新疆振兴;风电;新型城镇化;参股银行;水利;乡村振兴;西部大开发;京津冀一体化,002457.SZ
33,002689,8,中俄贸易概念;ST板块;航空发动机;机器人概念;2025年报预增;机器视觉;工业互联网;风电,002689.SZ
33,300723,16,重组蛋白;减肥药;创新药;生物疫苗;肝炎概念;流感;猴痘概念;仿制药一致性评价;医药电商;智能医疗;DeepSeek概念;三胎概念;粤港澳大湾区;英伟达概念;融资融券;深股通,300723.SZ
33,300448,23,多模态AI;云计算;AI智能体;华为鲲鹏;数据要素;区块链;百度概念;鸿蒙概念;数字经济;ETC;人脸识别;人工智能;智能医疗;智慧城市;车联网(车路协同);安防;物联网;创投;机器视觉;电力物联网;AI应用;芯片概念;AI眼镜,300448.SZ
17,603687,13,数字水印;数字孪生;工业互联网;烟草;DeepSeek概念;人工智能;ChatGPT概念;AIGC概念;物联网;共同富裕示范区;光伏概念;钙钛矿电池;锂电池概念,603687.SH
17,688266,5,重组蛋白;创新药;细胞免疫治疗;沪股通;融资融券,688266.SH
33,000509,8,碳交易;碳中和;国企改革;西部大开发;人民币贬值受益;工业母机;网络安全;信创,000509.SZ
33,002215,12,草甘膦;生态农业;农村电商;数字乡村;乡村振兴;土壤修复;互联网金融;数字经济;粤港澳大湾区;农业种植;深股通;融资融券,002215.SZ
17,603119,14,减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;无人驾驶;新能源汽车;专精特新;人民币贬值受益;宁德时代概念;共同富裕示范区;长三角一体化;沪股通;融资融券,603119.SH
33,300961,12,新型城镇化;水利;碳中和;海工装备;污水处理;PPP概念;净水概念;创投;机器人概念;鸿蒙概念;股权转让(并购重组);融资融券,300961.SZ
33,002373,46,百度概念;车联网(车路协同);云计算;多模态AI;蚂蚁集团概念;AI智能体;数据要素;互联网金融;阿里巴巴概念;元宇宙;时空大数据;AIGC概念;ETC;数字经济;人脸识别;商业航天;人工智能;智慧城市;DeepSeek概念;东数西算(算力);华为概念;数字孪生;低空经济;安防;无人驾驶;机器视觉;物联网;无人机;毫米波雷达;大飞机;数据中心;京津冀一体化;小米概念;跨境电商;体育产业;小米汽车;智能物流;汽车电子;水利;充电桩;雄安新区;一带一路;足球概念;AI应用;深股通;融资融券,002373.SZ
33,002279,36,小红书概念;快手概念;ChatGPT概念;财税数字化;AIGC概念;AI智能体;数据安全;智慧政务;华为鲲鹏;信创;数据要素;百度概念;抖音概念(字节概念);网络安全;阿里巴巴概念;腾讯概念;职业教育;鸿蒙概念;文化传媒概念;区块链;数字乡村;数字经济;人工智能;DeepSeek概念;网红经济;智能医疗;低空经济;华为概念;京津冀一体化;数据中心;跨境电商;化债概念(AMC概念);乡村振兴;雄安新区;AI应用;深股通,002279.SZ
33,002960,22,储能;传感器;人形机器人;芯片概念;氢能源;机器人概念;机器视觉;智能家居;MCU芯片;无人机;数据中心;安防;物联网;新型城镇化;核电;跨境电商;人工智能;智慧城市;阿里巴巴概念;快手概念;融资融券;深股通,002960.SZ
33,300996,18,AI应用;AI语料;AIGC概念;ERP概念;AI智能体;财税数字化;华为鲲鹏;数据要素;智慧政务;信创;区块链;网络安全;人工智能;跨境支付(CIPS);数字经济;互联网金融;小米概念;融资融券,300996.SZ
17,600570,27,数字货币;ChatGPT概念;蚂蚁集团概念;华为鲲鹏;华为昇腾;AI智能体;信创;智慧政务;鸿蒙概念;多模态AI;区块链;AIGC概念;数据要素;跨境支付(CIPS);互联网金融;DeepSeek概念;数字经济;人工智能;中国AI 50;华为概念;AI应用;碳中和;回购增持再贷款概念;碳交易;证金持股;沪股通;融资融券,600570.SH
33,000890,4,净水概念;光纤概念;独角兽概念;污水处理,000890.SZ
33,002769,12,AI应用;AIGC概念;信创;钠离子电池;虚拟电厂;跨境电商;粤港澳大湾区;储能;碳交易;绿色电力;一带一路;国企改革,002769.SZ
33,002501,6,光伏概念;军工;新能源汽车;深股通;融资融券;股权转让(并购重组),002501.SZ
33,300118,14,钙钛矿电池;HJT电池;TOPCON电池;商业航天;硅能源;光伏概念;光伏建筑一体化;储能;华为概念;绿色电力;共同富裕示范区;乡村振兴;深股通;融资融券,300118.SZ
33,301381,9,ERP概念;DeepSeek概念;人工智能;跨境电商;AI应用;智能物流;人民币贬值受益;深股通;融资融券,301381.SZ
33,300873,20,新型工业化;机器人概念;人形机器人;工业互联网;芯片概念;数字孪生;新能源汽车;粤港澳大湾区;智能物流;人工智能;数字经济;DeepSeek概念;跨境电商;AI智能体;一带一路;统一大市场;冷链物流;航运概念;深股通;融资融券,300873.SZ
33,002858,16,体育产业;NFT概念;IP经济(谷子经济);职业教育;AIGC概念;在线教育;多模态AI;Web3.0;虚拟现实;百度概念;人工智能;数字经济;低空经济;无人驾驶;回购增持再贷款概念;AI应用,002858.SZ
17,601177,14,减速器;人形机器人;机器人概念;农机;工业互联网;军民融合;军工;核电;海工装备;风电;国企改革;参股银行;融资融券;沪股通,601177.SH
17,603030,10,建筑节能;新型城镇化;装配式建筑;养老概念;一带一路;跨境电商;长三角一体化;智能家居;物联网;人工智能,603030.SH
17,603032,9,固态电池;锂电池概念;比亚迪概念;2025三季报预增;减速器;西部大开发;新疆振兴;机器人概念;融资融券,603032.SH
17,688152,17,数据安全;华为鲲鹏;信创;云计算;华为欧拉;云办公;网络安全;国产操作系统;DeepSeek概念;华为概念;商业航天;养老概念;机器人概念;专精特新;人形机器人;智能电网;融资融券,688152.SH
