market_code,code,所属概念数量,所属概念,股票代码
17,603344,9,汽车热管理;新能源汽车;比亚迪概念;机器人概念;小米概念;家用电器;锂电池概念;沪股通;融资融券,603344.SH
33,300823,12,新型城镇化;装配式建筑;中俄贸易概念;雄安新区;水利;高铁;一带一路;新型工业化;高端装备;机器人概念;专精特新;核电,300823.SZ
33,002923,10,仿制药一致性评价;青蒿素;医疗器械概念;医药电商;创新药;肝炎概念;流感;合成生物;猴痘概念;幽门螺杆菌概念,002923.SZ
17,688267,6,环氧丙烷;人民币贬值受益;回购增持再贷款概念;专精特新;沪股通;融资融券,688267.SH
33,001328,8,超级品牌;三胎概念;网红经济;医疗器械概念;国企改革;西部大开发;深股通;融资融券,001328.SZ
17,600539,11,跨境电商;污水处理;宠物经济;净水概念;海峡两岸;小红书概念;股权转让(并购重组);机器视觉;光伏概念;锂电池概念;AI应用,600539.SH
33,300009,14,生物疫苗;细胞免疫治疗;肝炎概念;辅助生殖;创新药;基因测序;流感;仿制药一致性评价;民营医院;医疗器械概念;智能医疗;人工智能;深股通;融资融券,300009.SZ
33,301267,12,民营医院;眼科医疗;智能医疗;福建自贸区;DeepSeek概念;人工智能;海峡两岸;智能穿戴;5G;AI眼镜;深股通;融资融券,301267.SZ
17,600769,1,国企改革,600769.SH
33,300478,2,股权转让(并购重组);核电,300478.SZ
33,300381,6,维生素;合成生物;NMN概念;横琴新区;粤港澳大湾区;可降解塑料,300381.SZ
33,000761,6,特钢概念;煤化工概念;国企改革;央企国企改革;深股通;融资融券,000761.SZ
33,002329,14,乳业;冷链物流;生态农业;三胎概念;跨境电商;乡村振兴;西部大开发;智慧城市;绿色电力;一带一路;数字经济;光伏概念;文化传媒概念;融资融券,002329.SZ
33,000586,6,光纤概念;智能电网;特高压;5G;专精特新;西部大开发,000586.SZ
33,000955,8,海南自贸区;自由贸易港;创投;民营医院;三胎概念;军民融合;医药电商;医疗器械概念,000955.SZ
17,600551,11,文化传媒概念;托育服务;在线教育;数字经济;人工智能;创投;参股券商;国企改革;AI应用;沪股通;融资融券,600551.SH
17,600657,9,物业管理;化债概念(AMC概念);参股保险;证金持股;国企改革;央企国企改革;沪股通;股权转让(并购重组);融资融券,600657.SH
17,603259,9,CRO概念;创新药;同花顺出海50;同花顺漂亮100;2025年报预增;人民币贬值受益;回购增持再贷款概念;融资融券;沪股通,603259.SH
33,300514,11,电力物联网;虚拟电厂;充电桩;智能电网;智能家居;传感器;智慧灯杆;粤港澳大湾区;物联网;芯片概念;5G,300514.SZ
33,003042,4,草甘膦;供销社;中俄贸易概念;乡村振兴,003042.SZ
151,920046,9,光伏概念;抖音概念(字节概念);专精特新;高铁;储能;一带一路;数据中心;融资融券;智能电网,920046.BJ
17,603238,4,宠物经济;三胎概念;人民币贬值受益;网红经济,603238.SH
33,002762,10,托育服务;三胎概念;毛发医疗;ST板块;消毒剂;IP经济(谷子经济);家用电器;网红经济;医美概念;股权转让(并购重组),002762.SZ
33,002779,7,机器人概念;2025年报预增;华为概念;人民币贬值受益;乡村振兴;融资融券;深股通,002779.SZ
17,603239,8,华为汽车;长安汽车概念;人形机器人;比亚迪概念;新能源汽车;机器人概念;回购增持再贷款概念;国企改革,603239.SH
17,603713,10,航运概念;回购增持再贷款概念;统一大市场;上海自贸区;跨境电商;智能物流;自由贸易港;人工智能;融资融券;沪股通,603713.SH
17,603768,7,长安汽车概念;华为汽车;一体化压铸;新能源汽车;比亚迪概念;锂电池概念;宁德时代概念,603768.SH
33,002763,1,跨境电商,002763.SZ
151,920009,8,专精特新;基因测序;猴痘概念;流感;宠物经济;人工智能;新股与次新股;融资融券,920009.BJ
33,002571,9,C2M概念;光伏概念;股权转让(并购重组);新能源汽车;网络游戏;创投;一带一路;拼多多概念;参股银行,002571.SZ
33,000415,9,新疆振兴;雄安新区;参股保险;西部大开发;人民币贬值受益;飞行汽车(eVTOL);低空经济;深股通;融资融券,000415.SZ
17,600679,11,共享单车;物业管理;跨境电商;体育产业;三胎概念;国企改革;两轮车;创投;医疗器械概念;网红经济;互联网金融,600679.SH
17,600327,6,民营医院;预制菜;三胎概念;参股银行;信托概念;IP经济(谷子经济),600327.SH
33,301516,19,换电概念;充电桩;储能;光伏概念;高压快充;新能源汽车;新型工业化;燃料电池;粤港澳大湾区;两轮车;低空经济;核电;比亚迪概念;氢能源;5G;国企改革;深股通;中字头股票;融资融券,301516.SZ
33,001313,6,预制菜;乡村振兴;一带一路;粤港澳大湾区;数据要素;深股通,001313.SZ
17,600671,4,医疗器械概念;眼科医疗;国企改革;摘帽,600671.SH
17,688351,5,医疗器械概念;专精特新;智能医疗;沪股通;融资融券,688351.SH
33,300694,6,燃料电池;新能源汽车;国企改革;机器人概念;人形机器人;2025年报预增,300694.SZ
33,000430,3,旅游概念;ST板块;国企改革,000430.SZ
33,301072,3,新能源汽车;比亚迪概念;融资融券,301072.SZ
17,688659,7,碳中和;专精特新;氢能源;PET铜箔;人工智能;AI应用;融资融券,688659.SH
151,920953,20,AI应用;华为鲲鹏;信创;云计算;在线教育;人脸识别;智能物流;机器人概念;智慧政务;数据要素;物联网;融资融券;AIGC概念;DeepSeek概念;数据安全;人工智能;鸿蒙概念;数字经济;AI智能体;华为昇腾,920953.BJ
17,603919,6,白酒概念;啤酒概念;西部大开发;回购增持再贷款概念;沪股通;融资融券,603919.SH
33,002454,16,一带一路;冷链物流;储能;华为汽车;汽车热管理;长安汽车概念;新能源汽车;飞行汽车(eVTOL);比亚迪概念;宁德时代概念;低空经济;数字经济;华为概念;2025年报预增;深股通;融资融券,002454.SZ
33,301391,10,MicroLED概念;芯片概念;机器视觉;虚拟现实;AI应用;东数西算(算力);人工智能;元宇宙;深股通;融资融券,301391.SZ
17,600929,9,国企改革;回购增持再贷款概念;储能;钠离子电池;固态电池;消费电子概念;AI智能体;沪股通;融资融券,600929.SH
33,002453,3,光刻胶;深股通;融资融券,002453.SZ
17,600650,13,网约车;旅游概念;无人驾驶;预制菜;上海国企改革;自由贸易港;冷链物流;数字经济;参股券商;国企改革;上海自贸区;航运概念;沪股通,600650.SH
17,603058,7,第三代半导体;芯片概念;烟草;创投;工业大麻;西部大开发;股权转让(并购重组),603058.SH
33,002451,16,智能电网;风电;储能;充电桩;光伏概念;化债概念(AMC概念);高铁;海工装备;物业管理;上海自贸区;高端装备;创投;机器人概念;智慧城市;5G;融资融券,002451.SZ
17,688226,14,共封装光学(CPO);特斯拉概念;智能电网;专精特新;数据中心;储能;光伏概念;HJT电池;华为概念;钠离子电池;风电;东数西算(算力);沪股通;融资融券,688226.SH
33,002481,13,预制菜;人造肉;宠物经济;网红经济;跨境电商;合成生物;国企改革;化肥;一带一路;绿色电力;回购增持再贷款概念;深股通;融资融券,002481.SZ
33,000037,5,固废处理;储能;核电;粤港澳大湾区;2025年报预增,000037.SZ
17,603700,13,地下管网;中俄贸易概念;污水处理;物联网;传感器;智慧城市;华为概念;人工智能;DeepSeek概念;2025年报预增;元宇宙;阿里巴巴概念;虚拟数字人,603700.SH
33,301038,20,水利;数字孪生;地下管网;新型城镇化;PPP概念;深圳国企改革;物联网;乡村振兴;DeepSeek概念;雅下水电概念;华为概念;污水处理;粤港澳大湾区;智慧政务;光伏概念;国企改革;物业管理;抽水蓄能;深股通;融资融券,301038.SZ
17,600196,21,创新药;减肥药;仿制药一致性评价;流感;生物疫苗;猴痘概念;细胞免疫治疗;阿尔茨海默概念;辅助生殖;青蒿素;医美概念;民营医院;医疗器械概念;智能医疗;家庭医生;证金持股;DeepSeek概念;AI智能体;机器人概念;沪股通;融资融券,600196.SH
33,000531,15,绿色电力;氢能源;国企改革;回购增持再贷款概念;化债概念(AMC概念);虚拟电厂;锂电池概念;2025三季报预增;燃料电池;储能;粤港澳大湾区;2025年报预增;无人驾驶;融资融券;深股通,000531.SZ
33,300822,11,AIGC概念;人脸识别;人工智能;机器视觉;智能家居;粤港澳大湾区;跨境电商;宠物经济;人民币贬值受益;锂电池概念;深股通,300822.SZ
17,603210,9,注册制次新股;新能源汽车;小米汽车;特斯拉概念;锂电池概念;宁德时代概念;小米概念;新股与次新股;融资融券,603210.SH
33,301227,6,黑龙江自贸区;装配式建筑;建筑节能;碳中和;智能家居;融资融券,301227.SZ
33,300978,10,毫米波雷达;华为汽车;长安汽车概念;智能座舱;汽车电子;比亚迪概念;新能源汽车;百度概念;深股通;融资融券,300978.SZ
17,603159,2,特斯拉概念;汽车电子,603159.SH
33,003037,14,装配式建筑;地下管网;新型城镇化;水利;水泥概念;新疆振兴;一带一路;海工装备;风电;回购增持再贷款概念;智能物流;光伏概念;粤港澳大湾区;2025年报预增,003037.SZ
33,300824,8,露营经济;跨境电商;家用电器;宠物经济;粤港澳大湾区;网红经济;芯片概念;2025年报预增,300824.SZ
33,002613,8,建筑节能;装配式建筑;光伏概念;一带一路;高铁;钙钛矿电池;高端装备;苹果概念,002613.SZ
33,300321,2,国企改革;证金持股,300321.SZ
17,603798,5,燃料电池;氢能源;回购增持再贷款概念;军工;军民融合,603798.SH
17,605108,3,预制菜;网红经济;沪股通,605108.SH
33,003013,21,装配式建筑;地下管网;新型城镇化;PPP概念;乡村振兴;雄安新区;国企改革;水利;一带一路;智慧城市;粤港澳大湾区;数字经济;数字孪生;低空经济;人工智能;物联网;时空大数据;无人机;腾讯概念;数据中心;深股通,003013.SZ
33,000599,18,中韩自贸区;大飞机;军民融合;军工;国企改革;一带一路;石墨烯;股权转让(并购重组);超级品牌;长安汽车概念;新能源汽车;机器人概念;比亚迪概念;新型工业化;工业互联网;物联网;人民币贬值受益;华为概念,000599.SZ
17,603194,11,机器人概念;新能源汽车;人民币贬值受益;智能物流;军工;共同富裕示范区;储能;锂电池概念;汽车拆解概念;沪股通;融资融券,603194.SH
17,603507,12,光热发电;商业航天;专精特新;光伏概念;机器人概念;海工装备;风电;人民币贬值受益;氢能源;一带一路;回购增持再贷款概念;融资融券,603507.SH
17,603937,1,锂电池概念,603937.SH
33,002421,28,华为鲲鹏;信创;数字经济;AI智能体;DeepSeek概念;云计算;智慧城市;鸿蒙概念;腾讯概念;人工智能;抖音概念(字节概念);人脸识别;智能医疗;养老概念;华为概念;物联网;工业互联网;数据中心;建筑节能;雄安新区;粤港澳大湾区;碳中和;PPP概念;机器人概念;AI应用;液冷服务器;深股通;融资融券,002421.SZ
17,605008,2,可降解塑料;沪股通,605008.SH
17,600595,6,超导概念;煤炭概念;2025年报预增;风电;融资融券;沪股通,600595.SH
33,300489,13,军工;核污染防治;核电;新能源汽车;第三代半导体;低空经济;无人机;氢能源;无人驾驶;黑龙江自贸区;先进封装;中俄贸易概念;深股通,300489.SZ
33,002785,10,盐湖提锂;锂电池概念;海峡两岸;福建自贸区;一带一路;小金属概念;中俄贸易概念;俄乌冲突概念;核电;深股通,002785.SZ
33,002968,8,物业管理;养老概念;西部大开发;智慧城市;低空经济;无人机;抖音概念(字节概念);股权转让(并购重组),002968.SZ
33,301499,15,毫米波雷达;汽车电子;传感器;消费电子概念;无人驾驶;新能源汽车;专精特新;芯片概念;汽车热管理;高压快充;燃料电池;氢能源;PCB概念;天然气;融资融券,301499.SZ
17,601886,12,装配式建筑;建筑节能;光伏建筑一体化;民营医院;绿色电力;一带一路;医美概念;数字经济;光伏概念;眼科医疗;融资融券;沪股通,601886.SH
33,002489,15,参股银行;露营经济;共同富裕示范区;跨境电商;长三角一体化;体育产业;C2M概念;旅游概念;一带一路;创投;人民币贬值受益;机器人概念;独角兽概念;深股通;融资融券,002489.SZ
17,603511,6,跨境电商;三胎概念;体育产业;IP经济(谷子经济);参股银行;沪股通,603511.SH
17,600860,12,氢能源;燃料电池;天然气;医疗废物处理;新型工业化;机器人概念;低空经济;国企改革;京津冀一体化;俄乌冲突概念;沪股通;融资融券,600860.SH
33,300570,11,共封装光学(CPO);F5G概念;光纤概念;铜缆高速连接;5G;数据中心;芯片概念;传感器;人民币贬值受益;融资融券;深股通,300570.SZ
17,600172,8,培育钻石;第三代半导体;回购增持再贷款概念;国企改革;物业管理;旅游概念;沪股通;融资融券,600172.SH
33,300292,27,移动支付;数字经济;信创;云计算;DeepSeek概念;百度概念;车联网(车路协同);阿里巴巴概念;华为鲲鹏;鸿蒙概念;华为概念;物联网;ChatGPT概念;数据中心;5G;军工;毫米波雷达;跨境电商;光纤概念;传感器;智能座舱;汽车电子;长安汽车概念;储能;新能源汽车;汽车热管理;深股通,300292.SZ
17,603396,10,钙钛矿电池;HJT电池;TOPCON电池;光伏概念;高端装备;氢能源;专精特新;新型工业化;一带一路;融资融券,603396.SH
33,001202,5,粤港澳大湾区;统一大市场;一带一路;航运概念;新疆振兴,001202.SZ
33,002277,14,第三代半导体;芯片概念;机器人概念;NMN概念;乡村振兴;农村电商;免税店;跨境电商;参股银行;互联网金融;证金持股;深股通;融资融券;股权转让(并购重组),002277.SZ
33,300155,10,区块链;人脸识别;智慧城市;安防;DeepSeek概念;语音技术;食品安全;AI应用;物业管理;智能家居,300155.SZ
17,600509,14,第三代半导体;超超临界发电;芯片概念;智能电网;抽水蓄能;绿色电力;一带一路;AI眼镜;新疆振兴;国企改革;西部大开发;天然气;融资融券;沪股通,600509.SH
33,002538,13,磷化工;化肥;金属铅;金属锌;金属铜;黄金概念;生态农业;农村电商;民营医院;乡村振兴;工业互联网;融资融券;深股通,002538.SZ
17,688628,8,芯片概念;人民币贬值受益;光伏概念;PM2.5;核污染防治;DeepSeek概念;AI智能体;融资融券,688628.SH
17,600282,19,特钢概念;煤化工概念;商业航天;可燃冰;C2M概念;国企改革;海工装备;核电;一带一路;创投;数字经济;数据要素;工业互联网;人工智能;污水处理;机器人概念;人形机器人;融资融券;沪股通,600282.SH
33,301419,8,富士康概念;共封装光学(CPO);5G;汽车热管理;人形机器人;机器人概念;人民币贬值受益;融资融券,301419.SZ
17,603987,4,医美概念;辅助生殖;医疗器械概念;专精特新,603987.SH
17,605179,8,乳业;三胎概念;冷链物流;乡村振兴;共同富裕示范区;长三角一体化;2025年报预增;沪股通,605179.SH
33,002589,15,AI应用;医药电商;牙科医疗;创新药;智能医疗;养老概念;医疗器械概念;冷链物流;人工智能;区块链;统一大市场;农业种植;华为概念;回购增持再贷款概念;融资融券,002589.SZ
17,603790,3,染料;换电概念;股权转让(并购重组),603790.SH
33,000717,12,特钢概念;国企改革;央企国企改革;氢能源;乡村振兴;核电;机器人概念;DeepSeek概念;人工智能;融资融券;深股通;中字头股票,000717.SZ
33,002479,10,生物质能发电;固废处理;污水处理;绿色电力;金属回收;国企改革;PPP概念;垃圾分类;黄金概念;金属铜,002479.SZ
17,688660,6,上海国企改革;海工装备;风电;国企改革;融资融券;沪股通,688660.SH
17,605158,2,一带一路;回购增持再贷款概念,605158.SH
33,002614,17,福建自贸区;养老概念;血氧仪;海峡两岸;跨境电商;医疗器械概念;IP经济(谷子经济);网红经济;家用电器;智能家居;人民币贬值受益;人工智能;DeepSeek概念;机器人概念;鸿蒙概念;华为概念;人形机器人,002614.SZ
17,600851,11,物业管理;维生素;参股券商;仿制药一致性评价;细胞免疫治疗;互联网金融;创新药;证金持股;生物疫苗;融资融券;沪股通,600851.SH
33,300643,10,华为汽车;长安汽车概念;特斯拉概念;传感器;专精特新;汽车电子;芯片概念;人民币贬值受益;车联网(车路协同);深股通,300643.SZ
33,300795,11,AIGC概念;AI智能体;数据要素;跨境电商;DeepSeek概念;人工智能;体育产业;创投;AI应用;AI眼镜;一带一路,300795.SZ
33,300732,25,新型城镇化;地下管网;装配式建筑;房屋检测;雄安新区;水利;污水处理;碳中和;碳交易;净水概念;光伏建筑一体化;新疆振兴;一带一路;数字孪生;智慧城市;低空经济;雅下水电概念;军工;时空大数据;人工智能;车联网(车路协同);华为概念;DeepSeek概念;数据中心;数据要素,300732.SZ
17,601021,5,免税店;证金持股;跨境电商;沪股通;融资融券,601021.SH
33,001322,7,回购增持再贷款概念;智能家居;养老概念;粤港澳大湾区;华为概念;鸿蒙概念;深股通,001322.SZ
33,002056,24,稀土永磁;小金属概念;BC电池;TOPCON电池;锂电池概念;光伏概念;2025三季报预增;储能;氢能源;华为数字能源;光伏建筑一体化;无线充电;特斯拉概念;比亚迪概念;新能源汽车;军工;机器人概念;低空经济;5G;工业互联网;华为概念;数字经济;深股通;融资融券,002056.SZ
17,600865,3,信托概念;物业管理;创投,600865.SH
22,600079,12,芬太尼;民营医院;肝炎概念;创新药;流感;生物疫苗;辅助生殖;ST板块;医疗器械概念;国企改革;央企国企改革;人工智能,600079.SH
33,301097,3,三胎概念;医疗器械概念;融资融券,301097.SZ
33,002939,5,期货概念;国企改革;央企国企改革;融资融券;深股通,002939.SZ
33,000423,11,超级品牌;预制菜;农业种植;旅游概念;国企改革;央企国企改革;乡村振兴;深股通;融资融券;数字经济;华为概念,000423.SZ
17,600094,17,卫星导航;商业航天;低空经济;数字经济;6G概念;旅游概念;无人机;参股保险;物业管理;参股券商;东数西算(算力);算力租赁;数据中心;5G;芯片概念;沪股通;融资融券,600094.SH
151,920092,30,AI应用;专精特新;算力租赁;人工智能;云计算;车联网(车路协同);无人机;数字孪生;碳中和;融资融券;财税数字化;信创;华为概念;智慧城市;物联网;无人驾驶;DeepSeek概念;互联网金融;华为鲲鹏;数据安全;新型工业化;工业互联网;机器人概念;华为盘古;东数西算(算力);独角兽概念;智慧政务;AIGC概念;机器视觉;数据要素,920092.BJ
33,002650,1,ST板块,002650.SZ
17,600704,22,国企改革;参股银行;大豆;参股保险;汽车拆解概念;一带一路;统一大市场;期货概念;化债概念(AMC概念);医美概念;养老概念;小金属概念;共同富裕示范区;辅助生殖;跨境电商;储能;DeepSeek概念;机器人概念;脑机接口;小米汽车;沪股通;融资融券,600704.SH
17,601566,7,网红经济;福建自贸区;IP经济(谷子经济);海峡两岸;融资融券;2025年报预增;沪股通,601566.SH
33,002227,16,钒电池;换电概念;核电;虚拟电厂;风电;储能;高压快充;比亚迪概念;充电桩;智能电网;粤港澳大湾区;人工智能;数据中心;特高压;柔性直流输电;阿里巴巴概念,002227.SZ
33,002166,15,禽流感;合成生物;工业大麻;代糖概念;农业种植;啤酒概念;参股银行;西部大开发;回购增持再贷款概念;人民币贬值受益;乡村振兴;专精特新;股权转让(并购重组);深股通;融资融券,002166.SZ
33,301501,7,可降解塑料;注册制次新股;一带一路;专精特新;深股通;新股与次新股;融资融券,301501.SZ
33,001279,4,专精特新;固态电池;深股通;融资融券,001279.SZ
33,002816,10,高压快充;ST板块;储能;光刻机;机器人概念;污水处理;先进封装;芯片概念;国企改革;股权转让(并购重组),002816.SZ
17,600239,6,特色小镇;物业管理;国企改革;养老概念;西部大开发;工业大麻,600239.SH
17,600527,1,互联网金融,600527.SH
33,301355,4,海峡两岸;食品安全;一带一路;融资融券,301355.SZ
33,001378,4,参股银行;回购增持再贷款概念;粤港澳大湾区;融资融券,001378.SZ
17,603331,7,家用电器;新能源汽车;共同富裕示范区;TOPCON电池;光伏概念;机器人概念;人形机器人,603331.SH
17,600784,13,国企改革;创投;化债概念(AMC概念);参股银行;绿色电力;回购增持再贷款概念;3D打印;专精特新;海峡两岸;新能源汽车;光伏概念;储能;消费电子概念,600784.SH
33,000825,19,特钢概念;可控核聚变;商业航天;央企国企改革;氢能源;军工;柔性屏(折叠屏);核电;国企改革;一带一路;燃料电池;光伏概念;超超临界发电;芯片概念;华为手机;比亚迪概念;华为概念;深股通;融资融券,000825.SZ
17,600280,1,物业管理,600280.SH
33,000756,17,流感;肝炎概念;幽门螺杆菌概念;仿制药一致性评价;医药电商;维生素;辅助生殖;创新药;毛发医疗;阿尔茨海默概念;合成生物;医美概念;宠物经济;国企改革;阿里巴巴概念;深股通;融资融券,000756.SZ
33,002074,25,钠离子电池;固态电池;动力电池回收;锂电池概念;两轮车;高压快充;储能;新能源汽车;充电桩;长安汽车概念;磷化工;2025年报预增;智能电网;换电概念;飞行汽车(eVTOL);风电;碳中和;数据中心;海工装备;华为概念;低空经济;乡村振兴;人工智能;深股通;融资融券,002074.SZ
17,688169,10,智能家居;家用电器;同花顺出海50;人工智能;DeepSeek概念;机器人概念;人民币贬值受益;小米概念;沪股通;融资融券,688169.SH
17,688395,6,新能源汽车;新型工业化;专精特新;机器人概念;储能;融资融券,688395.SH
17,600853,17,黑龙江自贸区;水利;创投;PPP概念;新型城镇化;体育产业;冰雪产业;地下管网;旅游概念;智慧城市;农村电商;乡村振兴;雅下水电概念;国企改革;一带一路;商业航天;生态农业,600853.SH
33,000898,12,特钢概念;煤化工概念;金属回收;国企改革;央企国企改革;回购增持再贷款概念;证金持股;海工装备;比亚迪概念;数据中心;深股通;融资融券,000898.SZ
33,301173,6,长安汽车概念;新能源汽车;比亚迪概念;汽车电子;深股通;融资融券,301173.SZ
33,003005,25,多模态AI;AIGC概念;AI智能体;在线教育;数据安全;百度概念;Sora概念(文生视频);数据要素;信创;职业教育;虚拟现实;DeepSeek概念;数字孪生;人工智能;车联网(车路协同);智慧城市;东数西算(算力);安防;物联网;京津冀一体化;AI应用;传感器;专精特新;芯片概念;深股通,003005.SZ
17,688671,13,核污染防治;水利;新型城镇化;物联网;海工装备;专精特新;污水处理;智慧城市;碳中和;数字经济;数据要素;AIGC概念;融资融券,688671.SH
33,301091,35,时空大数据;智慧政务;国资云;数据要素;信创;数据确权;车联网(车路协同);智慧城市;DeepSeek概念;百度概念;数字孪生;腾讯概念;低空经济;多模态AI;智慧灯杆;华为概念;无人驾驶;无人机;同花顺新质50;房屋检测;智能物流;粤港澳大湾区;水利;深圳国企改革;高铁;新型城镇化;雄安新区;地下管网;建筑节能;PPP概念;国企改革;充电桩;虚拟电厂;深股通;融资融券,301091.SZ
151,920029,10,储能;充电桩;人民币贬值受益;智能电网;一带一路;新股与次新股;融资融券;国企改革;西部大开发;央企国企改革,920029.BJ
17,600081,16,长安汽车概念;一体化压铸;华为汽车;减速器;机器人概念;无人驾驶;传感器;新能源汽车;汽车热管理;氢能源;比亚迪概念;智能座舱;汽车电子;EDR概念;沪股通;融资融券,600081.SH
33,000797,10,福建自贸区;海峡两岸;物业管理;土地流转;装配式建筑;跨境电商;国企改革;一带一路;京津冀一体化;深股通,000797.SZ
151,920273,6,海峡两岸;乡村振兴;预制菜;专精特新;宠物经济;融资融券,920273.BJ
33,300717,7,可降解塑料;参股银行;专精特新;回购增持再贷款概念;ETC;煤化工概念;电子身份证,300717.SZ
33,300443,8,海工装备;军工;风电;减速器;2025年报预增;创投;融资融券;深股通,300443.SZ
33,300510,19,柔性直流输电;特高压;智能电网;虚拟电厂;换电概念;充电桩;光伏概念;高压快充;储能;中俄贸易概念;国企改革;智能物流;新能源汽车;专精特新;锂电池概念;机器人概念;新型工业化;物联网;区块链,300510.SZ
33,002480,13,光热发电;高铁;绿色电力;燃料电池;一带一路;西部大开发;机器人概念;超级电容;国企改革;数据中心;钒电池;股权转让(并购重组);深股通,002480.SZ
33,300062,14,智能电网;高压快充;福建自贸区;光伏概念;储能;绿色电力;充电桩;锂电池概念;海峡两岸;宁德时代概念;高铁;一带一路;新能源汽车;机器人概念,300062.SZ
33,301048,7,高铁;国企改革;央企国企改革;一带一路;高端装备;深股通;融资融券,301048.SZ
33,000989,8,创新药;医药电商;毛发医疗;细胞免疫治疗;国企改革;深股通;摘帽;股权转让(并购重组),000989.SZ
17,603129,9,同花顺出海50;两轮车;人民币贬值受益;共同富裕示范区;体育产业;工业互联网;车联网(车路协同);融资融券;沪股通,603129.SH
33,002582,17,人造肉;跨境电商;职业教育;网红经济;智能物流;特色小镇;旅游概念;啤酒概念;创投;海峡两岸;IP经济(谷子经济);乡村振兴;预制菜;参股银行;生态农业;农业种植;新疆振兴,002582.SZ
33,300860,9,文化传媒概念;IP经济(谷子经济);虚拟数字人;元宇宙;旅游概念;虚拟现实;低空经济;深股通;融资融券,300860.SZ
33,301668,7,智能电网;注册制次新股;风电;专精特新;深股通;新股与次新股;融资融券,301668.SZ
33,002030,16,禽流感;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;辅助生殖;医疗器械概念;智能医疗;食品安全;人工智能;创投;互联网金融;国企改革;融资融券;深股通,002030.SZ
33,000701,28,福建自贸区;海峡两岸;军工信息化;智慧城市;无人机;互联网金融;低空经济;数字经济;石墨烯;创投;车联网(车路协同);物联网;智能物流;无人零售;统一大市场;MiniLED;华为汽车;IP经济(谷子经济);Web3.0;一带一路;小米汽车;小米概念;国企改革;专精特新;AIGC概念;金属镍;小金属概念;金属铜,000701.SZ
17,603535,14,自由贸易港;统一大市场;跨境电商;智能物流;航运概念;拼多多概念;粤港澳大湾区;数字经济;无人驾驶;物联网;低空经济;抖音概念(字节概念);阿里巴巴概念;沪股通,603535.SH
17,600641,11,存储芯片;OLED;第三代半导体;芯片概念;TOPCON电池;光伏概念;小金属概念;创投;沪股通;股权转让(并购重组);融资融券,600641.SH
33,000882,5,物业管理;京津冀一体化;互联网金融;文化传媒概念;深股通,000882.SZ
17,600400,9,养老概念;参股银行;互联网金融;独角兽概念;工业互联网;军工;机器人概念;沪股通;融资融券,600400.SH
33,301098,10,新型城镇化;地下管网;土壤修复;PPP概念;乡村振兴;足球概念;体育产业;特色小镇;旅游概念;融资融券,301098.SZ
17,603345,5,预制菜;海峡两岸;福建自贸区;沪股通;融资融券,603345.SH
33,301139,17,数字乡村;智慧城市;人工智能;东数西算(算力);数字经济;华为概念;数据要素;京津冀一体化;车联网(车路协同);5G;机器人概念;充电桩;储能;西部大开发;光伏概念;AI应用;融资融券,301139.SZ
17,600692,13,农业种植;生态农业;土地流转;粮食概念;乡村振兴;光伏建筑一体化;绿色电力;国企改革;创投;风电;文化传媒概念;2025年报预增;融资融券,600692.SH
151,920857,6,安防;机器人概念;小米概念;西部大开发;消费电子概念;融资融券,920857.BJ
33,002558,26,电子竞技;手机游戏;网络游戏;云游戏;语音技术;AIGC概念;虚拟数字人;ChatGPT概念;阿里巴巴概念;鸿蒙概念;虚拟现实;元宇宙;腾讯概念;AI智能体;人工智能;百度概念;DeepSeek概念;华为概念;旅游概念;创投;互联网金融;参股保险;西部大开发;AI应用;深股通;融资融券,002558.SZ
33,002822,17,ST板块;新型城镇化;PPP概念;装配式建筑;医疗器械概念;乡村振兴;光伏建筑一体化;数字货币;物业管理;数据中心;华为概念;粤港澳大湾区;区块链;风电;光伏概念;算力租赁;东数西算(算力),002822.SZ
33,002012,8,烟草;超级电容;共同富裕示范区;碳中和;储能;数字经济;互联网金融;数据要素,002012.SZ
33,003031,22,共封装光学(CPO);光刻机;第三代半导体;华为海思概念股;芯片概念;6G概念;5G;消费电子概念;汽车电子;卫星导航;商业航天;比亚迪概念;专精特新;新能源汽车;军工;华为概念;充电桩;央企国企改革;国企改革;中字头股票;融资融券;深股通,003031.SZ
17,600161,5,肝炎概念;国企改革;央企国企改革;沪股通;融资融券,600161.SH
33,301349,11,钠离子电池;固态电池;锂电池概念;高压快充;储能;光伏概念;专精特新;钒电池;碳纤维;光纤概念;融资融券,301349.SZ
33,300125,8,新型烟草(电子烟);烟草;HJT电池;TOPCON电池;光伏概念;ST板块;工业大麻;绿色电力,300125.SZ
33,300147,11,ST板块;细胞免疫治疗;创新药;流感;医药电商;辅助生殖;禽流感;医疗器械概念;横琴新区;粤港澳大湾区;数字经济,300147.SZ
33,000600,20,超超临界发电;抽水蓄能;生物质能发电;绿色电力;风电;虚拟电厂;氢能源;2025三季报预增;碳交易;核电;碳中和;储能;国企改革;证金持股;2025年报预增;京津冀一体化;深股通;融资融券;DeepSeek概念;人工智能,000600.SZ
33,300942,7,流感;医疗器械概念;宠物经济;食品安全;粤港澳大湾区;专精特新;融资融券,300942.SZ
