股票代码,code,所属概念数量,market_code,所属概念
001259.SZ,001259,3,33,露营经济;家用电器;净水概念
601933.SH,601933,11,17,预制菜;冷链物流;统一大市场;IP经济(谷子经济);福建自贸区;海峡两岸;跨境电商;股权转让(并购重组);腾讯概念;沪股通;融资融券
600109.SH,600109,5,17,期货概念;西部大开发;腾讯概念;沪股通;融资融券
600993.SH,600993,9,17,医药电商;仿制药一致性评价;眼科医疗;民营医院;基因测序;创新药;数字经济;沪股通;融资融券
002955.SZ,002955,14,33,体育产业;创投;托育服务;人民币贬值受益;在线教育;华为概念;人工智能;腾讯概念;云办公;鸿蒙概念;多模态AI;AI应用;股权转让(并购重组);深股通
603787.SH,603787,6,17,共享单车;职业教育;两轮车;DeepSeek概念;华为概念;比亚迪概念
300692.SZ,300692,8,33,污水处理;PPP概念;新型城镇化;绿色电力;固废处理;合成生物;燃料电池;股权转让(并购重组)
920080.BJ,920080,10,151,家用电器;新型工业化;数据中心;机器人概念;风电;锂电池概念;军工;工业互联网;新股与次新股;融资融券
301216.SZ,301216,10,33,3D打印;减速器;PEEK材料;机器人概念;人形机器人;光伏概念;一带一路;回购增持再贷款概念;深股通;融资融券
688639.SH,688639,6,17,维生素;合成生物;可降解塑料;同花顺新质50;融资融券;沪股通
002840.SZ,002840,8,33,养鸡;猪肉;预制菜;冷链物流;碳中和;回购增持再贷款概念;深股通;融资融券
601038.SH,601038,10,17,央企国企改革;国企改革;农机;中俄贸易概念;乡村振兴;高端装备;无人驾驶;工业互联网;沪股通;融资融券
300712.SZ,300712,24,33,福建自贸区;海峡两岸;特高压;智能电网;柔性直流输电;虚拟电厂;抽水蓄能;充电桩;电力物联网;绿色电力;光伏概念;储能;宁德时代概念;风电;核电;一带一路;创投;数据中心;工业互联网;DeepSeek概念;区块链;网络安全;融资融券;深股通
688795.SH,688795,6,17,科创次新股;注册制次新股;芯片概念;人工智能;新股与次新股;融资融券
002454.SZ,002454,15,33,华为汽车;长安汽车概念;汽车热管理;新能源汽车;一带一路;储能;冷链物流;比亚迪概念;飞行汽车(eVTOL);低空经济;数字经济;华为概念;宁德时代概念;深股通;融资融券
601456.SH,601456,6,17,国企改革;互联网金融;2025年报预增;股权转让(并购重组);融资融券;沪股通
300784.SZ,300784,8,33,三胎概念;物联网;IP经济(谷子经济);旅游概念;专精特新;机器人概念;消费电子概念;融资融券
601816.SH,601816,5,17,同花顺中特估100;国企改革;高铁;沪股通;融资融券
688015.SH,688015,11,17,低空经济;无人机;人工智能;京津冀一体化;元宇宙;职业教育;DeepSeek概念;车联网(车路协同);区块链;AI应用;融资融券
603229.SH,603229,6,17,创新药;肝炎概念;CRO概念;人民币贬值受益;融资融券;沪股通
688662.SH,688662,5,17,共封装光学(CPO);芯片概念;5G;储能;融资融券
605108.SH,605108,3,17,预制菜;网红经济;沪股通
301236.SZ,301236,61,33,华为昇腾;华为欧拉;财税数字化;华为鲲鹏;华为盘古;信创;国产操作系统;云计算;数据安全;多模态AI;ChatGPT概念;数字货币;鸿蒙概念;AI智能体;ERP概念;区块链;算力租赁;AIGC概念;百度概念;跨境支付(CIPS);在线教育;数据要素;阿里巴巴概念;元宇宙;腾讯概念;东数西算(算力);抖音概念(字节概念);虚拟数字人;数字乡村;DeepSeek概念;中国AI 50;车联网(车路协同);数字经济;人工智能;数字孪生;互联网金融;华为概念;低空经济;职业教育;5G;AI PC;工业互联网;英伟达概念;小米概念;芯片概念;无人驾驶;智能座舱;机器人概念;智能医疗;京津冀一体化;人形机器人;液冷服务器;长安汽车概念;跨境电商;养老概念;换电概念;虚拟电厂;一带一路;AI应用;深股通;融资融券
300961.SZ,300961,12,33,新型城镇化;水利;碳中和;污水处理;PPP概念;净水概念;海工装备;创投;机器人概念;鸿蒙概念;股权转让(并购重组);融资融券
603165.SH,603165,7,17,污水处理;参股银行;高股息精选;长三角一体化;回购增持再贷款概念;传感器;芯片概念
603105.SH,603105,11,17,虚拟电厂;光伏建筑一体化;光伏概念;绿色电力;储能;充电桩;回购增持再贷款概念;共同富裕示范区;长三角一体化;沪股通;融资融券
301268.SZ,301268,17,33,比亚迪概念;新能源汽车;新型烟草(电子烟);光伏概念;充电桩;特斯拉概念;机器人概念;一体化压铸;储能;宁德时代概念;低空经济;人形机器人;液冷服务器;华为概念;回购增持再贷款概念;深股通;融资融券
600535.SH,600535,12,17,医药电商;仿制药一致性评价;肝炎概念;生物疫苗;创新药;工业大麻;国企改革;央企国企改革;智能医疗;沪股通;融资融券;股权转让(并购重组)
600138.SH,600138,17,17,冰雪产业;旅游概念;露营经济;体育产业;乡村振兴;IP经济(谷子经济);国企改革;一带一路;养老概念;央企国企改革;网络游戏;DeepSeek概念;云计算;沪股通;融资融券;AI应用;中字头股票
600050.SH,600050,26,17,央企国企改革;同花顺中特估100;国企改革;智能家居;一带一路;DeepSeek概念;国资云;人工智能;区块链;物联网;数据要素;移动支付;云计算;数据安全;卫星导航;阿里巴巴概念;商业航天;中字头股票;量子科技;数据中心;6G概念;5G;同花顺新质50;中国AI 50;沪股通;融资融券
601658.SH,601658,3,17,国企改革;融资融券;沪股通
000651.SZ,000651,23,33,超级品牌;证金持股;预制菜;净水概念;空气能热泵;智能物流;家用电器;智能家居;回购增持再贷款概念;同花顺漂亮100;深股通;融资融券;一体化压铸;工业互联网;机器人概念;工业母机;储能;新能源汽车;芯片概念;MCU芯片;锂电池概念;液冷服务器;第三代半导体
001326.SZ,001326,8,33,物联网;粤港澳大湾区;充电桩;一带一路;储能;智能家居;人民币贬值受益;融资融券
300235.SZ,300235,12,33,在线教育;ChatGPT概念;职业教育;虚拟数字人;华为鲲鹏;AI智能体;区块链;阿里巴巴概念;DeepSeek概念;人工智能;华为概念;AI应用
300689.SZ,300689,9,33,第三代半导体;芯片概念;消费电子概念;专精特新;粤港澳大湾区;车联网(车路协同);人民币贬值受益;液冷服务器;深股通
603172.SH,603172,2,17,染料;融资融券
688685.SH,688685,17,17,航空发动机;军民融合;无人机;军工;传感器;算力租赁;东数西算(算力);高端装备;商业航天;专精特新;人工智能;独角兽概念;DeepSeek概念;共封装光学(CPO);智能医疗;沪股通;融资融券
000514.SZ,000514,3,33,物业管理;国企改革;西部大开发
300966.SZ,300966,4,33,辅助生殖;合成生物;回购增持再贷款概念;融资融券
603348.SH,603348,10,17,一体化压铸;华为汽车;飞行汽车(eVTOL);机器人概念;新能源汽车;两轮车;特斯拉概念;比亚迪概念;融资融券;沪股通
300519.SZ,300519,4,33,流感;肝炎概念;辅助生殖;互联网金融
300247.SZ,300247,9,33,宠物经济;养老概念;医疗器械概念;跨境电商;体育产业;智能医疗;人民币贬值受益;智能家居;机器人概念
603182.SH,603182,4,17,大豆;粮食概念;人造肉;乡村振兴
920198.BJ,920198,13,151,数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;融资融券;股权转让(并购重组);数据要素;安防;国企改革;创投;人工智能
000507.SZ,000507,12,33,航运概念;统一大市场;国企改革;天然气;广东自贸区;绿色电力;光伏建筑一体化;一带一路;横琴新区;风电;粤港澳大湾区;深股通
601878.SH,601878,5,17,期货概念;国企改革;共同富裕示范区;沪股通;融资融券
002851.SZ,002851,25,33,英伟达概念;超级电容;第三代半导体;中国AI 50;高压快充;芯片概念;数据中心;小米概念;新能源汽车;充电桩;光伏概念;智能电网;储能;新型工业化;机器人概念;高端装备;风电;高铁;家用电器;车联网(车路协同);智能家居;一带一路;医疗器械概念;融资融券;深股通
301206.SZ,301206,8,33,代糖概念;合成生物;绿色电力;人民币贬值受益;专精特新;新型工业化;深股通;融资融券
603270.SH,603270,15,17,减速器;人形机器人;飞行汽车(eVTOL);新能源汽车;机器人概念;燃料电池;碳纤维;低空经济;氢能源;比亚迪概念;风电;专精特新;商业航天;沪股通;融资融券
300375.SZ,300375,12,33,长安汽车概念;京津冀一体化;传感器;华为汽车;汽车热管理;新能源汽车;比亚迪概念;小米汽车;储能;百度概念;小米概念;宁德时代概念
300333.SZ,300333,11,33,数字货币;移动支付;互联网金融;信创;数据安全;网络安全;鸿蒙概念;数字经济;数据要素;芯片概念;融资融券
301068.SZ,301068,2,33,固废处理;融资融券
002692.SZ,002692,11,33,智能电网;风电;充电桩;核电;光伏概念;储能;国企改革;专精特新;新能源汽车;数字孪生;芯片概念
688433.SH,688433,9,17,商业航天;低空经济;3D打印;飞行汽车(eVTOL);机器人概念;专精特新;高端装备;沪股通;融资融券
002290.SZ,002290,13,33,信创;云游戏;文化传媒概念;DeepSeek概念;人工智能;东数西算(算力);智能医疗;芯片概念;智能物流;家用电器;2025三季报预增;2025年报预增;深股通
000909.SZ,000909,14,33,ST板块;物业管理;共同富裕示范区;国企改革;换电概念;充电桩;智慧城市;车联网(车路协同);无人驾驶;智慧政务;元宇宙;5G;云办公;消费电子概念
300745.SZ,300745,14,33,无线充电;高压快充;燃料电池;氢能源;储能;充电桩;新能源汽车;比亚迪概念;小米汽车;汽车电子;长安汽车概念;华为汽车;机器人概念;融资融券
600822.SH,600822,7,17,上海国企改革;统一大市场;国企改革;智能物流;上海自贸区;数据要素;融资融券
688143.SH,688143,10,17,光纤概念;共封装光学(CPO);芯片概念;军工;海工装备;汽车热管理;专精特新;DeepSeek概念;沪股通;融资融券
603811.SH,603811,8,17,仿制药一致性评价;肝炎概念;流感;医药电商;猴痘概念;医疗器械概念;维生素;回购增持再贷款概念
601222.SH,601222,22,17,光伏建筑一体化;绿色电力;虚拟电厂;智能电网;风电;氢能源;电力物联网;光伏概念;TOPCON电池;储能;充电桩;华为数字能源;锂电池概念;人工智能;蚂蚁集团概念;区块链;物联网;飞行汽车(eVTOL);沪股通;华为概念;低空经济;融资融券
002382.SZ,002382,9,33,三胎概念;跨境电商;一带一路;医疗器械概念;医药电商;人民币贬值受益;特斯拉概念;深股通;融资融券
688503.SH,688503,14,17,BC电池;OLED;液冷服务器;芯片概念;TOPCON电池;HJT电池;汽车电子;光伏概念;5G;专精特新;商业航天;卫星导航;沪股通;融资融券
688108.SH,688108,4,17,医疗器械概念;专精特新;沪股通;融资融券
600930.SH,600930,11,17,绿色电力;国企改革;注册制次新股;一带一路;央企国企改革;风电;核电;储能;人工智能;新股与次新股;融资融券
000712.SZ,000712,6,33,期货概念;粤港澳大湾区;算力租赁;深股通;融资融券;股权转让(并购重组)
000650.SZ,000650,17,33,医药电商;医疗器械概念;脑机接口;养老概念;流感;肝炎概念;生物疫苗;眼科医疗;三胎概念;仿制药一致性评价;创新药;消毒剂;区块链;智能穿戴;AI眼镜;深股通;融资融券
002981.SZ,002981,11,33,无线耳机;智能穿戴;消费电子概念;苹果概念;虚拟现实;无人机;机器人概念;人民币贬值受益;医疗器械概念;储能;一带一路
002055.SZ,002055,22,33,EDR概念;粤港澳大湾区;小米概念;数据中心;MiniLED;5G;消费电子概念;华为概念;汽车电子;比亚迪概念;高压快充;无线充电;数据要素;新能源汽车;宁德时代概念;车联网(车路协同);特斯拉概念;ST板块;无人驾驶;铜缆高速连接;OLED;存储芯片
002348.SZ,002348,9,33,跨境电商;在线教育;三胎概念;人工智能;IP经济(谷子经济);机器人概念;固态电池;钠离子电池;股权转让(并购重组)
600600.SH,600600,7,17,超级品牌;证金持股;啤酒概念;国企改革;同花顺漂亮100;沪股通;融资融券
600062.SH,600062,12,17,仿制药一致性评价;NMN概念;青蒿素;合成生物;创新药;国企改革;减肥药;央企国企改革;智能医疗;DeepSeek概念;沪股通;融资融券
000796.SZ,000796,14,33,海南自贸区;免税店;旅游概念;冰雪产业;海峡两岸;露营经济;乡村振兴;体育产业;互联网金融;国企改革;跨境支付(CIPS);养老概念;回购增持再贷款概念;深股通
002252.SZ,002252,6,33,合成生物;创新药;重组蛋白;回购增持再贷款概念;深股通;融资融券
600422.SH,600422,13,17,医药电商;青蒿素;仿制药一致性评价;证金持股;工业大麻;乡村振兴;国企改革;养老概念;创新药;西部大开发;央企国企改革;沪股通;融资融券
300565.SZ,300565,11,33,智慧灯杆;5G;光纤概念;数据中心;数字孪生;物联网;粤港澳大湾区;液冷服务器;锂电池概念;储能;太赫兹
300710.SZ,300710,14,33,电子竞技;手机游戏;拼多多概念;水利;创投;阿里巴巴概念;物联网;无人驾驶;光纤概念;毫米波雷达;WiFi 6;5G;芯片概念;股权转让(并购重组)
000895.SZ,000895,9,33,超级品牌;猪肉;养鸡;预制菜;证金持股;统一大市场;人造肉;深股通;融资融券
002296.SZ,002296,14,33,低空经济;卫星导航;智慧城市;人工智能;工业互联网;信创;大飞机;区块链;安防;高端装备;高铁;专精特新;储能;钒电池
603995.SH,603995,5,17,特钢概念;小金属概念;专精特新;沪股通;融资融券
000716.SZ,000716,16,33,粮食概念;农业种植;网红经济;跨境电商;乡村振兴;养老概念;PPP概念;国企改革;西部大开发;一带一路;储能;新能源汽车;锂电池概念;股权转让(并购重组);深股通;融资融券
920026.BJ,920026,14,151,融资融券;苹果概念;芯片概念;特斯拉概念;消费电子概念;比亚迪概念;机器视觉;机器人概念;富士康概念;新能源汽车;光伏概念;专精特新;MR(混合现实);AI眼镜
688287.SH,688287,10,22,智慧城市;商业航天;军民融合;人工智能;安防;军工;低空经济;无人机;专精特新;ST板块
920699.BJ,920699,5,151,融资融券;比亚迪概念;华为概念;家用电器;东数西算(算力)
300040.SZ,300040,17,33,光伏建筑一体化;智能电网;虚拟电厂;抽水蓄能;绿色电力;高压快充;充电桩;光伏概念;垃圾分类;碳中和;生物质能发电;风电;储能;黑龙江自贸区;高铁;数据中心;华为概念
