code,股票代码,所属概念,所属概念数量,market_code
002595,002595.SZ,海工装备;风电;工业母机;深股通;融资融券,5.0,33
301526,301526.SZ,PCB概念;华为手机;特高压;5G;消费电子概念;汽车电子;光伏概念;风电;一带一路;华为概念;工业互联网;绿色电力;西部大开发;国企改革;数字经济;深股通;融资融券,17.0,33
300065,300065.SZ,国产航母;军工信息化;商业航天;军工;云计算;数据要素;算力租赁;阿里巴巴概念;东数西算(算力);腾讯概念;人工智能;DeepSeek概念;海工装备;高端装备;京津冀一体化;数据中心;机器人概念;专精特新;传感器;风电;2025年报预增;深股通;融资融券;股权转让(并购重组),24.0,33
301228,301228.SZ,食品安全;土壤修复;融资融券,3.0,33
688292,688292.SH,华为昇腾;华为欧拉;华为鲲鹏;数据安全;多模态AI;网络安全;AI智能体;AIGC概念;数据要素;AI应用;同花顺新质50;车联网(车路协同);DeepSeek概念;人工智能;商业航天;低空经济;5G;无人驾驶;互联网金融;融资融券,20.0,17
301197,301197.SZ,新型城镇化;建筑节能;雄安新区;专精特新;智慧城市;回购增持再贷款概念;人工智能;华为概念;蚂蚁集团概念;数据要素;信创;华为鲲鹏;融资融券,13.0,33
002384,002384.SZ,共封装光学(CPO);同花顺果指数;PCB概念;苹果概念;5G;数据中心;高压快充;芯片概念;消费电子概念;小米概念;新能源汽车;深股通;人形机器人;MiniLED;特斯拉概念;华为概念;机器人概念;人民币贬值受益;长三角一体化;融资融券,20.0,33
603311,603311.SH,PM2.5;家用电器;人民币贬值受益;新能源汽车;专精特新;大飞机;回购增持再贷款概念,7.0,17
605081,605081.SH,污水处理;雄安新区;ST板块;东数西算(算力);乡村振兴;股权转让(并购重组),6.0,22
002491,002491.SZ,光纤概念;数据中心;储能;5G;长三角一体化;深股通;专精特新;独角兽概念;固态电池;网络安全;数字水印;数据安全;融资融券,13.0,33
001339,001339.SZ,AI PC;中国AI 50;英伟达概念;5G;东数西算(算力);算力租赁;消费电子概念;机器视觉;网络安全;智能座舱;安防;信创;车联网(车路协同);数据安全;物联网;专精特新;云办公;人脸识别;新型工业化;智慧城市;鸿蒙概念;机器人概念;ETC;工业互联网;人工智能;DeepSeek概念;人形机器人;粤港澳大湾区;在线教育;智能医疗;深股通,31.0,33
002028,002028.SZ,特高压;抽水蓄能;智能电网;超级电容;电力物联网;充电桩;储能;芯片概念;深股通;融资融券,10.0,33
002131,002131.SZ,小红书概念;快手概念;多模态AI;ChatGPT概念;AIGC概念;AI应用;虚拟数字人;AI智能体;抖音概念(字节概念);百度概念;腾讯概念;数据要素;区块链;DeepSeek概念;人工智能;文化传媒概念;数字经济;独角兽概念;华为概念;机器视觉;芯片概念;小米概念;核电;专精特新;液冷服务器;创投;水利;跨境电商;医疗器械概念;海工装备;新能源汽车;污水处理;一带一路;深股通;融资融券,35.0,33
002716,002716.SZ,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;2025年报预增;回购增持再贷款概念;国企改革;深股通;融资融券,11.0,33
688701,688701.SH,土壤修复;污水处理;固废处理;融资融券,4.0,17
000592,000592.SZ,福建自贸区;海峡两岸;旅游概念;乡村振兴;民营医院;化肥;合成生物;深股通;融资融券,9.0,33
688658,688658.SH,细胞免疫治疗;创新药;仿制药一致性评价;幽门螺杆菌概念;医药电商;智能医疗;人工智能;华为概念;融资融券;沪股通,10.0,17
688197,688197.SH,创新药;沪股通;融资融券,3.0,17
688488,688488.SH,创新药;专精特新;DeepSeek概念;沪股通;融资融券,5.0,17
001316,001316.SZ,大飞机;航空发动机;商业航天;低空经济;海峡两岸;AI眼镜;2025年报预增;消毒剂,8.0,33
300520,300520.SZ,MLOps概念;华为昇腾;华为鲲鹏;ChatGPT概念;信创;网络安全;AIGC概念;智慧政务;AI智能体;量子科技;数据要素;军工信息化;区块链;在线教育;东数西算(算力);数字乡村;商业航天;车联网(车路协同);DeepSeek概念;数字经济;智慧城市;人工智能;数字孪生;ETC;华为概念;5G;低空经济;智能医疗;军工;数据中心;无人驾驶;机器人概念;智能物流;AI应用;比亚迪概念;养老概念;水利;宁德时代概念;汽车热管理;新能源汽车;虚拟电厂;锂电池概念;储能;回购增持再贷款概念;深股通;融资融券,46.0,33
688636,688636.SH,军工信息化;卫星导航;商业航天;军工;华为昇腾;无人机;DeepSeek概念;专精特新;西部大开发;2025年报预增;沪股通;融资融券,12.0,17
688027,688027.SH,量子科技;商业航天;芯片概念;军工;专精特新;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,10.0,17
300516,300516.SZ,军工信息化;卫星导航;商业航天;军民融合;中船系;军工;量子科技;低空经济;无人机;无人驾驶;数字经济;海工装备;光纤概念;央企国企改革;传感器;芯片概念;专精特新;国企改革;深股通,19.0,33
301160,301160.SZ,人形机器人;机器人概念;新能源汽车;专精特新;风电;深股通;融资融券,7.0,33
000811,000811.SZ,可控核聚变;液冷服务器;超导概念;海工装备;核电;3D打印;数据中心;军工;储能;新能源汽车;海峡两岸;空气能热泵;中芯国际概念;燃料电池;氢能源;雅下水电概念;机器人概念;固态电池;水利;中俄贸易概念;碳中和;回购增持再贷款概念;智能物流;创投;人工智能;国企改革;天然气;融资融券;冷链物流;体育产业;冰雪产业;宠物经济;深股通,33.0,33
688221,688221.SH,创新药;医疗器械概念;沪股通;融资融券,4.0,17
300711,300711.SZ,军工信息化;多模态AI;AI智能体;华为鲲鹏;数据要素;6G概念;卫星导航;信创;AI应用;军民融合;人工智能;人脸识别;语音技术;军工;低空经济;5G;工业互联网;核电;高铁;水利;智能电网;粤港澳大湾区;抽水蓄能;储能;国企改革;深股通,26.0,33
001331,001331.SZ,天然气;股权转让(并购重组),2.0,33
300475,300475.SZ,存储芯片;芯片概念;2025年报预增;数据中心;人民币贬值受益;阿里巴巴概念;腾讯概念;抖音概念(字节概念);粤港澳大湾区;家用电器;深股通;融资融券,12.0,33
600301,600301.SH,金属锌;金属铅;金属铜;小金属概念;西部大开发;国企改革;DeepSeek概念;沪股通,8.0,17
603929,603929.SH,中芯国际概念;OLED;芯片概念;富士康概念;柔性屏(折叠屏);华为概念;海峡两岸;长三角一体化;沪股通,9.0,17
002270,002270.SZ,特高压;工业母机;绿色电力;高端装备;专精特新;机器人概念;深股通;融资融券,8.0,33
301500,301500.SZ,黄金概念;金属锌;金属铜;小金属概念;金属镍;金属回收;汽车拆解概念;广东自贸区;碳中和;固废处理;2025年报预增;DeepSeek概念;粤港澳大湾区;比亚迪概念;深股通;融资融券,16.0,33
301668,301668.SZ,智能电网;风电;注册制次新股;专精特新;深股通;新股与次新股;融资融券,7.0,33
603045,603045.SH,智能电网;数据中心;HJT电池;充电桩;储能;工业互联网;2025年报预增;TOPCON电池;5G;金属回收;高铁;BC电池;比亚迪概念;新能源汽车;汽车电子;智能家居;黄金概念;股权转让(并购重组);融资融券,19.0,17
300097,300097.SZ,ST板块;新型工业化;柔性屏(折叠屏);MiniLED;智能物流;新能源汽车;OLED;华为概念;MicroLED概念;股权转让(并购重组),10.0,33
688362,688362.SH,先进封装;MCU芯片;芯片概念;汽车电子;消费电子概念;传感器;专精特新;5G;数字货币;沪股通;融资融券,11.0,17
688110,688110.SH,汽车芯片;存储芯片;芯片概念;消费电子概念;智能穿戴;5G;安防;专精特新;车联网(车路协同);回购增持再贷款概念;沪股通;融资融券,12.0,17
300895,300895.SZ,算力租赁;数据安全;云计算;网络安全;抖音概念(字节概念);数据确权;阿里巴巴概念;国资云;东数西算(算力);量子科技;数据要素;电力物联网;DeepSeek概念;华为概念;数据中心;数字孪生;数字经济;物联网;核电;京津冀一体化;国企改革;深股通;融资融券,23.0,33
600435,600435.SH,国产航母;军工信息化;军民融合;卫星导航;军工;无人机;高端装备;央企国企改革;国企改革;2025年报预增;沪股通;融资融券;证金持股,13.0,17
301302,301302.SZ,军工信息化;成飞概念;军民融合;核污染防治;卫星导航;商业航天;空间计算;军工;数字孪生;AI智能体;无人机;京津冀一体化;文化传媒概念;数字经济;DeepSeek概念;核电;手机游戏;人工智能;MR(混合现实);元宇宙;网络游戏;腾讯概念;虚拟现实;机器人概念;AI应用;融资融券,26.0,33
300423,300423.SZ,可控核聚变;光热发电;智能电网;智慧灯杆;商业航天;风电;虚拟电厂;光伏概念;氢能源;燃料电池;水利;储能;安防;智慧城市;专精特新;智能家居;锂电池概念;冷链物流;数据中心;智慧政务;股权转让(并购重组),21.0,33
300666,300666.SZ,中芯国际概念;光刻机;存储芯片;OLED;第三代半导体;芯片概念;光伏概念;碳纤维;海峡两岸;共同富裕示范区;深股通;中韩自贸区;融资融券,13.0,33
300617,300617.SZ,特高压;智能电网;电力物联网;虚拟电厂;风电;光伏概念;核电;充电桩;储能;氟化工概念;宁德时代概念;数据中心;专精特新;腾讯概念;东数西算(算力);深股通,16.0,33
920640,920640.BJ,2025年报预增;军工;铜缆高速连接;西部大开发;量子科技;毫米波雷达;芯片概念;融资融券;无人机;央企国企改革;国企改革;商业航天;卫星导航;华为概念;军民融合;军工信息化;低空经济;专精特新;5G,19.0,151
300739,300739.SZ,PCB概念;共封装光学(CPO);MiniLED;6G概念;5G;芯片概念;无人机;新能源汽车;储能;机器人概念;2025年报预增;东数西算(算力);粤港澳大湾区;人民币贬值受益;深股通;融资融券,16.0,33
688196,688196.SH,可降解塑料;人民币贬值受益;海峡两岸;沪股通;融资融券,5.0,17
688047,688047.SH,国产操作系统;信创;鸿蒙概念;商业航天;百度概念;东数西算(算力);MCU芯片;汽车芯片;DeepSeek概念;芯片概念;机器人概念;沪股通;融资融券,13.0,17
603315,603315.SH,核电;抽水蓄能;特钢概念;超超临界发电;军工;东数西算(算力);宁德时代概念;专精特新;锂电池概念;算力租赁;中俄贸易概念;石墨电极;俄乌冲突概念,13.0,17
688359,688359.SH,PET铜箔;PCB概念;光伏概念;TOPCON电池;HJT电池;沪股通;融资融券,7.0,17
600236,600236.SH,风电;央企国企改革;绿色电力;沪股通;融资融券;西部大开发;国企改革,7.0,17
603090,603090.SH,液冷服务器;数据中心;2025年报预增;新能源汽车;数据要素;储能;人民币贬值受益;农机;锂电池概念;牙科医疗;风电;氢能源;碳中和;乡村振兴;煤化工概念,15.0,17
300629,300629.SZ,军工信息化;卫星导航;商业航天;军民融合;大飞机;军工;无人机;低空经济;碳纤维;国产操作系统;芯片概念;新能源汽车;深股通;融资融券,14.0,33
002413,002413.SZ,太赫兹;军工信息化;商业航天;卫星导航;军民融合;6G概念;大飞机;军工;无人机;低空经济;毫米波雷达;车联网(车路协同);5G;无人驾驶;东数西算(算力);人工智能;京津冀一体化;芯片概念;数据要素;华为概念;汽车电子;DeepSeek概念;比亚迪概念;养老概念;存储芯片;深股通;融资融券,27.0,33
300589,300589.SZ,军民融合;军工;海工装备;专精特新;粤港澳大湾区;无人驾驶;燃料电池;一带一路;绿色电力;深股通;融资融券,11.0,33
301286,301286.SZ,成飞概念;商业航天;军民融合;军工;芯片概念;华为概念;雅下水电概念;宁德时代概念;2025年报预增;西部大开发;医疗器械概念;深股通;融资融券,13.0,33
688685,688685.SH,航空发动机;军民融合;共封装光学(CPO);军工;商业航天;无人机;高端装备;传感器;东数西算(算力);专精特新;算力租赁;人工智能;独角兽概念;DeepSeek概念;智能医疗;沪股通;融资融券,17.0,17
002357,002357.SZ,网约车;旅游概念;低空经济;车联网(车路协同);参股银行;充电桩;卫星导航;宁德时代概念;西部大开发;天然气,10.0,33
688539,688539.SH,商业航天;军工;无人机;传感器;海工装备;高铁;机器人概念;芯片概念;专精特新;工业互联网;沪股通;融资融券,12.0,17
002319,002319.SZ,石墨烯;HJT电池;柔性屏(折叠屏);横琴新区;光伏概念;文化传媒概念,6.0,33
301105,301105.SZ,新能源汽车;粤港澳大湾区;中俄贸易概念;融资融券,4.0,33
605056,605056.SH,特高压;抽水蓄能;核电;风电;高端装备;储能;无人机;军工;机器人概念;低空经济;人工智能;职业教育;沪股通,13.0,17
301005,301005.SZ,航空发动机;商业航天;卫星导航;大飞机;军工;无人机;低空经济;飞行汽车(eVTOL);PEEK材料;换电概念;机器人概念;人形机器人;专精特新;华为汽车;汽车热管理;特斯拉概念;小米汽车;比亚迪概念;创投;新能源汽车;智能物流;小米概念;氢能源;家用电器;深股通;融资融券,26.0,33
300436,300436.SZ,创新药;基因测序;仿制药一致性评价;辅助生殖;肝炎概念;福建自贸区;医药电商;海峡两岸;融资融券;深股通,10.0,33
001225,001225.SZ,水泥概念;一带一路,2.0,33
300397,300397.SZ,太赫兹;军民融合;军工信息化;卫星导航;军工;无人机;时空大数据;海工装备;低空经济;量子科技;毫米波雷达;车联网(车路协同);智慧城市;5G;安防;智慧灯杆;东数西算(算力);数据中心;华为概念;无人驾驶;人工智能;芯片概念;机器人概念;传感器;算力租赁;西部大开发;先进封装;深股通;融资融券,29.0,33
688017,688017.SH,减速器;人形机器人;同花顺新质50;新型工业化;机器人概念;专精特新;中国AI 50;2025年报预增;沪股通;融资融券,10.0,17
688037,688037.SH,中芯国际概念;存储芯片;光刻胶;先进封装;芯片概念;华为海思概念股;专精特新;国企改革;沪股通;融资融券,10.0,17
002218,002218.SZ,钙钛矿电池;HJT电池;硅能源;POE胶膜;光伏建筑一体化;光伏概念;商业航天;华为概念;卫星导航;绿色电力;粤港澳大湾区;储能;充电桩;芯片概念;新能源汽车;深股通;融资融券,17.0,33
600638,600638.SH,租售同权;物业管理;互联网金融;信托概念;国企改革;期货概念,6.0,17
300102,300102.SZ,商业航天;卫星导航;MicroLED概念;军工;MiniLED;第三代半导体;人脸识别;光伏概念;福建自贸区;海峡两岸;芯片概念;消费电子概念;汽车电子;共封装光学(CPO);智能家居;家用电器;深股通,17.0,33
300828,300828.SZ,光伏概念;医疗器械概念;汽车热管理;储能;新能源汽车;充电桩;机器人概念;风电;数据中心;比亚迪概念;京津冀一体化;5G;一带一路;液冷服务器;国企改革;股权转让(并购重组),16.0,33
688365,688365.SH,小红书概念;拼多多概念;智谱AI;AIGC概念;AI应用;ChatGPT概念;云办公;ERP概念;AI智能体;抖音概念(字节概念);财税数字化;云计算;阿里巴巴概念;DeepSeek概念;人工智能;数字经济;跨境电商;沪股通;融资融券,19.0,17
300669,300669.SZ,专精特新;深股通,2.0,33
301081,301081.SZ,共同富裕示范区;污水处理;专精特新;回购增持再贷款概念;融资融券,5.0,33
002134,002134.SZ,新能源汽车;PCB概念;专精特新;大飞机;军工;京津冀一体化;天津自贸区;深股通,8.0,33
301398,301398.SZ,减速器;特斯拉概念;无人驾驶;新能源汽车;专精特新;一带一路;深股通;融资融券,8.0,33
603626,603626.SH,富士康概念;AI PC;新型烟草(电子烟);苹果概念;特斯拉概念;智能音箱;无线耳机;机器人概念;智能穿戴;华为概念;消费电子概念;柔性屏(折叠屏);虚拟现实;元宇宙;储能;固态电池;人民币贬值受益;海峡两岸;沪股通;融资融券,20.0,17
002652,002652.SZ,雄安新区;中芯国际概念,2.0,33
688167,688167.SH,光纤概念;共封装光学(CPO);光刻机;存储芯片;先进封装;OLED;MR(混合现实);芯片概念;MicroLED概念;消费电子概念;3D打印;智能座舱;机器视觉;无人驾驶;可控核聚变;虚拟现实;回购增持再贷款概念;西部大开发;医美概念;沪股通;融资融券,21.0,17
002278,002278.SZ,可燃冰;页岩气;俄乌冲突概念;天然气;海工装备;氢能源;商业航天;中俄贸易概念;一带一路;碳纤维;高端装备;无人机;人工智能;机器人概念;专精特新;2025年报预增,16.0,33
002126,002126.SZ,液冷服务器;汽车热管理;燃料电池;氢能源;人形机器人;充电桩;储能;数据中心;小米汽车;新能源汽车;比亚迪概念;小米概念;华为汽车;长安汽车概念;机器人概念;特斯拉概念;工业互联网;东数西算(算力);宁德时代概念;回购增持再贷款概念;低空经济;创投;深股通;融资融券,24.0,33
601958,601958.SH,小金属概念;西部大开发;国企改革;军工;OLED;沪股通;融资融券,7.0,17
301162,301162.SZ,人工智能;智能电网;虚拟电厂;碳交易;专精特新;风电;光伏概念;绿色电力;储能;深股通;融资融券,11.0,33
920062,920062.BJ,融资融券;智能电网;数据中心;参股银行;军工;光伏概念;储能;专精特新,8.0,151
301189,301189.SZ,宠物经济;人民币贬值受益;机器人概念;智能家居;专精特新;跨境电商;人脸识别;物联网;汽车电子;车联网(车路协同);人工智能;消费电子概念;星闪概念;腾讯概念;鸿蒙概念;智能音箱;无线耳机;英伟达概念;虚拟数字人;融资融券,20.0,33
300671,300671.SZ,MCU芯片;汽车芯片;MiniLED;存储芯片;先进封装;第三代半导体;WiFi 6;无线耳机;芯片概念;5G;毫米波雷达;新型烟草(电子烟);智能家居;专精特新;粤港澳大湾区;海峡两岸;深股通;融资融券,18.0,33
002927,002927.SZ,商业航天;核电;智能电网;高压快充;5G;数据中心;虚拟电厂;充电桩;PCB概念;光伏概念;储能;比亚迪概念;高铁;工业互联网;专精特新;腾讯概念;数字经济;西部大开发,18.0,33
300900,300900.SZ,航空发动机;商业航天;大飞机;卫星导航;成飞概念;军民融合;军工;碳纤维;低空经济;无人机;飞行汽车(eVTOL);海工装备;高端装备;黑龙江自贸区;专精特新;机器人概念;人形机器人;回购增持再贷款概念;深股通;融资融券,20.0,33
301056,301056.SZ,物联网;人脸识别;新型城镇化;一带一路;中俄贸易概念;融资融券,6.0,33
002871,002871.SZ,液冷服务器;军工;数据中心;军民融合;人民币贬值受益;一带一路;水利;地下管网;人工智能;俄乌冲突概念,10.0,33
688367,688367.SH,专精特新;无人驾驶;工业互联网;华为概念;DeepSeek概念;融资融券,6.0,17
603698,603698.SH,军民融合;军工;氢能源;碳中和;国企改革;煤化工概念;沪股通;融资融券,8.0,17
300837,300837.SZ,金属铅;动力电池回收;雅下水电概念;专精特新;固废处理;共同富裕示范区,6.0,33
688682,688682.SH,军工信息化;商业航天;卫星导航;军工;低空经济;毫米波雷达;5G;人工智能;融资融券,9.0,17
001288,001288.SZ,雅下水电概念;一带一路;华为概念;机器人概念;人民币贬值受益;西部大开发;中俄贸易概念;减速器;DeepSeek概念;人工智能;深股通,11.0,33
688270,688270.SH,商业航天;卫星导航;军工信息化;6G概念;军民融合;军工;无人机;芯片概念;2025年报预增;沪股通;融资融券,11.0,17
300071,300071.SZ,Sora概念(文生视频);小红书概念;AI语料;Web3.0;ChatGPT概念;AIGC概念;多模态AI;虚拟数字人;抖音概念(字节概念);元宇宙;数据要素;百度概念;文化传媒概念;腾讯概念;人工智能;DeepSeek概念;数字经济;华为概念;京津冀一体化;AI应用;比亚迪概念;深股通,22.0,33
002861,002861.SZ,无线耳机;AI眼镜;消费电子概念;富士康概念;苹果概念;智能穿戴;无线充电;智能音箱;小米概念;虚拟现实;星闪概念;人民币贬值受益;比亚迪概念;医疗器械概念;元宇宙;人工智能,16.0,33
688768,688768.SH,多模态AI;ChatGPT概念;AI智能体;数据要素;人工智能;DeepSeek概念;传感器;工业互联网;机器人概念;专精特新;高端装备;AI应用;2025三季报预增;风电;融资融券,15.0,17
688515,688515.SH,汽车芯片;芯片概念;铜缆高速连接;智能座舱;小米概念;人形机器人;无人驾驶;比亚迪概念;数据中心;机器人概念;车联网(车路协同);华为概念;工业互联网;信创;沪股通;融资融券,16.0,17
300775,300775.SZ,航空发动机;大飞机;商业航天;军民融合;军工;无人机;海工装备;高端装备;专精特新;西部大开发;融资融券;深股通,12.0,33
688291,688291.SH,3D打印;机器视觉;专精特新;工业互联网;融资融券,5.0,17
601089,601089.SH,创新药;辅助生殖;仿制药一致性评价;医疗器械概念;沪股通,5.0,17
688395,688395.SH,新型工业化;机器人概念;新能源汽车;专精特新;储能;融资融券,6.0,17
001215,001215.SZ,预制菜;海峡两岸;三胎概念;回购增持再贷款概念,4.0,33
688563,688563.SH,航空发动机;大飞机;军民融合;商业航天;军工;无人机;机器人概念;核电;央企国企改革;国企改革;沪股通;融资融券,12.0,17
301093,301093.SZ,人工智能;创投;医疗器械概念;创新药;深股通;融资融券,6.0,33
002575,002575.SZ,Sora概念(文生视频);算力租赁;腾讯概念;区块链;华为昇腾;DeepSeek概念;东数西算(算力);创投;物业管理;粤港澳大湾区;深股通;融资融券,12.0,33
688385,688385.SH,MCU芯片;汽车芯片;英伟达概念;东数西算(算力);芯片概念;人工智能;无线充电;存储芯片;融资融券;沪股通,10.0,17
300835,300835.SZ,稀土永磁;数据中心;消费电子概念;新能源汽车;专精特新;光伏概念;深股通,7.0,33
688073,688073.SH,人民币贬值受益;回购增持再贷款概念;沪股通;融资融券,4.0,17
688192,688192.SH,创新药;沪股通;融资融券,3.0,17
300909,300909.SZ,3D打印;MiniLED;华为概念;智能座舱;消费电子概念;小米概念;新能源汽车;智能家居;创投;专精特新;富士康概念;储能;深股通;融资融券,14.0,33
300812,300812.SZ,共封装光学(CPO);先进封装;柔性屏(折叠屏);MicroLED概念;OLED;MR(混合现实);消费电子概念;第三代半导体;MiniLED;芯片概念;商业航天;工业母机;专精特新;华为概念;医疗器械概念,15.0,33
300912,300912.SZ,碳中和;工业互联网;汽车热管理;传感器;机器人概念;中俄贸易概念;人形机器人;新能源汽车;比亚迪概念;股权转让(并购重组);融资融券,11.0,33
603138,603138.SH,华为鲲鹏;数据安全;信创;数据要素;人工智能;华为概念;横琴新区;数据中心;雄安新区;融资融券,10.0,17
688190,688190.SH,无线充电;专精特新;新能源汽车;央企国企改革;国企改革;沪股通;融资融券,7.0,17
603489,603489.SH,共享单车;专精特新;传感器;两轮车;无人机;锂电池概念;融资融券;沪股通,8.0,17
688689,688689.SH,先进封装;汽车芯片;第三代半导体;芯片概念;汽车电子;传感器;专精特新;比亚迪概念;新能源汽车;无人驾驶;融资融券,11.0,17
001230,001230.SZ,新型城镇化;污水处理;PPP概念;垃圾分类;固废处理;专精特新;新能源汽车;数据中心;机器人概念;物联网;无人驾驶;智慧城市;数字经济;人工智能;车联网(车路协同);DeepSeek概念,16.0,33
605069,605069.SH,水利;土壤修复;碳中和;新型城镇化;污水处理;数字孪生;智慧城市;雄安新区;人工智能;数字经济;京津冀一体化;PPP概念;智谱AI;元宇宙;AI智能体;乡村振兴;旅游概念;AIGC概念;IP经济(谷子经济);物业管理,20.0,17
301171,301171.SZ,快手概念;小红书概念;Sora概念(文生视频);智谱AI;拼多多概念;多模态AI;ChatGPT概念;华为盘古;AIGC概念;短剧游戏;AI智能体;虚拟数字人;抖音概念(字节概念);云计算;阿里巴巴概念;数据要素;AI应用;百度概念;腾讯概念;移动支付;文化传媒概念;人工智能;DeepSeek概念;跨境支付(CIPS);独角兽概念;华为概念;小米概念;跨境电商;创投;人民币贬值受益;西部大开发;深股通;融资融券,33.0,33
301079,301079.SZ,商业航天;军工;核电;海工装备;抽水蓄能;专精特新;水利;机器人概念;风电;比亚迪概念;一带一路;锂电池概念;股权转让(并购重组);融资融券,14.0,33
002448,002448.SZ,工业母机;农机;燃料电池;新能源汽车;氢能源;汽车电子;比亚迪概念;MCU芯片;2025年报预增;绿色电力;人形机器人;5G;机器人概念;长安汽车概念;无人机;无人驾驶;华为概念;乡村振兴;车联网(车路协同);互联网金融;深股通,21.0,33
688552,688552.SH,军民融合;军工信息化;军工;低空经济;央企国企改革;专精特新;国企改革;沪股通;融资融券,9.0,17
300774,300774.SZ,金属铅;金属锌;金属铜;小金属概念;盐湖提锂;净水概念;DeepSeek概念;污水处理;专精特新;京津冀一体化;PPP概念;水利;融资融券,13.0,33
688195,688195.SH,共封装光学(CPO);光纤概念;光刻机;数据中心;芯片概念;AI眼镜;量子科技;商业航天;卫星导航;专精特新;海峡两岸;华为概念;福建自贸区;无人驾驶;独角兽概念;医疗器械概念;沪股通;股权转让(并购重组);融资融券,19.0,17
600392,600392.SH,稀土永磁;小金属概念;2025三季报预增;苹果概念;2025年报预增;西部大开发;国企改革;参股保险;沪股通;融资融券,10.0,17
920299,920299.BJ,商业航天;阿里巴巴概念;融资融券;特高压;智能电网;数据中心,6.0,151
688759,688759.SH,科创次新股;细胞免疫治疗;减肥药;创新药;注册制次新股;新股与次新股;融资融券,7.0,17
002318,002318.SZ,特钢概念;可控核聚变;核电;海工装备;超超临界发电;回购增持再贷款概念;同花顺出海50;融资融券;深股通,9.0,33
002778,002778.SZ,污水处理;土壤修复;净水概念;储能;国企改革;天然气;股权转让(并购重组),7.0,33
688809,688809.SH,科创次新股;存储芯片;芯片概念;注册制次新股;华为概念;2025年报预增;长三角一体化;新股与次新股;融资融券,9.0,17
603124,603124.SH,PET铜箔;PCB概念;液冷服务器;工业母机;专精特新;注册制次新股;新股与次新股;融资融券,8.0,17
688102,688102.SH,商业航天;航空发动机;可控核聚变;核电;3D打印;特高压;芯片概念;独角兽概念;DeepSeek概念;充电桩;共封装光学(CPO);新能源汽车;西部大开发;医疗器械概念;沪股通;融资融券,16.0,17
688335,688335.SH,专精特新;碳交易;绿色电力;污水处理;氢能源;融资融券,6.0,17
002009,002009.SZ,人形机器人;新型工业化;华为汽车;特斯拉概念;长安汽车概念;富士康概念;新能源汽车;比亚迪概念;机器人概念;无人零售;工业互联网;光伏概念;腾讯概念;智能物流;车联网(车路协同);储能;无人驾驶;汽车拆解概念;垃圾分类;风电;锂电池概念;动力电池回收;固废处理;脑机接口;金属回收;金属镍;金属钴;小金属概念;深股通;融资融券,30.0,33
300170,300170.SZ,智谱AI;多模态AI;AIGC概念;华为昇腾;财税数字化;ERP概念;AI智能体;云计算;虚拟数字人;抖音概念(字节概念);数据安全;阿里巴巴概念;信创;百度概念;中国AI 50;腾讯概念;网络安全;数据要素;鸿蒙概念;区块链;DeepSeek概念;人工智能;智能医疗;数字经济;车联网(车路协同);华为概念;互联网金融;AI应用;数据中心;低空经济;工业互联网;小米概念;C2M概念;跨境电商;智能物流;海峡两岸;长三角一体化;深股通;融资融券,39.0,33
000679,000679.SZ,跨境电商,1.0,33
002918,002918.SZ,数据中心;创投;智能家居;深股通,4.0,33
605055,605055.SH,减速器;机器人概念;共同富裕示范区;长三角一体化,4.0,17
002943,002943.SZ,HJT电池;TOPCON电池;第三代半导体;光伏概念;芯片概念;工业母机;AI眼镜;智能穿戴;比亚迪概念;稀土永磁;深股通;融资融券,12.0,33
688622,688622.SH,量子科技;PM2.5;专精特新;食品安全;粤港澳大湾区;医疗器械概念;碳中和;沪股通;融资融券,9.0,17
000638,000638.SZ,生物疫苗;重组蛋白;民营医院;肝炎概念;ST板块;军民融合;京津冀一体化;玉米;粮食概念,9.0,33
688372,688372.SH,先进封装;存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;2025年报预增;沪股通;融资融券,9.0,17
301529,301529.SZ,传感器;新能源汽车;比亚迪概念;汽车电子;5G;中俄贸易概念;回购增持再贷款概念;深股通;融资融券,9.0,33
603171,603171.SH,AIGC概念;ChatGPT概念;财税数字化;AI应用;AI智能体;华为鲲鹏;云计算;阿里巴巴概念;智慧政务;鸿蒙概念;数据要素;信创;蚂蚁集团概念;中国AI 50;DeepSeek概念;人工智能;数字经济;智慧城市;融资融券;沪股通,20.0,17
688135,688135.SH,存储芯片;汽车芯片;先进封装;芯片概念;传感器;5G;比亚迪概念;专精特新;东数西算(算力);无人驾驶;卫星导航;阿里巴巴概念;沪股通;融资融券,14.0,17
688627,688627.SH,存储芯片;OLED;芯片概念;MicroLED概念;专精特新;机器人概念;粤港澳大湾区;东数西算(算力);沪股通;融资融券,10.0,17
300936,300936.SZ,PCB概念;卫星导航;毫米波雷达;5G;芯片概念;专精特新;储能;消费电子概念;华为概念;无人驾驶;融资融券,11.0,33
688586,688586.SH,军民融合;商业航天;大飞机;军工;无人机;高端装备;央企国企改革;专精特新;国企改革;沪股通;融资融券,11.0,17
600331,600331.SH,磷化工;金属锌;化肥;金属铜;小金属概念;西部大开发;国企改革;信托概念;融资融券;沪股通,10.0,17
