code,股票代码,所属概念,所属概念数量,market_code
920471,920471.BJ,融资融券;环氧丙烷;合成生物;基因测序;可降解塑料;京津冀一体化;NMN概念,7.0,151
002162,002162.SZ,牙科医疗;养老概念;智能医疗;职业教育;人工智能;海峡两岸;民营医院;三胎概念;创投;机器人概念;辅助生殖;参股保险;物业管理;租售同权,14.0,33
600690,600690.SH,超级品牌;证金持股;同花顺漂亮100;净水概念;空气能热泵;家用电器;智能家居;沪股通;融资融券;同花顺出海50;物联网;阿里巴巴概念;工业互联网;机器人概念;华为概念;无线充电,16.0,17
002899,002899.SZ,体育产业;足球概念;华为概念;鸿蒙概念;冰雪产业;养老概念;跨境电商;人民币贬值受益;AI眼镜,9.0,33
688567,688567.SH,钠离子电池;固态电池;动力电池回收;锂电池概念;两轮车;人形机器人;飞行汽车(eVTOL);新能源汽车;机器人概念;储能;高压快充;人民币贬值受益;低空经济;无人机;数据中心;国企改革;沪股通;融资融券,18.0,17
600023,600023.SH,超超临界发电;绿色电力;虚拟电厂;国企改革;核电;可控核聚变;沪股通;融资融券,8.0,17
002466,002466.SZ,盐湖提锂;动力电池回收;固态电池;锂电池概念;特斯拉概念;化肥;新能源汽车;西部大开发;同花顺漂亮100;深股通;融资融券;证金持股,12.0,33
601963,601963.SH,乡村振兴;西部大开发;沪股通,3.0,17
000596,000596.SZ,白酒概念;国企改革;深股通;融资融券,4.0,33
000090,000090.SZ,租售同权;物业管理;深圳国企改革;新型城镇化;国企改革;粤港澳大湾区;数字孪生;人工智能;机器人概念;深股通;融资融券,11.0,33
603733,603733.SH,固废处理;超级电容;回购增持再贷款概念;绿色电力;参股券商;烟草;碳交易;医疗器械概念;融资融券;沪股通,10.0,17
600901,600901.SH,国企改革;融资融券;沪股通,3.0,17
920121,920121.BJ,新股与次新股;融资融券,2.0,151
603255,603255.SH,POE胶膜;TOPCON电池,2.0,17
600535,600535.SH,仿制药一致性评价;医药电商;创新药;肝炎概念;生物疫苗;工业大麻;国企改革;智能医疗;央企国企改革;沪股通;融资融券;股权转让(并购重组),12.0,17
301325,301325.SZ,钙钛矿电池;光伏概念;固态电池;OLED;宁德时代概念;芯片概念;先进封装;比亚迪概念;锂电池概念;专精特新;储能;消费电子概念;传感器;燃料电池;机器人概念;氢能源;粤港澳大湾区;物联网;深股通;融资融券,20.0,33
600423,600423.SH,消毒剂;煤化工概念;国企改革;西部大开发;芯片概念,5.0,17
600717,600717.SH,航运概念;统一大市场;证金持股;天津自贸区;自由贸易港;国企改革;雄安新区;旅游概念;京津冀一体化;沪股通;融资融券,11.0,17
002055,002055.SZ,粤港澳大湾区;数据中心;高压快充;EDR概念;比亚迪概念;5G;小米概念;特斯拉概念;新能源汽车;汽车电子;消费电子概念;华为概念;宁德时代概念;ST板块;无人驾驶;无线充电;铜缆高速连接;车联网(车路协同);MiniLED;数据要素;OLED;存储芯片,22.0,33
600568,600568.SH,ST板块;民营医院;PPP概念;眼科医疗;医疗器械概念;粤港澳大湾区;医药电商;细胞免疫治疗,8.0,22
601368,601368.SH,污水处理;新型城镇化;国企改革;西部大开发,4.0,17
301012,301012.SZ,数据中心;储能;光伏概念;专精特新;股权转让(并购重组);融资融券,6.0,33
600084,600084.SH,白酒概念;农业种植;乡村振兴;化债概念(AMC概念);新疆振兴;西部大开发;国企改革;中字头股票;沪股通,9.0,17
300505,300505.SZ,磷化工;化肥;固废处理;2025三季报预增;2025年报预增;西部大开发;一带一路;人民币贬值受益;宠物经济;深股通;融资融券,11.0,33
600078,600078.SH,磷化工;绿色电力,2.0,17
002730,002730.SZ,军工;3D打印;物联网;工业互联网;机器人概念;东数西算(算力);数据中心;卫星导航;华为概念;新能源汽车;电力物联网;人工智能;算力租赁;鸿蒙概念;深股通,15.0,33
601699,601699.SH,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,5.0,17
603823,603823.SH,PEEK材料;钠离子电池;光刻胶;沪股通,4.0,17
688116,688116.SH,固态电池;比亚迪概念;宁德时代概念;钠离子电池;锂电池概念;机器人概念;专精特新;高压快充;储能;石墨烯;沪股通;融资融券,12.0,17
600941,600941.SH,同花顺中特估100;超级品牌;国企改革;移动支付;数字经济;国资云;DeepSeek概念;数据要素;AI应用;卫星导航;虚拟数字人;AI智能体;人工智能;云计算;ChatGPT概念;元宇宙;量子科技;多模态AI;6G概念;东数西算(算力);5G;中国AI 50;低空经济;中字头股票;融资融券;沪股通,26.0,17
000938,000938.SZ,东数西算(算力);中国AI 50;国产操作系统;物联网;网络安全;WiFi 6;5G;车联网(车路协同);数据中心;英伟达概念;算力租赁;阿里巴巴概念;数据安全;云计算;机器人概念;抖音概念(字节概念);人工智能;智慧政务;智慧城市;数字孪生;DeepSeek概念;芯片概念;AI智能体;液冷服务器;数据要素;国资云;数字乡村;AIGC概念;6G概念;储能;共封装光学(CPO);AI应用;深股通;融资融券,34.0,33
603032,603032.SH,固态电池;锂电池概念;比亚迪概念;减速器;机器人概念;2025三季报预增;西部大开发;新疆振兴;融资融券,9.0,17
002203,002203.SZ,金属铜;小金属概念;金属镍;钒电池;锂电池概念;回购增持再贷款概念;固态电池;华为概念;液冷服务器;绿色电力;特斯拉概念;参股银行;PET铜箔;深股通;融资融券,15.0,33
603020,603020.SH,烟草,1.0,17
603316,603316.SH,房屋检测;新型城镇化;水利;特色小镇;PPP概念;数据中心;污水处理;存储芯片;共同富裕示范区;碳中和;地下管网;芯片概念,12.0,17
300021,300021.SZ,粮食概念;生态农业;农业种植;土地流转;新疆振兴;乡村振兴;地下管网;PPP概念;新型城镇化;土壤修复;光伏建筑一体化;污水处理;西部大开发;水利;一带一路;京津冀一体化;雅下水电概念;数字乡村;数字孪生;智慧城市;数字经济;DeepSeek概念;物联网;机器人概念;人工智能;华为概念;鸿蒙概念;云计算;数据安全;AI应用,30.0,33
300498,300498.SZ,猪肉;养鸡;预制菜;乡村振兴;禽流感;基因测序;回购增持再贷款概念;深股通;融资融券,9.0,33
601012,601012.SH,钙钛矿电池;TOPCON电池;BC电池;HJT电池;硅能源;光伏概念;光伏建筑一体化;储能;氢能源;同花顺漂亮100;特斯拉概念;华为概念;西部大开发;百度概念;绿色电力;证金持股;沪股通;融资融券,18.0,17
600660,600660.SH,证金持股;同花顺出海50;同花顺漂亮100;沪股通;融资融券;特斯拉概念;小米汽车;光伏概念;福建自贸区,9.0,17
601186,601186.SH,中字头股票;证金持股;同花顺中特估100;PPP概念;装配式建筑;特色小镇;国企改革;央企国企改革;水利;一带一路;沪股通;融资融券;高铁;金属铜;高端装备;机器人概念;商业航天,17.0,17
300187,300187.SZ,医疗废物处理;生物质能发电;土壤修复;PPP概念;污水处理;新型城镇化;PM2.5;碳中和;固废处理;雄安新区;充电桩;智能电网;风电;光伏建筑一体化;储能;比亚迪概念;AI智能体;金属回收;小金属概念,19.0,33
000862,000862.SZ,智能电网;风电;绿色电力;碳中和;央企国企改革;西部大开发;国企改革;深股通,8.0,33
300105,300105.SZ,风电;超超临界发电;光伏概念;储能;碳中和;雄安新区;固废处理;PM2.5;国企改革;央企国企改革;华为概念;2025三季报预增;DeepSeek概念,13.0,33
920346,920346.BJ,飞行汽车(eVTOL);长安汽车概念;长三角一体化;车联网(车路协同);机器人概念;融资融券;智能物流;智能家居;无人驾驶;新能源汽车;数据中心;小米汽车;家用电器;华为汽车;净水概念;充电桩;储能;低空经济;人民币贬值受益;人形机器人;PCB概念,21.0,151
920047,920047.BJ,重组蛋白;融资融券;眼科医疗;创新药,4.0,151
002590,002590.SZ,华为汽车;小米汽车;长安汽车概念;无人驾驶;两轮车;飞行汽车(eVTOL);比亚迪概念;人形机器人;车联网(车路协同);毫米波雷达;汽车电子;小米概念;机器人概念;新能源汽车;无线充电;低空经济;工业互联网;军工;独角兽概念;百度概念;回购增持再贷款概念;绿色电力;融资融券;深股通,24.0,33
601818,601818.SH,高股息精选;证金持股;国企改革;沪股通;融资融券,5.0,17
601939,601939.SH,同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,5.0,17
300749,300749.SZ,商业航天;海工装备;人工智能;回购增持再贷款概念;家用电器;智能家居,6.0,33
600606,600606.SH,物业管理;特色小镇;旅游概念;养老概念;参股银行;新型城镇化;PPP概念;互联网金融;蚂蚁集团概念;碳交易;独角兽概念;煤炭概念;一带一路;智慧城市;元宇宙;沪股通;融资融券,17.0,17
601800,601800.SH,中字头股票;证金持股;同花顺中特估100;参股券商;雄安新区;国企改革;水利;雅下水电概念;一带一路;央企国企改革;风电;高铁;沪股通;融资融券;核电;AI智能体;商业航天,17.0,17
300405,300405.SZ,建筑节能;装配式建筑;石墨烯;水利;锂电池概念;氢能源;专精特新;海工装备;芯片概念;稀土永磁,10.0,33
002623,002623.SZ,钙钛矿电池;POE胶膜;光伏建筑一体化;光伏概念;建筑节能;绿色电力;一带一路;特斯拉概念;融资融券,9.0,33
002957,002957.SZ,共封装光学(CPO);固态电池;新型烟草(电子烟);液冷服务器;宁德时代概念;苹果概念;锂电池概念;2025年报预增;比亚迪概念;无线耳机;芯片概念;AI眼镜;消费电子概念;机器视觉;新型工业化;人形机器人;智能穿戴;粤港澳大湾区;机器人概念;智能物流;华为概念;工业互联网;虚拟现实;无人机;物联网;低空经济;融资融券;深股通,28.0,33
688511,688511.SH,军工信息化;军民融合;商业航天;军工;专精特新;锂电池概念;人工智能;ST板块;西部大开发,9.0,22
600724,600724.SH,物业管理;水泥概念;共同富裕示范区;国企改革;沪股通,5.0,17
002468,002468.SZ,统一大市场;乡村振兴;长三角一体化;数字经济;回购增持再贷款概念;智能物流;阿里巴巴概念;人工智能;深股通;融资融券,10.0,33
920634,920634.BJ,风电;海工装备;金属锌;储能;融资融券;专精特新,6.0,151
002099,002099.SZ,染料;人民币贬值受益;减肥药;仿制药一致性评价;创新药;生物疫苗;肝炎概念;深股通;融资融券,9.0,33
301330,301330.SZ,脑机接口;多模态AI;AIGC概念;鸿蒙概念;信创;数据安全;空间计算;AI智能体;电子身份证;人脸识别;车联网(车路协同);人工智能;智能医疗;DeepSeek概念;安防;无人零售;数字经济;机器视觉;华为概念;物联网;机器人概念;养老概念;芯片概念;辅助生殖;粤港澳大湾区;人民币贬值受益;跨境电商;充电桩;深股通;融资融券,30.0,33
601112,601112.SH,风电;光伏概念;碳纤维;比亚迪概念;新能源汽车;注册制次新股;新股与次新股;融资融券,8.0,17
300511,300511.SZ,NMN概念;人造肉;农业种植;乡村振兴;一带一路;细胞免疫治疗;股权转让(并购重组),7.0,33
301309,301309.SZ,共同富裕示范区;智能家居;人民币贬值受益;专精特新;3D打印;融资融券,6.0,33
301516,301516.SZ,换电概念;充电桩;高压快充;储能;粤港澳大湾区;新型工业化;光伏概念;新能源汽车;两轮车;燃料电池;比亚迪概念;低空经济;氢能源;核电;5G;国企改革;深股通;中字头股票;融资融券,19.0,33
000009,000009.SZ,动力电池回收;锂电池概念;金属回收;石墨电极;钠离子电池;固态电池;宁德时代概念;硅能源;金属镍;石墨烯;比亚迪概念;无线充电;金属钴;储能;燃料电池;新能源汽车;小金属概念;粤港澳大湾区;机器人概念;农机;3D打印;高压快充;一带一路;人形机器人;氢能源;充电桩;创投;减速器;军工;黄金概念;物业管理;液冷服务器;土地流转;深股通;融资融券,35.0,33
301029,301029.SZ,人形机器人;工业母机;新型工业化;减速器;传感器;机器视觉;PEEK材料;芯片概念;机器人概念;3D打印;华为概念;PCB概念;高端装备;共封装光学(CPO);光伏概念;粤港澳大湾区;智能电网;锂电池概念;跨境电商;深股通;融资融券,21.0,33
002925,002925.SZ,脑机接口;元宇宙;智能座舱;2025年报预增;虚拟现实;AI智能体;智能医疗;智能穿戴;华为概念;数字孪生;物联网;新型工业化;新型烟草(电子烟);汽车电子;机器人概念;比亚迪概念;消费电子概念;福建自贸区;工业互联网;海峡两岸;医疗器械概念;光伏概念;长安汽车概念;智能家居;人民币贬值受益;回购增持再贷款概念;融资融券;深股通,28.0,33
002947,002947.SZ,无线耳机;苹果概念;比亚迪概念;柔性屏(折叠屏);AI PC;智能穿戴;消费电子概念;新能源汽车;虚拟现实;5G;数据中心;人民币贬值受益;储能;东数西算(算力);深股通;融资融券,16.0,33
688655,688655.SH,共封装光学(CPO);绿色电力;医疗器械概念;5G;粤港澳大湾区;专精特新;PCB概念;汽车电子;新能源汽车;机器人概念;智能座舱;股权转让(并购重组);融资融券,13.0,17
002027,002027.SZ,文化传媒概念;体育产业;DeepSeek概念;阿里巴巴概念;同花顺漂亮100;深股通;融资融券;同花顺出海50,8.0,33
920553,920553.BJ,高端装备;融资融券;烟草;工业母机,4.0,151
000819,000819.SZ,POE胶膜;消毒剂;央企国企改革;国企改革;深股通;融资融券,6.0,33
000533,000533.SZ,抽水蓄能;智能电网;超超临界发电;风电;核电;可控核聚变;充电桩;光伏概念;储能;海工装备;水利;数据中心;比亚迪概念;东数西算(算力);粤港澳大湾区;阿里巴巴概念;数字经济;百度概念;中芯国际概念;深股通;融资融券,21.0,33
920122,920122.BJ,跨境电商;融资融券;央企国企改革;国企改革;京津冀一体化;中字头股票;三胎概念,7.0,151
300088,300088.SZ,MicroLED概念;电子纸;柔性屏(折叠屏);OLED;智能穿戴;消费电子概念;虚拟现实;AI手机;车联网(车路协同);华为概念;小米概念;智能座舱;汽车电子;比亚迪概念;特斯拉概念;石墨烯;苹果概念;新能源汽车;东数西算(算力);元宇宙;华为汽车;储能;锂电池概念;固态电池;算力租赁;一带一路;国企改革;深股通;融资融券,29.0,33
600567,600567.SH,污水处理;参股银行;生物质能发电;固废处理;碳中和;碳交易;回购增持再贷款概念;一带一路;创投;智能物流;数字经济;工业互联网;储能;比亚迪概念;无人驾驶;小米概念;沪股通;融资融券,18.0,17
300092,300092.SZ,核污染防治;核电;高端装备;光伏概念;商业航天;军工;氢能源;硅能源;超超临界发电;水利;中俄贸易概念;一带一路;可降解塑料;西部大开发;天然气,15.0,33
002938,002938.SZ,共封装光学(CPO);PCB概念;同花顺果指数;MiniLED;富士康概念;AI PC;苹果概念;汽车电子;消费电子概念;AI手机;AI眼镜;智能穿戴;无线耳机;智能座舱;无人驾驶;新能源汽车;人形机器人;虚拟现实;华为概念;海峡两岸;商业航天;人民币贬值受益;融资融券;深股通,24.0,33
002243,002243.SZ,脑机接口;建筑节能;智慧城市;创投;东数西算(算力);数字经济;深圳国企改革;锂电池概念;数据中心;物业管理;毫米波雷达;芯片概念;国企改革;可降解塑料;冷链物流;深股通;融资融券,17.0,33
920101,920101.BJ,光伏概念;专精特新;高铁;水利;中俄贸易概念;新股与次新股;融资融券,7.0,151
300767,300767.SZ,核电;装配式建筑;雄安新区;西部大开发;深股通;股权转让(并购重组);融资融券,7.0,33
001213,001213.SZ,统一大市场;冷链物流;国企改革;乡村振兴;一带一路;智能物流;中字头股票;深股通,8.0,33
300355,300355.SZ,土壤修复;PPP概念;新型城镇化;生态农业;碳中和;化债概念(AMC概念);碳交易;一带一路;西部大开发;足球概念;深股通;融资融券,12.0,33
300199,300199.SZ,细胞免疫治疗;CRO概念;减肥药;猴痘概念;辅助生殖;创新药;肝炎概念;智能医疗;幽门螺杆菌概念;医疗器械概念;仿制药一致性评价;合成生物;流感;工业大麻;人工智能;三胎概念;区块链;粤港澳大湾区;华为概念;创投;人民币贬值受益;深股通;融资融券,23.0,33
002034,002034.SZ,生物质能发电;PPP概念;固废处理;绿色电力;垃圾分类;回购增持再贷款概念;动力电池回收;融资融券;深股通,9.0,33
603558,603558.SH,足球概念;冰雪产业;体育产业;人民币贬值受益,4.0,17
002312,002312.SZ,磷化工;化肥;小金属概念;锂电池概念;农村电商;西部大开发;国企改革;乡村振兴;数字乡村;融资融券;深股通,11.0,33
601857,601857.SH,俄乌冲突概念;页岩气;天然气;中字头股票;同花顺中特估100;沪股通;融资融券;证金持股;央企国企改革;参股保险;碳交易;国企改革;一带一路,13.0,17
000550,000550.SZ,国企改革;央企国企改革;长安汽车概念;燃料电池;智能物流;华为汽车;新能源汽车;车联网(车路协同);无人驾驶;汽车电子;百度概念;深股通;融资融券,13.0,33
600478,600478.SH,动力电池回收;锂电池概念;固态电池;小金属概念;储能;燃料电池;新能源汽车;氢能源;数据中心;航空发动机;军工;2025年报预增;共享单车;两轮车;商业航天;军民融合;区块链;融资融券;沪股通,19.0,17
920260,920260.BJ,中俄贸易概念;页岩气;西部大开发;融资融券;天然气;专精特新,6.0,151
000155,000155.SZ,盐湖提锂;小金属概念;磷化工;锂电池概念;风电;储能;绿色电力;固废处理;回购增持再贷款概念;西部大开发;国企改革;深股通;融资融券,13.0,33
920662,920662.BJ,风电;燃料电池;融资融券;液冷服务器;海工装备;新能源汽车;数据中心;氢能源;军民融合;充电桩;储能;专精特新,12.0,151
603596,603596.SH,华为汽车;特斯拉概念;长安汽车概念;人形机器人;无人驾驶;比亚迪概念;新能源汽车;飞行汽车(eVTOL);机器人概念;专精特新;低空经济;创投;融资融券;沪股通,14.0,17
000498,000498.SZ,同花顺中特估100;装配式建筑;国企改革;PPP概念;绿色电力;一带一路;水利;高铁;智慧城市;深股通;腾讯概念;融资融券,12.0,33
002206,002206.SZ,回购增持再贷款概念;人民币贬值受益;长三角一体化;一带一路;创投;光伏概念;工业互联网;中俄贸易概念;PEEK材料;新能源汽车;海工装备;俄乌冲突概念;深股通;融资融券,14.0,33
000541,000541.SZ,智慧灯杆;智能家居;参股银行;跨境电商;长安汽车概念;华为汽车;国企改革;医疗器械概念;养老概念;新能源汽车;回购增持再贷款概念;海工装备;小米汽车;小米概念;华为概念;医美概念;DeepSeek概念;第三代半导体;军民融合;芯片概念;证金持股;AI智能体;深股通;融资融券,24.0,33
000554,000554.SZ,俄乌冲突概念;天然气;央企国企改革;融资融券;国企改革;氢能源;2025三季报预增;充电桩,8.0,33
301011,301011.SZ,IP经济(谷子经济);电子竞技;元宇宙;虚拟现实;粤港澳大湾区;海峡两岸;融资融券,7.0,33
600133,600133.SH,工业互联网;智慧城市;人工智能;DeepSeek概念;数字经济;创投;污水处理;固废处理;PPP概念;雄安新区;碳交易;国企改革;沪股通;融资融券,14.0,17
002753,002753.SZ,煤化工概念;石墨电极;锂电池概念,3.0,33
002846,002846.SZ,固态电池;锂电池概念;宠物经济;PET铜箔;中俄贸易概念;新能源汽车;专精特新;2025三季报预增;深股通,9.0,33
300897,300897.SZ,净水概念;污水处理;专精特新;水利;地下管网;传感器;工业互联网;物联网;智慧城市;华为概念;DeepSeek概念;数据要素;股权转让(并购重组);融资融券,14.0,33
600105,600105.SH,光纤概念;共封装光学(CPO);可控核聚变;超导概念;商业航天;5G;军工;海工装备;3D打印;芯片概念;核电;东数西算(算力);数据中心;低空经济;网络安全;华为概念;数据安全;工业互联网;比亚迪概念;专精特新;2025年报预增;新能源汽车;风电;华为汽车;一带一路;长三角一体化;沪股通;参股银行;融资融券,29.0,17
601398,601398.SH,同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,5.0,17
300995,300995.SZ,人形机器人;碳纤维;小米汽车;比亚迪概念;小米概念;新能源汽车;粤港澳大湾区;创投;一带一路;2025年报预增;三胎概念;融资融券,12.0,33
000877,000877.SZ,水泥概念;新疆振兴;国企改革;央企国企改革;西部大开发;一带一路;绿色电力;深股通;融资融券,9.0,33
000089,000089.SZ,证金持股;深圳国企改革;跨境电商;国企改革;粤港澳大湾区;华为概念;深股通;融资融券,8.0,33
002616,002616.SZ,生物质能发电;固废处理;绿色电力;农业种植;粤港澳大湾区;2025三季报预增,6.0,33
002041,002041.SZ,转基因;玉米;粮食概念;农业种植;生态农业;俄乌冲突概念;乡村振兴;2025年报预增;深股通;融资融券,10.0,33
601228,601228.SH,航运概念;冷链物流;自由贸易港;国企改革;广东自贸区;养老概念;数据要素;粤港澳大湾区;网络安全;沪股通;融资融券,11.0,17
300033,300033.SZ,AI语料;多模态AI;AIGC概念;ChatGPT概念;鸿蒙概念;AI智能体;数据要素;互联网金融;人工智能;AI应用;智能医疗;证金持股;2025年报预增;融资融券;深股通,15.0,33
600208,600208.SH,参股保险;参股银行;参股券商;国企改革;创投;乡村振兴;互联网金融;共同富裕示范区;长三角一体化;区块链;独角兽概念;黄金概念;元宇宙;数据确权;Web3.0;期货概念;NFT概念;知识产权保护;煤炭概念;芯片概念;沪股通;融资融券,22.0,17
301239,301239.SZ,民营医院;眼科医疗;智能医疗;西部大开发;深股通;融资融券,6.0,33
000913,000913.SZ,共同富裕示范区;冰雪产业;两轮车;创投;中俄贸易概念;新能源汽车;高股息精选;锂电池概念;融资融券;深股通,10.0,33
600884,600884.SH,氟化工概念;钠离子电池;动力电池回收;固态电池;石墨电极;石墨烯;宁德时代概念;锂电池概念;光伏概念;小金属概念;超级电容;金属镍;OLED;苹果概念;比亚迪概念;储能;新能源汽车;MiniLED;共同富裕示范区;参股银行;消费电子概念;创投;虚拟现实;沪股通;融资融券,25.0,17
688103,688103.SH,军工;可控核聚变;商业航天;大飞机;芯片概念;低空经济;飞行汽车(eVTOL);华为概念;新能源汽车;高压快充;2025年报预增;特高压;宁德时代概念;柔性直流输电;回购增持再贷款概念;培育钻石;沪股通;融资融券,18.0,17
603391,603391.SH,专精特新;工业互联网;融资融券,3.0,17
002734,002734.SZ,消毒剂;合成生物;乡村振兴;2025年报预增;2025三季报预增;碳中和;锂电池概念;创投;工业互联网;人工智能;固态电池;深股通;融资融券,13.0,33
002511,002511.SZ,三胎概念;IP经济(谷子经济);2025年报预增;深股通;融资融券,5.0,33
688425,688425.SH,雅下水电概念;抽水蓄能;央企国企改革;农机;水利;一带一路;高铁;海工装备;高端装备;地下管网;国企改革;高压氧舱;机器人概念;新型工业化;新疆振兴;乡村振兴;无人驾驶;海峡两岸;华为概念;人工智能;DeepSeek概念;沪股通;融资融券,23.0,17
000717,000717.SZ,特钢概念;国企改革;央企国企改革;乡村振兴;氢能源;核电;DeepSeek概念;人工智能;机器人概念;融资融券;深股通;中字头股票,12.0,33
002053,002053.SZ,天然气;超超临界发电;绿色电力;西部大开发;页岩气;国企改革;风电;储能;证金持股;钠离子电池;深股通;融资融券,12.0,33
603822,603822.SH,ST板块;长三角一体化;碳中和,3.0,22
002081,002081.SZ,光伏建筑一体化;装配式建筑;新型城镇化;PPP概念;人工智能;智能家居;长三角一体化;一带一路;芯片概念;第三代半导体;深股通;融资融券,12.0,33
301200,301200.SZ,PCB概念;先进封装;2025年报预增;工业母机;高端装备;深股通;融资融券,7.0,33
688660,688660.SH,上海国企改革;海工装备;风电;国企改革;融资融券;沪股通,6.0,17
002839,002839.SZ,深股通;融资融券,2.0,33
688707,688707.SH,钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;碳中和;低空经济;西部大开发;国企改革;央企国企改革;融资融券;沪股通,12.0,17
688303,688303.SH,硅能源;光伏概念;有机硅概念;芯片概念;西部大开发;新疆振兴;沪股通;融资融券,8.0,17
600461,600461.SH,污水处理;PPP概念;固废处理;垃圾分类;天然气;国企改革;创投;融资融券;沪股通,9.0,17
002555,002555.SZ,云游戏;Sora概念(文生视频);网络游戏;脑机接口;多模态AI;手机游戏;AIGC概念;电子竞技;ChatGPT概念;NFT概念;虚拟数字人;AI智能体;元宇宙;在线教育;文化传媒概念;人工智能;虚拟现实;华为概念;AI应用;养老概念;创投;深股通;融资融券,23.0,33
300753,300753.SZ,脑机接口;血氧仪;人工智能;医美概念;养老概念;医疗器械概念;机器人概念;三胎概念;专精特新;医药电商;流感,11.0,33
300700,300700.SZ,第三代半导体;光伏概念;光刻胶;消费电子概念;专精特新;燃料电池;芯片概念;氢能源;机器人概念;融资融券,10.0,33
002741,002741.SZ,PET铜箔;固态电池;宁德时代概念;PCB概念;氟化工概念;锂电池概念;钠离子电池;先进封装;动力电池回收;富士康概念;芯片概念;比亚迪概念;5G;消毒剂;融资融券;深股通,16.0,33
600000,600000.SH,证金持股;跨境支付(CIPS);信托概念;沪股通;融资融券,5.0,17
600193,600193.SH,ST板块;数字经济;东数西算(算力);股权转让(并购重组),4.0,22
920168,920168.BJ,工业互联网;充电桩;新能源汽车;汽车电子;专精特新;新股与次新股;融资融券,7.0,151
601998,601998.SH,证金持股;同花顺中特估100;沪股通;融资融券;国企改革;中字头股票,6.0,17
002807,002807.SZ,深股通;融资融券,2.0,33
920007,920007.BJ,新股与次新股;融资融券;一带一路;光伏概念;人民币贬值受益,5.0,151
002866,002866.SZ,固态电池;储能;人民币贬值受益;专精特新;小米概念;钠离子电池;消费电子概念;华为概念;富士康概念;PCB概念;深股通,11.0,33
601298,601298.SH,中韩自贸区;同花顺中特估100;航运概念;国企改革;中俄贸易概念;一带一路;DeepSeek概念;区块链;华为概念;融资融券;沪股通,11.0,17
600791,600791.SH,国企改革;京津冀一体化,2.0,17
000544,000544.SZ,固废处理;污水处理;绿色电力;国企改革;PPP概念;垃圾分类;水利;机器人概念;深股通;融资融券,10.0,33
601098,601098.SH,文化传媒概念;在线教育;AIGC概念;AI智能体;人工智能;国企改革;华为概念;沪股通;融资融券,9.0,17
603585,603585.SH,,0.0,17
688087,688087.SH,可降解塑料;固废处理;碳中和;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,7.0,17
600888,600888.SH,石墨烯;新疆振兴;西部大开发;一带一路;一体化压铸;军工;沪股通;融资融券,8.0,17
301667,301667.SZ,注册制次新股;汽车热管理;新能源汽车;宁德时代概念;储能;专精特新;锂电池概念;华为概念;深股通;新股与次新股;融资融券,11.0,33
002371,002371.SZ,中芯国际概念;国家大基金持股;存储芯片;OLED;第三代半导体;芯片概念;华为海思概念股;同花顺新质50;锂电池概念;光伏概念;中国AI 50;国企改革;深股通;融资融券;同花顺漂亮100,15.0,33
300189,300189.SZ,海南自贸区;转基因;玉米;粮食概念;土地流转;生态农业;农业种植;乡村振兴;合成生物;融资融券,10.0,33
688005,688005.SH,钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;金属钴;低空经济;新能源汽车;储能;小金属概念;沪股通;融资融券,12.0,17
600376,600376.SH,冰雪产业;体育产业;京津冀一体化;新型城镇化;物业管理;雄安新区;租售同权;养老概念;国企改革;证金持股;融资融券;沪股通,12.0,17
002833,002833.SZ,粤港澳大湾区;新型工业化;减速器;机器人概念;新能源汽车;专精特新;DeepSeek概念;高端装备;深股通,9.0,33
000722,000722.SZ,绿色电力;碳交易;水利;国企改革;供销社;股权转让(并购重组);深股通;融资融券,8.0,33
002334,002334.SZ,光伏概念;充电桩;风电;储能;换电概念;燃料电池;光伏建筑一体化;新能源汽车;新型工业化;核电;工业母机;比亚迪概念;海工装备;机器人概念;数据中心;人形机器人;氢能源;工业互联网;液冷服务器;低空经济;物联网;粤港澳大湾区;锂电池概念;芯片概念;百度概念;稀土永磁;深股通;融资融券,28.0,33
002942,002942.SZ,磷化工;2025年报预增;乡村振兴,3.0,33
000507,000507.SZ,航运概念;天然气;统一大市场;广东自贸区;光伏建筑一体化;国企改革;绿色电力;一带一路;横琴新区;深股通;粤港澳大湾区;风电,12.0,33
920018,920018.BJ,柔性直流输电;水利;数字经济;特高压;新能源汽车;新股与次新股;融资融券,7.0,151
603583,603583.SH,人形机器人;长安汽车概念;机器人概念;智能家居;人民币贬值受益;医疗器械概念;一带一路;三胎概念;养老概念;融资融券;沪股通,11.0,17
002391,002391.SZ,化肥;乡村振兴;人民币贬值受益,3.0,33
300197,300197.SZ,PPP概念;土壤修复;雄安新区;新型城镇化;水利;垃圾分类;污水处理;智慧城市;粤港澳大湾区;碳中和;旅游概念;乡村振兴;地下管网;充电桩;国企改革;一带一路;回购增持再贷款概念;央企国企改革;农业种植;深股通;融资融券,21.0,33
600162,600162.SH,民营医院;养老概念;京津冀一体化;粤港澳大湾区;沪股通;融资融券,6.0,17
