股票代码,code,market_code,所属概念数量,所属概念
603199.SH,603199,17,2,旅游概念;国企改革
600796.SH,600796,17,13,生态农业;乡村振兴;净水概念;合成生物;土壤修复;污水处理;固废处理;国企改革;地下管网;生物质能发电;绿色电力;芯片概念;沪股通
002278.SZ,002278,33,17,可燃冰;页岩气;天然气;俄乌冲突概念;中俄贸易概念;AI应用;海工装备;人工智能;一带一路;两轮车;高端装备;商业航天;无人机;氢能源;碳纤维;机器人概念;专精特新
002956.SZ,002956,33,4,跨境电商;西部大开发;2026中报预增;深股通
002035.SZ,002035,33,12,高股息精选;净水概念;创投;数字经济;空气能热泵;鸿蒙概念;家用电器;智能家居;粤港澳大湾区;无人机;深股通;融资融券
300256.SZ,300256,33,15,两轮车;虚拟现实;特斯拉概念;智能座舱;华为概念;新能源汽车;小米概念;毫米波雷达;智能穿戴;汽车电子;柔性屏(折叠屏);消费电子概念;华为手机;OLED;深股通
920809.BJ,920809,151,8,锂电池概念;专精特新;磷化工;宁德时代概念;储能;融资融券;西部大开发;比亚迪概念
603227.SH,603227,17,11,化肥;民爆概念;新疆振兴;天然气;国企改革;西部大开发;人工智能;无人驾驶;华为概念;沪股通;融资融券
600999.SH,600999,17,6,证金持股;国企改革;央企国企改革;沪股通;融资融券;2026中报预增
300288.SZ,300288,33,17,AI应用;AIGC概念;家庭医生;DeepSeek概念;智能医疗;养老概念;语音技术;人工智能;百度概念;医疗器械概念;民营医院;西部大开发;华为概念;医药电商;智能穿戴;5G;深股通
000501.SZ,000501,33,21,免税店;预制菜;白酒概念;冰雪产业;网红经济;IP经济(谷子经济);物业管理;参股银行;露营经济;跨境电商;文化传媒概念;国企改革;电子竞技;创投;一带一路;数字经济;人工智能;黄金概念;低空经济;深股通;融资融券
603107.SH,603107,17,9,中俄贸易概念;国企改革;一带一路;上海自贸区;汽车热管理;百度概念;新能源汽车;沪股通;融资融券
002697.SZ,002697,33,10,参股银行;养老概念;乡村振兴;无人零售;国企改革;西部大开发;腾讯概念;机器人概念;深股通;融资融券
600477.SH,600477,17,11,雄安新区;装配式建筑;一带一路;建筑节能;光伏建筑一体化;工业互联网;储能;HJT电池;钙钛矿电池;沪股通;融资融券
000008.SZ,000008,33,14,职业教育;高铁;PPP概念;国企改革;一带一路;智能物流;智慧城市;央企国企改革;腾讯概念;机器人概念;华为概念;锂电池概念;深股通;融资融券
000756.SZ,000756,33,17,流感;肝炎概念;阿尔茨海默概念;仿制药一致性评价;医药电商;创新药;维生素;毛发医疗;幽门螺杆菌概念;辅助生殖;合成生物;医美概念;宠物经济;国企改革;阿里巴巴概念;深股通;融资融券
600573.SH,600573,17,5,啤酒概念;合成生物;旅游概念;国企改革;海峡两岸
301518.SZ,301518,33,6,污水处理;专精特新;新能源汽车;碳中和;深股通;融资融券
002101.SZ,002101,33,22,农机;国企改革;创投;横琴新区;一体化压铸;华为汽车;飞行汽车(eVTOL);机器人概念;低空经济;粤港澳大湾区;特斯拉概念;新能源汽车;无人机;比亚迪概念;华为概念;3D打印;宁德时代概念;毫米波雷达;汽车电子;5G;深股通;融资融券
603676.SH,603676,17,5,维生素;仿制药一致性评价;三胎概念;西部大开发;沪股通
600981.SH,600981,17,20,参股保险;物业管理;预制菜;参股券商;垃圾分类;三胎概念;乡村振兴;统一大市场;跨境电商;国企改革;冷链物流;中俄贸易概念;医疗器械概念;期货概念;绿色电力;蚂蚁集团概念;创投;一带一路;海工装备;沪股通
603039.SH,603039,17,17,华为盘古;财税数字化;云办公;智慧政务;AI智能体;AI应用;信创;鸿蒙概念;腾讯概念;DeepSeek概念;中国AI 50;数字经济;人工智能;华为概念;2026中报预增;融资融券;沪股通
605337.SH,605337,17,6,乳业;啤酒概念;养老概念;高股息精选;共同富裕示范区;沪股通
301060.SZ,301060,33,11,基因测序;猴痘概念;辅助生殖;幽门螺杆菌概念;智能医疗;肝炎概念;AI智能体;人工智能;CRO概念;专精特新;融资融券
920717.BJ,920717,151,2,天然气;融资融券
301370.SZ,301370,33,8,医疗器械概念;国企改革;智能物流;DRG/DIP;数据要素;财税数字化;深股通;融资融券
688302.SH,688302,17,4,创新药;西部大开发;沪股通;融资融券
600814.SH,600814,17,7,IP经济(谷子经济);体育产业;国企改革;共同富裕示范区;元宇宙;MR(混合现实);沪股通
000655.SZ,000655,33,6,金属铜;小金属概念;钒电池;国企改革;深股通;融资融券
002094.SZ,002094,33,11,化债概念(AMC概念);跨境电商;网红经济;参股银行;中韩自贸区;一带一路;C2M概念;人民币贬值受益;腾讯概念;深股通;融资融券
001217.SZ,001217,33,5,染料;化肥;煤化工概念;航运概念;光伏概念
002562.SZ,002562,33,11,丙烯酸;中俄贸易概念;合成生物;人民币贬值受益;维生素;NMN概念;长三角一体化;PEEK材料;仿制药一致性评价;小金属概念;深股通
920099.BJ,920099,151,8,高端装备;PEEK材料;中俄贸易概念;环氧丙烷;一带一路;可降解塑料;专精特新;融资融券
002712.SZ,002712,33,23,知识产权保护;文化传媒概念;短剧游戏;虚拟数字人;网红经济;小红书概念;网络游戏;IP经济(谷子经济);AIGC概念;快手概念;AI应用;智谱AI;旅游概念;抖音概念(字节概念);腾讯概念;百度概念;人工智能;阿里巴巴概念;创投;国企改革;华为概念;小米概念;苹果概念
600439.SH,600439,17,5,网红经济;跨境电商;一带一路;参股银行;人民币贬值受益
002481.SZ,002481,33,12,预制菜;化肥;人造肉;网红经济;宠物经济;合成生物;跨境电商;国企改革;一带一路;绿色电力;深股通;融资融券
603639.SH,603639,17,7,生态农业;化肥;乡村振兴;一带一路;DeepSeek概念;沪股通;融资融券
002533.SZ,002533,33,26,智能电网;柔性直流输电;核电;风电;充电桩;水利;特高压;雅下水电概念;超导概念;储能;一带一路;数据中心(AIDC);长安汽车概念;华为概念;高压快充;可控核聚变;机器人概念;高铁;比亚迪概念;新能源汽车;光伏概念;特斯拉概念;冷链物流;高股息精选;深股通;融资融券
920415.BJ,920415,151,18,AI应用;飞行汽车(eVTOL);鸿蒙概念;车联网(车路协同);数字经济;股权转让(并购重组);阿里巴巴概念;融资融券;百度概念;拼多多概念;卫星导航;信创;互联网金融;抖音概念(字节概念);人工智能;DeepSeek概念;低空经济;AI智能体
920665.BJ,920665,151,9,高端装备;核污染防治;海峡两岸;光伏概念;融资融券;专精特新;高铁;商业航天;PCB概念
605500.SH,605500,17,1,共同富裕示范区
002355.SZ,002355,33,24,算力租赁;时空大数据;数据要素;人脸识别;鸿蒙概念;百度概念;人工智能;车联网(车路协同);网约车;长安汽车概念;EDR概念;东数西算(算力);低空经济;飞行汽车(eVTOL);粤港澳大湾区;无人驾驶;无人机;比亚迪概念;新能源汽车;智能座舱;参股银行;汽车电子;5G;融资融券
920111.BJ,920111,151,4,共同富裕示范区;专精特新;融资融券;新能源汽车
301101.SZ,301101,33,8,IP经济(谷子经济);专精特新;小米概念;智能穿戴;AI眼镜;消费电子概念;深股通;融资融券
920078.BJ,920078,151,5,商业航天;核污染防治;专精特新;新股与次新股;融资融券
603866.SH,603866,17,3,绿色电力;沪股通;融资融券
603069.SH,603069,17,12,海南自贸区;自由贸易港;网约车;旅游概念;跨境电商;国企改革;无人驾驶;充电桩;新能源汽车;股权转让(并购重组);沪股通;融资融券
600622.SH,600622,17,5,物业管理;统一大市场;化债概念(AMC概念);国企改革;融资融券
688225.SH,688225,17,28,智谱AI;数据安全;网络安全;智慧政务;信创;鸿蒙概念;抖音概念(字节概念);AI智能体;阿里巴巴概念;数据要素;AI应用;数字水印;空间计算;智慧城市;东数西算(算力);车联网(车路协同);DeepSeek概念;人工智能;跨境支付(CIPS);工业互联网;卫星导航;5G;商业航天;6G概念;英伟达概念;沪股通;股权转让(并购重组);融资融券
600503.SH,600503,17,5,参股银行;石墨烯;机器人概念;创新药;融资融券
002376.SZ,002376,33,20,人工智能;无人零售;数字货币;虚拟数字人;物联网;智能物流;智慧政务;信创;冷链物流;换电概念;机器人概念;机器视觉;新型工业化;传感器;锂电池概念;芯片概念;2026一季报预增;PCB概念;深股通;融资融券
000926.SZ,000926,33,7,装配式建筑;新型城镇化;文化传媒概念;碳交易;碳中和;融资融券;华为概念
300349.SZ,300349,33,22,云计算;鸿蒙概念;AI智能体;数据要素;AI应用;星闪概念;物联网;智慧城市;量子科技;人工智能;DeepSeek概念;数字经济;华为概念;传感器;华为海思概念股;储能;芯片概念;地下管网;氢能源;绿色电力;深股通;融资融券
002125.SZ,002125,33,11,小金属概念;固态电池;金属镍;钠离子电池;锂电池概念;宁德时代概念;比亚迪概念;污水处理;国企改革;深股通;融资融券
300370.SZ,300370,33,18,页岩气;新疆振兴;数字经济;天然气;数据要素;智慧城市;AI应用;净水概念;人工智能;安防;工业互联网;网络安全;物联网;国企改革;一带一路;西部大开发;新型工业化;机器人概念
600586.SH,600586,17,8,建筑节能;光伏建筑一体化;钙钛矿电池;光伏概念;一带一路;特斯拉概念;融资融券;沪股通
300675.SZ,300675,33,20,装配式建筑;新型城镇化;建筑节能;房屋检测;乡村振兴;雄安新区;职业教育;水利;深圳国企改革;一带一路;国企改革;碳中和;智慧城市;光伏建筑一体化;区块链;数据要素;粤港澳大湾区;智能电网;虚拟电厂;数据中心(AIDC)
300364.SZ,300364,33,38,AI视频;快手概念;AI语料;短剧游戏;智谱AI;ChatGPT概念;知识产权保护;AIGC概念;抖音概念(字节概念);多模态AI;虚拟数字人;NFT概念;Web3.0;百度概念;文化传媒概念;数据确权;腾讯概念;AI应用;阿里巴巴概念;AI智能体;数据要素;元宇宙;在线教育;区块链;鸿蒙概念;数字乡村;IP经济(谷子经济);DeepSeek概念;数字经济;职业教育;人工智能;京津冀一体化;虚拟现实;华为概念;乡村振兴;同花顺出海50;深股通;融资融券
688562.SH,688562,17,15,军工信息化;大飞机;数据要素;信创;网络安全;卫星导航;军工;DeepSeek概念;商业航天;华为概念;央企国企改革;数据中心(AIDC);国企改革;沪股通;融资融券
603596.SH,603596,17,15,华为汽车;长安汽车概念;人形机器人;特斯拉概念;飞行汽车(eVTOL);无人驾驶;机器人概念;低空经济;新能源汽车;比亚迪概念;汽车电子;创投;专精特新;融资融券;沪股通
000488.SZ,000488,33,8,期货概念;参股银行;ST板块;区块链;国企改革;碳交易;污水处理;碳中和
000665.SZ,000665,33,22,在线教育;数据确权;文化传媒概念;智慧政务;数据要素;国资云;元宇宙;云计算;智慧城市;短剧游戏;数字乡村;AI智能体;人工智能;腾讯概念;算力租赁;物业管理;虚拟现实;华为概念;数据中心(AIDC);5G;深股通;融资融券
601155.SH,601155,17,5,物业管理;养老概念;装配式建筑;沪股通;融资融券
002344.SZ,002344,33,15,网红经济;民营医院;养老概念;参股银行;跨境电商;国企改革;特色小镇;创投;长三角一体化;互联网金融;光伏建筑一体化;小红书概念;深股通;融资融券;股权转让(并购重组)
603737.SH,603737,17,5,海峡两岸;DeepSeek概念;商业航天;沪股通;融资融券
000567.SZ,000567,33,6,化债概念(AMC概念);海南自贸区;钒电池;2026中报预增;融资融券;深股通
001396.SZ,001396,33,9,新型城镇化;地下管网;污水处理;智慧城市;人工智能;专精特新;注册制次新股;新股与次新股;融资融券
002416.SZ,002416,33,20,参股保险;互联网金融;创投;锂电池概念;区块链;人工智能;粤港澳大湾区;AI智能体;新能源汽车;物联网;阿里巴巴概念;储能;虚拟现实;算力租赁;东数西算(算力);高股息精选;消费电子概念;苹果概念;深股通;融资融券
603628.SH,603628,17,11,光伏建筑一体化;绿色电力;建筑节能;新疆振兴;储能;人工智能;福建自贸区;光伏概念;海峡两岸;机器人概念;融资融券
300697.SZ,300697,33,8,金属铜;石墨烯;数据中心(AIDC);新能源汽车;高铁;氢能源;国企改革;深股通
000802.SZ,000802,33,3,文化传媒概念;IP经济(谷子经济);旅游概念
300872.SZ,300872,33,29,华为昇腾;数据中心(AIDC);数据安全;华为欧拉;信创;华为鲲鹏;算力租赁;数字货币;云计算;智慧政务;华为概念;阿里巴巴概念;腾讯概念;多模态AI;区块链;ChatGPT概念;数据要素;AI智能体;数字经济;数字乡村;互联网金融;人工智能;AI应用;DeepSeek概念;跨境支付(CIPS);创投;西部大开发;深股通;融资融券
002607.SZ,002607,33,14,职业教育;乡村振兴;旅游概念;在线教育;虚拟数字人;AI应用;AIGC概念;DeepSeek概念;人工智能;阿里巴巴概念;百度概念;超级品牌;融资融券;深股通
603230.SH,603230,17,4,文化传媒概念;西部大开发;国企改革;沪股通
000420.SZ,000420,33,11,碳纤维;风电;大飞机;飞行汽车(eVTOL);国企改革;无人机;低空经济;体育产业;冰雪产业;融资融券;深股通
603179.SH,603179,17,6,特斯拉概念;机器人概念;比亚迪概念;新能源汽车;沪股通;融资融券
688117.SH,688117,17,9,CRO概念;创新药;减肥药;辅助生殖;三胎概念;西部大开发;中俄贸易概念;沪股通;融资融券
600063.SH,600063,17,10,水泥概念;光伏概念;国企改革;专精特新;水利;储能;参股券商;融资融券;股权转让(并购重组);沪股通
000972.SZ,000972,33,9,农业种植;乡村振兴;新疆振兴;西部大开发;国企改革;维生素;医疗器械概念;股权转让(并购重组);摘帽
601366.SH,601366,17,9,预制菜;统一大市场;冷链物流;乡村振兴;跨境电商;智能物流;腾讯概念;抖音概念(字节概念);华为概念
301335.SZ,301335,33,5,宠物经济;跨境电商;一带一路;股权转让(并购重组);融资融券
002086.SZ,002086,33,9,预制菜;猴痘概念;食品安全;幽门螺杆菌概念;基因测序;CRO概念;医疗器械概念;人民币贬值受益;深股通
600727.SH,600727,17,7,钛白粉概念;化肥;水泥概念;磷化工;国企改革;2026一季报预增;2026中报预增
002630.SZ,002630,33,13,核电;储能;光热发电;一带一路;ST板块;碳中和;西部大开发;超超临界发电;新型城镇化;生物质能发电;绿色电力;固废处理;PPP概念
000553.SZ,000553,33,6,草甘膦;国企改革;央企国企改革;人民币贬值受益;深股通;融资融券
601686.SH,601686,17,7,高股息精选;天津自贸区;地下管网;雅下水电概念;雄安新区;水利;沪股通
688184.SH,688184,22,6,专精特新;锂电池概念;宁德时代概念;固态电池;钠离子电池;ST板块
600425.SH,600425,17,13,水泥概念;同花顺中特估100;国企改革;化肥;新疆振兴;西部大开发;一带一路;煤炭概念;氢能源;风电;人工智能;沪股通;融资融券
002391.SZ,002391,33,3,化肥;乡村振兴;人民币贬值受益
688631.SH,688631,17,17,军工信息化;数据要素;军民融合;数字孪生;DeepSeek概念;智慧城市;低空经济;车联网(车路协同);同花顺新质50;军工;华为概念;商业航天;央企国企改革;PM2.5;国企改革;沪股通;融资融券
920266.BJ,920266,151,4,西部大开发;医药电商;融资融券;农业种植
002242.SZ,002242,33,8,净水概念;证金持股;绿色电力;家用电器;智能家居;机器人概念;深股通;融资融券
000100.SZ,000100,33,23,MicroLED概念;柔性屏(折叠屏);MiniLED;AI眼镜;OLED;小米概念;消费电子概念;硅能源;比亚迪概念;虚拟现实;光伏概念;AI PC;芯片概念;华为概念;工业互联网;粤港澳大湾区;绿色电力;参股银行;深股通;融资融券;超级品牌;2026中报预增;PCB概念
300087.SZ,300087,33,11,粮食概念;玉米;转基因;大豆;农业种植;乡村振兴;俄乌冲突概念;国企改革;央企国企改革;一带一路;ST板块
000607.SZ,000607,33,22,NFT概念;文化传媒概念;职业教育;知识产权保护;短剧游戏;虚拟数字人;在线教育;三胎概念;共同富裕示范区;AI应用;数字经济;数据确权;托育服务;快手概念;创投;蚂蚁集团概念;国企改革;百度概念;阿里巴巴概念;长三角一体化;低空经济;融资融券
920242.BJ,920242,151,12,传感器;毫米波雷达;机器人概念;一带一路;新能源汽车;汽车拆解概念;融资融券;特斯拉概念;跨境电商;无人驾驶;人民币贬值受益;汽车电子
002394.SZ,002394,33,3,数字经济;一带一路;创投
600231.SH,600231,17,6,特钢概念;国企改革;央企国企改革;天然气;沪股通;融资融券
603590.SH,603590,17,7,创新药;猴痘概念;创投;知识产权保护;军民融合;专精特新;沪股通
002561.SZ,002561,33,4,乡村振兴;物业管理;国企改革;融资融券
300797.SZ,300797,33,13,大飞机;海工装备;核电;食品安全;一带一路;新能源汽车;职业教育;稀土永磁;京津冀一体化;国企改革;央企国企改革;光刻胶;深股通
603229.SH,603229,17,6,CRO概念;创新药;肝炎概念;人民币贬值受益;融资融券;沪股通
920670.BJ,920670,151,11,AI应用;数字孪生;AIGC概念;融资融券;专精特新;人工智能;3D打印;智能医疗;虚拟现实;AI智能体;数字经济
920599.BJ,920599,151,6,新能源汽车;高股息精选;工业互联网;无人驾驶;融资融券;西部大开发
600229.SH,600229,17,13,IP经济(谷子经济);文化传媒概念;在线教育;短剧游戏;AIGC概念;数据要素;多模态AI;人工智能;国企改革;独角兽概念;虚拟现实;融资融券;沪股通
603300.SH,603300,17,27,国资云;算力租赁;Web3.0;NFT概念;区块链;蚂蚁集团概念;数据要素;DeepSeek概念;职业教育;数字货币;数字经济;东数西算(算力);人工智能;雅下水电概念;水利;乡村振兴;自由贸易港;华为概念;数据中心(AIDC);低空经济;新型城镇化;国企改革;海南自贸区;无人机;沪股通;股权转让(并购重组);融资融券
002327.SZ,002327,33,2,高股息精选;深股通
688390.SH,688390,17,7,虚拟电厂;智能电网;储能;光伏概念;光伏建筑一体化;沪股通;融资融券
603151.SH,603151,17,2,乡村振兴;股权转让(并购重组)
600158.SH,600158,17,16,赛马概念;足球概念;冰雪产业;体育产业;NFT概念;文化传媒概念;职业教育;旅游概念;在线教育;京津冀一体化;数字经济;国企改革;数据中心(AIDC);沪股通;融资融券;中字头股票
002040.SZ,002040,33,4,航运概念;统一大市场;国企改革;深股通
688310.SH,688310,17,4,专精特新;医疗器械概念;高端装备;融资融券
600790.SH,600790,17,13,物业管理;跨境电商;参股银行;国企改革;一带一路;创投;数字经济;智能物流;AI应用;AI智能体;融资融券;2026中报预增;沪股通
000595.SZ,000595,33,10,风电;储能;西部大开发;国企改革;绿色电力;军工;光伏概念;国产航母;摘帽;股权转让(并购重组)
300267.SZ,300267,33,15,消毒剂;合成生物;幽门螺杆菌概念;维生素;仿制药一致性评价;流感;医药电商;医疗器械概念;锂电池概念;智能医疗;人工智能;小金属概念;AI应用;深股通;融资融券
300589.SZ,300589,33,11,军民融合;海工装备;军工;一带一路;燃料电池;粤港澳大湾区;专精特新;绿色电力;无人驾驶;深股通;融资融券
300869.SZ,300869,33,13,三胎概念;宠物经济;幽门螺杆菌概念;养老概念;医药电商;医疗器械概念;跨境电商;智能医疗;血氧仪;人民币贬值受益;智能穿戴;深股通;融资融券
920765.BJ,920765,151,3,人民币贬值受益;融资融券;跨境电商
000050.SZ,000050,33,21,电子纸;MicroLED概念;柔性屏(折叠屏);智能座舱;虚拟现实;智能穿戴;汽车电子;MiniLED;小米概念;苹果概念;消费电子概念;华为概念;智能家居;OLED;碳中和;芯片概念;国企改革;央企国企改革;深股通;融资融券;玻璃基板
600882.SH,600882,17,6,乳业;三胎概念;数据要素;AI智能体;沪股通;融资融券
002271.SZ,002271,33,27,冰雪产业;装配式建筑;新型城镇化;房屋检测;高股息精选;雄安新区;光伏建筑一体化;同花顺中特估100;地下管网;乡村振兴;水利;一带一路;同花顺漂亮100;建筑节能;绿色电力;数字经济;高铁;核电;海工装备;抽水蓄能;石墨烯;储能;充电桩;光伏概念;数据中心(AIDC);深股通;融资融券
002441.SZ,002441,33,14,职业教育;数字经济;物联网;智能电网;充电桩;核电;机器人概念;风电;数据中心(AIDC);新能源汽车;宁德时代概念;高股息精选;深股通;融资融券
600794.SH,600794,17,10,统一大市场;航运概念;国企改革;智能物流;数字经济;创投;数字货币;数据要素;长三角一体化;沪股通
002923.SZ,002923,33,10,青蒿素;仿制药一致性评价;肝炎概念;创新药;流感;合成生物;猴痘概念;医药电商;幽门螺杆菌概念;医疗器械概念
002438.SZ,002438,33,16,航空发动机;无人机;商业航天;军工;核电;液冷服务器;海工装备;可控核聚变;芯片概念;军民融合;风电;超超临界发电;燃料电池;氢能源;深股通;融资融券
000629.SZ,000629,33,9,小金属概念;钛白粉概念;钒电池;储能;氢能源;西部大开发;国企改革;深股通;融资融券
600149.SH,600149,17,4,雄安新区;京津冀一体化;物业管理;国企改革
002232.SZ,002232,33,42,智慧政务;数据要素;华为鲲鹏;数字经济;AI智能体;信创;元宇宙;智慧城市;国产操作系统;数据安全;百度概念;DeepSeek概念;网络安全;人工智能;车联网(车路协同);阿里巴巴概念;MLOps概念;ERP概念;京津冀一体化;国资云;算力租赁;工业互联网;低空经济;乡村振兴;虚拟现实;一带一路;华为概念;EDR概念;飞行汽车(eVTOL);华为汽车;卫星导航;无人驾驶;人形机器人;国企改革;新能源汽车;充电桩;数据中心(AIDC);央企国企改革;汽车电子;股权转让(并购重组);融资融券;深股通
002950.SZ,002950,33,6,三胎概念;医美概念;医药电商;医疗器械概念;人民币贬值受益;深股通
600715.SH,600715,17,10,网络游戏;NFT概念;短剧游戏;手机游戏;文化传媒概念;国企改革;AI应用;虚拟现实;沪股通;股权转让(并购重组)
000045.SZ,000045,33,6,粤港澳大湾区;虚拟现实;深圳国企改革;国企改革;OLED;深股通
000635.SZ,000635,33,7,消毒剂;氢能源;西部大开发;国企改革;碳交易;央企国企改革;绿色电力
603808.SH,603808,17,6,网红经济;C2M概念;NFT概念;虚拟数字人;人工智能;粤港澳大湾区
300457.SZ,300457,33,16,固态电池;锂电池概念;宁德时代概念;新型烟草(电子烟);比亚迪概念;储能;氢能源;人民币贬值受益;粤港澳大湾区;机器视觉;OLED;上海国企改革;国企改革;深股通;高端装备;融资融券
688136.SH,688136,17,9,重组蛋白;创新药;减肥药;肝炎概念;动物疫苗;合成生物;智能医疗;沪股通;融资融券
001285.SZ,001285,33,12,飞行汽车(eVTOL);低空经济;无人驾驶;新能源汽车;比亚迪概念;注册制次新股;专精特新;传感器;汽车电子;深股通;新股与次新股;融资融券
688051.SH,688051,17,24,算力租赁;PM2.5;数据确权;数据安全;东数西算(算力);区块链;智慧政务;数据中心(AIDC);数据要素;AI智能体;华为鲲鹏;智慧城市;DeepSeek概念;碳中和;人工智能;虚拟数字人;量子科技;物联网;华为概念;商业航天;碳交易;传感器;股权转让(并购重组);融资融券
002462.SZ,002462,33,8,医药电商;民营医院;冷链物流;证金持股;医疗器械概念;国企改革;央企国企改革;股权转让(并购重组)
002752.SZ,002752,33,8,IP经济(谷子经济);福建自贸区;海峡两岸;抖音概念(字节概念);储能;新能源汽车;深股通;2026中报预增
601188.SH,601188,17,14,冰雪产业;参股银行;旅游概念;乡村振兴;国企改革;黑龙江自贸区;污水处理;水利;石墨电极;绿色电力;DeepSeek概念;风电;石墨烯;宁德时代概念
301525.SZ,301525,33,11,人形机器人;汽车热管理;机器人概念;新能源汽车;汽车电子;专精特新;空气能热泵;数据中心(AIDC);冷链物流;深股通;融资融券
001313.SZ,001313,33,8,合成生物;数据要素;粤港澳大湾区;一带一路;乡村振兴;预制菜;2026中报预增;深股通
000630.SZ,000630,33,12,金属铜;黄金概念;金属镍;小金属概念;PCB概念;5G;锂电池概念;新能源汽车;国企改革;深股通;融资融券;2026中报预增
002215.SZ,002215,33,12,草甘膦;生态农业;农业种植;农村电商;乡村振兴;土壤修复;互联网金融;数字乡村;数字经济;粤港澳大湾区;深股通;融资融券
301137.SZ,301137,33,13,中俄贸易概念;核电;可控核聚变;水利;海工装备;军工;专精特新;比亚迪概念;新能源汽车;央企国企改革;国企改革;深股通;融资融券
600665.SH,600665,17,4,物业管理;西部大开发;国企改革;水利
001390.SZ,001390,33,4,参股银行;专精特新;深股通;融资融券
300172.SZ,300172,33,16,土壤修复;固废处理;污水处理;PPP概念;新型城镇化;净水概念;生物质能发电;一带一路;超超临界发电;核电;物联网;PM2.5;核污染防治;高端装备;专精特新;盐湖提锂
603258.SH,603258,17,9,电子竞技;手机游戏;网络游戏;AIGC概念;AI智能体;短剧游戏;创投;虚拟现实;沪股通
002476.SZ,002476,33,4,页岩气;污水处理;一带一路;融资融券
688561.SH,688561,17,24,华为欧拉;华为鲲鹏;数字货币;数据安全;鸿蒙概念;AI应用;信创;AIGC概念;AI智能体;区块链;云计算;网络安全;跨境支付(CIPS);DeepSeek概念;数字经济;人工智能;车联网(车路协同);国资云;物联网;星闪概念;量子科技;军工;沪股通;融资融券
600178.SH,600178,17,13,兵装重组概念;国企改革;央企国企改革;黑龙江自贸区;长安汽车概念;减速器;低空经济;无人机;新能源汽车;华为汽车;华为概念;飞行汽车(eVTOL);沪股通
600834.SH,600834,17,9,上海国企改革;物业管理;国企改革;光伏建筑一体化;碳交易;绿色电力;无人驾驶;充电桩;股权转让(并购重组)
601086.SH,601086,17,6,IP经济(谷子经济);参股券商;西部大开发;家用电器;2026中报预增;沪股通
000415.SZ,000415,33,9,参股保险;人民币贬值受益;雄安新区;西部大开发;低空经济;飞行汽车(eVTOL);新疆振兴;深股通;融资融券
000030.SZ,000030,33,23,飞行汽车(eVTOL);长安汽车概念;华为汽车;汽车热管理;低空经济;参股保险;小米汽车;车联网(车路协同);换电概念;动力电池回收;无人驾驶;新能源汽车;国企改革;比亚迪概念;宁德时代概念;小米概念;储能;证金持股;智能座舱;锂电池概念;汽车电子;深股通;融资融券
600279.SH,600279,17,9,民爆概念;航运概念;统一大市场;智能物流;国企改革;一带一路;西部大开发;股权转让(并购重组);沪股通
603363.SH,603363,17,5,猪肉;预制菜;冷链物流;海峡两岸;沪股通
300543.SZ,300543,33,15,智能家居;机器人概念;DeepSeek概念;物联网;家用电器;创投;粤港澳大湾区;人民币贬值受益;华为概念;比亚迪概念;小米概念;储能;光伏概念;锂电池概念;宠物经济
002716.SZ,002716,33,9,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;国企改革;深股通;融资融券
603093.SH,603093,17,5,期货概念;参股券商;数字经济;2026中报预增;沪股通
001382.SZ,001382,33,9,特高压;智能电网;风电;核电;储能;光伏概念;机器人概念;深股通;融资融券
002763.SZ,002763,33,1,跨境电商
002596.SZ,002596,33,15,海南自贸区;装配式建筑;垃圾分类;新型城镇化;固废处理;雄安新区;自由贸易港;旅游概念;水利;水泥概念;PPP概念;一带一路;特色小镇;深股通;融资融券
301613.SZ,301613,33,14,新能源汽车;无人机;宁德时代概念;比亚迪概念;机器人概念;储能;锂电池概念;固态电池;西部大开发;消费电子概念;富士康概念;股权转让(并购重组);深股通;融资融券
300723.SZ,300723,33,16,重组蛋白;减肥药;创新药;仿制药一致性评价;肝炎概念;猴痘概念;流感;生物疫苗;医药电商;三胎概念;智能医疗;DeepSeek概念;粤港澳大湾区;英伟达概念;融资融券;深股通
300566.SZ,300566,33,15,OLED;富士康概念;柔性屏(折叠屏);MiniLED;AI眼镜;锂电池概念;智能穿戴;TOPCON电池;小米概念;光伏概念;POE胶膜;华为概念;虚拟现实;深股通;融资融券
688290.SH,688290,17,12,人形机器人;军工信息化;专精特新;机器人概念;核污染防治;军工;军民融合;DeepSeek概念;可控核聚变;核电;沪股通;融资融券
002498.SZ,002498,33,17,柔性直流输电;抽水蓄能;电力物联网;特高压;智能电网;风电;充电桩;核电;海工装备;数字经济;无人机;5G;氢能源;一带一路;燃料电池;深股通;融资融券
002833.SZ,002833,33,10,粤港澳大湾区;专精特新;新型工业化;高端装备;新能源汽车;减速器;高股息精选;机器人概念;DeepSeek概念;深股通
600616.SH,600616,17,4,上海国企改革;网红经济;国企改革;融资融券
000789.SZ,000789,33,3,水泥概念;国企改革;融资融券
688575.SH,688575,17,10,肝炎概念;猴痘概念;辅助生殖;基因测序;智能医疗;医疗器械概念;DeepSeek概念;脑机接口;沪股通;融资融券
688811.SH,688811,17,11,科创次新股;注册制次新股;卫星导航;商业航天;军工;核电;智能电网;央企国企改革;国企改革;新股与次新股;融资融券
