股票代码,code,market_code,所属概念数量,所属概念
300861.SZ,300861,33,7,光伏概念;金属回收;西部大开发;2026中报预增;芯片概念;深股通;融资融券
300619.SZ,300619,33,11,固态电池;光伏概念;锂电池概念;钠离子电池;硅能源;有机硅概念;粤港澳大湾区;新能源汽车;高端装备;小金属概念;深股通
300041.SZ,300041,33,32,先进封装;芯片概念;华为海思概念股;有机硅概念;BC电池;消费电子概念;钙钛矿电池;小米概念;光伏概念;比亚迪概念;固态电池;宁德时代概念;新能源汽车;PVDF概念;锂电池概念;特斯拉概念;华为概念;大飞机;军工;华为汽车;低空经济;小米汽车;高铁;风电;建筑节能;人工智能;光伏建筑一体化;创投;雄安新区;PCB概念;深股通;融资融券
300200.SZ,300200,33,13,光刻胶;有机硅概念;芯片概念;OLED;专精特新;光伏概念;比亚迪概念;新能源汽车;高铁;军工;核电;低空经济;深股通
688153.SH,688153,17,19,汽车芯片;芯片概念;WiFi 6;消费电子概念;汽车电子;卫星导航;5G;小米概念;专精特新;比亚迪概念;星闪概念;无人机;新能源汽车;机器人概念;低空经济;人民币贬值受益;京津冀一体化;沪股通;融资融券
600156.SH,600156,17,14,算力租赁;跨境电商;旅游概念;东数西算(算力);数据中心(AIDC);养老概念;人民币贬值受益;国企改革;医疗器械概念;液冷服务器;柔性屏(折叠屏);消费电子概念;5G;股权转让(并购重组)
000566.SZ,000566,33,17,猴痘概念;肝炎概念;民营医院;维生素;细胞免疫治疗;流感;海南自贸区;仿制药一致性评价;创新药;医疗器械概念;参股银行;国企改革;创投;央企国企改革;脑机接口;深股通;融资融券
605003.SH,605003,17,2,共同富裕示范区;人民币贬值受益
920126.BJ,920126,151,3,煤化工概念;新股与次新股;融资融券
600078.SH,600078,17,5,磷化工;绿色电力;融资融券;2026中报预增;沪股通
300564.SZ,300564,33,6,装配式建筑;新型城镇化;水利;光伏建筑一体化;西部大开发;粤港澳大湾区
002915.SZ,002915,33,9,氟化工概念;PEEK材料;专精特新;钠离子电池;固态电池;光伏概念;超级电容;深股通;融资融券
688170.SH,688170,17,27,MicroLED概念;先进封装;共封装光学(CPO);第三代半导体;OLED;存储芯片;华为海思概念股;柔性屏(折叠屏);光纤概念;PCB概念;芯片概念;BC电池;PET铜箔;钙钛矿电池;3D打印;商业航天;专精特新;光伏概念;华为概念;高端装备;碳纤维;宁德时代概念;固态电池;锂电池概念;玻璃基板;沪股通;融资融券
300609.SZ,300609,33,22,华为鲲鹏;智慧政务;信创;多模态AI;数据安全;AI语料;腾讯概念;ChatGPT概念;数据要素;AI应用;AI智能体;互联网金融;数字经济;算力租赁;人工智能;DeepSeek概念;东数西算(算力);虚拟现实;华为概念;数据中心(AIDC);苹果概念;股权转让(并购重组)
000063.SZ,000063,33,54,光纤概念;6G概念;汽车芯片;液冷服务器;芯片概念;5G;消费电子概念;太赫兹;汽车电子;AI手机;AI眼镜;智能穿戴;卫星导航;商业航天;数据中心(AIDC);中国AI 50;比亚迪概念;东数西算(算力);虚拟现实;量子科技;新能源汽车;无人机;星闪概念;物联网;人形机器人;低空经济;粤港澳大湾区;储能;机器人概念;海峡两岸;车联网(车路协同);网络安全;国产操作系统;抖音概念(字节概念);智慧城市;腾讯概念;元宇宙;百度概念;人工智能;多模态AI;AI智能体;水利;数字经济;DeepSeek概念;ChatGPT概念;区块链;AI应用;智能医疗;乡村振兴;深股通;融资融券;同花顺漂亮100;证金持股;工业互联网
603125.SH,603125,17,4,风电;2026中报预增;沪股通;融资融券
600076.SH,600076,17,7,土地流转;乡村振兴;国企改革;碳中和;芯片概念;碳交易;融资融券
600187.SH,600187,22,8,ST板块;PPP概念;空气能热泵;污水处理;黑龙江自贸区;独角兽概念;储能;股权转让(并购重组)
603818.SH,603818,17,4,京津冀一体化;人民币贬值受益;智能家居;海峡两岸
003011.SZ,003011,33,3,长三角一体化;人民币贬值受益;共同富裕示范区
603803.SH,603803,17,21,F5G概念;共封装光学(CPO);6G概念;WiFi 6;数据中心(AIDC);5G;东数西算(算力);量子科技;智能电网;网络安全;芯片概念;数据安全;新型工业化;物联网;无人驾驶;工业互联网;智慧城市;车联网(车路协同);新型城镇化;沪股通;融资融券
600392.SH,600392,17,9,稀土永磁;小金属概念;苹果概念;西部大开发;国企改革;参股保险;沪股通;融资融券;2026中报预增
605198.SH,605198,17,3,乡村振兴;人民币贬值受益;沪股通
920152.BJ,920152,151,9,数据中心(AIDC);钙钛矿电池;储能;专精特新;西部大开发;超级电容;风电;动力电池回收;融资融券
688813.SH,688813,17,16,共封装光学(CPO);科创次新股;PCB概念;PET铜箔;注册制次新股;固态电池;锂电池概念;比亚迪概念;核电;军工;华为概念;氢能源;西部大开发;国企改革;新股与次新股;融资融券
920005.BJ,920005,151,9,智能穿戴;AI眼镜;海峡两岸;专精特新;消费电子概念;汽车热管理;新股与次新股;融资融券;新能源汽车
002951.SZ,002951,33,7,超级电容;风电;蚂蚁集团概念;储能;数字经济;西部大开发;深股通
300782.SZ,300782,33,19,WiFi 6;先进封装;6G概念;芯片概念;无线耳机;消费电子概念;5G;智能穿戴;小米概念;卫星导航;商业航天;虚拟现实;物联网;智能家居;人民币贬值受益;同花顺漂亮100;第三代半导体;融资融券;深股通
301019.SZ,301019,33,6,染料;专精特新;POE胶膜;3D打印;消费电子概念;融资融券
688667.SH,688667,17,7,汽车电子;专精特新;新能源汽车;车联网(车路协同);长安汽车概念;沪股通;融资融券
300911.SZ,300911,33,10,算力租赁;东数西算(算力);腾讯概念;阿里巴巴概念;AIGC概念;DeepSeek概念;人工智能;家用电器;深股通;融资融券
600768.SH,600768,17,4,共同富裕示范区;2026一季报预增;2026中报预增;股权转让(并购重组)
002361.SZ,002361,33,16,航空发动机;卫星导航;军民融合;高铁;商业航天;高端装备;低空经济;军工;3D打印;无人机;污水处理;石墨烯;国企改革;深股通;股权转让(并购重组);融资融券
002254.SZ,002254,33,20,光纤概念;固态电池;智能穿戴;锂电池概念;高铁;新能源汽车;无人机;机器人概念;军工;氢能源;长安汽车概念;军民融合;安防;小米汽车;风电;东数西算(算力);国企改革;深股通;2026中报预增;融资融券
301309.SZ,301309,33,6,共同富裕示范区;人民币贬值受益;智能家居;3D打印;专精特新;融资融券
301148.SZ,301148,33,9,核污染防治;专精特新;海峡两岸;核电;福建自贸区;新型城镇化;污水处理;深股通;融资融券
603917.SH,603917,17,6,长三角一体化;新能源汽车;比亚迪概念;小米汽车;一体化压铸;宁德时代概念
002520.SZ,002520,33,18,工业母机;减速器;人形机器人;新型工业化;航空发动机;成飞概念;高端装备;机器人概念;新能源汽车;大飞机;军民融合;数字经济;共同富裕示范区;人民币贬值受益;一带一路;风电;深股通;融资融券
003015.SZ,003015,33,7,柔性屏(折叠屏);新能源汽车;小米概念;华为概念;消费电子概念;AI眼镜;PET铜箔
600785.SH,600785,17,6,IP经济(谷子经济);统一大市场;西部大开发;粮食概念;抖音概念(字节概念);智能物流
300820.SZ,300820,33,15,第三代半导体;芯片概念;TOPCON电池;可控核聚变;专精特新;光伏概念;商业航天;新能源汽车;核电;充电桩;储能;氢能源;西部大开发;深股通;融资融券
920690.BJ,920690,151,13,光刻机;人形机器人;飞行汽车(eVTOL);汽车热管理;低空经济;汽车电子;专精特新;新能源汽车;芯片概念;特斯拉概念;机器人概念;军工;融资融券
300880.SZ,300880,33,11,虚拟电厂;电力物联网;智能电网;鸿蒙概念;物联网;充电桩;储能;高压快充;专精特新;传感器;融资融券
301186.SZ,301186,33,13,小米汽车;专精特新;小米概念;换电概念;比亚迪概念;新能源汽车;华为汽车;长安汽车概念;机器人概念;特斯拉概念;储能;锂电池概念;融资融券
603577.SH,603577,17,6,光热发电;核电;特高压;工业互联网;海工装备;光伏概念
300004.SZ,300004,33,8,3D打印;专精特新;核电;PM2.5;粤港澳大湾区;一带一路;国企改革;深股通
605287.SH,605287,17,11,AI视频;虚拟现实;AIGC概念;AI应用;装配式建筑;新型城镇化;短剧游戏;文化传媒概念;光伏建筑一体化;乡村振兴;沪股通
003021.SZ,003021,33,16,减速器;人形机器人;新型工业化;华为汽车;机器人概念;MR(混合现实);比亚迪概念;新能源汽车;小米概念;汽车电子;华为概念;5G;充电桩;医疗器械概念;融资融券;深股通
002253.SZ,002253,33,27,人脸识别;华为昇腾;语音技术;安防;网络安全;信创;华为鲲鹏;华为概念;智慧政务;云计算;虚拟现实;车联网(车路协同);元宇宙;卫星导航;人工智能;数据要素;职业教育;军工信息化;智慧城市;军工;军民融合;低空经济;数字孪生;成飞概念;西部大开发;虚拟电厂;摘帽
301246.SZ,301246,33,12,氟化工概念;磷化工;钠离子电池;固态电池;锂电池概念;仿制药一致性评价;合成生物;流感;猴痘概念;比亚迪概念;深股通;融资融券
003023.SZ,003023,33,9,露营经济;宠物经济;三胎概念;医疗器械概念;跨境电商;家用电器;西部大开发;智能家居;消毒剂
301310.SZ,301310,33,18,军工;可控核聚变;核电;铜缆高速连接;飞行汽车(eVTOL);专精特新;宁德时代概念;新能源汽车;机器人概念;创投;比亚迪概念;人形机器人;高压快充;充电桩;储能;光伏概念;深股通;融资融券
600543.SH,600543,22,7,乡村振兴;西部大开发;旅游概念;农业种植;国企改革;可降解塑料;ST板块
688391.SH,688391,17,10,MCU芯片;汽车芯片;芯片概念;消费电子概念;专精特新;电力物联网;充电桩;智能电网;储能;融资融券
688258.SH,688258,17,13,华为欧拉;华为鲲鹏;云计算;华为海思概念股;信创;AI智能体;AI应用;华为概念;物联网;人工智能;芯片概念;沪股通;融资融券
301000.SZ,301000,33,9,人形机器人;汽车热管理;机器人概念;新能源汽车;家用电器;燃料电池;储能;深股通;融资融券
688711.SH,688711,17,17,第三代半导体;汽车芯片;芯片概念;光伏概念;可控核聚变;数据中心(AIDC);华为概念;比亚迪概念;专精特新;充电桩;储能;新能源汽车;人形机器人;机器人概念;华为汽车;沪股通;融资融券
603165.SH,603165,17,7,污水处理;参股银行;高股息精选;长三角一体化;传感器;芯片概念;2026中报预增
688785.SH,688785,17,6,中芯国际概念;科创次新股;芯片概念;注册制次新股;新股与次新股;融资融券
603260.SH,603260,17,9,有机硅概念;硅能源;第三代半导体;石墨电极;光伏概念;长三角一体化;光纤概念;沪股通;融资融券
002346.SZ,002346,33,8,创投;DeepSeek概念;锂电池概念;中芯国际概念;参股银行;2026中报预增;深股通;融资融券
300746.SZ,300746,33,15,数据要素;智慧城市;数字经济;DeepSeek概念;水利;机器人概念;建筑节能;新型城镇化;无人驾驶;垃圾分类;污水处理;装配式建筑;氢能源;天然气;股权转让(并购重组)
300842.SZ,300842,33,14,存储芯片;芯片概念;第三代半导体;汽车电子;BC电池;钙钛矿电池;商业航天;光伏概念;HJT电池;专精特新;TOPCON电池;新能源汽车;深股通;融资融券
001296.SZ,001296,33,6,西部大开发;长安汽车概念;军工;固废处理;页岩气;3D打印
920096.BJ,920096,151,4,机器人概念;专精特新;新股与次新股;融资融券
300860.SZ,300860,33,9,IP经济(谷子经济);文化传媒概念;虚拟数字人;元宇宙;旅游概念;虚拟现实;低空经济;深股通;融资融券
300390.SZ,300390,33,14,固态电池;小金属概念;2026一季报预增;锂电池概念;宁德时代概念;中芯国际概念;存储芯片;储能;芯片概念;新能源汽车;医疗器械概念;华为概念;融资融券;深股通
688798.SH,688798,17,21,MCU芯片;汽车芯片;AI眼镜;智能穿戴;芯片概念;5G;消费电子概念;小米概念;传感器;物联网;华为概念;卫星导航;比亚迪概念;专精特新;抖音概念(字节概念);机器人概念;人民币贬值受益;AI手机;AI PC;融资融券;沪股通
301486.SZ,301486,33,20,富士康概念;光纤概念;芯片概念;消费电子概念;5G;MR(混合现实);新型工业化;比亚迪概念;数据中心(AIDC);虚拟现实;华为概念;东数西算(算力);高端装备;华为昇腾;粤港澳大湾区;抖音概念(字节概念);阿里巴巴概念;股权转让(并购重组);深股通;融资融券
603819.SH,603819,17,5,安防;新能源汽车;风电;2026中报预增;股权转让(并购重组)
688035.SH,688035,17,33,存储芯片;国家大基金持股;先进封装;芯片概念;PCB概念;柔性屏(折叠屏);苹果概念;消费电子概念;有机硅概念;液冷服务器;HJT电池;智能穿戴;无线耳机;MR(混合现实);TOPCON电池;小米概念;光伏概念;数据中心(AIDC);专精特新;华为概念;石墨烯;固态电池;锂电池概念;宁德时代概念;新能源汽车;高端装备;储能;机器人概念;人形机器人;高铁;玻璃基板;沪股通;融资融券
000909.SZ,000909,33,14,ST板块;物业管理;国企改革;共同富裕示范区;换电概念;智慧城市;智慧政务;云办公;充电桩;元宇宙;车联网(车路协同);无人驾驶;5G;消费电子概念
300536.SZ,300536,33,6,东数西算(算力);算力租赁;芯片概念;新型城镇化;垃圾分类;PPP概念
300694.SZ,300694,33,5,国企改革;燃料电池;机器人概念;新能源汽车;人形机器人
300095.SZ,300095,33,16,航空发动机;成飞概念;大飞机;军工;高端装备;减速器;商业航天;无人机;海工装备;机器人概念;新型工业化;水利;人形机器人;新能源汽车;一带一路;风电
600829.SH,600829,17,9,医药电商;流感;民营医院;眼科医疗;宠物经济;冷链物流;黑龙江自贸区;医疗器械概念;沪股通
688275.SH,688275,17,14,钠离子电池;磷化工;固态电池;锂电池概念;宁德时代概念;储能;碳中和;充电桩;污水处理;比亚迪概念;新能源汽车;专精特新;沪股通;融资融券
688766.SH,688766,17,8,存储芯片;MCU芯片;芯片概念;汽车电子;小米概念;华为概念;融资融券;沪股通
688226.SH,688226,17,14,共封装光学(CPO);数据中心(AIDC);东数西算(算力);HJT电池;专精特新;华为概念;特斯拉概念;光伏概念;智能电网;储能;钠离子电池;风电;沪股通;融资融券
920856.BJ,920856,151,8,参股银行;物联网;无人驾驶;融资融券;机器人概念;无人机;一带一路;专精特新
920971.BJ,920971,151,8,存储芯片;先进封装;商业航天;芯片概念;专精特新;融资融券;光伏概念;锂电池概念
300069.SZ,300069,33,6,特高压;燃料电池;智能电网;商业航天;核电;文化传媒概念
688358.SH,688358,17,8,人工智能;AI应用;智能医疗;机器人概念;医疗器械概念;宠物经济;人民币贬值受益;融资融券
600793.SH,600793,17,4,西部大开发;国企改革;食品安全;电子纸
688273.SH,688273,17,12,脑机接口;AI智能体;机器人概念;专精特新;人工智能;DeepSeek概念;智能医疗;医疗器械概念;三胎概念;医美概念;辅助生殖;融资融券
002289.SZ,002289,33,7,消费电子概念;算力租赁;数据中心(AIDC);柔性屏(折叠屏);深股通;摘帽;股权转让(并购重组)
600676.SH,600676,17,14,汽车拆解概念;自由贸易港;冷链物流;统一大市场;上海国企改革;上海自贸区;国企改革;比亚迪概念;融资融券;足球概念;旅游概念;体育产业;股权转让(并购重组);沪股通
688109.SH,688109,17,19,物业管理;水利;雅下水电概念;数字经济;共同富裕示范区;数字孪生;AIGC概念;数据要素;机器人概念;人工智能;DeepSeek概念;AI智能体;无人驾驶;机器视觉;华为昇腾;智能穿戴;AI眼镜;沪股通;融资融券
301595.SZ,301595,33,7,商业航天;智能家居;露营经济;专精特新;跨境电商;深股通;融资融券
920425.BJ,920425,151,9,MiniLED;消费电子概念;机器人概念;苹果概念;融资融券;AI眼镜;西部大开发;专精特新;机器视觉
300602.SZ,300602,33,39,华为手机;共封装光学(CPO);华为海思概念股;富士康概念;苹果概念;AI PC;5G;液冷服务器;AI眼镜;小米概念;数据中心(AIDC);MR(混合现实);宁德时代概念;光伏概念;华为概念;比亚迪概念;虚拟现实;无人机;无人驾驶;新能源汽车;特斯拉概念;充电桩;石墨烯;锂电池概念;储能;人形机器人;粤港澳大湾区;机器人概念;工业互联网;汽车热管理;华为汽车;一体化压铸;长安汽车概念;家用电器;智能物流;一带一路;物业管理;融资融券;深股通
002800.SZ,002800,33,7,统一大市场;中俄贸易概念;冷链物流;跨境电商;一带一路;西部大开发;新疆振兴
300281.SZ,300281,33,13,碳中和;粤港澳大湾区;中俄贸易概念;工业互联网;可降解塑料;养老概念;高端装备;国企改革;PVDF概念;卫星导航;商业航天;风电;绿色电力
603033.SH,603033,17,5,可降解塑料;新能源汽车;高铁;沪股通;融资融券
920220.BJ,920220,151,9,一带一路;汽车热管理;低空经济;专精特新;储能;机器人概念;人形机器人;新股与次新股;融资融券
002546.SZ,002546,33,8,电力物联网;智能电网;虚拟电厂;数据要素;充电桩;物联网;2026中报预增;深股通
688518.SH,688518,17,23,MicroLED概念;共封装光学(CPO);先进封装;芯片概念;光纤概念;消费电子概念;3D打印;钙钛矿电池;工业母机;光伏概念;新型工业化;新能源汽车;华为概念;机器人概念;宁德时代概念;储能;固态电池;燃料电池;锂电池概念;氢能源;玻璃基板;沪股通;融资融券
300223.SZ,300223,33,32,存储芯片;汽车芯片;MCU芯片;MiniLED;OLED;芯片概念;AI眼镜;汽车电子;消费电子概念;毫米波雷达;智能座舱;传感器;智能音箱;小米概念;机器视觉;3D打印;无人驾驶;人脸识别;抖音概念(字节概念);物联网;机器人概念;安防;人民币贬值受益;人工智能;鸿蒙概念;智能家居;区块链;家用电器;京津冀一体化;2026中报预增;深股通;融资融券
688793.SH,688793,17,23,电子竞技;虚拟数字人;中俄贸易概念;家用电器;IP经济(谷子经济);新疆振兴;语音技术;智能家居;跨境电商;人工智能;养老概念;DeepSeek概念;粤港澳大湾区;一带一路;脑机接口;专精特新;腾讯概念;海峡两岸;医疗器械概念;新能源汽车;传感器;智能穿戴;融资融券
920402.BJ,920402,151,7,融资融券;氢能源;光伏概念;碳中和;国企改革;硅能源;芯片概念
300467.SZ,300467,33,8,手机游戏;网络游戏;文化传媒概念;腾讯概念;鸿蒙概念;华为概念;西部大开发;深股通
605399.SH,605399,17,4,有机硅概念;硅能源;专精特新;融资融券
300373.SZ,300373,33,26,第三代半导体;汽车芯片;中芯国际概念;芯片概念;AI眼镜;5G;英伟达概念;高压快充;光伏概念;数据中心(AIDC);小米概念;固态电池;宁德时代概念;比亚迪概念;充电桩;储能;华为概念;新能源汽车;无人机;特斯拉概念;人形机器人;小米汽车;深股通;低空经济;华为汽车;融资融券
605020.SH,605020,17,10,环氧丙烷;PVDF概念;氟化工概念;共同富裕示范区;一带一路;智能物流;液冷服务器;2026中报预增;沪股通;融资融券
300883.SZ,300883,33,3,烟草;工业互联网;融资融券
600228.SH,600228,17,11,人工智能;DeepSeek概念;苹果概念;小米概念;AI智能体;小红书概念;抖音概念(字节概念);拼多多概念;百度概念;AI应用;摘帽
300538.SZ,300538,33,24,光刻胶;消费电子概念;芯片概念;智能穿戴;小米概念;存储芯片;PCB概念;5G;第三代半导体;PET铜箔;PEEK材料;华为概念;宁德时代概念;新能源汽车;机器人概念;粤港澳大湾区;光伏概念;无人机;海峡两岸;低空经济;军工;储能;数字经济;创投
603026.SH,603026,17,9,氟化工概念;环氧丙烷;锂电池概念;宁德时代概念;燃料电池;国企改革;新能源汽车;沪股通;融资融券
688618.SH,688618,17,32,WiFi 6;光纤概念;芯片概念;5G;智慧灯杆;星闪概念;专精特新;安防;网络安全;物联网;智能电网;车联网(车路协同);无人驾驶;华为概念;充电桩;海工装备;高铁;智慧城市;换电概念;新型工业化;水利;机器人概念;人工智能;粤港澳大湾区;工业互联网;数字经济;DeepSeek概念;智能物流;储能;风电;一带一路;融资融券
603986.SH,603986,17,16,存储芯片;汽车芯片;MCU芯片;芯片概念;汽车电子;无线耳机;传感器;小米概念;人形机器人;光伏概念;物联网;锂电池概念;人民币贬值受益;2026中报预增;融资融券;沪股通
688486.SH,688486,17,7,汽车芯片;芯片概念;英伟达概念;无人机;数据中心(AIDC);沪股通;融资融券
300352.SZ,300352,33,36,财税数字化;华为盘古;云办公;ST板块;智谱AI;华为鲲鹏;智慧政务;国产操作系统;语音技术;数字货币;数字水印;互联网金融;ChatGPT概念;脑机接口;鸿蒙概念;数据安全;区块链;百度概念;云计算;信创;网络安全;智慧城市;DeepSeek概念;安防;人工智能;工业互联网;物联网;军工信息化;量子科技;低空经济;智能家居;华为概念;军民融合;军工;商业航天;芯片概念
002149.SZ,002149,33,21,航空发动机;卫星导航;商业航天;可控核聚变;超导概念;军工;柔性屏(折叠屏);核电;海工装备;5G;专精特新;燃料电池;小金属概念;氢能源;医疗器械概念;俄乌冲突概念;西部大开发;国企改革;锂电池概念;深股通;融资融券
603488.SH,603488,17,3,军工;军工信息化;虚拟现实
002652.SZ,002652,33,2,雄安新区;中芯国际概念
688320.SH,688320,17,16,人形机器人;工业母机;新型工业化;机器人概念;比亚迪概念;传感器;工业互联网;专精特新;人工智能;华为概念;富士康概念;宁德时代概念;锂电池概念;芯片概念;沪股通;融资融券
603616.SH,603616,17,9,地下管网;京津冀一体化;水利;土壤修复;雄安新区;PPP概念;PEEK材料;一带一路;股权转让(并购重组)
300438.SZ,300438,33,24,钠离子电池;固态电池;锂电池概念;两轮车;石墨烯;虚拟电厂;储能;新型烟草(电子烟);充电桩;燃料电池;独角兽概念;无线耳机;粤港澳大湾区;数据中心(AIDC);深股通;小米概念;低空经济;无人机;新能源汽车;机器人概念;军工;消费电子概念;长安汽车概念;融资融券
301096.SZ,301096,33,15,创新药;幽门螺杆菌概念;CRO概念;仿制药一致性评价;流感;眼科医疗;毛发医疗;医美概念;医疗器械概念;智能医疗;宠物经济;人工智能;AI应用;深股通;融资融券
301119.SZ,301119,33,3,比亚迪概念;新能源汽车;融资融券
920177.BJ,920177,151,4,新能源汽车;专精特新;新股与次新股;融资融券
688595.SH,688595,17,18,AI PC;汽车芯片;MCU芯片;AI眼镜;星闪概念;消费电子概念;芯片概念;传感器;小米概念;物联网;华为概念;专精特新;无人机;机器人概念;鸿蒙概念;锂电池概念;沪股通;融资融券
605058.SH,605058,17,14,PCB概念;5G;毫米波雷达;汽车电子;共封装光学(CPO);数据中心(AIDC);商业航天;东数西算(算力);新能源汽车;智能家居;储能;工业互联网;智能物流;一带一路
002207.SZ,002207,33,7,页岩气;天然气;俄乌冲突概念;ST板块;新疆振兴;国企改革;西部大开发
600183.SH,600183,17,15,PCB概念;先进封装;共封装光学(CPO);存储芯片;MiniLED;芯片概念;5G;汽车电子;毫米波雷达;商业航天;华为概念;新能源汽车;沪股通;融资融券;2026中报预增
300338.SZ,300338,33,10,职业教育;ST板块;在线教育;虚拟数字人;元宇宙;ChatGPT概念;百度概念;储能;虚拟电厂;钠离子电池
301118.SZ,301118,33,9,净水概念;磷化工;土壤修复;氢能源;一带一路;光伏概念;芯片概念;小金属概念;融资融券
300991.SZ,300991,33,14,新型烟草(电子烟);存储芯片;消费电子概念;铜缆高速连接;专精特新;比亚迪概念;5G;数据中心(AIDC);无人机;新能源汽车;无人驾驶;工业母机;深股通;融资融券
300790.SZ,300790,33,18,AI眼镜;消费电子概念;汽车电子;小米概念;机器视觉;新能源汽车;无人机;无人驾驶;人形机器人;虚拟现实;华为概念;机器人概念;安防;智能家居;车联网(车路协同);职业教育;融资融券;深股通
003031.SZ,003031,33,22,共封装光学(CPO);光刻机;第三代半导体;6G概念;华为海思概念股;芯片概念;5G;消费电子概念;汽车电子;卫星导航;商业航天;专精特新;比亚迪概念;新能源汽车;华为概念;军工;充电桩;央企国企改革;国企改革;中字头股票;融资融券;深股通
920527.BJ,920527,151,4,培育钻石;融资融券;专精特新;体育产业
600449.SH,600449,17,14,国资云;水泥概念;算力租赁;统一大市场;参股银行;人工智能;智能物流;国企改革;西部大开发;东数西算(算力);央企国企改革;数据中心(AIDC);融资融券;沪股通
001326.SZ,001326,33,8,物联网;智能家居;充电桩;人民币贬值受益;粤港澳大湾区;一带一路;储能;融资融券
688080.SH,688080,17,17,AI智能体;AI应用;电力物联网;物联网;机器视觉;车联网(车路协同);人工智能;工业互联网;DeepSeek概念;机器人概念;专精特新;智能电网;无人驾驶;跨境电商;5G;储能;融资融券
600119.SH,600119,22,11,跨境电商;物业管理;统一大市场;ST板块;自由贸易港;租售同权;上海国企改革;国企改革;长三角一体化;卫星导航;金属铜
920693.BJ,920693,151,7,液冷服务器;机器人概念;融资融券;专精特新;芯片概念;医疗器械概念;人民币贬值受益
920012.BJ,920012,151,8,汽车电子;第三代半导体;专精特新;芯片概念;先进封装;有机硅概念;新股与次新股;融资融券
600703.SH,600703,17,30,共封装光学(CPO);第三代半导体;MicroLED概念;MiniLED;汽车芯片;先进封装;AI眼镜;芯片概念;5G;消费电子概念;苹果概念;光伏概念;数据中心(AIDC);小米概念;卫星导航;商业航天;充电桩;比亚迪概念;无人驾驶;新能源汽车;华为汽车;安防;低空经济;海峡两岸;数字经济;福建自贸区;金属回收;沪股通;融资融券;同花顺漂亮100
688147.SH,688147,17,16,存储芯片;中芯国际概念;先进封装;汽车芯片;第三代半导体;OLED;芯片概念;BC电池;HJT电池;TOPCON电池;钙钛矿电池;专精特新;光伏概念;高端装备;沪股通;融资融券
002733.SZ,002733,33,22,固态电池;钠离子电池;动力电池回收;石墨烯;锂电池概念;5G;新能源汽车;储能;燃料电池;数据中心(AIDC);无人机;粤港澳大湾区;专精特新;氢能源;军工;东数西算(算力);人民币贬值受益;一带一路;阿里巴巴概念;百度概念;深股通;融资融券
300311.SZ,300311,33,18,网络安全;数据安全;人脸识别;华为鲲鹏;智慧政务;创投;数字经济;工业互联网;人工智能;电子身份证;DeepSeek概念;区块链;AI应用;车联网(车路协同);粤港澳大湾区;数据中心(AIDC);网络游戏;ST板块
301683.SZ,301683,33,10,注册制次新股;商业航天;专精特新;粤港澳大湾区;MiniLED;MicroLED概念;超级电容;深股通;新股与次新股;融资融券
603175.SH,603175,17,21,PCB概念;消费电子概念;存储芯片;毫米波雷达;汽车电子;OLED;芯片概念;东数西算(算力);注册制次新股;数据中心(AIDC);智能座舱;无人驾驶;海峡两岸;比亚迪概念;新能源汽车;特斯拉概念;机器人概念;人民币贬值受益;一带一路;新股与次新股;融资融券
001212.SZ,001212,33,7,芯片概念;有机硅概念;先进封装;粤港澳大湾区;装配式建筑;深股通;股权转让(并购重组)
920275.BJ,920275,151,3,融资融券;宠物经济;合成生物
688597.SH,688597,17,20,军工;高压快充;特高压;数字孪生;电力物联网;充电桩;机器人概念;智能电网;无人机;低空经济;空间计算;虚拟电厂;时空大数据;智慧城市;储能;数据要素;碳交易;人工智能;京津冀一体化;融资融券
603212.SH,603212,17,29,BC电池;MicroLED概念;TOPCON电池;钙钛矿电池;特斯拉概念;新能源汽车;MiniLED;比亚迪概念;HJT电池;风电;高压快充;高铁;专精特新;先进封装;宁德时代概念;光伏概念;无线耳机;消费电子概念;储能;POE胶膜;芯片概念;锂电池概念;固态电池;AI应用;人工智能;OLED;长三角一体化;沪股通;融资融券
920156.BJ,920156,151,8,高端装备;比亚迪概念;机器人概念;储能;2026一季报预增;专精特新;新股与次新股;融资融券
688148.SH,688148,17,11,动力电池回收;金属回收;固态电池;锂电池概念;宁德时代概念;比亚迪概念;特斯拉概念;机器人概念;人形机器人;芯片概念;融资融券
605303.SH,605303,17,9,存储芯片;芯片概念;数据中心(AIDC);共同富裕示范区;新型城镇化;乡村振兴;雄安新区;PPP概念;旅游概念
301325.SZ,301325,33,20,宁德时代概念;比亚迪概念;固态电池;锂电池概念;储能;消费电子概念;传感器;光伏概念;钙钛矿电池;燃料电池;机器人概念;粤港澳大湾区;物联网;专精特新;氢能源;芯片概念;OLED;先进封装;深股通;融资融券
300486.SZ,300486,33,18,统一大市场;新型工业化;智能物流;数据要素;数字经济;工业互联网;DeepSeek概念;机器视觉;专精特新;数字孪生;人工智能;新能源汽车;机器人概念;物联网;比亚迪概念;宁德时代概念;深股通;股权转让(并购重组)
301212.SZ,301212,33,6,可降解塑料;共同富裕示范区;专精特新;消毒剂;锂电池概念;融资融券
002796.SZ,002796,33,9,共封装光学(CPO);6G概念;5G;军工;储能;医疗器械概念;一带一路;深股通;融资融券
002169.SZ,002169,33,16,芯片概念;光伏概念;宁德时代概念;特高压;充电桩;数据中心(AIDC);储能;智能电网;电力物联网;工业互联网;虚拟电厂;碳中和;钒电池;绿色电力;深股通;融资融券
