code,所属概念,market_code,股票代码,所属概念数量
605033,乡村振兴;西部大开发,17,605033.SH,2
002134,PCB概念;专精特新;新能源汽车;军工;大飞机;天津自贸区;京津冀一体化;深股通,33,002134.SZ,8
603882,AIGC概念;AI智能体;数据要素;智能医疗;腾讯概念;人工智能;DeepSeek概念;基因测序;食品安全;华为概念;细胞免疫治疗;医疗器械概念;AI应用;幽门螺杆菌概念;肝炎概念;机器人概念;冷链物流;融资融券;沪股通,17,603882.SH,19
002518,液冷服务器;数据中心;光伏概念;充电桩;储能;宁德时代概念;比亚迪概念;2025年报预增;风电;锂电池概念;东数西算(算力);一带一路;粤港澳大湾区;海峡两岸;阿里巴巴概念;人工智能;抖音概念(字节概念);智能医疗;深股通;融资融券,33,002518.SZ,20
600520,先进封装;芯片概念;机器人概念;股权转让(并购重组);国企改革;沪股通,17,600520.SH,6
920665,核污染防治;海峡两岸;高铁;融资融券;商业航天;光伏概念;专精特新;PCB概念,151,920665.BJ,8
600458,超级电容;OLED;有机硅概念;氢能源;风电;储能;锂电池概念;新能源汽车;特斯拉概念;小米概念;5G;央企国企改革;高铁;国企改革;低空经济;融资融券;沪股通,17,600458.SH,17
603201,新能源汽车;人民币贬值受益;比亚迪概念;专精特新;跨境电商,17,603201.SH,5
000430,ST板块;旅游概念;国企改革,33,000430.SZ,3
603375,传感器;专精特新;芯片概念;比亚迪概念;汽车芯片;机器人概念;低空经济;存储芯片;回购增持再贷款概念;PVDF概念;民爆概念;融资融券,17,603375.SH,12
300684,共封装光学(CPO);富士康概念;液冷服务器;苹果概念;AI PC;同花顺果指数;汽车电子;5G;消费电子概念;无线充电;数据中心;小米概念;汽车热管理;MR(混合现实);比亚迪概念;新能源汽车;智能座舱;2025年报预增;无人机;光伏概念;华为概念;充电桩;储能;虚拟现实;石墨烯;一带一路;京津冀一体化;深股通,33,300684.SZ,28
002338,商业航天;军民融合;军工;低空经济;同花顺新质50;芯片概念;机器视觉;传感器;碳纤维;工业母机;专精特新;机器人概念;医疗器械概念;国企改革;证金持股;深股通;融资融券,33,002338.SZ,17
601108,期货概念;蚂蚁集团概念;区块链;国企改革;共同富裕示范区;沪股通;融资融券,17,601108.SH,7
300002,手机游戏;网络游戏;ChatGPT概念;AIGC概念;AI智能体;在线教育;智慧政务;云计算;数据安全;信创;区块链;网络安全;DeepSeek概念;人脸识别;人工智能;职业教育;数字经济;算力租赁;智慧城市;东数西算(算力);华为概念;数字孪生;物联网;工业互联网;创投;数据中心;5G;机器人概念;AI应用;电力物联网;乡村振兴;智能电网;深股通;融资融券,33,300002.SZ,34
300993,露营经济;智能物流;跨境电商;建筑节能;融资融券,33,300993.SZ,5
002812,固态电池;宁德时代概念;锂电池概念;储能;烟草;同花顺漂亮100;比亚迪概念;新能源汽车;充电桩;西部大开发;专精特新;消费电子概念;深股通;人工智能;融资融券,33,002812.SZ,15
600376,冰雪产业;雄安新区;体育产业;京津冀一体化;新型城镇化;租售同权;物业管理;融资融券;国企改革;养老概念;证金持股;沪股通,17,600376.SH,12
301315,AI应用;AIGC概念;ERP概念;数据要素;AI智能体;DeepSeek概念;人工智能;互联网金融;数字经济;华为概念;工业互联网;机器视觉;智能物流;烟草;无人驾驶;机器人概念;数据中心;新型工业化;融资融券,33,301315.SZ,19
002457,地下管网;新型城镇化;水利;风电;乡村振兴;参股银行;西部大开发;新疆振兴;京津冀一体化,33,002457.SZ,9
920168,工业互联网;充电桩;新能源汽车;汽车电子;专精特新;新股与次新股;融资融券,151,920168.BJ,7
603070,智能电网;储能;数据中心;共同富裕示范区;数字经济;沪股通;融资融券,17,603070.SH,7
920491,飞行汽车(eVTOL);融资融券;物联网;芯片概念;液冷服务器;消费电子概念;汽车电子;机器人概念;无人驾驶;智能家居;无人机;新能源汽车;安防;医疗器械概念;低空经济;传感器;人形机器人;专精特新,151,920491.BJ,18
600383,物业管理;沪股通;融资融券,17,600383.SH,3
300783,网红经济;IP经济(谷子经济);跨境电商;预制菜;三胎概念;宠物经济;食品安全;专精特新;深股通,33,300783.SZ,9
605068,回购增持再贷款概念;新能源汽车;比亚迪概念;长安汽车概念;机器人概念;华为汽车;人形机器人,17,605068.SH,7
688026,医疗器械概念;细胞免疫治疗;辅助生殖;人民币贬值受益;专精特新;融资融券,17,688026.SH,6
603022,光伏建筑一体化;绿色电力,17,603022.SH,2
603518,三胎概念;露营经济;网红经济;IP经济(谷子经济),17,603518.SH,4
688051,数据安全;智慧政务;物联网;华为鲲鹏;智慧城市;数据要素;数据确权;华为概念;区块链;PM2.5;人工智能;AI智能体;量子科技;DeepSeek概念;算力租赁;东数西算(算力);虚拟数字人;数据中心;传感器;商业航天;碳中和;碳交易;融资融券,17,688051.SH,23
301010,专精特新;特斯拉概念;建筑节能;冰雪产业;数据中心;冷链物流;碳中和;融资融券,33,301010.SZ,8
688045,MCU芯片;第三代半导体;AI眼镜;消费电子概念;芯片概念;小米概念;传感器;专精特新;粤港澳大湾区;储能;融资融券,17,688045.SH,11
920895,融资融券;农机;专精特新,151,920895.BJ,3
000595,风电;绿色电力;ST板块;储能;光伏概念;国企改革;西部大开发;军工;国产航母;股权转让(并购重组),33,000595.SZ,10
603888,Sora概念(文生视频);AI语料;知识产权保护;AI应用;AIGC概念;文化传媒概念;虚拟数字人;多模态AI;Web3.0;数据确权;在线教育;AI智能体;阿里巴巴概念;云计算;数据要素;数据安全;元宇宙;区块链;网络安全;DeepSeek概念;人工智能;数字经济;京津冀一体化;创投;乡村振兴;国企改革;沪股通;融资融券,17,603888.SH,28
301278,钙钛矿电池;光伏概念;光伏建筑一体化;储能;充电桩;专精特新;机器人概念;融资融券,33,301278.SZ,8
300195,新型工业化;工业母机;高端装备;烟草;工业互联网;专精特新;机器人概念;物联网;数据中心;光伏概念;机器视觉;智能物流;中俄贸易概念;一带一路;京津冀一体化;锂电池概念;C2M概念;人工智能;网络安全;医疗器械概念;数字经济;信创;区块链;绿色电力;ERP概念,33,300195.SZ,25
002999,农业种植;供销社;粮食概念;化肥;乡村振兴;农机;智能物流;2025年报预增;数字乡村;数字经济;低空经济;无人机,33,002999.SZ,12
603089,新能源汽车;比亚迪概念;机器人概念;专精特新;人民币贬值受益,17,603089.SH,5
301239,民营医院;眼科医疗;智能医疗;西部大开发;深股通;融资融券,33,301239.SZ,6
002766,数据要素;车联网(车路协同);人工智能;智能座舱;物联网;无人驾驶;粤港澳大湾区;人民币贬值受益;消费电子概念;5G;深股通,33,002766.SZ,11
920471,融资融券;环氧丙烷;合成生物;基因测序;可降解塑料;京津冀一体化;NMN概念,151,920471.BJ,7
300896,毛发医疗;医美概念;合成生物;医疗器械概念;重组蛋白;减肥药;同花顺漂亮100;专精特新;深股通;融资融券,33,300896.SZ,10
000768,国产航母;大飞机;军民融合;军工;商业航天;无人机;低空经济;央企国企改革;西部大开发;国企改革;证金持股;深股通;融资融券;中字头股票,33,000768.SZ,14
002915,PEEK材料;固态电池;钠离子电池;氟化工概念;专精特新;光伏概念;深股通;融资融券,33,002915.SZ,8
002483,污水处理;医疗废物处理;固废处理;一带一路;人民币贬值受益;高端装备;海工装备;风电;国企改革;航运概念;天然气;深股通;融资融券,33,002483.SZ,13
301101,IP经济(谷子经济);智能穿戴;小米概念;AI眼镜;专精特新;消费电子概念;深股通;融资融券,33,301101.SZ,8
300294,生物疫苗;肝炎概念;仿制药一致性评价;国企改革;回购增持再贷款概念;央企国企改革;深股通;融资融券,33,300294.SZ,8
002687,创投,33,002687.SZ,1
600872,国企改革;粤港澳大湾区;沪股通;融资融券;稀土永磁,17,600872.SH,5
688566,创新药;肝炎概念;眼科医疗;沪股通;融资融券,17,688566.SH,5
000897,天津自贸区;雄安新区;国企改革;京津冀一体化,33,000897.SZ,4
603055,一带一路;长三角一体化;沪股通;融资融券,17,603055.SH,4
000913,冰雪产业;共同富裕示范区;中俄贸易概念;两轮车;高股息精选;创投;新能源汽车;锂电池概念;融资融券;深股通,33,000913.SZ,10
000803,固废处理;西部大开发;国企改革;工业互联网;数字经济;物联网,33,000803.SZ,6
002085,低空经济;无人机;飞行汽车(eVTOL);商业航天;航空发动机;独角兽概念;同花顺新质50;5G;海工装备;两轮车;华为汽车;比亚迪概念;碳纤维;新能源汽车;特斯拉概念;碳中和;一体化压铸;共同富裕示范区;风电;锂电池概念;融资融券;深股通,33,002085.SZ,22
001218,消毒剂,33,001218.SZ,1
301456,风电;工业母机;海工装备;融资融券,33,301456.SZ,4
300891,钛白粉概念;融资融券,33,300891.SZ,2
600082,天津自贸区;创投;京津冀一体化;国企改革,17,600082.SH,4
002551,养老概念;医疗器械概念;人民币贬值受益;粤港澳大湾区;独角兽概念,33,002551.SZ,5
000021,存储芯片;先进封装;第三代半导体;芯片概念;汽车电子;共封装光学(CPO);超级电容;新能源汽车;无人机;物联网;机器人概念;人民币贬值受益;智能电网;智能物流;储能;区块链;数字经济;医疗器械概念;虚拟电厂;央企国企改革;国企改革;深股通;融资融券,33,000021.SZ,23
000620,存储芯片;芯片概念;参股银行;京津冀一体化;乡村振兴;体育产业;旅游概念;数据要素;IP经济(谷子经济);AI智能体;短剧游戏;深股通,33,000620.SZ,12
603050,高压快充;智能电网;虚拟电厂;充电桩;储能;光伏概念;绿色电力;雄安新区;金属回收;特斯拉概念;京津冀一体化;沪股通;融资融券,17,603050.SH,13
600697,冰雪产业;物业管理;免税店;体育产业;冷链物流;旅游概念;跨境电商;中俄贸易概念;国企改革;数字经济;阿里巴巴概念;黄金概念,17,600697.SH,12
688319,幽门螺杆菌概念;流感;生物疫苗;创新药;专精特新;西部大开发;沪股通;融资融券,17,688319.SH,8
000797,物业管理;土地流转;装配式建筑;福建自贸区;国企改革;海峡两岸;跨境电商;京津冀一体化;一带一路;深股通,33,000797.SZ,10
600889,人形机器人;机器人概念;工业母机;光刻机;参股券商;国企改革;商业航天;沪股通;股权转让(并购重组),17,600889.SH,9
002516,华为汽车;新能源汽车;无人驾驶;汽车电子;消费电子概念;芯片概念;智能穿戴;汽车芯片;华为手机;先进封装;商业航天;5G;卫星导航;国企改革;绿色电力;深股通;股权转让(并购重组),33,002516.SZ,17
605169,天然气;新疆振兴;西部大开发,17,605169.SH,3
603214,三胎概念;跨境电商;托育服务;IP经济(谷子经济);拼多多概念;腾讯概念,17,603214.SH,6
600588,AI应用;ChatGPT概念;AIGC概念;ERP概念;AI智能体;财税数字化;华为鲲鹏;云计算;智慧政务;阿里巴巴概念;鸿蒙概念;信创;区块链;网络安全;智能医疗;DeepSeek概念;数字经济;中国AI 50;人工智能;互联网金融;华为概念;工业互联网;机器人概念;参股保险;参股银行;证金持股;同花顺漂亮100;沪股通;融资融券,17,600588.SH,29
000850,小金属概念;国企改革;参股银行;金属铅;金属铜;冷链物流;金属锌;创投;参股保险;参股券商;数字经济;融资融券,33,000850.SZ,12
600865,物业管理;信托概念;创投,17,600865.SH,3
603712,军工信息化;军民融合;卫星导航;商业航天;军工;大飞机;无人机;6G概念;DeepSeek概念;京津冀一体化;高铁;一带一路;国企改革;回购增持再贷款概念;融资融券;沪股通,17,603712.SH,16
001267,共封装光学(CPO);铜缆高速连接;污水处理;土壤修复;新型城镇化;乡村振兴;深股通;股权转让(并购重组),33,001267.SZ,8
002510,军民融合;大飞机;飞行汽车(eVTOL);军工;无人机;低空经济;长安汽车概念;华为汽车;工业互联网;小米概念;新能源汽车;比亚迪概念;京津冀一体化;特斯拉概念;创投;国企改革;宁德时代概念;新疆振兴;深股通;股权转让(并购重组),33,002510.SZ,20
605188,预制菜;冷链物流;智能物流;沪股通,17,605188.SH,4
301158,可燃冰;页岩气;俄乌冲突概念;天然气;新疆振兴;中俄贸易概念;一带一路;海工装备;高端装备;专精特新;融资融券,33,301158.SZ,11
605055,减速器;共同富裕示范区;机器人概念;长三角一体化,17,605055.SH,4
600892,ST板块;文化传媒概念;粤港澳大湾区;创投;网络游戏;短剧游戏;手机游戏;国企改革,22,600892.SH,8
688310,医疗器械概念;专精特新;高端装备;融资融券,17,688310.SH,4
002577,星闪概念;人工智能;跨境电商;百度概念;电子竞技;粤港澳大湾区;网络游戏;智能穿戴;机器人概念;无线耳机;无线充电;消费电子概念;融资融券;深股通,33,002577.SZ,14
002871,液冷服务器;军工;数据中心;军民融合;人民币贬值受益;一带一路;水利;人工智能;地下管网;俄乌冲突概念,33,002871.SZ,10
603611,新型工业化;人形机器人;机器人概念;人民币贬值受益;一带一路;无人驾驶;工业互联网;智能物流;宁德时代概念;锂电池概念;物联网;冷链物流;车联网(车路协同);统一大市场;互联网金融;高股息精选;沪股通,17,603611.SH,17
920035,云计算;物联网;冷链物流;专精特新;新股与次新股;融资融券;人民币贬值受益,151,920035.BJ,7
920274,2025年报预增;海峡两岸;锂电池概念;融资融券;国企改革;专精特新,151,920274.BJ,6
920570,量子科技;高端装备;风电;融资融券;芯片概念;第三代半导体;硅能源;海工装备;核电;机器人概念;新型工业化;工业母机;军工;光伏概念;专精特新,151,920570.BJ,15
600778,免税店;跨境电商;新疆振兴;西部大开发;一带一路;2025年报预增,17,600778.SH,6
000501,免税店;冰雪产业;预制菜;物业管理;网红经济;露营经济;跨境电商;参股银行;IP经济(谷子经济);创投;国企改革;白酒概念;一带一路;低空经济;数字经济;文化传媒概念;人工智能;电子竞技;黄金概念;深股通;融资融券,33,000501.SZ,21
300034,航空发动机;大飞机;军民融合;商业航天;军工;核电;3D打印;特钢概念;京津冀一体化;央企国企改革;国企改革;融资融券;深股通,33,300034.SZ,13
300933,智能电网;高压快充;特高压;充电桩;光伏概念;专精特新;机器人概念;东数西算(算力);算力租赁;融资融券,33,300933.SZ,10
301257,CRO概念;细胞免疫治疗;减肥药;智能医疗;创新药;肝炎概念;AI智能体;DeepSeek概念;融资融券,33,301257.SZ,9
000886,自由贸易港;海南自贸区;旅游概念;化债概念(AMC概念);物业管理;数字经济;车联网(车路协同);低空经济;参股银行;水利;抖音概念(字节概念);国企改革;算力租赁;东数西算(算力);数据中心;回购增持再贷款概念;2025年报预增;股权转让(并购重组);深股通,33,000886.SZ,19
300173,石墨烯;ST板块;新能源汽车;锂电池概念;储能;粤港澳大湾区;宁德时代概念;新型工业化;高端装备;固态电池;消费电子概念;机器视觉;无线耳机;华为概念;钠离子电池;国企改革;数据中心;数字经济;网络安全;数据要素;算力租赁,33,300173.SZ,21
002786,化债概念(AMC概念);粤港澳大湾区;华为汽车;机器人概念;新型工业化;新能源汽车;比亚迪概念;小米概念;国企改革;虚拟现实;华为概念;高端装备;大飞机;3D打印;宁德时代概念;消费电子概念;5G;芯片概念;深股通,33,002786.SZ,19
301078,IP经济(谷子经济);跨境电商;ChatGPT概念;AI智能体;AIGC概念;在线教育;文化传媒概念;养老概念;三胎概念;DeepSeek概念;人工智能;抖音概念(字节概念);百度概念;毛发医疗;智能穿戴;2025年报预增;AI应用;融资融券;深股通,33,301078.SZ,19
605050,统一大市场;回购增持再贷款概念;一体化压铸;新能源汽车;机器人概念;沪股通,17,605050.SH,6
000922,核电;军工;风电;水利;新能源汽车;机器人概念;氢能源;央企国企改革;国企改革;黑龙江自贸区;深股通;融资融券,33,000922.SZ,12
920273,海峡两岸;预制菜;融资融券;宠物经济;乡村振兴;专精特新,151,920273.BJ,6
000020,粤港澳大湾区;物业管理,33,000020.SZ,2
001368,露营经济;冰雪产业;足球概念;三胎概念;宠物经济;体育产业;中俄贸易概念;海峡两岸;医疗器械概念;福建自贸区;人民币贬值受益;一带一路;新型烟草(电子烟);3D打印;人工智能;多模态AI;高股息精选,33,001368.SZ,17
603099,冰雪产业;旅游概念;网约车;体育产业;特色小镇;国企改革;融资融券;沪股通,17,603099.SH,8
002616,生物质能发电;绿色电力;固废处理;粤港澳大湾区;农业种植,33,002616.SZ,5
002796,共封装光学(CPO);6G概念;5G;军工;储能;一带一路;医疗器械概念;融资融券,33,002796.SZ,8
300616,IP经济(谷子经济);养老概念;空间计算;AIGC概念;人工智能;AI智能体;小红书概念;智能物流;智能家居;海峡两岸;虚拟现实;机器人概念;MR(混合现实),33,300616.SZ,13
300743,专精特新;人民币贬值受益;回购增持再贷款概念,33,300743.SZ,3
603809,减速器;大飞机;人形机器人;成飞概念;军民融合;商业航天;华为汽车;航空发动机;无人机;军工;长安汽车概念;机器人概念;小米汽车;特斯拉概念;高铁;比亚迪概念;新能源汽车;专精特新;水利;西部大开发;融资融券;沪股通,17,603809.SH,22
600928,国企改革;西部大开发;跨境支付(CIPS);一带一路;移动支付;沪股通;融资融券,17,600928.SH,7
920198,数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;融资融券;股权转让(并购重组);数据要素;安防;国企改革;创投;人工智能,151,920198.BJ,13
300148,文化传媒概念;手机游戏;网络游戏;虚拟数字人;IP经济(谷子经济);云游戏;职业教育;区块链;AI应用;人工智能;虚拟现实;创投;2025年报预增,33,300148.SZ,13
603418,一体化压铸;华为汽车;小米汽车;注册制次新股;特斯拉概念;新能源汽车;比亚迪概念;小米概念;宁德时代概念;新股与次新股;融资融券,17,603418.SH,11
601678,环氧丙烷;煤化工概念;氟化工概念;消毒剂;锂电池概念;回购增持再贷款概念;氢能源;参股银行;参股保险;燃料电池;沪股通;融资融券,17,601678.SH,12
000948,数字货币;移动支付;ETC;互联网金融;区块链;鸿蒙概念;智慧城市;智慧政务;人脸识别;数字经济;财税数字化;信创;网络安全;华为鲲鹏;数据安全;在线教育;百度概念;DeepSeek概念;国资云;腾讯概念;元宇宙;人工智能;AI智能体;物联网;阿里巴巴概念;语音技术;多模态AI;知识产权保护;NFT概念;华为概念;创投;智能医疗;水利;机器视觉;军工信息化;军民融合;军工;数据中心;乡村振兴;信托概念;碳中和;医疗器械概念;国企改革;西部大开发;AI应用;深股通;融资融券,33,000948.SZ,47
600222,流感;创新药;CRO概念;三胎概念;养老概念;农业种植;参股银行;乡村振兴;国企改革;融资融券;股权转让(并购重组),17,600222.SH,11
000536,MicroLED概念;MiniLED;OLED;消费电子概念;福建自贸区;华为手机;海峡两岸;华为概念;新能源汽车;芯片概念;国企改革;深股通;融资融券,33,000536.SZ,13
688223,BC电池;TOPCON电池;钙钛矿电池;光伏概念;储能;同花顺漂亮100;数据中心;DeepSeek概念;人民币贬值受益;沪股通;融资融券,17,688223.SH,11
300976,脑机接口;汽车电子;智能穿戴;消费电子概念;小米概念;苹果概念;芯片概念;柔性屏(折叠屏);比亚迪概念;虚拟现实;华为概念;新能源汽车;特斯拉概念;粤港澳大湾区;宁德时代概念;抖音概念(字节概念);碳纤维;光伏概念;储能;创投;深股通;融资融券,33,300976.SZ,22
300235,虚拟数字人;在线教育;ChatGPT概念;短剧游戏;职业教育;区块链;AI智能体;华为鲲鹏;阿里巴巴概念;DeepSeek概念;人工智能;华为概念;AI应用,33,300235.SZ,13
601965,动力电池回收;燃料电池;氢能源;华为汽车;新能源汽车;央企国企改革;国企改革;机器人概念;西部大开发;无人驾驶;无人机;汽车电子;车联网(车路协同);华为概念;DeepSeek概念;中字头股票;沪股通;融资融券,17,601965.SH,18
920022,新能源汽车;氢能源;比亚迪概念;传感器;专精特新;新股与次新股;融资融券,151,920022.BJ,7
301108,三胎概念;宠物经济;合成生物;重组蛋白;2025年报预增;融资融券,33,301108.SZ,6
601238,同花顺漂亮100;两轮车;网约车;国企改革;动力电池回收;飞行汽车(eVTOL);华为汽车;燃料电池;氢能源;固态电池;石墨烯;低空经济;锂电池概念;车联网(车路协同);机器人概念;宁德时代概念;无人驾驶;新能源汽车;商业航天;智能座舱;人形机器人;充电桩;沪股通;融资融券;华为概念;汽车芯片;英伟达概念,17,601238.SH,27
301502,家用电器;智能家居;医疗器械概念;小米概念;养老概念;融资融券,33,301502.SZ,6
920682,光纤概念;海工装备;军工;风电;金属铜;融资融券;特高压;核电;光伏概念;充电桩;专精特新,151,920682.BJ,11
603869,ST板块;物联网;华为概念;西部大开发;智慧城市;人工智能;ETC;数字经济;DeepSeek概念;算力租赁;多模态AI,22,603869.SH,11
300888,医药电商;医美概念;三胎概念;养老概念;医疗器械概念;跨境电商;深股通;融资融券,33,300888.SZ,8
688115,WiFi 6;虚拟现实;数字孪生;华为概念;机器视觉;芯片概念;军工;新型工业化;工业互联网;苹果概念;股权转让(并购重组);融资融券,17,688115.SH,12
600056,医药电商;创新药;流感;仿制药一致性评价;肝炎概念;猴痘概念;中字头股票;证金持股;沪股通;融资融券;医疗器械概念;央企国企改革;国企改革;脑机接口,17,600056.SH,14
000736,物业管理;ST板块;参股券商;国企改革;西部大开发;雄安新区;央企国企改革,33,000736.SZ,7
301262,短剧游戏;文化传媒概念;AIGC概念;在线教育;抖音概念(字节概念);IP经济(谷子经济);腾讯概念;智慧政务;虚拟现实;数字乡村;旅游概念;人工智能;人脸识别;数字经济;DeepSeek概念;语音技术;AI应用;东数西算(算力);数字孪生;养老概念;宠物经济;国企改革;深股通;融资融券,33,301262.SZ,24
300726,芯片概念;5G;超级电容;华为海思概念股;传感器;商业航天;军工;大飞机;海工装备;华为概念;深股通;融资融券,33,300726.SZ,12
920519,西部大开发;融资融券;专精特新;军工,151,920519.BJ,4
920770,融资融券;绿色电力;光伏概念,151,920770.BJ,3
920266,西部大开发;融资融券;农业种植;医药电商,151,920266.BJ,4
301110,小红书概念;AI智能体;抖音概念(字节概念);数据要素;阿里巴巴概念;人工智能;跨境电商;三胎概念;宠物经济;AI应用;深股通;融资融券,33,301110.SZ,12
603359,新型城镇化;土壤修复;PPP概念;生态农业;雄安新区;地下管网;水利;污水处理;乡村振兴;农业种植;碳中和;一带一路;新疆振兴;碳交易;股权转让(并购重组),17,603359.SH,15
002707,冰雪产业;旅游概念;AI应用;IP经济(谷子经济);体育产业;露营经济;足球概念;区块链;跨境支付(CIPS);AI智能体;阿里巴巴概念;互联网金融;宠物经济;乡村振兴;人工智能;京津冀一体化;一带一路;深股通;融资融券,33,002707.SZ,19
301616,专精特新;高端装备;机器人概念;2025年报预增;可降解塑料;参股银行;融资融券,33,301616.SZ,7
605183,专精特新;一带一路;沪股通,17,605183.SH,3
601086,IP经济(谷子经济);参股券商;家用电器;西部大开发;沪股通,17,601086.SH,5
600289,ST板块;黑龙江自贸区;智能物流;智慧城市;车联网(车路协同);工业互联网;东数西算(算力);网络安全;数据安全;人工智能,22,600289.SH,10
600460,国家大基金持股;MCU芯片;汽车芯片;先进封装;第三代半导体;芯片概念;OLED;消费电子概念;汽车电子;小米概念;传感器;智能穿戴;MiniLED;比亚迪概念;新能源汽车;华为概念;2025年报预增;光伏概念;家用电器;长三角一体化;共同富裕示范区;风电;沪股通;融资融券,17,600460.SH,24
002985,成飞概念;大飞机;军民融合;商业航天;无人机;军工;卫星导航;低空经济;高铁;高端装备;京津冀一体化;芯片概念;2025年报预增;融资融券;深股通,33,002985.SZ,15
002971,氟化工概念;燃料电池;氢能源;有机硅概念;芯片概念;专精特新;天然气;深股通,33,002971.SZ,8
600444,水利;污水处理;核电;海工装备;机器人概念;光热发电;可控核聚变;芯片概念;锂电池概念;数据中心;氢能源;动力电池回收;国企改革;央企国企改革;盐湖提锂;金属回收,17,600444.SH,16
300360,智能电网;电力物联网;虚拟电厂;充电桩;高压快充;物联网;一带一路;共同富裕示范区;创投;深股通;融资融券,33,300360.SZ,11
920925,2025年报预增;融资融券;跨境电商;芯片概念;智能医疗;医疗器械概念;人民币贬值受益;专精特新,151,920925.BJ,8
600606,特色小镇;物业管理;旅游概念;参股银行;养老概念;PPP概念;新型城镇化;互联网金融;碳交易;蚂蚁集团概念;一带一路;独角兽概念;煤炭概念;智慧城市;元宇宙;沪股通;融资融券,17,600606.SH,17
600202,中俄贸易概念;黑龙江自贸区;一带一路;创投;国企改革;回购增持再贷款概念;核电;超超临界发电,17,600202.SH,8
300311,人脸识别;网络安全;区块链;数字经济;数据安全;智慧政务;华为鲲鹏;人工智能;工业互联网;电子身份证;DeepSeek概念;车联网(车路协同);数据中心;粤港澳大湾区;创投;ST板块;网络游戏,33,300311.SZ,17
600500,环氧丙烷;代糖概念;央企国企改革;国企改革;动力电池回收;一带一路;中字头股票;宁德时代概念;上海自贸区;沪股通;融资融券,17,600500.SH,11
300869,幽门螺杆菌概念;宠物经济;医疗器械概念;医药电商;三胎概念;养老概念;智能医疗;血氧仪;跨境电商;人民币贬值受益;智能穿戴;深股通;融资融券,33,300869.SZ,13
603029,供销社;农机;乡村振兴;专精特新;新型工业化;新疆振兴,17,603029.SH,6
688576,医疗器械概念;专精特新;西部大开发;融资融券,17,688576.SH,4
301072,新能源汽车;比亚迪概念;融资融券,33,301072.SZ,3
600505,绿色电力;风电;国企改革;西部大开发;充电桩;央企国企改革;光伏概念;沪股通;融资融券,17,600505.SH,9
002007,禽流感;生物疫苗;流感;肝炎概念;创新药;重组蛋白;深股通;融资融券,33,002007.SZ,8
300412,CRO概念;合成生物;医疗器械概念;共同富裕示范区;创新药;智能医疗;智能物流;专精特新;光伏建筑一体化;人工智能;数字孪生;新型工业化;机器人概念;啤酒概念;光刻胶,33,300412.SZ,15
920227,AI应用;阿里巴巴概念;融资融券;拼多多概念;抖音概念(字节概念);小红书概念;ERP概念,151,920227.BJ,7
002130,消费电子概念;3D打印;新能源汽车;铜缆高速连接;比亚迪概念;人形机器人;超导概念;华为海思概念股;机器人概念;高压快充;海峡两岸;粤港澳大湾区;医疗器械概念;华为概念;工业互联网;充电桩;军工;数据中心;核电;大飞机;锂电池概念;同花顺新质50;智能电网;风电;互联网金融;绿色电力;深股通;融资融券,33,002130.SZ,28
301525,汽车电子;汽车热管理;人形机器人;专精特新;新能源汽车;机器人概念;空气能热泵;数据中心;冷链物流;深股通;融资融券,33,301525.SZ,11
300281,工业互联网;中俄贸易概念;粤港澳大湾区;高端装备;养老概念;可降解塑料;商业航天;卫星导航;碳中和;国企改革;风电;PVDF概念;绿色电力,33,300281.SZ,13
301376,跨境电商;露营经济;体育产业;宠物经济;网红经济;创投;足球概念;数字经济;人民币贬值受益;ChatGPT概念;深股通;融资融券,33,301376.SZ,12
000012,硅能源;光伏建筑一体化;建筑节能;雄安新区;一带一路;光伏概念;OLED;军工;特斯拉概念;消费电子概念;汽车电子;深股通;融资融券,33,000012.SZ,13
603739,CRO概念;合成生物;动物疫苗;幽门螺杆菌概念;流感;宠物经济;禽流感;代糖概念;食品安全;土壤修复;人工智能;化肥,17,603739.SH,12
301195,鸿蒙概念;物联网;人工智能;DeepSeek概念;华为概念;机器视觉;无人驾驶;5G;工业互联网;机器人概念;卫星导航;专精特新;商业航天;芯片概念;融资融券,33,301195.SZ,15
002659,智谱AI;在线教育;百度概念;腾讯概念;职业教育;人工智能;数字经济;华为概念;京津冀一体化;体育产业;足球概念;冰雪产业;国企改革;股权转让(并购重组),33,002659.SZ,14
600638,租售同权;物业管理;信托概念;国企改革;互联网金融;期货概念,17,600638.SH,6
688665,传感器;汽车电子;小米概念;新能源汽车;专精特新;PM2.5;储能;锂电池概念;固态电池;沪股通;融资融券,17,688665.SH,11
920985,石墨电极;融资融券;氢能源;换电概念;光伏概念;储能;TOPCON电池;HJT电池,151,920985.BJ,8
000936,创投;参股银行;参股券商;国企改革;深股通;融资融券,33,000936.SZ,6
688509,时空大数据;数字乡村;信创;华为欧拉;空间计算;数据要素;智慧城市;卫星导航;数字经济;人工智能;军工信息化;DeepSeek概念;物联网;低空经济;无人机;华为概念;PPP概念;地下管网;央企国企改革;国企改革;碳交易;融资融券,17,688509.SH,22
603767,减速器;长安汽车概念;农机;新能源汽车;共同富裕示范区;乡村振兴;沪股通,17,603767.SH,7
603566,动物疫苗;禽流感;宠物经济;医药电商;中俄贸易概念;2025年报预增;创投;沪股通;融资融券,17,603566.SH,9
603733,超级电容;绿色电力;碳交易;回购增持再贷款概念;固废处理;参股券商;烟草;医疗器械概念;融资融券;沪股通,17,603733.SH,10
