code,所属概念,market_code,股票代码,所属概念数量
688699,先进封装;芯片概念;MiniLED;专精特新;融资融券,17,688699.SH,5
002426,PET铜箔;AI PC;苹果概念;消费电子概念;AI眼镜;小米概念;智能穿戴;新能源汽车;新型工业化;特斯拉概念;华为概念;锂电池概念;人民币贬值受益;一体化压铸;一带一路;深股通;融资融券,33,002426.SZ,17
300449,数字水印;知识产权保护;网络安全;人脸识别;车联网(车路协同);AI智能体;安防;智慧城市;东数西算(算力);人工智能;华为概念;军工;垃圾分类;股权转让(并购重组),33,300449.SZ,14
603585,,17,603585.SH,0
300514,电力物联网;智能电网;充电桩;智慧灯杆;虚拟电厂;智能家居;物联网;传感器;粤港澳大湾区;5G;芯片概念,33,300514.SZ,11
002818,智能家居;西部大开发;高股息精选;网红经济;互联网金融;鸿蒙概念;军工;深股通,33,002818.SZ,8
601065,国企改革;锂电池概念;储能;盐湖提锂;工业互联网;海峡两岸;沪股通;融资融券,17,601065.SH,8
002162,海峡两岸;牙科医疗;职业教育;人工智能;智能医疗;养老概念;三胎概念;创投;机器人概念;民营医院;辅助生殖;参股保险;物业管理;租售同权,33,002162.SZ,14
600423,消毒剂;煤化工概念;国企改革;西部大开发;芯片概念,17,600423.SH,5
688238,细胞免疫治疗;基因测序;CRO概念;重组蛋白;智能医疗;人工智能;专精特新;上海自贸区;融资融券,17,688238.SH,9
002376,无人零售;智能物流;物联网;新型工业化;机器人概念;机器视觉;传感器;人工智能;数字货币;换电概念;信创;冷链物流;智慧政务;芯片概念;虚拟数字人;锂电池概念;PCB概念;深股通;融资融券,33,002376.SZ,19
600415,AI应用;跨境支付(CIPS);网红经济;移动支付;数字货币;IP经济(谷子经济);数据要素;跨境电商;虚拟数字人;超级品牌;DeepSeek概念;数字经济;人工智能;阿里巴巴概念;参股券商;共同富裕示范区;统一大市场;中俄贸易概念;国企改革;数据中心;一带一路;回购增持再贷款概念;绿色电力;同花顺出海50;沪股通;融资融券;同花顺中特估100,17,600415.SH,27
601882,工业母机;新型工业化;高端装备;共同富裕示范区;融资融券;沪股通,17,601882.SH,6
600862,航空发动机;大飞机;商业航天;军工;无人机;低空经济;碳纤维;飞行汽车(eVTOL);高端装备;高铁;工业母机;人形机器人;央企国企改革;创投;国企改革;沪股通;中字头股票;融资融券,17,600862.SH,18
600703,MicroLED概念;MiniLED;汽车芯片;第三代半导体;AI眼镜;共封装光学(CPO);芯片概念;消费电子概念;苹果概念;小米概念;商业航天;5G;卫星导航;数据中心;无人驾驶;比亚迪概念;光伏概念;华为汽车;新能源汽车;充电桩;数字经济;福建自贸区;海峡两岸;金属回收;同花顺漂亮100;沪股通;融资融券;先进封装,17,600703.SH,28
920821,融资融券;虚拟现实;消费电子概念;汽车电子;新能源汽车;共封装光学(CPO);传感器;人民币贬值受益;专精特新;PCB概念;AI眼镜,151,920821.BJ,11
300678,脑机接口;多模态AI;AIGC概念;信创;数据安全;华为鲲鹏;AI智能体;智慧政务;阿里巴巴概念;数据要素;网络安全;智能医疗;人脸识别;人工智能;DeepSeek概念;数字经济;智慧城市;安防;物联网;华为概念;智能穿戴;低空经济;AI应用;机器视觉;工业互联网;医疗器械概念;数据中心;无人驾驶;新型工业化;机器人概念;军工;专精特新;烟草;新型烟草(电子烟);比亚迪概念;西部大开发;锂电池概念;国企改革;融资融券;深股通;中字头股票,33,300678.SZ,41
003037,装配式建筑;地下管网;新型城镇化;水利;智能物流;一带一路;水泥概念;海工装备;粤港澳大湾区;回购增持再贷款概念;风电;新疆振兴;光伏概念;2025年报预增,33,003037.SZ,14
300628,福建自贸区;云办公;信创;工业互联网;腾讯概念;海峡两岸;人民币贬值受益;AI应用;深股通;融资融券,33,300628.SZ,10
003003,跨境电商;冷链物流;可降解塑料;工业互联网,33,003003.SZ,4
600192,智能电网;风电;充电桩;核电;燃料电池;光伏概念;军工;西部大开发;商业航天;国企改革;融资融券,17,600192.SH,11
300534,流感;医药电商;创新药;三胎概念;医疗器械概念;食品安全;中俄贸易概念;西部大开发;专精特新;国企改革;2025年报预增;参股券商;股权转让(并购重组),33,300534.SZ,13
603939,医药电商;家庭医生;沪股通;融资融券,17,603939.SH,4
688012,中芯国际概念;国家大基金持股;存储芯片;先进封装;芯片概念;同花顺新质50;MiniLED;工业互联网;区块链;沪股通;融资融券,17,688012.SH,11
603076,C2M概念;啤酒概念;融资融券,17,603076.SH,3
002068,PVDF概念;锂电池概念;固态电池;碳中和;回购增持再贷款概念;国企改革;深股通;融资融券,33,002068.SZ,8
301618,粤港澳大湾区;专精特新;深股通;融资融券,33,301618.SZ,4
603886,IP经济(谷子经济);长三角一体化;高股息精选;海峡两岸,17,603886.SH,4
000090,租售同权;物业管理;深圳国企改革;新型城镇化;国企改革;粤港澳大湾区;人工智能;数字孪生;机器人概念;深股通;融资融券,33,000090.SZ,11
002079,BC电池;HJT电池;TOPCON电池;钙钛矿电池;第三代半导体;先进封装;光伏概念;汽车芯片;芯片概念;传感器;无线耳机;人形机器人;消费电子概念;小米概念;智能穿戴;比亚迪概念;汽车电子;苹果概念;虚拟现实;5G;华为概念;物联网;储能;创投;深股通;融资融券;股权转让(并购重组),33,002079.SZ,27
600271,电子身份证;ETC;财税数字化;移动支付;数字货币;人脸识别;智慧城市;网络安全;信创;智慧政务;数字经济;ERP概念;互联网金融;数据要素;区块链;物联网;AI智能体;ChatGPT概念;职业教育;人工智能;腾讯概念;DeepSeek概念;蚂蚁集团概念;智能物流;海峡两岸;食品安全;央企国企改革;数据中心;芯片概念;MCU芯片;液冷服务器;国企改革;AI应用;沪股通;融资融券,17,600271.SH,35
002159,冰雪产业;露营经济;旅游概念;特色小镇;IP经济(谷子经济);体育产业;文化传媒概念;国企改革;参股券商,33,002159.SZ,9
300322,太赫兹;商业航天;卫星导航;6G概念;毫米波雷达;WiFi 6;无人机;无线充电;5G;汽车电子;芯片概念;先进封装;智能穿戴;AI眼镜;传感器;液冷服务器;消费电子概念;小米概念;无人驾驶;特斯拉概念;车联网(车路协同);汽车热管理;比亚迪概念;机器人概念;物联网;华为概念;虚拟现实;新能源汽车;海峡两岸;元宇宙;粤港澳大湾区;储能;深股通;融资融券,33,300322.SZ,34
920124,粤港澳大湾区;新能源汽车;新股与次新股;融资融券,151,920124.BJ,4
603255,POE胶膜;TOPCON电池,17,603255.SH,2
688206,存储芯片;芯片概念;专精特新;股权转让(并购重组);沪股通;融资融券,17,688206.SH,6
002920,智能座舱;同花顺新质50;无人驾驶;华为汽车;小米汽车;传感器;长安汽车概念;英伟达概念;汽车电子;毫米波雷达;车联网(车路协同);比亚迪概念;机器人概念;华为概念;百度概念;粤港澳大湾区;数字经济;海峡两岸;中国AI 50;回购增持再贷款概念;深股通;融资融券,33,002920.SZ,22
000791,超超临界发电;绿色电力;风电;国企改革;西部大开发;东数西算(算力);股权转让(并购重组);融资融券;深股通,33,000791.SZ,9
300176,粤港澳大湾区;低空经济;人民币贬值受益;新能源汽车;2025年报预增;特斯拉概念;宁德时代概念;股权转让(并购重组),33,300176.SZ,8
603018,高铁;水利;新型城镇化;乡村振兴;低空经济;智慧城市;车联网(车路协同);数字孪生;物联网;光伏建筑一体化;PPP概念;数字经济;无人驾驶;空间计算;人工智能;智慧灯杆;华为概念;DeepSeek概念;数字乡村;雅下水电概念;机器视觉;毫米波雷达;虚拟现实;腾讯概念;ChatGPT概念;数据中心;碳中和;虚拟数字人;AIGC概念;沪股通;融资融券,17,603018.SH,31
000895,养鸡;猪肉;高股息精选;超级品牌;预制菜;人造肉;统一大市场;证金持股;深股通;融资融券,33,000895.SZ,10
688379,共封装光学(CPO);液冷服务器;芯片概念;商业航天;无人机;新能源汽车;核电;人形机器人;2025年报预增;低空经济;高铁;机器人概念;光伏概念;锂电池概念;风电;共同富裕示范区;绿色电力;融资融券,17,688379.SH,18
301211,流感;肝炎概念;仿制药一致性评价;维生素;CRO概念;深股通;融资融券,33,301211.SZ,7
605337,乳业;啤酒概念;共同富裕示范区;养老概念;沪股通,17,605337.SH,5
301038,新型城镇化;地下管网;PPP概念;水利;物业管理;污水处理;乡村振兴;物联网;数字孪生;粤港澳大湾区;深圳国企改革;DeepSeek概念;华为概念;光伏概念;智慧政务;国企改革;雅下水电概念;抽水蓄能;深股通;融资融券,33,301038.SZ,20
688563,航空发动机;大飞机;军民融合;商业航天;军工;无人机;核电;机器人概念;央企国企改革;国企改革;沪股通;融资融券,17,688563.SH,12
300106,乳业;三胎概念;乡村振兴;养老概念;国企改革;西部大开发;新疆振兴;股权转让(并购重组),33,300106.SZ,8
688232,MLOps概念;智谱AI;AI智能体;虚拟数字人;数据要素;鸿蒙概念;智慧政务;云计算;百度概念;阿里巴巴概念;区块链;腾讯概念;DeepSeek概念;数字经济;人工智能;智慧城市;华为概念;AI应用;房屋检测;沪股通;融资融券,17,688232.SH,21
301489,液冷服务器;富士康概念;AI PC;消费电子概念;AI手机;AI眼镜;无线充电;小米概念;专精特新;汽车热管理;比亚迪概念;小米汽车;新能源汽车;华为概念;储能;石墨烯;机器人概念;智能家居;一带一路;深股通;融资融券,33,301489.SZ,21
002191,IP经济(谷子经济);烟草;区块链;蚂蚁集团概念;物联网;粤港澳大湾区;新型烟草(电子烟);芯片概念;PET铜箔;深股通;融资融券,33,002191.SZ,11
688187,特高压;柔性直流输电;高铁;风电;海工装备;光伏概念;储能;充电桩;央企国企改革;新能源汽车;氢能源;一带一路;长安汽车概念;机器人概念;传感器;第三代半导体;小米概念;国企改革;无人驾驶;芯片概念;数据中心;国家大基金持股;汽车芯片;数据要素;可燃冰;沪股通;融资融券,17,688187.SH,27
000717,特钢概念;国企改革;央企国企改革;乡村振兴;氢能源;核电;DeepSeek概念;人工智能;机器人概念;融资融券;深股通;中字头股票,33,000717.SZ,12
688067,医疗器械概念;专精特新;辅助生殖;三胎概念;机器视觉;智能医疗;幽门螺杆菌概念;人工智能;医药电商;融资融券,17,688067.SH,10
002722,创投;语音技术;人工智能;独角兽概念;高端装备;燃料电池;国企改革;氢能源;AIGC概念;ChatGPT概念;特钢概念,33,002722.SZ,11
603392,猴痘概念;流感;生物疫苗;幽门螺杆菌概念;创新药;智能医疗;DeepSeek概念;同花顺漂亮100;融资融券;沪股通,17,603392.SH,10
002406,长安汽车概念;机器人概念;新能源汽车;中俄贸易概念;工业互联网;军工;军民融合;深股通,33,002406.SZ,8
688737,碳纤维;新能源汽车;专精特新;长安汽车概念;固态电池;燃料电池;储能;钠离子电池;氢能源;绿色电力;西部大开发;融资融券,17,688737.SH,12
002556,化肥;粮食概念;供销社;土地流转;玉米;磷化工;农村电商;农业种植;煤化工概念;染料;民爆概念;乡村振兴;维生素;建筑节能;装配式建筑;统一大市场;毛发医疗;生物质能发电;医美概念;创投;数字乡村;互联网金融;光伏概念;融资融券;深股通,33,002556.SZ,25
002270,特高压;工业母机;高端装备;专精特新;绿色电力;机器人概念;深股通;融资融券,33,002270.SZ,8
600559,白酒概念;国企改革;京津冀一体化;沪股通;融资融券,17,600559.SH,5
603028,AI应用;专精特新;创投;机器人概念;光伏建筑一体化;光伏概念;人形机器人;海工装备;风电;特钢概念;细胞免疫治疗;TOPCON电池;国企改革,17,603028.SH,13
301316,信创;云计算;财税数字化;多模态AI;阿里巴巴概念;百度概念;AI智能体;ChatGPT概念;车联网(车路协同);数据要素;抖音概念(字节概念);智能音箱;华为海思概念股;物联网;华为概念;AIGC概念;5G;人工智能;DeepSeek概念;数字经济;虚拟现实;机器视觉;互联网金融;智能穿戴;小米概念;小红书概念;芯片概念;智能医疗;小米汽车;AI应用;股权转让(并购重组);深股通;融资融券,33,301316.SZ,33
603366,蚂蚁集团概念;空气能热泵;建筑节能;区块链;储能;创投;光伏概念;参股银行;智能家居;充电桩;家用电器;华为概念;特斯拉概念;融资融券;沪股通,17,603366.SH,15
300292,移动支付;阿里巴巴概念;信创;华为概念;百度概念;车联网(车路协同);物联网;数字经济;鸿蒙概念;云计算;DeepSeek概念;5G;华为鲲鹏;数据中心;ChatGPT概念;毫米波雷达;跨境电商;汽车电子;智能座舱;军工;传感器;长安汽车概念;新能源汽车;储能;汽车热管理;光纤概念;深股通,33,300292.SZ,27
603686,机器人概念;新能源汽车;海峡两岸;无人驾驶;车联网(车路协同);工业互联网;智慧城市;华为概念;智慧政务;充电桩;人工智能;垃圾分类;物业管理;中俄贸易概念;动力电池回收;PPP概念;锂电池概念;固废处理;氢能源;生物质能发电;金属回收;金属镍;沪股通;融资融券,17,603686.SH,24
600493,创投;海峡两岸;人民币贬值受益,17,600493.SH,3
920685,基因测序;融资融券;合成生物;专精特新,151,920685.BJ,4
000828,期货概念;参股券商;高股息精选;PPP概念;国企改革;动力电池回收;粤港澳大湾区;充电桩;深股通;融资融券;新能源汽车,33,000828.SZ,11
300188,Sora概念(文生视频);数据安全;财税数字化;华为鲲鹏;数据确权;知识产权保护;ChatGPT概念;电子身份证;国资云;AIGC概念;信创;鸿蒙概念;AI智能体;网络安全;阿里巴巴概念;腾讯概念;数字货币;国产操作系统;数据要素;区块链;元宇宙;人脸识别;数字乡村;DeepSeek概念;数字经济;车联网(车路协同);东数西算(算力);人工智能;职业教育;智慧城市;EDR概念;安防;华为概念;低空经济;数据中心;无人机;军工;智能穿戴;食品安全;机器人概念;AI眼镜;AI应用;福建自贸区;海峡两岸;消费电子概念;国企改革;央企国企改革;深股通;融资融券,33,300188.SZ,49
300880,电力物联网;虚拟电厂;智能电网;高压快充;充电桩;储能;物联网;鸿蒙概念;传感器;专精特新;融资融券,33,300880.SZ,11
600455,职业教育;鸿蒙概念;国企改革;西部大开发,17,600455.SH,4
002811,装配式建筑;一带一路;人工智能;IP经济(谷子经济);数字经济;DeepSeek概念;AIGC概念;云计算,33,002811.SZ,8
002243,脑机接口;东数西算(算力);毫米波雷达;芯片概念;智慧城市;数据中心;数字经济;创投;建筑节能;深圳国企改革;锂电池概念;物业管理;可降解塑料;冷链物流;国企改革;深股通;融资融券,33,002243.SZ,17
601319,中字头股票;同花顺中特估100;蚂蚁集团概念;国企改革;融资融券;沪股通,17,601319.SH,6
301058,粮食概念;大豆;乡村振兴;冷链物流;中俄贸易概念;国企改革;一带一路;冰雪产业;农机;央企国企改革;体育产业;食品安全;高端装备;机器人概念;深股通;中字头股票;融资融券,33,301058.SZ,17
301175,医疗废物处理;生物质能发电;商业航天;海峡两岸;专精特新;固废处理;绿色电力;碳中和;华为概念;一带一路;人工智能;乡村振兴;国企改革;深股通;中字头股票;融资融券,33,301175.SZ,16
600319,钒电池;国企改革;储能,17,600319.SH,3
600261,智能家居;人民币贬值受益;氢能源;证金持股;融资融券,17,600261.SH,5
920781,高端装备;西部大开发;融资融券;核电;核污染防治;天然气;军工;专精特新,151,920781.BJ,8
301156,维生素;合成生物;宠物经济;中俄贸易概念;一带一路;俄乌冲突概念;融资融券,33,301156.SZ,7
688623,传感器;比亚迪概念;专精特新;机器视觉;锂电池概念;融资融券,17,688623.SH,6
688065,合成生物;可降解塑料;同花顺新质50;专精特新;沪股通;融资融券,17,688065.SH,6
688393,腾讯概念;人工智能;华为概念;肝炎概念;融资融券,17,688393.SH,5
688639,维生素;合成生物;可降解塑料;人工智能;同花顺新质50;融资融券;沪股通,17,688639.SH,7
603931,光刻胶;OLED;芯片概念;沪股通,17,603931.SH,4
600203,智慧灯杆;无人机;智能座舱;智能穿戴;小米概念;智能音箱;机器人概念;卫星导航;华为概念;汽车电子;柔性屏(折叠屏);5G;智能家居;消费电子概念;无线耳机;海峡两岸;华为手机;MiniLED;福建自贸区;抖音概念(字节概念);国企改革;融资融券;沪股通,17,600203.SH,23
003032,人形机器人;机器人概念;ST板块;华为概念;职业教育;在线教育;鸿蒙概念;阿里巴巴概念;ChatGPT概念;智谱AI;短剧游戏,33,003032.SZ,11
603402,旅游概念;注册制次新股;文化传媒概念;西部大开发;国企改革;新股与次新股;融资融券,17,603402.SH,7
002262,医药电商;仿制药一致性评价;创新药;阿尔茨海默概念;猴痘概念;芬太尼;医疗器械概念;智能医疗;深股通;融资融券,33,002262.SZ,10
688218,人形机器人;新型工业化;特斯拉概念;机器人概念;新能源汽车;机器视觉;无线充电;专精特新;低空经济;高端装备;储能;创投;人工智能;宁德时代概念;DeepSeek概念;融资融券,17,688218.SH,16
300008,军民融合;军工;太赫兹;海工装备;高端装备;数字孪生;人工智能;专精特新;2025年报预增;机器人概念;一带一路;垃圾分类;风电;航运概念;天然气;深股通;融资融券,33,300008.SZ,17
688027,量子科技;商业航天;芯片概念;军工;专精特新;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,17,688027.SH,10
688671,新型城镇化;物联网;水利;专精特新;核污染防治;智慧城市;数字经济;污水处理;数据要素;海工装备;碳中和;AIGC概念;融资融券,17,688671.SH,13
300937,智能医疗;医药电商;人工智能;DeepSeek概念;西部大开发;融资融券,33,300937.SZ,6
002767,新型工业化;传感器;水利;机器人概念;物联网;芯片概念;华为概念;毫米波雷达;智慧城市;量子科技;DeepSeek概念,33,002767.SZ,11
600439,参股银行;跨境电商;网红经济;一带一路;人民币贬值受益,17,600439.SH,5
300528,短剧游戏;文化传媒概念;国企改革;深股通,33,300528.SZ,4
001366,合成生物;乡村振兴;粤港澳大湾区,33,001366.SZ,3
920378,特斯拉概念;融资融券;机器人概念;专精特新;新能源汽车,151,920378.BJ,5
603970,供销社;农业种植;草甘膦;乡村振兴;农机;京津冀一体化;无人机,17,603970.SH,7
300981,宠物经济;医疗器械概念;智能医疗;核污染防治;人民币贬值受益;专精特新;国企改革;融资融券;深股通,33,300981.SZ,9
300928,车联网(车路协同);长安汽车概念;无人驾驶;低空经济;华为汽车;飞行汽车(eVTOL);智能座舱;比亚迪概念;新能源汽车;卫星导航;汽车电子;锂电池概念;MiniLED;OLED;固态电池;融资融券,33,300928.SZ,16
600020,信托概念;参股保险;参股银行;国企改革;化债概念(AMC概念);回购增持再贷款概念;充电桩;创投;AI应用;文化传媒概念;沪股通;融资融券,17,600020.SH,12
002206,人民币贬值受益;回购增持再贷款概念;长三角一体化;一带一路;中俄贸易概念;创投;工业互联网;光伏概念;PEEK材料;新能源汽车;海工装备;俄乌冲突概念;深股通;融资融券,33,002206.SZ,14
920735,流感;融资融券;创新药;减肥药;仿制药一致性评价,151,920735.BJ,5
688329,医疗器械概念;智能医疗;专精特新;人工智能;DeepSeek概念;低空经济;融资融券,17,688329.SH,7
600838,物业管理;参股券商;国企改革;融资融券,17,600838.SH,4
600814,共同富裕示范区;体育产业;国企改革;IP经济(谷子经济);元宇宙;MR(混合现实);沪股通,17,600814.SH,7
603823,PEEK材料;钠离子电池;光刻胶;沪股通,17,603823.SH,4
301198,华为概念;跨境电商;智能物流;比亚迪概念;特斯拉概念;融资融券,33,301198.SZ,6
688535,存储芯片;先进封装;汽车芯片;芯片概念;汽车电子;专精特新;华为概念;光伏概念;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券,17,688535.SH,12
603586,新能源汽车;高铁;比亚迪概念;人民币贬值受益;2025年报预增,17,603586.SH,5
000655,金属铜;小金属概念;钒电池;国企改革;深股通;融资融券,33,000655.SZ,6
600662,AI应用;云办公;AI智能体;财税数字化;职业教育;智慧政务;DeepSeek概念;上海国企改革;人工智能;统一大市场;国企改革;融资融券;沪股通,17,600662.SH,13
002059,旅游概念;网约车;参股银行;国企改革;虚拟数字人;元宇宙;人工智能;AIGC概念;虚拟现实;西部大开发;机器人概念;央企国企改革;人形机器人;深股通,33,002059.SZ,14
600468,柔性直流输电;智能电网;风电;可控核聚变;核电;海工装备;储能;军民融合;超导概念;氢能源;军工;京津冀一体化;一带一路;国企改革;沪股通,17,600468.SH,15
603086,大豆;生态农业;人民币贬值受益;创新药,17,603086.SH,4
002886,PCB概念;富士康概念;毫米波雷达;先进封装;3D打印;新型烟草(电子烟);PEEK材料;芯片概念;小米概念;小米汽车;特斯拉概念;5G;专精特新;人形机器人;新能源汽车;无人机;华为汽车;碳纤维;6G概念;机器人概念;低空经济;商业航天;军工;2025年报预增;华为概念;石墨烯;粤港澳大湾区;光伏概念;核电;特高压;合成生物;深股通,33,002886.SZ,32
605009,三胎概念;宠物经济;养老概念;共同富裕示范区;沪股通,17,605009.SH,5
300482,芬太尼;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;医药电商;辅助生殖;宠物经济;工业大麻;三胎概念;医疗器械概念;智能医疗;食品安全;DeepSeek概念;粤港澳大湾区;腾讯概念;人工智能;AI应用;深股通;融资融券,33,300482.SZ,21
300775,航空发动机;大飞机;军民融合;商业航天;卫星导航;军工;无人机;海工装备;高端装备;专精特新;西部大开发;融资融券;深股通,33,300775.SZ,13
300161,工业母机;新型工业化;工业互联网;机器人概念;高端装备;新能源汽车;军工;数据中心;航空发动机;数字孪生;人工智能;智能物流;阿里巴巴概念;锂电池概念;职业教育;深股通,33,300161.SZ,16
002495,预制菜;创投,33,002495.SZ,2
600368,统一大市场;物业管理;冷链物流;国企改革;乡村振兴;西部大开发;数字乡村;人工智能;沪股通;融资融券,17,600368.SH,10
002098,网红经济;跨境电商;海峡两岸;跨境支付(CIPS),33,002098.SZ,4
920402,融资融券;芯片概念;碳中和;硅能源;氢能源;国企改革;光伏概念,151,920402.BJ,7
688270,卫星导航;军工信息化;商业航天;6G概念;军民融合;军工;无人机;芯片概念;2025年报预增;沪股通;融资融券,17,688270.SH,11
000798,预制菜;参股保险;人工智能;国企改革;央企国企改革;中字头股票,33,000798.SZ,6
301023,减速器;人形机器人;机器人概念;专精特新;储能;光伏概念;特高压;股权转让(并购重组);融资融券,33,301023.SZ,9
300935,AI应用;信创;空间计算;房屋检测;数据要素;人工智能;职业教育;AI智能体;DeepSeek概念;数字孪生;数据中心;新型城镇化;装配式建筑;建筑节能;光伏概念;一带一路;风电;融资融券,33,300935.SZ,18
300552,智能座舱;星闪概念;车联网(车路协同);ETC;无人驾驶;机器视觉;传感器;数据要素;智慧城市;汽车电子;数字孪生;华为概念;机器人概念;人形机器人;京津冀一体化;深股通,33,300552.SZ,16
002398,房屋检测;建筑节能;装配式建筑;新型城镇化;水利;光伏建筑一体化;地下管网;福建自贸区;海峡两岸;高铁;数字孪生;数字经济;人工智能;医疗器械概念;DeepSeek概念;ERP概念;碳中和;机器人概念;一带一路;AIGC概念;AI智能体;光伏概念;阿里巴巴概念;华为鲲鹏;腾讯概念;数据安全;核电;3D打印;储能;新能源汽车;华为欧拉;水泥概念;AI应用;华为昇腾;风电;数据中心;创新药;算力租赁;汽车电子,33,002398.SZ,39
300735,毫米波雷达;智能座舱;智能穿戴;无人驾驶;小米概念;汽车电子;消费电子概念;传感器;5G;华为手机;人形机器人;机器人概念;安防;华为概念;低空经济;MCU芯片;车联网(车路协同);小米汽车;物联网;华为汽车;卫星导航;商业航天;新能源汽车;智能家居;工业互联网;EDR概念;粤港澳大湾区;东数西算(算力);移动支付;光伏概念;充电桩;储能;一带一路;宠物经济;深股通;股权转让(并购重组);融资融券,33,300735.SZ,37
002633,风电;核电;高端装备;海工装备;军民融合;国企改革;股权转让(并购重组),33,002633.SZ,7
603678,商业航天;5G;芯片概念;军工;小米概念;超级电容;专精特新;核电;新能源汽车;海峡两岸;人工智能;2025年报预增;创投;沪股通;融资融券,17,603678.SH,15
600252,医药电商;仿制药一致性评价;幽门螺杆菌概念;肝炎概念;生物疫苗;创新药;参股券商;证金持股;西部大开发;医疗器械概念;国企改革;创投;沪股通;融资融券,17,600252.SH,14
300625,家用电器;智能家居;跨境电商;智慧灯杆;智慧城市;芯片概念,33,300625.SZ,6
002116,装配式建筑;新型城镇化;污水处理;固废处理;特色小镇;乡村振兴;土壤修复;建筑节能;垃圾分类;雄安新区;啤酒概念;国企改革;一带一路;参股券商;智能物流;央企国企改革;光伏建筑一体化;机器人概念;动力电池回收;人工智能;DeepSeek概念;数据要素;固态电池;深股通;中字头股票,33,002116.SZ,25
000972,ST板块;农业种植;股权转让(并购重组);乡村振兴;西部大开发;新疆振兴;国企改革;医疗器械概念;维生素,33,000972.SZ,9
002989,芯片概念;粤港澳大湾区;人工智能;新型城镇化;国企改革;深股通,33,002989.SZ,6
002953,风电;高压快充;充电桩;储能;新能源汽车;机器人概念;数据中心;物联网;家用电器;粤港澳大湾区;5G;华为概念;东数西算(算力);深股通,33,002953.SZ,14
600768,共同富裕示范区;2025年报预增;股权转让(并购重组),17,600768.SH,3
300411,军民融合;高铁;军工;商业航天;低空经济;水利;无人机;海工装备;飞行汽车(eVTOL);高端装备;人工智能;核电;雅下水电概念;PM2.5;可控核聚变;共同富裕示范区;专精特新;深股通,33,300411.SZ,18
600283,PPP概念;生物质能发电;地下管网;新疆振兴;绿色电力;污水处理;固废处理;新型城镇化;净水概念;水利;创投;智慧城市;数字孪生;数字经济;人工智能;DeepSeek概念;数据要素;数据确权;AI智能体;沪股通,17,600283.SH,20
002494,物业管理;中俄贸易概念;雄安新区;特色小镇;创投;网红经济;抖音概念(字节概念),33,002494.SZ,7
603329,统一大市场;长三角一体化;自由贸易港;一带一路;国企改革;上海自贸区;新疆振兴;融资融券,17,603329.SH,8
600675,物业管理;预制菜;上海国企改革;土地流转;国企改革;乡村振兴;沪股通;融资融券,17,600675.SH,8
688711,第三代半导体;汽车芯片;人形机器人;芯片概念;比亚迪概念;华为汽车;新能源汽车;专精特新;机器人概念;数据中心;华为概念;光伏概念;可控核聚变;充电桩;储能;回购增持再贷款概念;沪股通;融资融券,17,688711.SH,18
301065,共同富裕示范区;丙烯酸;融资融券,33,301065.SZ,3
300070,PPP概念;雄安新区;参股银行;污水处理;地下管网;新型城镇化;国企改革;净水概念;乡村振兴;一带一路;创投;央企国企改革;家用电器;人工智能;盐湖提锂;深股通;融资融券,33,300070.SZ,17
300860,文化传媒概念;IP经济(谷子经济);虚拟数字人;旅游概念;元宇宙;虚拟现实;低空经济;深股通;融资融券,33,300860.SZ,9
300126,人民币贬值受益,33,300126.SZ,1
600829,流感;医药电商;民营医院;眼科医疗;医疗器械概念;宠物经济;冷链物流;黑龙江自贸区;沪股通,17,600829.SH,9
920832,环氧丙烷;融资融券;煤化工概念;氢能源,151,920832.BJ,4
300835,消费电子概念;稀土永磁;数据中心;专精特新;新能源汽车;光伏概念;深股通,33,300835.SZ,7
600101,绿色电力;智能电网;钒电池;充电桩;国企改革;西部大开发;央企国企改革;小金属概念;数据中心;沪股通;融资融券,17,600101.SH,11
600805,统一大市场;垃圾分类;超超临界发电;绿色电力;碳交易;国企改革;光伏建筑一体化;乡村振兴;氢能源;碳中和;风电;农机;储能;新能源汽车;锂电池概念;虚拟电厂;钠离子电池;机器人概念;光伏概念;高端装备;无人驾驶;时空大数据;工业母机;融资融券,17,600805.SH,24
000548,物业管理;乡村振兴;国企改革,33,000548.SZ,3
600586,钙钛矿电池;光伏建筑一体化;光伏概念;建筑节能;一带一路;特斯拉概念;融资融券;沪股通,17,600586.SH,8
300620,光纤概念;共封装光学(CPO);5G;芯片概念;3D打印;数据中心;量子科技;商业航天;无人驾驶;卫星导航;海工装备;2025年报预增;粤港澳大湾区;一带一路;横琴新区;国企改革;股权转让(并购重组);深股通;融资融券,33,300620.SZ,19
688584,芯片概念;专精特新;人民币贬值受益;沪股通;融资融券,17,688584.SH,5
603636,智慧政务;数据确权;数据要素;区块链;华为盘古;电子身份证;华为鲲鹏;鸿蒙概念;虚拟数字人;Web3.0;信创;数字经济;AI智能体;数据安全;数字乡村;网络安全;云计算;蚂蚁集团概念;百度概念;智慧城市;人脸识别;阿里巴巴概念;DeepSeek概念;数字水印;人工智能;智谱AI;华为昇腾;车联网(车路协同);智能医疗;算力租赁;物联网;东数西算(算力);华为概念;智慧灯杆;房屋检测;水利;军工;无人驾驶;乡村振兴;海峡两岸;AI应用;PPP概念;沪股通;融资融券,17,603636.SH,44
