所属概念,code,股票代码,所属概念数量,market_code
黄金概念;金属锌;金属铅;金属铜;稀土永磁;物业管理;IP经济(谷子经济);绿色电力;手机游戏;锂电池概念;网络游戏;风电;氢能源;储能;机器人概念;沪股通;股权转让(并购重组),600173,600173.SH,17,17
存储芯片;汽车芯片;MCU芯片;第三代半导体;芯片概念;消费电子概念;汽车电子;共封装光学(CPO);智能穿戴;5G;军工;卫星导航;车联网(车路协同);物联网;商业航天;大飞机;ETC;人工智能;移动支付;区块链;数字货币;京津冀一体化;深股通;融资融券;同花顺漂亮100,002049,002049.SZ,25,33
2025年报预增;西部大开发;融资融券;深股通,002928,002928.SZ,4,33
算力租赁;数字水印;网络安全;信创;数据安全;智慧政务;数字货币;云计算;东数西算(算力);移动支付;鸿蒙概念;区块链;智慧灯杆;腾讯概念;互联网金融;数据要素;阿里巴巴概念;智慧城市;百度概念;数字经济;数据中心;ChatGPT概念;华为概念;抖音概念(字节概念);人工智能;DeepSeek概念;AI应用;职业教育;NFT概念;机器人概念;智能医疗;粤港澳大湾区;芯片概念;充电桩;垃圾分类;乡村振兴;钠离子电池;深股通;摘帽,002197,002197.SZ,39,33
海峡两岸;互联网金融;融资融券,603696,603696.SH,3,17
体育产业;文化传媒概念;国企改革;储能;锂电池概念,600052,600052.SH,5,17
共封装光学(CPO);比亚迪概念;高端装备;高压快充;融资融券;芯片概念;第三代半导体;消费电子概念;汽车芯片;机器人概念;华为概念;人形机器人;军工;专精特新,920509,920509.BJ,14,151
家用电器;短剧游戏;沪股通;融资融券,603868,603868.SH,4,17
汽车热管理;人形机器人;华为汽车;新型工业化;小米汽车;飞行汽车(eVTOL);特斯拉概念;一体化压铸;新能源汽车;比亚迪概念;机器人概念;小米概念;智能座舱;机器视觉;无人驾驶;低空经济;5G;液冷服务器;充电桩;宁德时代概念;粤港澳大湾区;华为概念;储能;光伏概念;数据中心;创投;华为数字能源;信创;融资融券;深股通,002965,002965.SZ,30,33
新型工业化;人形机器人;机器人概念;人民币贬值受益;一带一路;智能物流;无人驾驶;宁德时代概念;工业互联网;锂电池概念;冷链物流;物联网;统一大市场;互联网金融;高股息精选;沪股通,603611,603611.SH,16,17
ST板块;小金属概念;人民币贬值受益;智能家居,603838,603838.SH,4,22
液冷服务器;军工;数据中心;军民融合;人民币贬值受益;水利;一带一路;人工智能;地下管网;俄乌冲突概念,002871,002871.SZ,10,33
煤炭概念;国企改革;沪股通;融资融券,601001,601001.SH,4,17
期货概念;证金持股;同花顺中特估100;沪股通;融资融券;国企改革;2025年报预增;股权转让(并购重组),601211,601211.SH,8,17
OLED;超级电容;新型城镇化;装配式建筑;PPP概念;一带一路;体育产业;创投;参股银行;国企改革;养老概念;证金持股;沪股通;融资融券,600510,600510.SH,14,17
新型工业化;智能电网;比亚迪概念;储能;光伏概念;充电桩;锂电池概念;新能源汽车;小米汽车;小米概念;汽车热管理;专精特新;风电;汽车电子;数据中心;一带一路;融资融券,300988,300988.SZ,17,33
快手概念;小红书概念;拼多多概念;AIGC概念;虚拟数字人;抖音概念(字节概念);AI智能体;阿里巴巴概念;腾讯概念;人工智能;网红经济;AI应用;跨境电商;深股通,300792,300792.SZ,14,33
商业航天;中字头股票;国产航母;军民融合;军工;核电;高端装备;工业母机;金属镍;风电;央企国企改革;一带一路;国企改革;特斯拉概念;黑龙江自贸区;小金属概念;同花顺中特估100;沪股通;融资融券,601106,601106.SH,19,17
高股息精选;参股券商;国企改革;粤港澳大湾区;深股通;融资融券,000429,000429.SZ,6,33
文化传媒概念;抖音概念(字节概念);小红书概念;网红经济;数据要素;旅游概念;华为概念;上海自贸区,603729,603729.SH,8,17
芯片概念;毫米波雷达;汽车电子;传感器;机器视觉;无人机;无人驾驶;商业航天;军民融合;军工;低空经济;安防;车联网(车路协同);机器人概念;华为概念;高端装备;智能家居;华为昇腾;鸿蒙概念;智能电网;深股通;融资融券,002414,002414.SZ,22,33
国企改革;一带一路;人民币贬值受益;工业互联网;新能源汽车;股权转让(并购重组);融资融券;沪股通,601500,601500.SH,8,17
光刻胶;消费电子概念;专精特新;第三代半导体;芯片概念;光伏概念;燃料电池;机器人概念;氢能源;融资融券,300700,300700.SZ,10,33
MCU芯片;先进封装;芯片概念;传感器;小米概念;消费电子概念;无人机;新能源汽车;机器人概念;融资融券,688061,688061.SH,10,17
氢能源;钠离子电池;锂电池概念;融资融券;石墨电极;石墨烯;燃料电池;比亚迪概念;宁德时代概念;固态电池;储能;一带一路,920185,920185.BJ,12,151
钠离子电池;固态电池;锂电池概念;宁德时代概念;储能;比亚迪概念;回购增持再贷款概念;2025年报预增;沪股通;融资融券,603876,603876.SH,10,17
苹果概念;OLED;消费电子概念;新能源汽车;专精特新;回购增持再贷款概念;华为概念;沪股通;融资融券,688093,688093.SH,9,17
PCB概念;2025年报预增;工业母机;机器视觉;粤港澳大湾区;机器人概念;高端装备;深股通;融资融券,301377,301377.SZ,9,33
航运概念;央企国企改革;国企改革;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,601975,601975.SH,7,17
融资融券;芯片概念;碳中和;硅能源;氢能源;国企改革;光伏概念,920402,920402.BJ,7,151
传感器;新能源汽车;比亚迪概念;汽车电子;5G;中俄贸易概念;回购增持再贷款概念;深股通;融资融券,301529,301529.SZ,9,33
华为汽车;特斯拉概念;人形机器人;长安汽车概念;比亚迪概念;无人驾驶;飞行汽车(eVTOL);新能源汽车;机器人概念;专精特新;低空经济;创投;融资融券;沪股通,603596,603596.SH,14,17
独角兽概念;创投;横琴新区;粤港澳大湾区;参股券商;污水处理;国企改革;锂电池概念;石墨烯;深股通,000532,000532.SZ,10,33
特钢概念;地下管网;国企改革;央企国企改革;参股银行;钒电池;回购增持再贷款概念;PPP概念;水利;小金属概念;核电;京津冀一体化;2025年报预增;储能;深股通;融资融券,000778,000778.SZ,16,33
西部大开发;融资融券;无人驾驶;工业互联网;回购增持再贷款概念,920599,920599.BJ,5,151
食品安全;融资融券;国企改革;创投;京津冀一体化,920753,920753.BJ,5,151
2025年报预增;预制菜;融资融券,920371,920371.BJ,3,151
人形机器人;商业航天;军民融合;机器人概念;智能穿戴;C2M概念;跨境电商;中俄贸易概念;深股通;融资融券,300918,300918.SZ,10,33
AI应用;ChatGPT概念;在线教育;Sora概念(文生视频);职业教育;人工智能;DeepSeek概念;东数西算(算力);芯片概念;股权转让(并购重组);深股通,300192,300192.SZ,11,33
新型工业化;芯片概念;机器人概念;5G;华为概念;工业互联网;国产操作系统;量子科技;网络安全;人工智能;东数西算(算力);DeepSeek概念;数字经济;华为鲲鹏;京津冀一体化;回购增持再贷款概念;国企改革;沪股通;融资融券,603025,603025.SH,19,17
人形机器人;传感器;新型工业化;新能源汽车;同花顺新质50;智能座舱;芯片概念;机器人概念;3D打印;消费电子概念;无人驾驶;机器视觉;英伟达概念;专精特新;华为概念;MLOps概念;虚拟现实;智能物流;东数西算(算力);人脸识别;粤港澳大湾区;数字孪生;移动支付;人工智能;阿里巴巴概念;空间计算;元宇宙;虚拟数字人;蚂蚁集团概念;在线教育;沪股通;融资融券,688322,688322.SH,32,17
IP经济(谷子经济);电子竞技;元宇宙;虚拟现实;海峡两岸;粤港澳大湾区;融资融券,301011,301011.SZ,7,33
共封装光学(CPO);铜缆高速连接;光纤概念;5G;数据中心;新型工业化;机器视觉;机器人概念;光伏概念;人民币贬值受益;深股通;融资融券,300913,300913.SZ,12,33
人工智能;宠物经济;创投;AI智能体;体育产业;机器人概念;上海国企改革;参股银行;国企改革;人形机器人;参股券商;证金持股;沪股通;融资融券,600826,600826.SH,14,17
汽车电子;减速器;专精特新;无人驾驶;比亚迪概念;新能源汽车;两轮车;融资融券,688280,688280.SH,8,17
存储芯片;先进封装;OLED;芯片概念;专精特新;人民币贬值受益;沪股通;融资融券,688403,688403.SH,8,17
高压快充;富士康概念;数据中心;充电桩;5G;第三代半导体;储能;光伏概念;无线充电;比亚迪概念;新能源汽车;消费电子概念;汽车电子;OLED;2025年报预增;小米概念;华为汽车;华为概念;粤港澳大湾区;融资融券,002885,002885.SZ,20,33
粮食概念;大豆;乡村振兴;冷链物流;中俄贸易概念;国企改革;一带一路;农机;冰雪产业;央企国企改革;体育产业;食品安全;高端装备;机器人概念;深股通;中字头股票;融资融券,301058,301058.SZ,17,33
航运概念;中韩自贸区;中俄贸易概念;国企改革;一带一路;沪股通;融资融券,601008,601008.SH,7,17
超导概念;PET铜箔;消费电子概念;专精特新;一带一路;锂电池概念;可控核聚变;宁德时代概念;固态电池;深股通;融资融券,002859,002859.SZ,11,33
华为鲲鹏;电子身份证;数据安全;信创;数字货币;网络安全;智慧政务;云办公;量子科技;云计算;军工信息化;Web3.0;鸿蒙概念;AI智能体;移动支付;阿里巴巴概念;区块链;车联网(车路协同);百度概念;智慧城市;DeepSeek概念;人工智能;华为概念;低空经济;MCU芯片;军工;汽车芯片;无人机;芯片概念;专精特新;一带一路;新疆振兴,603232,603232.SH,32,17
股权转让(并购重组);高端装备;ST板块;海工装备;人民币贬值受益;在线教育;跨境电商,603268,603268.SH,7,22
跨境电商;烟草;冷链物流;智能物流;统一大市场;物联网;机器人概念;新型工业化;一带一路;数字孪生;工业互联网;人工智能;专精特新;国企改革;机器视觉;华为概念;比亚迪概念;特斯拉概念;华为数字能源;宁德时代概念,603066,603066.SH,20,17
人形机器人;传感器;比亚迪概念;新能源汽车;机器人概念;汽车芯片;专精特新;无人驾驶;华为概念;粤港澳大湾区;储能;创投;深股通;融资融券,301413,301413.SZ,14,33
人形机器人;新型工业化;长安汽车概念;机器人概念;工业母机;工业互联网;比亚迪概念;机器视觉;农机;高端装备;专精特新;医疗器械概念;宁德时代概念;光伏概念;智能医疗;养老概念;深股通;融资融券,002747,002747.SZ,18,33
注册制次新股;电力物联网;智能电网;物联网;算力租赁;特高压;工业互联网;新型工业化;人工智能;核电;传感器;华为概念;鸿蒙概念;机器人概念;风电;专精特新;电子身份证;中俄贸易概念;芯片概念;PCB概念;深股通;新股与次新股;融资融券,001388,001388.SZ,23,33
同花顺中特估100;国企改革;高铁;沪股通;融资融券,601816,601816.SH,5,17
露营经济;宠物经济;跨境电商;家用电器;粤港澳大湾区;网红经济;2025年报预增;芯片概念,300824,300824.SZ,8,33
机器人概念;托育服务;长三角一体化;烟草;一带一路;数字经济;创投;光伏建筑一体化;绿色电力;深股通;融资融券,002067,002067.SZ,11,33
算力租赁;智慧城市;智慧灯杆;数据要素;东数西算(算力);多模态AI;AIGC概念;物联网;人工智能;DeepSeek概念;快手概念;Sora概念(文生视频);华为概念;移动支付;低空经济;5G;数据中心;粤港澳大湾区;智能物流;芯片概念;充电桩;AI应用;一带一路;沪股通,603322,603322.SH,24,17
垃圾分类;燃料电池;新能源汽车;换电概念;互联网金融;氢能源;沪股通;摘帽,600375,600375.SH,8,17
高股息精选;一带一路;跨境支付(CIPS);融资融券;深股通,002948,002948.SZ,5,33
汽车芯片;国家大基金持股;AI眼镜;汽车电子;小米概念;传感器;芯片概念;消费电子概念;比亚迪概念;专精特新;机器视觉;无人驾驶;同花顺新质50;2025年报预增;2025三季报预增;安防;华为概念;沪股通;融资融券,688213,688213.SH,19,17
新能源汽车;比亚迪概念;特斯拉概念;一体化压铸;机器人概念;深股通,001311,001311.SZ,6,33
AI应用;融资融券;车联网(车路协同);电力物联网;水利;智慧城市;数据要素;数字乡村;手机游戏;储能;人民币贬值受益;互联网金融;云办公;乡村振兴;DeepSeek概念,920790,920790.BJ,15,151
文化传媒概念;职业教育;虚拟现实;粤港澳大湾区,002905,002905.SZ,4,33
光刻机;同花顺果指数;苹果概念;芯片概念;消费电子概念;5G;智能穿戴;华为概念;2025年报预增;人民币贬值受益;沪股通;融资融券,688127,688127.SH,12,17
语音技术;华为昇腾;Sora概念(文生视频);AI语料;多模态AI;财税数字化;数据安全;东数西算(算力);虚拟现实;信创;ChatGPT概念;云计算;华为鲲鹏;AIGC概念;华为概念;专精特新;卫星导航;元宇宙;虚拟数字人;AI智能体;智慧政务;数据要素;人工智能;AI应用;知识产权保护;DeepSeek概念;文化传媒概念;虚拟电厂;沪股通;股权转让(并购重组);融资融券,688228,688228.SH,31,17
算力租赁;云计算;国资云;东数西算(算力);腾讯概念;中国AI 50;阿里巴巴概念;百度概念;蚂蚁集团概念;数据中心;液冷服务器;国企改革;沪股通;融资融券,603881,603881.SH,14,17
智慧城市;低空经济;军工;工业互联网;物联网;数字经济;新型工业化;人工智能;卫星导航;商业航天;数据要素;机器人概念;DeepSeek概念;华为概念;数据安全;鸿蒙概念;华为鲲鹏;传感器;华为盘古;专精特新;AI智能体;星闪概念;阿里巴巴概念;华为欧拉;无人驾驶;ChatGPT概念;毫米波雷达;中俄贸易概念;AIGC概念;污水处理;乡村振兴;PPP概念;多模态AI;核电;西部大开发;超级电容;F5G概念;AI应用,300275,300275.SZ,38,33
地下管网;净水概念;污水处理;一带一路;水利;数字经济;海峡两岸;智能家居;石墨烯;深股通;融资融券,002372,002372.SZ,11,33
