股票代码,所属概念数量,所属概念,code,market_code
301536.SZ,34,汽车芯片;芯片概念;消费电子概念;AI眼镜;卫星导航;智能穿戴;汽车电子;传感器;毫米波雷达;东数西算(算力);无人机;小米概念;星闪概念;专精特新;虚拟现实;网络安全;低空经济;机器视觉;海峡两岸;腾讯概念;安防;数据安全;无人驾驶;多模态AI;车联网(车路协同);移动支付;人脸识别;福建自贸区;新能源汽车;人工智能;机器人概念;智能家居;融资融券;深股通,301536,33
600690.SH,20,超级品牌;高股息精选;证金持股;同花顺漂亮100;净水概念;同花顺出海50;空气能热泵;沪股通;融资融券;家用电器;DeepSeek概念;智能家居;AI应用;工业互联网;阿里巴巴概念;机器人概念;物联网;华为概念;液冷服务器;无线充电,600690,17
300449.SZ,14,数字水印;东数西算(算力);知识产权保护;网络安全;智慧城市;人脸识别;安防;华为概念;车联网(车路协同);AI智能体;垃圾分类;人工智能;军工;股权转让(并购重组),300449,33
688502.SH,13,光刻机;光刻胶;芯片概念;专精特新;智能穿戴;机器视觉;无人驾驶;虚拟现实;人民币贬值受益;基因测序;眼科医疗;沪股通;融资融券,688502,17
002673.SZ,5,期货概念;国企改革;西部大开发;深股通;融资融券,002673,33
603080.SH,5,天然气;新疆振兴;西部大开发;氢能源;股权转让(并购重组),603080,17
000708.SZ,14,特钢概念;同花顺中特估100;高股息精选;国企改革;氢能源;绿色电力;核电;航空发动机;融资融券;机器人概念;新能源汽车;商业航天;中字头股票;深股通,000708,33
600774.SH,13,三胎概念;民营医院;辅助生殖;流感;医美概念;幽门螺杆菌概念;医药电商;医疗器械概念;创新药;智能医疗;物业管理;DeepSeek概念;低空经济,600774,17
601628.SH,8,证金持股;同花顺中特估100;互联网保险;参股银行;中字头股票;国企改革;沪股通;融资融券,601628,17
600195.SH,13,动物疫苗;维生素;禽流感;赛马概念;流感;宠物经济;乡村振兴;参股保险;国企改革;央企国企改革;沪股通;中字头股票;融资融券,600195,17
000705.SZ,16,流感;仿制药一致性评价;医药电商;肝炎概念;民营医院;合成生物;阿尔茨海默概念;三胎概念;创新药;幽门螺杆菌概念;冷链物流;医疗器械概念;参股银行;共同富裕示范区;国企改革;数字经济,000705,33
300999.SZ,6,养鸡;预制菜;超级品牌;同花顺漂亮100;深股通;融资融券,300999,33
603535.SH,14,自由贸易港;统一大市场;航运概念;跨境电商;智能物流;数字经济;拼多多概念;阿里巴巴概念;抖音概念(字节概念);物联网;粤港澳大湾区;低空经济;无人驾驶;沪股通,603535,17
603868.SH,4,家用电器;短剧游戏;沪股通;融资融券,603868,17
000027.SZ,27,超超临界发电;绿色电力;碳交易;虚拟电厂;风电;光伏建筑一体化;碳中和;天然气;储能;特高压;充电桩;新疆振兴;固废处理;氢能源;国企改革;参股券商;数据中心(AIDC);PPP概念;算力租赁;深圳国企改革;垃圾分类;DeepSeek概念;创投;粤港澳大湾区;华为概念;深股通;融资融券,000027,33
002799.SZ,13,文化传媒概念;虚拟数字人;数字经济;智能物流;西部大开发;区块链;ChatGPT概念;快手概念;腾讯概念;国企改革;抖音概念(字节概念);阿里巴巴概念;百度概念,002799,33
600098.SH,16,超超临界发电;煤炭概念;抽水蓄能;绿色电力;可燃冰;天然气;风电;广东自贸区;充电桩;国企改革;储能;氢能源;高股息精选;融资融券;粤港澳大湾区;沪股通,600098,17
002817.SZ,2,医疗器械概念;专精特新,002817,33
301018.SZ,29,富士康概念;液冷服务器;5G;数据中心(AIDC);高压快充;东数西算(算力);可控核聚变;宁德时代概念;特高压;柔性直流输电;华为概念;成飞概念;新能源汽车;军工;锂电池概念;储能;抖音概念(字节概念);腾讯概念;空气能热泵;阿里巴巴概念;百度概念;核电;海工装备;DeepSeek概念;风电;抽水蓄能;碳中和;深股通;融资融券,301018,33
002264.SZ,21,网红经济;跨境电商;统一大市场;AIGC概念;虚拟数字人;体育产业;拼多多概念;数据要素;快手概念;数字经济;AI应用;小红书概念;DeepSeek概念;福建自贸区;AI智能体;人工智能;抖音概念(字节概念);阿里巴巴概念;海峡两岸;赛马概念;深股通,002264,33
603107.SH,9,中俄贸易概念;国企改革;一带一路;上海自贸区;汽车热管理;百度概念;新能源汽车;沪股通;融资融券,603107,17
300406.SZ,7,幽门螺杆菌概念;医疗器械概念;智能医疗;人工智能;专精特新;深股通;融资融券,300406,33
920454.BJ,4,融资融券;机器人概念;中俄贸易概念;专精特新,920454,151
600359.SH,12,粮食概念;农业种植;土地流转;农村电商;乳业;乡村振兴;新疆振兴;特色小镇;西部大开发;国企改革;股权转让(并购重组);融资融券,600359,17
601858.SH,14,国资云;知识产权保护;中字头股票;在线教育;文化传媒概念;数据要素;DeepSeek概念;数字经济;国企改革;智能医疗;芯片概念;同花顺中特估100;沪股通;融资融券,601858,17
000729.SZ,6,啤酒概念;乡村振兴;国企改革;深股通;融资融券;2026一季报预增,000729,33
301207.SZ,6,禽流感;生物疫苗;肝炎概念;流感;深股通;融资融券,301207,33
002539.SZ,12,磷化工;化肥;生态农业;玉米;锂电池概念;农业种植;硅能源;西部大开发;乡村振兴;电子竞技;融资融券;深股通,002539,33
300783.SZ,9,预制菜;网红经济;IP经济(谷子经济);三胎概念;宠物经济;跨境电商;食品安全;专精特新;深股通,300783,33
688449.SH,7,存储芯片;汽车芯片;芯片概念;AI PC;物联网;沪股通;融资融券,688449,17
000906.SZ,10,统一大市场;ERP概念;中俄贸易概念;装配式建筑;国企改革;工业互联网;新能源汽车;储能;煤炭概念;深股通,000906,33
002221.SZ,11,俄乌冲突概念;页岩气;天然气;跨境电商;氢能源;碳纤维;石墨烯;燃料电池;核电;深股通;融资融券,002221,33
601083.SH,12,航运概念;中韩自贸区;自由贸易港;统一大市场;上海国企改革;跨境电商;国企改革;上海自贸区;一带一路;海峡两岸;沪股通;融资融券,601083,17
600006.SH,14,冷链物流;智能物流;一体化压铸;国企改革;DeepSeek概念;碳中和;央企国企改革;燃料电池;氢能源;车联网(车路协同);新能源汽车;无人驾驶;沪股通;融资融券,600006,17
601238.SH,28,同花顺漂亮100;国企改革;两轮车;网约车;氢能源;动力电池回收;飞行汽车(eVTOL);华为汽车;燃料电池;车联网(车路协同);低空经济;机器人概念;石墨烯;无人驾驶;储能;人形机器人;充电桩;新能源汽车;锂电池概念;华为概念;商业航天;宁德时代概念;智能座舱;固态电池;沪股通;融资融券;英伟达概念;汽车芯片,601238,17
002391.SZ,3,化肥;乡村振兴;人民币贬值受益,002391,33
300240.SZ,15,中俄贸易概念;网约车;统一大市场;智能物流;创投;冷链物流;人工智能;一带一路;航运概念;阿里巴巴概念;车联网(车路协同);新能源汽车;特斯拉概念;无人驾驶;小米概念,300240,33
600561.SH,6,乡村振兴;旅游概念;物业管理;网约车;国企改革;充电桩,600561,17
301175.SZ,15,固废处理;乡村振兴;碳中和;一带一路;国企改革;人工智能;生物质能发电;绿色电力;海峡两岸;华为概念;专精特新;商业航天;深股通;中字头股票;融资融券,301175,33
603168.SH,7,三胎概念;民营医院;养老概念;流感;眼科医疗;仿制药一致性评价;医药电商,603168,17
002222.SZ,10,光纤概念;共封装光学(CPO);无人驾驶;华为概念;海峡两岸;虚拟现实;福建自贸区;国企改革;深股通;融资融券,002222,33
688549.SH,8,中芯国际概念;国家大基金持股;存储芯片;氟化工概念;先进封装;芯片概念;沪股通;融资融券,688549,17
600929.SH,8,钠离子电池;国企改革;固态电池;储能;AI智能体;消费电子概念;沪股通;融资融券,600929,17
600694.SH,5,高股息精选;免税店;证金持股;沪股通;融资融券,600694,17
920057.BJ,6,中俄贸易概念;海峡两岸;装配式建筑;光伏建筑一体化;融资融券;专精特新,920057,151
600390.SH,10,期货概念;信托概念;参股券商;参股保险;乡村振兴;国企改革;央企国企改革;创投;沪股通;融资融券,600390,17
600517.SH,14,碳交易;参股券商;央企国企改革;信托概念;钒电池;期货概念;智能电网;碳中和;国企改革;储能;特高压;物联网;沪股通;融资融券,600517,17
688047.SH,13,MCU芯片;汽车芯片;东数西算(算力);国产操作系统;信创;芯片概念;百度概念;鸿蒙概念;商业航天;DeepSeek概念;机器人概念;沪股通;融资融券,688047,17
603577.SH,6,光热发电;核电;特高压;工业互联网;海工装备;光伏概念,603577,17
603329.SH,8,统一大市场;自由贸易港;一带一路;国企改革;新疆振兴;上海自贸区;长三角一体化;融资融券,603329,17
301075.SZ,7,三胎概念;西部大开发;流感;仿制药一致性评价;创新药;深股通;融资融券,301075,33
603896.SH,9,医药电商;维生素;农业种植;工业大麻;养老概念;乡村振兴;旅游概念;数字经济;工业互联网,603896,17
002556.SZ,25,化肥;粮食概念;供销社;玉米;土地流转;农业种植;农村电商;磷化工;煤化工概念;毛发医疗;乡村振兴;维生素;染料;医美概念;民爆概念;统一大市场;建筑节能;装配式建筑;创投;数字乡村;互联网金融;生物质能发电;光伏概念;融资融券;深股通,002556,33
002010.SZ,18,统一大市场;一带一路;共同富裕示范区;智能物流;蚂蚁集团概念;DeepSeek概念;区块链;工业互联网;车联网(车路协同);军工;华为概念;充电桩;新能源汽车;无人驾驶;宁德时代概念;人形机器人;深股通;融资融券,002010,33
688110.SH,12,存储芯片;汽车芯片;芯片概念;5G;消费电子概念;智能穿戴;AI PC;专精特新;安防;车联网(车路协同);沪股通;融资融券,688110,17
002984.SZ,11,一带一路;飞行汽车(eVTOL);人民币贬值受益;工业互联网;低空经济;机器人概念;大飞机;无人机;新能源汽车;融资融券;深股通,002984,33
605577.SH,7,IP经济(谷子经济);文化传媒概念;在线教育;黑龙江自贸区;国企改革;一带一路;沪股通,605577,17
002343.SZ,14,手机游戏;IP经济(谷子经济);文化传媒概念;短剧游戏;旅游概念;AIGC概念;AI语料;AI应用;京津冀一体化;元宇宙;创投;腾讯概念;国企改革;虚拟现实,002343,33
600202.SH,7,中俄贸易概念;创投;一带一路;黑龙江自贸区;国企改革;核电;超超临界发电,600202,17
603036.SH,2,天然气;俄乌冲突概念,603036,17
002140.SZ,18,煤化工概念;钛白粉概念;土壤修复;污水处理;PPP概念;光热发电;固废处理;可降解塑料;国企改革;石墨烯;POE胶膜;盐湖提锂;氢能源;一带一路;锂电池概念;融资融券;股权转让(并购重组);深股通,002140,33
603300.SH,27,国资云;算力租赁;Web3.0;NFT概念;区块链;蚂蚁集团概念;数据要素;DeepSeek概念;职业教育;数字货币;数字经济;东数西算(算力);人工智能;雅下水电概念;水利;乡村振兴;自由贸易港;华为概念;数据中心(AIDC);低空经济;新型城镇化;国企改革;海南自贸区;无人机;沪股通;股权转让(并购重组);融资融券,603300,17
603719.SH,6,乳业;网红经济;三胎概念;IP经济(谷子经济);沪股通;融资融券,603719,17
001396.SZ,9,新型城镇化;地下管网;污水处理;智慧城市;人工智能;专精特新;注册制次新股;新股与次新股;融资融券,001396,33
300664.SZ,8,水利;垃圾分类;固废处理;装配式建筑;污水处理;PPP概念;净水概念;生物疫苗,300664,33
688107.SH,19,国家大基金持股;汽车芯片;芯片概念;智能座舱;数据中心(AIDC);汽车电子;5G;人形机器人;量子科技;专精特新;商业航天;机器人概念;无人驾驶;无人机;F5G概念;机器视觉;3D打印;沪股通;融资融券,688107,17
002820.SZ,5,预制菜;京津冀一体化;天津自贸区;国企改革;超级品牌,002820,33
001338.SZ,6,啤酒概念;粮食概念;乡村振兴;国企改革;粤港澳大湾区;深股通,001338,33
600635.SH,11,天然气;互联网金融;污水处理;独角兽概念;创投;绿色电力;充电桩;新能源汽车;高压快充;沪股通;融资融券,600635,17
002432.SZ,15,血氧仪;天津自贸区;AI应用;智能医疗;智能穿戴;小米概念;创投;人民币贬值受益;医疗器械概念;跨境电商;流感;京津冀一体化;养老概念;深股通;融资融券,002432,33
920304.BJ,4,融资融券;化肥;光热发电;储能,920304,151
300439.SZ,8,猴痘概念;肝炎概念;幽门螺杆菌概念;基因测序;医疗器械概念;智能医疗;共同富裕示范区;DeepSeek概念,300439,33
002564.SZ,15,光热发电;氢能源;一带一路;海工装备;碳中和;核电;光伏概念;风电;军工;军民融合;高端装备;上海国企改革;国企改革;煤化工概念;深股通,002564,33
300137.SZ,14,PM2.5;AI智能体;核污染防治;碳中和;机器人概念;区块链;水利;污水处理;碳交易;雄安新区;京津冀一体化;乡村振兴;深股通;摘帽,300137,33
002216.SZ,6,超级品牌;预制菜;冷链物流;网红经济;融资融券;深股通,002216,33
002847.SZ,2,融资融券;深股通,002847,33
300172.SZ,16,土壤修复;固废处理;污水处理;PPP概念;新型城镇化;净水概念;生物质能发电;一带一路;超超临界发电;核电;物联网;PM2.5;核污染防治;高端装备;专精特新;盐湖提锂,300172,33
000550.SZ,13,国企改革;央企国企改革;智能物流;长安汽车概念;百度概念;车联网(车路协同);燃料电池;华为汽车;深股通;融资融券;无人驾驶;新能源汽车;汽车电子,000550,33
002762.SZ,10,三胎概念;家用电器;消毒剂;毛发医疗;网红经济;医美概念;托育服务;IP经济(谷子经济);摘帽;股权转让(并购重组),002762,33
920110.BJ,4,融资融券;智能家居;横琴新区;专精特新,920110,151
301606.SZ,10,华为概念;储能;无线耳机;跨境电商;无线充电;消费电子概念;人民币贬值受益;苹果概念;深股通;融资融券,301606,33
300839.SZ,4,氢能源;东数西算(算力);专精特新;液冷服务器,300839,33
300180.SZ,21,数字货币;跨境支付(CIPS);移动支付;互联网金融;蚂蚁集团概念;区块链;华为鲲鹏;数据要素;信创;参股券商;腾讯概念;创投;一带一路;工业互联网;长安汽车概念;华为汽车;低空经济;华为概念;比亚迪概念;深股通;融资融券,300180,33
603307.SH,3,体育产业;人民币贬值受益;露营经济,603307,17
300936.SZ,11,PCB概念;芯片概念;消费电子概念;毫米波雷达;5G;专精特新;卫星导航;无人驾驶;华为概念;储能;融资融券,300936,33
300155.SZ,10,食品安全;物业管理;语音技术;智慧城市;区块链;AI应用;人脸识别;DeepSeek概念;智能家居;安防,300155,33
