所属概念数量,股票代码,market_code,code,所属概念
11,300192.SZ,33,300192,职业教育;人工智能;在线教育;AI视频;东数西算(算力);ChatGPT概念;AI应用;DeepSeek概念;芯片概念;股权转让(并购重组);深股通
6,600976.SH,17,600976,创新药;医药电商;流感;三胎概念;融资融券;沪股通
7,603811.SH,17,603811,肝炎概念;流感;猴痘概念;仿制药一致性评价;维生素;医药电商;医疗器械概念
6,688266.SH,17,688266,重组蛋白;创新药;细胞免疫治疗;智能医疗;沪股通;融资融券
9,688193.SH,17,688193,食品安全;智能医疗;医疗器械概念;辅助生殖;猴痘概念;专精特新;流感;肝炎概念;融资融券
12,688775.SH,17,688775,芯片概念;虚拟现实;人工智能;粤港澳大湾区;消费电子概念;语音技术;无人机;人民币贬值受益;机器人概念;跨境电商;沪股通;融资融券
10,688511.SH,17,688511,军工信息化;商业航天;专精特新;军工;军民融合;人工智能;锂电池概念;西部大开发;融资融券;摘帽
9,002773.SZ,33,002773,创新药;阿尔茨海默概念;眼科医疗;合成生物;医疗器械概念;西部大开发;深股通;智能医疗;融资融券
7,603355.SH,17,603355,净水概念;家用电器;人民币贬值受益;机器人概念;新能源汽车;沪股通;融资融券
19,002518.SZ,33,002518,液冷服务器;数据中心(AIDC);充电桩;东数西算(算力);光伏概念;储能;比亚迪概念;宁德时代概念;阿里巴巴概念;抖音概念(字节概念);粤港澳大湾区;风电;锂电池概念;海峡两岸;人工智能;一带一路;智能医疗;深股通;融资融券
7,603070.SH,17,603070,智能电网;数字经济;共同富裕示范区;数据中心(AIDC);储能;沪股通;融资融券
8,920008.BJ,151,920008,光纤概念;人工智能;虚拟现实;军工信息化;融资融券;专精特新;军工;西部大开发
14,300390.SZ,33,300390,固态电池;小金属概念;2026一季报预增;锂电池概念;宁德时代概念;中芯国际概念;存储芯片;储能;芯片概念;新能源汽车;医疗器械概念;华为概念;融资融券;深股通
16,300953.SZ,33,300953,人形机器人;小米汽车;比亚迪概念;小米概念;新能源汽车;机器人概念;宁德时代概念;飞行汽车(eVTOL);低空经济;锂电池概念;储能;2026一季报预增;一带一路;2026中报预增;深股通;融资融券
9,603444.SH,17,603444,网络游戏;手机游戏;IP经济(谷子经济);福建自贸区;海峡两岸;沪股通;2026一季报预增;2026中报预增;融资融券
11,603658.SH,17,603658,流感;猴痘概念;幽门螺杆菌概念;基因测序;医疗器械概念;智能医疗;DeepSeek概念;AI应用;人工智能;沪股通;融资融券
7,688329.SH,17,688329,智能医疗;人工智能;DeepSeek概念;专精特新;医疗器械概念;低空经济;融资融券
6,300529.SZ,33,300529,医药电商;肝炎概念;医疗器械概念;横琴新区;深股通;融资融券
10,603693.SH,17,603693,生物质能发电;绿色电力;风电;充电桩;储能;国企改革;海工装备;钠离子电池;沪股通;融资融券
12,301267.SZ,33,301267,眼科医疗;民营医院;智能医疗;福建自贸区;DeepSeek概念;人工智能;海峡两岸;智能穿戴;5G;AI眼镜;深股通;融资融券
31,002429.SZ,33,002429,光纤概念;共封装光学(CPO);F5G概念;第三代半导体;WiFi 6;PCB概念;MicroLED概念;富士康概念;先进封装;MiniLED;汽车芯片;5G;芯片概念;消费电子概念;小米概念;数据中心(AIDC);智能音箱;粤港澳大湾区;深圳国企改革;智能家居;人民币贬值受益;抖音概念(字节概念);阿里巴巴概念;拼多多概念;鸿蒙概念;AIGC概念;深股通;融资融券;AI应用;国企改革;短剧游戏
4,601375.SH,17,601375,期货概念;国企改革;沪股通;融资融券
8,688449.SH,17,688449,存储芯片;汽车芯片;芯片概念;AI PC;物联网;2026中报预增;沪股通;融资融券
27,002313.SZ,33,002313,智慧灯杆;智慧城市;东数西算(算力);阿里巴巴概念;物联网;数据中心(AIDC);车联网(车路协同);DeepSeek概念;华为概念;人工智能;工业互联网;粤港澳大湾区;充电桩;智能家居;新疆振兴;储能;机器人概念;小米概念;无人机;5G;卫星导航;比亚迪概念;国企改革;无人驾驶;智能座舱;汽车电子;股权转让(并购重组)
5,688325.SH,17,688325,专精特新;芯片概念;锂电池概念;沪股通;融资融券
5,600109.SH,17,600109,期货概念;西部大开发;腾讯概念;沪股通;融资融券
4,603848.SH,17,603848,家用电器;智能家居;阿里巴巴概念;沪股通
5,601456.SH,17,601456,国企改革;互联网金融;股权转让(并购重组);融资融券;沪股通
7,301633.SZ,33,301633,新型工业化;高端装备;机器人概念;信创;专精特新;数据中心(AIDC);融资融券
4,600958.SH,17,600958,期货概念;互联网金融;沪股通;融资融券
6,688085.SH,17,688085,智能医疗;医疗器械概念;机器人概念;专精特新;沪股通;融资融券
7,601198.SH,17,601198,期货概念;化债概念(AMC概念);互联网金融;国企改革;央企国企改革;沪股通;融资融券
28,002419.SZ,33,002419,预制菜;统一大市场;啤酒概念;农业种植;粮食概念;白酒概念;乡村振兴;跨境电商;新疆振兴;国企改革;无人零售;智能物流;央企国企改革;数字经济;光伏建筑一体化;人工智能;DeepSeek概念;AI应用;AIGC概念;绿色电力;鸿蒙概念;ChatGPT概念;粤港澳大湾区;低空经济;腾讯概念;储能;深股通;融资融券
11,300997.SZ,33,300997,乳业;网红经济;广东自贸区;乡村振兴;参股银行;拼多多概念;创投;粤港澳大湾区;代糖概念;深股通;融资融券
5,002595.SZ,33,002595,工业母机;海工装备;风电;深股通;融资融券
8,603301.SH,17,603301,医疗器械概念;跨境电商;人民币贬值受益;医药电商;消毒剂;可降解塑料;沪股通;融资融券
36,301091.SZ,33,301091,数据确权;AI应用;数据要素;智慧政务;多模态AI;百度概念;DeepSeek概念;信创;数字孪生;智慧城市;腾讯概念;国资云;房屋检测;车联网(车路协同);时空大数据;智慧灯杆;雄安新区;新型城镇化;智能物流;建筑节能;地下管网;水利;低空经济;PPP概念;高铁;同花顺新质50;深圳国企改革;无人驾驶;华为概念;无人机;国企改革;粤港澳大湾区;充电桩;虚拟电厂;深股通;融资融券
8,000690.SZ,33,000690,超超临界发电;绿色电力;风电;参股券商;深股通;融资融券;高股息精选;创投
21,603175.SH,17,603175,PCB概念;消费电子概念;存储芯片;毫米波雷达;汽车电子;OLED;芯片概念;东数西算(算力);注册制次新股;数据中心(AIDC);智能座舱;无人驾驶;海峡两岸;比亚迪概念;新能源汽车;特斯拉概念;机器人概念;人民币贬值受益;一带一路;新股与次新股;融资融券
14,600021.SH,17,600021,超超临界发电;虚拟电厂;碳交易;绿色电力;风电;央企国企改革;核电;储能;证金持股;沪股通;融资融券;国企改革;氢能源;一带一路
11,600025.SH,17,600025,绿色电力;同花顺漂亮100;央企国企改革;国企改革;西部大开发;风电;水利;沪股通;DeepSeek概念;华为概念;融资融券
3,601528.SH,17,601528,高股息精选;互联网金融;沪股通
15,000963.SZ,33,000963,创新药;医药电商;减肥药;肝炎概念;细胞免疫治疗;合成生物;医美概念;证金持股;宠物经济;医疗器械概念;冷链物流;智能医疗;人工智能;深股通;融资融券
11,000411.SZ,33,000411,医药电商;减肥药;医美概念;冷链物流;跨境电商;医疗器械概念;国企改革;共同富裕示范区;数字经济;股权转让(并购重组);深股通
8,300106.SZ,33,300106,乳业;三胎概念;养老概念;乡村振兴;国企改革;新疆振兴;西部大开发;股权转让(并购重组)
4,603059.SH,17,603059,三胎概念;跨境电商;参股银行;人民币贬值受益
7,600329.SH,17,600329,高股息精选;医药电商;养老概念;京津冀一体化;智能医疗;沪股通;融资融券
35,300541.SZ,33,300541,云计算;Web3.0;数据安全;数据确权;华为昇腾;华为鲲鹏;智慧政务;信创;阿里巴巴概念;华为盘古;数据要素;腾讯概念;AI智能体;快手概念;抖音概念(字节概念);鸿蒙概念;AI应用;数字货币;区块链;蚂蚁集团概念;数字经济;DeepSeek概念;ETC;人工智能;互联网金融;跨境支付(CIPS);NFT概念;独角兽概念;数据中心(AIDC);华为概念;英伟达概念;无人驾驶;智能物流;烟草;深股通
6,002500.SZ,33,002500,证金持股;国企改革;互联网金融;创投;深股通;融资融券
20,600690.SH,17,600690,超级品牌;高股息精选;证金持股;同花顺漂亮100;净水概念;同花顺出海50;空气能热泵;沪股通;融资融券;家用电器;DeepSeek概念;智能家居;AI应用;工业互联网;阿里巴巴概念;机器人概念;物联网;华为概念;液冷服务器;无线充电
13,600062.SH,17,600062,青蒿素;医药电商;仿制药一致性评价;创新药;减肥药;合成生物;NMN概念;国企改革;智能医疗;央企国企改革;DeepSeek概念;沪股通;融资融券
9,601107.SH,17,601107,高股息精选;国企改革;西部大开发;创投;氢能源;沪股通;融资融券;DeepSeek概念;充电桩
10,002262.SZ,33,002262,芬太尼;仿制药一致性评价;创新药;医药电商;阿尔茨海默概念;猴痘概念;智能医疗;医疗器械概念;深股通;融资融券
6,600036.SH,17,600036,高股息精选;同花顺中特估100;同花顺漂亮100;跨境支付(CIPS);沪股通;融资融券
9,002571.SZ,33,002571,新能源汽车;C2M概念;光伏概念;创投;拼多多概念;一带一路;网络游戏;参股银行;股权转让(并购重组)
7,603168.SH,17,603168,三胎概念;民营医院;养老概念;流感;眼科医疗;仿制药一致性评价;医药电商
7,002022.SZ,33,002022,猴痘概念;流感;宠物经济;肝炎概念;医疗器械概念;食品安全;智能医疗
12,603999.SH,17,603999,知识产权保护;文化传媒概念;在线教育;数据要素;IP经济(谷子经济);NFT概念;腾讯概念;参股保险;国企改革;农村电商;西部大开发;参股券商
23,600223.SH,17,600223,三胎概念;宠物经济;旅游概念;眼科医疗;流感;合成生物;仿制药一致性评价;医美概念;网红经济;重组蛋白;物业管理;创新药;国企改革;医疗器械概念;虚拟数字人;独角兽概念;DeepSeek概念;人工智能;元宇宙;海峡两岸;腾讯概念;融资融券;沪股通
12,002483.SZ,33,002483,污水处理;一带一路;固废处理;人民币贬值受益;国企改革;航运概念;高端装备;海工装备;风电;天然气;深股通;融资融券
3,600919.SH,17,600919,高股息精选;沪股通;融资融券
6,601377.SH,17,601377,国企改革;福建自贸区;沪股通;融资融券;海峡两岸;2026中报预增
14,002277.SZ,33,002277,第三代半导体;NMN概念;芯片概念;机器人概念;农村电商;免税店;跨境电商;参股银行;乡村振兴;互联网金融;深股通;融资融券;证金持股;股权转让(并购重组)
22,300482.SZ,33,300482,芬太尼;基因测序;猴痘概念;流感;宠物经济;辅助生殖;肝炎概念;智能医疗;工业大麻;幽门螺杆菌概念;AI应用;医药电商;三胎概念;DeepSeek概念;医疗器械概念;食品安全;腾讯概念;人工智能;粤港澳大湾区;芯片概念;深股通;融资融券
3,001201.SZ,33,001201,猪肉;绿色电力;粤港澳大湾区
4,300755.SZ,33,300755,跨境电商;西部大开发;融资融券;深股通
5,000799.SZ,33,000799,白酒概念;国企改革;央企国企改革;深股通;融资融券
7,000153.SZ,33,000153,维生素;流感;仿制药一致性评价;眼科医疗;代糖概念;参股银行;创投
6,603311.SH,17,603311,PM2.5;新能源汽车;家用电器;专精特新;大飞机;人民币贬值受益
4,002956.SZ,33,002956,跨境电商;西部大开发;2026中报预增;深股通
6,300381.SZ,33,300381,NMN概念;维生素;合成生物;可降解塑料;横琴新区;粤港澳大湾区
10,000895.SZ,33,000895,高股息精选;超级品牌;养鸡;猪肉;预制菜;人造肉;证金持股;统一大市场;深股通;融资融券
19,002245.SZ,33,002245,MiniLED;钠离子电池;固态电池;锂电池概念;小米概念;芯片概念;人形机器人;储能;数据中心(AIDC);深股通;机器人概念;海峡两岸;智能家居;两轮车;飞行汽车(eVTOL);无人机;创投;一带一路;融资融券
7,688553.SH,17,688553,重组蛋白;创新药;仿制药一致性评价;CRO概念;西部大开发;智能医疗;融资融券
10,000999.SZ,33,000999,医药电商;禽流感;创新药;流感;国企改革;央企国企改革;绿色电力;深股通;融资融券;股权转让(并购重组)
6,000953.SZ,33,000953,化肥;维生素;西部大开发;CRO概念;海峡两岸;股权转让(并购重组)
13,600246.SH,17,600246,存储芯片;芯片概念;5G;毫米波雷达;卫星导航;商业航天;创投;数字经济;京津冀一体化;物业管理;云计算;沪股通;融资融券
15,002686.SZ,33,002686,军工;海工装备;阿里巴巴概念;数据中心(AIDC);水利;专精特新;华为概念;液冷服务器;长安汽车概念;新能源汽车;高压快充;汽车电子;国企改革;化债概念(AMC概念);股权转让(并购重组)
27,000027.SZ,33,000027,超超临界发电;绿色电力;碳交易;虚拟电厂;风电;光伏建筑一体化;碳中和;天然气;储能;特高压;充电桩;新疆振兴;固废处理;氢能源;国企改革;参股券商;数据中心(AIDC);PPP概念;算力租赁;深圳国企改革;垃圾分类;DeepSeek概念;创投;粤港澳大湾区;华为概念;深股通;融资融券
18,300102.SZ,33,300102,卫星导航;商业航天;军工;福建自贸区;海峡两岸;光伏概念;汽车电子;消费电子概念;芯片概念;智能家居;人脸识别;家用电器;第三代半导体;共封装光学(CPO);MicroLED概念;MiniLED;深股通;融资融券
7,001248.SZ,33,001248,注册制次新股;新股与次新股;融资融券;粤港澳大湾区;风电;绿色电力;央企国企改革
4,000430.SZ,33,000430,旅游概念;国企改革;深股通;摘帽
6,920701.BJ,151,920701,专精特新;智能穿戴;融资融券;华为概念;小米概念;消费电子概念
9,600597.SH,17,600597,超级品牌;乳业;上海国企改革;三胎概念;冷链物流;国企改革;数字经济;沪股通;融资融券
4,600305.SH,17,600305,超级品牌;国企改革;沪股通;融资融券
6,600123.SH,17,600123,煤炭概念;煤化工概念;化肥;国企改革;沪股通;融资融券
5,000728.SZ,33,000728,证金持股;互联网金融;国企改革;深股通;融资融券
15,600956.SH,17,600956,抽水蓄能;碳交易;绿色电力;天然气;钒电池;风电;国企改革;京津冀一体化;氢能源;AI智能体;DeepSeek概念;储能;光伏概念;融资融券;沪股通
5,603310.SH,17,603310,氟化工概念;创投;专精特新;沪股通;融资融券
8,605060.SH,17,605060,液冷服务器;数据中心(AIDC);专精特新;高端装备;风电;农机;融资融券;沪股通
11,689009.SH,17,689009,两轮车;跨境电商;DeepSeek概念;人工智能;机器人概念;国产操作系统;车联网(车路协同);储能;小米概念;英伟达概念;融资融券
6,920675.BJ,151,920675,页岩气;融资融券;固废处理;天然气;专精特新;西部大开发
16,605277.SH,17,605277,东数西算(算力);数据中心(AIDC);充电桩;华为概念;储能;F5G概念;5G;铜缆高速连接;液冷服务器;光伏概念;机器人概念;新能源汽车;汽车电子;消费电子概念;融资融券;沪股通
10,001979.SZ,33,001979,租售同权;物业管理;免税店;国企改革;央企国企改革;养老概念;粤港澳大湾区;低空经济;深股通;融资融券
6,002779.SZ,33,002779,机器人概念;人民币贬值受益;华为概念;乡村振兴;融资融券;深股通
5,003018.SZ,33,003018,富士康概念;液冷服务器;东数西算(算力);2026中报预增;深股通
10,301535.SZ,33,301535,小米汽车;无人驾驶;长安汽车概念;专精特新;小米概念;智能座舱;新能源汽车;汽车电子;深股通;融资融券
5,301173.SZ,33,301173,长安汽车概念;新能源汽车;比亚迪概念;汽车电子;融资融券
1,002998.SZ,33,002998,2026中报预增
5,002939.SZ,33,002939,期货概念;央企国企改革;国企改革;融资融券;深股通
9,002443.SZ,33,002443,地下管网;氢能源;新型城镇化;天然气;水利;核电;石墨烯;国企改革;液冷服务器
16,601985.SH,17,601985,中字头股票;同花顺中特估100;证金持股;绿色电力;央企国企改革;国企改革;风电;沪股通;融资融券;核电;DeepSeek概念;可控核聚变;储能;光伏概念;机器人概念;钙钛矿电池
7,603222.SH,17,603222,幽门螺杆菌概念;创新药;医美概念;细胞免疫治疗;民营医院;医疗器械概念;融资融券
7,301116.SZ,33,301116,预制菜;养鸡;宠物经济;乡村振兴;体育产业;深股通;融资融券
8,600511.SH,17,600511,芬太尼;医药电商;流感;冷链物流;国企改革;央企国企改革;沪股通;融资融券
15,300358.SZ,33,300358,人工智能;智能物流;机器人概念;智能医疗;高端装备;AI智能体;海峡两岸;净水概念;DeepSeek概念;细胞免疫治疗;污水处理;合成生物;创新药;融资融券;深股通
6,600000.SH,17,600000,高股息精选;证金持股;信托概念;跨境支付(CIPS);沪股通;融资融券
6,600452.SH,17,600452,央企国企改革;国企改革;水泥概念;西部大开发;沪股通;融资融券
11,300463.SZ,33,300463,猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;智能医疗;西部大开发;机器人概念;人形机器人;深股通;融资融券
20,301087.SZ,33,301087,重组蛋白;医药电商;流感;幽门螺杆菌概念;猴痘概念;合成生物;养老概念;高股息精选;血氧仪;跨境电商;医疗器械概念;智能医疗;脑机接口;DeepSeek概念;阿里巴巴概念;腾讯概念;专精特新;鸿蒙概念;融资融券;深股通
13,002850.SZ,33,002850,减速器;PEEK材料;人形机器人;特斯拉概念;机器人概念;新能源汽车;比亚迪概念;宁德时代概念;固态电池;锂电池概念;储能;深股通;融资融券
6,603719.SH,17,603719,乳业;网红经济;三胎概念;IP经济(谷子经济);沪股通;融资融券
6,920160.BJ,151,920160,专精特新;高端装备;新股与次新股;融资融券;国企改革;央企国企改革
2,920931.BJ,151,920931,融资融券;专精特新
9,603730.SH,17,603730,长安汽车概念;特斯拉概念;新能源汽车;比亚迪概念;人民币贬值受益;上海自贸区;沪股通;2026中报预增;融资融券
2,688656.SH,17,688656,沪股通;融资融券
3,000691.SZ,33,000691,西部大开发;锂电池概念;摘帽
11,600739.SH,17,600739,参股券商;生物疫苗;参股保险;创新药;雄安新区;职业教育;页岩气;创投;沪股通;融资融券;2026中报预增
13,600332.SH,17,600332,青蒿素;医药电商;生物疫苗;白酒概念;仿制药一致性评价;流感;创新药;国企改革;医疗器械概念;阿里巴巴概念;粤港澳大湾区;沪股通;融资融券
11,300462.SZ,33,300462,独角兽概念;移动支付;人脸识别;ETC;车联网(车路协同);智慧城市;汽车热管理;ST板块;储能;充电桩;液冷服务器
4,603208.SH,17,603208,养老概念;新型城镇化;共同富裕示范区;安防
7,300985.SZ,33,300985,石墨烯;天然气;氢能源;锂电池概念;燃料电池;新能源汽车;融资融券
30,300730.SZ,33,300730,云办公;电子身份证;东数西算(算力);网络安全;数据安全;华为鲲鹏;数据中心(AIDC);智慧政务;家庭医生;信创;财税数字化;DRG/DIP;智慧城市;芯片概念;物联网;百度概念;华为概念;数据要素;数字乡村;区块链;数字孪生;AI应用;人工智能;智能医疗;数字经济;食品安全;机器视觉;互联网金融;军工;工业互联网
18,603025.SH,17,603025,量子科技;国产操作系统;网络安全;人工智能;华为概念;工业互联网;华为鲲鹏;DeepSeek概念;数字经济;机器人概念;新型工业化;东数西算(算力);京津冀一体化;5G;国企改革;芯片概念;沪股通;融资融券
9,003023.SZ,33,003023,露营经济;宠物经济;三胎概念;医疗器械概念;跨境电商;家用电器;西部大开发;智能家居;消毒剂
3,002890.SZ,33,002890,农机;乡村振兴;专精特新
44,002439.SZ,33,002439,华为欧拉;网络安全;数据安全;华为昇腾;信创;电子身份证;智慧灯杆;云计算;华为鲲鹏;多模态AI;智慧政务;东数西算(算力);量子科技;鸿蒙概念;车联网(车路协同);物联网;智慧城市;腾讯概念;数据要素;军工信息化;AI智能体;数据中心(AIDC);数字经济;数字货币;DeepSeek概念;AI应用;华为概念;人工智能;工业互联网;低空经济;军民融合;商业航天;京津冀一体化;无人机;小米概念;机器人概念;跨境支付(CIPS);6G概念;5G;烟草;国企改革;2026一季报预增;融资融券;深股通
41,300012.SZ,33,300012,高铁;海工装备;医疗器械概念;人工智能;低空经济;数字经济;宠物经济;食品安全;星闪概念;无人机;商业航天;车联网(车路协同);核电;房屋检测;水利;航运概念;网络安全;基因测序;华为概念;物联网;核污染防治;机器人概念;土壤修复;新能源汽车;互联网金融;雅下水电概念;数据中心(AIDC);小米概念;辅助生殖;碳中和;流感;CRO概念;猴痘概念;创新药;汽车电子;芯片概念;汽车芯片;PCB概念;先进封装;深股通;融资融券
5,603096.SH,17,603096,IP经济(谷子经济);文化传媒概念;知识产权保护;高股息精选;华为概念
13,300585.SZ,33,300585,减速器;军工;专精特新;传感器;比亚迪概念;新能源汽车;机器人概念;长安汽车概念;小米汽车;小米概念;汽车电子;钙钛矿电池;锂电池概念
14,600026.SH,17,600026,航运概念;上海自贸区;人民币贬值受益;一带一路;俄乌冲突概念;国企改革;央企国企改革;同花顺中特估100;天然气;证金持股;沪股通;融资融券;2026中报预增;中字头股票
11,600803.SH,17,600803,俄乌冲突概念;煤化工概念;天然气;高股息精选;雄安新区;氢能源;沪股通;融资融券;燃料电池;DeepSeek概念;股权转让(并购重组)
13,600079.SH,22,600079,芬太尼;生物疫苗;创新药;肝炎概念;民营医院;流感;ST板块;辅助生殖;国企改革;医疗器械概念;央企国企改革;人工智能;智能医疗
5,601838.SH,17,601838,高股息精选;国企改革;西部大开发;沪股通;融资融券
6,600999.SH,17,600999,证金持股;国企改革;央企国企改革;沪股通;融资融券;2026中报预增
10,001237.SZ,33,001237,注册制次新股;家用电器;跨境电商;人民币贬值受益;医疗器械概念;一带一路;高端装备;深股通;新股与次新股;融资融券
3,920504.BJ,151,920504,食品安全;医疗器械概念;融资融券
8,688172.SH,17,688172,国家大基金持股;第三代半导体;MCU芯片;芯片概念;传感器;国企改革;沪股通;融资融券
22,002733.SZ,33,002733,固态电池;钠离子电池;动力电池回收;石墨烯;锂电池概念;5G;新能源汽车;储能;燃料电池;数据中心(AIDC);无人机;粤港澳大湾区;专精特新;氢能源;军工;东数西算(算力);人民币贬值受益;一带一路;阿里巴巴概念;百度概念;深股通;融资融券
8,688543.SH,17,688543,军民融合;军工;无人机;商业航天;人工智能;国企改革;沪股通;融资融券
13,301603.SZ,33,301603,工业母机;液冷服务器;人形机器人;新型工业化;军工;柔性屏(折叠屏);新能源汽车;机器人概念;专精特新;PCB概念;粤港澳大湾区;深股通;融资融券
21,301511.SZ,33,301511,PET铜箔;PCB概念;共封装光学(CPO);存储芯片;固态电池;柔性屏(折叠屏);5G;MiniLED;华为数字能源;宁德时代概念;消费电子概念;锂电池概念;储能;专精特新;比亚迪概念;华为概念;军工;新能源汽车;无人机;深股通;融资融券
14,920438.BJ,151,920438,玻璃基板;商业航天;无人驾驶;6G概念;芯片概念;消费电子概念;核污染防治;海工装备;专精特新;比亚迪概念;军工;核电;先进封装;融资融券
15,600323.SH,17,600323,生物质能发电;天然气;碳交易;国企改革;绿色电力;固废处理;垃圾分类;污水处理;沪股通;融资融券;创投;氢能源;智慧城市;粤港澳大湾区;股权转让(并购重组)
17,688261.SH,17,688261,第三代半导体;芯片概念;5G;液冷服务器;高压快充;数据中心(AIDC);光伏概念;东数西算(算力);充电桩;比亚迪概念;专精特新;储能;新能源汽车;机器人概念;人形机器人;沪股通;融资融券
23,000651.SZ,33,000651,超级品牌;高股息精选;证金持股;预制菜;同花顺漂亮100;净水概念;深股通;融资融券;空气能热泵;智能物流;家用电器;一体化压铸;智能家居;工业互联网;锂电池概念;机器人概念;工业母机;储能;新能源汽车;液冷服务器;芯片概念;第三代半导体;MCU芯片
12,688256.SH,17,688256,先进封装;汽车芯片;芯片概念;中国AI 50;同花顺新质50;数据中心(AIDC);东数西算(算力);国产操作系统;阿里巴巴概念;人工智能;沪股通;融资融券
14,300308.SZ,33,300308,共封装光学(CPO);F5G概念;芯片概念;5G;液冷服务器;汽车电子;中国AI 50;数据中心(AIDC);同花顺新质50;无人驾驶;深股通;人民币贬值受益;创投;融资融券
2,002495.SZ,33,002495,预制菜;创投
7,601018.SH,17,601018,同花顺中特估100;航运概念;证金持股;自由贸易港;国企改革;沪股通;融资融券
5,603939.SH,17,603939,医药电商;家庭医生;沪股通;智能物流;融资融券
24,300020.SZ,33,300020,ST板块;家庭医生;共同富裕示范区;数字经济;数字孪生;数据要素;数字乡村;智慧城市;华为鲲鹏;智慧政务;区块链;人工智能;创投;元宇宙;车联网(车路协同);百度概念;ETC;智能医疗;机器人概念;阿里巴巴概念;无人驾驶;华为概念;东数西算(算力);数据中心(AIDC)
9,002675.SZ,33,002675,仿制药一致性评价;创新药;阿尔茨海默概念;细胞免疫治疗;幽门螺杆菌概念;CRO概念;专精特新;深股通;融资融券
10,600757.SH,17,600757,高股息精选;证金持股;IP经济(谷子经济);文化传媒概念;国企改革;托育服务;知识产权保护;在线教育;沪股通;融资融券
11,000088.SZ,33,000088,航运概念;统一大市场;冷链物流;国企改革;深圳国企改革;雄安新区;中俄贸易概念;粤港澳大湾区;深股通;融资融券;华为概念
7,920075.BJ,151,920075,AI应用;AIGC概念;融资融券;人工智能;文化传媒概念;多模态AI;IP经济(谷子经济)
9,603183.SH,17,603183,装配式建筑;建筑节能;新型城镇化;房屋检测;职业教育;碳中和;智慧城市;机器人概念;数据中心(AIDC)
9,600817.SH,17,600817,高股息精选;垃圾分类;氢能源;燃料电池;换电概念;汽车热管理;无人驾驶;新能源汽车;沪股通
9,688215.SH,17,688215,专精特新;机器人概念;智能物流;人工智能;数字孪生;阿里巴巴概念;东数西算(算力);高端装备;融资融券
29,000039.SZ,33,000039,风电;可燃冰;核电;储能;数据中心(AIDC);氢能源;海工装备;雄安新区;粤港澳大湾区;一带一路;物联网;智谱AI;人工智能;统一大市场;工业互联网;商业航天;DeepSeek概念;冷链物流;AI应用;智能物流;天然气;航运概念;参股券商;机器视觉;机器人概念;无人驾驶;同花顺出海50;深股通;融资融券
7,000615.SZ,33,000615,ST板块;毛发医疗;民营医院;医美概念;消毒剂;参股银行;参股券商
6,600488.SH,17,600488,仿制药一致性评价;创新药;辅助生殖;京津冀一体化;数字经济;沪股通
1,603221.SH,17,603221,人民币贬值受益
6,605337.SH,17,605337,乳业;啤酒概念;养老概念;高股息精选;共同富裕示范区;沪股通
8,600681.SH,17,600681,天然气;高股息精选;氢能源;京津冀一体化;机器人概念;人形机器人;沪股通;融资融券
22,601811.SH,17,601811,高股息精选;IP经济(谷子经济);体育产业;NFT概念;文化传媒概念;职业教育;国企改革;知识产权保护;虚拟数字人;西部大开发;元宇宙;数字经济;AIGC概念;DeepSeek概念;数据确权;独角兽概念;AI应用;区块链;人工智能;百度概念;华为概念;沪股通
6,600369.SH,17,600369,期货概念;国企改革;西部大开发;融资融券;股权转让(并购重组);沪股通
3,600333.SH,17,600333,天然气;国企改革;融资融券
14,300407.SZ,33,300407,高铁;智慧城市;职业教育;专精特新;信创;机器人概念;垃圾分类;智能电网;一带一路;人民币贬值受益;雄安新区;京津冀一体化;无人驾驶;充电桩
10,605133.SH,17,605133,汽车电子;人形机器人;工业母机;传感器;特斯拉概念;比亚迪概念;新能源汽车;机器人概念;一体化压铸;沪股通
16,000813.SZ,33,000813,NMN概念;生物疫苗;重组蛋白;仿制药一致性评价;合成生物;创新药;减肥药;医美概念;民营医院;养老概念;工业大麻;CRO概念;西部大开发;国企改革;深股通;融资融券
25,300378.SZ,33,300378,ERP概念;ChatGPT概念;多模态AI;华为鲲鹏;AIGC概念;数据安全;AI应用;AI智能体;数据要素;百度概念;抖音概念(字节概念);阿里巴巴概念;数字经济;DeepSeek概念;人工智能;工业互联网;C2M概念;华为概念;新型工业化;创投;海峡两岸;富士康概念;芯片概念;深股通;融资融券
9,600873.SH,17,600873,代糖概念;维生素;高股息精选;参股银行;合成生物;生物疫苗;西部大开发;融资融券;沪股通
12,600116.SH,17,600116,绿色电力;虚拟电厂;国企改革;央企国企改革;水利;西部大开发;充电桩;储能;小金属概念;沪股通;融资融券;2026中报预增
8,300214.SZ,33,300214,算力租赁;东数西算(算力);丙烯酸;数据中心(AIDC);液冷服务器;DeepSeek概念;专精特新;新疆振兴
6,600780.SH,17,600780,绿色电力;风电;国企改革;证金持股;沪股通;融资融券
9,600023.SH,17,600023,超超临界发电;绿色电力;高股息精选;虚拟电厂;国企改革;核电;可控核聚变;沪股通;融资融券
7,002567.SZ,33,002567,猪肉;养鸡;预制菜;合成生物;人造肉;融资融券;深股通
20,300590.SZ,33,300590,车联网(车路协同);AI智能体;信创;智慧城市;物联网;人工智能;智能座舱;无人驾驶;工业互联网;卫星导航;5G;芯片概念;智能物流;专精特新;WiFi 6;人民币贬值受益;两轮车;汽车电子;2026中报预增;深股通
