所属概念数量,股票代码,market_code,code,所属概念
13,000962.SZ,33,000962,芯片概念;超级电容;商业航天;超导概念;航空发动机;3D打印;可控核聚变;小金属概念;核电;央企国企改革;西部大开发;国企改革;深股通
24,301323.SZ,33,301323,芯片概念;传感器;消费电子概念;核污染防治;稀土永磁;专精特新;新能源汽车;安防;华为概念;机器人概念;智能家居;粤港澳大湾区;人民币贬值受益;食品安全;医疗器械概念;建筑节能;中俄贸易概念;一带一路;锂电池概念;三胎概念;俄乌冲突概念;深股通;股权转让(并购重组);融资融券
8,301177.SZ,33,301177,黄金概念;IP经济(谷子经济);广东自贸区;DeepSeek概念;2025年报预增;抖音概念(字节概念);深股通;融资融券
12,300655.SZ,33,300655,中芯国际概念;光刻胶;存储芯片;OLED;国家大基金持股;芯片概念;比亚迪概念;无人驾驶;宁德时代概念;锂电池概念;融资融券;深股通
11,301217.SZ,33,301217,PET铜箔;PCB概念;5G;固态电池;宁德时代概念;锂电池概念;比亚迪概念;储能;国企改革;深股通;融资融券
3,301072.SZ,33,301072,比亚迪概念;新能源汽车;融资融券
14,300206.SZ,33,300206,血氧仪;宠物经济;医疗器械概念;智能医疗;三胎概念;人民币贬值受益;2025年报预增;AI应用;人工智能;腾讯概念;DeepSeek概念;低空经济;芯片概念;深股通
20,002245.SZ,33,002245,MiniLED;钠离子电池;固态电池;锂电池概念;金属镍;小米概念;储能;芯片概念;人形机器人;深股通;数据中心(AIDC);智能家居;两轮车;海峡两岸;机器人概念;飞行汽车(eVTOL);创投;一带一路;无人机;融资融券
25,301099.SZ,33,301099,存储芯片;MCU芯片;汽车芯片;芯片概念;消费电子概念;AI眼镜;汽车电子;传感器;智能座舱;比亚迪概念;新能源汽车;人形机器人;无人驾驶;光伏概念;机器人概念;语音技术;脑机接口;车联网(车路协同);储能;长安汽车概念;百度概念;人工智能;深股通;股权转让(并购重组);融资融券
11,688720.SH,17,688720,国家大基金持股;存储芯片;先进封装;中芯国际概念;光刻胶;PCB概念;OLED;芯片概念;专精特新;2025年报预增;融资融券
9,301678.SZ,33,301678,芯片概念;物联网;专精特新;注册制次新股;人工智能;消费电子概念;深股通;新股与次新股;融资融券
10,300502.SZ,33,300502,共封装光学(CPO);芯片概念;5G;数据中心(AIDC);中国AI 50;深股通;2025年报预增;人民币贬值受益;西部大开发;融资融券
11,688362.SH,17,688362,先进封装;MCU芯片;芯片概念;消费电子概念;汽车电子;5G;传感器;专精特新;数字货币;沪股通;融资融券
5,920252.BJ,151,920252,融资融券;两轮车;储能;专精特新;锂电池概念
10,688530.SH,17,688530,PET铜箔;MiniLED;芯片概念;MicroLED概念;HJT电池;专精特新;钙钛矿电池;光伏概念;小金属概念;融资融券
29,301128.SZ,33,301128,液冷服务器;富士康概念;华为海思概念股;共封装光学(CPO);柔性屏(折叠屏);数据中心(AIDC);光刻机;华为手机;消费电子概念;PCB概念;苹果概念;无人驾驶;华为概念;新型工业化;虚拟现实;芯片概念;人形机器人;华为汽车;无人机;比亚迪概念;新能源汽车;军工;机器人概念;高端装备;人工智能;粤港澳大湾区;华为数字能源;深股通;融资融券
16,001203.SZ,33,001203,小金属概念;固态电池;金属铅;锂电池概念;金属回收;金属锌;参股银行;旅游概念;乡村振兴;西部大开发;职业教育;储能;绿色电力;创投;融资融券;深股通
14,920225.BJ,151,920225,数据中心(AIDC);地下管网;中俄贸易概念;液冷服务器;海工装备;核电;食品安全;融资融券;页岩气;人民币贬值受益;白酒概念;高端装备;军工;专精特新
23,688381.SH,17,688381,汽车芯片;共封装光学(CPO);AI手机;芯片概念;AI眼镜;汽车电子;5G;消费电子概念;传感器;智能座舱;数据中心(AIDC);小米概念;虚拟现实;安防;比亚迪概念;专精特新;海峡两岸;小米汽车;机器人概念;人形机器人;人民币贬值受益;沪股通;融资融券
4,603823.SH,17,603823,光刻胶;PEEK材料;钠离子电池;沪股通
9,688209.SH,17,688209,汽车芯片;芯片概念;消费电子概念;小米概念;无线耳机;专精特新;脑机接口;沪股通;融资融券
23,002460.SZ,33,002460,盐湖提锂;金属钴;动力电池回收;小金属概念;固态电池;化肥;锂电池概念;同花顺漂亮100;燃料电池;特斯拉概念;储能;比亚迪概念;无人机;新能源汽车;无线耳机;低空经济;长安汽车概念;光伏概念;人形机器人;深股通;融资融券;充电桩;消费电子概念
12,603306.SH,17,603306,共封装光学(CPO);芯片概念;光刻胶;数据中心(AIDC);比亚迪概念;特斯拉概念;新能源汽车;机器人概念;海峡两岸;福建自贸区;沪股通;融资融券
9,688729.SH,17,688729,中芯国际概念;科创次新股;存储芯片;芯片概念;注册制次新股;高端装备;国企改革;新股与次新股;融资融券
7,002756.SZ,33,002756,锂电池概念;特钢概念;互联网金融;核电;军工;融资融券;深股通
10,688727.SH,17,688727,存储芯片;科创次新股;光刻胶;芯片概念;注册制次新股;海峡两岸;福建自贸区;创投;新股与次新股;融资融券
25,688396.SH,17,688396,国家大基金持股;汽车芯片;第三代半导体;MCU芯片;存储芯片;先进封装;芯片概念;共封装光学(CPO);消费电子概念;汽车电子;数据中心(AIDC);传感器;小米概念;智能电网;充电桩;比亚迪概念;储能;宁德时代概念;新能源汽车;机器人概念;工业互联网;央企国企改革;国企改革;沪股通;融资融券
11,688252.SH,17,688252,智能音箱;芯片概念;智能穿戴;消费电子概念;电子纸;高压快充;海峡两岸;抖音概念(字节概念);人民币贬值受益;沪股通;融资融券
21,300331.SZ,33,300331,光刻机;中芯国际概念;OLED;芯片概念;柔性屏(折叠屏);电子纸;3D打印;智能穿戴;专精特新;小米概念;光伏概念;虚拟现实;华为概念;AI PC;烟草;元宇宙;人工智能;体育产业;IP经济(谷子经济);深股通;融资融券
12,688216.SH,17,688216,汽车芯片;存储芯片;先进封装;MCU芯片;第三代半导体;芯片概念;消费电子概念;5G;传感器;专精特新;粤港澳大湾区;融资融券
26,600460.SH,17,600460,国家大基金持股;汽车芯片;第三代半导体;MCU芯片;先进封装;OLED;芯片概念;MiniLED;消费电子概念;汽车电子;智能穿戴;传感器;小米概念;光伏概念;数据中心(AIDC);比亚迪概念;华为概念;新能源汽车;储能;2025年报预增;风电;家用电器;长三角一体化;共同富裕示范区;沪股通;融资融券
14,688048.SH,17,688048,共封装光学(CPO);光纤概念;第三代半导体;汽车芯片;芯片概念;数据中心(AIDC);商业航天;可控核聚变;专精特新;无人驾驶;华为概念;医美概念;沪股通;融资融券
12,605228.SH,17,605228,长安汽车概念;无人驾驶;特斯拉概念;新能源汽车;智能座舱;机器人概念;燃料电池;数字经济;充电桩;毫米波雷达;消费电子概念;沪股通
4,605028.SH,17,605028,生物质能发电;绿色电力;固废处理;高股息精选
14,300710.SZ,33,300710,光纤概念;芯片概念;WiFi 6;5G;毫米波雷达;无人驾驶;物联网;创投;水利;阿里巴巴概念;拼多多概念;手机游戏;电子竞技;股权转让(并购重组)
36,600498.SH,17,600498,光纤概念;F5G概念;6G概念;共封装光学(CPO);WiFi 6;液冷服务器;卫星导航;特高压;商业航天;5G;芯片概念;数据中心(AIDC);海工装备;东数西算(算力);汽车芯片;MCU芯片;央企国企改革;国资云;华为昇腾;网络安全;智慧城市;云计算;一带一路;数字乡村;数据安全;人工智能;AI智能体;华为鲲鹏;创投;DeepSeek概念;数据要素;国企改革;智慧政务;智能医疗;沪股通;融资融券
15,300586.SZ,33,300586,PCB概念;固态电池;钠离子电池;锂电池概念;芯片概念;染料;宁德时代概念;专精特新;可降解塑料;燃料电池;消毒剂;储能;氢能源;深股通;融资融券
5,688257.SH,17,688257,PCB概念;2026一季报预增;工业母机;专精特新;融资融券
9,300395.SZ,33,300395,PCB概念;光纤概念;OLED;芯片概念;5G;同花顺新质50;光伏概念;融资融券;深股通
5,920108.BJ,151,920108,机器人概念;一带一路;小米概念;家用电器;融资融券
43,600869.SH,17,600869,光纤概念;铜缆高速连接;PET铜箔;超导概念;柔性直流输电;液冷服务器;芯片概念;特高压;可控核聚变;数据中心(AIDC);商业航天;智能电网;东数西算(算力);宁德时代概念;特斯拉概念;固态电池;新能源汽车;华为概念;军工;人形机器人;光伏概念;核电;无人机;雅下水电概念;充电桩;高端装备;海工装备;机器人概念;锂电池概念;储能;军民融合;低空经济;阿里巴巴概念;风电;独角兽概念;人工智能;智慧城市;钠离子电池;DeepSeek概念;西部大开发;参股银行;沪股通;融资融券
10,603650.SH,17,603650,光刻胶;中芯国际概念;存储芯片;OLED;芯片概念;石墨烯;上海自贸区;可降解塑料;融资融券;沪股通
16,688218.SH,17,688218,新型工业化;专精特新;无线充电;高端装备;机器视觉;人形机器人;低空经济;宁德时代概念;机器人概念;新能源汽车;特斯拉概念;储能;人工智能;创投;DeepSeek概念;融资融券
13,688052.SH,17,688052,汽车芯片;先进封装;MCU芯片;芯片概念;消费电子概念;汽车电子;传感器;物联网;人形机器人;新能源汽车;机器人概念;沪股通;融资融券
7,300243.SZ,33,300243,PCB概念;固态电池;锂电池概念;磷化工;可降解塑料;风电;合成生物
10,688313.SH,17,688313,共封装光学(CPO);F5G概念;光纤概念;芯片概念;5G;数据中心(AIDC);专精特新;2025年报预增;沪股通;融资融券
20,001389.SZ,33,001389,PCB概念;共封装光学(CPO);富士康概念;AI PC;5G;汽车电子;消费电子概念;数据中心(AIDC);卫星导航;商业航天;华为概念;粤港澳大湾区;2026一季报预增;机器人概念;安防;人民币贬值受益;人工智能;一带一路;融资融券;深股通
11,002125.SZ,33,002125,小金属概念;钠离子电池;固态电池;锂电池概念;金属镍;宁德时代概念;比亚迪概念;污水处理;国企改革;深股通;融资融券
3,300163.SZ,33,300163,建筑节能;专精特新;人民币贬值受益
27,300607.SZ,33,300607,人形机器人;工业母机;新型工业化;飞行汽车(eVTOL);机器人概念;机器视觉;低空经济;高端装备;新能源汽车;华为欧拉;比亚迪概念;无人机;工业互联网;人工智能;物联网;智谱AI;华为鲲鹏;华为概念;阿里巴巴概念;粤港澳大湾区;一带一路;宁德时代概念;光伏概念;锂电池概念;富士康概念;融资融券;深股通
18,300731.SZ,33,300731,液冷服务器;第三代半导体;富士康概念;5G;数据中心(AIDC);宁德时代概念;华为概念;比亚迪概念;储能;新能源汽车;2025年报预增;汽车热管理;小米汽车;海峡两岸;粤港澳大湾区;家用电器;创投;深股通
22,688106.SH,17,688106,俄乌冲突概念;天然气;新疆振兴;固态电池;氢能源;中芯国际概念;碳中和;锂电池概念;冷链物流;存储芯片;燃料电池;长三角一体化;光伏概念;第三代半导体;宁德时代概念;可控核聚变;芯片概念;核电;专精特新;商业航天;沪股通;融资融券
12,688110.SH,17,688110,存储芯片;汽车芯片;芯片概念;5G;消费电子概念;智能穿戴;AI PC;安防;专精特新;车联网(车路协同);沪股通;融资融券
22,002046.SZ,33,002046,培育钻石;第三代半导体;卫星导航;芯片概念;商业航天;中芯国际概念;大飞机;军工;军民融合;无人机;工业母机;高端装备;核电;光伏概念;新能源汽车;机器人概念;风电;央企国企改革;智能医疗;国企改革;深股通;融资融券
11,301317.SZ,33,301317,数据中心(AIDC);专精特新;新能源汽车;空气能热泵;人工智能;2025年报预增;共同富裕示范区;污水处理;中俄贸易概念;深股通;融资融券
18,600549.SH,17,600549,金属钴;小金属概念;稀土永磁;可控核聚变;商业航天;宁德时代概念;固态电池;军工;无人机;锂电池概念;动力电池回收;光伏概念;沪股通;融资融券;海峡两岸;机器人概念;福建自贸区;国企改革
14,002428.SZ,33,002428,光纤概念;第三代半导体;芯片概念;卫星导航;商业航天;光伏概念;军工;华为概念;小金属概念;金属回收;氟化工概念;深股通;融资融券;西部大开发
6,300255.SZ,33,300255,创新药;减肥药;医美概念;深股通;雄安新区;融资融券
9,688193.SH,17,688193,智能医疗;食品安全;医疗器械概念;辅助生殖;猴痘概念;肝炎概念;流感;专精特新;融资融券
14,301183.SZ,33,301183,共封装光学(CPO);F5G概念;华为手机;6G概念;汽车电子;消费电子概念;专精特新;无人驾驶;小米概念;虚拟现实;华为概念;2025年报预增;深股通;融资融券
10,000593.SZ,33,000593,青蒿素;天然气;信托概念;地下管网;碳中和;氢能源;西部大开发;股权转让(并购重组);储能;融资融券
7,001313.SZ,33,001313,合成生物;预制菜;乡村振兴;数据要素;一带一路;粤港澳大湾区;深股通
10,688019.SH,17,688019,存储芯片;中芯国际概念;先进封装;光刻胶;芯片概念;第三代半导体;专精特新;上海自贸区;沪股通;融资融券
11,920821.BJ,151,920821,传感器;消费电子概念;新能源汽车;汽车电子;虚拟现实;共封装光学(CPO);融资融券;人民币贬值受益;专精特新;AI眼镜;PCB概念
9,603713.SH,17,603713,统一大市场;自由贸易港;跨境电商;上海自贸区;人工智能;智能物流;航运概念;融资融券;沪股通
28,688219.SH,17,688219,人形机器人;机器人概念;华为汽车;小米概念;专精特新;家用电器;飞行汽车(eVTOL);比亚迪概念;碳纤维;汽车热管理;无人驾驶;小米汽车;新能源汽车;PEEK材料;低空经济;华为概念;军工;DeepSeek概念;消费电子概念;锂电池概念;光伏概念;可降解塑料;5G;液冷服务器;富士康概念;碳中和;沪股通;融资融券
7,688082.SH,17,688082,存储芯片;先进封装;中芯国际概念;第三代半导体;芯片概念;沪股通;融资融券
11,300489.SZ,33,300489,第三代半导体;先进封装;核污染防治;新能源汽车;军工;核电;无人驾驶;无人机;氢能源;低空经济;深股通
27,300083.SZ,33,300083,工业母机;新型工业化;人形机器人;一体化压铸;高端装备;飞行汽车(eVTOL);机器人概念;比亚迪概念;小米概念;新能源汽车;军工;智能穿戴;无线充电;无人机;低空经济;工业互联网;消费电子概念;苹果概念;粤港澳大湾区;人工智能;华为概念;创投;液冷服务器;5G;储能;深股通;融资融券
19,300627.SZ,33,300627,卫星导航;商业航天;无人机;低空经济;时空大数据;智慧城市;无人驾驶;机器人概念;人形机器人;百度概念;小米汽车;农机;雅下水电概念;水利;比亚迪概念;长三角一体化;芯片概念;融资融券;深股通
15,002992.SZ,33,002992,小米概念;虚拟现实;比亚迪概念;新能源汽车;无人机;智能穿戴;智能座舱;华为概念;消费电子概念;AI眼镜;锂电池概念;固态电池;MiniLED;PET铜箔;深股通
10,001359.SZ,33,001359,PCB概念;特斯拉概念;新能源汽车;宁德时代概念;汽车热管理;储能;高铁;固态电池;深股通;融资融券
11,688012.SH,17,688012,国家大基金持股;中芯国际概念;存储芯片;先进封装;同花顺新质50;芯片概念;MiniLED;工业互联网;区块链;沪股通;融资融券
29,600105.SH,17,600105,共封装光学(CPO);光纤概念;芯片概念;5G;超导概念;商业航天;可控核聚变;3D打印;数据中心(AIDC);专精特新;比亚迪概念;东数西算(算力);新能源汽车;军工;华为概念;华为汽车;低空经济;2025年报预增;长三角一体化;核电;海工装备;网络安全;工业互联网;数据安全;沪股通;风电;一带一路;参股银行;融资融券
22,300786.SZ,33,300786,光刻胶;存储芯片;芯片概念;先进封装;OLED;光刻机;专精特新;光伏概念;商业航天;HJT电池;家用电器;空气能热泵;净水概念;海工装备;医疗器械概念;中俄贸易概念;污水处理;雄安新区;冷链物流;新疆振兴;煤化工概念;股权转让(并购重组)
7,300518.SZ,33,300518,锂电池概念;氢能源;网络游戏;西部大开发;手机游戏;网红经济;融资融券
13,300382.SZ,33,300382,人形机器人;C2M概念;专精特新;新能源汽车;机器人概念;储能;宁德时代概念;工业互联网;锂电池概念;减速器;绿色电力;融资融券;深股通
8,002201.SZ,33,002201,商业航天;高铁;2025年报预增;比亚迪概念;风电;创投;深股通;融资融券
8,000831.SZ,33,000831,稀土永磁;小金属概念;央企国企改革;国企改革;深股通;同花顺中特估100;中字头股票;融资融券
2,000007.SZ,33,000007,粤港澳大湾区;物业管理
6,002319.SZ,33,002319,石墨烯;横琴新区;柔性屏(折叠屏);文化传媒概念;光伏概念;HJT电池
13,300716.SZ,33,300716,TOPCON电池;HJT电池;智能音箱;军民融合;钙钛矿电池;华为汽车;新能源汽车;长安汽车概念;光伏概念;碳中和;储能;可降解塑料;ST板块
41,300229.SZ,33,300229,AI语料;MLOps概念;多模态AI;ChatGPT概念;华为昇腾;AI视频;Web3.0;华为鲲鹏;数据安全;华为盘古;AIGC概念;信创;智慧政务;AI智能体;虚拟数字人;网络安全;AI应用;数据要素;腾讯概念;阿里巴巴概念;电子身份证;元宇宙;知识产权保护;数字货币;蚂蚁集团概念;DeepSeek概念;互联网金融;数字经济;人工智能;东数西算(算力);军工信息化;华为概念;数据中心(AIDC);军民融合;军工;机器人概念;小米概念;专精特新;乡村振兴;深股通;融资融券
9,300242.SZ,33,300242,抖音概念(字节概念);百度概念;文化传媒概念;互联网保险;华为概念;小米概念;网络游戏;粤港澳大湾区;参股保险
15,688458.SH,17,688458,汽车芯片;MCU芯片;芯片概念;AI眼镜;消费电子概念;传感器;无线充电;专精特新;小米概念;AI手机;汽车电子;机器人概念;人形机器人;特斯拉概念;融资融券
14,301348.SZ,33,301348,存储芯片;芯片概念;先进封装;消费电子概念;华为概念;第三代半导体;东数西算(算力);无人机;数据中心(AIDC);粤港澳大湾区;新能源汽车;锂电池概念;深股通;融资融券
16,300980.SZ,33,300980,有机硅概念;专精特新;华为概念;新能源汽车;长安汽车概念;足球概念;建筑节能;机器人概念;柔性屏(折叠屏);锂电池概念;小米概念;消费电子概念;2025年报预增;一带一路;人形机器人;融资融券
7,002779.SZ,33,002779,机器人概念;人民币贬值受益;华为概念;乡村振兴;2025年报预增;融资融券;深股通
3,301097.SZ,33,301097,医疗器械概念;三胎概念;融资融券
31,300223.SZ,33,300223,存储芯片;汽车芯片;MCU芯片;MiniLED;OLED;芯片概念;AI眼镜;消费电子概念;汽车电子;毫米波雷达;智能音箱;传感器;智能座舱;小米概念;3D打印;机器视觉;无人驾驶;物联网;抖音概念(字节概念);人脸识别;安防;机器人概念;人民币贬值受益;智能家居;人工智能;区块链;鸿蒙概念;家用电器;京津冀一体化;深股通;融资融券
18,002916.SZ,33,002916,PCB概念;国家大基金持股;先进封装;存储芯片;富士康概念;苹果概念;汽车电子;芯片概念;5G;数据中心(AIDC);新能源汽车;华为概念;2025年报预增;深股通;粤港澳大湾区;央企国企改革;国企改革;融资融券
11,688392.SH,17,688392,先进封装;芯片概念;PET铜箔;液冷服务器;专精特新;比亚迪概念;军工;宁德时代概念;固态电池;沪股通;融资融券
24,600584.SH,17,600584,国家大基金持股;存储芯片;先进封装;中芯国际概念;同花顺果指数;共封装光学(CPO);汽车芯片;第三代半导体;芯片概念;苹果概念;汽车电子;毫米波雷达;智能穿戴;无人驾驶;机器人概念;物联网;沪股通;融资融券;人民币贬值受益;人工智能;央企国企改革;绿色电力;国企改革;股权转让(并购重组)
32,300041.SZ,33,300041,先进封装;芯片概念;华为海思概念股;有机硅概念;消费电子概念;BC电池;钙钛矿电池;小米概念;比亚迪概念;光伏概念;PVDF概念;宁德时代概念;特斯拉概念;新能源汽车;大飞机;固态电池;锂电池概念;华为概念;军工;低空经济;高铁;华为汽车;小米汽车;2025年报预增;建筑节能;风电;人工智能;创投;光伏建筑一体化;雄安新区;深股通;融资融券
43,920249.BJ,151,920249,无人机;储能;抖音概念(字节概念);汽车芯片;无人驾驶;智能物流;电力物联网;机器人概念;光伏概念;智能穿戴;数字经济;物联网;医疗器械概念;汽车电子;鸿蒙概念;智能家居;传感器;智慧灯杆;芯片概念;汽车热管理;存储芯片;消费电子概念;车联网(车路协同);先进封装;充电桩;星闪概念;工业互联网;百度概念;人脸识别;融资融券;智能座舱;华为海思概念股;华为概念;人形机器人;阿里巴巴概念;安防;一带一路;DeepSeek概念;WiFi 6;两轮车;人工智能;AI智能体;5G
9,002552.SZ,33,002552,PCB概念;5G;汽车电子;股权转让(并购重组);黄金概念;2026一季报预增;互联网金融;国企改革;深股通
18,300853.SZ,33,300853,智能穿戴;AI眼镜;语音技术;传感器;专精特新;机器视觉;新型工业化;东数西算(算力);人形机器人;无人机;机器人概念;人工智能;电力物联网;智能电网;储能;DeepSeek概念;海工装备;一带一路
30,300730.SZ,33,300730,云办公;电子身份证;网络安全;数据安全;家庭医生;华为鲲鹏;DRG/DIP;东数西算(算力);财税数字化;智慧政务;信创;智慧城市;数据中心(AIDC);物联网;数据要素;百度概念;区块链;数字乡村;华为概念;智能医疗;数字孪生;AI应用;互联网金融;人工智能;芯片概念;数字经济;食品安全;机器视觉;工业互联网;军工
6,301515.SZ,33,301515,智能医疗;医疗器械概念;西部大开发;专精特新;脑机接口;融资融券
3,301373.SZ,33,301373,光伏概念;专精特新;融资融券
14,300623.SZ,33,300623,汽车芯片;中芯国际概念;第三代半导体;芯片概念;5G;汽车电子;高压快充;专精特新;柔性直流输电;充电桩;新能源汽车;深股通;股权转让(并购重组);融资融券
12,301042.SZ,33,301042,DeepSeek概念;跨境电商;智慧城市;人脸识别;智能家居;算力租赁;人工智能;安防;机器人概念;人民币贬值受益;机器视觉;融资融券
15,688503.SH,17,688503,BC电池;光刻胶;OLED;芯片概念;HJT电池;TOPCON电池;汽车电子;液冷服务器;5G;专精特新;卫星导航;光伏概念;商业航天;沪股通;融资融券
23,000030.SZ,33,000030,参股保险;国企改革;证金持股;飞行汽车(eVTOL);长安汽车概念;汽车热管理;低空经济;动力电池回收;华为汽车;车联网(车路协同);小米汽车;换电概念;无人驾驶;新能源汽车;比亚迪概念;宁德时代概念;储能;锂电池概念;小米概念;智能座舱;汽车电子;深股通;融资融券
3,605198.SH,17,605198,乡村振兴;人民币贬值受益;沪股通
10,001223.SZ,33,001223,PCB概念;消费电子概念;专精特新;PET铜箔;新型工业化;无人机;固态电池;机器人概念;锂电池概念;可降解塑料
8,301235.SZ,33,301235,芯片概念;专精特新;2025年报预增;人工智能;智能医疗;医疗器械概念;辅助生殖;融资融券
13,301251.SZ,33,301251,PCB概念;共封装光学(CPO);富士康概念;5G;MiniLED;汽车电子;专精特新;新型工业化;机器人概念;工业互联网;一带一路;深股通;融资融券
5,688699.SH,17,688699,先进封装;芯片概念;MiniLED;专精特新;融资融券
5,301418.SZ,33,301418,芯片概念;石墨烯;消费电子概念;两轮车;融资融券
5,002772.SZ,33,002772,农业种植;高股息精选;乡村振兴;西部大开发;2025年报预增
4,603061.SH,17,603061,芯片概念;专精特新;2025年报预增;沪股通
29,603679.SH,17,603679,智慧灯杆;东数西算(算力);数据中心(AIDC);物联网;华为概念;换电概念;华为数字能源;充电桩;腾讯概念;储能;智能家居;车联网(车路协同);智慧城市;新能源汽车;无人驾驶;数字孪生;AI智能体;人工智能;锂电池概念;数据要素;智慧政务;低空经济;卫星导航;DeepSeek概念;AI应用;虚拟电厂;创投;虚拟数字人;西部大开发
19,688521.SH,17,688521,国家大基金持股;汽车芯片;先进封装;MCU芯片;AI手机;芯片概念;AI眼镜;智能音箱;东数西算(算力);物联网;无人驾驶;虚拟现实;上海自贸区;数字货币;阿里巴巴概念;腾讯概念;人工智能;沪股通;融资融券
32,688035.SH,17,688035,存储芯片;国家大基金持股;先进封装;芯片概念;PCB概念;苹果概念;柔性屏(折叠屏);消费电子概念;液冷服务器;智能穿戴;无线耳机;MR(混合现实);数据中心(AIDC);小米概念;专精特新;华为概念;有机硅概念;光伏概念;高端装备;HJT电池;宁德时代概念;石墨烯;TOPCON电池;新能源汽车;人形机器人;机器人概念;固态电池;锂电池概念;储能;高铁;沪股通;融资融券
19,688589.SH,17,688589,MCU芯片;芯片概念;传感器;物联网;5G;专精特新;智慧灯杆;卫星导航;中芯国际概念;电力物联网;光伏概念;智慧城市;智能家居;阿里巴巴概念;人工智能;粤港澳大湾区;智能电网;高铁;融资融券
14,002466.SZ,33,002466,盐湖提锂;动力电池回收;小金属概念;固态电池;锂电池概念;化肥;2026一季报预增;西部大开发;特斯拉概念;新能源汽车;同花顺漂亮100;证金持股;深股通;融资融券
10,600630.SH,17,600630,三胎概念;网红经济;物业管理;跨境电商;参股银行;一带一路;上海国企改革;国企改革;上海自贸区;融资融券
14,688181.SH,17,688181,OLED;光刻胶;先进封装;柔性屏(折叠屏);AI眼镜;消费电子概念;液冷服务器;专精特新;染料;氟化工概念;云计算;京津冀一体化;创新药;融资融券
16,300264.SZ,33,300264,Web3.0;在线教育;空间计算;文化传媒概念;AIGC概念;虚拟数字人;元宇宙;国产操作系统;云游戏;人工智能;MR(混合现实);百度概念;虚拟现实;专精特新;华为概念;股权转让(并购重组)
5,688325.SH,17,688325,专精特新;芯片概念;锂电池概念;沪股通;融资融券
10,000859.SZ,33,000859,光刻胶;柔性屏(折叠屏);芯片概念;新能源汽车;装配式建筑;雄安新区;一带一路;国企改革;深股通;融资融券
8,002012.SZ,33,002012,烟草;超级电容;储能;数据要素;共同富裕示范区;数字经济;互联网金融;碳中和
50,301248.SZ,33,301248,算力租赁;华为昇腾;东数西算(算力);云办公;数据确权;智谱AI;云计算;时空大数据;智慧灯杆;网络安全;腾讯概念;信创;数据中心(AIDC);财税数字化;华为鲲鹏;人脸识别;智慧政务;阿里巴巴概念;5G;多模态AI;语音技术;华为数字能源;液冷服务器;AIGC概念;AI智能体;数据要素;芯片概念;华为概念;物联网;数字孪生;卫星导航;安防;智慧城市;AI应用;数字乡村;区块链;在线教育;智能电网;DeepSeek概念;人工智能;智能医疗;粤港澳大湾区;数字经济;无人机;新型工业化;低空经济;机器人概念;智能物流;新型城镇化;融资融券
14,688621.SH,17,688621,CRO概念;细胞免疫治疗;减肥药;创新药;肝炎概念;仿制药一致性评价;智能医疗;宠物经济;人工智能;专精特新;华为盘古;股权转让(并购重组);融资融券;沪股通
16,688246.SH,17,688246,DRG/DIP;AI智能体;专精特新;人工智能;AI应用;ChatGPT概念;华为鲲鹏;数据要素;阿里巴巴概念;DeepSeek概念;华为概念;智能医疗;数字经济;养老概念;数据中心(AIDC);融资融券
14,300661.SZ,33,300661,存储芯片;汽车芯片;共封装光学(CPO);OLED;芯片概念;汽车电子;消费电子概念;无线耳机;传感器;专精特新;锂电池概念;人工智能;融资融券;深股通
10,688037.SH,17,688037,中芯国际概念;存储芯片;先进封装;光刻胶;芯片概念;华为海思概念股;专精特新;国企改革;沪股通;融资融券
14,300990.SZ,33,300990,光刻机;液冷服务器;芯片概念;数据中心(AIDC);专精特新;宁德时代概念;高端装备;新能源汽车;换电概念;储能;2025年报预增;氢能源;深股通;融资融券
8,603399.SH,17,603399,小金属概念;固态电池;锂电池概念;股权转让(并购重组);储能;专精特新;沪股通;融资融券
16,688380.SH,17,688380,存储芯片;汽车芯片;MCU芯片;芯片概念;汽车电子;消费电子概念;传感器;小米概念;专精特新;人形机器人;机器人概念;2025年报预增;长安汽车概念;华为汽车;沪股通;融资融券
40,002975.SZ,33,002975,PCB概念;先进封装;存储芯片;富士康概念;苹果概念;芯片概念;5G;液冷服务器;英伟达概念;消费电子概念;AI眼镜;汽车电子;毫米波雷达;新型烟草(电子烟);无线耳机;MR(混合现实);东数西算(算力);智能座舱;小米概念;华为概念;工业母机;比亚迪概念;无人驾驶;机器视觉;新能源汽车;粤港澳大湾区;特斯拉概念;2025年报预增;虚拟现实;新型工业化;横琴新区;人形机器人;高端装备;腾讯概念;机器人概念;阿里巴巴概念;人工智能;一带一路;减速器;深股通
38,688039.SH,17,688039,华为欧拉;华为鲲鹏;华为昇腾;Web3.0;AI视频;AI语料;云计算;智慧政务;信创;多模态AI;AIGC概念;鸿蒙概念;虚拟数字人;腾讯概念;阿里巴巴概念;AI应用;人脸识别;元宇宙;人工智能;安防;DeepSeek概念;AI PC;虚拟现实;星闪概念;文化传媒概念;脑机接口;低空经济;机器人概念;卫星导航;英伟达概念;专精特新;人形机器人;无人机;比亚迪概念;智能座舱;商业航天;沪股通;融资融券
9,688403.SH,17,688403,先进封装;存储芯片;OLED;汽车芯片;芯片概念;专精特新;人民币贬值受益;沪股通;融资融券
