所属概念数量,股票代码,market_code,code,所属概念
17,002239.SZ,33,002239,国企改革;长安汽车概念;百度概念;华为汽车;小米汽车;汽车热管理;充电桩;储能;新能源汽车;无人驾驶;比亚迪概念;特斯拉概念;锂电池概念;宁德时代概念;深股通;股权转让(并购重组);融资融券
13,000735.SZ,33,000735,海南自贸区;猪肉;生态农业;养鸡;动物疫苗;宠物经济;乡村振兴;冷链物流;自由贸易港;统一大市场;职业教育;深股通;融资融券
16,002169.SZ,33,002169,芯片概念;光伏概念;特高压;宁德时代概念;充电桩;智能电网;数据中心(AIDC);储能;电力物联网;工业互联网;虚拟电厂;钒电池;碳中和;绿色电力;深股通;融资融券
4,300973.SZ,33,300973,乳业;冷链物流;深股通;融资融券
6,688395.SH,17,688395,专精特新;新型工业化;机器人概念;新能源汽车;储能;融资融券
7,601006.SH,17,601006,高股息精选;同花顺中特估100;证金持股;国企改革;高铁;沪股通;融资融券
21,000967.SZ,33,000967,算力租赁;云计算;智能电网;储能;华为概念;充电桩;核电;物联网;无人驾驶;智慧城市;数据要素;新能源汽车;绿色电力;机器人概念;垃圾分类;固废处理;污水处理;PPP概念;特色小镇;深股通;融资融券
6,301399.SZ,33,301399,空气能热泵;专精特新;液冷服务器;家用电器;数据中心(AIDC);融资融券
18,002310.SZ,33,002310,股权转让(并购重组);生态农业;绿色电力;土壤修复;PPP概念;风电;京津冀一体化;雄安新区;乡村振兴;固废处理;汽车拆解概念;污水处理;国企改革;新型城镇化;储能;水利;金属回收;深股通
11,301345.SZ,33,301345,两轮车;跨境电商;无人驾驶;人民币贬值受益;人形机器人;2025年报预增;机器人概念;2026一季报预增;专精特新;深股通;融资融券
13,688068.SH,17,688068,重组蛋白;创新药;阿尔茨海默概念;肝炎概念;猴痘概念;流感;智能医疗;医疗器械概念;食品安全;京津冀一体化;人工智能;沪股通;融资融券
4,601169.SH,17,601169,高股息精选;参股保险;沪股通;融资融券
13,002932.SZ,33,002932,猴痘概念;流感;辅助生殖;肝炎概念;基因测序;医疗器械概念;食品安全;智能医疗;创投;ST板块;DeepSeek概念;专精特新;股权转让(并购重组)
12,300540.SZ,33,300540,天然气;氢能源;燃料电池;智慧灯杆;专精特新;商业航天;一带一路;西部大开发;储能;国企改革;充电桩;车联网(车路协同)
12,002866.SZ,33,002866,钠离子电池;AI PC;固态电池;人民币贬值受益;专精特新;华为概念;小米概念;消费电子概念;储能;富士康概念;PCB概念;深股通
9,300581.SZ,33,300581,军民融合;军工;航空发动机;无人机;卫星导航;专精特新;西部大开发;融资融券;深股通
8,301206.SZ,33,301206,代糖概念;合成生物;人民币贬值受益;绿色电力;专精特新;新型工业化;深股通;融资融券
5,605050.SH,17,605050,统一大市场;一体化压铸;机器人概念;新能源汽车;沪股通
12,300986.SZ,33,300986,人工智能;量子科技;机器人概念;2025年报预增;雅下水电概念;一带一路;雄安新区;光伏概念;新型城镇化;装配式建筑;深股通;融资融券
8,600568.SH,22,600568,ST板块;PPP概念;民营医院;粤港澳大湾区;医疗器械概念;细胞免疫治疗;眼科医疗;医药电商
11,301533.SZ,33,301533,农机;跨境电商;乡村振兴;水利;一带一路;人民币贬值受益;冰雪产业;西部大开发;专精特新;无人驾驶;融资融券
6,600004.SH,17,600004,免税店;同花顺中特估100;国企改革;粤港澳大湾区;沪股通;融资融券
9,603860.SH,17,603860,乡村振兴;国企改革;数字经济;数字乡村;人工智能;AI智能体;国资云;专精特新;中字头股票
10,600808.SH,17,600808,特钢概念;央企国企改革;煤化工概念;证金持股;国企改革;高铁;新能源汽车;数据中心(AIDC);沪股通;融资融券
3,002391.SZ,33,002391,化肥;乡村振兴;人民币贬值受益
11,002437.SZ,33,002437,仿制药一致性评价;创新药;医药电商;肝炎概念;维生素;民营医院;基因测序;黑龙江自贸区;2025年报预增;深股通;融资融券
12,300823.SZ,33,300823,装配式建筑;新型城镇化;中俄贸易概念;雄安新区;水利;一带一路;高铁;专精特新;新型工业化;机器人概念;高端装备;核电
1,603937.SH,17,603937,锂电池概念
7,002367.SZ,33,002367,新型城镇化;一带一路;创投;长三角一体化;物联网;深股通;融资融券
8,601211.SH,17,601211,期货概念;证金持股;同花顺中特估100;国企改革;沪股通;融资融券;2025年报预增;股权转让(并购重组)
9,688357.SH,17,688357,专精特新;燃料电池;核污染防治;净水概念;污水处理;氢能源;一带一路;股权转让(并购重组);融资融券
6,603214.SH,17,603214,三胎概念;跨境电商;IP经济(谷子经济);托育服务;拼多多概念;腾讯概念
10,603508.SH,17,603508,高股息精选;高铁;安防;车联网(车路协同);无人驾驶;机器视觉;无人机;5G;沪股通;融资融券
15,002386.SZ,33,002386,磷化工;钛白粉概念;水泥概念;煤炭概念;西部大开发;锂电池概念;氢能源;国企改革;固态电池;绿色电力;宁德时代概念;储能;工业互联网;融资融券;深股通
3,300313.SZ,33,300313,乳业;ST板块;西部大开发
55,600850.SH,17,600850,华为盘古;国资云;华为鲲鹏;智慧政务;ChatGPT概念;数据安全;云计算;多模态AI;华为昇腾;网络安全;AIGC概念;信创;AI应用;AI智能体;数据要素;虚拟数字人;数字乡村;人脸识别;阿里巴巴概念;数字孪生;腾讯概念;短剧游戏;跨境支付(CIPS);互联网金融;DeepSeek概念;职业教育;智慧城市;数字经济;人工智能;智能医疗;智能电网;车联网(车路协同);东数西算(算力);物联网;工业互联网;水利;华为概念;数据中心(AIDC);乡村振兴;低空经济;核电;大飞机;机器人概念;国企改革;新型工业化;卫星导航;央企国企改革;商业航天;无人驾驶;液冷服务器;人形机器人;WiFi 6;沪股通;光刻机;融资融券
8,300176.SZ,33,300176,人民币贬值受益;粤港澳大湾区;2025年报预增;低空经济;新能源汽车;特斯拉概念;宁德时代概念;股权转让(并购重组)
13,600026.SH,17,600026,航运概念;俄乌冲突概念;天然气;上海自贸区;同花顺中特估100;一带一路;人民币贬值受益;国企改革;证金持股;央企国企改革;沪股通;融资融券;中字头股票
4,001205.SZ,33,001205,航运概念;一带一路;专精特新;股权转让(并购重组)
7,600983.SH,17,600983,高股息精选;垃圾分类;一带一路;人民币贬值受益;家用电器;2025年报预增;沪股通
7,600822.SH,17,600822,上海国企改革;统一大市场;国企改革;智能物流;上海自贸区;数据要素;融资融券
6,600030.SH,17,600030,期货概念;证金持股;同花顺漂亮100;同花顺中特估100;沪股通;融资融券
23,300493.SZ,33,300493,智能音箱;汽车芯片;智能穿戴;无线耳机;AI眼镜;传感器;汽车电子;先进封装;芯片概念;物联网;5G;存储芯片;智能家居;抖音概念(字节概念);专精特新;数据中心(AIDC);人工智能;海峡两岸;2025年报预增;智能医疗;养老概念;深股通;融资融券
5,688393.SH,17,688393,人工智能;腾讯概念;肝炎概念;华为概念;融资融券
31,603000.SH,17,603000,AI语料;知识产权保护;AIGC概念;数据确权;文化传媒概念;智谱AI;AI应用;AI智能体;区块链;数据要素;百度概念;云办公;国资云;独角兽概念;DeepSeek概念;鸿蒙概念;数据安全;蚂蚁集团概念;网络安全;人工智能;京津冀一体化;体育产业;创投;算力租赁;华为概念;东数西算(算力);国企改革;数据中心(AIDC);证金持股;沪股通;融资融券
3,300641.SZ,33,300641,锂电池概念;深股通;融资融券
4,920271.BJ,151,920271,低空经济;融资融券;人民币贬值受益;汽车热管理
8,600861.SH,17,600861,乡村振兴;国企改革;京津冀一体化;职业教育;虚拟数字人;一带一路;人工智能;沪股通
6,603680.SH,17,603680,高铁;一带一路;2025年报预增;充电桩;储能;沪股通
10,600961.SH,17,600961,金属锌;金属铅;金属铜;黄金概念;小金属概念;金属回收;央企国企改革;国企改革;融资融券;沪股通
18,300916.SZ,33,300916,物联网;智能家居;机器人概念;无线耳机;家用电器;比亚迪概念;净水概念;充电桩;新能源汽车;新型烟草(电子烟);汽车电子;粤港澳大湾区;消费电子概念;露营经济;储能;医疗器械概念;深股通;融资融券
3,688029.SH,17,688029,医疗器械概念;沪股通;融资融券
15,600358.SH,17,600358,露营经济;快手概念;小红书概念;网红经济;网络游戏;体育产业;文化传媒概念;国企改革;跨境电商;虚拟现实;腾讯概念;旅游概念;电子竞技;股权转让(并购重组);摘帽
22,002161.SZ,33,002161,电子身份证;ETC;信创;无人零售;AI智能体;智慧城市;车联网(车路协同);虚拟数字人;物联网;人工智能;食品安全;烟草;粤港澳大湾区;创投;无人机;机器人概念;IP经济(谷子经济);一带一路;宠物经济;芯片概念;融资融券;深股通
4,603049.SH,17,603049,两轮车;新能源汽车;比亚迪概念;融资融券
3,002958.SZ,33,002958,高股息精选;深股通;融资融券
11,300462.SZ,33,300462,独角兽概念;人脸识别;移动支付;ETC;智慧城市;车联网(车路协同);ST板块;汽车热管理;储能;充电桩;液冷服务器
22,002101.SZ,33,002101,农机;创投;横琴新区;国企改革;一体化压铸;华为汽车;飞行汽车(eVTOL);粤港澳大湾区;低空经济;新能源汽车;特斯拉概念;比亚迪概念;华为概念;无人机;宁德时代概念;汽车电子;5G;3D打印;毫米波雷达;机器人概念;深股通;融资融券
22,300349.SZ,33,300349,云计算;鸿蒙概念;AI智能体;星闪概念;AI应用;数据要素;物联网;量子科技;智慧城市;人工智能;华为概念;DeepSeek概念;数字经济;传感器;华为海思概念股;芯片概念;储能;地下管网;氢能源;绿色电力;深股通;融资融券
8,301220.SZ,33,301220,合成生物;参股银行;烟草;一带一路;人民币贬值受益;2025年报预增;深股通;融资融券
10,002382.SZ,33,002382,医药电商;三胎概念;医疗器械概念;跨境电商;人民币贬值受益;一带一路;绿色电力;深股通;特斯拉概念;融资融券
20,601567.SH,17,601567,电力物联网;高压氧舱;智能电网;AI应用;脑机接口;人工智能;智能医疗;充电桩;数据中心(AIDC);风电;工业互联网;储能;养老概念;一带一路;光伏概念;参股银行;三胎概念;民营医院;沪股通;融资融券
9,605389.SH,17,605389,减速器;高端装备;专精特新;机器人概念;海工装备;光伏概念;国企改革;沪股通;股权转让(并购重组)
22,603598.SH,17,603598,小红书概念;快手概念;短剧游戏;拼多多概念;虚拟数字人;文化传媒概念;AIGC概念;多模态AI;网红经济;抖音概念(字节概念);AI应用;元宇宙;数据要素;百度概念;AI智能体;腾讯概念;阿里巴巴概念;鸿蒙概念;DeepSeek概念;人工智能;京津冀一体化;华为概念
6,603808.SH,17,603808,网红经济;NFT概念;C2M概念;虚拟数字人;人工智能;粤港澳大湾区
4,603818.SH,17,603818,京津冀一体化;人民币贬值受益;智能家居;海峡两岸
10,600515.SH,17,600515,免税店;自由贸易港;海南自贸区;物业管理;土地流转;跨境电商;国企改革;低空经济;融资融券;沪股通
12,300753.SZ,33,300753,脑机接口;AI应用;人工智能;机器人概念;专精特新;养老概念;医疗器械概念;血氧仪;医美概念;三胎概念;流感;医药电商
15,000581.SZ,33,000581,参股券商;国企改革;汽车热管理;机器人概念;高股息精选;人形机器人;燃料电池;新能源汽车;氢能源;毫米波雷达;汽车电子;芯片概念;汽车芯片;深股通;融资融券
15,300368.SZ,33,300368,算力租赁;云计算;信创;互联网金融;智慧城市;京津冀一体化;无人零售;数据中心(AIDC);风电;华为概念;雄安新区;机器人概念;国企改革;股权转让(并购重组);深股通
12,300355.SZ,33,300355,生态农业;新型城镇化;化债概念(AMC概念);土壤修复;PPP概念;碳中和;西部大开发;一带一路;碳交易;足球概念;深股通;融资融券
10,300434.SZ,33,300434,流感;维生素;仿制药一致性评价;医药电商;三胎概念;创新药;CRO概念;地下管网;西部大开发;PPP概念
10,600863.SH,17,600863,超超临界发电;煤炭概念;高股息精选;绿色电力;央企国企改革;国企改革;风电;西部大开发;沪股通;融资融券
5,603122.SH,17,603122,猴痘概念;智能医疗;海峡两岸;长三角一体化;人工智能
2,000910.SZ,33,000910,锂电池概念;融资融券
7,920018.BJ,151,920018,柔性直流输电;水利;数字经济;特高压;新能源汽车;新股与次新股;融资融券
3,688468.SH,17,688468,医疗器械概念;阿尔茨海默概念;融资融券
6,920204.BJ,151,920204,PET铜箔;专精特新;融资融券;光伏概念;锂电池概念;核污染防治
11,600621.SH,17,600621,期货概念;参股券商;上海国企改革;互联网金融;物业管理;DeepSeek概念;国企改革;创投;2025年报预增;沪股通;融资融券
7,301048.SZ,33,301048,高铁;一带一路;高端装备;国企改革;央企国企改革;深股通;融资融券
8,300858.SZ,33,300858,幽门螺杆菌概念;乳业;宠物经济;创新药;医美概念;三胎概念;土壤修复;京津冀一体化
9,603530.SH,17,603530,柔性直流输电;抽水蓄能;特高压;智能电网;风电;核电;绿色电力;沪股通;融资融券
6,002282.SZ,33,002282,中俄贸易概念;雄安新区;一带一路;国企改革;高铁;绿色电力
5,601162.SH,17,601162,期货概念;物业管理;国企改革;沪股通;融资融券
4,600530.SH,17,600530,幽门螺杆菌概念;宠物经济;养老概念;沪股通
10,300978.SZ,33,300978,长安汽车概念;华为汽车;百度概念;比亚迪概念;新能源汽车;智能座舱;毫米波雷达;汽车电子;深股通;融资融券
3,603151.SH,17,603151,乡村振兴;2025年报预增;股权转让(并购重组)
8,920167.BJ,151,920167,TOPCON电池;HJT电池;氢能源;储能;融资融券;光伏概念;专精特新;BC电池
4,601818.SH,17,601818,高股息精选;国企改革;沪股通;融资融券
13,600278.SH,17,600278,上海国企改革;统一大市场;参股券商;自由贸易港;创投;国企改革;医疗器械概念;上海自贸区;一带一路;航运概念;人民币贬值受益;沪股通;融资融券
18,601186.SH,17,601186,高股息精选;证金持股;同花顺中特估100;中字头股票;特色小镇;国企改革;PPP概念;装配式建筑;央企国企改革;水利;一带一路;高铁;机器人概念;高端装备;沪股通;融资融券;金属铜;商业航天
6,688657.SH,17,688657,华为概念;新型工业化;人工智能;信创;鸿蒙概念;融资融券
10,600645.SH,17,600645,细胞免疫治疗;重组蛋白;肝炎概念;创新药;基因测序;辅助生殖;牙科医疗;独角兽概念;融资融券;沪股通
17,300008.SZ,33,300008,军民融合;海工装备;军工;太赫兹;垃圾分类;高端装备;人工智能;一带一路;风电;数字孪生;2025年报预增;专精特新;机器人概念;航运概念;天然气;深股通;融资融券
10,300097.SZ,33,300097,柔性屏(折叠屏);MicroLED概念;MiniLED;OLED;新型工业化;华为概念;新能源汽车;智能物流;摘帽;股权转让(并购重组)
5,603233.SH,17,603233,医药电商;医疗器械概念;DeepSeek概念;沪股通;融资融券
4,601099.SH,17,601099,互联网金融;西部大开发;沪股通;融资融券
14,300062.SZ,33,300062,智能电网;充电桩;储能;绿色电力;光伏概念;高压快充;高铁;福建自贸区;海峡两岸;一带一路;锂电池概念;机器人概念;宁德时代概念;新能源汽车
4,002797.SZ,33,002797,期货概念;区块链;深股通;融资融券
8,301359.SZ,33,301359,中俄贸易概念;专精特新;家用电器;共同富裕示范区;比亚迪概念;新能源汽车;汽车电子;融资融券
14,301551.SZ,33,301551,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;在线教育;智能医疗;抖音概念(字节概念);百度概念;人工智能;国企改革;智能音箱;华为概念;深股通;融资融券
8,601388.SH,17,601388,金属回收;汽车拆解概念;固废处理;2025年报预增;人民币贬值受益;海峡两岸;融资融券;沪股通
13,600692.SH,17,600692,乡村振兴;文化传媒概念;土地流转;农业种植;创投;粮食概念;生态农业;国企改革;光伏建筑一体化;绿色电力;风电;2025年报预增;融资融券
15,301479.SZ,33,301479,消费电子概念;智能座舱;AI眼镜;小米概念;机器视觉;专精特新;比亚迪概念;虚拟现实;无人驾驶;人形机器人;机器人概念;智能家居;粤港澳大湾区;深股通;融资融券
9,920344.BJ,151,920344,医药电商;重组蛋白;三胎概念;细胞免疫治疗;肝炎概念;京津冀一体化;创新药;融资融券;专精特新
32,002396.SZ,33,002396,WiFi 6;F5G概念;共封装光学(CPO);5G;数据中心(AIDC);网络安全;华为概念;物联网;信创;车联网(车路协同);机器人概念;抖音概念(字节概念);智能家居;脑机接口;阿里巴巴概念;腾讯概念;移动支付;海峡两岸;鸿蒙概念;人工智能;数字货币;DeepSeek概念;AIGC概念;AI应用;福建自贸区;在线教育;互联网金融;文化传媒概念;国企改革;深股通;融资融券;证金持股
21,920493.BJ,151,920493,数据中心(AIDC);商业航天;量子科技;算力租赁;在线教育;华为概念;阿里巴巴概念;华为昇腾;飞行汽车(eVTOL);智谱AI;华为鲲鹏;比亚迪概念;云计算;融资融券;数字经济;百度概念;长安汽车概念;低空经济;DeepSeek概念;AIGC概念;东数西算(算力)
12,002806.SZ,33,002806,超级电容;高压快充;汽车热管理;新能源汽车;无人驾驶;固态电池;储能;百度概念;燃料电池;车联网(车路协同);新疆振兴;股权转让(并购重组)
7,301668.SZ,33,301668,智能电网;风电;注册制次新股;专精特新;深股通;新股与次新股;融资融券
14,600730.SH,22,600730,化债概念(AMC概念);物业管理;在线教育;职业教育;AI应用;创投;参股券商;人工智能;信创;芯片概念;DeepSeek概念;国企改革;ST板块;股权转让(并购重组)
23,002090.SZ,33,002090,电力物联网;智能电网;虚拟电厂;换电概念;信创;智慧城市;智慧政务;安防;人工智能;数字经济;光伏建筑一体化;储能;核电;垃圾分类;数据中心(AIDC);华为概念;风电;建筑节能;碳中和;机器人概念;5G;氢能源;股权转让(并购重组)
11,603194.SH,17,603194,共同富裕示范区;人民币贬值受益;智能物流;机器人概念;新能源汽车;汽车拆解概念;军工;储能;锂电池概念;沪股通;融资融券
3,002753.SZ,33,002753,煤化工概念;石墨电极;锂电池概念
10,002703.SZ,33,002703,长安汽车概念;小米汽车;无人驾驶;汽车电子;共同富裕示范区;小米概念;新能源汽车;比亚迪概念;深股通;融资融券
24,002182.SZ,33,002182,小金属概念;军工;无人机;商业航天;3D打印;飞行汽车(eVTOL);低空经济;苹果概念;5G;比亚迪概念;消费电子概念;机器人概念;特斯拉概念;华为概念;宁德时代概念;华为汽车;一体化压铸;富士康概念;长安汽车概念;氢能源;央企国企改革;国企改革;深股通;融资融券
7,601018.SH,17,601018,同花顺中特估100;证金持股;航运概念;自由贸易港;国企改革;沪股通;融资融券
8,002103.SZ,33,002103,IP经济(谷子经济);跨境电商;数字经济;创投;腾讯概念;一带一路;虚拟现实;深股通
10,002923.SZ,33,002923,青蒿素;仿制药一致性评价;创新药;肝炎概念;流感;合成生物;猴痘概念;医药电商;幽门螺杆菌概念;医疗器械概念
13,000425.SZ,33,000425,同花顺出海50;雅下水电概念;农机;一带一路;高端装备;国企改革;工业互联网;深股通;融资融券;机器人概念;无人驾驶;氢能源;军工
3,600671.SH,17,600671,眼科医疗;医疗器械概念;国企改革
6,601007.SH,17,601007,预制菜;网红经济;参股保险;物业管理;国企改革;2025年报预增
14,301558.SZ,33,301558,知识产权保护;跨境电商;AIGC概念;DeepSeek概念;人工智能;AI智能体;创投;智能物流;多模态AI;人民币贬值受益;粤港澳大湾区;2025年报预增;深股通;融资融券
2,300636.SZ,33,300636,仿制药一致性评价;人民币贬值受益
27,600480.SH,17,600480,汽车热管理;华为汽车;人形机器人;长安汽车概念;飞行汽车(eVTOL);小米汽车;特斯拉概念;无人驾驶;新能源汽车;传感器;比亚迪概念;低空经济;商业航天;小米概念;核电;水利;宁德时代概念;锂电池概念;储能;液冷服务器;京津冀一体化;雄安新区;地下管网;国企改革;央企国企改革;沪股通;融资融券
11,000598.SZ,33,000598,证金持股;PPP概念;地下管网;国企改革;固废处理;污水处理;西部大开发;水利;数字孪生;深股通;融资融券
11,002445.SZ,33,002445,股权转让(并购重组);绿色电力;光伏建筑一体化;手机游戏;独角兽概念;虚拟现实;海工装备;文化传媒概念;国企改革;深股通;融资融券
12,300049.SZ,33,300049,家庭医生;智能医疗;AI应用;医疗器械概念;三胎概念;人民币贬值受益;肝炎概念;参股保险;西部大开发;医药电商;深股通;融资融券
8,600299.SH,17,600299,维生素;合成生物;国企改革;央企国企改革;沪股通;人民币贬值受益;DeepSeek概念;融资融券
14,002592.SZ,33,002592,ST板块;网络游戏;文化传媒概念;细胞免疫治疗;西部大开发;长安汽车概念;燃料电池;华为汽车;汽车热管理;专精特新;华为概念;新能源汽车;2025年报预增;军工
15,002979.SZ,33,002979,人形机器人;新型工业化;机器视觉;机器人概念;高端装备;比亚迪概念;专精特新;芯片概念;小米概念;低空经济;富士康概念;华为概念;光伏概念;宁德时代概念;深股通
8,002546.SZ,33,002546,电力物联网;虚拟电厂;智能电网;数据要素;充电桩;物联网;2025年报预增;深股通
6,601328.SH,17,601328,高股息精选;同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券
19,300532.SZ,33,300532,智能物流;区块链;数字孪生;新型工业化;华为鲲鹏;工业互联网;机器人概念;机器视觉;一带一路;统一大市场;比亚迪概念;特斯拉概念;华为概念;储能;宁德时代概念;5G;高股息精选;股权转让(并购重组);深股通
8,600626.SH,17,600626,上海自贸区;上海国企改革;人民币贬值受益;国企改革;比亚迪概念;特斯拉概念;沪股通;融资融券
6,601939.SH,17,601939,高股息精选;同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券
6,002989.SZ,33,002989,芯片概念;粤港澳大湾区;人工智能;新型城镇化;国企改革;深股通
7,603811.SH,17,603811,流感;肝炎概念;猴痘概念;仿制药一致性评价;维生素;医药电商;医疗器械概念
10,600192.SH,17,600192,智能电网;风电;充电桩;国企改革;核电;西部大开发;光伏概念;军工;燃料电池;融资融券
6,000750.SZ,33,000750,期货概念;国企改革;西部大开发;2025年报预增;深股通;融资融券
4,600909.SH,17,600909,期货概念;沪股通;国企改革;融资融券
4,002561.SZ,33,002561,乡村振兴;物业管理;国企改革;融资融券
13,000558.SZ,33,000558,冰雪产业;体育产业;旅游概念;文化传媒概念;短剧游戏;电子竞技;PPP概念;租售同权;创投;国企改革;西部大开发;深股通;融资融券
9,688802.SH,17,688802,科创次新股;先进封装;芯片概念;注册制次新股;东数西算(算力);信创;人工智能;新股与次新股;融资融券
5,603617.SH,17,603617,水利;跨境电商;共同富裕示范区;人民币贬值受益;机器人概念
22,001283.SZ,33,001283,钠离子电池;固态电池;两轮车;动力电池回收;锂电池概念;人形机器人;新型烟草(电子烟);储能;比亚迪概念;机器人概念;新能源汽车;人民币贬值受益;小米概念;2025年报预增;粤港澳大湾区;人工智能;消费电子概念;AI眼镜;AI PC;智能穿戴;数据中心(AIDC);深股通
18,600336.SH,17,600336,净水概念;空气能热泵;无人零售;医疗器械概念;跨境电商;家用电器;冰雪产业;物业管理;冷链物流;一带一路;智能家居;创投;物联网;DeepSeek概念;国企改革;超级品牌;融资融券;沪股通
21,002624.SZ,33,002624,云游戏;NFT概念;电子竞技;手机游戏;网络游戏;元宇宙;区块链;AIGC概念;短剧游戏;虚拟数字人;AI智能体;虚拟现实;AI应用;英伟达概念;人工智能;鸿蒙概念;华为概念;IP经济(谷子经济);文化传媒概念;深股通;融资融券
10,002833.SZ,33,002833,粤港澳大湾区;专精特新;新型工业化;新能源汽车;减速器;高端装备;机器人概念;DeepSeek概念;高股息精选;深股通
11,920670.BJ,151,920670,AI应用;数字孪生;AIGC概念;融资融券;专精特新;智能医疗;虚拟现实;人工智能;3D打印;AI智能体;数字经济
20,300902.SZ,33,300902,物联网;数据要素;安防;低空经济;机器人概念;长安汽车概念;无人机;专精特新;军工;比亚迪概念;飞行汽车(eVTOL);军民融合;海峡两岸;福建自贸区;新能源汽车;一带一路;储能;宁德时代概念;特高压;融资融券
48,600100.SH,17,600100,华为昇腾;国资云;网络安全;东数西算(算力);算力租赁;国产操作系统;信创;数据中心(AIDC);智慧城市;数据要素;ChatGPT概念;AI智能体;区块链;安防;鸿蒙概念;AI语料;华为概念;物联网;AIGC概念;AI应用;DeepSeek概念;人工智能;可控核聚变;数字经济;在线教育;核电;液冷服务器;互联网保险;机器视觉;工业互联网;机器人概念;创投;京津冀一体化;消费电子概念;储能;核污染防治;食品安全;雄安新区;央企国企改革;工业母机;土壤修复;污水处理;国企改革;锂电池概念;参股券商;沪股通;融资融券;股权转让(并购重组)
27,002908.SZ,33,002908,区块链;智慧政务;数据要素;AI语料;数据确权;AI应用;电子身份证;职业教育;数字经济;AI智能体;数字货币;移动支付;智慧城市;智谱AI;信创;DeepSeek概念;腾讯概念;抖音概念(字节概念);人工智能;京津冀一体化;智能医疗;乡村振兴;物联网;华为概念;粤港澳大湾区;农村电商;东数西算(算力)
24,300020.SZ,33,300020,ST板块;家庭医生;共同富裕示范区;数字经济;数字乡村;智慧城市;数据要素;数字孪生;智慧政务;人工智能;元宇宙;区块链;创投;华为鲲鹏;车联网(车路协同);ETC;百度概念;智能医疗;机器人概念;阿里巴巴概念;华为概念;无人驾驶;东数西算(算力);数据中心(AIDC)
11,002524.SZ,33,002524,装配式建筑;民营医院;地下管网;创投;智能医疗;医美概念;西部大开发;眼科医疗;新疆振兴;人工智能;天然气
29,300045.SZ,33,300045,军工信息化;卫星导航;军民融合;大飞机;商业航天;成飞概念;军工;6G概念;无人机;时空大数据;低空经济;网络安全;车联网(车路协同);数字孪生;毫米波雷达;飞行汽车(eVTOL);无人驾驶;智慧城市;虚拟现实;人工智能;芯片概念;工业互联网;独角兽概念;消费电子概念;农机;京津冀一体化;创投;深股通;融资融券
7,600800.SH,17,600800,丙烯酸;天津自贸区;环氧丙烷;氢能源;国企改革;芯片概念;融资融券
9,000415.SZ,33,000415,参股保险;人民币贬值受益;雄安新区;西部大开发;低空经济;飞行汽车(eVTOL);新疆振兴;深股通;融资融券
6,688084.SH,17,688084,军工;无人机;机器人概念;高端装备;沪股通;融资融券
9,300981.SZ,33,300981,宠物经济;医疗器械概念;智能医疗;核污染防治;国企改革;人民币贬值受益;专精特新;融资融券;深股通
11,002365.SZ,33,002365,维生素;医药电商;宠物经济;三胎概念;跨境电商;一带一路;人民币贬值受益;证金持股;氢能源;石墨烯;深股通
1,002650.SZ,33,002650,ST板块
10,301329.SZ,33,301329,海峡两岸;储能;光伏概念;卫星导航;新能源汽车;商业航天;消费电子概念;5G;光纤概念;融资融券
5,688203.SH,17,688203,可降解塑料;专精特新;国企改革;3D打印;融资融券
6,000809.SZ,33,000809,绿色电力;光伏建筑一体化;风电;储能;氢能源;股权转让(并购重组)
15,601798.SH,17,601798,海工装备;光热发电;氢能源;碳中和;一带一路;天然气;专精特新;页岩气;储能;西部大开发;俄乌冲突概念;央企国企改革;机器人概念;国企改革;股权转让(并购重组)
5,001220.SZ,33,001220,京津冀一体化;注册制次新股;智能物流;新股与次新股;融资融券
11,000915.SZ,33,000915,高股息精选;医药电商;维生素;流感;创新药;三胎概念;国企改革;污水处理;消毒剂;深股通;融资融券
23,001388.SZ,33,001388,鸿蒙概念;电力物联网;电子身份证;人工智能;物联网;工业互联网;算力租赁;智能电网;机器人概念;华为概念;中俄贸易概念;核电;新型工业化;风电;注册制次新股;专精特新;特高压;传感器;芯片概念;PCB概念;深股通;新股与次新股;融资融券
23,300941.SZ,33,300941,数字货币;移动支付;AI应用;蚂蚁集团概念;数据要素;智慧政务;鸿蒙概念;AI智能体;数字经济;数据安全;信创;DeepSeek概念;人工智能;养老概念;阿里巴巴概念;云计算;智能医疗;雄安新区;福建自贸区;华为概念;海峡两岸;深股通;融资融券
17,002498.SZ,33,002498,柔性直流输电;电力物联网;抽水蓄能;特高压;智能电网;风电;充电桩;核电;海工装备;数字经济;无人机;5G;燃料电池;一带一路;氢能源;深股通;融资融券
26,688157.SH,17,688157,MR(混合现实);小米汽车;专精特新;低空经济;比亚迪概念;华为汽车;机器人概念;飞行汽车(eVTOL);小米概念;新能源汽车;特斯拉概念;华为概念;光刻胶;无人驾驶;柔性屏(折叠屏);固态电池;智能穿戴;苹果概念;消费电子概念;储能;AI眼镜;华为手机;AI手机;PCB概念;沪股通;融资融券
10,000401.SZ,33,000401,水泥概念;国企改革;绿色电力;化债概念(AMC概念);雄安新区;固废处理;京津冀一体化;核电;深股通;融资融券
10,600368.SH,17,600368,统一大市场;冷链物流;国企改革;物业管理;乡村振兴;西部大开发;数字乡村;人工智能;沪股通;融资融券
