market_code,所属概念数量,所属概念,股票代码,code
33,4,一带一路;跨境支付(CIPS);融资融券;深股通,002948.SZ,002948
17,8,人民币贬值受益;PM2.5;光伏概念;芯片概念;DeepSeek概念;AI智能体;核污染防治;融资融券,688628.SH,688628
33,15,智慧政务;抖音概念(字节概念);腾讯概念;云计算;数据要素;阿里巴巴概念;互联网保险;数字经济;网络安全;东数西算(算力);华为概念;AI应用;融资融券;深股通;股权转让(并购重组),300061.SZ,300061
33,30,电子身份证;数字货币;财税数字化;数据确权;DRG/DIP;华为鲲鹏;知识产权保护;信创;智慧政务;网络安全;云计算;互联网金融;数据安全;区块链;鸿蒙概念;在线教育;阿里巴巴概念;数字经济;车联网(车路协同);京津冀一体化;量子科技;东数西算(算力);华为概念;星闪概念;雄安新区;国企改革;芯片概念;股权转让(并购重组);融资融券;深股通,300579.SZ,300579
17,7,钙钛矿电池;OLED;光刻胶;柔性屏(折叠屏);AI眼镜;沪股通;融资融券,688378.SH,688378
17,5,染料;创投;沪股通;融资融券;人工智能,600352.SH,600352
33,12,农机;农村电商;乡村振兴;减速器;储能;金属锌;金属铜;金属铅;小金属概念;数字乡村;盐湖提锂;融资融券,000816.SZ,000816
33,22,存储芯片;国家大基金持股;AI PC;AI手机;先进封装;EDR概念;芯片概念;AI眼镜;消费电子概念;智能穿戴;智能座舱;小米概念;专精特新;小米汽车;数据中心;人民币贬值受益;华为概念;机器人概念;信创;华为鲲鹏;深股通;融资融券,301308.SZ,301308
17,13,信创;国产操作系统;百度概念;商业航天;鸿蒙概念;东数西算(算力);MCU芯片;汽车芯片;DeepSeek概念;芯片概念;机器人概念;沪股通;融资融券,688047.SH,688047
33,10,煤化工概念;盐湖提锂;锂电池概念;固废处理;医疗废物处理;污水处理;雄安新区;PPP概念;深股通;融资融券,300055.SZ,300055
17,18,华为昇腾;多模态AI;华为欧拉;华为鲲鹏;AI智能体;AIGC概念;网络安全;数据安全;数据要素;同花顺新质50;DeepSeek概念;人工智能;AI应用;车联网(车路协同);5G;低空经济;无人驾驶;融资融券,688292.SH,688292
17,14,光刻胶;苹果概念;工业母机;宁德时代概念;消费电子概念;机器视觉;汽车电子;新型工业化;专精特新;比亚迪概念;一带一路;机器人概念;人形机器人;融资融券,688125.SH,688125
33,25,超级电容;第三代半导体;英伟达概念;芯片概念;高压快充;光伏概念;小米概念;数据中心;新能源汽车;中国AI 50;高端装备;储能;智能电网;充电桩;新型工业化;机器人概念;风电;高铁;家用电器;一带一路;智能家居;车联网(车路协同);医疗器械概念;融资融券;深股通,002851.SZ,002851
17,17,2025年报预增;黄金概念;医疗废物处理;金属回收;金属铅;固废处理;金属铜;小金属概念;污水处理;土壤修复;一带一路;生物质能发电;垃圾分类;PPP概念;沪股通;金属镍;融资融券,603588.SH,603588
17,10,参股券商;风电;光刻机;国企改革;人形机器人;工业母机;机器人概念;商业航天;沪股通;股权转让(并购重组),600889.SH,600889
33,25,多模态AI;ChatGPT概念;AIGC概念;AI智能体;ERP概念;华为鲲鹏;抖音概念(字节概念);数据安全;百度概念;阿里巴巴概念;数据要素;人工智能;DeepSeek概念;数字经济;华为概念;工业互联网;C2M概念;新型工业化;创投;芯片概念;富士康概念;AI应用;海峡两岸;深股通;融资融券,300378.SZ,300378
17,12,京津冀一体化;低空经济;无人机;人工智能;职业教育;元宇宙;DeepSeek概念;车联网(车路协同);区块链;AI应用;2025年报预增;融资融券,688015.SH,688015
17,3,高铁;专精特新;沪股通,605298.SH,605298
17,13,存储芯片;汽车芯片;芯片概念;5G;传感器;比亚迪概念;专精特新;东数西算(算力);无人驾驶;卫星导航;阿里巴巴概念;沪股通;融资融券,688135.SH,688135
151,10,家用电器;新型工业化;数据中心;军工;机器人概念;锂电池概念;工业互联网;风电;新股与次新股;融资融券,920080.BJ,920080
17,8,先进封装;存储芯片;芯片概念;5G;机器视觉;华为概念;股权转让(并购重组);核电,603991.SH,603991
33,14,免税店;乡村振兴;NMN概念;跨境电商;农村电商;参股银行;互联网金融;机器人概念;第三代半导体;芯片概念;证金持股;深股通;融资融券;股权转让(并购重组),002277.SZ,002277
33,7,细胞免疫治疗;肝炎概念;CRO概念;创新药;合成生物;专精特新;融资融券,301201.SZ,301201
33,7,算力租赁;东数西算(算力);新型城镇化;PPP概念;垃圾分类;芯片概念;摘帽,300536.SZ,300536
33,38,福建自贸区;海峡两岸;房屋检测;建筑节能;新型城镇化;地下管网;装配式建筑;数字经济;碳中和;水利;水泥概念;算力租赁;数字孪生;光伏建筑一体化;医疗器械概念;腾讯概念;华为鲲鹏;人工智能;阿里巴巴概念;ERP概念;AIGC概念;数据安全;华为欧拉;DeepSeek概念;AI智能体;华为昇腾;数据中心;高铁;一带一路;创新药;光伏概念;储能;核电;机器人概念;风电;3D打印;新能源汽车;汽车电子,002398.SZ,002398
17,6,长安汽车概念;共同富裕示范区;新能源汽车;比亚迪概念;专精特新;数字孪生,603048.SH,603048
17,3,专精特新;京津冀一体化;融资融券,688485.SH,688485
33,16,TOPCON电池;HJT电池;光伏概念;光伏建筑一体化;垃圾分类;储能;新能源汽车;比亚迪概念;共同富裕示范区;家用电器;无人机;军民融合;传感器;ETC;5G;融资融券,002860.SZ,002860
17,8,特斯拉概念;新能源汽车;比亚迪概念;芯片概念;汽车电子;华为概念;沪股通;融资融券,688533.SH,688533
33,6,5G;军工;专精特新;医疗器械概念;深股通;融资融券,301566.SZ,301566
33,8,福建自贸区;海峡两岸;核污染防治;核电;新型城镇化;污水处理;专精特新;融资融券,301148.SZ,301148
17,6,量子科技;芯片概念;DeepSeek概念;跨境电商;沪股通;融资融券,688337.SH,688337
33,16,柔性屏(折叠屏);人形机器人;新能源汽车;消费电子概念;2025年报预增;机器人概念;专精特新;小米概念;长安汽车概念;建筑节能;一带一路;华为概念;足球概念;锂电池概念;有机硅概念;融资融券,300980.SZ,300980
17,11,大飞机;军民融合;央企国企改革;军工;国企改革;乡村振兴;高端装备;无人机;低空经济;融资融券;沪股通,600316.SH,600316
151,13,家用电器;医疗器械概念;IP经济(谷子经济);体育产业;智能医疗;机器人概念;西部大开发;脑机接口;融资融券;人民币贬值受益;鸿蒙概念;人工智能;高压氧舱,920199.BJ,920199
17,15,多模态AI;AI智能体;数据要素;ChatGPT概念;DeepSeek概念;人工智能;专精特新;传感器;机器人概念;工业互联网;高端装备;2025三季报预增;风电;AI应用;融资融券,688768.SH,688768
33,3,2025年报预增;深股通;融资融券,300984.SZ,300984
33,14,PCB概念;汽车电子;消费电子概念;5G;汽车芯片;新能源汽车;机器人概念;充电桩;无人驾驶;宁德时代概念;智能电网;车联网(车路协同);深股通;融资融券,301132.SZ,301132
33,18,新型城镇化;物业管理;旅游概念;雄安新区;换电概念;碳中和;充电桩;储能;智慧灯杆;高压快充;物联网;智慧城市;数字孪生;液冷服务器;数据中心;华为概念;腾讯概念;阿里巴巴概念,002963.SZ,002963
33,23,广东自贸区;汽车热管理;家用电器;农机;充电桩;粤港澳大湾区;新能源汽车;富士康概念;华为汽车;机器人概念;飞行汽车(eVTOL);医疗器械概念;低空经济;储能;比亚迪概念;华为概念;小米概念;光伏概念;人形机器人;宁德时代概念;2025年报预增;锂电池概念;股权转让(并购重组),002420.SZ,002420
33,28,卫星导航;商业航天;军民融合;军工;无人机;车联网(车路协同);智慧城市;无人驾驶;数字孪生;物联网;传感器;工业互联网;智能座舱;央企国企改革;智能物流;汽车电子;黑龙江自贸区;京津冀一体化;中俄贸易概念;新能源汽车;一带一路;智能电网;国企改革;人民币贬值受益;俄乌冲突概念;深股通;融资融券;2025年报预增,000901.SZ,000901
33,11,短剧游戏;文化传媒概念;AIGC概念;NFT概念;抖音概念(字节概念);IP经济(谷子经济);阿里巴巴概念;DeepSeek概念;人工智能;国企改革;AI应用,300426.SZ,300426
17,10,BC电池;钙钛矿电池;TOPCON电池;光伏概念;储能;DeepSeek概念;同花顺漂亮100;人民币贬值受益;沪股通;融资融券,688223.SH,688223
33,39,商业航天;低空经济;东数西算(算力);数据中心;国产操作系统;无人机;卫星导航;粤港澳大湾区;信创;5G;深圳国企改革;创投;华为概念;云计算;人工智能;一带一路;华为鲲鹏;金属回收;DeepSeek概念;储能;鸿蒙概念;国企改革;智能医疗;充电桩;锂电池概念;物业管理;智能物流;消费电子概念;冷链物流;新能源汽车;芯片概念;统一大市场;乳业;白酒概念;跨境支付(CIPS);医药电商;存储芯片;深股通;融资融券,002183.SZ,002183
22,8,ST板块;国企改革;粤港澳大湾区;创投;文化传媒概念;手机游戏;短剧游戏;网络游戏,600892.SH,600892
17,17,氟化工概念;PVDF概念;丙烯酸;消毒剂;锂电池概念;煤化工概念;回购增持再贷款概念;芯片概念;国企改革;新疆振兴;参股券商;创投;超级品牌;上海国企改革;DeepSeek概念;沪股通;融资融券,600623.SH,600623
151,5,智能穿戴;融资融券;华为概念;小米概念;消费电子概念,920701.BJ,920701
17,14,国产航母;央企国企改革;大飞机;军民融合;国企改革;军工;黑龙江自贸区;低空经济;无人机;高端装备;飞行汽车(eVTOL);沪股通;融资融券;中字头股票,600038.SH,600038
33,21,金属钴;PCB概念;小金属概念;金属铜;海南自贸区;金属回收;光伏概念;工业母机;可控核聚变;高端装备;雅下水电概念;军工;深股通;国企改革;医疗器械概念;创投;乡村振兴;DeepSeek概念;股权转让(并购重组);中字头股票;融资融券,000657.SZ,000657
22,9,新型城镇化;PPP概念;装配式建筑;ST板块;新能源汽车;储能;传感器;汽车芯片;股权转让(并购重组),603007.SH,603007
17,6,智能医疗;医疗器械概念;专精特新;机器人概念;沪股通;融资融券,688085.SH,688085
17,18,汽车热管理;空气能热泵;特斯拉概念;华为汽车;长安汽车概念;比亚迪概念;新能源汽车;液冷服务器;储能;燃料电池;专精特新;传感器;氢能源;汽车电子;数据中心;无线充电;华为概念;智能座舱,603158.SH,603158
33,20,人工智能;数字孪生;DeepSeek概念;数字经济;AI智能体;粤港澳大湾区;工业互联网;机器人概念;新型工业化;跨境电商;芯片概念;智能物流;人形机器人;一带一路;新能源汽车;统一大市场;冷链物流;航运概念;深股通;融资融券,300873.SZ,300873
33,14,商业航天;军工;核电;海工装备;水利;抽水蓄能;专精特新;机器人概念;一带一路;比亚迪概念;锂电池概念;风电;股权转让(并购重组);融资融券,301079.SZ,301079
17,18,特斯拉概念;新能源汽车;苹果概念;人形机器人;3D打印;燃料电池;柔性屏(折叠屏);消费电子概念;两轮车;小米概念;机器人概念;数据中心;低空经济;华为概念;沪股通;东数西算(算力);智能医疗;融资融券,600114.SH,600114
17,29,光纤概念;共封装光学(CPO);可控核聚变;超导概念;商业航天;5G;军工;东数西算(算力);数据中心;3D打印;芯片概念;海工装备;网络安全;数据安全;低空经济;核电;华为概念;比亚迪概念;工业互联网;专精特新;新能源汽车;华为汽车;风电;一带一路;长三角一体化;沪股通;参股银行;2025年报预增;融资融券,600105.SH,600105
33,21,深圳国企改革;5G;AI眼镜;汽车电子;英伟达概念;消费电子概念;小米概念;无人机;智能穿戴;充电桩;粤港澳大湾区;芯片概念;比亚迪概念;华为概念;新能源汽车;东数西算(算力);储能;人形机器人;国企改革;融资融券;深股通,300319.SZ,300319
17,19,AIGC概念;华为昇腾;AI智能体;数据要素;数字孪生;AI眼镜;数字经济;人工智能;DeepSeek概念;智能穿戴;机器视觉;水利;无人驾驶;机器人概念;共同富裕示范区;雅下水电概念;物业管理;沪股通;融资融券,688109.SH,688109
151,8,消费电子概念;先进封装;低空经济;房屋检测;融资融券;芯片概念;地下管网;新型城镇化,920427.BJ,920427
33,15,BC电池;钙钛矿电池;TOPCON电池;HJT电池;光伏概念;MicroLED概念;第三代半导体;MiniLED;芯片概念;OLED;消费电子概念;先进封装;PCB概念;融资融券;深股通,300776.SZ,300776
17,8,动物疫苗;禽流感;合成生物;宠物经济;西部大开发;人工智能;沪股通;融资融券,600201.SH,600201
17,9,MCU芯片;先进封装;OLED;第三代半导体;芯片概念;回购增持再贷款概念;国企改革;沪股通;融资融券,688352.SH,688352
33,12,网络游戏;文化传媒概念;IP经济(谷子经济);华为概念;物联网;创投;旅游概念;智能家居;露营经济;国企改革;深股通;融资融券,000917.SZ,000917
33,13,福建自贸区;海峡两岸;数据中心;充电桩;消费电子概念;家用电器;比亚迪概念;汽车电子;储能;新能源汽车;光伏概念;风电;融资融券,002729.SZ,002729
33,9,移动支付;跨境支付(CIPS);数字货币;ST板块;云计算;区块链;东数西算(算力);互联网金融;芯片概念,002647.SZ,002647
17,21,智能座舱;车联网(车路协同);无人驾驶;商业航天;毫米波雷达;百度概念;飞行汽车(eVTOL);低空经济;长安汽车概念;小米汽车;DeepSeek概念;虚拟现实;华为概念;汽车电子;机器人概念;比亚迪概念;大飞机;新能源汽车;回购增持再贷款概念;汽车热管理;融资融券,688326.SH,688326
33,7,流感;肝炎概念;猴痘概念;宠物经济;医疗器械概念;食品安全;智能医疗,002022.SZ,002022
33,34,电子纸;民营医院;智能医疗;人工智能;国企改革;工业互联网;回购增持再贷款概念;医疗器械概念;长安汽车概念;物联网;华为概念;光伏建筑一体化;虚拟现实;机器人概念;MicroLED概念;同花顺漂亮100;钙钛矿电池;光伏概念;充电桩;传感器;智能座舱;储能;小米概念;MiniLED;智能穿戴;柔性屏(折叠屏);OLED;AI眼镜;芯片概念;深股通;融资融券;光纤概念;苹果概念;同花顺果指数,000725.SZ,000725
17,16,存储芯片;芯片概念;钙钛矿电池;特高压;智能电网;传感器;光伏概念;电力物联网;机器人概念;物联网;人形机器人;虚拟电厂;储能;区块链;沪股通;融资融券,688611.SH,688611
17,12,6G概念;WiFi 6;5G;华为概念;专精特新;芯片概念;卫星导航;商业航天;新能源汽车;国家大基金持股;沪股通;融资融券,688182.SH,688182
17,11,福建自贸区;海峡两岸;光伏建筑一体化;光伏概念;建筑节能;绿色电力;储能;回购增持再贷款概念;机器人概念;人工智能;融资融券,603628.SH,603628
17,21,量子科技;电子身份证;数字货币;网络安全;军工信息化;华为昇腾;信创;数据安全;华为鲲鹏;车联网(车路协同);低空经济;跨境支付(CIPS);AI智能体;区块链;鸿蒙概念;DeepSeek概念;AIGC概念;人工智能;工业互联网;专精特新;融资融券,688201.SH,688201
33,4,地下管网;水利;粤港澳大湾区;石墨烯,300599.SZ,300599
33,17,大飞机;商业航天;碳纤维;卫星导航;军民融合;军工;低空经济;无人机;PEEK材料;高铁;光伏概念;消费电子概念;风电;氢能源;体育产业;深股通;融资融券,300699.SZ,300699
17,10,碳交易;碳中和;水利;数字孪生;人工智能;专精特新;氢能源;储能;光伏概念;融资融券,688069.SH,688069
33,4,新型工业化;专精特新;一带一路;融资融券,301053.SZ,301053
33,17,商业航天;军工;光刻机;无人机;液冷服务器;5G;高铁;华为概念;数据中心;高压快充;专精特新;光伏概念;水利;风电;新能源汽车;西部大开发;融资融券,300414.SZ,300414
33,18,海南自贸区;自由贸易港;网约车;参股银行;乡村振兴;充电桩;碳中和;绿色电力;中俄贸易概念;氢能源;燃料电池;车联网(车路协同);新能源汽车;百度概念;无人驾驶;人民币贬值受益;融资融券;深股通,000572.SZ,000572
33,6,小金属概念;金属铜;工业母机;军工;深股通;融资融券,002378.SZ,002378
33,8,超级品牌;三胎概念;网红经济;国企改革;医疗器械概念;西部大开发;深股通;融资融券,001328.SZ,001328
33,7,共封装光学(CPO);芯片概念;5G;数据中心;人民币贬值受益;深股通;融资融券,301205.SZ,301205
17,9,土地流转;碳交易;三胎概念;碳中和;国企改革;白酒概念;乡村振兴;2025年报预增;沪股通,600189.SH,600189
33,11,商业航天;车联网(车路协同);智慧灯杆;氢能源;充电桩;专精特新;燃料电池;储能;天然气;西部大开发;国企改革,300540.SZ,300540
33,9,PET铜箔;固态电池;宁德时代概念;锂电池概念;PCB概念;比亚迪概念;专精特新;深股通;融资融券,301150.SZ,301150
17,6,沪股通;融资融券;同花顺中特估100;证金持股;蚂蚁集团概念;华为概念,601601.SH,601601
33,4,煤化工概念;国企改革;西部大开发;融资融券,002109.SZ,002109
17,12,国家大基金持股;芯片概念;OLED;消费电子概念;智能穿戴;汽车电子;传感器;安防;人民币贬值受益;智慧城市;融资融券;沪股通,688728.SH,688728
33,18,工业母机;新型工业化;传感器;机器人概念;机器视觉;高端装备;先进封装;工业互联网;芯片概念;物联网;专精特新;智能物流;粤港澳大湾区;创投;职业教育;污水处理;深股通;融资融券,301510.SZ,301510
33,17,光刻机;PCB概念;芯片概念;消费电子概念;AI眼镜;3D打印;机器视觉;无人驾驶;专精特新;机器人概念;安防;无人机;锂电池概念;医疗器械概念;基因测序;深股通;融资融券,301421.SZ,301421
17,18,AIGC概念;财税数字化;AI智能体;华为昇腾;抖音概念(字节概念);云计算;智慧政务;鸿蒙概念;数据要素;数据安全;人工智能;数字经济;华为概念;互联网金融;AI应用;机器人概念;沪股通;融资融券,688615.SH,688615
17,12,存储芯片;毫米波雷达;5G;芯片概念;卫星导航;商业航天;创投;数字经济;物业管理;京津冀一体化;沪股通;融资融券,600246.SH,600246
17,6,中芯国际概念;光刻机;芯片概念;PM2.5;沪股通;融资融券,688376.SH,688376
17,13,超级电容;OLED;一带一路;装配式建筑;参股银行;PPP概念;新型城镇化;国企改革;体育产业;创投;证金持股;沪股通;融资融券,600510.SH,600510
33,34,智能穿戴;毫米波雷达;车联网(车路协同);安防;EDR概念;智能座舱;物联网;东数西算(算力);小米概念;华为概念;移动支付;卫星导航;传感器;低空经济;无人驾驶;5G;汽车电子;华为手机;机器人概念;消费电子概念;工业互联网;智能家居;粤港澳大湾区;小米汽车;华为汽车;新能源汽车;充电桩;储能;一带一路;光伏概念;宠物经济;深股通;股权转让(并购重组);融资融券,300735.SZ,300735
17,4,专精特新;氢能源;燃料电池;融资融券,688021.SH,688021
17,16,人形机器人;新型工业化;工业母机;传感器;机器人概念;比亚迪概念;工业互联网;富士康概念;专精特新;华为概念;芯片概念;人工智能;宁德时代概念;锂电池概念;沪股通;融资融券,688320.SH,688320
33,22,卫星导航;商业航天;大飞机;军工;低空经济;央企国企改革;核电;同花顺新质50;华为概念;机器视觉;智能物流;西部大开发;国企改革;5G;数据中心;小米概念;比亚迪概念;新能源汽车;液冷服务器;共封装光学(CPO);深股通;融资融券,002025.SZ,002025
33,25,超级电容;共封装光学(CPO);高压快充;汽车电子;AI眼镜;传感器;液冷服务器;比亚迪概念;5G;光伏概念;智能穿戴;机器人概念;储能;无人机;华为概念;低空经济;粤港澳大湾区;锂电池概念;东数西算(算力);卫星导航;创投;小金属概念;国企改革;深股通;融资融券,000636.SZ,000636
17,29,星闪概念;5G;东数西算(算力);阿里巴巴概念;算力租赁;数据中心;云计算;AI智能体;华为概念;信创;鸿蒙概念;人工智能;智慧政务;数据要素;物联网;车联网(车路协同);智慧城市;机器人概念;无人机;专精特新;低空经济;比亚迪概念;粤港澳大湾区;电力物联网;存储芯片;智能电网;水利;沪股通;融资融券,688159.SH,688159
33,10,光刻机;新型工业化;人工智能;高端装备;人民币贬值受益;工业母机;一带一路;特斯拉概念;氢能源;深股通,300293.SZ,300293
17,20,军工信息化;商业航天;军民融合;军工;无人机;ETC;低空经济;车联网(车路协同);安防;信创;智慧城市;物联网;央企国企改革;人工智能;数据中心;医疗器械概念;国企改革;储能;融资融券;沪股通,600855.SH,600855
33,6,商业航天;芯片概念;高端装备;传感器;物联网;特斯拉概念,300445.SZ,300445
151,17,卫星导航;芯片概念;股权转让(并购重组);军工信息化;商业航天;华为概念;无人驾驶;太赫兹;车联网(车路协同);星闪概念;融资融券;毫米波雷达;军工;专精特新;5G;6G概念;低空经济,920961.BJ,920961
17,12,可控核聚变;航空发动机;商业航天;超导概念;量子科技;大飞机;军工;储能;西部大开发;国企改革;沪股通;融资融券,688122.SH,688122
17,7,物业管理;国企改革;创投;人民币贬值受益;安防;独角兽概念;股权转让(并购重组),600689.SH,600689
17,8,俄乌冲突概念;天然气;中俄贸易概念;一带一路;京津冀一体化;海工装备;锂电池概念;融资融券,603727.SH,603727
151,3,2025年报预增;预制菜;融资融券,920371.BJ,920371
17,6,专精特新;储能;机器人概念;智能物流;跨境电商;融资融券,688455.SH,688455
17,23,先进封装;第三代半导体;OLED;存储芯片;柔性屏(折叠屏);MiniLED;消费电子概念;芯片概念;电子纸;新能源汽车;共封装光学(CPO);专精特新;AI眼镜;智能穿戴;新型工业化;小米概念;MR(混合现实);机器视觉;锂电池概念;机器人概念;华为概念;虚拟现实;融资融券,688328.SH,688328
17,5,芯片概念;智能家居;血氧仪;储能;融资融券,688130.SH,688130
17,20,汽车芯片;WiFi 6;星闪概念;AI眼镜;5G;芯片概念;智能穿戴;小米概念;阿里巴巴概念;消费电子概念;卫星导航;物联网;车联网(车路协同);人工智能;商业航天;专精特新;人民币贬值受益;6G概念;沪股通;融资融券,688220.SH,688220
33,29,太赫兹;6G概念;共封装光学(CPO);光刻机;时空大数据;百度概念;国家大基金持股;独角兽概念;华为海思概念股;5G;东数西算(算力);卫星导航;华为概念;数据中心;先进封装;芯片概念;汽车电子;物联网;消费电子概念;无人驾驶;无人机;传感器;新型工业化;人民币贬值受益;第三代半导体;京津冀一体化;创投;融资融券;深股通,300456.SZ,300456
17,12,汽车芯片;芯片概念;传感器;专精特新;比亚迪概念;机器人概念;存储芯片;低空经济;民爆概念;PVDF概念;回购增持再贷款概念;融资融券,603375.SH,603375
33,23,PEEK材料;碳纤维;富士康概念;丙烯酸;人形机器人;华为汽车;新能源汽车;小米概念;比亚迪概念;可降解塑料;机器人概念;充电桩;锂电池概念;储能;华为概念;人造肉;风电;足球概念;环氧丙烷;体育产业;医美概念;融资融券;深股通,002768.SZ,002768
33,8,钙钛矿电池;光伏建筑一体化;光伏概念;储能;充电桩;专精特新;机器人概念;融资融券,301278.SZ,301278
33,40,Sora概念(文生视频);AI语料;MLOps概念;ChatGPT概念;Web3.0;AIGC概念;华为盘古;多模态AI;华为昇腾;AI智能体;华为鲲鹏;虚拟数字人;知识产权保护;智慧政务;数据要素;信创;阿里巴巴概念;数据安全;蚂蚁集团概念;腾讯概念;网络安全;电子身份证;数字货币;元宇宙;DeepSeek概念;数字经济;人工智能;互联网金融;东数西算(算力);华为概念;AI应用;军民融合;数据中心;军工;机器人概念;乡村振兴;小米概念;专精特新;深股通;融资融券,300229.SZ,300229
33,9,PCB概念;2025年报预增;工业母机;机器视觉;粤港澳大湾区;高端装备;机器人概念;深股通;融资融券,301377.SZ,301377
17,9,2025年报预增;机器人概念;专精特新;智能物流;人工智能;数字孪生;东数西算(算力);阿里巴巴概念;融资融券,688215.SH,688215
17,23,国家大基金持股;存储芯片;先进封装;中芯国际概念;汽车芯片;同花顺果指数;第三代半导体;芯片概念;苹果概念;共封装光学(CPO);汽车电子;智能穿戴;毫米波雷达;机器人概念;人民币贬值受益;无人驾驶;物联网;人工智能;沪股通;融资融券;央企国企改革;国企改革;股权转让(并购重组),600584.SH,600584
33,7,黄金概念;IP经济(谷子经济);NFT概念;共同富裕示范区;元宇宙;深股通;融资融券,300945.SZ,300945
17,15,军工信息化;商业航天;卫星导航;大飞机;军工;网络安全;信创;数据要素;DeepSeek概念;华为概念;央企国企改革;数据中心;国企改革;沪股通;融资融券,688562.SH,688562
17,9,军民融合;军工;军工信息化;低空经济;央企国企改革;专精特新;国企改革;沪股通;融资融券,688552.SH,688552
33,9,ERP概念;DeepSeek概念;人工智能;跨境电商;AI应用;智能物流;人民币贬值受益;深股通;融资融券,301381.SZ,301381
151,9,可控核聚变;商业航天;核电;西部大开发;海工装备;融资融券;国企改革;卫星导航;专精特新,920576.BJ,920576
17,6,智能电网;电力物联网;充电桩;储能;高端装备;融资融券,688616.SH,688616
17,9,OLED;芯片概念;柔性屏(折叠屏);消费电子概念;小米概念;富士康概念;苹果概念;华为概念;华为手机,605588.SH,605588
17,13,中芯国际概念;存储芯片;第三代半导体;芯片概念;高端装备;光伏概念;专精特新;储能;氢能源;医疗器械概念;合成生物;沪股通;融资融券,688596.SH,688596
33,11,成飞概念;大飞机;航空发动机;商业航天;军民融合;军工;碳纤维;无人机;国企改革;培育钻石;融资融券,002297.SZ,002297
151,9,固态电池;POE胶膜;锂电池概念;3D打印;钙钛矿电池;光伏概念;专精特新;新股与次新股;融资融券,920056.BJ,920056
17,44,可控核聚变;超导概念;光伏概念;核电;商业航天;海工装备;高端装备;铜缆高速连接;军工;特高压;雅下水电概念;光纤概念;芯片概念;风电;军民融合;PET铜箔;智能电网;无人机;低空经济;柔性直流输电;储能;充电桩;液冷服务器;锂电池概念;特斯拉概念;机器人概念;新能源汽车;数据中心;回购增持再贷款概念;宁德时代概念;人形机器人;固态电池;西部大开发;华为概念;东数西算(算力);独角兽概念;智慧城市;人工智能;钠离子电池;DeepSeek概念;阿里巴巴概念;参股银行;沪股通;融资融券,600869.SH,600869
17,8,人形机器人;新能源汽车;机器人概念;无人驾驶;人民币贬值受益;家用电器;共同富裕示范区;沪股通,605555.SH,605555
17,6,免税店;跨境电商;新疆振兴;西部大开发;一带一路;2025年报预增,600778.SH,600778
33,25,PM2.5;商业航天;军民融合;军工;中芯国际概念;芯片概念;无人驾驶;特高压;机器人概念;家用电器;氢能源;一带一路;空气能热泵;创投;新能源汽车;职业教育;特斯拉概念;污水处理;国企改革;期货概念;减速器;参股银行;猴痘概念;融资融券;深股通,000551.SZ,000551
151,3,融资融券;光伏概念;绿色电力,920770.BJ,920770
17,6,存储芯片;芯片概念;光伏概念;光纤概念;沪股通;融资融券,603688.SH,603688
33,7,同花顺中特估100;装配式建筑;PPP概念;光伏概念;机器人概念;融资融券;深股通,002541.SZ,002541
33,13,2025年报预增;云游戏;文化传媒概念;信创;智能医疗;DeepSeek概念;人工智能;东数西算(算力);智能物流;家用电器;2025三季报预增;芯片概念;深股通,002290.SZ,002290
17,9,证金持股;沪股通;融资融券;同花顺中特估100;互联网保险;参股券商;家庭医生;同花顺漂亮100;独角兽概念,601318.SH,601318
33,14,钙钛矿电池;TOPCON电池;HJT电池;商业航天;硅能源;光伏概念;光伏建筑一体化;储能;华为概念;绿色电力;共同富裕示范区;乡村振兴;深股通;融资融券,300118.SZ,300118
17,18,大飞机;航空发动机;商业航天;军工;碳纤维;低空经济;无人机;飞行汽车(eVTOL);高端装备;央企国企改革;高铁;创投;国企改革;人形机器人;工业母机;沪股通;中字头股票;融资融券,600862.SH,600862
17,14,三胎概念;毛发医疗;农业种植;医疗器械概念;牙科医疗;流感;NMN概念;幽门螺杆菌概念;合成生物;乡村振兴;医药电商;肝炎概念;西部大开发;股权转让(并购重组),603139.SH,603139
17,11,华为汽车;人形机器人;机器人概念;新能源汽车;人民币贬值受益;回购增持再贷款概念;DeepSeek概念;储能;锂电池概念;固态电池;沪股通,605088.SH,605088
33,12,中船系;核污染防治;军民融合;央企国企改革;军工;国企改革;海工装备;ST板块;人工智能;核电;机器人概念;新型工业化,300527.SZ,300527
17,3,专精特新;沪股通;融资融券,688625.SH,688625
17,6,光纤概念;消费电子概念;华为概念;汽车电子;无人驾驶;融资融券,688260.SH,688260
17,12,柔性直流输电;高压快充;PET铜箔;华为数字能源;可控核聚变;宁德时代概念;风电;新能源汽车;回购增持再贷款概念;国企改革;融资融券;光伏概念,600237.SH,600237
17,7,华为数字能源;俄乌冲突概念;充电桩;高压快充;华为概念;DeepSeek概念;芯片概念,603353.SH,603353
33,12,商业航天;军民融合;军工;无人机;可控核聚变;央企国企改革;专精特新;光伏概念;西部大开发;国企改革;中字头股票;深股通,003009.SZ,003009
17,12,新型工业化;人形机器人;无人驾驶;智能物流;机器人概念;比亚迪概念;新能源汽车;物联网;专精特新;人工智能;数字孪生;融资融券,688251.SH,688251
17,8,中芯国际概念;OLED;第三代半导体;芯片概念;专精特新;虚拟现实;沪股通;融资融券,688138.SH,688138
