code,market_code,股票代码,所属概念数量,所属概念
688363,17,688363.SH,7,重组蛋白;创新药;合成生物;医美概念;2025年报预增;沪股通;融资融券
002418,33,002418.SZ,16,液冷服务器;数据中心(AIDC);东数西算(算力);算力租赁;石墨烯;充电桩;空气能热泵;储能;锂电池概念;无人驾驶;新能源汽车;汽车热管理;超级电容;动力电池回收;氢能源;家用电器
603069,17,603069.SH,13,海南自贸区;网约车;自由贸易港;旅游概念;跨境电商;回购增持再贷款概念;国企改革;无人驾驶;新能源汽车;充电桩;股权转让(并购重组);沪股通;融资融券
688569,17,688569.SH,8,高铁;国企改革;一带一路;京津冀一体化;央企国企改革;充电桩;沪股通;融资融券
603035,17,603035.SH,12,华为汽车;回购增持再贷款概念;小米汽车;新能源汽车;特斯拉概念;比亚迪概念;机器视觉;小米概念;智能座舱;传感器;沪股通;融资融券
600655,17,600655.SH,16,白酒概念;预制菜;旅游概念;冰雪产业;IP经济(谷子经济);宠物经济;跨境电商;体育产业;绿色电力;黄金概念;蚂蚁集团概念;小金属概念;沪股通;融资融券;2026一季报预增;培育钻石
002012,33,002012.SZ,8,烟草;储能;数据要素;共同富裕示范区;互联网金融;超级电容;数字经济;碳中和
002791,33,002791.SZ,10,雄安新区;光伏建筑一体化;垃圾分类;智能家居;粤港澳大湾区;海峡两岸;充电桩;光伏概念;融资融券;深股通
001316,33,001316.SZ,8,航空发动机;大飞机;商业航天;低空经济;AI眼镜;海峡两岸;2025年报预增;消毒剂
688517,17,688517.SH,11,特高压;智能电网;柔性直流输电;高压快充;充电桩;储能;高端装备;新能源汽车;回购增持再贷款概念;高股息精选;融资融券
002693,33,002693.SZ,7,CRO概念;辅助生殖;阿尔茨海默概念;肝炎概念;仿制药一致性评价;海南自贸区;摘帽
000059,33,000059.SZ,7,煤化工概念;化肥;石墨电极;国企改革;央企国企改革;深股通;融资融券
300102,33,300102.SZ,17,卫星导航;商业航天;军工;MicroLED概念;MiniLED;芯片概念;人脸识别;汽车电子;消费电子概念;第三代半导体;光伏概念;智能家居;福建自贸区;海峡两岸;家用电器;共封装光学(CPO);深股通
002686,33,002686.SZ,15,军工;海工装备;阿里巴巴概念;数据中心(AIDC);水利;专精特新;华为概念;液冷服务器;长安汽车概念;新能源汽车;高压快充;汽车电子;国企改革;化债概念(AMC概念);股权转让(并购重组)
601089,17,601089.SH,5,创新药;仿制药一致性评价;辅助生殖;医疗器械概念;沪股通
300822,33,300822.SZ,11,人脸识别;AIGC概念;智能家居;跨境电商;人工智能;人民币贬值受益;机器视觉;粤港澳大湾区;宠物经济;锂电池概念;深股通
300689,33,300689.SZ,9,芯片概念;专精特新;液冷服务器;消费电子概念;第三代半导体;粤港澳大湾区;车联网(车路协同);人民币贬值受益;深股通
600955,17,600955.SH,4,环氧丙烷;消毒剂;锂电池概念;沪股通
300076,33,300076.SZ,10,智慧城市;安防;ST板块;虚拟现实;专精特新;智能电网;MicroLED概念;国企改革;MiniLED;OLED
601390,17,601390.SH,21,中字头股票;同花顺中特估100;证金持股;参股券商;PPP概念;国企改革;央企国企改革;新型城镇化;金属铅;一带一路;金属锌;金属铜;回购增持再贷款概念;水利;小金属概念;金属钴;高铁;人工智能;低空经济;沪股通;融资融券
688159,17,688159.SH,29,算力租赁;东数西算(算力);云计算;信创;智慧政务;电力物联网;数据中心(AIDC);存储芯片;阿里巴巴概念;鸿蒙概念;星闪概念;数据要素;5G;AI智能体;车联网(车路协同);智慧城市;物联网;华为概念;智能电网;人工智能;专精特新;无人机;低空经济;粤港澳大湾区;机器人概念;比亚迪概念;水利;沪股通;融资融券
000777,33,000777.SZ,21,可控核聚变;高端装备;核电;商业航天;核污染防治;安防;水利;储能;燃料电池;一带一路;氢能源;抽水蓄能;央企国企改革;国企改革;超超临界发电;幽门螺杆菌概念;煤化工概念;天然气;融资融券;深股通;中字头股票
001236,33,001236.SZ,4,期货概念;国企改革;创投;深股通
603639,17,603639.SH,7,生态农业;化肥;乡村振兴;一带一路;DeepSeek概念;沪股通;融资融券
688269,17,688269.SH,7,金属回收;燃料电池;专精特新;氢能源;西部大开发;国企改革;融资融券
301047,33,301047.SZ,13,细胞免疫治疗;重组蛋白;猴痘概念;肝炎概念;流感;CRO概念;合成生物;智能医疗;人民币贬值受益;京津冀一体化;人工智能;深股通;融资融券
600835,17,600835.SH,9,减速器;人形机器人;机器人概念;物联网;上海国企改革;雅下水电概念;国企改革;沪股通;融资融券
688327,17,688327.SH,40,华为欧拉;华为昇腾;多模态AI;云计算;ChatGPT概念;算力租赁;智慧政务;数据确权;信创;网络安全;虚拟数字人;AIGC概念;AI智能体;AI应用;人脸识别;鸿蒙概念;区块链;元宇宙;东数西算(算力);DeepSeek概念;智慧城市;互联网金融;人工智能;车联网(车路协同);跨境支付(CIPS);华为概念;智能医疗;无人零售;智能电网;机器视觉;AI PC;机器人概念;无人机;无人驾驶;养老概念;人形机器人;专精特新;芯片概念;沪股通;融资融券
002905,33,002905.SZ,4,文化传媒概念;职业教育;虚拟现实;粤港澳大湾区
002670,33,002670.SZ,7,期货概念;参股券商;区块链;国企改革;深股通;股权转让(并购重组);融资融券
605337,17,605337.SH,6,乳业;啤酒概念;养老概念;高股息精选;共同富裕示范区;沪股通
000910,33,000910.SZ,2,锂电池概念;融资融券
300927,33,300927.SZ,5,草甘膦;丙烯酸;国企改革;股权转让(并购重组);融资融券
600536,17,600536.SH,30,华为欧拉;电子身份证;智慧政务;华为鲲鹏;财税数字化;数据安全;云计算;信创;国产操作系统;数字经济;网络安全;DeepSeek概念;阿里巴巴概念;智慧城市;人工智能;京津冀一体化;水利;低空经济;华为概念;乡村振兴;机器人概念;中国AI 50;国企改革;商业航天;数据中心(AIDC);央企国企改革;AI PC;中字头股票;沪股通;融资融券
605169,17,605169.SH,3,天然气;新疆振兴;西部大开发
301212,33,301212.SZ,6,消毒剂;可降解塑料;共同富裕示范区;专精特新;锂电池概念;融资融券
300555,33,300555.SZ,10,物联网;人工智能;智慧城市;量子科技;数字孪生;WiFi 6;文化传媒概念;ST板块;乡村振兴;农村电商
600307,17,600307.SH,15,特钢概念;雅下水电概念;国企改革;西部大开发;金属铜;氢能源;回购增持再贷款概念;核电;超导概念;华为概念;可控核聚变;新能源汽车;商业航天;融资融券;沪股通
600136,22,600136.SH,4,ST板块;物业管理;国企改革;文化传媒概念
600596,17,600596.SH,19,草甘膦;硅能源;有机硅概念;大豆;锂电池概念;2026一季报预增;转基因;农业种植;玉米;光伏概念;乡村振兴;共同富裕示范区;华为概念;人形机器人;液冷服务器;东数西算(算力);光纤概念;沪股通;融资融券
002643,33,002643.SZ,18,光刻胶;PEEK材料;芯片概念;钙钛矿电池;OLED;锂电池概念;光伏概念;固态电池;燃料电池;人民币贬值受益;回购增持再贷款概念;光纤概念;供销社;国企改革;肝炎概念;仿制药一致性评价;深股通;融资融券
603187,17,603187.SH,4,冷链物流;无人零售;高股息精选;沪股通
688232,17,688232.SH,21,虚拟数字人;AI应用;鸿蒙概念;智谱AI;智慧政务;数据要素;AI智能体;区块链;MLOps概念;百度概念;云计算;阿里巴巴概念;腾讯概念;DeepSeek概念;数字经济;人工智能;智慧城市;房屋检测;华为概念;沪股通;融资融券
300086,33,300086.SZ,9,仿制药一致性评价;流感;幽门螺杆菌概念;医药电商;创新药;肝炎概念;三胎概念;海南自贸区;消毒剂
000019,33,000019.SZ,8,粮食概念;预制菜;深圳国企改革;国企改革;冷链物流;一带一路;数字乡村;深股通
300882,33,300882.SZ,16,电力物联网;智能电网;虚拟电厂;数字经济;AI应用;物联网;人工智能;储能;专精特新;传感器;碳中和;新能源汽车;汽车电子;参股银行;深股通;融资融券
600866,17,600866.SH,7,玉米;代糖概念;合成生物;国企改革;高股息精选;沪股通;融资融券
002528,33,002528.SZ,25,ST板块;深圳国企改革;国企改革;智慧灯杆;智能家居;人民币贬值受益;军民融合;安防;数字经济;智慧城市;物联网;人脸识别;数字孪生;机器视觉;数据要素;人工智能;区块链;智慧政务;信创;华为概念;国资云;智能医疗;华为鲲鹏;东数西算(算力);5G
600585,17,600585.SH,11,同花顺中特估100;证金持股;水泥概念;同花顺漂亮100;国企改革;雅下水电概念;装配式建筑;一带一路;沪股通;融资融券;储能
002376,33,002376.SZ,20,无人零售;虚拟数字人;人工智能;数字货币;智能物流;智慧政务;物联网;信创;冷链物流;机器人概念;换电概念;机器视觉;新型工业化;传感器;锂电池概念;芯片概念;2026一季报预增;PCB概念;深股通;融资融券
000096,33,000096.SZ,7,国企改革;国资云;虚拟电厂;深股通;粤港澳大湾区;东数西算(算力);数据中心(AIDC)
605378,17,605378.SH,6,共同富裕示范区;锂电池概念;人民币贬值受益;长三角一体化;工业互联网;沪股通
300034,33,300034.SZ,13,航空发动机;大飞机;商业航天;军民融合;军工;3D打印;核电;特钢概念;京津冀一体化;央企国企改革;国企改革;融资融券;深股通
001282,33,001282.SZ,11,减速器;小米汽车;华为汽车;机器人概念;人形机器人;专精特新;新能源汽车;特斯拉概念;比亚迪概念;小米概念;融资融券
000590,33,000590.SZ,4,养老概念;流感;智能医疗;股权转让(并购重组)
603499,17,603499.SH,8,芯片概念;存储芯片;烟草;工业互联网;上海自贸区;2025年报预增;创投;沪股通
600210,17,600210.SH,12,高股息精选;可降解塑料;创投;绿色电力;锂电池概念;固态电池;飞行汽车(eVTOL);低空经济;比亚迪概念;大飞机;沪股通;融资融券
600318,17,600318.SH,7,化债概念(AMC概念);数字经济;乡村振兴;供销社;融资融券;沪股通;股权转让(并购重组)
002884,33,002884.SZ,5,高股息精选;水利;空气能热泵;人民币贬值受益;深股通
002768,33,002768.SZ,23,富士康概念;小米概念;比亚迪概念;储能;新能源汽车;锂电池概念;PEEK材料;华为概念;充电桩;丙烯酸;人形机器人;碳纤维;机器人概念;可降解塑料;华为汽车;风电;环氧丙烷;人造肉;足球概念;体育产业;医美概念;融资融券;深股通
601658,17,601658.SH,4,高股息精选;国企改革;融资融券;沪股通
301335,33,301335.SZ,5,宠物经济;跨境电商;一带一路;股权转让(并购重组);融资融券
301571,33,301571.SZ,7,军工;卫星导航;商业航天;专精特新;芯片概念;深股通;融资融券
300457,33,300457.SZ,15,固态电池;锂电池概念;宁德时代概念;新型烟草(电子烟);比亚迪概念;储能;粤港澳大湾区;机器视觉;人民币贬值受益;氢能源;OLED;上海国企改革;国企改革;深股通;融资融券
688050,17,688050.SH,6,眼科医疗;医疗器械概念;人工智能;专精特新;沪股通;融资融券
600419,17,600419.SH,4,乳业;西部大开发;国企改革;新疆振兴
002835,33,002835.SZ,9,数字经济;人工智能;智慧城市;人脸识别;数据安全;网络安全;安防;物联网;人民币贬值受益
001388,33,001388.SZ,23,电力物联网;鸿蒙概念;人工智能;电子身份证;物联网;工业互联网;智能电网;算力租赁;机器人概念;华为概念;核电;新型工业化;中俄贸易概念;注册制次新股;风电;专精特新;特高压;传感器;芯片概念;PCB概念;深股通;新股与次新股;融资融券
300735,33,300735.SZ,38,MCU芯片;华为手机;毫米波雷达;汽车电子;5G;智能穿戴;消费电子概念;传感器;卫星导航;智能座舱;商业航天;小米概念;无人驾驶;EDR概念;液冷服务器;物联网;人形机器人;华为概念;车联网(车路协同);安防;低空经济;东数西算(算力);机器人概念;新能源汽车;移动支付;光伏概念;工业互联网;智能家居;小米汽车;华为汽车;充电桩;粤港澳大湾区;储能;一带一路;宠物经济;深股通;股权转让(并购重组);融资融券
000565,33,000565.SZ,8,西部大开发;氢能源;数字经济;石墨烯;国企改革;储能;军工;融资融券
600281,17,600281.SH,4,金属回收;可降解塑料;国企改革;充电桩
603165,17,603165.SH,7,污水处理;参股银行;高股息精选;长三角一体化;回购增持再贷款概念;传感器;芯片概念
301256,33,301256.SZ,11,光刻胶;消毒剂;净水概念;化肥;专精特新;光伏概念;芯片概念;污水处理;西部大开发;深股通;融资融券
002035,33,002035.SZ,12,高股息精选;净水概念;创投;数字经济;空气能热泵;鸿蒙概念;家用电器;智能家居;粤港澳大湾区;无人机;深股通;融资融券
603079,17,603079.SH,4,维生素;合成生物;2025年报预增;专精特新
002600,33,002600.SZ,41,智能音箱;碳纤维;小米概念;3D打印;无线耳机;无线充电;AI手机;人形机器人;智能穿戴;虚拟现实;比亚迪概念;机器人概念;新能源汽车;MR(混合现实);无人机;消费电子概念;减速器;AI眼镜;商业航天;液冷服务器;低空经济;华为概念;柔性屏(折叠屏);光伏概念;英伟达概念;苹果概念;5G;海峡两岸;充电桩;同花顺果指数;富士康概念;人工智能;人民币贬值受益;储能;AI PC;稀土永磁;回购增持再贷款概念;共封装光学(CPO);同花顺出海50;深股通;融资融券
001270,33,001270.SZ,12,6G概念;卫星导航;商业航天;第三代半导体;军工信息化;军民融合;芯片概念;军工;5G;专精特新;共同富裕示范区;摘帽
300918,33,300918.SZ,10,人形机器人;机器人概念;军民融合;跨境电商;商业航天;中俄贸易概念;C2M概念;智能穿戴;深股通;融资融券
002863,33,002863.SZ,15,中俄贸易概念;数字经济;一带一路;长三角一体化;回购增持再贷款概念;长安汽车概念;两轮车;一体化压铸;华为汽车;机器人概念;新能源汽车;比亚迪概念;人形机器人;光伏概念;融资融券
002810,33,002810.SZ,6,锂电池概念;人民币贬值受益;2026一季报预增;专精特新;融资融券;深股通
600256,17,600256.SH,12,页岩气;煤化工概念;俄乌冲突概念;煤炭概念;天然气;新疆振兴;氢能源;碳中和;西部大开发;一带一路;融资融券;沪股通
300168,33,300168.SZ,35,DRG/DIP;家庭医生;虚拟数字人;财税数字化;在线教育;智慧政务;互联网保险;MLOps概念;AI应用;数据要素;养老概念;数字乡村;华为鲲鹏;电子身份证;鸿蒙概念;区块链;数字经济;信创;AI智能体;华为盘古;DeepSeek概念;人工智能;移动支付;智慧城市;网络安全;时空大数据;智能医疗;乡村振兴;安防;算力租赁;机器人概念;华为概念;数据中心(AIDC);深股通;融资融券
600741,17,600741.SH,24,高股息精选;证金持股;上海国企改革;参股券商;国企改革;氢能源;汽车热管理;小米汽车;燃料电池;沪股通;融资融券;无人驾驶;新能源汽车;大飞机;特斯拉概念;比亚迪概念;机器视觉;储能;智能座舱;小米概念;毫米波雷达;数据中心(AIDC);固态电池;汽车电子
601886,17,601886.SH,13,高股息精选;眼科医疗;民营医院;医美概念;装配式建筑;建筑节能;光伏建筑一体化;一带一路;绿色电力;融资融券;数字经济;光伏概念;沪股通
688279,17,688279.SH,5,芯片概念;机器人概念;新能源汽车;沪股通;融资融券
600612,17,600612.SH,7,IP经济(谷子经济);国企改革;黄金概念;沪股通;融资融券;小金属概念;AI眼镜
002294,33,002294.SZ,7,创新药;减肥药;仿制药一致性评价;医疗器械概念;参股保险;深股通;融资融券
601689,17,601689.SH,22,人形机器人;同花顺新质50;汽车热管理;华为汽车;新型工业化;一体化压铸;特斯拉概念;小米汽车;智能座舱;机器人概念;无人驾驶;比亚迪概念;新能源汽车;小米概念;汽车电子;中国AI 50;英伟达概念;液冷服务器;数据中心(AIDC);同花顺出海50;沪股通;融资融券
300039,33,300039.SZ,11,医药电商;流感;肝炎概念;禽流感;仿制药一致性评价;三胎概念;创新药;医疗器械概念;创投;深股通;融资融券
300650,33,300650.SZ,17,传感器;小米概念;5G;芯片概念;智慧灯杆;汽车电子;无线耳机;物联网;华为概念;比亚迪概念;存储芯片;机器人概念;智慧城市;MiniLED;元宇宙;海峡两岸;人民币贬值受益
002408,33,002408.SZ,7,环氧丙烷;可降解塑料;氢能源;国企改革;碳纤维;深股通;融资融券
603829,17,603829.SH,3,储能;智能电网;光伏概念
300290,33,300290.SZ,28,云计算;华为欧拉;DRG/DIP;智慧政务;网络安全;信创;华为鲲鹏;多模态AI;鸿蒙概念;AI应用;智慧城市;数字孪生;DeepSeek概念;在线教育;人工智能;虚拟现实;数字经济;智能医疗;华为概念;机器人概念;数据中心(AIDC);独角兽概念;专精特新;智能电网;光伏概念;国企改革;深股通;融资融券
300879,33,300879.SZ,13,跨境电商;农机;乡村振兴;氢能源;人民币贬值受益;减速器;储能;锂电池概念;机器人概念;物联网;深股通;股权转让(并购重组);融资融券
603129,17,603129.SH,9,体育产业;两轮车;共同富裕示范区;人民币贬值受益;车联网(车路协同);工业互联网;同花顺出海50;融资融券;沪股通
000498,33,000498.SZ,13,高股息精选;同花顺中特估100;PPP概念;国企改革;装配式建筑;绿色电力;一带一路;水利;高铁;智慧城市;腾讯概念;深股通;融资融券
600162,17,600162.SH,7,物业管理;沪股通;融资融券;民营医院;养老概念;京津冀一体化;粤港澳大湾区
603682,17,603682.SH,6,租售同权;新型城镇化;物业管理;小红书概念;IP经济(谷子经济);高股息精选
003013,33,003013.SZ,21,装配式建筑;PPP概念;地下管网;乡村振兴;新型城镇化;国企改革;雄安新区;水利;一带一路;数字经济;人工智能;数字孪生;腾讯概念;智慧城市;粤港澳大湾区;时空大数据;物联网;低空经济;无人机;数据中心(AIDC);深股通
600594,17,600594.SH,7,医药电商;流感;创新药;民营医院;医美概念;西部大开发;融资融券
603585,17,603585.SH,0,
002734,33,002734.SZ,12,消毒剂;合成生物;乡村振兴;创投;碳中和;2025年报预增;人工智能;工业互联网;锂电池概念;固态电池;深股通;融资融券
603956,17,603956.SH,26,智谱AI;AI应用;AI智能体;数据要素;数字乡村;空间计算;数字孪生;人工智能;DeepSeek概念;智慧城市;信创;华为鲲鹏;区块链;华为昇腾;数字经济;新型城镇化;物联网;水利;工业互联网;乡村振兴;净水概念;华为概念;新型工业化;机器人概念;专精特新;液冷服务器
601019,17,601019.SH,7,文化传媒概念;职业教育;国企改革;DeepSeek概念;人工智能;沪股通;融资融券
301498,33,301498.SZ,5,宠物经济;特色小镇;数字孪生;深股通;融资融券
300422,33,300422.SZ,17,净水概念;医疗废物处理;土壤修复;垃圾分类;消毒剂;污水处理;动力电池回收;雄安新区;碳中和;固废处理;PPP概念;食品安全;锂电池概念;西部大开发;国企改革;天然气;无人驾驶
002292,33,002292.SZ,20,文化传媒概念;IP经济(谷子经济);NFT概念;虚拟数字人;网络游戏;手机游戏;ChatGPT概念;多模态AI;元宇宙;跨境电商;腾讯概念;独角兽概念;三胎概念;人工智能;乡村振兴;虚拟现实;回购增持再贷款概念;智能穿戴;深股通;融资融券
688029,17,688029.SH,3,医疗器械概念;沪股通;融资融券
605288,17,605288.SH,9,新能源汽车;智能家居;智能医疗;人民币贬值受益;医疗器械概念;创投;光伏概念;一带一路;沪股通
000546,33,000546.SZ,9,盐湖提锂;小金属概念;金属回收;金属镍;金属铜;锂电池概念;医疗废物处理;垃圾分类;固废处理
600992,17,600992.SH,6,国企改革;西部大开发;军工;国产航母;海工装备;商业航天
300837,33,300837.SZ,6,金属铅;专精特新;雅下水电概念;固废处理;动力电池回收;共同富裕示范区
000410,33,000410.SZ,11,工业互联网;职业教育;高端装备;工业母机;新型工业化;央企国企改革;国企改革;商业航天;股权转让(并购重组);融资融券;深股通
688182,17,688182.SH,14,WiFi 6;6G概念;国家大基金持股;5G;芯片概念;卫星导航;专精特新;商业航天;智能电网;华为概念;新能源汽车;2025年报预增;沪股通;融资融券
603341,17,603341.SH,26,星闪概念;AI PC;智能音箱;车联网(车路协同);虚拟现实;空间计算;小米概念;智能座舱;无线耳机;物联网;数字经济;华为概念;机器人概念;智能穿戴;小米汽车;AI眼镜;汽车电子;消费电子概念;5G;创投;无线充电;一带一路;回购增持再贷款概念;PCB概念;沪股通;融资融券
601336,17,601336.SH,5,互联网保险;证金持股;蚂蚁集团概念;沪股通;融资融券
300249,33,300249.SZ,25,液冷服务器;东数西算(算力);数据中心(AIDC);5G;云计算;华为数字能源;华为概念;专精特新;腾讯概念;抖音概念(字节概念);阿里巴巴概念;物联网;智慧城市;数字孪生;百度概念;数字乡村;储能;机器人概念;人工智能;区块链;碳中和;回购增持再贷款概念;西部大开发;深股通;融资融券
600033,17,600033.SH,8,参股保险;参股银行;国企改革;福建自贸区;回购增持再贷款概念;海峡两岸;融资融券;沪股通
603421,17,603421.SH,10,虚拟电厂;充电桩;智能电网;电力物联网;储能;光伏概念;鸿蒙概念;华为概念;MCU芯片;芯片概念
002936,33,002936.SZ,2,深股通;融资融券
300188,33,300188.SZ,49,AI视频;知识产权保护;数据确权;AIGC概念;财税数字化;ChatGPT概念;国资云;AI应用;数据安全;华为鲲鹏;区块链;AI智能体;电子身份证;鸿蒙概念;阿里巴巴概念;元宇宙;数据要素;腾讯概念;数字货币;数字乡村;国产操作系统;信创;职业教育;网络安全;DeepSeek概念;数字经济;人脸识别;人工智能;EDR概念;智慧城市;车联网(车路协同);东数西算(算力);福建自贸区;食品安全;安防;低空经济;华为概念;国企改革;机器人概念;数据中心(AIDC);海峡两岸;无人机;央企国企改革;军工;智能穿戴;消费电子概念;AI眼镜;深股通;融资融券
000972,33,000972.SZ,9,ST板块;农业种植;乡村振兴;新疆振兴;西部大开发;国企改革;维生素;医疗器械概念;股权转让(并购重组)
688600,17,688600.SH,8,液冷服务器;专精特新;DeepSeek概念;2025年报预增;医疗器械概念;可控核聚变;氢能源;融资融券
301283,33,301283.SZ,6,人民币贬值受益;专精特新;粤港澳大湾区;三胎概念;2025年报预增;融资融券
688543,17,688543.SH,8,军民融合;军工;商业航天;无人机;人工智能;国企改革;沪股通;融资融券
002206,33,002206.SZ,14,中俄贸易概念;长三角一体化;一带一路;回购增持再贷款概念;创投;人民币贬值受益;工业互联网;PEEK材料;海工装备;新能源汽车;光伏概念;俄乌冲突概念;深股通;融资融券
301275,33,301275.SZ,15,数字经济;人工智能;云计算;物联网;海峡两岸;机器人概念;人民币贬值受益;专精特新;储能;光伏概念;电子纸;芯片概念;消费电子概念;深股通;融资融券
603366,17,603366.SH,15,蚂蚁集团概念;建筑节能;参股银行;区块链;空气能热泵;创投;家用电器;智能家居;储能;充电桩;华为概念;光伏概念;特斯拉概念;融资融券;沪股通
600831,17,600831.SH,25,国资云;智慧政务;知识产权保护;数据确权;数字乡村;腾讯概念;智慧城市;文化传媒概念;百度概念;短剧游戏;DeepSeek概念;互联网金融;人工智能;算力租赁;东数西算(算力);华为概念;智能家居;PPP概念;数据中心(AIDC);乡村振兴;5G;农村电商;国企改革;西部大开发;摘帽
603180,17,603180.SH,14,虚拟数字人;创投;一带一路;AIGC概念;智能家居;回购增持再贷款概念;家用电器;人工智能;福建自贸区;AI智能体;海峡两岸;工业互联网;多模态AI;智能音箱
000558,33,000558.SZ,13,冰雪产业;体育产业;旅游概念;文化传媒概念;短剧游戏;电子竞技;租售同权;PPP概念;创投;国企改革;西部大开发;深股通;融资融券
002838,33,002838.SZ,18,5G;小米概念;华为概念;比亚迪概念;PEEK材料;新能源汽车;特斯拉概念;专精特新;机器人概念;锂电池概念;军工;2026一季报预增;钛白粉概念;可降解塑料;预制菜;股权转让(并购重组);融资融券;深股通
600970,17,600970.SH,12,中字头股票;同花顺中特估100;高股息精选;水泥概念;同花顺出海50;央企国企改革;国企改革;绿色电力;风电;DeepSeek概念;沪股通;融资融券
603313,17,603313.SH,7,跨境电商;C2M概念;人民币贬值受益;智能家居;鸿蒙概念;回购增持再贷款概念;沪股通
600528,17,600528.SH,16,地下管网;国企改革;高铁;央企国企改革;污水处理;回购增持再贷款概念;海工装备;DeepSeek概念;人工智能;抽水蓄能;工业互联网;高端装备;机器人概念;沪股通;融资融券;中字头股票
300674,33,300674.SZ,33,跨境支付(CIPS);数字货币;蚂蚁集团概念;华为欧拉;互联网金融;Web3.0;区块链;AI应用;鸿蒙概念;财税数字化;虚拟数字人;ChatGPT概念;华为鲲鹏;数据要素;MLOps概念;AI智能体;智谱AI;DeepSeek概念;信创;云计算;百度概念;阿里巴巴概念;化债概念(AMC概念);腾讯概念;人工智能;抖音概念(字节概念);创投;京津冀一体化;算力租赁;华为概念;数据中心(AIDC);融资融券;深股通
301581,33,301581.SZ,6,芯片概念;光伏概念;专精特新;新能源汽车;供销社;融资融券
605500,17,605500.SH,1,共同富裕示范区
002724,33,002724.SZ,9,智慧城市;智慧灯杆;物联网;粤港澳大湾区;军工;无人机;核电;证金持股;深股通
001379,33,001379.SZ,6,中俄贸易概念;人民币贬值受益;核电;商业航天;光伏概念;融资融券
600637,17,600637.SH,21,短剧游戏;云游戏;AI智能体;AI应用;腾讯概念;百度概念;虚拟现实;智慧城市;人工智能;在线教育;文化传媒概念;5G;电子竞技;网络游戏;创投;旅游概念;上海国企改革;国企改革;证金持股;沪股通;融资融券
000903,33,000903.SZ,20,ST板块;乡村振兴;国企改革;移动支付;智能物流;西部大开发;人脸识别;农机;低空经济;长安汽车概念;氢能源;华为概念;燃料电池;无人驾驶;机器人概念;无人机;新能源汽车;传感器;汽车电子;芯片概念
002672,33,002672.SZ,21,医疗废物处理;广东自贸区;固废处理;PPP概念;土壤修复;垃圾分类;污水处理;生物质能发电;碳中和;国企改革;汽车拆解概念;磷化工;DeepSeek概念;金属回收;粤港澳大湾区;氟化工概念;黄金概念;金属铜;金属锌;深股通;融资融券
601021,17,601021.SH,5,免税店;证金持股;跨境电商;沪股通;融资融券
003007,33,003007.SZ,24,算力租赁;华为昇腾;云办公;云计算;华为鲲鹏;智慧政务;东数西算(算力);数据要素;车联网(车路协同);数字孪生;AI智能体;AI应用;在线教育;卫星导航;数字经济;DeepSeek概念;人工智能;物联网;数据中心(AIDC);华为概念;商业航天;6G概念;京津冀一体化;5G
001324,33,001324.SZ,6,建筑节能;装配式建筑;高铁;储能;机器人概念;融资融券
300498,33,300498.SZ,9,猪肉;养鸡;禽流感;预制菜;乡村振兴;基因测序;回购增持再贷款概念;深股通;融资融券
603119,17,603119.SH,16,减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;无人驾驶;新能源汽车;专精特新;人民币贬值受益;共同富裕示范区;长三角一体化;宁德时代概念;一带一路;储能;沪股通;融资融券
601998,17,601998.SH,7,高股息精选;同花顺中特估100;证金持股;国企改革;沪股通;融资融券;中字头股票
603918,17,603918.SH,23,Web3.0;AIGC概念;AI应用;数据确权;智慧政务;云办公;在线教育;区块链;蚂蚁集团概念;互联网金融;信创;阿里巴巴概念;抖音概念(字节概念);DeepSeek概念;人工智能;智能医疗;化债概念(AMC概念);华为概念;机器人概念;上海自贸区;机器视觉;融资融券;沪股通
000912,33,000912.SZ,8,化肥;煤化工概念;乡村振兴;西部大开发;国企改革;回购增持再贷款概念;深股通;融资融券
002818,33,002818.SZ,8,网红经济;高股息精选;西部大开发;互联网金融;智能家居;鸿蒙概念;军工;深股通
300507,33,300507.SZ,12,汽车热管理;飞行汽车(eVTOL);比亚迪概念;华为汽车;低空经济;新能源汽车;传感器;高压快充;芯片概念;股权转让(并购重组);深股通;融资融券
000990,33,000990.SZ,16,煤化工概念;POE胶膜;人造肉;NMN概念;工业大麻;氢能源;合成生物;民营医院;碳中和;国企改革;燃料电池;医美概念;OLED;深股通;小米概念;融资融券
601106,17,601106.SH,19,军民融合;国产航母;军工;商业航天;高端装备;核电;工业母机;中字头股票;特斯拉概念;一带一路;央企国企改革;金属镍;风电;国企改革;小金属概念;黑龙江自贸区;同花顺中特估100;沪股通;融资融券
688701,17,688701.SH,4,土壤修复;污水处理;固废处理;融资融券
605399,17,605399.SH,4,有机硅概念;硅能源;专精特新;融资融券
000938,33,000938.SZ,34,算力租赁;中国AI 50;WiFi 6;英伟达概念;东数西算(算力);液冷服务器;6G概念;数据中心(AIDC);共封装光学(CPO);云计算;国资云;网络安全;5G;数据安全;国产操作系统;芯片概念;阿里巴巴概念;抖音概念(字节概念);智慧政务;数字孪生;车联网(车路协同);物联网;智慧城市;数字乡村;AI智能体;数据要素;DeepSeek概念;AIGC概念;储能;AI应用;人工智能;机器人概念;深股通;融资融券
002274,33,002274.SZ,6,煤化工概念;化肥;氢能源;钒电池;深股通;融资融券
