code,market_code,股票代码,所属概念数量,所属概念
603236,17,603236.SH,47,英伟达概念;卫星导航;智能座舱;商业航天;毫米波雷达;移动支付;东数西算(算力);无人驾驶;车联网(车路协同);无人零售;6G概念;星闪概念;人形机器人;AI智能体;电力物联网;汽车电子;机器视觉;长安汽车概念;AI应用;MCU芯片;区块链;智慧城市;农机;数字乡村;智能电网;数字货币;小米概念;物联网;WiFi 6;人工智能;AI眼镜;机器人概念;DeepSeek概念;智能穿戴;5G;充电桩;芯片概念;工业互联网;两轮车;华为海思概念股;智能医疗;智能家居;储能;人民币贬值受益;跨境电商;融资融券;沪股通
603282,17,603282.SH,2,污水处理;锂电池概念
000795,33,000795.SZ,17,稀土永磁;小金属概念;新能源汽车;比亚迪概念;苹果概念;专精特新;消费电子概念;机器人概念;人形机器人;新型工业化;减速器;无线耳机;医疗器械概念;风电;养老概念;深股通;融资融券
300084,33,300084.SZ,12,可燃冰;页岩气;俄乌冲突概念;天然气;氢能源;军工;海工装备;高端装备;西部大开发;核电;人工智能;股权转让(并购重组)
300673,33,300673.SZ,2,宠物经济;人民币贬值受益
000564,33,000564.SZ,17,物业管理;无人零售;自由贸易港;统一大市场;网红经济;IP经济(谷子经济);百度概念;跨境电商;供销社;乡村振兴;冷链物流;农村电商;新疆振兴;西部大开发;军民融合;深股通;融资融券
603391,17,603391.SH,3,专精特新;工业互联网;融资融券
300214,33,300214.SZ,8,算力租赁;东数西算(算力);数据中心(AIDC);丙烯酸;液冷服务器;DeepSeek概念;专精特新;新疆振兴
001380,33,001380.SZ,11,长安汽车概念;华为汽车;人形机器人;机器人概念;比亚迪概念;新能源汽车;专精特新;无人机;军工;深股通;融资融券
000707,33,000707.SZ,9,化肥;煤化工概念;国企改革;钠离子电池;储能;宁德时代概念;比亚迪概念;股权转让(并购重组);融资融券
920832,151,920832.BJ,4,环氧丙烷;融资融券;煤化工概念;氢能源
688557,17,688557.SH,15,新型工业化;机器视觉;机器人概念;物联网;人形机器人;无人驾驶;比亚迪概念;华为概念;人工智能;军工;智能物流;跨境电商;宁德时代概念;统一大市场;融资融券
603926,17,603926.SH,5,机器人概念;长安汽车概念;新能源汽车;农机;燃料电池
301141,33,301141.SZ,11,稀土永磁;消费电子概念;专精特新;5G;新能源汽车;机器人概念;智能音箱;2025年报预增;一带一路;深股通;融资融券
603199,17,603199.SH,2,旅游概念;国企改革
002655,33,002655.SZ,18,苹果概念;无线充电;消费电子概念;汽车电子;毫米波雷达;智能音箱;芯片概念;智能穿戴;新型烟草(电子烟);无线耳机;传感器;新能源汽车;无人机;小米概念;华为概念;元宇宙;智能家居;一带一路
300562,33,300562.SZ,16,三胎概念;无人零售;养老概念;体育产业;医疗器械概念;智能医疗;AI应用;区块链;血氧仪;人工智能;人民币贬值受益;华为概念;传感器;智能穿戴;无线耳机;芯片概念
688075,17,688075.SH,7,猴痘概念;流感;宠物经济;智能医疗;人民币贬值受益;沪股通;融资融券
300144,33,300144.SZ,12,旅游概念;IP经济(谷子经济);网红经济;手机游戏;文化传媒概念;电子竞技;共同富裕示范区;元宇宙;抖音概念(字节概念);虚拟现实;深股通;融资融券
688015,17,688015.SH,12,职业教育;人工智能;元宇宙;AI应用;车联网(车路协同);DeepSeek概念;京津冀一体化;低空经济;区块链;无人机;2025年报预增;融资融券
603607,17,603607.SH,6,烟草;知识产权保护;小米概念;专精特新;IP经济(谷子经济);消费电子概念
300848,33,300848.SZ,9,染料;可降解塑料;专精特新;露营经济;华为概念;充电桩;新型工业化;小米概念;深股通
600822,17,600822.SH,7,上海国企改革;统一大市场;国企改革;上海自贸区;智能物流;数据要素;融资融券
300005,33,300005.SZ,21,露营经济;三胎概念;足球概念;冰雪产业;跨境电商;体育产业;AI眼镜;机器人概念;MicroLED概念;消费电子概念;MiniLED;柔性屏(折叠屏);OLED;京津冀一体化;智能穿戴;芯片概念;汽车芯片;商业航天;MCU芯片;融资融券;深股通
002561,33,002561.SZ,4,乡村振兴;物业管理;国企改革;融资融券
301555,33,301555.SZ,13,MicroLED概念;MiniLED;碳纤维;比亚迪概念;PCB概念;机器人概念;新能源汽车;海峡两岸;2025年报预增;无人机;低空经济;风电;融资融券
300285,33,300285.SZ,16,共封装光学(CPO);5G;消费电子概念;芯片概念;3D打印;商业航天;卫星导航;宁德时代概念;新能源汽车;比亚迪概念;固态电池;锂电池概念;牙科医疗;氢能源;深股通;融资融券
600888,17,600888.SH,9,石墨烯;煤炭概念;军工;新疆振兴;西部大开发;一带一路;一体化压铸;沪股通;融资融券
603328,17,603328.SH,15,PCB概念;共封装光学(CPO);毫米波雷达;苹果概念;5G;汽车电子;华为概念;比亚迪概念;光伏概念;机器人概念;人民币贬值受益;国企改革;沪股通;证金持股;融资融券
300275,33,300275.SZ,38,华为盘古;华为欧拉;星闪概念;鸿蒙概念;物联网;数据安全;华为鲲鹏;ChatGPT概念;智慧城市;传感器;多模态AI;卫星导航;数据要素;AI智能体;无人驾驶;AI应用;华为概念;阿里巴巴概念;新型工业化;商业航天;人工智能;低空经济;DeepSeek概念;数字经济;AIGC概念;工业互联网;毫米波雷达;军工;机器人概念;专精特新;核电;F5G概念;污水处理;中俄贸易概念;PPP概念;乡村振兴;超级电容;西部大开发
920121,151,920121.BJ,2,新股与次新股;融资融券
603041,17,603041.SH,3,建筑节能;有机硅概念;专精特新
603877,17,603877.SH,4,共同富裕示范区;回购增持再贷款概念;沪股通;融资融券
002159,33,002159.SZ,9,冰雪产业;旅游概念;露营经济;IP经济(谷子经济);体育产业;文化传媒概念;特色小镇;参股券商;国企改革
603090,17,603090.SH,15,新能源汽车;农机;液冷服务器;人民币贬值受益;2025年报预增;锂电池概念;数据中心(AIDC);储能;数据要素;牙科医疗;氢能源;碳中和;风电;乡村振兴;煤化工概念
300032,33,300032.SZ,8,虚拟现实;元宇宙;智能穿戴;新型烟草(电子烟);海峡两岸;人民币贬值受益;消费电子概念;OLED
920876,151,920876.BJ,18,2025年报预增;融资融券;鸿蒙概念;芯片概念;移动支付;物联网;消费电子概念;机器人概念;智能家居;智慧政务;数字经济;安防;在线教育;信创;人工智能;专精特新;AI PC;5G
002388,33,002388.SZ,17,消费电子概念;人形机器人;有机硅概念;比亚迪概念;华为概念;富士康概念;粤港澳大湾区;锂电池概念;新能源汽车;无人机;固态电池;钠离子电池;光伏概念;充电桩;储能;氟化工概念;摘帽
603706,17,603706.SH,4,天然气;新疆振兴;高股息精选;西部大开发
002395,33,002395.SZ,8,足球概念;丙烯酸;体育产业;煤化工概念;光伏概念;MR(混合现实);消费电子概念;融资融券
300110,33,300110.SZ,8,仿制药一致性评价;医药电商;肝炎概念;猴痘概念;医美概念;医疗器械概念;国企改革;融资融券
600315,17,600315.SH,6,合成生物;三胎概念;跨境电商;消毒剂;沪股通;融资融券
603699,17,603699.SH,10,页岩气;氢能源;高股息精选;一带一路;核电;可控核聚变;人民币贬值受益;风电;沪股通;融资融券
300859,33,300859.SZ,9,旅游概念;冰雪产业;国企改革;西部大开发;新疆振兴;飞行汽车(eVTOL);低空经济;深股通;股权转让(并购重组)
600858,17,600858.SH,5,养老概念;国企改革;家用电器;抖音概念(字节概念);充电桩
002452,33,002452.SZ,14,柔性直流输电;智能电网;特高压;充电桩;风电;储能;数据中心(AIDC);光伏概念;军工;绿色电力;专精特新;新能源汽车;新疆振兴;融资融券
002932,33,002932.SZ,13,猴痘概念;流感;肝炎概念;辅助生殖;基因测序;医疗器械概念;食品安全;智能医疗;创投;ST板块;DeepSeek概念;专精特新;股权转让(并购重组)
603729,22,603729.SH,9,网红经济;旅游概念;文化传媒概念;数据要素;小红书概念;抖音概念(字节概念);ST板块;上海自贸区;华为概念
600556,17,600556.SH,27,NFT概念;小红书概念;快手概念;虚拟数字人;文化传媒概念;知识产权保护;Web3.0;AIGC概念;IP经济(谷子经济);在线教育;网红经济;AI应用;职业教育;元宇宙;区块链;抖音概念(字节概念);数据要素;多模态AI;AI智能体;腾讯概念;阿里巴巴概念;人工智能;华为概念;西部大开发;MR(混合现实);融资融券;沪股通
600865,17,600865.SH,3,信托概念;物业管理;创投
300678,33,300678.SZ,41,AIGC概念;AI应用;智慧政务;数据要素;AI智能体;华为鲲鹏;多模态AI;数据安全;信创;阿里巴巴概念;数字经济;DeepSeek概念;人脸识别;脑机接口;人工智能;网络安全;智慧城市;智能医疗;烟草;安防;物联网;工业互联网;低空经济;华为概念;机器人概念;新型工业化;机器视觉;医疗器械概念;无人驾驶;军工;专精特新;比亚迪概念;数据中心(AIDC);西部大开发;国企改革;智能穿戴;新型烟草(电子烟);锂电池概念;融资融券;深股通;中字头股票
002330,33,002330.SZ,8,预制菜;猪肉;宠物经济;网红经济;冷链物流;乡村振兴;回购增持再贷款概念;绿色电力
002732,33,002732.SZ,9,乳业;三胎概念;统一大市场;冷链物流;乡村振兴;生态农业;玉米;国企改革;粤港澳大湾区
603855,17,603855.SH,10,机器人概念;新疆振兴;无人驾驶;核电;海工装备;军工;高股息精选;储能;5G;沪股通
002092,33,002092.SZ,16,煤化工概念;煤炭概念;消毒剂;水泥概念;可降解塑料;新疆振兴;碳中和;西部大开发;碳交易;国企改革;石墨烯;一带一路;跨境电商;职业教育;风电;深股通
000419,33,000419.SZ,7,物业管理;旅游概念;参股保险;参股银行;国企改革;互联网金融;股权转让(并购重组)
300995,33,300995.SZ,12,人形机器人;小米汽车;比亚迪概念;新能源汽车;碳纤维;小米概念;创投;粤港澳大湾区;一带一路;2025年报预增;三胎概念;融资融券
002226,33,002226.SZ,21,民爆概念;新疆振兴;水利;雅下水电概念;一带一路;独角兽概念;工业互联网;人工智能;专精特新;创投;绿色电力;央企国企改革;国企改革;风电;AI语料;多模态AI;军民融合;军工;比亚迪概念;新能源汽车;深股通
002637,33,002637.SZ,6,消毒剂;污水处理;一带一路;食品安全;回购增持再贷款概念;深股通
920015,151,920015.BJ,7,芯片概念;有机硅概念;光刻胶;专精特新;新股与次新股;融资融券;国企改革
600653,17,600653.SH,6,物业管理;国企改革;人工智能;绿色电力;新能源汽车;融资融券
002218,33,002218.SZ,17,光伏建筑一体化;绿色电力;HJT电池;硅能源;钙钛矿电池;充电桩;POE胶膜;储能;光伏概念;粤港澳大湾区;华为概念;卫星导航;商业航天;新能源汽车;芯片概念;深股通;融资融券
688606,17,688606.SH,11,禽流感;宠物经济;肝炎概念;幽门螺杆菌概念;猴痘概念;辅助生殖;医疗器械概念;基因测序;人民币贬值受益;融资融券;沪股通
002073,33,002073.SZ,17,参股银行;一带一路;智能物流;知识产权保护;数字经济;生物质能发电;证金持股;工业互联网;绿色电力;物联网;锂电池概念;机器视觉;宁德时代概念;固态电池;传感器;深股通;融资融券
600775,17,600775.SH,18,脑机接口;智慧城市;人工智能;工业互联网;东数西算(算力);军工;机器人概念;新型工业化;无人机;卫星导航;储能;商业航天;国企改革;汽车电子;消费电子概念;央企国企改革;沪股通;融资融券
002449,33,002449.SZ,26,MicroLED概念;MiniLED;AI眼镜;智能穿戴;小米概念;人脸识别;消费电子概念;语音技术;汽车电子;华为概念;传感器;血氧仪;智能家居;元宇宙;无人驾驶;充电桩;家用电器;人工智能;储能;芯片概念;第三代半导体;汽车芯片;先进封装;国企改革;深股通;融资融券
002352,33,002352.SZ,18,超级品牌;统一大市场;冷链物流;同花顺漂亮100;跨境电商;乡村振兴;智能物流;人工智能;区块链;数据要素;AI智能体;机器人概念;深股通;低空经济;物联网;无人驾驶;无人机;融资融券
600169,22,600169.SH,12,国企改革;ST板块;中俄贸易概念;一带一路;回购增持再贷款概念;高铁;海工装备;核电;减速器;高端装备;储能;商业航天
600285,17,600285.SH,5,高股息精选;芬太尼;创新药;沪股通;融资融券
003002,33,003002.SZ,8,军民融合;机器人概念;军工;一带一路;民爆概念;雅下水电概念;芯片概念;深股通
688687,17,688687.SH,6,重组蛋白;肝炎概念;创新药;仿制药一致性评价;沪股通;融资融券
000895,33,000895.SZ,10,养鸡;高股息精选;猪肉;超级品牌;预制菜;人造肉;证金持股;统一大市场;深股通;融资融券
920375,151,920375.BJ,25,数据中心(AIDC);东数西算(算力);高压快充;阿里巴巴概念;融资融券;虚拟电厂;腾讯概念;粤港澳大湾区;碳交易;碳中和;百度概念;电力物联网;物联网;核电;智能电网;数据要素;抖音概念(字节概念);建筑节能;华为鲲鹏;华为概念;充电桩;储能;人工智能;专精特新;DeepSeek概念
002117,33,002117.SZ,24,蚂蚁集团概念;Web3.0;拼多多概念;数字经济;区块链;数字货币;数据确权;电子身份证;知识产权保护;移动支付;智慧政务;DeepSeek概念;ChatGPT概念;人脸识别;阿里巴巴概念;财税数字化;信创;物联网;机器人概念;人形机器人;东数西算(算力);数据中心(AIDC);深股通;融资融券
301311,33,301311.SZ,19,智能物流;烟草;人工智能;数字孪生;军工;成飞概念;机器人概念;西部大开发;专精特新;新型工业化;国企改革;比亚迪概念;华为概念;储能;央企国企改革;统一大市场;中船系;深股通;融资融券
600706,17,600706.SH,8,旅游概念;IP经济(谷子经济);体育产业;露营经济;职业教育;数字经济;国企改革;西部大开发
000679,33,000679.SZ,1,跨境电商
000157,33,000157.SZ,24,雅下水电概念;农机;水利;高端装备;人民币贬值受益;一带一路;燃料电池;无人驾驶;工业互联网;新型工业化;人工智能;机器人概念;无人机;乡村振兴;氢能源;绿色电力;百度概念;物联网;人形机器人;高股息精选;东数西算(算力);深股通;融资融券;固态电池
002243,33,002243.SZ,17,毫米波雷达;芯片概念;数据中心(AIDC);脑机接口;东数西算(算力);智慧城市;锂电池概念;数字经济;创投;建筑节能;深圳国企改革;可降解塑料;物业管理;国企改革;冷链物流;深股通;融资融券
603170,17,603170.SH,2,预制菜;沪股通
000703,33,000703.SZ,9,可降解塑料;回购增持再贷款概念;一带一路;融资融券;深股通;西部大开发;互联网金融;参股银行;阿里巴巴概念
002576,33,002576.SZ,6,机器人概念;比亚迪概念;新能源汽车;专精特新;风电;特高压
300649,33,300649.SZ,8,新型城镇化;雄安新区;PPP概念;共同富裕示范区;IP经济(谷子经济);水利;碳中和;区块链
301058,33,301058.SZ,17,粮食概念;大豆;乡村振兴;冰雪产业;冷链物流;体育产业;国企改革;中俄贸易概念;一带一路;农机;央企国企改革;食品安全;机器人概念;高端装备;深股通;中字头股票;融资融券
603320,17,603320.SH,2,空气能热泵;家用电器
600779,17,600779.SH,4,白酒概念;西部大开发;沪股通;融资融券
002632,33,002632.SZ,17,消费电子概念;智能穿戴;液冷服务器;AI眼镜;华为概念;虚拟现实;安防;无人机;新能源汽车;光伏概念;石墨烯;锂电池概念;元宇宙;固态电池;中俄贸易概念;共同富裕示范区;深股通
002651,33,002651.SZ,11,军民融合;西部大开发;成飞概念;大飞机;军工;低空经济;高端装备;无人机;机器人概念;商业航天;深股通
600566,17,600566.SH,18,高股息精选;医药电商;流感;仿制药一致性评价;肝炎概念;维生素;重组蛋白;农业种植;创新药;幽门螺杆菌概念;三胎概念;家庭医生;旅游概念;参股银行;数字经济;创投;沪股通;融资融券
301205,33,301205.SZ,7,共封装光学(CPO);5G;数据中心(AIDC);芯片概念;人民币贬值受益;深股通;融资融券
000159,33,000159.SZ,8,新疆振兴;乡村振兴;西部大开发;一带一路;金属铜;光伏概念;特高压;融资融券
603258,17,603258.SH,9,电子竞技;手机游戏;网络游戏;AIGC概念;短剧游戏;AI智能体;创投;虚拟现实;沪股通
300528,33,300528.SZ,4,短剧游戏;文化传媒概念;国企改革;深股通
001387,33,001387.SZ,10,中俄贸易概念;智能家居;家用电器;参股银行;充电桩;储能;小米概念;汽车电子;PCB概念;融资融券
000928,33,000928.SZ,14,同花顺中特估100;医疗废物处理;中俄贸易概念;国企改革;央企国企改革;碳中和;高股息精选;一带一路;超超临界发电;数字经济;3D打印;深股通;融资融券;中字头股票
600671,17,600671.SH,3,眼科医疗;医疗器械概念;国企改革
002337,33,002337.SZ,11,工业互联网;智能物流;京津冀一体化;互联网金融;数字孪生;医疗器械概念;高端装备;机器人概念;专精特新;大飞机;天津自贸区
002416,33,002416.SZ,20,创投;区块链;人工智能;新能源汽车;参股保险;互联网金融;粤港澳大湾区;锂电池概念;虚拟现实;物联网;AI智能体;算力租赁;阿里巴巴概念;储能;东数西算(算力);消费电子概念;苹果概念;高股息精选;深股通;融资融券
000663,33,000663.SZ,9,乡村振兴;土地流转;碳中和;国企改革;海峡两岸;碳交易;绿色电力;央企国企改革;天然气
002363,33,002363.SZ,10,长安汽车概念;数字经济;华为汽车;百度概念;新能源汽车;比亚迪概念;军工;华为概念;特斯拉概念;商业航天
603586,17,603586.SH,5,高铁;新能源汽车;人民币贬值受益;比亚迪概念;2025年报预增
300288,33,300288.SZ,17,AI应用;AIGC概念;家庭医生;语音技术;百度概念;智能医疗;DeepSeek概念;养老概念;人工智能;医疗器械概念;民营医院;华为概念;西部大开发;医药电商;智能穿戴;5G;深股通
300183,33,300183.SZ,25,国产操作系统;电力物联网;信创;阿里巴巴概念;物联网;智慧城市;数据中心(AIDC);人工智能;工业互联网;智能电网;充电桩;知识产权保护;小米概念;智能家居;专精特新;虚拟电厂;光伏概念;储能;风电;MCU芯片;苹果概念;芯片概念;国企改革;深股通;融资融券
301567,33,301567.SZ,11,小米概念;专精特新;虚拟现实;机器人概念;智能穿戴;消费电子概念;安防;汽车电子;AI眼镜;无人机;融资融券
920119,151,920119.BJ,6,比亚迪概念;智能物流;高端装备;固态电池;新股与次新股;融资融券
300387,33,300387.SZ,14,化肥;生态农业;磷化工;土地流转;农业种植;土壤修复;乡村振兴;合成生物;中俄贸易概念;农机;数字乡村;人工智能;机器人概念;无人机
002017,33,002017.SZ,27,电子身份证;数字货币;移动支付;跨境支付(CIPS);Web3.0;区块链;信创;车联网(车路协同);数据安全;网络安全;安防;物联网;工业互联网;横琴新区;华为概念;粤港澳大湾区;低空经济;中俄贸易概念;一带一路;量子科技;无人机;卫星导航;国企改革;5G;消费电子概念;深股通;融资融券
002052,33,002052.SZ,10,物联网;换电概念;智能家居;储能;东数西算(算力);人民币贬值受益;锂电池概念;2025年报预增;深股通;摘帽
600980,17,600980.SH,8,稀土永磁;小金属概念;3D打印;金属钴;机器人概念;国企改革;央企国企改革;绿色电力
920770,151,920770.BJ,3,融资融券;绿色电力;光伏概念
000595,33,000595.SZ,10,储能;风电;ST板块;光伏概念;绿色电力;军工;西部大开发;国企改革;国产航母;股权转让(并购重组)
300727,33,300727.SZ,7,有机硅概念;液冷服务器;染料;硅能源;东数西算(算力);医美概念;深股通
600855,17,600855.SH,20,军工信息化;军民融合;商业航天;军工;无人机;低空经济;安防;车联网(车路协同);ETC;智慧城市;信创;物联网;人工智能;数据中心(AIDC);央企国企改革;储能;医疗器械概念;国企改革;融资融券;沪股通
603901,17,603901.SH,7,减速器;人形机器人;新型工业化;机器视觉;机器人概念;2025年报预增;沪股通
600241,17,600241.SH,2,锂电池概念;国企改革
688181,17,688181.SH,14,OLED;先进封装;光刻胶;柔性屏(折叠屏);AI眼镜;消费电子概念;液冷服务器;专精特新;染料;云计算;氟化工概念;京津冀一体化;创新药;融资融券
603587,17,603587.SH,3,参股券商;IP经济(谷子经济);沪股通
000607,33,000607.SZ,22,文化传媒概念;NFT概念;短剧游戏;知识产权保护;虚拟数字人;职业教育;在线教育;快手概念;AI应用;数据确权;数字经济;托育服务;蚂蚁集团概念;三胎概念;共同富裕示范区;百度概念;创投;阿里巴巴概念;国企改革;长三角一体化;低空经济;融资融券
002327,33,002327.SZ,2,高股息精选;深股通
600060,17,600060.SH,25,高股息精选;智能家居;家用电器;虚拟数字人;沪股通;融资融券;DeepSeek概念;数字经济;人工智能;AI智能体;数据要素;多模态AI;元宇宙;机器人概念;虚拟现实;MR(混合现实);智能穿戴;MCU芯片;MicroLED概念;汽车电子;MiniLED;AI眼镜;消费电子概念;商业航天;芯片概念
920152,151,920152.BJ,9,数据中心(AIDC);钙钛矿电池;风电;超级电容;西部大开发;融资融券;动力电池回收;储能;专精特新
300294,33,300294.SZ,8,生物疫苗;肝炎概念;仿制药一致性评价;国企改革;央企国企改革;回购增持再贷款概念;深股通;融资融券
300172,33,300172.SZ,16,固废处理;土壤修复;生物质能发电;污水处理;净水概念;PPP概念;新型城镇化;超超临界发电;一带一路;PM2.5;核电;核污染防治;物联网;高端装备;盐湖提锂;专精特新
300851,33,300851.SZ,3,比亚迪概念;高铁;无人驾驶
600684,17,600684.SH,13,冰雪产业;物业管理;体育产业;三胎概念;家庭医生;养老概念;土壤修复;国企改革;AI应用;智慧城市;粤港澳大湾区;2025年报预增;融资融券
300802,33,300802.SZ,21,先进封装;芯片概念;苹果概念;PCB概念;消费电子概念;汽车电子;MiniLED;小米概念;机器视觉;商业航天;比亚迪概念;无人机;华为概念;特斯拉概念;高端装备;光伏概念;储能;人工智能;AI应用;创投;深股通
920191,151,920191.BJ,2,新股与次新股;融资融券
600178,17,600178.SH,14,兵装重组概念;长安汽车概念;减速器;华为汽车;国企改革;飞行汽车(eVTOL);低空经济;2025年报预增;无人机;新能源汽车;黑龙江自贸区;央企国企改革;华为概念;沪股通
002805,33,002805.SZ,9,磷化工;钠离子电池;固态电池;锂电池概念;宁德时代概念;储能;比亚迪概念;专精特新;融资融券
600051,17,600051.SH,7,物业管理;跨境电商;旅游概念;共同富裕示范区;航运概念;绿色电力;煤炭概念
600729,17,600729.SH,13,高股息精选;证金持股;IP经济(谷子经济);养老概念;西部大开发;互联网金融;回购增持再贷款概念;黄金概念;人工智能;沪股通;融资融券;小米汽车;机器人概念
605016,17,605016.SH,6,代糖概念;海峡两岸;专精特新;人民币贬值受益;参股银行;沪股通
301083,33,301083.SZ,13,人脸识别;智慧城市;新型城镇化;安防;数字经济;人工智能;工业互联网;专精特新;车联网(车路协同);DeepSeek概念;机器人概念;充电桩;融资融券
300889,33,300889.SZ,14,智慧灯杆;智慧城市;充电桩;传感器;储能;液冷服务器;机器人概念;比亚迪概念;新能源汽车;露营经济;跨境电商;锂电池概念;股权转让(并购重组);融资融券
603658,17,603658.SH,11,流感;猴痘概念;幽门螺杆菌概念;基因测序;智能医疗;医疗器械概念;AI应用;DeepSeek概念;人工智能;沪股通;融资融券
301166,33,301166.SZ,11,跨境电商;基因测序;猴痘概念;医疗器械概念;合成生物;细胞免疫治疗;医药电商;重组蛋白;海峡两岸;减肥药;融资融券
688565,17,688565.SH,9,污水处理;共同富裕示范区;核电;2025年报预增;专精特新;燃料电池;氢能源;超超临界发电;融资融券
003017,33,003017.SZ,6,中俄贸易概念;氟化工概念;化肥;PEEK材料;2025年报预增;芯片概念
001314,33,001314.SZ,25,多模态AI;电子竞技;AIGC概念;鸿蒙概念;元宇宙;数字货币;空间计算;DeepSeek概念;人工智能;AI PC;智能音箱;物联网;智能家居;虚拟现实;粤港澳大湾区;MR(混合现实);机器人概念;智能穿戴;2025年报预增;专精特新;消费电子概念;AI眼镜;PCB概念;先进封装;深股通
601166,17,601166.SH,6,高股息精选;沪股通;融资融券;跨境支付(CIPS);福建自贸区;海峡两岸
300968,33,300968.SZ,23,智能音箱;智能家居;虚拟现实;MR(混合现实);华为概念;小米概念;机器人概念;新型烟草(电子烟);粤港澳大湾区;智能穿戴;人民币贬值受益;AI手机;无人机;柔性屏(折叠屏);一带一路;消费电子概念;卫星导航;AI眼镜;商业航天;医美概念;富士康概念;深股通;融资融券
600692,17,600692.SH,13,乡村振兴;土地流转;文化传媒概念;农业种植;粮食概念;生态农业;国企改革;创投;光伏建筑一体化;绿色电力;风电;2025年报预增;融资融券
301015,33,301015.SZ,9,医药电商;阿尔茨海默概念;创新药;医疗器械概念;跨境电商;人工智能;机器人概念;深股通;融资融券
688089,17,688089.SH,8,维生素;AIGC概念;合成生物;宠物经济;三胎概念;DeepSeek概念;绿色电力;融资融券
002641,33,002641.SZ,12,地下管网;新型城镇化;水利;京津冀一体化;共同富裕示范区;光伏建筑一体化;天然气;储能;机器人概念;光伏概念;融资融券;深股通
300044,33,300044.SZ,25,ST板块;安防;人脸识别;养老概念;新型工业化;无人驾驶;机器视觉;机器人概念;车联网(车路协同);PPP概念;军民融合;智慧城市;人工智能;乡村振兴;网络游戏;时空大数据;军工;低空经济;无人机;数据要素;手机游戏;粤港澳大湾区;5G;抖音概念(字节概念);数据中心(AIDC)
001696,33,001696.SZ,24,农机;军民融合;航空发动机;乡村振兴;两轮车;军工;低空经济;数字经济;飞行汽车(eVTOL);无人机;西部大开发;工业互联网;燃料电池;商业航天;机器人概念;氢能源;新能源汽车;专精特新;储能;比亚迪概念;锂电池概念;钠离子电池;深股通;融资融券
000652,33,000652.SZ,21,信托概念;参股券商;固废处理;国企改革;新型城镇化;雄安新区;化债概念(AMC概念);PPP概念;流感;碳交易;生物质能发电;京津冀一体化;碳中和;绿色电力;创投;回购增持再贷款概念;证金持股;独角兽概念;动力电池回收;深股通;融资融券
600386,17,600386.SH,10,文化传媒概念;物业管理;京津冀一体化;汽车拆解概念;独角兽概念;国企改革;动力电池回收;新能源汽车;充电桩;融资融券
920003,151,920003.BJ,3,数字经济;融资融券;新股与次新股
688707,17,688707.SH,14,钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;碳中和;储能;西部大开发;国企改革;低空经济;人形机器人;央企国企改革;融资融券;沪股通
000637,33,000637.SZ,4,碳中和;国企改革;回购增持再贷款概念;旅游概念
688046,17,688046.SH,5,专精特新;回购增持再贷款概念;DeepSeek概念;沪股通;融资融券
300256,33,300256.SZ,15,两轮车;虚拟现实;特斯拉概念;华为概念;智能座舱;小米概念;新能源汽车;智能穿戴;毫米波雷达;柔性屏(折叠屏);汽车电子;消费电子概念;华为手机;OLED;深股通
603022,17,603022.SH,2,光伏建筑一体化;绿色电力
301229,33,301229.SZ,10,减速器;华为汽车;小米汽车;机器人概念;特斯拉概念;新能源汽车;华为概念;回购增持再贷款概念;小米概念;融资融券
301278,33,301278.SZ,9,光伏概念;充电桩;专精特新;储能;钙钛矿电池;光伏建筑一体化;机器人概念;一带一路;融资融券
603982,17,603982.SH,13,家用电器;长安汽车概念;减速器;华为汽车;一体化压铸;小米汽车;新能源汽车;比亚迪概念;华为概念;特斯拉概念;小米概念;宁德时代概念;融资融券
600694,17,600694.SH,5,高股息精选;证金持股;免税店;沪股通;融资融券
000812,33,000812.SZ,10,民营医院;物业管理;职业教育;烟草;西部大开发;创投;在线教育;信托概念;参股券商;融资融券
300248,33,300248.SZ,39,华为鲲鹏;智慧政务;数字货币;AI应用;华为盘古;云计算;鸿蒙概念;移动支付;数据要素;元宇宙;AI智能体;AI语料;虚拟数字人;区块链;网络安全;蚂蚁集团概念;在线教育;空间计算;阿里巴巴概念;数字乡村;人脸识别;智慧城市;数字经济;DeepSeek概念;人工智能;职业教育;算力租赁;虚拟现实;物联网;华为概念;食品安全;创投;水利;机器人概念;养老概念;人形机器人;乡村振兴;智能电网;深股通
603269,17,603269.SH,7,液冷服务器;数据中心(AIDC);核电;海峡两岸;超超临界发电;氢能源;一带一路
688671,17,688671.SH,15,物联网;专精特新;智慧城市;核污染防治;数据要素;新型城镇化;水利;数字经济;污水处理;AI应用;海工装备;AIGC概念;农机;碳中和;融资融券
300558,33,300558.SZ,8,重组蛋白;创新药;细胞免疫治疗;眼科医疗;基因测序;智能医疗;深股通;融资融券
601728,17,601728.SH,22,同花顺中特估100;高股息精选;国资云;国企改革;央企国企改革;智慧政务;数据要素;DeepSeek概念;云计算;区块链;AI应用;物联网;量子科技;数据中心(AIDC);卫星导航;中国AI 50;商业航天;5G;6G概念;中字头股票;融资融券;沪股通
301067,33,301067.SZ,10,铜缆高速连接;消费电子概念;无线充电;AI眼镜;卫星导航;无人机;低空经济;粤港澳大湾区;机器人概念;融资融券
