code,所属概念,所属概念数量,market_code,股票代码
601616,智能电网;充电桩;绿色电力;数据中心;腾讯概念,5,17,601616.SH
000720,光纤概念;央企国企改革;国企改革;物业管理,4,33,000720.SZ
000677,低空经济;京津冀一体化;军工,3,33,000677.SZ
603269,核电;超超临界发电;数据中心;液冷服务器;氢能源;海峡两岸;一带一路,7,17,603269.SH
603316,房屋检测;存储芯片;新型城镇化;特色小镇;数据中心;水利;PPP概念;共同富裕示范区;污水处理;芯片概念;碳中和;地下管网,12,17,603316.SH
002015,虚拟电厂;华为数字能源;抽水蓄能;碳中和;碳交易;光伏概念;智能电网;换电概念;绿色电力;风电;充电桩;储能;生物质能发电;高压快充;水利;数据中心;算力租赁;动力电池回收;锂电池概念;东数西算(算力);华为概念;数字经济;长三角一体化;新能源汽车;蚂蚁集团概念;宁德时代概念;区块链;百度概念;英伟达概念;融资融券;深股通,31,33,002015.SZ
000818,算力租赁;云计算;东数西算(算力);英伟达概念;人工智能;DeepSeek概念;数据中心;5G;卫星导航;芯片概念;军工;创投;军民融合;铜缆高速连接;存储芯片;共封装光学(CPO);燃料电池;国企改革;氢能源;环氧丙烷;深股通;融资融券,22,33,000818.SZ
603063,智能电网;光伏概念;储能;风电;抽水蓄能;氢能源;粤港澳大湾区;沪股通;融资融券,9,17,603063.SH
600825,文化传媒概念;AI语料;独角兽概念;无人零售;创投;上海国企改革;国企改革;融资融券;沪股通,9,17,600825.SH
002470,磷化工;化肥;土壤修复;生态农业;农村电商;水泥概念;锂电池概念;乡村振兴;国企改革;深股通,10,33,002470.SZ
002261,华为欧拉;华为昇腾;华为鲲鹏;华为盘古;云计算;算力租赁;国产操作系统;蚂蚁集团概念;信创;智慧政务;鸿蒙概念;移动支付;东数西算(算力);在线教育;阿里巴巴概念;虚拟数字人;DeepSeek概念;车联网(车路协同);智慧城市;人工智能;物联网;托育服务;华为概念;手机游戏;智能医疗;工业互联网;机器人概念;三胎概念;AI应用;深股通;融资融券,31,33,002261.SZ
600722,煤化工概念;国企改革;融资融券;风电;京津冀一体化,5,17,600722.SH
002961,福建自贸区;海峡两岸;期货概念;互联网金融;参股券商;深股通,6,33,002961.SZ
603097,特高压;智能电网;风电;光伏概念;充电桩;储能;数据中心;军工;机器人概念;雄安新区,10,17,603097.SH
002849,星闪概念;物联网;专精特新;智慧城市;DeepSeek概念;锂电池概念;动力电池回收;天然气,8,33,002849.SZ
600590,太赫兹;国产航母;6G概念;光伏概念;卫星导航;军工;军民融合;数据中心;碳纤维;无人机;军工信息化;智能电网;低空经济;储能;华为概念;机器人概念;电力物联网;燃料电池;虚拟现实;氢能源;腾讯概念;创投;一带一路;AI智能体;区块链;智能医疗;IP经济(谷子经济);沪股通;融资融券,29,17,600590.SH
605286,储能;新型城镇化;氢能源;人工智能;虚拟电厂;绿色电力;风电;沪股通,8,17,605286.SH
002478,特钢概念;光热发电;超超临界发电;核电;海工装备;储能;专精特新;新能源汽车;一带一路;地下管网;天然气;页岩气;深股通;融资融券,14,33,002478.SZ
003023,露营经济;家用电器;宠物经济;三胎概念;智能家居;医疗器械概念;跨境电商;消毒剂;西部大开发,9,33,003023.SZ
001696,军民融合;航空发动机;军工;无人机;商业航天;低空经济;飞行汽车(eVTOL);储能;专精特新;机器人概念;工业互联网;燃料电池;比亚迪概念;新能源汽车;农机;氢能源;两轮车;2025三季报预增;锂电池概念;钠离子电池;西部大开发;数字经济;乡村振兴;深股通;融资融券,25,33,001696.SZ
603285,锂电池概念;融资融券,2,17,603285.SH
000833,化肥;磷化工;TOPCON电池;锂电池概念;土地流转;光伏概念;2025三季报预增;西部大开发;农业种植;国企改革;广东自贸区;2025年报预增;乡村振兴;粤港澳大湾区;深股通,15,33,000833.SZ
600470,磷化工;化肥;煤化工概念;锂电池概念;污水处理;乡村振兴;融资融券,7,17,600470.SH
601567,智能电网;风电;电力物联网;光伏概念;充电桩;储能;高压氧舱;一带一路;数据中心;工业互联网;参股银行;民营医院;脑机接口;人工智能;三胎概念;AI应用;养老概念;智能医疗;沪股通;融资融券,20,17,601567.SH
605399,有机硅概念;硅能源;专精特新;融资融券,4,17,605399.SH
000815,东数西算(算力);国资云;云计算;数据中心;央企国企改革;绿色电力;国企改革;西部大开发;深股通;融资融券,10,33,000815.SZ
000533,抽水蓄能;智能电网;超超临界发电;风电;可控核聚变;核电;充电桩;光伏概念;海工装备;储能;数据中心;水利;比亚迪概念;东数西算(算力);粤港澳大湾区;数字经济;中芯国际概念;百度概念;阿里巴巴概念;深股通;融资融券,21,33,000533.SZ
600821,风电;华为数字能源;绿色电力;碳交易;储能;算力租赁;东数西算(算力);煤化工概念;新疆振兴;回购增持再贷款概念;京津冀一体化;国企改革;智慧城市;天津自贸区;华为概念;DeepSeek概念;数字经济;沪股通;融资融券,19,17,600821.SH
001896,抽水蓄能;超超临界发电;风电;绿色电力;储能;碳中和;充电桩;数据中心;煤炭概念;光伏建筑一体化;东数西算(算力);工业互联网;华为概念;国企改革;创投;人工智能;智能物流;深股通;融资融券,19,33,001896.SZ
000545,钛白粉概念;磷化工;锂电池概念;股权转让(并购重组);融资融券,5,33,000545.SZ
002809,环氧丙烷;丙烯酸;装配式建筑;雄安新区;雅下水电概念;水利;粤港澳大湾区;京津冀一体化;专精特新,9,33,002809.SZ
600108,玉米;粮食概念;土地流转;农业种植;啤酒概念;代糖概念;西部大开发;国企改革;乡村振兴;参股券商;回购增持再贷款概念;水利;融资融券;跨境电商;沪股通,15,17,600108.SH
002498,燃料电池;柔性直流输电;特高压;智能电网;风电;核电;充电桩;海工装备;氢能源;无人机;一带一路;5G;数字经济;深股通;电力物联网;抽水蓄能;融资融券,17,33,002498.SZ
603880,医疗器械概念,1,17,603880.SH
600354,转基因;玉米;粮食概念;农业种植;生态农业;供销社;乡村振兴;国企改革;西部大开发;融资融券,10,17,600354.SH
600075,煤化工概念;水泥概念;可降解塑料;生态农业;新疆振兴;国企改革;碳交易;回购增持再贷款概念;西部大开发;绿色电力;一带一路;沪股通;储能;融资融券,14,17,600075.SH
000509,碳中和;人民币贬值受益;国企改革;网络安全;碳交易;信创;西部大开发;工业母机,8,33,000509.SZ
600396,碳交易;绿色电力;碳中和;超超临界发电;国企改革;风电;氢能源;央企国企改革;海工装备,9,17,600396.SH
688759,科创次新股;细胞免疫治疗;减肥药;创新药;注册制次新股;新股与次新股;融资融券,7,17,688759.SH
688300,存储芯片;先进封装;芯片概念;专精特新;沪股通;融资融券,6,17,688300.SH
601868,超超临界发电;生物质能发电;绿色电力;碳交易;同花顺中特估100;柔性直流输电;特高压;雅下水电概念;风电;光热发电;虚拟电厂;证金持股;土壤修复;央企国企改革;新型城镇化;国企改革;水利;氢能源;民爆概念;水泥概念;一带一路;核电;参股保险;燃料电池;储能;海工装备;高端装备;可控核聚变;机器人概念;军工;低空经济;宁德时代概念;数据中心;光纤概念;人工智能;华为概念;东数西算(算力);算力租赁;AI智能体;阿里巴巴概念;中字头股票;融资融券;沪股通,43,17,601868.SH
301162,人工智能;智能电网;虚拟电厂;专精特新;光伏概念;风电;碳交易;绿色电力;储能;深股通;融资融券,11,33,301162.SZ
300385,医疗废物处理;固废处理;专精特新;国企改革,4,33,300385.SZ
300461,新型烟草(电子烟);长三角一体化;无线充电;新型工业化;苹果概念;比亚迪概念;无线耳机;汽车电子;消费电子概念,9,33,300461.SZ
688525,存储芯片;国家大基金持股;先进封装;汽车芯片;AI手机;AI PC;芯片概念;AI眼镜;2025年报预增;消费电子概念;智能穿戴;小米概念;数据中心;专精特新;机器人概念;华为概念;信创;阿里巴巴概念;沪股通;融资融券,20,17,688525.SH
688091,创新药;2025年报预增;沪股通;融资融券,4,17,688091.SH
688796,AI智能体;科创次新股;CRO概念;2025年报预增;基因测序;注册制次新股;人民币贬值受益;沪股通;新股与次新股;融资融券,10,17,688796.SH
300143,脑机接口;高压氧舱;智能医疗;AI智能体;人工智能;养老概念;DeepSeek概念;医美概念;医疗器械概念;民营医院;物联网;创投;机器人概念;AI应用;融资融券;深股通,16,33,300143.SZ
301235,芯片概念;2025年报预增;专精特新;医疗器械概念;医疗废物处理;回购增持再贷款概念;辅助生殖;人工智能;智能医疗;融资融券,10,33,301235.SZ
002364,中国AI 50;5G;数据中心;海工装备;核电;阿里巴巴概念;百度概念;华为概念;智能电网;高压快充;腾讯概念;特高压;工业互联网;储能;风电;拼多多概念;数字孪生;换电概念;虚拟电厂;充电桩;新能源汽车;水利;碳中和;两轮车;深股通;融资融券,26,33,002364.SZ
300830,智谱AI;多模态AI;华为鲲鹏;ChatGPT概念;AI智能体;智慧政务;信创;数据要素;鸿蒙概念;百度概念;区块链;人脸识别;DeepSeek概念;职业教育;数字经济;互联网金融;人工智能;军工信息化;车联网(车路协同);华为概念;工业互联网;军工;电力物联网;新型工业化;AI应用;碳交易;换电概念;核电;智能电网;充电桩;风电;超超临界发电;特高压,33,33,300830.SZ
603826,钛白粉概念;福建自贸区;海峡两岸;专精特新;沪股通;融资融券,6,17,603826.SH
002734,消毒剂;合成生物;2025年报预增;2025三季报预增;碳中和;乡村振兴;锂电池概念;创投;工业互联网;固态电池;人工智能;深股通;融资融券,13,33,002734.SZ
301227,黑龙江自贸区;装配式建筑;建筑节能;碳中和;智能家居;融资融券,6,33,301227.SZ
002513,草甘膦;染料;生态农业;TOPCON电池;光伏概念;绿色电力;人民币贬值受益,7,33,002513.SZ
600710,央企国企改革;光伏概念;华为数字能源;可降解塑料;固废处理;土壤修复;储能;污水处理;新能源汽车;国企改革;数据中心;光伏建筑一体化;人民币贬值受益;机器人概念;航运概念;工业互联网;乡村振兴;创投;阿里巴巴概念;沪股通;融资融券,21,17,600710.SH
688531,PCB概念;液冷服务器;芯片概念;宁德时代概念;比亚迪概念;特斯拉概念;专精特新;固态电池;锂电池概念;高端装备;储能;一体化压铸;商业航天;人工智能;回购增持再贷款概念;食品安全;沪股通;融资融券,18,17,688531.SH
603538,辅助生殖;肝炎概念;流感;CRO概念;减肥药;合成生物;宠物经济;人民币贬值受益;沪股通;融资融券,10,17,603538.SH
603915,减速器;人形机器人;机器人概念;高端装备;水利;海工装备;光伏建筑一体化;固废处理;融资融券;沪股通,10,17,603915.SH
600186,算力租赁;AI智能体;DeepSeek概念;东数西算(算力);智能医疗;土壤修复;2025三季报预增;回购增持再贷款概念;超级品牌;粮食概念;融资融券;沪股通,12,17,600186.SH
300258,减速器;人形机器人;小米汽车;小米概念;汽车热管理;长安汽车概念;特斯拉概念;比亚迪概念;机器人概念;新能源汽车;农机;燃料电池;氢能源;回购增持再贷款概念;深股通;融资融券,16,33,300258.SZ
688073,人民币贬值受益;回购增持再贷款概念;沪股通;融资融券,4,17,688073.SH
600539,跨境电商;宠物经济;净水概念;污水处理;小红书概念;海峡两岸;机器视觉;光伏概念;AI应用;股权转让(并购重组);锂电池概念,11,17,600539.SH
688585,机器人概念;燃料电池;一带一路;风电;沪股通;股权转让(并购重组);融资融券,7,17,688585.SH
300006,细胞免疫治疗;仿制药一致性评价;辅助生殖;创新药;幽门螺杆菌概念;肝炎概念;眼科医疗;医疗器械概念;医药电商;知识产权保护;西部大开发;国企改革;融资融券,13,33,300006.SZ
601678,环氧丙烷;煤化工概念;消毒剂;氟化工概念;回购增持再贷款概念;锂电池概念;参股保险;氢能源;参股银行;燃料电池;沪股通;融资融券,12,17,601678.SH
600131,电力物联网;智能电网;量子科技;虚拟电厂;数字孪生;华为概念;充电桩;数据中心;储能;央企国企改革;人工智能;5G;东数西算(算力);雅下水电概念;碳交易;AI智能体;国产操作系统;云计算;算力租赁;鸿蒙概念;国企改革;西部大开发;国资云;沪股通;融资融券,25,17,600131.SH
002001,青蒿素;氟化工概念;维生素;回购增持再贷款概念;合成生物;深股通;融资融券;人民币贬值受益;商业航天,9,33,002001.SZ
301212,消毒剂;可降解塑料;专精特新;锂电池概念;共同富裕示范区;融资融券,6,33,301212.SZ
002422,创新药;医药电商;仿制药一致性评价;幽门螺杆菌概念;肝炎概念;流感;毛发医疗;合成生物;医疗器械概念;西部大开发;深股通;融资融券,12,33,002422.SZ
002652,雄安新区;中芯国际概念,2,33,002652.SZ
000830,煤化工概念;化肥;天然气;磷化工;生态农业;消毒剂;氟化工概念;有机硅概念;央企国企改革;氢能源;国企改革;乡村振兴;深股通;融资融券,14,33,000830.SZ
600216,青蒿素;NMN概念;维生素;合成生物;医药电商;创新药;辅助生殖;钠离子电池;肝炎概念;回购增持再贷款概念;医美概念;沪股通;融资融券;储能,14,17,600216.SH
000570,参股银行;乡村振兴;国企改革;农机;海峡两岸;锂电池概念;华为概念;固态电池;2025年报预增;无人机,10,33,000570.SZ
688178,污水处理;固废处理;动力电池回收;盐湖提锂;融资融券,5,17,688178.SH
688582,芯片概念;商业航天;传感器;专精特新;低空经济;机器人概念;无人驾驶;2025三季报预增;股权转让(并购重组);沪股通;融资融券,11,17,688582.SH
000988,共封装光学(CPO);F5G概念;铜缆高速连接;PCB概念;先进封装;苹果概念;5G;6G概念;第三代半导体;芯片概念;高压快充;宁德时代概念;柔性屏(折叠屏);汽车电子;工业母机;3D打印;充电桩;储能;锂电池概念;高端装备;氢能源;比亚迪概念;东数西算(算力);新能源汽车;航空发动机;商业航天;卫星导航;专精特新;特斯拉概念;量子科技;汽车热管理;钙钛矿电池;传感器;华为概念;大飞机;新型工业化;智能座舱;机器人概念;工业互联网;物联网;农机;回购增持再贷款概念;华为汽车;数字孪生;家用电器;独角兽概念;智慧城市;创投;长安汽车概念;智能家居;乡村振兴;国企改革;深股通;融资融券;阿里巴巴概念;腾讯概念;百度概念;AI智能体;数据要素;基因测序;MicroLED概念,61,33,000988.SZ
603266,智能家居;汽车热管理;传感器;机器人概念;无人驾驶;新能源汽车;低空经济;毫米波雷达;无人机;汽车电子;消费电子概念;芯片概念,12,17,603266.SH
300505,磷化工;化肥;固废处理;2025三季报预增;2025年报预增;一带一路;西部大开发;人民币贬值受益;宠物经济;深股通;融资融券,11,33,300505.SZ
301299,AI智能体;AIGC概念;数据要素;鸿蒙概念;DeepSeek概念;AI应用;期货概念;融资融券,8,33,301299.SZ
300042,存储芯片;汽车芯片;芯片概念;消费电子概念;AI眼镜;东数西算(算力);智能穿戴;算力租赁;时空大数据;华为昇腾;智慧城市;粤港澳大湾区;华为鲲鹏;人民币贬值受益;DeepSeek概念;虚拟数字人;知识产权保护;国企改革;跨境电商;深股通;融资融券,21,33,300042.SZ
920508,物联网;融资融券;特高压;机器人概念;无人机;智能电网;固态电池,7,151,920508.BJ
000930,玉米;粮食概念;生态农业;代糖概念;可降解塑料;央企国企改革;国企改革;碳交易;深股通;融资融券;白酒概念;中字头股票,12,33,000930.SZ
300614,生物质能发电;垃圾分类;碳交易;固废处理;碳中和;绿色电力;光热发电;一带一路;HJT电池;储能;钙钛矿电池;融资融券,12,33,300614.SZ
688293,CRO概念;重组蛋白;2025年报预增;沪股通;股权转让(并购重组);融资融券,6,17,688293.SH
920207,AI应用;AI智能体;融资融券;虚拟现实;网络安全;空间计算;鸿蒙概念;芯片概念;智能医疗;虚拟数字人;职业教育;东数西算(算力);智慧政务;人工智能;数字孪生;信创;数字经济;数据要素;DeepSeek概念;华为概念;AIGC概念;智慧城市;数据中心;云计算;数据安全;华为鲲鹏;多模态AI;专精特新;华为昇腾;元宇宙,30,151,920207.BJ
