code,market_code,股票代码,所属概念数量,所属概念
603283,17,603283.SH,18,存储芯片;同花顺果指数;PCB概念;苹果概念;芯片概念;消费电子概念;特斯拉概念;无线耳机;比亚迪概念;新能源汽车;智能穿戴;锂电池概念;光伏概念;新型工业化;长三角一体化;人工智能;融资融券;沪股通
300500,33,300500.SZ,25,装配式建筑;房屋检测;新型城镇化;雄安新区;建筑节能;乡村振兴;碳中和;数字孪生;智慧城市;医疗废物处理;光伏建筑一体化;车联网(车路协同);风电;绿色电力;DeepSeek概念;虚拟数字人;人工智能;华为昇腾;AIGC概念;虚拟现实;华为概念;储能;光伏概念;东数西算(算力);数据中心
300563,33,300563.SZ,23,EDR概念;WiFi 6;铜缆高速连接;苹果概念;消费电子概念;5G;汽车电子;虚拟现实;华为概念;芯片概念;专精特新;无人机;军工;新能源汽车;医疗器械概念;商业航天;卫星导航;军工信息化;数字经济;光伏概念;钙钛矿电池;深股通;融资融券
605369,17,605369.SH,3,医疗器械概念;人民币贬值受益;沪股通
300915,33,300915.SZ,2,IP经济(谷子经济);融资融券
688479,17,688479.SH,7,ERP概念;云计算;AI智能体;DeepSeek概念;数字经济;人工智能;融资融券
002392,33,002392.SZ,12,特钢概念;芯片概念;人工智能;回购增持再贷款概念;锂电池概念;碳中和;小金属概念;AI智能体;固态电池;中俄贸易概念;参股券商;深股通
600455,17,600455.SH,4,职业教育;西部大开发;国企改革;鸿蒙概念
002799,33,002799.SZ,13,文化传媒概念;快手概念;虚拟数字人;腾讯概念;抖音概念(字节概念);数字经济;百度概念;阿里巴巴概念;ChatGPT概念;区块链;智能物流;西部大开发;国企改革
002774,33,002774.SZ,5,中俄贸易概念;一带一路;物联网;粤港澳大湾区;人工智能
002698,33,002698.SZ,16,人形机器人;新型工业化;机器人概念;专精特新;智能医疗;医疗器械概念;工业互联网;智能物流;高端装备;中俄贸易概念;3D打印;创投;黑龙江自贸区;污水处理;深股通;融资融券
603758,17,603758.SH,8,新能源汽车;长安汽车概念;消费电子概念;人形机器人;传感器;西部大开发;沪股通;融资融券
002855,33,002855.SZ,9,智能家居;智能穿戴;虚拟现实;华为概念;无线耳机;消费电子概念;储能;风电;深股通
300210,33,300210.SZ,8,东数西算(算力);机器人概念;3D打印;雄安新区;新能源汽车;PPP概念;股权转让(并购重组);深股通
002334,33,002334.SZ,27,光伏建筑一体化;光伏概念;燃料电池;风电;氢能源;储能;充电桩;换电概念;海工装备;核电;新能源汽车;比亚迪概念;工业母机;新型工业化;机器人概念;人形机器人;工业互联网;低空经济;液冷服务器;粤港澳大湾区;数据中心;芯片概念;物联网;稀土永磁;百度概念;深股通;融资融券
600015,17,600015.SH,4,证金持股;跨境支付(CIPS);沪股通;融资融券
002241,33,002241.SZ,34,同花顺果指数;智能音箱;AI眼镜;星闪概念;智能穿戴;无线耳机;汽车电子;MR(混合现实);小米概念;苹果概念;语音技术;富士康概念;消费电子概念;虚拟现实;传感器;机器人概念;物联网;无人机;华为概念;智能家居;芯片概念;3D打印;工业互联网;元宇宙;人工智能;独角兽概念;人民币贬值受益;海峡两岸;创投;回购增持再贷款概念;同花顺漂亮100;深股通;融资融券;证金持股
603587,17,603587.SH,3,IP经济(谷子经济);参股券商;沪股通
603861,17,603861.SH,14,柔性直流输电;特高压;智能电网;华为数字能源;光伏概念;储能;核电;新能源汽车;宁德时代概念;数据中心;一带一路;华为概念;东数西算(算力);沪股通
000688,33,000688.SZ,12,金属铅;金属锌;钛白粉概念;金属铜;小金属概念;黄金概念;锂电池概念;2025年报预增;西部大开发;深股通;股权转让(并购重组);融资融券
601818,17,601818.SH,5,高股息精选;证金持股;国企改革;沪股通;融资融券
300735,33,300735.SZ,36,毫米波雷达;智能座舱;智能穿戴;车联网(车路协同);安防;卫星导航;小米概念;5G;汽车电子;传感器;消费电子概念;无人驾驶;低空经济;物联网;华为手机;EDR概念;华为概念;东数西算(算力);商业航天;移动支付;机器人概念;人形机器人;小米汽车;工业互联网;智能家居;粤港澳大湾区;华为汽车;新能源汽车;光伏概念;储能;充电桩;一带一路;宠物经济;深股通;股权转让(并购重组);融资融券
301155,33,301155.SZ,6,2025年报预增;海工装备;风电;绿色电力;深股通;融资融券
603839,17,603839.SH,5,三胎概念;跨境电商;网红经济;长三角一体化;抖音概念(字节概念)
000557,33,000557.SZ,9,统一大市场;煤炭概念;国企改革;西部大开发;一带一路;无人驾驶;股权转让(并购重组);深股通;融资融券
000400,33,000400.SZ,26,柔性直流输电;特高压;抽水蓄能;智能电网;虚拟电厂;电力物联网;高压快充;可控核聚变;充电桩;光伏概念;储能;换电概念;氢能源;高端装备;一带一路;新能源汽车;新疆振兴;央企国企改革;数据中心;国企改革;无线充电;人形机器人;DeepSeek概念;深股通;融资融券;鸿蒙概念
300702,33,300702.SZ,6,CRO概念;合成生物;医药电商;人民币贬值受益;2025年报预增;深股通
000409,33,000409.SZ,35,华为盘古;ChatGPT概念;云计算;AI智能体;华为昇腾;数据要素;网络安全;国产操作系统;ERP概念;多模态AI;腾讯概念;数字经济;DeepSeek概念;时空大数据;鸿蒙概念;人工智能;空间计算;数字孪生;东数西算(算力);军民融合;华为概念;卫星导航;物联网;数据中心;工业互联网;5G;国企改革;AI应用;机器人概念;智能电网;新型工业化;智能穿戴;煤化工概念;光伏概念;深股通
688011,17,688011.SH,6,军工信息化;军民融合;军工;专精特新;黑龙江自贸区;融资融券
603650,17,603650.SH,10,光刻胶;中芯国际概念;存储芯片;OLED;芯片概念;上海自贸区;可降解塑料;石墨烯;融资融券;沪股通
000338,33,000338.SZ,23,锂电池概念;固态电池;氢能源;储能;燃料电池;高端装备;新能源汽车;比亚迪概念;农机;数据中心;汽车电子;同花顺出海50;人民币贬值受益;无人驾驶;国企改革;智能物流;同花顺漂亮100;车联网(车路协同);DeepSeek概念;AI智能体;证金持股;深股通;融资融券
002786,33,002786.SZ,19,化债概念(AMC概念);粤港澳大湾区;华为汽车;机器人概念;新型工业化;国企改革;虚拟现实;高端装备;新能源汽车;华为概念;大飞机;比亚迪概念;小米概念;3D打印;5G;消费电子概念;芯片概念;宁德时代概念;深股通
688139,17,688139.SH,10,AI应用;智能医疗;AI智能体;DeepSeek概念;人工智能;医疗器械概念;物联网;机器人概念;沪股通;融资融券
002760,33,002760.SZ,6,海工装备;军工;数据中心;金属回收;金属锌;股权转让(并购重组)
301047,33,301047.SZ,13,CRO概念;细胞免疫治疗;重组蛋白;流感;肝炎概念;猴痘概念;合成生物;智能医疗;人工智能;京津冀一体化;人民币贬值受益;深股通;融资融券
600303,17,600303.SH,6,燃料电池;氢能源;长安汽车概念;新能源汽车;军工;摘帽
603993,17,603993.SH,13,黄金概念;金属铜;金属钴;金属镍;小金属概念;磷化工;盐湖提锂;同花顺出海50;同花顺漂亮100;宁德时代概念;沪股通;融资融券;人民币贬值受益
601808,17,601808.SH,13,可燃冰;俄乌冲突概念;天然气;同花顺中特估100;证金持股;国企改革;央企国企改革;一带一路;沪股通;融资融券;海工装备;高端装备;中字头股票
600850,17,600850.SH,56,卫星导航;商业航天;大飞机;低空经济;华为昇腾;车联网(车路协同);华为盘古;信创;网络安全;智慧政务;华为鲲鹏;数据安全;智慧城市;数字乡村;数据要素;云计算;人脸识别;WiFi 6;AI智能体;多模态AI;ChatGPT概念;数字孪生;互联网金融;数字经济;跨境支付(CIPS);AIGC概念;人工智能;物联网;DeepSeek概念;虚拟数字人;职业教育;阿里巴巴概念;华为概念;无人驾驶;东数西算(算力);腾讯概念;国资云;工业互联网;短剧游戏;水利;机器人概念;央企国企改革;核电;新型工业化;智能医疗;数据中心;人形机器人;乡村振兴;国企改革;回购增持再贷款概念;光刻机;液冷服务器;智能电网;沪股通;AI应用;融资融券
000062,33,000062.SZ,24,华为海思概念股;汽车电子;芯片概念;机器人概念;华为概念;存储芯片;比亚迪概念;粤港澳大湾区;第三代半导体;人民币贬值受益;新能源汽车;智慧城市;创投;华为昇腾;共封装光学(CPO);腾讯概念;互联网金融;6G概念;AI智能体;2025年报预增;雄安新区;证金持股;深股通;融资融券
603106,17,603106.SH,22,智慧政务;虚拟数字人;AIGC概念;互联网金融;区块链;人脸识别;鸿蒙概念;华为鲲鹏;国产操作系统;信创;智慧城市;数据安全;云计算;语音技术;人工智能;天津自贸区;京津冀一体化;智能医疗;物业管理;雄安新区;AI应用;沪股通
601727,17,601727.SH,32,可控核聚变;核电;航空发动机;大飞机;核污染防治;高端装备;特高压;风电;智能电网;超超临界发电;充电桩;工业母机;机器人概念;工业互联网;减速器;华为概念;人形机器人;氢能源;燃料电池;储能;化债概念(AMC概念);光伏概念;独角兽概念;上海国企改革;回购增持再贷款概念;固废处理;国企改革;钒电池;锂电池概念;固态电池;沪股通;融资融券
688480,17,688480.SH,5,小金属概念;土壤修复;净水概念;污水处理;融资融券
000757,33,000757.SZ,8,华为汽车;长安汽车概念;新能源汽车;小米汽车;比亚迪概念;西部大开发;工业互联网;小米概念
688219,17,688219.SH,28,PEEK材料;汽车热管理;新能源汽车;锂电池概念;比亚迪概念;碳纤维;人形机器人;可降解塑料;华为汽车;小米汽车;液冷服务器;专精特新;光伏概念;飞行汽车(eVTOL);机器人概念;家用电器;富士康概念;小米概念;消费电子概念;碳中和;低空经济;军工;5G;无人驾驶;华为概念;DeepSeek概念;沪股通;融资融券
600660,17,600660.SH,9,证金持股;同花顺出海50;同花顺漂亮100;光伏概念;沪股通;融资融券;小米汽车;特斯拉概念;福建自贸区
688146,17,688146.SH,13,国家大基金持股;中芯国际概念;光刻机;芯片概念;氟化工概念;固态电池;锂电池概念;中船系;央企国企改革;国企改革;沪股通;融资融券;中字头股票
001203,33,001203.SZ,16,固态电池;小金属概念;金属铅;金属锌;锂电池概念;金属回收;储能;绿色电力;回购增持再贷款概念;西部大开发;职业教育;参股银行;创投;乡村振兴;旅游概念;深股通
688077,17,688077.SH,14,稀土永磁;小金属概念;金属钴;消费电子概念;专精特新;风电;华为概念;比亚迪概念;人形机器人;新能源汽车;机器人概念;固废处理;2025年报预增;融资融券
688566,17,688566.SH,5,创新药;肝炎概念;眼科医疗;沪股通;融资融券
002360,33,002360.SZ,3,可降解塑料;民爆概念;光伏概念
601988,17,601988.SH,5,同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券
688475,17,688475.SH,14,DeepSeek概念;AI智能体;云计算;物联网;同花顺新质50;跨境电商;智能穿戴;智能家居;机器人概念;养老概念;国企改革;宠物经济;沪股通;融资融券
001380,33,001380.SZ,11,华为汽车;人形机器人;长安汽车概念;机器人概念;新能源汽车;专精特新;无人机;比亚迪概念;军工;深股通;融资融券
002532,33,002532.SZ,8,俄乌冲突概念;钠离子电池;锂电池概念;新疆振兴;回购增持再贷款概念;西部大开发;融资融券;深股通
920651,151,920651.BJ,5,核电;融资融券;物联网;专精特新;人工智能
603376,17,603376.SH,11,注册制次新股;长安汽车概念;汽车电子;传感器;新能源汽车;无人驾驶;比亚迪概念;专精特新;共同富裕示范区;新股与次新股;融资融券
000721,33,000721.SZ,6,预制菜;职业教育;独角兽概念;西部大开发;国企改革;深股通
301290,33,301290.SZ,4,医疗器械概念;血氧仪;重组蛋白;融资融券
603220,17,603220.SH,28,算力租赁;东数西算(算力);6G概念;华为昇腾;数据中心;智慧城市;5G;华为概念;人工智能;AI智能体;车联网(车路协同);卫星导航;DeepSeek概念;F5G概念;低空经济;光纤概念;共享单车;一带一路;共封装光学(CPO);充电桩;储能;新能源汽车;光伏概念;锂电池概念;AI应用;智慧政务;沪股通;融资融券
600881,17,600881.SH,15,物业管理;水泥概念;参股银行;参股券商;禽流感;国企改革;医药电商;煤炭概念;创新药;生物疫苗;体育产业;医疗器械概念;沪股通;融资融券;股权转让(并购重组)
300679,33,300679.SZ,16,无人驾驶;小米概念;消费电子概念;人形机器人;新型烟草(电子烟);5G;比亚迪概念;柔性屏(折叠屏);物联网;华为概念;PCB概念;新能源汽车;无人机;数据中心;深股通;融资融券
301633,33,301633.SZ,7,新型工业化;机器人概念;高端装备;专精特新;信创;深股通;融资融券
002037,33,002037.SZ,13,民爆概念;国企改革;新疆振兴;土壤修复;汽车拆解概念;一带一路;央企国企改革;雅下水电概念;西部大开发;水利;芯片概念;深股通;融资融券
600630,17,600630.SH,10,三胎概念;参股银行;国企改革;跨境电商;物业管理;一带一路;网红经济;上海国企改革;上海自贸区;融资融券
300197,33,300197.SZ,21,PPP概念;雄安新区;新型城镇化;地下管网;旅游概念;乡村振兴;垃圾分类;土壤修复;农业种植;国企改革;碳中和;水利;污水处理;一带一路;央企国企改革;智慧城市;回购增持再贷款概念;粤港澳大湾区;充电桩;深股通;融资融券
000779,33,000779.SZ,20,新型城镇化;土壤修复;乡村振兴;建筑节能;房屋检测;水利;新疆振兴;国企改革;一带一路;西部大开发;数字孪生;数字经济;光伏概念;抽水蓄能;低空经济;DeepSeek概念;数据要素;数据中心;国资云;算力租赁
000158,33,000158.SZ,39,华为盘古;华为鲲鹏;华为昇腾;ERP概念;智慧政务;网络安全;数据安全;鸿蒙概念;区块链;信创;云计算;数据确权;互联网金融;算力租赁;国资云;智慧城市;东数西算(算力);数字经济;腾讯概念;阿里巴巴概念;百度概念;智谱AI;DeepSeek概念;抖音概念(字节概念);人工智能;车联网(车路协同);华为概念;京津冀一体化;工业互联网;数据中心;充电桩;物业管理;参股银行;国企改革;冷链物流;绿色电力;深股通;AI应用;融资融券
301589,33,301589.SZ,12,芯片概念;MicroLED概念;虚拟现实;MiniLED;人工智能;智慧城市;创投;西部大开发;体育产业;足球概念;融资融券;深股通
605303,17,605303.SH,8,新型城镇化;PPP概念;旅游概念;存储芯片;雄安新区;乡村振兴;芯片概念;共同富裕示范区
605108,17,605108.SH,3,预制菜;网红经济;沪股通
002404,33,002404.SZ,10,三胎概念;共同富裕示范区;跨境电商;IP经济(谷子经济);长三角一体化;互联网金融;绿色电力;人民币贬值受益;光伏概念;石墨烯
300916,33,300916.SZ,18,充电桩;机器人概念;新能源汽车;比亚迪概念;储能;汽车电子;家用电器;新型烟草(电子烟);消费电子概念;物联网;粤港澳大湾区;智能家居;医疗器械概念;无线耳机;露营经济;净水概念;深股通;融资融券
301602,33,301602.SZ,11,医疗器械概念;智能医疗;宠物经济;人工智能;水利;人民币贬值受益;专精特新;机器人概念;核电;深股通;融资融券
301065,33,301065.SZ,3,共同富裕示范区;丙烯酸;融资融券
605258,17,605258.SH,4,汽车电子;PCB概念;5G;毫米波雷达
002849,33,002849.SZ,8,专精特新;物联网;星闪概念;智慧城市;DeepSeek概念;锂电池概念;动力电池回收;天然气
301297,33,301297.SZ,9,中芯国际概念;光刻机;OLED;芯片概念;富士康概念;2025年报预增;股权转让(并购重组);深股通;融资融券
603168,17,603168.SH,7,民营医院;眼科医疗;流感;医药电商;仿制药一致性评价;三胎概念;养老概念
002388,33,002388.SZ,14,钠离子电池;有机硅概念;固态电池;锂电池概念;氟化工概念;无人机;华为概念;比亚迪概念;富士康概念;粤港澳大湾区;充电桩;新能源汽车;消费电子概念;摘帽
002562,33,002562.SZ,13,PEEK材料;丙烯酸;2025年报预增;长三角一体化;2025三季报预增;中俄贸易概念;人民币贬值受益;NMN概念;合成生物;维生素;仿制药一致性评价;小金属概念;深股通
600966,17,600966.SH,2,沪股通;融资融券
301060,33,301060.SZ,11,CRO概念;辅助生殖;猴痘概念;幽门螺杆菌概念;肝炎概念;基因测序;智能医疗;AI智能体;人工智能;专精特新;融资融券
000889,33,000889.SZ,9,互联网金融;区块链;腾讯概念;百度概念;阿里巴巴概念;抖音概念(字节概念);华为概念;5G;摘帽
600593,17,600593.SH,9,冰雪产业;旅游概念;露营经济;IP经济(谷子经济);体育产业;参股银行;元宇宙;国企改革;股权转让(并购重组)
301581,33,301581.SZ,6,供销社;专精特新;芯片概念;新能源汽车;光伏概念;融资融券
603915,17,603915.SH,10,减速器;人形机器人;高端装备;机器人概念;海工装备;水利;光伏建筑一体化;固废处理;融资融券;沪股通
002269,33,002269.SZ,6,三胎概念;参股银行;IP经济(谷子经济);上海自贸区;深股通;融资融券
002276,33,002276.SZ,26,柔性直流输电;充电桩;核电;高端装备;高压快充;风电;人形机器人;换电概念;新能源汽车;海工装备;储能;机器人概念;比亚迪概念;光伏概念;水利;工业互联网;军工;数据中心;光纤概念;绿色电力;5G;股权转让(并购重组);国企改革;数字经济;深股通;融资融券
002526,33,002526.SZ,14,智能物流;高端装备;煤炭概念;低空经济;机器人概念;新型工业化;无人机;人工智能;减速器;可降解塑料;网络游戏;手机游戏;深股通;融资融券
688570,17,688570.SH,16,机器人概念;新型工业化;传感器;华为概念;一带一路;高端装备;数据中心;人工智能;DeepSeek概念;国企改革;央企国企改革;鸿蒙概念;绿色电力;煤炭概念;沪股通;融资融券
600518,17,600518.SH,8,医药电商;维生素;民营医院;医疗器械概念;智能医疗;粤港澳大湾区;融资融券;沪股通
300648,33,300648.SZ,24,福建自贸区;海峡两岸;固态电池;宁德时代概念;华为概念;高压快充;消费电子概念;专精特新;锂电池概念;两轮车;人工智能;比亚迪概念;储能;燃料电池;鸿蒙概念;充电桩;虚拟电厂;小米汽车;新能源汽车;海工装备;华为汽车;人形机器人;深股通;融资融券
301536,33,301536.SZ,34,汽车芯片;AI眼镜;汽车电子;芯片概念;智能穿戴;消费电子概念;小米概念;传感器;毫米波雷达;机器视觉;星闪概念;无人驾驶;专精特新;机器人概念;新能源汽车;虚拟现实;安防;无人机;车联网(车路协同);智能家居;卫星导航;低空经济;东数西算(算力);人脸识别;移动支付;网络安全;人工智能;数据安全;海峡两岸;腾讯概念;多模态AI;福建自贸区;融资融券;深股通
601101,17,601101.SH,4,煤炭概念;国企改革;融资融券;沪股通
002671,33,002671.SZ,8,地下管网;超超临界发电;新型城镇化;PPP概念;水利;风电;核电;高端装备
600212,17,600212.SH,15,换电概念;储能;专精特新;充电桩;新能源汽车;高压快充;无人机;一带一路;机器人概念;宁德时代概念;回购增持再贷款概念;新疆振兴;人工智能;沪股通;融资融券
603088,17,603088.SH,19,液冷服务器;宁德时代概念;比亚迪概念;特斯拉概念;工业母机;汽车热管理;高端装备;新能源汽车;新型工业化;小米概念;芯片概念;专精特新;锂电池概念;空气能热泵;氢能源;动力电池回收;国企改革;沪股通;融资融券
002922,33,002922.SZ,14,高压快充;光伏概念;华为数字能源;储能;充电桩;数据中心;新能源汽车;5G;一带一路;华为概念;粤港澳大湾区;智能家居;深股通;融资融券
300668,33,300668.SZ,6,ERP概念;新型城镇化;数据确权;华为概念;AIGC概念;股权转让(并购重组)
601606,17,601606.SH,8,兵装重组概念;军民融合;军工;新能源汽车;央企国企改革;国企改革;沪股通;融资融券
688721,17,688721.SH,4,芯片概念;专精特新;沪股通;融资融券
920670,151,920670.BJ,11,AI应用;数字孪生;AIGC概念;融资融券;专精特新;人工智能;3D打印;智能医疗;虚拟现实;AI智能体;数字经济
002625,33,002625.SZ,21,商业航天;军民融合;军工;无人机;东数西算(算力);车联网(车路协同);低空经济;智能穿戴;华为概念;人工智能;无人驾驶;机器人概念;碳纤维;人形机器人;PEEK材料;粤港澳大湾区;雄安新区;深股通;AI应用;股权转让(并购重组);融资融券
688553,17,688553.SH,6,CRO概念;重组蛋白;创新药;仿制药一致性评价;西部大开发;融资融券
300107,33,300107.SZ,6,染料;京津冀一体化;雄安新区;低空经济;飞行汽车(eVTOL);深股通
603687,17,603687.SH,13,数字水印;工业互联网;数字孪生;烟草;共同富裕示范区;光伏概念;DeepSeek概念;物联网;人工智能;锂电池概念;钙钛矿电池;ChatGPT概念;AIGC概念
603129,17,603129.SH,9,同花顺出海50;两轮车;人民币贬值受益;共同富裕示范区;工业互联网;体育产业;车联网(车路协同);融资融券;沪股通
002875,33,002875.SZ,6,三胎概念;粤港澳大湾区;跨境电商;IP经济(谷子经济);广东自贸区;股权转让(并购重组)
301162,33,301162.SZ,11,智能电网;虚拟电厂;人工智能;专精特新;光伏概念;风电;储能;碳交易;绿色电力;深股通;融资融券
002494,33,002494.SZ,7,物业管理;特色小镇;雄安新区;中俄贸易概念;创投;网红经济;抖音概念(字节概念)
300549,33,300549.SZ,9,减速器;长安汽车概念;家用电器;海峡两岸;机器人概念;新能源汽车;比亚迪概念;特斯拉概念;医疗器械概念
300698,33,300698.SZ,24,网约车;车联网(车路协同);无人驾驶;卫星导航;数据要素;百度概念;华为昇腾;智能物流;人工智能;物联网;云计算;DeepSeek概念;算力租赁;阿里巴巴概念;东数西算(算力);5G;智能医疗;比亚迪概念;英伟达概念;数据中心;光纤概念;一带一路;液冷服务器;深股通
300725,33,300725.SZ,9,智能医疗;CRO概念;人工智能;AI应用;创新药;合成生物;人民币贬值受益;深股通;融资融券
000882,33,000882.SZ,5,物业管理;京津冀一体化;互联网金融;文化传媒概念;深股通
920527,151,920527.BJ,3,融资融券;专精特新;体育产业
688309,17,688309.SH,7,固废处理;人民币贬值受益;专精特新;2025年报预增;碳中和;高端装备;融资融券
300676,33,300676.SZ,18,智能医疗;数据要素;基因测序;阿尔茨海默概念;辅助生殖;区块链;猴痘概念;肝炎概念;医疗器械概念;流感;医药电商;三胎概念;合成生物;创投;粤港澳大湾区;一带一路;深股通;融资融券
601038,17,601038.SH,10,农机;央企国企改革;中俄贸易概念;国企改革;高端装备;乡村振兴;无人驾驶;工业互联网;沪股通;融资融券
920491,151,920491.BJ,18,液冷服务器;飞行汽车(eVTOL);消费电子概念;汽车电子;融资融券;物联网;芯片概念;无人驾驶;专精特新;新能源汽车;智能家居;无人机;机器人概念;低空经济;传感器;安防;人形机器人;医疗器械概念
603707,17,603707.SH,10,仿制药一致性评价;创新药;减肥药;重组蛋白;智能医疗;回购增持再贷款概念;人民币贬值受益;AI应用;沪股通;融资融券
300723,33,300723.SZ,16,重组蛋白;减肥药;创新药;生物疫苗;肝炎概念;猴痘概念;流感;仿制药一致性评价;医药电商;智能医疗;DeepSeek概念;三胎概念;粤港澳大湾区;英伟达概念;融资融券;深股通
002654,33,002654.SZ,33,存储芯片;芯片概念;AI手机;传感器;小米概念;汽车电子;智能穿戴;消费电子概念;MiniLED;比亚迪概念;安防;机器人概念;智能家居;ETC;新能源汽车;华为概念;智慧灯杆;军工;粤港澳大湾区;人工智能;智慧城市;独角兽概念;抖音概念(字节概念);阿里巴巴概念;国企改革;数字经济;一带一路;文化传媒概念;小红书概念;快手概念;风电;深股通;融资融券
002313,33,002313.SZ,28,智慧城市;车联网(车路协同);物联网;东数西算(算力);人工智能;智慧灯杆;华为概念;DeepSeek概念;阿里巴巴概念;5G;智能家居;卫星导航;无人驾驶;智能座舱;无人机;小米概念;粤港澳大湾区;汽车电子;数据中心;机器人概念;工业互联网;比亚迪概念;充电桩;液冷服务器;国企改革;储能;新疆振兴;股权转让(并购重组)
002191,33,002191.SZ,11,IP经济(谷子经济);烟草;区块链;蚂蚁集团概念;物联网;粤港澳大湾区;新型烟草(电子烟);PET铜箔;芯片概念;深股通;融资融券
600908,17,600908.SH,3,参股银行;沪股通;融资融券
300240,33,300240.SZ,15,网约车;统一大市场;冷链物流;航运概念;智能物流;中俄贸易概念;创投;一带一路;车联网(车路协同);无人驾驶;人工智能;新能源汽车;阿里巴巴概念;小米概念;特斯拉概念
603639,17,603639.SH,7,化肥;生态农业;一带一路;乡村振兴;DeepSeek概念;沪股通;融资融券
688528,17,688528.SH,10,智慧城市;物联网;低空经济;专精特新;传感器;长安汽车概念;西部大开发;汽车电子;股权转让(并购重组);融资融券
002676,33,002676.SZ,10,光伏概念;国企改革;工业互联网;新能源汽车;机器人概念;智能家居;比亚迪概念;汽车电子;金属回收;深股通
300793,33,300793.SZ,32,脑机接口;血氧仪;智能音箱;语音技术;星闪概念;智能穿戴;空间计算;无线耳机;虚拟现实;AI眼镜;鸿蒙概念;元宇宙;人工智能;阿里巴巴概念;华为概念;医疗器械概念;小米概念;车联网(车路协同);消费电子概念;机器视觉;智能家居;芯片概念;汽车电子;无人机;苹果概念;机器人概念;新型工业化;人民币贬值受益;换电概念;储能;一带一路;深股通
002863,33,002863.SZ,14,一体化压铸;华为汽车;中俄贸易概念;两轮车;新能源汽车;机器人概念;长安汽车概念;长三角一体化;比亚迪概念;光伏概念;一带一路;回购增持再贷款概念;数字经济;融资融券
002376,33,002376.SZ,19,智能物流;无人零售;物联网;机器人概念;换电概念;机器视觉;新型工业化;传感器;人工智能;数字货币;冷链物流;信创;智慧政务;芯片概念;锂电池概念;PCB概念;虚拟数字人;深股通;融资融券
002880,33,002880.SZ,5,生物疫苗;肝炎概念;国企改革;合成生物;深股通
002850,33,002850.SZ,13,减速器;PEEK材料;人形机器人;特斯拉概念;比亚迪概念;新能源汽车;机器人概念;宁德时代概念;固态电池;储能;锂电池概念;深股通;融资融券
601198,17,601198.SH,7,期货概念;国企改革;互联网金融;央企国企改革;化债概念(AMC概念);沪股通;融资融券
000863,33,000863.SZ,17,租售同权;物业管理;旅游概念;光伏建筑一体化;IP经济(谷子经济);长三角一体化;一带一路;创投;文化传媒概念;Web3.0;智能家居;数字经济;元宇宙;人工智能;虚拟现实;深股通;融资融券
920171,151,920171.BJ,19,雄安新区;百度概念;光纤概念;信创;互联网保险;华为概念;数字乡村;DeepSeek概念;京津冀一体化;融资融券;智慧政务;乡村振兴;互联网金融;数据要素;移动支付;养老概念;数据中心;智慧城市;网络安全
300532,33,300532.SZ,18,工业互联网;数字孪生;智能物流;华为概念;机器视觉;机器人概念;新型工业化;区块链;一带一路;5G;华为鲲鹏;储能;比亚迪概念;特斯拉概念;统一大市场;宁德时代概念;股权转让(并购重组);深股通
301269,33,301269.SZ,12,国家大基金持股;先进封装;存储芯片;小米概念;芯片概念;华为概念;专精特新;信创;京津冀一体化;国企改革;深股通;融资融券
300596,33,300596.SZ,14,OLED;光伏概念;合成生物;先进封装;新能源汽车;柔性屏(折叠屏);消费电子概念;基因测序;乡村振兴;AI眼镜;智能穿戴;京津冀一体化;融资融券;深股通
300929,33,300929.SZ,12,污水处理;雄安新区;医疗废物处理;净水概念;PPP概念;乡村振兴;水利;氢能源;储能;专精特新;人工智能;融资融券
300098,33,300098.SZ,30,卫星导航;车联网(车路协同);商业航天;人脸识别;数据安全;安防;鸿蒙概念;无人驾驶;智慧灯杆;智慧城市;东数西算(算力);物联网;百度概念;5G;虚拟现实;华为概念;人工智能;腾讯概念;数据中心;机器人概念;汽车电子;高铁;长安汽车概念;比亚迪概念;汽车芯片;智能电网;PPP概念;AI应用;深股通;融资融券
300199,33,300199.SZ,23,CRO概念;细胞免疫治疗;减肥药;猴痘概念;辅助生殖;创新药;肝炎概念;智能医疗;幽门螺杆菌概念;流感;医疗器械概念;仿制药一致性评价;合成生物;工业大麻;人工智能;区块链;华为概念;三胎概念;粤港澳大湾区;人民币贬值受益;创投;深股通;融资融券
002951,33,002951.SZ,8,超级电容;数字经济;储能;风电;蚂蚁集团概念;西部大开发;深股通;摘帽
688026,17,688026.SH,4,医疗器械概念;人民币贬值受益;专精特新;融资融券
600143,17,600143.SH,26,PEEK材料;人形机器人;特斯拉概念;碳纤维;无人机;新能源汽车;机器人概念;低空经济;商业航天;5G;数据中心;氢能源;储能;充电桩;可降解塑料;粤港澳大湾区;锂电池概念;光伏概念;创投;固态电池;数字经济;碳中和;医疗器械概念;合成生物;沪股通;融资融券
688695,17,688695.SH,18,网络安全;人工智能;数据要素;DeepSeek概念;信创;华为鲲鹏;智慧政务;云计算;物联网;财税数字化;华为概念;跨境支付(CIPS);车联网(车路协同);量子科技;军工;军工信息化;机器人概念;融资融券
600919,17,600919.SH,3,高股息精选;沪股通;融资融券
002303,33,002303.SZ,10,人造肉;绿色电力;工业大麻;预制菜;一带一路;海峡两岸;军民融合;区块链;深股通;融资融券
