股票代码,所属概念数量,code,market_code,所属概念
002276.SZ,25,002276,33,工业互联网;数字经济;机器人概念;人形机器人;水利;海工装备;高端装备;军工;换电概念;核电;充电桩;新能源汽车;风电;比亚迪概念;储能;柔性直流输电;国企改革;数据中心(AIDC);高压快充;光伏概念;绿色电力;5G;股权转让(并购重组);深股通;融资融券
002601.SZ,14,002601,33,钛白粉概念;金属钴;石墨电极;养老概念;小金属概念;钒电池;锂电池概念;固态电池;氢能源;宁德时代概念;高股息精选;天然气;深股通;融资融券
301357.SZ,11,301357,33,军民融合;军工信息化;西部大开发;军工;专精特新;低空经济;无人机;飞行汽车(eVTOL);卫星导航;深股通;融资融券
600706.SH,8,600706,17,旅游概念;体育产业;IP经济(谷子经济);露营经济;职业教育;国企改革;西部大开发;数字经济
920091.BJ,8,920091,151,新能源汽车;机器人概念;长安汽车概念;专精特新;比亚迪概念;机器视觉;新股与次新股;融资融券
600011.SH,11,600011,17,超超临界发电;绿色电力;证金持股;雄安新区;国企改革;碳中和;风电;央企国企改革;核电;沪股通;融资融券
603127.SH,10,603127,17,CRO概念;细胞免疫治疗;创新药;生物疫苗;基因测序;智能医疗;专精特新;2026中报预增;融资融券;沪股通
688157.SH,27,688157,17,小米汽车;飞行汽车(eVTOL);低空经济;专精特新;比亚迪概念;机器人概念;特斯拉概念;新能源汽车;华为汽车;MR(混合现实);小米概念;华为概念;无人驾驶;固态电池;储能;智能穿戴;柔性屏(折叠屏);消费电子概念;苹果概念;AI眼镜;AI手机;华为手机;光刻胶;PCB概念;锂电池概念;沪股通;融资融券
002801.SZ,13,002801,33,人形机器人;机器人概念;低空经济;无人机;新能源汽车;军工;人民币贬值受益;无线充电;数据中心(AIDC);储能;锂电池概念;冷链物流;深股通
301633.SZ,7,301633,33,新型工业化;高端装备;机器人概念;信创;专精特新;数据中心(AIDC);融资融券
300833.SZ,6,300833,33,人民币贬值受益;专精特新;粤港澳大湾区;机器视觉;文化传媒概念;深股通
300773.SZ,25,300773,33,数字货币;移动支付;蚂蚁集团概念;跨境支付(CIPS);互联网金融;区块链;数据确权;云计算;鸿蒙概念;腾讯概念;数据要素;AI应用;AI智能体;数字经济;DeepSeek概念;人工智能;华为概念;小米概念;跨境电商;智能穿戴;智能物流;参股保险;2026中报预增;深股通;融资融券
600657.SH,9,600657,17,物业管理;化债概念(AMC概念);参股保险;证金持股;国企改革;央企国企改革;沪股通;股权转让(并购重组);融资融券
000626.SZ,7,000626,33,粮食概念;生态农业;统一大市场;乡村振兴;跨境电商;2026一季报预增;2026中报预增
000825.SZ,20,000825,33,特钢概念;央企国企改革;国企改革;一带一路;AI应用;核电;军工;氢能源;燃料电池;商业航天;可控核聚变;华为概念;比亚迪概念;超超临界发电;光伏概念;柔性屏(折叠屏);华为手机;芯片概念;深股通;融资融券
920396.BJ,4,920396,151,专精特新;融资融券;可控核聚变;核电
300966.SZ,3,300966,33,合成生物;辅助生殖;融资融券
920418.BJ,9,920418,151,商业航天;减速器;机器人概念;专精特新;新能源汽车;国企改革;融资融券;军民融合;军工
000997.SZ,34,000997,33,电子身份证;ETC;数字货币;蚂蚁集团概念;云计算;鸿蒙概念;移动支付;物联网;华为鲲鹏;安防;华为概念;阿里巴巴概念;AI智能体;多模态AI;区块链;智慧城市;数据要素;海峡两岸;AI应用;人工智能;人脸识别;DeepSeek概念;互联网金融;机器视觉;数字乡村;跨境支付(CIPS);福建自贸区;数字经济;食品安全;芯片概念;乡村振兴;证金持股;深股通;融资融券
301252.SZ,11,301252,33,液冷服务器;专精特新;数据中心(AIDC);空气能热泵;新能源汽车;汽车热管理;人形机器人;长安汽车概念;冷链物流;深股通;融资融券
002588.SZ,10,002588,33,化肥;磷化工;生态农业;玉米;农村电商;乡村振兴;锂电池概念;数字乡村;深股通;融资融券
600653.SH,6,600653,17,物业管理;国企改革;人工智能;绿色电力;新能源汽车;融资融券
605266.SH,4,605266,17,医药电商;家庭医生;西部大开发;职业教育
603488.SH,3,603488,17,军工;军工信息化;虚拟现实
001369.SZ,9,001369,33,注册制次新股;锂电池概念;碳中和;光伏概念;西部大开发;专精特新;深股通;新股与次新股;融资融券
688226.SH,14,688226,17,共封装光学(CPO);数据中心(AIDC);东数西算(算力);HJT电池;专精特新;华为概念;特斯拉概念;光伏概念;智能电网;储能;钠离子电池;风电;沪股通;融资融券
002649.SZ,38,002649,33,华为盘古;华为鲲鹏;信创;AI语料;ChatGPT概念;数据安全;华为昇腾;语音技术;数据要素;数字货币;AI应用;鸿蒙概念;智谱AI;AIGC概念;网络安全;区块链;百度概念;数字乡村;跨境支付(CIPS);阿里巴巴概念;抖音概念(字节概念);腾讯概念;虚拟数字人;互联网金融;智慧城市;DeepSeek概念;数字经济;人工智能;小红书概念;物联网;工业互联网;虚拟现实;华为概念;跨境电商;无人驾驶;虚拟电厂;深股通;融资融券
301109.SZ,12,301109,33,生物质能发电;绿色电力;新型城镇化;污水处理;固废处理;垃圾分类;碳中和;一带一路;高股息精选;股权转让(并购重组);深股通;融资融券
301024.SZ,13,301024,33,建筑节能;光伏概念;装配式建筑;新型城镇化;储能;风电;数据中心(AIDC);光伏建筑一体化;职业教育;上海自贸区;蚂蚁集团概念;区块链;融资融券
301221.SZ,26,301221,33,鸿蒙概念;车联网(车路协同);财税数字化;AI智能体;AI应用;智慧政务;华为汽车;长安汽车概念;数据安全;国产操作系统;智慧城市;机器人概念;百度概念;人工智能;机器视觉;小米汽车;DeepSeek概念;无人驾驶;时空大数据;智能座舱;华为概念;小米概念;新能源汽车;卫星导航;汽车电子;融资融券
002630.SZ,13,002630,33,核电;储能;光热发电;一带一路;ST板块;碳中和;西部大开发;超超临界发电;新型城镇化;生物质能发电;绿色电力;固废处理;PPP概念
600488.SH,6,600488,17,仿制药一致性评价;创新药;辅助生殖;京津冀一体化;数字经济;沪股通
600155.SH,12,600155,17,期货概念;白酒概念;参股券商;京津冀一体化;雄安新区;数字经济;DeepSeek概念;AI智能体;云计算;沪股通;融资融券;2026中报预增
601988.SH,6,601988,17,高股息精选;同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券
300315.SZ,14,300315,33,手机游戏;网络游戏;文化传媒概念;IP经济(谷子经济);AIGC概念;AI应用;职业教育;百度概念;抖音概念(字节概念);人工智能;虚拟现实;英伟达概念;深股通;融资融券
300436.SZ,10,300436,33,创新药;仿制药一致性评价;肝炎概念;辅助生殖;医药电商;基因测序;福建自贸区;海峡两岸;融资融券;深股通
600231.SH,6,600231,17,特钢概念;国企改革;央企国企改革;天然气;沪股通;融资融券
002069.SZ,6,002069,33,预制菜;乡村振兴;冷链物流;国企改革;碳中和;人民币贬值受益
000688.SZ,11,000688,33,金属铅;钛白粉概念;小金属概念;金属锌;金属铜;黄金概念;锂电池概念;西部大开发;深股通;股权转让(并购重组);融资融券
601990.SH,5,601990,17,期货概念;国企改革;创投;沪股通;融资融券
002203.SZ,15,002203,33,PET铜箔;小金属概念;金属镍;金属铜;PCB概念;固态电池;锂电池概念;液冷服务器;钒电池;特斯拉概念;华为概念;绿色电力;参股银行;深股通;融资融券
600845.SH,22,600845,17,算力租赁;云计算;东数西算(算力);AI智能体;AI应用;ERP概念;DeepSeek概念;车联网(车路协同);中国AI 50;数据中心(AIDC);华为概念;工业互联网;液冷服务器;机器人概念;新型工业化;上海自贸区;人形机器人;国企改革;央企国企改革;人工智能;融资融券;沪股通
300274.SZ,13,300274,33,宁德时代概念;虚拟电厂;储能;氢能源;充电桩;风电;光伏概念;同花顺漂亮100;新能源汽车;深股通;融资融券;数据中心(AIDC);数字经济
300673.SZ,2,300673,33,宠物经济;人民币贬值受益
000731.SZ,10,000731,33,化肥;天然气;磷化工;乡村振兴;民爆概念;国企改革;西部大开发;央企国企改革;AI智能体;融资融券
600638.SH,7,600638,17,物业管理;租售同权;互联网金融;信托概念;国企改革;期货概念;2026中报预增
002239.SZ,17,002239,33,国企改革;长安汽车概念;百度概念;小米汽车;华为汽车;汽车热管理;充电桩;储能;新能源汽车;无人驾驶;特斯拉概念;比亚迪概念;锂电池概念;宁德时代概念;深股通;股权转让(并购重组);融资融券
002252.SZ,5,002252,33,创新药;重组蛋白;合成生物;深股通;融资融券
600958.SH,4,600958,17,期货概念;互联网金融;沪股通;融资融券
000999.SZ,10,000999,33,医药电商;禽流感;创新药;流感;国企改革;央企国企改革;绿色电力;深股通;融资融券;股权转让(并购重组)
920978.BJ,12,920978,151,液冷服务器;汽车电子;融资融券;长安汽车概念;比亚迪概念;汽车热管理;传感器;机器人概念;专精特新;小米汽车;新能源汽车;储能
600906.SH,8,600906,17,期货概念;京津冀一体化;国企改革;雄安新区;百度概念;2026中报预增;融资融券;沪股通
920519.BJ,4,920519,151,军工;融资融券;西部大开发;专精特新
000783.SZ,4,000783,33,期货概念;深股通;融资融券;2026中报预增
301230.SZ,14,301230,33,CRO概念;创新药;智能医疗;流感;合成生物;医疗器械概念;ChatGPT概念;AI应用;多模态AI;人工智能;人民币贬值受益;减肥药;深股通;融资融券
688777.SH,33,688777,17,新型工业化;华为鲲鹏;人形机器人;数字孪生;信创;AIGC概念;AI智能体;大飞机;数据安全;AI应用;数据要素;网络安全;航空发动机;鸿蒙概念;传感器;机器人概念;国产操作系统;工业互联网;智慧城市;华为概念;人工智能;智能物流;DeepSeek概念;宁德时代概念;海工装备;创投;核电;共同富裕示范区;一带一路;碳中和;碳交易;沪股通;融资融券
000536.SZ,10,000536,33,新能源汽车;华为概念;海峡两岸;消费电子概念;华为手机;福建自贸区;OLED;国企改革;深股通;融资融券
001237.SZ,10,001237,33,注册制次新股;家用电器;跨境电商;人民币贬值受益;医疗器械概念;一带一路;高端装备;深股通;新股与次新股;融资融券
002984.SZ,11,002984,33,一带一路;飞行汽车(eVTOL);人民币贬值受益;工业互联网;低空经济;机器人概念;大飞机;无人机;新能源汽车;融资融券;深股通
002941.SZ,17,002941,33,PPP概念;新型城镇化;土地流转;水利;一带一路;新疆振兴;国企改革;西部大开发;AI智能体;人工智能;ETC;风电;智慧灯杆;商业航天;卫星导航;融资融券;深股通
300135.SZ,10,300135,33,俄乌冲突概念;新疆振兴;国企改革;中俄贸易概念;一带一路;高铁;雅下水电概念;低空经济;芯片概念;股权转让(并购重组)
920682.BJ,11,920682,151,光纤概念;海工装备;军工;金属铜;风电;融资融券;特高压;核电;光伏概念;充电桩;专精特新
920057.BJ,6,920057,151,中俄贸易概念;海峡两岸;专精特新;融资融券;光伏建筑一体化;装配式建筑
300122.SZ,13,300122,33,生物疫苗;猴痘概念;重组蛋白;肝炎概念;创新药;流感;合成生物;减肥药;同花顺漂亮100;西部大开发;创投;深股通;融资融券
002871.SZ,10,002871,33,液冷服务器;数据中心(AIDC);军工;人工智能;军民融合;水利;人民币贬值受益;地下管网;一带一路;俄乌冲突概念
600609.SH,8,600609,17,国企改革;智能物流;长安汽车概念;新能源汽车;无人驾驶;融资融券;宁德时代概念;沪股通
002265.SZ,18,002265,33,兵装重组概念;军民融合;西部大开发;长安汽车概念;军工信息化;国企改革;军工;专精特新;机器人概念;央企国企改革;无人机;新能源汽车;无人驾驶;比亚迪概念;汽车电子;融资融券;股权转让(并购重组);深股通
601336.SH,6,601336,17,证金持股;互联网保险;国企改革;蚂蚁集团概念;沪股通;融资融券
002611.SZ,26,002611,33,人形机器人;新型工业化;无人机;机器人概念;军工;3D打印;多模态AI;高端装备;工业互联网;智能物流;物联网;人工智能;数字经济;华为概念;水利;一带一路;毫米波雷达;核电;人民币贬值受益;粤港澳大湾区;可控核聚变;英伟达概念;牙科医疗;深股通;2026中报预增;融资融券
002405.SZ,41,002405,33,百度概念;国产操作系统;数据安全;区块链;鸿蒙概念;数据要素;时空大数据;阿里巴巴概念;抖音概念(字节概念);智慧城市;DeepSeek概念;车联网(车路协同);人工智能;星闪概念;京津冀一体化;华为概念;共享单车;低空经济;长安汽车概念;充电桩;智能座舱;无人驾驶;卫星导航;小米汽车;机器人概念;华为汽车;两轮车;无人机;人形机器人;小米概念;军工;智能穿戴;参股保险;商业航天;比亚迪概念;汽车电子;MCU芯片;汽车芯片;芯片概念;融资融券;深股通
601456.SH,5,601456,17,国企改革;互联网金融;股权转让(并购重组);融资融券;沪股通
600886.SH,8,600886,17,同花顺中特估100;证金持股;绿色电力;国企改革;央企国企改革;抽水蓄能;沪股通;融资融券
600165.SH,4,600165,22,合成生物;参股银行;ST板块;西部大开发
300618.SZ,9,300618,33,金属钴;金属镍;金属铜;小金属概念;动力电池回收;锂电池概念;人民币贬值受益;深股通;融资融券
688310.SH,4,688310,17,专精特新;医疗器械概念;高端装备;融资融券
002948.SZ,5,002948,33,高股息精选;跨境支付(CIPS);一带一路;融资融券;深股通
600746.SH,5,600746,17,煤化工概念;国企改革;固废处理;2026中报预增;沪股通
002060.SZ,18,002060,33,抽水蓄能;绿色电力;PPP概念;高股息精选;国企改革;风电;水利;新型城镇化;乡村振兴;污水处理;一带一路;氢能源;智慧城市;储能;粤港澳大湾区;燃料电池;深股通;融资融券
688280.SH,8,688280,17,两轮车;无人驾驶;减速器;专精特新;新能源汽车;比亚迪概念;汽车电子;融资融券
300270.SZ,23,300270,33,光纤概念;智慧灯杆;卫星导航;机器视觉;东数西算(算力);无人驾驶;车联网(车路协同);人脸识别;华为概念;物联网;华为昇腾;安防;机器人概念;智慧城市;华为鲲鹏;百度概念;人工智能;工业互联网;共同富裕示范区;储能;冷链物流;多模态AI;股权转让(并购重组)
920208.BJ,16,920208,151,抽水蓄能;高股息精选;AI应用;小米概念;雅下水电概念;乡村振兴;水利;一带一路;人工智能;军工;化债概念(AMC概念);融资融券;DeepSeek概念;新型城镇化;雄安新区;AI智能体
688687.SH,5,688687,17,重组蛋白;肝炎概念;创新药;仿制药一致性评价;融资融券
001228.SZ,9,001228,33,跨境电商;统一大市场;共同富裕示范区;智能物流;航运概念;一带一路;工业互联网;换电概念;新能源汽车
002194.SZ,14,002194,33,6G概念;职业教育;毫米波雷达;卫星导航;军工;华为概念;商业航天;5G;汽车电子;创投;芯片概念;共封装光学(CPO);融资融券;深股通
002311.SZ,6,002311,33,猪肉;生态农业;宠物经济;同花顺漂亮100;深股通;融资融券
920608.BJ,4,920608,151,乡村振兴;融资融券;专精特新;农机
300149.SZ,11,300149,33,细胞免疫治疗;重组蛋白;创新药;CRO概念;智能医疗;AI应用;DeepSeek概念;人民币贬值受益;深股通;股权转让(并购重组);融资融券
000927.SZ,16,000927,33,统一大市场;水泥概念;冷链物流;中俄贸易概念;国企改革;高铁;央企国企改革;智能物流;一带一路;人工智能;充电桩;AI应用;机器人概念;中字头股票;融资融券;深股通
688314.SH,8,688314,17,牙科医疗;医美概念;医疗器械概念;西部大开发;PEEK材料;3D打印;专精特新;融资融券
300765.SZ,7,300765,33,减肥药;创新药;生物疫苗;维生素;猴痘概念;融资融券;深股通
600300.SH,12,600300,17,乳业;粮食概念;农业种植;大豆;生态农业;白酒概念;乡村振兴;参股银行;国企改革;创投;数字经济;沪股通
600009.SH,9,600009,17,证金持股;免税店;同花顺中特估100;上海国企改革;同花顺漂亮100;上海自贸区;国企改革;沪股通;融资融券
000008.SZ,14,000008,33,职业教育;高铁;PPP概念;国企改革;一带一路;智能物流;智慧城市;央企国企改革;腾讯概念;机器人概念;华为概念;锂电池概念;深股通;融资融券
300425.SZ,13,300425,33,净水概念;污水处理;新型城镇化;PPP概念;土壤修复;固废处理;国企改革;西部大开发;央企国企改革;智慧城市;高端装备;专精特新;中字头股票
600880.SH,36,600880,17,NFT概念;手机游戏;文化传媒概念;网络游戏;小红书概念;知识产权保护;AI视频;短剧游戏;虚拟数字人;AIGC概念;AI应用;数据确权;跨境电商;数据要素;区块链;蚂蚁集团概念;旅游概念;AI智能体;数字经济;鸿蒙概念;人工智能;百度概念;抖音概念(字节概念);互联网金融;DeepSeek概念;腾讯概念;阿里巴巴概念;智慧城市;乡村振兴;西部大开发;国企改革;虚拟现实;华为概念;融资融券;股权转让(并购重组);沪股通
300482.SZ,22,300482,33,芬太尼;基因测序;猴痘概念;流感;宠物经济;辅助生殖;肝炎概念;智能医疗;工业大麻;幽门螺杆菌概念;AI应用;医药电商;三胎概念;DeepSeek概念;医疗器械概念;食品安全;腾讯概念;人工智能;粤港澳大湾区;芯片概念;深股通;融资融券
002064.SZ,5,002064,33,可降解塑料;深股通;融资融券;参股银行;2026中报预增
300365.SZ,42,300365,33,电力物联网;虚拟电厂;智慧政务;信创;智能电网;数据要素;鸿蒙概念;智慧城市;时空大数据;MLOps概念;AI智能体;换电概念;华为数字能源;物联网;AIGC概念;在线教育;光伏建筑一体化;AI应用;数字经济;空间计算;人工智能;DeepSeek概念;东数西算(算力);职业教育;碳中和;水利;工业互联网;京津冀一体化;储能;数据中心(AIDC);风电;华为概念;碳交易;低空经济;柔性直流输电;无人机;特高压;养老概念;机器视觉;一带一路;氢能源;燃料电池
920748.BJ,13,920748,151,股权转让(并购重组);车联网(车路协同);福建自贸区;移动支付;融资融券;充电桩;乡村振兴;低空经济;海峡两岸;国企改革;人工智能;机器人概念;智慧城市
000514.SZ,3,000514,33,物业管理;国企改革;西部大开发
000001.SZ,5,000001,33,高股息精选;证金持股;跨境支付(CIPS);深股通;融资融券
000797.SZ,10,000797,33,物业管理;土地流转;装配式建筑;国企改革;跨境电商;京津冀一体化;一带一路;福建自贸区;海峡两岸;深股通
605555.SH,8,605555,17,人形机器人;无人驾驶;机器人概念;家用电器;新能源汽车;共同富裕示范区;人民币贬值受益;沪股通
920237.BJ,8,920237,151,安防;人民币贬值受益;固态电池;融资融券;智能穿戴;专精特新;锂电池概念;AI PC
601059.SH,6,601059,17,期货概念;国企改革;京津冀一体化;央企国企改革;沪股通;融资融券
603172.SH,2,603172,17,染料;融资融券
601136.SH,5,601136,17,期货概念;国企改革;京津冀一体化;沪股通;融资融券
300710.SZ,14,300710,33,光纤概念;芯片概念;WiFi 6;5G;毫米波雷达;无人驾驶;物联网;拼多多概念;阿里巴巴概念;水利;创投;手机游戏;电子竞技;股权转让(并购重组)
000501.SZ,21,000501,33,免税店;预制菜;白酒概念;冰雪产业;网红经济;IP经济(谷子经济);物业管理;参股银行;露营经济;跨境电商;文化传媒概念;国企改革;电子竞技;创投;一带一路;数字经济;人工智能;黄金概念;低空经济;深股通;融资融券
300703.SZ,16,300703,33,托育服务;体育产业;IP经济(谷子经济);文化传媒概念;跨境电商;宠物经济;三胎概念;共同富裕示范区;一带一路;国企改革;人工智能;人民币贬值受益;绿色电力;智能物流;AIGC概念;深股通
688277.SH,6,688277,17,智能医疗;机器人概念;专精特新;医疗器械概念;沪股通;融资融券
600158.SH,16,600158,17,赛马概念;足球概念;冰雪产业;体育产业;NFT概念;文化传媒概念;职业教育;旅游概念;在线教育;京津冀一体化;数字经济;国企改革;数据中心(AIDC);沪股通;融资融券;中字头股票
688795.SH,7,688795,17,科创次新股;芯片概念;注册制次新股;人工智能;人形机器人;新股与次新股;融资融券
688608.SH,16,688608,17,智能音箱;星闪概念;智能穿戴;AI眼镜;无线耳机;小米概念;语音技术;消费电子概念;芯片概念;华为概念;中国AI 50;阿里巴巴概念;人工智能;人民币贬值受益;融资融券;沪股通
301658.SZ,8,301658,33,储能;充电桩;光伏概念;一带一路;粤港澳大湾区;人民币贬值受益;深股通;融资融券
603809.SH,22,603809,17,减速器;华为汽车;长安汽车概念;人形机器人;高铁;机器人概念;小米汽车;航空发动机;军民融合;大飞机;特斯拉概念;成飞概念;新能源汽车;水利;军工;无人机;比亚迪概念;专精特新;商业航天;西部大开发;融资融券;沪股通
002259.SZ,2,002259,33,天然气;西部大开发
002010.SZ,18,002010,33,统一大市场;一带一路;共同富裕示范区;智能物流;蚂蚁集团概念;DeepSeek概念;区块链;工业互联网;车联网(车路协同);军工;华为概念;充电桩;新能源汽车;无人驾驶;宁德时代概念;人形机器人;深股通;融资融券
920454.BJ,4,920454,151,专精特新;融资融券;机器人概念;中俄贸易概念
920834.BJ,2,920834,151,可降解塑料;融资融券
600108.SH,15,600108,17,代糖概念;粮食概念;玉米;土地流转;生态农业;农业种植;乡村振兴;西部大开发;国企改革;水利;啤酒概念;参股券商;跨境电商;融资融券;沪股通
300078.SZ,19,300078,33,无人零售;数据要素;区块链;智慧城市;人工智能;百度概念;阿里巴巴概念;养老概念;安防;食品安全;物联网;共同富裕示范区;机器人概念;人民币贬值受益;辅助生殖;电子纸;芯片概念;股权转让(并购重组);融资融券
603011.SH,28,603011,17,可控核聚变;食品安全;核电;煤炭概念;新型烟草(电子烟);共封装光学(CPO);PCB概念;商业航天;海工装备;固废处理;军工;航空发动机;东数西算(算力);家用电器;氢能源;农机;高端装备;人工智能;新能源汽车;比亚迪概念;工业互联网;机器视觉;工业母机;新型工业化;特斯拉概念;消费电子概念;沪股通;融资融券
920223.BJ,14,920223,151,汽车电子;汽车热管理;一带一路;PCB概念;海峡两岸;新能源汽车;融资融券;航空发动机;比亚迪概念;液冷服务器;消费电子概念;储能;富士康概念;专精特新
688390.SH,7,688390,17,虚拟电厂;智能电网;储能;光伏概念;光伏建筑一体化;沪股通;融资融券
002094.SZ,11,002094,33,化债概念(AMC概念);跨境电商;网红经济;参股银行;中韩自贸区;一带一路;C2M概念;人民币贬值受益;腾讯概念;深股通;融资融券
300770.SZ,23,300770,33,IP经济(谷子经济);电子竞技;NFT概念;文化传媒概念;虚拟数字人;高股息精选;短剧游戏;知识产权保护;在线教育;国企改革;云游戏;元宇宙;快手概念;人工智能;腾讯概念;抖音概念(字节概念);网络安全;虚拟现实;华为概念;小米概念;华为海思概念股;深股通;融资融券
000623.SZ,16,000623,33,参股券商;医药电商;创新药;维生素;肝炎概念;流感;三胎概念;农业种植;幽门螺杆菌概念;网红经济;乡村振兴;创投;工业互联网;深股通;融资融券;2026中报预增
920263.BJ,21,920263,151,金属回收;小金属概念;数字孪生;京津冀一体化;工业互联网;天然气;农业种植;稀土永磁;机器人概念;AIGC概念;人工智能;碳交易;融资融券;碳中和;水泥概念;专精特新;人形机器人;页岩气;污水处理;新疆振兴;土壤修复
600711.SH,17,600711,17,金属铅;金属锌;金属铜;黄金概念;金属钴;金属镍;小金属概念;2026一季报预增;福建自贸区;固废处理;锂电池概念;海峡两岸;人民币贬值受益;绿色电力;沪股通;融资融券;2026中报预增
603609.SH,6,603609,17,养鸡;猪肉;宠物经济;生态农业;沪股通;融资融券
603395.SH,7,603395,17,化肥;煤化工概念;国企改革;参股银行;央企国企改革;沪股通;融资融券
920579.BJ,27,920579,151,无人驾驶;比亚迪概念;高端装备;污水处理;芯片概念;机器人概念;物联网;新能源汽车;机器视觉;高铁;第三代半导体;智能物流;车联网(车路协同);智能医疗;烟草;融资融券;工业互联网;固废处理;专精特新;数字孪生;京津冀一体化;垃圾分类;国企改革;一体化压铸;新型工业化;央企国企改革;工业母机
920069.BJ,5,920069,151,减肥药;医疗器械概念;新股与次新股;融资融券;人民币贬值受益
688261.SH,17,688261,17,第三代半导体;芯片概念;5G;液冷服务器;高压快充;数据中心(AIDC);光伏概念;东数西算(算力);充电桩;比亚迪概念;专精特新;储能;新能源汽车;机器人概念;人形机器人;沪股通;融资融券
605336.SH,5,605336,22,智能家居;DeepSeek概念;家用电器;ST板块
688693.SH,9,688693,17,第三代半导体;汽车芯片;芯片概念;专精特新;无人机;新能源汽车;充电桩;智能电网;融资融券
002221.SZ,12,002221,33,俄乌冲突概念;页岩气;天然气;跨境电商;氢能源;碳纤维;石墨烯;燃料电池;核电;深股通;融资融券;2026中报预增
603331.SH,8,603331,17,人形机器人;共同富裕示范区;家用电器;机器人概念;新能源汽车;光伏概念;TOPCON电池;2026中报预增
920090.BJ,11,920090,151,AI智能体;数据中心(AIDC);ST板块;DeepSeek概念;元宇宙;虚拟现实;互联网金融;职业教育;MR(混合现实);数字经济;京津冀一体化
300899.SZ,5,300899,33,净水概念;污水处理;上海自贸区;融资融券;摘帽
601963.SH,5,601963,17,高股息精选;乡村振兴;西部大开发;融资融券;沪股通
002678.SZ,12,002678,33,特色小镇;职业教育;三胎概念;旅游概念;文化传媒概念;IP经济(谷子经济);在线教育;数字经济;人工智能;国企改革;粤港澳大湾区;深股通
300517.SZ,4,300517,33,装配式建筑;一带一路;5G;PPP概念
603183.SH,9,603183,17,装配式建筑;建筑节能;新型城镇化;房屋检测;职业教育;碳中和;智慧城市;机器人概念;数据中心(AIDC)
600467.SH,6,600467,17,预制菜;中韩自贸区;乡村振兴;流感;白酒概念;融资融券
600748.SH,8,600748,17,物业管理;土地流转;养老概念;上海国企改革;国企改革;长三角一体化;沪股通;融资融券
603722.SH,4,603722,17,丙烯酸;专精特新;人民币贬值受益;燃料电池
688348.SH,11,688348,17,储能;绿色电力;光伏概念;人工智能;一带一路;共同富裕示范区;专精特新;人民币贬值受益;芯片概念;沪股通;融资融券
300485.SZ,9,300485,33,流感;创新药;肝炎概念;重组蛋白;生物疫苗;辅助生殖;医疗器械概念;创投;深股通
000520.SZ,3,000520,33,统一大市场;航运概念;一带一路
002228.SZ,6,002228,33,福建自贸区;海峡两岸;数字水印;高股息精选;小米概念;深股通
300511.SZ,7,300511,33,人造肉;农业种植;乡村振兴;一带一路;NMN概念;细胞免疫治疗;股权转让(并购重组)
601901.SH,5,601901,17,期货概念;证金持股;互联网金融;沪股通;融资融券
301393.SZ,5,301393,33,CRO概念;减肥药;创新药;深股通;融资融券
000796.SZ,13,000796,33,旅游概念;免税店;冰雪产业;体育产业;养老概念;露营经济;海南自贸区;跨境支付(CIPS);互联网金融;乡村振兴;国企改革;海峡两岸;深股通
688327.SH,40,688327,17,华为欧拉;ChatGPT概念;多模态AI;虚拟数字人;云计算;华为昇腾;数据确权;智慧政务;AIGC概念;人脸识别;信创;AI应用;鸿蒙概念;AI智能体;算力租赁;元宇宙;网络安全;区块链;智慧城市;DeepSeek概念;跨境支付(CIPS);互联网金融;人工智能;无人零售;车联网(车路协同);东数西算(算力);机器视觉;智能医疗;华为概念;智能电网;机器人概念;人形机器人;AI PC;养老概念;无人驾驶;专精特新;无人机;芯片概念;沪股通;融资融券
002410.SZ,13,002410,33,AI应用;数据要素;AI智能体;多模态AI;京津冀一体化;人工智能;智慧城市;雄安新区;数字孪生;装配式建筑;物联网;深股通;融资融券
300883.SZ,3,300883,33,烟草;工业互联网;融资融券
002045.SZ,29,002045,33,NFT概念;元宇宙;智慧政务;家用电器;人工智能;创投;人民币贬值受益;百度概念;ChatGPT概念;智能家居;智能音箱;虚拟现实;粤港澳大湾区;新能源汽车;无人机;华为概念;储能;锂电池概念;新型烟草(电子烟);宁德时代概念;智能穿戴;固态电池;无线耳机;消费电子概念;AI眼镜;苹果概念;PCB概念;深股通;融资融券
600655.SH,17,600655,17,白酒概念;预制菜;旅游概念;冰雪产业;IP经济(谷子经济);宠物经济;跨境电商;体育产业;绿色电力;蚂蚁集团概念;黄金概念;小金属概念;沪股通;融资融券;2026一季报预增;培育钻石;2026中报预增
920957.BJ,4,920957,151,一带一路;粤港澳大湾区;专精特新;融资融券
002419.SZ,28,002419,33,预制菜;统一大市场;啤酒概念;农业种植;粮食概念;白酒概念;乡村振兴;跨境电商;新疆振兴;国企改革;无人零售;智能物流;央企国企改革;数字经济;光伏建筑一体化;人工智能;DeepSeek概念;AI应用;AIGC概念;绿色电力;鸿蒙概念;ChatGPT概念;粤港澳大湾区;低空经济;腾讯概念;储能;深股通;融资融券
002755.SZ,7,002755,33,创新药;仿制药一致性评价;幽门螺杆菌概念;流感;医药电商;融资融券;深股通
