code,market_code,所属概念,股票代码,所属概念数量
600576,17,旅游概念;冰雪产业;露营经济;网络游戏;IP经济(谷子经济);手机游戏;文化传媒概念;短剧游戏;元宇宙;飞行汽车(eVTOL);低空经济;沪股通,600576.SH,12
688233,17,存储芯片;第三代半导体;芯片概念;专精特新;2025年报预增;沪股通;融资融券,688233.SH,7
001212,33,有机硅概念;芯片概念;先进封装;粤港澳大湾区;装配式建筑;回购增持再贷款概念;深股通;股权转让(并购重组),001212.SZ,8
600509,17,第三代半导体;超超临界发电;AI眼镜;绿色电力;芯片概念;抽水蓄能;智能电网;新疆振兴;一带一路;西部大开发;国企改革;天然气;融资融券;沪股通,600509.SH,14
688621,17,CRO概念;细胞免疫治疗;创新药;减肥药;肝炎概念;仿制药一致性评价;宠物经济;智能医疗;人工智能;华为盘古;回购增持再贷款概念;专精特新;股权转让(并购重组);融资融券;沪股通,688621.SH,15
002766,33,智能座舱;无人驾驶;车联网(车路协同);数据要素;人工智能;人民币贬值受益;物联网;粤港澳大湾区;消费电子概念;5G;深股通,002766.SZ,11
603587,17,参股券商;IP经济(谷子经济);沪股通,603587.SH,3
300591,33,网红经济;跨境电商;人工智能;粤港澳大湾区;三胎概念;军民融合;露营经济;军工;腾讯概念,300591.SZ,9
603838,22,ST板块;小金属概念;人民币贬值受益;智能家居,603838.SH,4
688787,17,智谱AI;AI语料;数据安全;数字水印;抖音概念(字节概念);ChatGPT概念;腾讯概念;阿里巴巴概念;中国AI 50;百度概念;AI智能体;AIGC概念;数据要素;虚拟数字人;人脸识别;语音技术;华为概念;车联网(车路协同);DeepSeek概念;人工智能;小米概念;人形机器人;专精特新;无人驾驶;旅游概念;沪股通;融资融券,688787.SH,27
002527,33,减速器;人形机器人;长安汽车概念;新型工业化;工业母机;机器人概念;机器视觉;数字孪生;阿里巴巴概念;工业互联网;区块链;智能物流;比亚迪概念;新能源汽车;大飞机;空气能热泵;燃料电池;数据中心;海工装备;液冷服务器;芯片概念;深股通;股权转让(并购重组);融资融券,002527.SZ,24
688416,17,存储芯片;MCU芯片;芯片概念;中芯国际概念;消费电子概念;小米概念;语音技术;人工智能;回购增持再贷款概念;融资融券,688416.SH,10
002838,33,5G;华为概念;小米概念;比亚迪概念;新能源汽车;PEEK材料;专精特新;锂电池概念;特斯拉概念;机器人概念;军工;2026一季报预增;钛白粉概念;可降解塑料;预制菜;股权转让(并购重组);融资融券;深股通,002838.SZ,18
920807,151,一带一路;稀土永磁;乡村振兴;芯片概念;第三代半导体;粤港澳大湾区;融资融券,920807.BJ,7
600780,17,绿色电力;风电;国企改革;证金持股;沪股通;融资融券,600780.SH,6
603279,17,污水处理;高股息精选;融资融券;沪股通,603279.SH,4
300921,33,算力租赁;云计算;云办公;数据安全;智慧政务;东数西算(算力);腾讯概念;网络安全;抖音概念(字节概念);信创;阿里巴巴概念;百度概念;AI智能体;区块链;数据中心;智慧城市;DeepSeek概念;数字经济;互联网金融;华为概念;人工智能;工业互联网;智能医疗;5G;粤港澳大湾区;一带一路;融资融券,300921.SZ,27
688219,17,人形机器人;小米概念;比亚迪概念;专精特新;PEEK材料;华为汽车;机器人概念;汽车热管理;新能源汽车;飞行汽车(eVTOL);无人驾驶;碳纤维;家用电器;小米汽车;消费电子概念;华为概念;富士康概念;低空经济;军工;锂电池概念;5G;光伏概念;液冷服务器;DeepSeek概念;可降解塑料;碳中和;沪股通;融资融券,688219.SH,28
001311,33,一体化压铸;比亚迪概念;特斯拉概念;新能源汽车;机器人概念;减速器;深股通,001311.SZ,7
600116,17,绿色电力;虚拟电厂;国企改革;央企国企改革;充电桩;西部大开发;水利;储能;小金属概念;沪股通;融资融券,600116.SH,11
688320,17,人形机器人;工业母机;新型工业化;机器人概念;比亚迪概念;传感器;工业互联网;专精特新;人工智能;富士康概念;宁德时代概念;华为概念;芯片概念;锂电池概念;沪股通;融资融券,688320.SH,16
002446,33,卫星导航;军工信息化;太赫兹;6G概念;商业航天;5G;军工;毫米波雷达;军民融合;车联网(车路协同);华为概念;汽车电子;物联网;芯片概念;无人驾驶;智能电网;粤港澳大湾区;回购增持再贷款概念;深股通;融资融券,002446.SZ,20
688658,17,细胞免疫治疗;创新药;仿制药一致性评价;幽门螺杆菌概念;医药电商;生物疫苗;智能医疗;人工智能;华为概念;融资融券;沪股通,688658.SH,11
601168,17,金属锌;金属铅;金属铜;黄金概念;金属镍;小金属概念;金属回收;盐湖提锂;钒电池;锂电池概念;西部大开发;国企改革;沪股通;融资融券,601168.SH,14
688809,17,存储芯片;科创次新股;芯片概念;华为概念;注册制次新股;2025年报预增;2026一季报预增;长三角一体化;新股与次新股;融资融券,688809.SH,10
920808,151,碳中和;腾讯概念;东数西算(算力);液冷服务器;抖音概念(字节概念);数据中心;融资融券;专精特新;股权转让(并购重组),920808.BJ,9
600895,17,光刻机;芯片概念;上海自贸区;新能源汽车;创投;租售同权;新型城镇化;蚂蚁集团概念;数字乡村;物业管理;沪股通;融资融券;乡村振兴;参股券商;国企改革;证金持股,600895.SH,16
002584,33,消毒剂;光刻胶;氟化工概念;锂电池概念;磷化工;食品安全;创投;粤港澳大湾区;碳中和;专精特新;辅助生殖;光伏概念;核污染防治;煤化工概念;PCB概念;核电;重组蛋白;深股通,002584.SZ,18
000429,33,高股息精选;参股券商;国企改革;深股通;粤港澳大湾区;融资融券,000429.SZ,6
600098,17,超超临界发电;煤炭概念;天然气;可燃冰;绿色电力;抽水蓄能;风电;高股息精选;氢能源;国企改革;充电桩;储能;广东自贸区;回购增持再贷款概念;融资融券;粤港澳大湾区;沪股通,600098.SH,17
002664,33,人形机器人;华为汽车;特斯拉概念;机器人概念;比亚迪概念;新能源汽车;汽车电子;小米概念;低空经济;无人机;华为概念;2025年报预增;深股通;融资融券,002664.SZ,14
688550,17,光刻胶;OLED;钙钛矿电池;人民币贬值受益;减肥药;西部大开发;国企改革;乡村振兴;创新药;股权转让(并购重组);沪股通;融资融券,688550.SH,12
301387,33,MiniLED;共封装光学(CPO);苹果概念;消费电子概念;智能穿戴;机器人概念;碳纤维;粤港澳大湾区;数字经济;一带一路;可降解塑料;融资融券,301387.SZ,12
300855,33,航空发动机;特钢概念;专精特新;大飞机;军工;核电;军民融合;融资融券;深股通,300855.SZ,9
002540,33,大飞机;军工;汽车热管理;3D打印;新能源汽车;商业航天;比亚迪概念;深股通,002540.SZ,8
301053,33,新型工业化;一带一路;专精特新;融资融券,301053.SZ,4
300040,33,生物质能发电;抽水蓄能;绿色电力;虚拟电厂;光伏建筑一体化;风电;智能电网;碳中和;充电桩;储能;垃圾分类;黑龙江自贸区;光伏概念;高压快充;雄安新区;数据中心;东数西算(算力);高铁;华为概念,300040.SZ,19
600207,17,光热发电;建筑节能;天然气;医疗器械概念;国企改革;光伏概念;储能;富士康概念;芯片概念;沪股通;融资融券,600207.SH,11
600012,17,高股息精选;沪股通;融资融券;国企改革;PPP概念;DeepSeek概念,600012.SH,6
002678,33,特色小镇;三胎概念;在线教育;职业教育;人工智能;数字经济;粤港澳大湾区;旅游概念;IP经济(谷子经济);文化传媒概念;国企改革;深股通,002678.SZ,12
603997,17,特斯拉概念;新能源汽车;人民币贬值受益;沪股通;融资融券,603997.SH,5
300748,33,稀土永磁;比亚迪概念;2025年报预增;人形机器人;特斯拉概念;新能源汽车;机器人概念;低空经济;回购增持再贷款概念;风电;绿色电力;融资融券;深股通,300748.SZ,13
002847,33,融资融券;深股通,002847.SZ,2
688719,17,数据中心;可控核聚变;华为概念;比亚迪概念;智能电网;新能源汽车;储能;燃料电池;西部大开发;融资融券,688719.SH,10
002841,33,AI应用;星闪概念;AIGC概念;DeepSeek概念;在线教育;人工智能;家用电器;车联网(车路协同);智能家居;智慧政务;云办公;机器人概念;智能座舱;小米概念;AI眼镜;智能穿戴;汽车电子;物业管理;深股通;融资融券,002841.SZ,20
000826,33,土壤修复;医疗废物处理;垃圾分类;污水处理;新型城镇化;新能源汽车;固废处理;ST板块;PPP概念;锂电池概念;生物质能发电;雄安新区;碳中和;地下管网;无人驾驶;动力电池回收;乡村振兴;人工智能;数字经济;智慧城市;车联网(车路协同);绿色电力;新疆振兴;多模态AI,000826.SZ,24
002314,33,物业管理;跨境电商;国企改革;冷链物流;统一大市场;智能物流;粤港澳大湾区;一带一路;车联网(车路协同);绿色电力;专精特新;储能;海工装备;国产航母;天然气;深股通,002314.SZ,16
300789,33,智慧城市;职业教育;AI智能体;物联网;多模态AI;车联网(车路协同);人工智能;虚拟现实;DeepSeek概念;高铁;无人机;专精特新;机器视觉;新型工业化;机器人概念;高端装备;智能电网;一带一路;西部大开发;雅下水电概念;钒电池;小金属概念,300789.SZ,22
000063,33,AI手机;6G概念;5G;液冷服务器;消费电子概念;汽车电子;AI眼镜;智能穿戴;量子科技;芯片概念;太赫兹;光纤概念;汽车芯片;数据中心;中国AI 50;星闪概念;卫星导航;东数西算(算力);虚拟现实;商业航天;物联网;比亚迪概念;车联网(车路协同);海峡两岸;无人机;网络安全;抖音概念(字节概念);国产操作系统;新能源汽车;粤港澳大湾区;腾讯概念;低空经济;元宇宙;智慧城市;百度概念;储能;机器人概念;人工智能;ChatGPT概念;AI智能体;多模态AI;DeepSeek概念;区块链;数字经济;AI应用;人形机器人;水利;智能医疗;乡村振兴;深股通;融资融券;证金持股;同花顺漂亮100,000063.SZ,53
688152,17,华为欧拉;云办公;华为鲲鹏;信创;云计算;数据安全;网络安全;国产操作系统;DeepSeek概念;华为概念;智能电网;专精特新;机器人概念;商业航天;人形机器人;养老概念;融资融券,688152.SH,17
000755,33,绿色电力;国企改革;乡村振兴;一带一路;深股通;融资融券,000755.SZ,6
002439,33,华为昇腾;华为欧拉;数据安全;网络安全;多模态AI;华为鲲鹏;云计算;信创;电子身份证;智慧政务;东数西算(算力);量子科技;腾讯概念;鸿蒙概念;数据要素;AI智能体;智慧灯杆;车联网(车路协同);AI应用;智慧城市;物联网;数据中心;DeepSeek概念;军工信息化;数字经济;人工智能;数字货币;华为概念;6G概念;商业航天;低空经济;军民融合;工业互联网;跨境支付(CIPS);京津冀一体化;无人机;5G;小米概念;机器人概念;烟草;国企改革;2026一季报预增;融资融券;深股通,002439.SZ,44
603530,17,柔性直流输电;抽水蓄能;特高压;智能电网;核电;风电;绿色电力;沪股通;融资融券,603530.SH,9
300616,33,空间计算;AI智能体;MR(混合现实);AIGC概念;人工智能;智能家居;小红书概念;养老概念;虚拟现实;IP经济(谷子经济);机器人概念;智能物流;海峡两岸,300616.SZ,13
600340,22,ST板块;特色小镇;PPP概念;雄安新区;新型城镇化;京津冀一体化;智慧城市;DeepSeek概念;人工智能;低空经济;股权转让(并购重组),600340.SH,11
600653,17,物业管理;国企改革;人工智能;绿色电力;新能源汽车;融资融券,600653.SH,6
300301,33,ST板块;PPP概念;跨境电商;人民币贬值受益;储能,300301.SZ,5
300015,33,眼科医疗;民营医院;同花顺漂亮100;医美概念;养老概念;医疗器械概念;智能医疗;深股通;融资融券;虚拟数字人;创投;DeepSeek概念;AI智能体;人工智能;智能穿戴;AI眼镜,300015.SZ,16
603019,17,中国AI 50;东数西算(算力);国产操作系统;量子科技;数据中心;网络安全;液冷服务器;信创;算力租赁;芯片概念;数据安全;智谱AI;抖音概念(字节概念);云计算;腾讯概念;百度概念;智能电网;AI智能体;智慧城市;Web3.0;数字孪生;区块链;工业互联网;人工智能;DeepSeek概念;数字经济;新型工业化;智能医疗;创投;雄安新区;沪股通;同花顺中特估100;融资融券,603019.SH,33
603071,17,生物质能发电;煤炭概念;绿色电力;统一大市场;碳中和;国企改革;污水处理;高股息精选;中俄贸易概念;储能;充电桩;换电概念;智能电网;沪股通,603071.SH,14
000727,33,电子纸;MicroLED概念;MiniLED;虚拟现实;云游戏;智能穿戴;汽车电子;富士康概念;华为概念;消费电子概念;信创;小米概念;阿里巴巴概念;腾讯概念;数字孪生;AIGC概念;无线耳机;智慧城市;PCB概念;充电桩;云办公;海峡两岸;电子竞技;AI应用;智能家居;在线教育;数字经济;人民币贬值受益;家用电器;智能医疗;一带一路;中俄贸易概念;跨境电商;央企国企改革;国企改革;深股通,000727.SZ,36
301003,33,新能源汽车;融资融券,301003.SZ,2
301282,33,PCB概念;共封装光学(CPO);富士康概念;5G;汽车电子;消费电子概念;数据中心;卫星导航;东数西算(算力);智能座舱;商业航天;无人机;华为概念;无人驾驶;比亚迪概念;新能源汽车;军工;物联网;海峡两岸;车联网(车路协同);华为汽车;低空经济;机器人概念;高铁;宁德时代概念;充电桩;智能家居;储能;固态电池;创投;融资融券,301282.SZ,31
600807,17,物业管理;生态农业;医疗器械概念;基因测序;国企改革;猴痘概念,600807.SH,6
600601,17,PCB概念;共封装光学(CPO);5G;华为概念;东数西算(算力);2025年报预增;智慧城市;国企改革;网络游戏;融资融券;沪股通,600601.SH,11
000060,33,金属铅;金属锌;金属钴;金属镍;金属铜;小金属概念;黄金概念;金属回收;DeepSeek概念;国企改革;期货概念;深股通;融资融券,000060.SZ,13
603170,17,预制菜;沪股通,603170.SH,2
605098,17,高股息精选;在线教育;职业教育;DeepSeek概念;AI应用;沪股通,605098.SH,6
688517,17,特高压;柔性直流输电;智能电网;高压快充;储能;充电桩;新能源汽车;高端装备;回购增持再贷款概念;高股息精选;融资融券,688517.SH,11
300260,33,光刻机;中芯国际概念;OLED;芯片概念;液冷服务器;数据中心;海峡两岸;食品安全;融资融券;深股通,300260.SZ,10
688018,17,中国AI 50;MCU芯片;星闪概念;抖音概念(字节概念);WiFi 6;芯片概念;小米概念;语音技术;AI智能体;物联网;人工智能;机器人概念;数字经济;智能家居;上海自贸区;沪股通;融资融券,688018.SH,17
603089,17,人民币贬值受益;机器人概念;新能源汽车;专精特新;比亚迪概念,603089.SH,5
300648,33,人形机器人;华为汽车;小米汽车;比亚迪概念;新能源汽车;消费电子概念;专精特新;燃料电池;华为概念;人工智能;鸿蒙概念;宁德时代概念;高压快充;锂电池概念;海峡两岸;充电桩;储能;固态电池;福建自贸区;两轮车;虚拟电厂;海工装备;深股通;融资融券,300648.SZ,24
000785,33,免税店;预制菜;跨境电商;乡村振兴;京津冀一体化;智能物流;AI应用;DeepSeek概念;鸿蒙概念;数据要素;人工智能;空间计算;AI智能体;AI语料;回购增持再贷款概念;AIGC概念;智能家居;AI视频;阿里巴巴概念;抖音概念(字节概念);华为概念;苹果概念;融资融券;深股通,000785.SZ,24
002935,33,军工信息化;卫星导航;商业航天;军民融合;军工;量子科技;华为概念;芯片概念;智能穿戴;存储芯片;医疗器械概念;央企国企改革;西部大开发;国企改革;融资融券;深股通,002935.SZ,16
600505,17,绿色电力;风电;国企改革;央企国企改革;西部大开发;充电桩;光伏概念;沪股通;融资融券,600505.SH,9
300701,33,智能家居;机器视觉;安防;传感器;小米概念;物联网;股权转让(并购重组),300701.SZ,7
300803,33,互联网金融;AI应用;参股券商;融资融券;深股通,300803.SZ,5
600779,17,白酒概念;西部大开发;沪股通;融资融券,600779.SH,4
688568,17,卫星导航;商业航天;军工;无人机;时空大数据;海工装备;低空经济;多模态AI;云计算;水利;东数西算(算力);数字孪生;数据中心;数据要素;空间计算;同花顺新质50;AI智能体;AIGC概念;智慧城市;数字经济;AI应用;人工智能;DeepSeek概念;华为概念;国企改革;碳交易;碳中和;中字头股票;沪股通;融资融券,688568.SH,30
920478,151,创新药;融资融券;CRO概念,920478.BJ,3
600482,17,中船系;国产航母;数据中心;风电;核电;储能;海工装备;燃料电池;军民融合;军工;石墨烯;氢能源;雄安新区;核污染防治;新能源汽车;DeepSeek概念;央企国企改革;京津冀一体化;长安汽车概念;锂电池概念;固态电池;国企改革;钠离子电池;沪股通;融资融券;中字头股票,600482.SH,26
600405,17,雄安新区;充电桩;腾讯概念;换电概念;百度概念;阿里巴巴概念;京津冀一体化;储能;东数西算(算力);高压快充;数据中心;华为概念;中俄贸易概念;光伏概念;氢能源;燃料电池;5G;新能源汽车;融资融券,600405.SH,19
920171,151,AI应用;雄安新区;百度概念;光纤概念;信创;互联网保险;华为概念;数字乡村;DeepSeek概念;京津冀一体化;融资融券;智慧政务;乡村振兴;互联网金融;数据要素;移动支付;养老概念;数据中心;智慧城市;网络安全,920171.BJ,20
002010,33,共同富裕示范区;智能物流;一带一路;统一大市场;工业互联网;蚂蚁集团概念;DeepSeek概念;区块链;2025年报预增;新能源汽车;车联网(车路协同);无人驾驶;人形机器人;华为概念;宁德时代概念;军工;充电桩;深股通;融资融券,002010.SZ,19
688498,17,共封装光学(CPO);光纤概念;汽车芯片;芯片概念;5G;数据中心;西部大开发;沪股通;融资融券,688498.SH,9
600406,17,柔性直流输电;抽水蓄能;虚拟电厂;电力物联网;智能电网;特高压;核电;充电桩;央企国企改革;雅下水电概念;数据中心;换电概念;量子科技;储能;光伏概念;水利;氢能源;车联网(车路协同);PPP概念;国企改革;一带一路;芯片概念;沪股通;融资融券;同花顺漂亮100;证金持股,600406.SH,26
300747,33,光纤概念;PCB概念;5G;先进封装;商业航天;OLED;芯片概念;工业母机;航空发动机;3D打印;无人机;低空经济;光伏概念;数字水印;新能源汽车;高端装备;风电;BC电池;TOPCON电池;央企国企改革;国企改革;融资融券;深股通,300747.SZ,23
300274,33,宁德时代概念;同花顺漂亮100;氢能源;储能;虚拟电厂;深股通;融资融券;风电;充电桩;新能源汽车;光伏概念;回购增持再贷款概念;数字经济;数据中心,300274.SZ,14
600101,17,绿色电力;钒电池;智能电网;充电桩;央企国企改革;国企改革;储能;西部大开发;数据中心;小金属概念;沪股通;融资融券,600101.SH,12
002212,33,数据安全;数据确权;云办公;网络安全;财税数字化;华为鲲鹏;华为昇腾;智慧政务;电子身份证;数字水印;ChatGPT概念;云计算;阿里巴巴概念;信创;区块链;AI智能体;鸿蒙概念;多模态AI;AI应用;数字货币;腾讯概念;EDR概念;智慧城市;车联网(车路协同);DeepSeek概念;东数西算(算力);物联网;数字经济;跨境支付(CIPS);人工智能;华为概念;量子科技;互联网金融;智慧灯杆;数据中心;工业互联网;低空经济;5G;新型工业化;机器人概念;水利;智能电网;无人机;卫星导航;储能;雄安新区;商业航天;芯片概念;一带一路;深股通;融资融券,002212.SZ,51
300019,33,有机硅概念;硅能源;锂电池概念;长安汽车概念;装配式建筑;新能源汽车;MicroLED概念;固态电池;比亚迪概念;光伏概念;西部大开发;雄安新区;高铁;水利;宁德时代概念;小米概念;军工;无人机;核电;5G;可控核聚变;芯片概念;商业航天;特高压;深股通;融资融券,300019.SZ,26
601163,17,人民币贬值受益;新能源汽车;大飞机;军工;沪股通;融资融券,601163.SH,6
600320,17,海工装备;央企国企改革;核电;自由贸易港;一带一路;国企改革;风电;高端装备;海峡两岸;机器人概念;融资融券;沪股通,600320.SH,12
300889,33,智慧灯杆;智慧城市;充电桩;传感器;储能;液冷服务器;露营经济;机器人概念;新能源汽车;比亚迪概念;跨境电商;锂电池概念;股权转让(并购重组);融资融券,300889.SZ,14
002546,33,电力物联网;虚拟电厂;智能电网;充电桩;数据要素;物联网;2025年报预增;深股通,002546.SZ,8
603097,17,特高压;智能电网;数据中心;充电桩;军工;风电;储能;光伏概念;雄安新区;机器人概念,603097.SH,10
002876,33,柔性屏(折叠屏);虚拟现实;消费电子概念;智能穿戴;小米概念;OLED;专精特新;融资融券;深股通,002876.SZ,9
600167,17,生物质能发电;绿色电力;参股保险;氢能源;文化传媒概念;创投;人工智能;AI智能体;沪股通;华为概念;融资融券,600167.SH,11
688097,17,共封装光学(CPO);苹果概念;华为手机;5G;富士康概念;芯片概念;AI眼镜;消费电子概念;光伏概念;MR(混合现实);智能穿戴;储能;锂电池概念;固态电池;汽车电子;充电桩;宁德时代概念;华为概念;无人机;换电概念;新能源汽车;机器视觉;低空经济;一带一路;高端装备;工业互联网;新型工业化;机器人概念;特斯拉概念;人形机器人;智能物流;沪股通;融资融券,688097.SH,33
600982,17,抽水蓄能;生物质能发电;绿色电力;华为数字能源;风电;光伏建筑一体化;碳中和;储能;国企改革;光伏概念;航运概念;华为概念;统一大市场;共同富裕示范区;高股息精选;沪股通,600982.SH,16
000951,33,绿色电力;无人驾驶;燃料电池;高股息精选;新能源汽车;深股通;减速器;氢能源;国企改革;冷链物流;融资融券,000951.SZ,11
002354,33,快手概念;小红书概念;AI视频;AI语料;Web3.0;短剧游戏;虚拟数字人;多模态AI;ChatGPT概念;AIGC概念;云计算;AI应用;数据确权;文化传媒概念;抖音概念(字节概念);在线教育;信创;AI智能体;腾讯概念;数据要素;元宇宙;百度概念;数字孪生;数字经济;算力租赁;DeepSeek概念;手机游戏;人工智能;网络游戏;电子竞技;IP经济(谷子经济);虚拟现实;东数西算(算力);人形机器人;智能医疗;虚拟电厂;机器视觉;MR(混合现实);机器人概念;跨境电商;乡村振兴;芯片概念;深股通;融资融券,002354.SZ,44
300840,33,华为盘古;C2M概念;鸿蒙概念;AIGC概念;AI智能体;AI应用;新型工业化;人工智能;DeepSeek概念;华为概念;工业互联网;网红经济;数据中心;三胎概念;深股通,300840.SZ,15
600433,17,烟草;可降解塑料;燃料电池;军工;国企改革;氢能源;央企国企改革;融资融券;沪股通,600433.SH,9
002387,33,MicroLED概念;OLED;柔性屏(折叠屏);智能穿戴;消费电子概念;小米概念;芯片概念;汽车电子;华为手机;虚拟现实;人脸识别;绿色电力;深股通;股权转让(并购重组);融资融券,002387.SZ,15
300639,33,猴痘概念;幽门螺杆菌概念;流感;肝炎概念;辅助生殖;基因测序;创新药;民营医院;智能医疗;医疗器械概念;人工智能;DeepSeek概念;AI智能体;回购增持再贷款概念;融资融券,300639.SZ,15
000818,33,算力租赁;云计算;东数西算(算力);英伟达概念;数据中心;DeepSeek概念;卫星导航;人工智能;5G;军工;军民融合;创投;铜缆高速连接;共封装光学(CPO);燃料电池;芯片概念;国企改革;氢能源;存储芯片;环氧丙烷;深股通;融资融券,000818.SZ,22
603808,17,网红经济;C2M概念;NFT概念;粤港澳大湾区;人工智能;虚拟数字人,603808.SH,6
300952,33,人形机器人;机器人概念;比亚迪概念;商业航天;体育产业;安防;军工;人民币贬值受益;海工装备;石墨烯;深股通;融资融券,300952.SZ,12
920098,151,无人机;液冷服务器;低空经济;商业航天;新疆振兴;专精特新;高端装备;煤炭概念;高铁;风电;军工;军民融合;融资融券;西部大开发,920098.BJ,14
301510,33,新型工业化;机器视觉;传感器;先进封装;芯片概念;物联网;工业母机;机器人概念;专精特新;职业教育;工业互联网;粤港澳大湾区;智能物流;高端装备;创投;污水处理;深股通;融资融券,301510.SZ,18
600828,17,物业管理;信托概念;西部大开发;沪股通,600828.SH,4
600906,17,期货概念;国企改革;京津冀一体化;雄安新区;百度概念;融资融券;沪股通,600906.SH,7
002382,33,医药电商;三胎概念;医疗器械概念;跨境电商;深股通;人民币贬值受益;一带一路;绿色电力;特斯拉概念;融资融券,002382.SZ,10
920207,151,人形机器人;乡村振兴;数字乡村;AI应用;AI智能体;虚拟现实;融资融券;空间计算;虚拟数字人;职业教育;智能医疗;数字经济;华为概念;智慧城市;芯片概念;智慧政务;元宇宙;多模态AI;网络安全;数字孪生;信创;数据要素;数据中心;数据安全;华为鲲鹏;鸿蒙概念;华为昇腾;人工智能;东数西算(算力);DeepSeek概念;云计算;AIGC概念;专精特新,920207.BJ,33
600082,22,天津自贸区;创投;京津冀一体化;国企改革;ST板块,600082.SH,5
688709,17,MCU芯片;汽车芯片;量子科技;芯片概念;东数西算(算力);存储芯片;商业航天;军工;无人驾驶;脑机接口;人工智能;机器人概念;人形机器人;央企国企改革;西部大开发;国企改革;沪股通;融资融券,688709.SH,18
600153,17,高股息精选;白酒概念;物业管理;新型城镇化;国企改革;沪股通;融资融券;一带一路;福建自贸区;海峡两岸;DeepSeek概念;金属铜;小米汽车;新能源汽车;光伏概念,600153.SH,15
002022,33,猴痘概念;流感;肝炎概念;食品安全;宠物经济;医疗器械概念;智能医疗,002022.SZ,7
002375,33,百度概念;光伏建筑一体化;腾讯概念;智慧城市;人工智能;高铁;华为概念;建筑节能;新型城镇化;装配式建筑;虚拟现实;工业互联网;安防;智能家居;3D打印;深股通;融资融券,002375.SZ,17
300428,33,稀土永磁;金属回收;锂电池概念;固态电池;氟化工概念;钠离子电池;3D打印;航空发动机;一体化压铸;比亚迪概念;汽车拆解概念;军工;大飞机;芯片概念;专精特新;商业航天;新能源汽车;消费电子概念;特斯拉概念;无人机;人形机器人;军民融合;低空经济;机器人概念;第三代半导体;一带一路;汽车热管理;长安汽车概念;融资融券;深股通,300428.SZ,30
600715,17,网络游戏;手机游戏;NFT概念;短剧游戏;文化传媒概念;AI应用;国企改革;虚拟现实;沪股通;股权转让(并购重组),600715.SH,10
002652,33,雄安新区;中芯国际概念,002652.SZ,2
600649,17,租售同权;物业管理;参股券商;上海国企改革;参股银行;国企改革;新型城镇化;宁德时代概念;沪股通;融资融券,600649.SH,10
300353,33,人形机器人;工业母机;新型工业化;军工信息化;大飞机;机器视觉;商业航天;卫星导航;军工;无人机;军民融合;机器人概念;工业互联网;车联网(车路协同);汽车电子;物联网;网络安全;信创;华为概念;人工智能;高铁;5G;国产操作系统;AI智能体;核电;智慧城市;华为欧拉;智能电网;数据中心;DeepSeek概念;智能物流;汽车芯片;芯片概念;2025年报预增;储能;虚拟电厂;风电;雄安新区;绿色电力;深股通;页岩气;股权转让(并购重组);融资融券,300353.SZ,43
603209,17,航运概念;自由贸易港;统一大市场;一带一路;海峡两岸;数字经济;DeepSeek概念;数据要素;人工智能;AI智能体;智谱AI;沪股通,603209.SH,12
002579,33,PCB概念;共封装光学(CPO);AI PC;MiniLED;6G概念;MicroLED概念;5G;柔性屏(折叠屏);毫米波雷达;先进封装;汽车电子;AI手机;消费电子概念;OLED;WiFi 6;AI眼镜;智能穿戴;数据中心;芯片概念;无线耳机;存储芯片;小米概念;智能音箱;比亚迪概念;无人驾驶;新型烟草(电子烟);卫星导航;商业航天;新能源汽车;无人机;人形机器人;海峡两岸;军工;物联网;机器人概念;储能;工业互联网;低空经济;粤港澳大湾区;军民融合;数字经济;医疗器械概念;创投;广东自贸区;养老概念;融资融券;深股通,002579.SZ,47
000537,33,绿色电力;风电;光热发电;储能;央企国企改革;新疆振兴;国企改革;京津冀一体化;深股通;融资融券,000537.SZ,10
603978,17,氟化工概念;PVDF概念;钠离子电池;锂电池概念;一体化压铸;回购增持再贷款概念;储能;芯片概念;核电;军工;商业航天;融资融券,603978.SH,12
600515,17,免税店;自由贸易港;海南自贸区;物业管理;跨境电商;土地流转;国企改革;低空经济;融资融券;沪股通,600515.SH,10
002246,33,核电;军民融合;军工;商业航天;核污染防治;专精特新;西部大开发;垃圾分类;国企改革;深股通;融资融券,002246.SZ,11
688139,17,机器人概念;物联网;医疗器械概念;AI智能体;智能医疗;AI应用;人工智能;DeepSeek概念;沪股通;融资融券,688139.SH,10
000034,33,算力租赁;东数西算(算力);华为昇腾;云计算;智谱AI;华为鲲鹏;数据安全;数据中心;网络安全;信创;华为海思概念股;AI PC;抖音概念(字节概念);液冷服务器;阿里巴巴概念;腾讯概念;ChatGPT概念;英伟达概念;AI智能体;存储芯片;鸿蒙概念;华为概念;区块链;芯片概念;物联网;AI应用;数字孪生;DeepSeek概念;人工智能;消费电子概念;低空经济;无人驾驶;机器人概念;回购增持再贷款概念;乡村振兴;深股通;融资融券,000034.SZ,37
001872,33,航运概念;高股息精选;同花顺中特估100;融资融券;深股通;国企改革;央企国企改革;一带一路;回购增持再贷款概念;粤港澳大湾区,001872.SZ,10
000761,33,特钢概念;煤化工概念;国企改革;央企国企改革;绿色电力;深股通;融资融券,000761.SZ,7
605007,17,共同富裕示范区;海峡两岸;沪股通,605007.SH,3
301345,33,两轮车;无人驾驶;2026一季报预增;人形机器人;2025年报预增;跨境电商;人民币贬值受益;机器人概念;专精特新;深股通;融资融券,301345.SZ,11
