code,market_code,所属概念,股票代码,所属概念数量
002969,33,啤酒概念;海峡两岸;回购增持再贷款概念;股权转让(并购重组),002969.SZ,4
603888,17,AI语料;AI视频;知识产权保护;AIGC概念;虚拟数字人;数据确权;多模态AI;AI应用;Web3.0;文化传媒概念;数据安全;AI智能体;在线教育;阿里巴巴概念;云计算;数据要素;区块链;元宇宙;网络安全;DeepSeek概念;数字经济;人工智能;京津冀一体化;创投;乡村振兴;国企改革;沪股通;融资融券,603888.SH,28
603755,17,人工智能;预制菜,603755.SH,2
600057,17,统一大市场;玉米;土地流转;农业种植;冷链物流;国企改革;乡村振兴;福建自贸区;一带一路;智能物流;海峡两岸;DeepSeek概念;商业航天;数据要素;沪股通;融资融券,600057.SH,16
000998,33,转基因;玉米;粮食概念;农业种植;俄乌冲突概念;生态农业;乡村振兴;国企改革;基因测序;深股通;融资融券;鸿蒙概念,000998.SZ,12
601800,17,同花顺中特估100;中字头股票;证金持股;参股券商;国企改革;碳交易;央企国企改革;雅下水电概念;雄安新区;水利;一带一路;沪股通;融资融券;风电;高铁;核电;AI智能体;商业航天,601800.SH,18
002344,33,民营医院;养老概念;网红经济;参股银行;跨境电商;特色小镇;国企改革;创投;长三角一体化;光伏建筑一体化;互联网金融;小红书概念;深股通;融资融券;股权转让(并购重组),002344.SZ,15
300138,33,代糖概念;NMN概念;农业种植;乡村振兴;工业大麻;一带一路;2025年报预增;深股通,300138.SZ,8
300973,33,乳业;冷链物流;深股通;融资融券,300973.SZ,4
688356,17,创新药;医美概念;医疗器械概念;2025年报预增;3D打印;人民币贬值受益;沪股通;融资融券,688356.SH,8
002798,33,智能家居;回购增持再贷款概念;西部大开发;人工智能;DeepSeek概念;华为概念;绿色电力;股权转让(并购重组),002798.SZ,8
601033,17,生物质能发电;绿色电力;医疗废物处理;PPP概念;垃圾分类;固废处理;国企改革;储能;粤港澳大湾区;沪股通;融资融券,601033.SH,11
301031,33,数据中心;小米概念;高压快充;专精特新;宁德时代概念;新能源汽车;光伏概念;华为概念;特斯拉概念;储能;充电桩;2025年报预增;华为汽车;小米汽车;风电;西部大开发;深股通;融资融券,301031.SZ,18
300563,33,5G;卫星导航;军工;无人机;铜缆高速连接;商业航天;虚拟现实;汽车电子;华为概念;军工信息化;消费电子概念;WiFi 6;专精特新;新能源汽车;苹果概念;EDR概念;芯片概念;光伏概念;数字经济;钙钛矿电池;医疗器械概念;深股通;融资融券,300563.SZ,23
002661,33,预制菜;农业种植;粮食概念;三胎概念;猪肉;新疆振兴;食品安全;回购增持再贷款概念,002661.SZ,8
603218,17,风电;核污染防治;核电;海工装备;军工;融资融券;沪股通,603218.SH,7
600879,17,军工信息化;太赫兹;卫星导航;军民融合;商业航天;军工;无人机;特高压;低空经济;量子科技;高端装备;央企国企改革;物联网;京津冀一体化;传感器;芯片概念;国企改革;医疗器械概念;沪股通;融资融券,600879.SH,20
002273,33,共封装光学(CPO);同花顺果指数;苹果概念;华为手机;AI眼镜;消费电子概念;汽车电子;智能穿戴;AI手机;小米概念;比亚迪概念;智能座舱;储能;华为概念;虚拟现实;机器人概念;人形机器人;安防;人民币贬值受益;华为汽车;长安汽车概念;元宇宙;深股通;融资融券,002273.SZ,24
605011,17,绿色电力;碳中和;煤炭概念;国企改革;融资融券;沪股通,605011.SH,6
603861,17,柔性直流输电;特高压;智能电网;核电;华为数字能源;数据中心;东数西算(算力);储能;光伏概念;一带一路;华为概念;宁德时代概念;新能源汽车;沪股通,603861.SH,14
300187,33,生物质能发电;医疗废物处理;PM2.5;固废处理;土壤修复;碳中和;PPP概念;风电;光伏建筑一体化;污水处理;新型城镇化;雄安新区;智能电网;充电桩;储能;AI智能体;金属回收;比亚迪概念;小金属概念,300187.SZ,19
300878,33,流感;民营医院;肝炎概念;创新药;医药电商;融资融券,300878.SZ,6
300612,33,小红书概念;快手概念;Web3.0;虚拟数字人;文化传媒概念;拼多多概念;AIGC概念;NFT概念;ChatGPT概念;AI应用;抖音概念(字节概念);智慧政务;元宇宙;数字乡村;AI智能体;腾讯概念;百度概念;多模态AI;阿里巴巴概念;区块链;数字经济;网红经济;DeepSeek概念;人工智能;体育产业;京津冀一体化;长安汽车概念;乡村振兴;机器视觉;数据中心;融资融券,300612.SZ,31
600076,17,土地流转;回购增持再贷款概念;国企改革;乡村振兴;芯片概念;碳交易;碳中和;融资融券,600076.SH,8
300299,33,文化传媒概念;手机游戏;网络游戏;AIGC概念;AI应用;IP经济(谷子经济);抖音概念(字节概念);数字经济;数据安全;人工智能;智慧城市;虚拟现实;福建自贸区;机器人概念;海峡两岸;5G;融资融券,300299.SZ,17
002761,33,装配式建筑;PPP概念;新型城镇化;雅下水电概念;国企改革;乡村振兴;土壤修复;固废处理;建筑节能;水利;污水处理;共同富裕示范区;一带一路;DeepSeek概念;智慧城市;深股通;融资融券,002761.SZ,17
603191,17,智能电网;数据中心;风电;东数西算(算力);充电桩;储能;光伏概念;工业互联网;水利;雅下水电概念;专精特新;特钢概念;高铁;PPP概念;一带一路;西部大开发;沪股通;融资融券,603191.SH,18
603201,17,专精特新;人民币贬值受益;比亚迪概念;跨境电商;新能源汽车,603201.SH,5
300527,33,国企改革;央企国企改革;ST板块;核污染防治;军民融合;海工装备;中船系;核电;军工;人工智能;机器人概念;2025年报预增;新型工业化,300527.SZ,13
300257,33,碳中和;绿色电力;一带一路;氢能源;冷链物流;深股通;融资融券,300257.SZ,7
300463,33,猴痘概念;肝炎概念;流感;基因测序;幽门螺杆菌概念;智能医疗;西部大开发;机器人概念;人形机器人;深股通;融资融券,300463.SZ,11
300881,33,专精特新;比亚迪概念;核电;光热发电;新能源汽车;特钢概念;一体化压铸;氢能源;创投;减速器;超超临界发电;融资融券,300881.SZ,12
300194,33,流感;肝炎概念;仿制药一致性评价;创新药;猴痘概念;幽门螺杆菌概念;参股银行;西部大开发;深股通;融资融券,300194.SZ,10
600125,17,航运概念;统一大市场;冷链物流;国企改革;中俄贸易概念;碳中和;一带一路;沪股通;融资融券,600125.SH,9
603789,22,数据要素;共同富裕示范区;生态农业;乡村振兴;ST板块;无人机;农机;无人驾驶;机器人概念;新疆振兴,603789.SH,10
300600,33,国产航母;军民融合;海工装备;军工;国企改革;风电;商业航天;核电;机器人概念;专精特新;储能;摘帽,300600.SZ,12
002681,33,无线充电;智能音箱;人形机器人;小米概念;虚拟现实;传感器;血氧仪;机器人概念;减速器;消费电子概念;智能穿戴;智能家居;汽车电子;人民币贬值受益;华为概念;无线耳机;星闪概念;家用电器;粤港澳大湾区;跨境电商;体育产业;人工智能;中俄贸易概念;阿里巴巴概念;储能;深股通;融资融券,002681.SZ,27
001914,33,物业管理;国企改革;回购增持再贷款概念;央企国企改革;深股通;融资融券;医疗废物处理;智慧城市;充电桩,001914.SZ,9
301085,33,华为昇腾;算力租赁;东数西算(算力);华为鲲鹏;快手概念;智慧政务;抖音概念(字节概念);阿里巴巴概念;腾讯概念;小红书概念;百度概念;数据中心;AI智能体;AI应用;华为概念;DeepSeek概念;富士康概念;共封装光学(CPO);数字经济;京津冀一体化;一带一路;深股通;融资融券,301085.SZ,23
601200,17,生物质能发电;碳交易;绿色电力;医疗废物处理;PPP概念;固废处理;土壤修复;国企改革;垃圾分类;污水处理;上海国企改革;上海自贸区;沪股通;融资融券,601200.SH,14
002112,33,智能电网;风电;数据中心;核电;储能;光伏概念;专精特新;国企改革;共同富裕示范区;融资融券,002112.SZ,10
601020,17,金属铅;金属锌;金属铜;黄金概念;小金属概念;2025年报预增;一带一路;西部大开发;人民币贬值受益;沪股通;融资融券,601020.SH,11
601908,17,硅能源;绿色电力;风电;京津冀一体化;光伏概念;沪股通;高端装备;第三代半导体;专精特新;芯片概念;融资融券,601908.SH,11
000820,33,ST板块;固废处理;光伏概念;金属铜;储能,000820.SZ,5
688087,17,可降解塑料;碳中和;固废处理;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,688087.SH,7
001386,33,旅游概念;参股银行;乡村振兴;AIGC概念;人工智能;固废处理;生物质能发电;注册制次新股;绿色电力;粤港澳大湾区;深股通;新股与次新股;融资融券,001386.SZ,13
002724,33,智慧灯杆;智慧城市;物联网;无人机;军工;粤港澳大湾区;核电;证金持股;深股通,002724.SZ,9
301018,33,富士康概念;液冷服务器;5G;数据中心;高压快充;特高压;柔性直流输电;东数西算(算力);可控核聚变;军工;宁德时代概念;成飞概念;华为概念;新能源汽车;空气能热泵;核电;2025年报预增;储能;抖音概念(字节概念);海工装备;锂电池概念;腾讯概念;阿里巴巴概念;百度概念;风电;抽水蓄能;DeepSeek概念;碳中和;深股通;融资融券,301018.SZ,30
688255,17,新型工业化;人形机器人;传感器;比亚迪概念;机器人概念;2026一季报预增;融资融券,688255.SH,7
920953,151,AI应用;华为鲲鹏;信创;云计算;在线教育;人脸识别;智能物流;机器人概念;智慧政务;数据要素;物联网;融资融券;AIGC概念;DeepSeek概念;数据安全;人工智能;鸿蒙概念;数字经济;AI智能体;华为昇腾,920953.BJ,20
600765,17,国产航母;军民融合;大飞机;航空发动机;成飞概念;军工;商业航天;核电;无人机;海工装备;飞行汽车(eVTOL);央企国企改革;低空经济;高端装备;汽车热管理;机器人概念;3D打印;西部大开发;国企改革;回购增持再贷款概念;液冷服务器;沪股通;融资融券;中字头股票,600765.SH,24
301288,33,专精特新;污水处理;金属回收;粤港澳大湾区;新型城镇化;金属镍;融资融券;摘帽,301288.SZ,8
000903,33,ST板块;智能物流;人脸识别;移动支付;乡村振兴;农机;低空经济;西部大开发;国企改革;长安汽车概念;无人驾驶;华为概念;无人机;机器人概念;燃料电池;氢能源;新能源汽车;传感器;汽车电子;芯片概念,000903.SZ,20
600594,17,医药电商;流感;创新药;民营医院;医美概念;西部大开发;融资融券,600594.SH,7
300588,33,华为鲲鹏;智慧政务;信创;AI应用;时空大数据;数据要素;数据安全;网络安全;人脸识别;数字经济;DeepSeek概念;人工智能;智慧城市;独角兽概念;安防;东数西算(算力);华为概念;机器视觉;新疆振兴;西部大开发;专精特新;股权转让(并购重组),300588.SZ,22
300759,33,CRO概念;创新药;智能医疗;人工智能;人民币贬值受益;融资融券;深股通,300759.SZ,7
000428,33,预制菜;物业管理;职业教育;国企改革;股权转让(并购重组);融资融券,000428.SZ,6
600525,22,特高压;虚拟电厂;智能电网;ST板块;MR(混合现实);充电桩;光伏概念;芯片概念;储能;PCB概念;锂电池概念;消费电子概念;富士康概念;宁德时代概念;华为概念;粤港澳大湾区;新能源汽车;比亚迪概念;新型工业化;医疗器械概念,600525.SH,20
002103,33,IP经济(谷子经济);跨境电商;数字经济;创投;腾讯概念;虚拟现实;一带一路;深股通,002103.SZ,8
002111,33,大飞机;成飞概念;高端装备;机器人概念;无人机;军工;低空经济;无人驾驶;医疗器械概念;智慧城市;换电概念;2025年报预增;智能医疗;海工装备;回购增持再贷款概念;深股通,002111.SZ,16
605268,17,新型城镇化;智慧城市;数据要素;人脸识别;安防;物联网;华为概念;智能家居,605268.SH,8
603402,17,旅游概念;文化传媒概念;注册制次新股;国企改革;西部大开发;新股与次新股;融资融券,603402.SH,7
000705,33,仿制药一致性评价;医药电商;流感;肝炎概念;民营医院;阿尔茨海默概念;合成生物;创新药;幽门螺杆菌概念;三胎概念;冷链物流;医疗器械概念;参股银行;共同富裕示范区;国企改革;数字经济,000705.SZ,16
688365,17,智谱AI;小红书概念;云办公;ChatGPT概念;云计算;AIGC概念;抖音概念(字节概念);财税数字化;ERP概念;阿里巴巴概念;拼多多概念;AI应用;AI智能体;人工智能;DeepSeek概念;数字经济;跨境电商;沪股通;融资融券,688365.SH,19
002142,33,证金持股;深股通;融资融券;共同富裕示范区,002142.SZ,4
688211,17,芯片概念;专精特新;机器视觉;机器人概念;稀土永磁;人工智能;智能物流;统一大市场;融资融券,688211.SH,9
600908,17,高股息精选;参股银行;沪股通;融资融券,600908.SH,4
300766,33,智谱AI;快手概念;AI语料;多模态AI;云计算;数据安全;ChatGPT概念;小红书概念;智慧政务;抖音概念(字节概念);AI智能体;阿里巴巴概念;AI应用;百度概念;腾讯概念;虚拟数字人;数据要素;鸿蒙概念;区块链;拼多多概念;DeepSeek概念;数字经济;车联网(车路协同);人工智能;空间计算;智慧城市;智能医疗;华为概念;机器人概念;小米概念;比亚迪概念;共同富裕示范区;融资融券;深股通,300766.SZ,34
300358,33,机器人概念;人工智能;AI智能体;智能物流;智能医疗;细胞免疫治疗;海峡两岸;高端装备;DeepSeek概念;净水概念;污水处理;合成生物;融资融券;深股通,300358.SZ,14
600362,17,黄金概念;金属铜;小金属概念;金属回收;锂电池概念;一带一路;国企改革;参股券商;沪股通;融资融券;证金持股,600362.SH,11
600613,17,医药电商;流感,600613.SH,2
600255,17,金属铜;消费电子概念;铜缆高速连接;回购增持再贷款概念;2026一季报预增;国企改革;沪股通;融资融券,600255.SH,8
603878,17,核电;海工装备;光热发电;氢能源;超超临界发电,603878.SH,5
300942,33,食品安全;宠物经济;医疗器械概念;流感;粤港澳大湾区;专精特新;融资融券,300942.SZ,7
001316,33,航空发动机;大飞机;商业航天;低空经济;AI眼镜;海峡两岸;2025年报预增;消毒剂,001316.SZ,8
688207,17,MLOps概念;华为昇腾;多模态AI;AI PC;智慧政务;人脸识别;空间计算;AI智能体;数据要素;华为概念;机器视觉;元宇宙;虚拟现实;智慧城市;车联网(车路协同);智能穿戴;人工智能;DeepSeek概念;无人机;互联网金融;军工;机器人概念;无人驾驶;高铁;体育产业;融资融券,688207.SH,26
002052,33,物联网;智能家居;东数西算(算力);换电概念;储能;锂电池概念;人民币贬值受益;2025年报预增;深股通;摘帽,002052.SZ,10
002907,33,仿制药一致性评价;肝炎概念;医药电商;流感;维生素;创新药;幽门螺杆菌概念;猴痘概念;减肥药;西部大开发;人工智能;工业互联网;深股通,002907.SZ,13
600617,17,天然气;绿色电力;地下管网;国企改革;沪股通;融资融券,600617.SH,6
000055,33,装配式建筑;房屋检测;物业管理;乡村振兴;建筑节能;光伏建筑一体化;一带一路;绿色电力;粤港澳大湾区;数字经济;DeepSeek概念;AI应用;高铁;光伏概念;融资融券,000055.SZ,15
600318,17,化债概念(AMC概念);数字经济;乡村振兴;供销社;融资融券;沪股通;股权转让(并购重组),600318.SH,7
600560,17,新型工业化;工业互联网;国企改革;央企国企改革,600560.SH,4
600928,17,国企改革;跨境支付(CIPS);西部大开发;一带一路;移动支付;沪股通;融资融券,600928.SH,7
920422,151,人民币贬值受益;融资融券,920422.BJ,2
300455,33,卫星导航;商业航天;军工;核电;高端装备;高铁;央企国企改革;人工智能;MCU芯片;机器人概念;芯片概念;存储芯片;智能物流;国企改革;融资融券;深股通,300455.SZ,16
002333,33,房屋检测;智慧城市;光伏建筑一体化;工业互联网;光伏概念,002333.SZ,5
002987,33,跨境支付(CIPS);数字货币;移动支付;电子身份证;互联网金融;虚拟数字人;AI应用;鸿蒙概念;区块链;数字经济;数据要素;智慧政务;知识产权保护;AI智能体;百度概念;信创;国产操作系统;数据安全;DeepSeek概念;人工智能;京津冀一体化;融资融券;深股通,002987.SZ,23
002279,33,ChatGPT概念;AIGC概念;数字乡村;小红书概念;财税数字化;快手概念;AI智能体;AI应用;智慧政务;数据要素;数据安全;华为鲲鹏;区块链;抖音概念(字节概念);鸿蒙概念;百度概念;阿里巴巴概念;网络安全;腾讯概念;信创;职业教育;文化传媒概念;数字经济;DeepSeek概念;人工智能;智能医疗;京津冀一体化;网红经济;华为概念;化债概念(AMC概念);跨境电商;低空经济;数据中心;雄安新区;乡村振兴;深股通,002279.SZ,36
600143,17,人形机器人;PEEK材料;特斯拉概念;机器人概念;碳纤维;新能源汽车;低空经济;数字经济;商业航天;储能;无人机;充电桩;碳中和;光伏概念;锂电池概念;东数西算(算力);固态电池;氢能源;可降解塑料;数据中心;创投;粤港澳大湾区;5G;医疗器械概念;沪股通;融资融券;合成生物,600143.SH,27
920003,151,数字经济;融资融券;新股与次新股,920003.BJ,3
688006,17,固态电池;锂电池概念;动力电池回收;芯片概念;特斯拉概念;沪股通;融资融券,688006.SH,7
000529,33,预制菜;养鸡;猪肉;冷链物流;广东自贸区;国企改革;创投;粤港澳大湾区,000529.SZ,8
000498,33,高股息精选;同花顺中特估100;PPP概念;国企改革;装配式建筑;绿色电力;一带一路;水利;高铁;智慧城市;深股通;腾讯概念;融资融券,000498.SZ,13
603113,17,煤化工概念;煤炭概念;氢能源;沪股通;融资融券,603113.SH,5
301108,33,三胎概念;宠物经济;合成生物;2025年报预增;重组蛋白;融资融券,301108.SZ,6
300572,33,PM2.5;军工;机器人概念;粤港澳大湾区;比亚迪概念;新能源汽车;人工智能;充电桩;创投;换电概念;一体化压铸;新疆振兴;深股通;股权转让(并购重组),300572.SZ,14
301206,33,代糖概念;合成生物;人民币贬值受益;专精特新;新型工业化;绿色电力;深股通;融资融券,301206.SZ,8
601990,17,期货概念;国企改革;创投;沪股通;融资融券,601990.SH,5
300304,33,汽车电子;无人驾驶;传感器;比亚迪概念;新能源汽车;专精特新;机器人概念;芯片概念;海峡两岸;汽车芯片;充电桩;横琴新区;创投;储能;绿色电力;深股通,300304.SZ,16
603602,17,抖音概念(字节概念);百度概念;小红书概念;AIGC概念;AI应用;腾讯概念;数据要素;阿里巴巴概念;车联网(车路协同);数字经济;短剧游戏;智慧城市;华为概念;低空经济;东数西算(算力);无人机;算力租赁;智慧灯杆;飞行汽车(eVTOL);充电桩;5G;跨境电商;苹果概念;融资融券,603602.SH,24
603365,17,高股息精选;网红经济,603365.SH,2
300460,33,专精特新;海工装备;机器人概念;无人机;小米概念;AI眼镜;比亚迪概念;汽车电子;芯片概念;华为海思概念股;安防;华为概念;元宇宙;商业航天;抖音概念(字节概念);星闪概念;数据中心;卫星导航;苹果概念;共封装光学(CPO);DeepSeek概念;ST板块,300460.SZ,22
301162,33,虚拟电厂;碳交易;智能电网;绿色电力;风电;储能;光伏概念;人工智能;专精特新;深股通;融资融券,301162.SZ,11
000333,33,超级品牌;高股息精选;证金持股;同花顺漂亮100;同花顺出海50;深股通;融资融券;家用电器;净水概念;回购增持再贷款概念;一带一路;空气能热泵;汽车热管理;智能家居;人形机器人;机器人概念;工业互联网;AI智能体;物联网;储能;华为概念;智能电网;MCU芯片;芯片概念;液冷服务器;数据中心,000333.SZ,26
002218,33,光伏建筑一体化;绿色电力;HJT电池;钙钛矿电池;硅能源;充电桩;POE胶膜;储能;光伏概念;粤港澳大湾区;华为概念;卫星导航;商业航天;新能源汽车;芯片概念;深股通;融资融券,002218.SZ,17
600018,17,高股息精选;同花顺中特估100;航运概念;证金持股;自由贸易港;免税店;参股银行;上海国企改革;国企改革;足球概念;体育产业;上海自贸区;沪股通;融资融券;一带一路;创投;长三角一体化;F5G概念,600018.SH,18
301080,33,细胞免疫治疗;重组蛋白;猴痘概念;人民币贬值受益;人工智能;专精特新;深股通;融资融券,301080.SZ,8
000679,33,跨境电商,000679.SZ,1
600062,17,青蒿素;医药电商;仿制药一致性评价;创新药;减肥药;合成生物;NMN概念;国企改革;智能医疗;央企国企改革;沪股通;融资融券;DeepSeek概念,600062.SH,13
600665,17,物业管理;西部大开发;水利;国企改革,600665.SH,4
600794,17,航运概念;统一大市场;国企改革;智能物流;创投;数字货币;数字经济;长三角一体化;数据要素;沪股通,600794.SH,10
300551,33,互联网金融;数字货币;专精特新;虚拟数字人;芯片概念;存储芯片;绿色电力,300551.SZ,7
301088,33,融资融券,301088.SZ,1
003038,33,金属回收;飞行汽车(eVTOL);低空经济;新能源汽车;专精特新;储能;人形机器人;光伏概念;风电;绿色电力,003038.SZ,10
603395,17,化肥;煤化工概念;国企改革;参股银行;央企国企改革;沪股通;融资融券,603395.SH,7
300994,33,两轮车;中俄贸易概念;跨境电商;体育产业;三胎概念;人民币贬值受益;融资融券,300994.SZ,7
300018,33,柔性直流输电;电力物联网;特高压;智能电网;抽水蓄能;核电;家庭医生;水利;智能医疗;专精特新;血氧仪;2025年报预增;基因测序;医疗器械概念;融资融券,300018.SZ,15
920579,151,高铁;无人驾驶;比亚迪概念;数字孪生;污水处理;高端装备;机器人概念;芯片概念;物联网;第三代半导体;智能物流;新能源汽车;工业母机;新型工业化;机器视觉;烟草;车联网(车路协同);智能医疗;央企国企改革;工业互联网;融资融券;垃圾分类;专精特新;固废处理;国企改革;京津冀一体化;医疗废物处理;一体化压铸,920579.BJ,28
002565,33,卫星导航;商业航天;工业大麻;东数西算(算力);土壤修复;生态农业;跨境电商;新型烟草(电子烟);一带一路;回购增持再贷款概念;深股通;融资融券,002565.SZ,12
920407,151,智能家居;安防;DeepSeek概念;地下管网;专精特新;污水处理;物联网;人脸识别;无人零售;鸿蒙概念;融资融券;智慧城市;传感器,920407.BJ,13
300597,33,智慧政务;网络安全;AI应用;车联网(车路协同);DeepSeek概念;创投;新型城镇化;养老概念;东数西算(算力);数据中心;5G;无人机;军工;军工信息化;一带一路,300597.SZ,15
920475,151,虚拟现实;数字孪生;金属铜;智能物流;AIGC概念;融资融券;机器人概念;无人驾驶;专精特新,920475.BJ,9
001205,33,航运概念;一带一路;专精特新;股权转让(并购重组),001205.SZ,4
002932,33,猴痘概念;流感;肝炎概念;辅助生殖;基因测序;医疗器械概念;食品安全;智能医疗;创投;专精特新;ST板块;DeepSeek概念;股权转让(并购重组),002932.SZ,13
002282,33,中俄贸易概念;高铁;一带一路;雄安新区;国企改革;绿色电力,002282.SZ,6
300334,33,净水概念;垃圾分类;污水处理;雄安新区;PPP概念;京津冀一体化,300334.SZ,6
603051,17,TOPCON电池;HJT电池;BC电池;钙钛矿电池;比亚迪概念;传感器;锂电池概念;光伏概念;人形机器人;智能穿戴;商业航天;固态电池;OLED;POE胶膜;水利;柔性屏(折叠屏);氢能源;融资融券,603051.SH,18
920651,151,智慧城市;地下管网;传感器;核电;融资融券;物联网;专精特新;人工智能,920651.BJ,8
000876,33,猪肉;养鸡;预制菜;农村电商;乡村振兴;参股银行;西部大开发;一带一路;深股通;融资融券,000876.SZ,10
300556,33,智慧政务;空间计算;在线教育;虚拟数字人;数字孪生;时空大数据;数据要素;元宇宙;AIGC概念;云计算;文化传媒概念;抖音概念(字节概念);智慧城市;阿里巴巴概念;职业教育;虚拟现实;人工智能;数字经济;MR(混合现实);机器视觉;华为概念;粤港澳大湾区;东数西算(算力);雄安新区;商业航天;苹果概念;大飞机,300556.SZ,27
920033,151,锂电池概念;西部大开发;动力电池回收;金属镍;金属铜;金属回收;小金属概念;融资融券,920033.BJ,8
688371,17,共封装光学(CPO);AI眼镜;液冷服务器;小米概念;华为概念;一带一路;医疗器械概念;脑机接口;沪股通;融资融券,688371.SH,10
603809,17,减速器;华为汽车;长安汽车概念;人形机器人;小米汽车;特斯拉概念;机器人概念;航空发动机;大飞机;高铁;军民融合;新能源汽车;比亚迪概念;无人机;军工;水利;商业航天;成飞概念;专精特新;西部大开发;融资融券;沪股通,603809.SH,22
920942,151,水利;天然气;高端装备;融资融券;专精特新,920942.BJ,5
688639,17,维生素;合成生物;可降解塑料;人工智能;同花顺新质50;沪股通;融资融券,688639.SH,7
603323,17,高股息精选;融资融券;长三角一体化;沪股通,603323.SH,4
688663,17,华为数字能源;数据中心;可控核聚变;光热发电;储能;风电;光伏概念;核电;阿里巴巴概念;国企改革;稀土永磁;融资融券;股权转让(并购重组),688663.SH,13
600282,17,特钢概念;高股息精选;煤化工概念;国企改革;一带一路;污水处理;核电;C2M概念;海工装备;创投;工业互联网;机器人概念;商业航天;数字经济;可燃冰;人工智能;人形机器人;数据要素;融资融券;沪股通,600282.SH,20
001388,33,电力物联网;鸿蒙概念;注册制次新股;智能电网;人工智能;物联网;工业互联网;电子身份证;算力租赁;核电;华为概念;特高压;机器人概念;新型工业化;风电;传感器;专精特新;中俄贸易概念;芯片概念;PCB概念;深股通;新股与次新股;融资融券,001388.SZ,23
002160,33,金属回收;国企改革;锂电池概念;宁德时代概念;固态电池;比亚迪概念;新能源汽车;医疗器械概念;工业母机;汽车热管理;特斯拉概念;融资融券,002160.SZ,12
000710,33,基因测序;辅助生殖;三胎概念;医疗器械概念;智能医疗;AI应用;数据要素;人工智能;京津冀一体化;AI智能体;DeepSeek概念;AI语料;西部大开发;腾讯概念;海峡两岸;智谱AI,000710.SZ,16
002577,33,星闪概念;跨境电商;无线耳机;粤港澳大湾区;网络游戏;人工智能;智能穿戴;无线充电;电子竞技;机器人概念;消费电子概念;百度概念;融资融券;深股通,002577.SZ,14
002485,33,特色小镇;旅游概念;ST板块,002485.SZ,3
002401,33,统一大市场;自由贸易港;航运概念;跨境电商;国资云;Web3.0;数字经济;ETC;区块链;数据要素;AI智能体;智能物流;DeepSeek概念;智慧城市;ChatGPT概念;华为鲲鹏;国企改革;上海自贸区;人工智能;云计算;碳中和;信创;阿里巴巴概念;安防;碳交易;华为概念;央企国企改革;机器视觉;数据中心;融资融券;深股通;中字头股票,002401.SZ,32
002101,33,农机;一体化压铸;华为汽车;飞行汽车(eVTOL);横琴新区;创投;国企改革;低空经济;特斯拉概念;新能源汽车;粤港澳大湾区;比亚迪概念;无人机;华为概念;宁德时代概念;汽车电子;5G;深股通;融资融券,002101.SZ,19
301314,33,WiFi 6;F5G概念;5G;专精特新;粤港澳大湾区;汽车电子;新型工业化;新能源汽车;家用电器;融资融券,301314.SZ,10
000620,33,存储芯片;短剧游戏;AI智能体;数据要素;芯片概念;京津冀一体化;IP经济(谷子经济);体育产业;旅游概念;乡村振兴;参股银行;深股通,000620.SZ,12
600166,17,动力电池回收;燃料电池;国企改革;锂电池概念;固态电池;氢能源;2025年报预增;无人驾驶;冷链物流;华为汽车;新能源汽车;车联网(车路协同);沪股通;融资融券;百度概念;智慧城市;智能座舱;华为概念;工业互联网;宁德时代概念;DeepSeek概念;军工,600166.SH,22
603027,17,西部大开发;融资融券;沪股通,603027.SH,3
600135,17,光伏概念;雄安新区;京津冀一体化;医疗器械概念;锂电池概念;央企国企改革;国企改革;柔性屏(折叠屏);参股保险;固态电池;融资融券,600135.SH,11
603310,17,氟化工概念;专精特新;创投;沪股通;融资融券,603310.SH,5
003020,33,创新药;仿制药一致性评价;肝炎概念;医药电商;眼科医疗;医美概念;脑机接口;深股通,003020.SZ,8
301028,33,比亚迪概念;专精特新;海峡两岸;福建自贸区;雅下水电概念;核电;PCB概念;深股通;融资融券,301028.SZ,9
601777,17,智能座舱;无人驾驶;车联网(车路协同);百度概念;参股银行;新能源汽车;独角兽概念;换电概念;西部大开发;两轮车;融资融券;沪股通,601777.SH,12
002299,33,养鸡;预制菜;参股银行;食品安全;深股通;融资融券;2025年报预增;海峡两岸;2026一季报预增,002299.SZ,9
301439,33,充电桩;高压快充;储能;海峡两岸;智能家居;消费电子概念;小米概念;比亚迪概念;新能源汽车;一带一路;铜缆高速连接;家用电器;中俄贸易概念;富士康概念;小米汽车;深股通;融资融券,301439.SZ,17
300283,33,PCB概念;工业母机;智能电网;数据中心;消费电子概念;比亚迪概念;专精特新;芯片概念;新能源汽车;储能;锂电池概念;光伏概念;第三代半导体;光伏建筑一体化;固态电池;医疗器械概念,300283.SZ,16
002004,33,毛发医疗;医药电商;民营医院;仿制药一致性评价;转基因;创新药;医美概念;煤化工概念;细胞免疫治疗;三胎概念;旅游概念;西部大开发;氟化工概念;深股通;融资融券,002004.SZ,15
688679,17,液冷服务器;净水概念;土壤修复;污水处理;固废处理;碳中和;绿色电力;融资融券,688679.SH,8
