code,所属概念,所属概念数量,股票代码,market_code
002127,网红经济;三胎概念;跨境电商;文化传媒概念;IP经济(谷子经济);露营经济;创投;ChatGPT概念;短剧游戏;AI应用;AI智能体;抖音概念(字节概念);DeepSeek概念;长三角一体化;华为概念;深股通;融资融券,17,002127.SZ,33
603351,创新药,1,603351.SH,17
002034,生物质能发电;绿色电力;固废处理;垃圾分类;PPP概念;回购增持再贷款概念;动力电池回收;融资融券;深股通,9,002034.SZ,33
600797,云计算;算力租赁;数据安全;华为鲲鹏;智慧政务;ChatGPT概念;网络安全;信创;国产操作系统;阿里巴巴概念;抖音概念(字节概念);AI智能体;腾讯概念;东数西算(算力);虚拟数字人;数据要素;鸿蒙概念;区块链;AI应用;在线教育;蚂蚁集团概念;DeepSeek概念;智慧城市;时空大数据;语音技术;数字经济;互联网金融;人工智能;数据中心;华为概念;物联网;智能医疗;低空经济;智能电网;虚拟电厂;芯片概念;创投;共同富裕示范区;融资融券;沪股通,40,600797.SH,17
001239,高端装备;机器人概念;海工装备;风电;股权转让(并购重组);融资融券,6,001239.SZ,33
603121,汽车芯片;芯片概念;传感器;人形机器人;小米汽车;比亚迪概念;新能源汽车;军工;机器人概念;长三角一体化;数据中心;DeepSeek概念;燃料电池;氢能源;创投;沪股通,16,603121.SH,17
002771,算力租赁;信创;时空大数据;AIGC概念;在线教育;虚拟数字人;东数西算(算力);阿里巴巴概念;数字经济;人脸识别;AI应用;语音技术;电力物联网;物联网;人工智能;虚拟现实;DeepSeek概念;数据中心;华为概念;工业互联网;军民融合;军工;液冷服务器;京津冀一体化;充电桩;智能医疗;高压快充;储能;风电,29,002771.SZ,33
300708,MicroLED概念;MiniLED;第三代半导体;芯片概念;深股通,5,300708.SZ,33
300110,仿制药一致性评价;医药电商;肝炎概念;猴痘概念;医美概念;医疗器械概念;国企改革;融资融券,8,300110.SZ,33
688107,国家大基金持股;汽车芯片;5G;智能座舱;芯片概念;数据中心;汽车电子;人形机器人;商业航天;无人机;量子科技;F5G概念;无人驾驶;专精特新;机器人概念;沪股通;融资融券,17,688107.SH,17
600796,生态农业;医疗废物处理;净水概念;土壤修复;地下管网;乡村振兴;合成生物;污水处理;生物质能发电;固废处理;国企改革;绿色电力;沪股通,13,600796.SH,17
603233,医药电商;医疗器械概念;沪股通;DeepSeek概念;融资融券,5,603233.SH,17
600008,高股息精选;绿色电力;煤化工概念;医疗废物处理;PPP概念;国企改革;固废处理;土壤修复;地下管网;乡村振兴;污水处理;新型城镇化;雄安新区;垃圾分类;净水概念;京津冀一体化;沪股通;融资融券;DeepSeek概念;智慧城市;人工智能;机器人概念,22,600008.SH,17
000860,白酒概念;猪肉;国企改革;深股通;融资融券,5,000860.SZ,33
600657,物业管理;化债概念(AMC概念);参股保险;证金持股;国企改革;央企国企改革;沪股通;股权转让(并购重组);融资融券,9,600657.SH,17
002564,光热发电;风电;光伏概念;碳中和;氢能源;一带一路;高端装备;核电;海工装备;上海国企改革;军工;国企改革;军民融合;煤化工概念;深股通,15,002564.SZ,33
920505,风电;融资融券;稀土永磁;专精特新,4,920505.BJ,151
002274,煤化工概念;化肥;钒电池;氢能源;深股通;融资融券,6,002274.SZ,33
002685,新型工业化;高端装备;专精特新;军工;传感器;芯片概念;一带一路;信创;DeepSeek概念;航运概念;深股通;股权转让(并购重组);融资融券,13,002685.SZ,33
688247,流感;仿制药一致性评价;创新药;维生素;CRO概念;上海国企改革;国企改革;沪股通;融资融券,9,688247.SH,17
000096,深股通;国企改革;国资云;虚拟电厂;粤港澳大湾区;东数西算(算力);数据中心,7,000096.SZ,33
300066,稀土永磁;数字经济;DeepSeek概念;互联网金融;智慧城市;工业互联网;华为概念;2025年报预增;物联网;污水处理;净水概念;新型工业化;储能;深股通;融资融券,15,300066.SZ,33
600782,央企国企改革;国企改革;无人机;沪股通;融资融券;新能源汽车,6,600782.SH,17
603079,维生素;合成生物;专精特新;2025年报预增,4,603079.SH,17
002454,冷链物流;汽车热管理;长安汽车概念;华为汽车;飞行汽车(eVTOL);一带一路;低空经济;数字经济;新能源汽车;2025年报预增;比亚迪概念;华为概念;汽车电子;储能;宁德时代概念;深股通;融资融券,17,002454.SZ,33
003017,中俄贸易概念;化肥;氟化工概念;PEEK材料;2025年报预增;芯片概念,6,003017.SZ,33
688097,共封装光学(CPO);苹果概念;华为手机;富士康概念;MR(混合现实);5G;消费电子概念;光伏概念;AI眼镜;芯片概念;储能;宁德时代概念;汽车电子;高端装备;固态电池;无人机;特斯拉概念;新能源汽车;智能穿戴;低空经济;充电桩;锂电池概念;新型工业化;机器视觉;华为概念;换电概念;人形机器人;工业互联网;机器人概念;一带一路;智能物流;沪股通;融资融券,33,688097.SH,17
000869,超级品牌;旅游概念;国企改革;深股通;融资融券,5,000869.SZ,33
300535,有机硅概念;新型工业化;专精特新;染料;高端装备;一带一路;西部大开发;充电桩,8,300535.SZ,33
600906,期货概念;雄安新区;国企改革;京津冀一体化;百度概念;融资融券;沪股通,7,600906.SH,17
002713,AI应用;AIGC概念;元宇宙;人工智能;ST板块;小米概念;数字经济;智能家居;智能物流;互联网金融;算力租赁;东数西算(算力);装配式建筑;数据中心,14,002713.SZ,33
600165,ST板块;合成生物;参股银行;西部大开发,4,600165.SH,22
300232,MicroLED概念;MiniLED;足球概念;智慧灯杆;AIGC概念;元宇宙;虚拟数字人;柔性屏(折叠屏);抖音概念(字节概念);MR(混合现实);虚拟现实;智谱AI;电子竞技;AI应用;腾讯概念;AI智能体;百度概念;鸿蒙概念;智慧城市;体育产业;多模态AI;国产操作系统;物联网;华为概念;智能家居;人工智能;空间计算;车联网(车路协同);DeepSeek概念;粤港澳大湾区;机器人概念;第三代半导体;苹果概念;人民币贬值受益;英伟达概念;乡村振兴;深股通;融资融券,38,300232.SZ,33
603970,供销社;草甘膦;农业种植;乡村振兴;农机;京津冀一体化;无人机,7,603970.SH,17
300996,华为鲲鹏;信创;网络安全;智慧政务;财税数字化;跨境支付(CIPS);区块链;ERP概念;AI应用;AI智能体;数据要素;AI语料;AIGC概念;数字经济;人工智能;互联网金融;小米概念;融资融券,18,300996.SZ,33
300169,建筑节能;露营经济;医疗器械概念;锂电池概念;新能源汽车;华为概念;风电;小米概念;军工;柔性屏(折叠屏);OLED,11,300169.SZ,33
688153,汽车芯片;WiFi 6;星闪概念;汽车电子;小米概念;芯片概念;卫星导航;消费电子概念;5G;无人机;比亚迪概念;专精特新;机器人概念;低空经济;新能源汽车;人民币贬值受益;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,20,688153.SH,17
002003,高股息精选;同花顺出海50;融资融券;深股通,4,002003.SZ,33
002116,装配式建筑;新型城镇化;土壤修复;特色小镇;乡村振兴;污水处理;雄安新区;固废处理;建筑节能;垃圾分类;参股券商;国企改革;一带一路;啤酒概念;智能物流;光伏建筑一体化;央企国企改革;人工智能;DeepSeek概念;数据要素;机器人概念;动力电池回收;固态电池;深股通;中字头股票,25,002116.SZ,33
600408,煤炭概念;煤化工概念;氢能源;碳中和,4,600408.SH,17
688500,AI语料;小红书概念;虚拟数字人;AIGC概念;智慧政务;抖音概念(字节概念);AI应用;AI智能体;算力租赁;阿里巴巴概念;数据要素;数字乡村;数字经济;DeepSeek概念;东数西算(算力);智慧城市;人工智能;华为概念;数据中心;人形机器人;烟草;机器人概念;乡村振兴;融资融券,24,688500.SH,17
603660,时空大数据;云办公;多模态AI;信创;智慧政务;ChatGPT概念;AIGC概念;数字孪生;车联网(车路协同);人脸识别;商业航天;AI智能体;在线教育;AI应用;机器视觉;虚拟现实;智能穿戴;量子科技;物联网;人工智能;智慧城市;无人机;华为概念;安防;融资融券,25,603660.SH,17
600720,同花顺中特估100;地下管网;PPP概念;新疆振兴;国企改革;乡村振兴;西部大开发;污水处理;新型城镇化;央企国企改革;一带一路;水利;碳中和;数字经济;智慧城市;DeepSeek概念;人工智能;数据要素;沪股通;融资融券;车联网(车路协同);智慧政务;低空经济;机器人概念;3D打印;储能;数据中心;股权转让(并购重组);中字头股票,29,600720.SH,17
301122,医疗器械概念;辅助生殖;人民币贬值受益;融资融券,4,301122.SZ,33
300663,华为盘古;财税数字化;无人零售;数字货币;化债概念(AMC概念);脑机接口;跨境支付(CIPS);移动支付;AI应用;蚂蚁集团概念;数据确权;乡村振兴;数字乡村;智慧城市;互联网金融;鸿蒙概念;华为欧拉;虚拟数字人;数据要素;Web3.0;区块链;AI智能体;华为鲲鹏;数字经济;智谱AI;人工智能;京津冀一体化;电子身份证;网络安全;DeepSeek概念;创投;信创;腾讯概念;物联网;百度概念;数据安全;阿里巴巴概念;云计算;量子科技;华为概念;小米概念;华为昇腾;商业航天;芯片概念;东数西算(算力);数据中心;深股通;融资融券,48,300663.SZ,33
600648,自由贸易港;物业管理;国企改革;跨境电商;沪股通;融资融券;创投;回购增持再贷款概念;上海自贸区,9,600648.SH,17
002995,小红书概念;快手概念;拼多多概念;短剧游戏;Web3.0;文化传媒概念;虚拟数字人;AIGC概念;云办公;抖音概念(字节概念);财税数字化;AI应用;腾讯概念;元宇宙;IP经济(谷子经济);百度概念;AI智能体;预制菜;阿里巴巴概念;区块链;数字经济;人工智能;DeepSeek概念;虚拟现实;京津冀一体化,25,002995.SZ,33
688159,算力租赁;云计算;东数西算(算力);信创;存储芯片;智慧政务;阿里巴巴概念;AI智能体;数据要素;星闪概念;鸿蒙概念;数据中心;车联网(车路协同);5G;物联网;华为概念;智慧城市;人工智能;电力物联网;专精特新;无人机;低空经济;机器人概念;比亚迪概念;粤港澳大湾区;智能电网;水利;沪股通;融资融券,29,688159.SH,17
301202,液冷服务器;数据中心;东数西算(算力);腾讯概念;阿里巴巴概念;机器人概念;光纤概念;换电概念;储能;深股通;融资融券,11,301202.SZ,33
920832,环氧丙烷;融资融券;煤化工概念;氢能源,4,920832.BJ,151
002782,高压快充;5G;充电桩;小米汽车;储能;消费电子概念;新能源汽车;比亚迪概念;华为概念;光伏概念;低空经济;机器人概念;融资融券;深股通,14,002782.SZ,33
300689,第三代半导体;芯片概念;消费电子概念;液冷服务器;专精特新;车联网(车路协同);粤港澳大湾区;人民币贬值受益;深股通,9,300689.SZ,33
920819,人民币贬值受益;染料;融资融券;转基因;草甘膦,5,920819.BJ,151
000953,维生素;化肥;西部大开发;CRO概念;海峡两岸;股权转让(并购重组),6,000953.SZ,33
301097,三胎概念;医疗器械概念;融资融券,3,301097.SZ,33
300240,统一大市场;中俄贸易概念;网约车;冷链物流;智能物流;航运概念;创投;一带一路;人工智能;新能源汽车;特斯拉概念;小米概念;车联网(车路协同);无人驾驶;阿里巴巴概念,15,300240.SZ,33
688707,钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;碳中和;低空经济;国企改革;西部大开发;央企国企改革;融资融券;沪股通,12,688707.SH,17
300195,烟草;新型工业化;工业互联网;机器视觉;工业母机;高端装备;物联网;机器人概念;专精特新;网络安全;ERP概念;智能物流;信创;人工智能;数字经济;光伏概念;中俄贸易概念;锂电池概念;数据中心;京津冀一体化;医疗器械概念;区块链;一带一路;C2M概念;绿色电力,25,300195.SZ,33
600055,医疗器械概念;智能医疗;京津冀一体化;DeepSeek概念;AI智能体;一带一路;阿里巴巴概念;云计算;机器人概念;绿色电力;超导概念;数据中心;沪股通;融资融券,14,600055.SH,17
000090,租售同权;物业管理;深圳国企改革;国企改革;新型城镇化;粤港澳大湾区;人工智能;数字孪生;机器人概念;深股通;融资融券,11,000090.SZ,33
002788,医药电商;冷链物流;医疗器械概念;养老概念;智能医疗;福建自贸区;海峡两岸;人工智能,8,002788.SZ,33
300374,建筑节能;装配式建筑;雄安新区;新型城镇化;京津冀一体化;一带一路;国企改革;乡村振兴;央企国企改革;工业互联网;新疆振兴;中字头股票,12,300374.SZ,33
920879,雅下水电概念;风电;融资融券;物联网;水利;核电;机器视觉;智慧城市;数据要素;数字孪生;抽水蓄能;光纤概念;信创;京津冀一体化;传感器;专精特新,16,920879.BJ,151
300018,柔性直流输电;特高压;电力物联网;智能电网;抽水蓄能;核电;血氧仪;专精特新;智能医疗;基因测序;2025年报预增;水利;医疗器械概念;家庭医生;融资融券,15,300018.SZ,33
300119,动物疫苗;禽流感;合成生物;宠物经济;消毒剂;天津自贸区;回购增持再贷款概念;绿色电力;京津冀一体化;AI应用;深股通,11,300119.SZ,33
300241,MicroLED概念;MiniLED;电子纸;消费电子概念;虚拟现实;汽车电子;小米概念;智能座舱;传感器;智能家居;比亚迪概念;粤港澳大湾区;2025年报预增,13,300241.SZ,33
000756,维生素;肝炎概念;医药电商;流感;仿制药一致性评价;创新药;幽门螺杆菌概念;合成生物;阿尔茨海默概念;医美概念;辅助生殖;毛发医疗;宠物经济;国企改革;阿里巴巴概念;深股通;融资融券,17,000756.SZ,33
603107,中俄贸易概念;上海自贸区;国企改革;一带一路;新能源汽车;汽车热管理;百度概念;沪股通;融资融券,9,603107.SH,17
601890,国产航母;海工装备;军民融合;风电;军工;高端装备;沪股通;融资融券,8,601890.SH,17
300019,有机硅概念;硅能源;锂电池概念;固态电池;光伏概念;宁德时代概念;比亚迪概念;新能源汽车;水利;高铁;特高压;军工;雄安新区;核电;芯片概念;装配式建筑;西部大开发;长安汽车概念;可控核聚变;小米概念;5G;无人机;商业航天;深股通;融资融券,25,300019.SZ,33
601061,金属锌;金属铜;黄金概念;小金属概念;金属镍;超导概念;一带一路;国企改革;同花顺中特估100;沪股通;中字头股票;融资融券,12,601061.SH,17
