market_code,股票代码,code,所属概念数量,所属概念
17,688213.SH,688213,22,汽车芯片;国家大基金持股;AI眼镜;MicroLED概念;芯片概念;消费电子概念;汽车电子;传感器;小米概念;机器视觉;比亚迪概念;专精特新;华为概念;同花顺新质50;无人驾驶;物联网;安防;机器人概念;2025年报预增;智能家居;沪股通;融资融券
17,603351.SH,603351,1,创新药
33,300942.SZ,300942,7,宠物经济;食品安全;医疗器械概念;流感;粤港澳大湾区;专精特新;融资融券
33,002789.SZ,002789,16,横琴新区;ST板块;建筑节能;新型城镇化;装配式建筑;充电桩;粤港澳大湾区;储能;绿色电力;养老概念;智能电网;创投;国企改革;智慧城市;人工智能;互联网金融
33,002301.SZ,002301,21,云办公;智慧政务;虚拟数字人;腾讯概念;文化传媒概念;在线教育;百度概念;AI应用;人工智能;信创;数字经济;DeepSeek概念;IP经济(谷子经济);跨境电商;华为概念;医疗器械概念;智能物流;粤港澳大湾区;AI眼镜;深股通;融资融券
17,688435.SH,688435,14,华为欧拉;华为鲲鹏;数据安全;信创;云计算;数据要素;阿里巴巴概念;腾讯概念;数字经济;互联网金融;DeepSeek概念;华为概念;专精特新;融资融券
33,300081.SZ,300081,33,ST板块;三胎概念;乡村振兴;空间计算;在线教育;数字水印;IP经济(谷子经济);数字经济;京津冀一体化;网络游戏;数字乡村;Web3.0;智慧政务;区块链;数据确权;数据安全;ChatGPT概念;AI应用;AIGC概念;文化传媒概念;AI智能体;虚拟数字人;人工智能;元宇宙;海峡两岸;短剧游戏;MR(混合现实);机器人概念;算力租赁;虚拟现实;华为概念;量子科技;东数西算(算力)
33,002211.SZ,002211,2,有机硅概念;ST板块
17,688031.SH,688031,21,MLOps概念;AI PC;数字水印;华为昇腾;华为鲲鹏;多模态AI;数据安全;AIGC概念;信创;英伟达概念;数据要素;AI应用;AI智能体;独角兽概念;东数西算(算力);华为概念;DeepSeek概念;人工智能;工业互联网;沪股通;融资融券
33,002159.SZ,002159,9,冰雪产业;旅游概念;露营经济;IP经济(谷子经济);体育产业;文化传媒概念;参股券商;特色小镇;国企改革
33,000530.SZ,000530,21,无人零售;空气能热泵;数字经济;体育产业;独角兽概念;中俄贸易概念;数据中心(AIDC);海工装备;碳中和;冰雪产业;储能;军工;比亚迪概念;核电;液冷服务器;统一大市场;军民融合;冷链物流;氢能源;汽车热管理;融资融券
33,002746.SZ,002746,5,养鸡;预制菜;乡村振兴;深股通;融资融券
17,603697.SH,603697,3,预制菜;西部大开发;沪股通
22,600892.SH,600892,9,网络游戏;手机游戏;创投;粤港澳大湾区;文化传媒概念;短剧游戏;抖音概念(字节概念);ST板块;国企改革
17,603716.SH,603716,18,细胞免疫治疗;创新药;生物疫苗;智能医疗;养老概念;DRG/DIP;医疗器械概念;脑机接口;AI应用;鸿蒙概念;DeepSeek概念;人工智能;固废处理;数据安全;网络安全;信创;华为概念;沪股通
33,002032.SZ,002032,5,高股息精选;深股通;融资融券;一带一路;家用电器
17,600508.SH,600508,9,煤炭概念;超超临界发电;绿色电力;国企改革;央企国企改革;虚拟电厂;储能;沪股通;融资融券
33,300218.SZ,300218,13,中俄贸易概念;足球概念;一带一路;石墨烯;新能源汽车;比亚迪概念;绿色电力;华为概念;小米概念;消费电子概念;苹果概念;华为手机;芯片概念
33,001228.SZ,001228,9,跨境电商;统一大市场;共同富裕示范区;智能物流;航运概念;一带一路;工业互联网;换电概念;新能源汽车
33,000411.SZ,000411,11,医药电商;减肥药;医美概念;冷链物流;跨境电商;医疗器械概念;国企改革;共同富裕示范区;数字经济;股权转让(并购重组);深股通
33,002826.SZ,002826,4,仿制药一致性评价;西部大开发;2025年报预增;股权转让(并购重组)
33,301617.SZ,301617,6,固态电池;芯片概念;专精特新;金属回收;深股通;融资融券
33,300967.SZ,300967,6,养鸡;乡村振兴;西部大开发;绿色电力;2025年报预增;融资融券
33,300988.SZ,300988,18,新型工业化;充电桩;汽车热管理;专精特新;智能电网;机器人概念;光伏概念;比亚迪概念;小米概念;新能源汽车;数据中心(AIDC);储能;小米汽车;汽车电子;风电;一带一路;锂电池概念;融资融券
17,603551.SH,603551,5,跨境电商;高股息精选;智能家居;家用电器;华为概念
33,002137.SZ,002137,20,先进封装;芯片概念;汽车电子;消费电子概念;无线耳机;5G;智能穿戴;光伏概念;华为概念;新能源汽车;物联网;抖音概念(字节概念);粤港澳大湾区;智能家居;区块链;数字经济;人民币贬值受益;文化传媒概念;网红经济;深股通
33,002676.SZ,002676,15,比亚迪概念;广东自贸区;新能源汽车;机器人概念;粤港澳大湾区;一带一路;智能家居;家用电器;工业互联网;光伏概念;汽车电子;金属回收;国企改革;储能;深股通
17,688570.SH,688570,15,鸿蒙概念;新型工业化;DeepSeek概念;人工智能;机器人概念;高端装备;国企改革;央企国企改革;一带一路;传感器;华为概念;煤炭概念;绿色电力;数据中心(AIDC);融资融券
17,688211.SH,688211,10,专精特新;机器视觉;机器人概念;传感器;芯片概念;人工智能;智能物流;稀土永磁;统一大市场;融资融券
17,688635.SH,688635,11,科创次新股;光纤概念;注册制次新股;数据中心(AIDC);东数西算(算力);华为概念;商业航天;专精特新;军工;新股与次新股;融资融券
17,600310.SH,600310,13,超超临界发电;抽水蓄能;绿色电力;风电;沪股通;融资融券;国企改革;参股券商;储能;西部大开发;创投;DeepSeek概念;人工智能
33,002636.SZ,002636,6,PCB概念;2025年报预增;消毒剂;医疗器械概念;深股通;融资融券
33,002099.SZ,002099,9,生物疫苗;肝炎概念;仿制药一致性评价;减肥药;创新药;染料;人民币贬值受益;深股通;融资融券
33,002991.SZ,002991,1,深股通
17,600732.SH,600732,7,TOPCON电池;BC电池;光伏建筑一体化;光伏概念;风电;沪股通;融资融券
151,920181.BJ,920181,4,芯片概念;专精特新;新股与次新股;融资融券
33,000958.SZ,000958,12,期货概念;信托概念;央企国企改革;绿色电力;国企改革;乡村振兴;雄安新区;风电;京津冀一体化;核电;深股通;融资融券
33,300272.SZ,300272,14,数据要素;独角兽概念;养老概念;基因测序;宠物经济;净水概念;辅助生殖;家用电器;细胞免疫治疗;医美概念;机器人概念;人民币贬值受益;冷链物流;创新药
17,688499.SH,688499,26,宁德时代概念;钠离子电池;固态电池;锂电池概念;储能;比亚迪概念;钙钛矿电池;光伏概念;华为数字能源;消费电子概念;HJT电池;人形机器人;物联网;新型工业化;华为概念;高端装备;燃料电池;机器人概念;PET铜箔;氢能源;数字孪生;人工智能;智能物流;先进封装;沪股通;融资融券
33,002227.SZ,002227,17,钒电池;换电概念;ST板块;风电;充电桩;粤港澳大湾区;人工智能;虚拟电厂;阿里巴巴概念;储能;智能电网;核电;柔性直流输电;特高压;高压快充;比亚迪概念;数据中心(AIDC)
17,603016.SH,603016,3,国企改革;特高压;沪股通
33,301162.SZ,301162,12,虚拟电厂;碳交易;绿色电力;智能电网;AI应用;风电;储能;人工智能;光伏概念;专精特新;深股通;融资融券
17,600346.SH,600346,7,煤化工概念;可降解塑料;同花顺漂亮100;锂电池概念;沪股通;PET铜箔;融资融券
17,688348.SH,688348,11,储能;绿色电力;光伏概念;人工智能;一带一路;共同富裕示范区;专精特新;人民币贬值受益;芯片概念;沪股通;融资融券
17,603630.SH,603630,5,网红经济;医美概念;创投;DeepSeek概念;沪股通
33,000792.SZ,000792,17,盐湖提锂;小金属概念;化肥;锂电池概念;同花顺漂亮100;西部大开发;特色小镇;2025年报预增;储能;国企改革;央企国企改革;旅游概念;比亚迪概念;新能源汽车;融资融券;深股通;股权转让(并购重组)
17,600638.SH,600638,6,物业管理;租售同权;互联网金融;信托概念;国企改革;期货概念
33,002072.SZ,002072,1,煤炭概念
17,600966.SH,600966,2,沪股通;融资融券
17,603883.SH,603883,8,医药电商;养老概念;医疗器械概念;智能医疗;AI智能体;腾讯概念;沪股通;融资融券
33,300382.SZ,300382,13,人形机器人;新能源汽车;专精特新;宁德时代概念;储能;机器人概念;C2M概念;工业互联网;锂电池概念;减速器;绿色电力;融资融券;深股通
33,000878.SZ,000878,9,黄金概念;金属铜;小金属概念;期货概念;央企国企改革;西部大开发;国企改革;深股通;融资融券
17,600829.SH,600829,9,医药电商;流感;民营医院;眼科医疗;宠物经济;冷链物流;黑龙江自贸区;医疗器械概念;沪股通
17,600188.SH,600188,10,煤炭概念;煤化工概念;高股息精选;国企改革;同花顺漂亮100;参股银行;风电;沪股通;融资融券;小金属概念
33,301584.SZ,301584,9,流感;医疗器械概念;智能医疗;注册制次新股;国企改革;机器人概念;深股通;新股与次新股;融资融券
17,601000.SH,601000,9,高股息精选;证金持股;航运概念;国企改革;雄安新区;智能物流;京津冀一体化;沪股通;融资融券
33,002689.SZ,002689,8,ST板块;中俄贸易概念;工业互联网;风电;2025年报预增;机器人概念;航空发动机;机器视觉
33,300843.SZ,300843,19,铜缆高速连接;富士康概念;液冷服务器;消费电子概念;新型烟草(电子烟);高压快充;小米概念;数据中心(AIDC);比亚迪概念;智能座舱;新能源汽车;无人机;充电桩;储能;机器人概念;低空经济;人形机器人;飞行汽车(eVTOL);深股通
33,000651.SZ,000651,23,超级品牌;高股息精选;证金持股;预制菜;同花顺漂亮100;净水概念;深股通;融资融券;空气能热泵;智能物流;家用电器;一体化压铸;智能家居;工业互联网;锂电池概念;机器人概念;工业母机;储能;新能源汽车;液冷服务器;芯片概念;第三代半导体;MCU芯片
33,002150.SZ,002150,10,储能;风电;充电桩;光伏概念;乡村振兴;一带一路;农机;人民币贬值受益;深股通;融资融券
33,002223.SZ,002223,12,眼科医疗;幽门螺杆菌概念;三胎概念;养老概念;雅下水电概念;智能医疗;蚂蚁集团概念;医疗器械概念;消毒剂;血氧仪;深股通;融资融券
17,600702.SH,600702,6,白酒概念;旅游概念;西部大开发;C2M概念;融资融券;沪股通
33,000938.SZ,000938,34,WiFi 6;算力租赁;中国AI 50;东数西算(算力);6G概念;英伟达概念;液冷服务器;数据中心(AIDC);共封装光学(CPO);云计算;国资云;5G;网络安全;国产操作系统;数据安全;阿里巴巴概念;芯片概念;抖音概念(字节概念);智慧政务;物联网;车联网(车路协同);数字乡村;智慧城市;数字孪生;储能;AI智能体;数据要素;DeepSeek概念;AIGC概念;人工智能;AI应用;机器人概念;深股通;融资融券
33,300435.SZ,300435,15,煤化工概念;俄乌冲突概念;新疆振兴;天然气;共同富裕示范区;氢能源;一带一路;碳中和;可控核聚变;海峡两岸;高端装备;商业航天;储能;芯片概念;深股通
17,600615.SH,600615,10,农机;智能家居;西部大开发;长安汽车概念;机器人概念;比亚迪概念;新能源汽车;华为汽车;光伏概念;股权转让(并购重组)
33,000422.SZ,000422,14,化肥;煤化工概念;磷化工;氟化工概念;煤炭概念;可降解塑料;乡村振兴;国企改革;光刻胶;宁德时代概念;华为概念;股权转让(并购重组);融资融券;深股通
33,000630.SZ,000630,11,金属铜;黄金概念;金属镍;小金属概念;PCB概念;5G;锂电池概念;新能源汽车;国企改革;深股通;融资融券
17,600729.SH,600729,12,高股息精选;证金持股;IP经济(谷子经济);养老概念;西部大开发;黄金概念;互联网金融;人工智能;沪股通;融资融券;机器人概念;小米汽车
17,601083.SH,601083,12,航运概念;中韩自贸区;自由贸易港;统一大市场;上海国企改革;跨境电商;国企改革;上海自贸区;一带一路;海峡两岸;沪股通;融资融券
33,301507.SZ,301507,9,维生素;医药电商;医美概念;三胎概念;毛发医疗;医疗器械概念;共同富裕示范区;深股通;融资融券
17,601702.SH,601702,7,锂电池概念;新能源汽车;特斯拉概念;专精特新;比亚迪概念;融资融券;沪股通
17,688358.SH,688358,8,人工智能;AI应用;智能医疗;机器人概念;医疗器械概念;宠物经济;人民币贬值受益;融资融券
151,920576.BJ,920576,9,专精特新;商业航天;可控核聚变;西部大开发;核电;海工装备;融资融券;国企改革;卫星导航
17,600323.SH,600323,15,生物质能发电;天然气;碳交易;国企改革;绿色电力;固废处理;垃圾分类;污水处理;沪股通;融资融券;创投;氢能源;智慧城市;粤港澳大湾区;股权转让(并购重组)
33,300030.SZ,300030,12,家庭医生;智能医疗;医疗器械概念;细胞免疫治疗;数据要素;人工智能;DeepSeek概念;横琴新区;云计算;PPP概念;粤港澳大湾区;国企改革
17,600547.SH,600547,7,黄金概念;2025年报预增;数字经济;国企改革;证金持股;沪股通;融资融券
33,300645.SZ,300645,35,职业教育;数据要素;在线教育;AIGC概念;AI应用;智慧政务;AI智能体;华为鲲鹏;智慧城市;人脸识别;区块链;元宇宙;Web3.0;数字经济;华为欧拉;移动支付;数字货币;人工智能;DeepSeek概念;数字孪生;智谱AI;腾讯概念;阿里巴巴概念;百度概念;云计算;养老概念;食品安全;华为昇腾;蚂蚁集团概念;创投;物联网;体育产业;共同富裕示范区;华为概念;数据中心(AIDC)
33,300276.SZ,300276,18,新型工业化;长安汽车概念;特斯拉概念;机器人概念;智能物流;高端装备;无人驾驶;工业互联网;比亚迪概念;车联网(车路协同);人工智能;专精特新;军工;宁德时代概念;智能电网;芯片概念;融资融券;深股通
17,688095.SH,688095,12,AIGC概念;智慧政务;AI应用;信创;鸿蒙概念;DeepSeek概念;人工智能;福建自贸区;海峡两岸;人民币贬值受益;沪股通;融资融券
17,600793.SH,600793,4,西部大开发;国企改革;食品安全;电子纸
17,601811.SH,601811,22,高股息精选;IP经济(谷子经济);体育产业;NFT概念;文化传媒概念;职业教育;国企改革;知识产权保护;虚拟数字人;西部大开发;元宇宙;数字经济;AIGC概念;DeepSeek概念;数据确权;独角兽概念;AI应用;区块链;人工智能;百度概念;华为概念;沪股通
33,002101.SZ,002101,22,农机;国企改革;创投;横琴新区;一体化压铸;华为汽车;飞行汽车(eVTOL);机器人概念;低空经济;粤港澳大湾区;特斯拉概念;新能源汽车;无人机;比亚迪概念;华为概念;3D打印;宁德时代概念;毫米波雷达;汽车电子;5G;深股通;融资融券
17,603198.SH,603198,3,白酒概念;沪股通;融资融券
22,688189.SH,688189,6,流感;仿制药一致性评价;创新药;数字经济;ST板块;国企改革
17,603301.SH,603301,6,医疗器械概念;跨境电商;人民币贬值受益;医药电商;沪股通;融资融券
33,301023.SZ,301023,9,减速器;人形机器人;机器人概念;新能源汽车;专精特新;光伏概念;储能;特高压;融资融券
17,603656.SH,603656,10,食品安全;高端装备;机器视觉;金属回收;新型工业化;机器人概念;数字孪生;人工智能;储能;股权转让(并购重组)
33,000504.SZ,000504,9,细胞免疫治疗;CRO概念;污水处理;国企改革;动力电池回收;锂电池概念;智慧灯杆;股权转让(并购重组);摘帽
22,600239.SH,600239,7,特色小镇;物业管理;ST板块;工业大麻;养老概念;国企改革;西部大开发
17,688478.SH,688478,11,第三代半导体;存储芯片;华为海思概念股;芯片概念;光伏概念;比亚迪概念;专精特新;海峡两岸;沪股通;股权转让(并购重组);融资融券
17,605099.SH,605099,4,足球概念;体育产业;人民币贬值受益;沪股通
33,300878.SZ,300878,6,民营医院;肝炎概念;流感;创新药;医药电商;融资融券
33,002468.SZ,002468,10,统一大市场;智能物流;乡村振兴;人工智能;数字经济;长三角一体化;阿里巴巴概念;2026一季报预增;深股通;融资融券
17,600584.SH,600584,24,国家大基金持股;存储芯片;先进封装;中芯国际概念;共封装光学(CPO);汽车芯片;同花顺果指数;第三代半导体;芯片概念;苹果概念;汽车电子;毫米波雷达;智能穿戴;无人驾驶;机器人概念;物联网;人民币贬值受益;沪股通;融资融券;人工智能;绿色电力;央企国企改革;国企改革;股权转让(并购重组)
17,600256.SH,600256,12,煤化工概念;煤炭概念;页岩气;俄乌冲突概念;天然气;新疆振兴;碳中和;氢能源;西部大开发;一带一路;融资融券;沪股通
17,601020.SH,601020,11,金属铅;金属锌;黄金概念;金属铜;小金属概念;2025年报预增;一带一路;人民币贬值受益;西部大开发;沪股通;融资融券
33,300011.SZ,300011,13,高铁;人工智能;语音技术;低空经济;一带一路;高端装备;空气能热泵;机器人概念;汽车热管理;国企改革;储能;动力电池回收;高压快充
17,600011.SH,600011,11,超超临界发电;绿色电力;证金持股;雄安新区;国企改革;碳中和;风电;央企国企改革;核电;沪股通;融资融券
33,300376.SZ,300376,38,股权转让(并购重组);智慧城市;电力物联网;人工智能;数字乡村;ETC;军民融合;空气能热泵;东数西算(算力);虚拟电厂;华为概念;智能电网;换电概念;军工;数据中心(AIDC);柔性直流输电;新疆振兴;风电;商业航天;粤港澳大湾区;新能源汽车;充电桩;抽水蓄能;比亚迪概念;国企改革;储能;光伏建筑一体化;液冷服务器;绿色电力;特斯拉概念;高压快充;5G;锂电池概念;钠离子电池;芯片概念;第三代半导体;深股通;摘帽
33,301382.SZ,301382,30,东数西算(算力);云办公;云计算;云游戏;数据安全;5G;华为鲲鹏;智慧政务;腾讯概念;抖音概念(字节概念);华为概念;阿里巴巴概念;物联网;鸿蒙概念;AI智能体;AIGC概念;智慧城市;数据要素;元宇宙;华为手机;AI应用;人工智能;粤港澳大湾区;DeepSeek概念;数字经济;智能家居;蚂蚁集团概念;互联网金融;深股通;融资融券
17,601633.SH,601633,19,证金持股;同花顺漂亮100;两轮车;雄安新区;氢能源;沪股通;融资融券;同花顺出海50;DeepSeek概念;燃料电池;机器人概念;固态电池;车联网(车路协同);新能源汽车;无人驾驶;宁德时代概念;华为概念;智能座舱;MCU芯片
33,300477.SZ,300477,13,区块链;电力物联网;ST板块;金属镍;锂电池概念;光伏概念;比亚迪概念;充电桩;智能电网;新能源汽车;储能;金属铜;小金属概念
33,002629.SZ,002629,4,页岩气;俄乌冲突概念;天然气;光伏概念
33,300776.SZ,300776,15,MicroLED概念;第三代半导体;BC电池;先进封装;MiniLED;OLED;钙钛矿电池;消费电子概念;HJT电池;PCB概念;芯片概念;TOPCON电池;光伏概念;融资融券;深股通
17,601918.SH,601918,8,煤炭概念;煤化工概念;超超临界发电;国企改革;央企国企改革;风电;沪股通;融资融券
17,600573.SH,600573,5,啤酒概念;合成生物;旅游概念;国企改革;海峡两岸
17,688459.SH,688459,14,中俄贸易概念;黑龙江自贸区;国企改革;一带一路;高铁;人工智能;机器人概念;华为概念;专精特新;卫星导航;传感器;芯片概念;MCU芯片;融资融券
33,000737.SZ,000737,7,黄金概念;金属铜;小金属概念;PCB概念;国企改革;融资融券;深股通
17,600132.SH,600132,6,啤酒概念;高股息精选;西部大开发;融资融券;粤港澳大湾区;沪股通
17,600284.SH,600284,12,新型城镇化;水利;建筑节能;算力租赁;自由贸易港;车联网(车路协同);创投;国企改革;上海自贸区;证金持股;沪股通;融资融券
33,300042.SZ,300042,21,存储芯片;汽车芯片;芯片概念;东数西算(算力);算力租赁;华为昇腾;AI眼镜;消费电子概念;智能穿戴;时空大数据;华为鲲鹏;粤港澳大湾区;智慧城市;知识产权保护;虚拟数字人;DeepSeek概念;人民币贬值受益;跨境电商;国企改革;深股通;融资融券
33,002511.SZ,002511,5,三胎概念;IP经济(谷子经济);2025年报预增;深股通;融资融券
33,000790.SZ,000790,12,流感;医药电商;合成生物;装配式建筑;医美概念;创新药;眼科医疗;医疗器械概念;西部大开发;锂电池概念;氟化工概念;融资融券
17,600055.SH,600055,14,智能医疗;京津冀一体化;医疗器械概念;一带一路;DeepSeek概念;AI智能体;阿里巴巴概念;云计算;绿色电力;机器人概念;数据中心(AIDC);超导概念;沪股通;融资融券
33,300239.SZ,300239,7,维生素;医美概念;人造肉;跨境电商;西部大开发;化肥;专精特新
17,688613.SH,688613,2,医疗器械概念;融资融券
33,000881.SZ,000881,27,3D打印;核电;传感器;核污染防治;大飞机;光伏概念;高端装备;5G;光纤概念;低空经济;机器人概念;华为概念;一带一路;芯片概念;粤港澳大湾区;污水处理;PEEK材料;可降解塑料;医疗器械概念;雄安新区;国企改革;乡村振兴;航运概念;先进封装;幽门螺杆菌概念;深股通;中字头股票
17,600272.SH,600272,4,医药电商;民营医院;参股银行;国企改革
33,300882.SZ,300882,16,电力物联网;智能电网;AI应用;数字经济;人工智能;虚拟电厂;物联网;专精特新;储能;碳中和;传感器;新能源汽车;参股银行;汽车电子;深股通;融资融券
33,002103.SZ,002103,8,IP经济(谷子经济);跨境电商;数字经济;创投;一带一路;腾讯概念;虚拟现实;深股通
33,000066.SZ,000066,37,东数西算(算力);AI PC;中国AI 50;智能电网;数据中心(AIDC);数据安全;网络安全;信创;华为鲲鹏;国产操作系统;百度概念;量子科技;区块链;液冷服务器;卫星导航;5G;智慧城市;华为概念;车联网(车路协同);数字经济;DeepSeek概念;人工智能;芯片概念;商业航天;海工装备;军工;消费电子概念;军民融合;汽车电子;粤港澳大湾区;锂电池概念;央企国企改革;国企改革;钠离子电池;深股通;中字头股票;融资融券
17,601108.SH,601108,7,期货概念;蚂蚁集团概念;区块链;国企改革;共同富裕示范区;沪股通;融资融券
33,000636.SZ,000636,27,超级电容;共封装光学(CPO);AI眼镜;5G;液冷服务器;汽车电子;智能穿戴;高压快充;数据中心(AIDC);光伏概念;传感器;东数西算(算力);华为概念;商业航天;深股通;卫星导航;储能;比亚迪概念;粤港澳大湾区;小金属概念;锂电池概念;无人机;机器人概念;创投;低空经济;国企改革;融资融券
17,600415.SH,600415,28,IP经济(谷子经济);网红经济;超级品牌;统一大市场;跨境电商;参股券商;虚拟数字人;AI应用;跨境支付(CIPS);阿里巴巴概念;DeepSeek概念;数字货币;数据要素;互联网金融;绿色电力;中俄贸易概念;人工智能;共同富裕示范区;国企改革;数字经济;移动支付;同花顺中特估100;一带一路;同花顺出海50;数据中心(AIDC);沪股通;融资融券;航运概念
17,600519.SH,600519,8,超级品牌;白酒概念;证金持股;同花顺漂亮100;国企改革;西部大开发;沪股通;融资融券
33,002959.SZ,002959,12,宠物经济;网红经济;露营经济;三胎概念;跨境电商;净水概念;创投;拼多多概念;家用电器;粤港澳大湾区;融资融券;深股通
17,688232.SH,688232,21,AI应用;虚拟数字人;鸿蒙概念;数据要素;智慧政务;智谱AI;AI智能体;区块链;百度概念;数字经济;DeepSeek概念;云计算;阿里巴巴概念;腾讯概念;人工智能;智慧城市;MLOps概念;房屋检测;华为概念;沪股通;融资融券
17,601898.SH,601898,12,煤炭概念;煤化工概念;中字头股票;化肥;高股息精选;同花顺中特估100;证金持股;乡村振兴;国企改革;央企国企改革;沪股通;融资融券
17,688550.SH,688550,12,光刻胶;OLED;钙钛矿电池;人民币贬值受益;西部大开发;国企改革;乡村振兴;减肥药;创新药;股权转让(并购重组);沪股通;融资融券
17,603444.SH,603444,9,网络游戏;手机游戏;IP经济(谷子经济);福建自贸区;海峡两岸;2025年报预增;沪股通;2026一季报预增;融资融券
33,000006.SZ,000006,8,深圳国企改革;新型城镇化;粤港澳大湾区;物业管理;国企改革;证金持股;深股通;融资融券
33,300451.SZ,300451,25,家庭医生;DRG/DIP;养老概念;AI应用;AIGC概念;区块链;数据要素;鸿蒙概念;AI智能体;智能医疗;DeepSeek概念;人工智能;华为鲲鹏;蚂蚁集团概念;阿里巴巴概念;信创;云计算;医疗器械概念;物联网;华为昇腾;医药电商;华为概念;深股通;股权转让(并购重组);融资融券
33,002705.SZ,002705,10,宠物经济;三胎概念;中俄贸易概念;家用电器;人民币贬值受益;智能家居;机器人概念;小米概念;融资融券;深股通
17,688065.SH,688065,6,可降解塑料;合成生物;专精特新;同花顺新质50;沪股通;融资融券
17,600886.SH,600886,8,同花顺中特估100;证金持股;绿色电力;国企改革;央企国企改革;抽水蓄能;沪股通;融资融券
17,600882.SH,600882,6,乳业;三胎概念;数据要素;AI智能体;沪股通;融资融券
17,688696.SH,688696,13,跨境电商;手机游戏;西部大开发;智能家居;专精特新;机器视觉;百度概念;新能源汽车;智能座舱;AI眼镜;消费电子概念;融资融券;沪股通
33,300175.SZ,300175,8,土地流转;冷链物流;数字经济;人民币贬值受益;工业大麻;数据中心(AIDC);期货概念;摘帽
33,002490.SZ,002490,7,页岩气;天然气;国企改革;氢能源;海工装备;深股通;股权转让(并购重组)
17,600350.SH,600350,9,高股息精选;参股券商;PPP概念;参股银行;国企改革;智慧城市;沪股通;融资融券;绿色电力
33,301126.SZ,301126,11,民营医院;辅助生殖;维生素;流感;医疗器械概念;医美概念;无人零售;医药电商;物业管理;创新药;融资融券
33,000782.SZ,000782,1,军工
17,601688.SH,601688,7,期货概念;证金持股;参股银行;国企改革;互联网金融;沪股通;融资融券
17,603170.SH,603170,2,预制菜;沪股通
33,300900.SZ,300900,19,卫星导航;成飞概念;航空发动机;商业航天;大飞机;军民融合;军工;无人机;低空经济;海工装备;专精特新;飞行汽车(eVTOL);高端装备;碳纤维;机器人概念;人形机器人;黑龙江自贸区;深股通;融资融券
17,600642.SH,600642,16,高股息精选;证金持股;参股保险;抽水蓄能;绿色电力;天然气;上海国企改革;国企改革;虚拟电厂;钒电池;风电;沪股通;融资融券;氢能源;核电;储能
17,601999.SH,601999,11,数据确权;知识产权保护;文化传媒概念;在线教育;IP经济(谷子经济);AI应用;数字经济;参股保险;参股券商;国企改革;融资融券
33,300426.SZ,300426,11,短剧游戏;NFT概念;文化传媒概念;IP经济(谷子经济);AIGC概念;AI应用;抖音概念(字节概念);阿里巴巴概念;DeepSeek概念;人工智能;国企改革
33,002044.SZ,002044,19,家庭医生;阿里巴巴概念;数据要素;AIGC概念;人工智能;区块链;AI智能体;华为概念;AI应用;DeepSeek概念;牙科医疗;基因测序;智能医疗;中国AI 50;智能穿戴;养老概念;阿尔茨海默概念;深股通;融资融券
17,600739.SH,600739,11,参股券商;生物疫苗;参股保险;创新药;雄安新区;职业教育;页岩气;创投;2025年报预增;沪股通;融资融券
17,601199.SH,601199,9,PPP概念;水利;污水处理;绿色电力;参股银行;国企改革;智慧城市;沪股通;融资融券
17,600195.SH,600195,14,动物疫苗;维生素;禽流感;赛马概念;流感;宠物经济;乡村振兴;参股保险;国企改革;央企国企改革;2025年报预增;沪股通;中字头股票;融资融券
17,603719.SH,603719,6,乳业;网红经济;三胎概念;IP经济(谷子经济);沪股通;融资融券
33,301168.SZ,301168,8,锂电池概念;固态电池;专精特新;光伏概念;比亚迪概念;绿色电力;深股通;融资融券
33,301049.SZ,301049,7,汽车拆解概念;固废处理;金属回收;锂电池概念;储能;动力电池回收;融资融券
151,920275.BJ,920275,3,融资融券;宠物经济;合成生物
17,688102.SH,688102,16,航空发动机;商业航天;可控核聚变;3D打印;共封装光学(CPO);芯片概念;核电;特高压;新能源汽车;充电桩;独角兽概念;DeepSeek概念;医疗器械概念;西部大开发;沪股通;融资融券
17,688808.SH,688808,10,科创次新股;共封装光学(CPO);存储芯片;芯片概念;注册制次新股;专精特新;高端装备;2026一季报预增;新股与次新股;融资融券
33,000972.SZ,000972,9,农业种植;乡村振兴;新疆振兴;西部大开发;国企改革;维生素;医疗器械概念;股权转让(并购重组);摘帽
17,601019.SH,601019,7,文化传媒概念;职业教育;国企改革;DeepSeek概念;人工智能;沪股通;融资融券
33,300568.SZ,300568,13,钠离子电池;固态电池;锂电池概念;宁德时代概念;氢能源;储能;比亚迪概念;新能源汽车;机器人概念;DeepSeek概念;芯片概念;融资融券;深股通
17,603589.SH,603589,3,白酒概念;沪股通;融资融券
33,002690.SZ,002690,13,农机;医疗器械概念;智能医疗;人工智能;高股息精选;鸿蒙概念;食品安全;工业互联网;牙科医疗;机器人概念;机器视觉;深股通;融资融券
33,300844.SZ,300844,11,AIGC概念;新型城镇化;元宇宙;雄安新区;人工智能;百度概念;DeepSeek概念;旅游概念;乡村振兴;粤港澳大湾区;融资融券
33,002843.SZ,002843,15,数据中心(AIDC);AI PC;商业航天;消费电子概念;智能穿戴;高压快充;华为概念;军工;光伏概念;苹果概念;充电桩;储能;一带一路;深股通;融资融券
33,301335.SZ,301335,5,宠物经济;跨境电商;一带一路;股权转让(并购重组);融资融券
17,603310.SH,603310,5,氟化工概念;创投;专精特新;沪股通;融资融券
151,920982.BJ,920982,9,AI应用;医药电商;医疗器械概念;医美概念;创新药;合成生物;重组蛋白;融资融券;专精特新
