market_code,股票代码,所属概念,code,所属概念数量
17,603638.SH,减速器;人形机器人;工业母机;新型工业化;高端装备;机器人概念;智能电网;储能;雅下水电概念;融资融券;沪股通,603638,11
33,300668.SZ,ERP概念;数据确权;新型城镇化;华为概念;AIGC概念;股权转让(并购重组),300668,6
151,920876.BJ,2025年报预增;融资融券;鸿蒙概念;芯片概念;移动支付;物联网;消费电子概念;机器人概念;智能家居;智慧政务;数字经济;安防;在线教育;信创;人工智能;专精特新;AI PC;5G,920876,18
17,600376.SH,体育产业;京津冀一体化;新型城镇化;冰雪产业;雄安新区;物业管理;国企改革;租售同权;养老概念;融资融券;证金持股;沪股通,600376,12
33,002235.SZ,数据确权;Web3.0;知识产权保护;文化传媒概念;福建自贸区;网络安全;数据要素;NFT概念;独角兽概念;区块链;蚂蚁集团概念;海峡两岸;体育产业;比亚迪概念;物业管理;股权转让(并购重组);融资融券,002235,17
17,603776.SH,共享单车;机器人概念;无人驾驶;两轮车;物联网;燃料电池;养老概念;旅游概念;芯片概念;氢能源;存储芯片;蚂蚁集团概念;沪股通;股权转让(并购重组);融资融券,603776,15
17,688392.SH,先进封装;芯片概念;PET铜箔;液冷服务器;宁德时代概念;比亚迪概念;专精特新;固态电池;军工;沪股通;融资融券,688392,11
33,001260.SZ,长安汽车概念;华为汽车;小米汽车;比亚迪概念;小米概念,001260,5
17,603165.SH,污水处理;参股银行;回购增持再贷款概念;高股息精选;长三角一体化;传感器;芯片概念,603165,7
33,300655.SZ,光刻胶;中芯国际概念;国家大基金持股;存储芯片;OLED;芯片概念;宁德时代概念;比亚迪概念;无人驾驶;锂电池概念;融资融券;深股通,300655,12
17,688175.SH,6G概念;军工信息化;军工;物联网;5G;网络安全;数据要素;人工智能;股权转让(并购重组);融资融券,688175,10
17,688157.SH,华为手机;MR(混合现实);PCB概念;柔性屏(折叠屏);苹果概念;AI眼镜;小米汽车;AI手机;飞行汽车(eVTOL);消费电子概念;小米概念;比亚迪概念;特斯拉概念;无人驾驶;智能穿戴;低空经济;新能源汽车;机器人概念;华为汽车;华为概念;专精特新;固态电池;光刻胶;沪股通;融资融券,688157,25
33,300499.SZ,液冷服务器;数据中心;东数西算(算力);宁德时代概念;汽车电子;比亚迪概念;可控核聚变;新能源汽车;储能;充电桩;专精特新;特高压;柔性直流输电;阿里巴巴概念;腾讯概念;锂电池概念;军工;核电;抖音概念(字节概念);光伏概念;粤港澳大湾区;风电;一带一路;中俄贸易概念;天然气;深股通;融资融券,300499,27
151,920026.BJ,融资融券;苹果概念;芯片概念;特斯拉概念;消费电子概念;比亚迪概念;机器视觉;机器人概念;富士康概念;新能源汽车;光伏概念;专精特新;MR(混合现实);AI眼镜,920026,14
33,001306.SZ,减速器;人形机器人;工业母机;机器人概念;比亚迪概念;新能源汽车;专精特新;家用电器;智能家居;安防;共同富裕示范区;深股通;融资融券,001306,13
33,300300.SZ,海峡两岸;家庭医生;智慧城市;文化传媒概念;创投;数字经济;独角兽概念;人工智能;智能医疗;国企改革;东数西算(算力);医疗器械概念;充电桩;数据中心;2025年报预增;摘帽,300300,16
17,603650.SH,光刻胶;中芯国际概念;存储芯片;OLED;芯片概念;上海自贸区;可降解塑料;石墨烯;融资融券;沪股通,603650,10
33,300137.SZ,核污染防治;PM2.5;机器人概念;污水处理;水利;京津冀一体化;乡村振兴;碳中和;雄安新区;碳交易;区块链;摘帽,300137,12
22,603007.SH,机器人概念;ST板块;新型城镇化;新能源汽车;PPP概念;传感器;储能;装配式建筑;汽车芯片;股权转让(并购重组),603007,10
33,003018.SZ,,003018,0
151,920159.BJ,化肥;数字乡村;新股与次新股;融资融券,920159,4
17,688038.SH,数据要素;ERP概念;多模态AI;人工智能;华为鲲鹏;人脸识别;数字孪生;AI智能体;智慧城市;数据安全;华为欧拉;信创;智慧政务;数字经济;安防;DeepSeek概念;语音技术;车联网(车路协同);AI应用;华为概念;机器视觉;股权转让(并购重组);融资融券,688038,23
17,688207.SH,MLOps概念;华为昇腾;多模态AI;AI智能体;智慧政务;数据要素;元宇宙;空间计算;人脸识别;DeepSeek概念;人工智能;虚拟现实;车联网(车路协同);华为概念;智慧城市;互联网金融;AI PC;机器视觉;智能穿戴;无人机;无人驾驶;军工;机器人概念;体育产业;高铁;融资融券,688207,26
17,688251.SH,人形机器人;无人驾驶;新型工业化;机器人概念;新能源汽车;比亚迪概念;智能物流;物联网;专精特新;人工智能;数字孪生;融资融券,688251,12
17,688259.SH,芯片概念;星闪概念;WiFi 6;人形机器人;机器人概念;电力物联网;智能电网;阿里巴巴概念;融资融券,688259,9
33,002307.SZ,新型城镇化;新疆振兴;水利;PPP概念;雅下水电概念;乡村振兴;国企改革;西部大开发;一带一路;3D打印;DeepSeek概念;医疗器械概念;深股通;融资融券,002307,14
33,300301.SZ,ST板块;跨境电商;PPP概念;人民币贬值受益;储能,300301,5
33,301235.SZ,芯片概念;2025年报预增;专精特新;医疗器械概念;辅助生殖;回购增持再贷款概念;医疗废物处理;人工智能;智能医疗;融资融券,301235,10
33,301203.SZ,污水处理;碳中和;固废处理;固态电池;锂电池概念;融资融券,301203,6
33,301002.SZ,商业航天;智慧灯杆;智慧城市;机器人概念;人形机器人;体育产业;储能;光伏概念;融资融券,301002,9
33,002198.SZ,流感;医药电商;仿制药一致性评价;创新药;医疗器械概念;融资融券,002198,6
151,920522.BJ,锂电池概念;钠离子电池;融资融券;碳纤维;比亚迪概念;宁德时代概念;固态电池;专精特新,920522,8
33,000599.SZ,中韩自贸区;军民融合;大飞机;超级品牌;军工;国企改革;一带一路;股权转让(并购重组);石墨烯;长安汽车概念;新能源汽车;机器人概念;新型工业化;比亚迪概念;物联网;工业互联网;人民币贬值受益;华为概念,000599,18
33,300469.SZ,车联网(车路协同);无人驾驶;卫星导航;信创;数字乡村;数据要素;人工智能;云计算;智慧城市;智慧政务;DeepSeek概念;AI智能体;食品安全;工业大麻;腾讯概念;阿里巴巴概念;数字经济;区块链;冷链物流;AI应用;深股通;融资融券;股权转让(并购重组),300469,23
33,001278.SZ,农机;长安汽车概念;新能源汽车;比亚迪概念;机器视觉;汽车电子;无线充电,001278,7
22,688511.SH,商业航天;军工信息化;军民融合;军工;专精特新;锂电池概念;人工智能;ST板块;西部大开发,688511,9
33,000752.SZ,ST板块;啤酒概念;西部大开发;2025年报预增,000752,4
33,002135.SZ,装配式建筑;PPP概念;新型城镇化;养老概念;雄安新区;光伏建筑一体化;乡村振兴;绿色电力;体育产业;一带一路;储能;光伏概念;低空经济;深股通;可控核聚变;融资融券,002135,16
17,600015.SH,证金持股;跨境支付(CIPS);沪股通;融资融券,600015,4
17,688625.SH,专精特新;沪股通;融资融券,688625,3
33,300600.SZ,国产航母;军民融合;军工;商业航天;海工装备;核电;机器人概念;专精特新;风电;国企改革;储能;摘帽,300600,12
17,603088.SH,液冷服务器;工业母机;汽车热管理;比亚迪概念;小米概念;芯片概念;宁德时代概念;特斯拉概念;高端装备;新型工业化;新能源汽车;专精特新;锂电池概念;空气能热泵;氢能源;动力电池回收;国企改革;沪股通;融资融券,603088,19
17,600889.SH,光刻机;工业母机;人形机器人;机器人概念;风电;国企改革;参股券商;商业航天;沪股通;股权转让(并购重组),600889,10
151,920906.BJ,2025年报预增;高端装备;长安汽车概念;融资融券;机器人概念;比亚迪概念;智能座舱;无人驾驶;新能源汽车,920906,9
151,920510.BJ,芯片概念;融资融券;机器人概念;新能源汽车;减速器;人形机器人;专精特新,920510,7
33,000796.SZ,海南自贸区;免税店;旅游概念;冰雪产业;海峡两岸;露营经济;乡村振兴;体育产业;互联网金融;跨境支付(CIPS);国企改革;养老概念;回购增持再贷款概念;深股通,000796,14
33,002769.SZ,AI应用;AIGC概念;信创;钠离子电池;跨境电商;粤港澳大湾区;虚拟电厂;储能;碳交易;绿色电力;一带一路;国企改革,002769,12
33,002177.SZ,互联网金融;人脸识别;国产操作系统;数字经济;创投;物业管理;粤港澳大湾区;深股通;融资融券,002177,9
33,300371.SZ,雄安新区;专精特新;传感器;水利;物联网;智慧城市;绿色电力;华为概念;人工智能;核电;DeepSeek概念;AI智能体,300371,12
17,688279.SH,芯片概念;新能源汽车;机器人概念;沪股通;融资融券,688279,5
17,600292.SH,风电;碳中和;期货概念;土壤修复;绿色电力;央企国企改革;西部大开发;污水处理;PPP概念;国企改革;动力电池回收;乡村振兴;锂电池概念;融资融券;沪股通;股权转让(并购重组),600292,16
33,300375.SZ,长安汽车概念;传感器;小米汽车;华为汽车;汽车热管理;比亚迪概念;新能源汽车;小米概念;储能;京津冀一体化;宁德时代概念;百度概念,300375,12
33,002105.SZ,共享单车;海峡两岸;体育产业;养老概念;三胎概念;医疗器械概念;两轮车;小米概念;人民币贬值受益,002105,9
17,603272.SH,长三角一体化;共同富裕示范区;专精特新;工业互联网;回购增持再贷款概念,603272,5
17,688552.SH,军民融合;军工信息化;军工;低空经济;央企国企改革;专精特新;国企改革;沪股通;融资融券,688552,9
17,600725.SH,化肥;煤化工概念;煤炭概念;股权转让(并购重组);西部大开发;国企改革;超超临界发电,600725,7
33,002407.SZ,钠离子电池;氟化工概念;PVDF概念;固态电池;动力电池回收;锂电池概念;硅能源;储能;比亚迪概念;特斯拉概念;新能源汽车;回购增持再贷款概念;中芯国际概念;存储芯片;工业互联网;第三代半导体;芯片概念;创投;数字孪生;融资融券;深股通;独角兽概念,002407,22
17,688519.SH,共封装光学(CPO);PCB概念;存储芯片;MiniLED;5G;新能源汽车;2025年报预增;华为概念;专精特新;沪股通;融资融券,688519,11
17,603258.SH,手机游戏;网络游戏;电子竞技;AIGC概念;短剧游戏;AI智能体;虚拟现实;创投;沪股通,603258,9
33,002831.SZ,可降解塑料;宠物经济;机器人概念;深股通;融资融券,002831,5
17,603081.SH,机器人概念;体育产业;旅游概念;雄安新区;一带一路;人形机器人;虚拟现实;IP经济(谷子经济);数字经济;人工智能;DeepSeek概念;元宇宙;阿里巴巴概念;文化传媒概念;沪股通,603081,15
33,301227.SZ,黑龙江自贸区;装配式建筑;建筑节能;碳中和;智能家居;融资融券,301227,6
17,600593.SH,冰雪产业;旅游概念;IP经济(谷子经济);体育产业;露营经济;参股银行;国企改革;元宇宙;股权转让(并购重组),600593,9
33,002261.SZ,华为昇腾;华为欧拉;国产操作系统;信创;华为鲲鹏;华为盘古;东数西算(算力);智慧政务;移动支付;云计算;算力租赁;鸿蒙概念;蚂蚁集团概念;车联网(车路协同);阿里巴巴概念;在线教育;智慧城市;华为概念;物联网;人工智能;DeepSeek概念;虚拟数字人;工业互联网;机器人概念;手机游戏;智能医疗;托育服务;三胎概念;深股通;融资融券;AI应用,002261,31
33,301281.SZ,维生素;仿制药一致性评价;数字经济;股权转让(并购重组);融资融券,301281,5
33,002840.SZ,养鸡;猪肉;预制菜;冷链物流;碳中和;回购增持再贷款概念;深股通;融资融券,002840,8
33,000985.SZ,黑龙江自贸区;国企改革;央企国企改革,000985,3
17,688758.SH,2025三季报预增;融资融券,688758,2
17,605056.SH,特高压;高端装备;储能;抽水蓄能;无人机;机器人概念;核电;职业教育;人工智能;风电;军工;低空经济;沪股通,605056,13
17,688755.SH,注册制次新股;专精特新;科创次新股;新股与次新股;融资融券,688755,5
17,688070.SH,军民融合;无人机;低空经济;时空大数据;智慧城市;专精特新;职业教育;西部大开发;融资融券,688070,9
151,920627.BJ,人形机器人;锂电池概念;融资融券;消费电子概念;新型烟草(电子烟);固态电池;储能;人民币贬值受益;两轮车,920627,9
17,600148.SH,中俄贸易概念;无人机;换电概念;专精特新;军工;国企改革;传感器;新能源汽车;一带一路;央企国企改革,600148,10
33,300020.SZ,智慧城市;智慧政务;元宇宙;数字乡村;数字孪生;数字经济;华为鲲鹏;数据要素;人工智能;东数西算(算力);百度概念;区块链;阿里巴巴概念;ETC;ST板块;智能医疗;创投;共同富裕示范区;车联网(车路协同);华为概念;家庭医生;数据中心;机器人概念;无人驾驶,300020,24
33,002835.SZ,人脸识别;安防;智慧城市;物联网;人工智能;数字经济;网络安全;数据安全;人民币贬值受益,002835,9
33,300475.SZ,存储芯片;芯片概念;2025年报预增;数据中心;人民币贬值受益;抖音概念(字节概念);阿里巴巴概念;粤港澳大湾区;腾讯概念;家用电器;深股通;融资融券,300475,12
17,603048.SH,长安汽车概念;新能源汽车;比亚迪概念;共同富裕示范区;专精特新;数字孪生,603048,6
17,688479.SH,云计算;ERP概念;AI智能体;DeepSeek概念;数字经济;人工智能;融资融券,688479,7
33,300017.SZ,算力租赁;云计算;虚拟数字人;AIGC概念;多模态AI;华为鲲鹏;东数西算(算力);AI智能体;数据安全;网络安全;信创;元宇宙;在线教育;DeepSeek概念;数据中心;液冷服务器;数字经济;人工智能;阿尔茨海默概念;一带一路;深股通;融资融券;人民币贬值受益,300017,23
33,301045.SZ,小米概念;华为概念;融资融券,301045,3
17,603986.SH,存储芯片;汽车芯片;MCU芯片;芯片概念;无线耳机;汽车电子;小米概念;传感器;锂电池概念;人形机器人;光伏概念;人民币贬值受益;物联网;回购增持再贷款概念;融资融券;沪股通,603986,16
151,920169.BJ,2025年报预增;高铁;风电;跨境电商;核电;融资融券;成飞概念;商业航天;军民融合;军工;共同富裕示范区;人民币贬值受益;专精特新,920169,13
17,688607.SH,智能医疗;人工智能;AI应用;传感器;宠物经济;融资融券,688607,6
17,688297.SH,军民融合;军工;无人机;低空经济;人工智能;央企国企改革;西部大开发;国企改革;沪股通;中字头股票;融资融券,688297,11
17,688252.SH,芯片概念;消费电子概念;智能穿戴;智能音箱;电子纸;人民币贬值受益;高压快充;海峡两岸;抖音概念(字节概念);沪股通;融资融券,688252,11
17,603096.SH,IP经济(谷子经济);文化传媒概念;知识产权保护;华为概念,603096,4
17,688347.SH,国家大基金持股;存储芯片;芯片概念;消费电子概念;上海国企改革;国企改革;沪股通;融资融券,688347,8
17,603161.SH,燃料电池;氢能源;回购增持再贷款概念;一带一路;长安汽车概念;新能源汽车;人民币贬值受益;华为汽车;比亚迪概念,603161,9
33,002246.SZ,核污染防治;军民融合;军工;专精特新;商业航天;核电;垃圾分类;西部大开发;国企改革;深股通;融资融券,002246,11
17,688721.SH,芯片概念;专精特新;沪股通;融资融券,688721,4
33,300516.SZ,中船系;军工信息化;卫星导航;军民融合;商业航天;量子科技;军工;低空经济;无人机;数字经济;无人驾驶;海工装备;传感器;央企国企改革;光纤概念;专精特新;芯片概念;国企改革;深股通,300516,19
17,603626.SH,富士康概念;新型烟草(电子烟);苹果概念;AI PC;特斯拉概念;柔性屏(折叠屏);智能音箱;无线耳机;消费电子概念;智能穿戴;机器人概念;储能;华为概念;固态电池;虚拟现实;人民币贬值受益;元宇宙;海峡两岸;沪股通;融资融券,603626,20
17,600721.SH,青蒿素;物业管理;合成生物;流感;细胞免疫治疗;CRO概念;肝炎概念;新疆振兴;创新药;西部大开发;减肥药,600721,11
22,605081.SH,雄安新区;污水处理;ST板块;乡村振兴;东数西算(算力);股权转让(并购重组),605081,6
17,688669.SH,钙钛矿电池;石墨烯;可降解塑料;光刻胶;磷化工;融资融券,688669,6
17,601599.SH,短剧游戏;文化传媒概念;多模态AI;人工智能;DeepSeek概念;AI应用;国企改革;一带一路,601599,8
17,603819.SH,新能源汽车;风电;安防;股权转让(并购重组),603819,4
33,300352.SZ,数字水印;华为鲲鹏;财税数字化;国产操作系统;信创;数据安全;网络安全;数字货币;量子科技;军工信息化;云计算;智慧政务;智慧城市;互联网金融;语音技术;云办公;鸿蒙概念;安防;区块链;低空经济;华为盘古;军工;DeepSeek概念;华为概念;智谱AI;物联网;军民融合;人工智能;ChatGPT概念;工业互联网;百度概念;商业航天;智能家居;脑机接口;深股通;融资融券,300352,36
17,688592.SH,卫星导航;商业航天;车联网(车路协同);无人机;低空经济;物联网;腾讯概念;无人驾驶;芯片概念;专精特新;机器人概念;乡村振兴;农机;融资融券,688592,14
33,003017.SZ,2025年报预增;PEEK材料;中俄贸易概念;氟化工概念;芯片概念;化肥,003017,6
33,002971.SZ,燃料电池;芯片概念;专精特新;氢能源;氟化工概念;有机硅概念;天然气;深股通,002971,8
33,000929.SZ,ST板块;污水处理;西部大开发;啤酒概念;股权转让(并购重组),000929,5
33,000972.SZ,ST板块;医疗器械概念;维生素;乡村振兴;农业种植;股权转让(并购重组);新疆振兴;西部大开发;国企改革,000972,9
33,002868.SZ,ST板块;合成生物;POE胶膜;宠物经济;光伏概念;股权转让(并购重组),002868,6
33,001211.SZ,露营经济;三胎概念;跨境电商;预制菜;IP经济(谷子经济),001211,5
33,000695.SZ,固态电池;锂电池概念;光伏概念;储能,000695,4
17,600184.SH,国产航母;军民融合;军工;人形机器人;机器视觉;机器人概念;AI眼镜;专精特新;光纤概念;央企国企改革;回购增持再贷款概念;国企改革;沪股通;融资融券,600184,14
151,920706.BJ,芯片概念;工业母机;融资融券;海峡两岸;互联网金融;中俄贸易概念;专精特新;一带一路,920706,8
33,300551.SZ,存储芯片;芯片概念;数字货币;专精特新;互联网金融;虚拟数字人;绿色电力,300551,7
33,002989.SZ,芯片概念;新型城镇化;粤港澳大湾区;人工智能;国企改革;深股通,002989,6
33,300983.SZ,新型城镇化;融资融券,300983,2
33,300635.SZ,安防;新型城镇化;智慧城市;低空经济;数字孪生;水利;华为鲲鹏;人工智能;数据要素;5G;AI智能体;污水处理;乡村振兴;土壤修复;东数西算(算力);数据中心;国企改革;风电;股权转让(并购重组),300635,19
17,600708.SH,租售同权;特色小镇;土地流转;上海国企改革;物业管理;统一大市场;新型城镇化;乡村振兴;国企改革;冷链物流;沪股通;融资融券,600708,12
33,001267.SZ,共封装光学(CPO);铜缆高速连接;土壤修复;污水处理;新型城镇化;乡村振兴;深股通;股权转让(并购重组),001267,8
33,300736.SZ,区块链;华为概念;苹果概念,300736,3
33,300626.SZ,家用电器;特斯拉概念;机器人概念;国企改革;新能源汽车;医药电商;军工,300626,7
151,920436.BJ,融资融券;百度概念;无人驾驶;新能源汽车;专精特新;充电桩,920436,6
17,603341.SH,智能音箱;星闪概念;AI眼镜;智能穿戴;无线耳机;智能座舱;消费电子概念;小米概念;AI PC;无线充电;虚拟现实;汽车电子;5G;空间计算;华为概念;机器人概念;物联网;车联网(车路协同);小米汽车;PCB概念;数字经济;创投;回购增持再贷款概念;一带一路;沪股通;融资融券,603341,26
33,002173.SZ,高压氧舱;脑机接口;华为昇腾;智能医疗;人工智能;DeepSeek概念;养老概念;医疗器械概念;医美概念;民营医院;眼科医疗;三胎概念;共同富裕示范区;深股通;融资融券,002173,15
17,603421.SH,MCU芯片;芯片概念;电力物联网;虚拟电厂;智能电网;充电桩;光伏概念;华为概念;储能;鸿蒙概念,603421,10
33,003021.SZ,减速器;人形机器人;华为汽车;新型工业化;新能源汽车;比亚迪概念;机器人概念;小米概念;充电桩;MR(混合现实);5G;华为概念;医疗器械概念;融资融券;深股通,003021,15
151,920751.BJ,股权转让(并购重组);融资融券;燃料电池;氢能源;专精特新,920751,5
17,600493.SH,海峡两岸;创投;人民币贬值受益,600493,3
22,603813.SH,ST板块;冷链物流;统一大市场;智能物流;数字经济;粤港澳大湾区;燃料电池;氢能源,603813,8
33,301305.SZ,碳交易;PPP概念;生物质能发电;固废处理;三胎概念;碳中和;合成生物;可降解塑料;垃圾分类;粤港澳大湾区;绿色电力;人工智能;创新药;深股通;融资融券,301305,15
33,300607.SZ,人形机器人;工业母机;新型工业化;飞行汽车(eVTOL);无人机;机器人概念;低空经济;高端装备;机器视觉;工业互联网;比亚迪概念;新能源汽车;物联网;华为欧拉;富士康概念;华为概念;华为鲲鹏;人工智能;粤港澳大湾区;宁德时代概念;智谱AI;光伏概念;一带一路;阿里巴巴概念;锂电池概念;融资融券;深股通,300607,27
33,300147.SZ,细胞免疫治疗;ST板块;医药电商;流感;创新药;辅助生殖;禽流感;医疗器械概念;横琴新区;粤港澳大湾区;数字经济,300147,11
33,300006.SZ,细胞免疫治疗;仿制药一致性评价;幽门螺杆菌概念;创新药;眼科医疗;医药电商;肝炎概念;辅助生殖;医疗器械概念;西部大开发;知识产权保护;国企改革;融资融券,300006,13
33,002756.SZ,锂电池概念;特钢概念;军工;核电;互联网金融;融资融券;深股通,002756,7
33,301197.SZ,新型城镇化;建筑节能;雄安新区;智慧城市;专精特新;人工智能;华为概念;蚂蚁集团概念;数据要素;信创;华为鲲鹏;回购增持再贷款概念;融资融券,301197,13
33,300580.SZ,人形机器人;华为汽车;工业母机;新型工业化;特斯拉概念;机器人概念;新能源汽车;机器视觉;比亚迪概念;燃料电池;氢能源;深股通,300580,12
17,600615.SH,智能家居;西部大开发;农机;机器人概念;光伏概念;比亚迪概念;新能源汽车;长安汽车概念;华为汽车;股权转让(并购重组),600615,10
33,002741.SZ,固态电池;PET铜箔;钠离子电池;锂电池概念;动力电池回收;宁德时代概念;氟化工概念;PCB概念;富士康概念;先进封装;比亚迪概念;芯片概念;消毒剂;5G;融资融券;深股通,002741,16
17,688528.SH,智慧城市;低空经济;物联网;专精特新;长安汽车概念;传感器;西部大开发;汽车电子;股权转让(并购重组);融资融券,688528,10
33,300219.SZ,柔性屏(折叠屏);MiniLED;MicroLED概念;粤港澳大湾区;消费电子概念;汽车电子;新能源汽车;比亚迪概念;长安汽车概念;华为汽车;小米概念;MR(混合现实);无人机;小米汽车;华为概念;芯片概念;虚拟现实;车联网(车路协同);回购增持再贷款概念;国企改革;光刻机;互联网金融;文化传媒概念;深股通;融资融券,300219,25
33,000014.SZ,深圳国企改革;物业管理;国企改革;粤港澳大湾区;股权转让(并购重组),000014,5
17,688455.SH,专精特新;储能;机器人概念;智能物流;跨境电商;融资融券,688455,6
17,688585.SH,机器人概念;燃料电池;风电;一带一路;沪股通;股权转让(并购重组);融资融券,688585,7
33,300099.SZ,军民融合;商业航天;军工信息化;军工;高铁;无人驾驶;机器人概念;燃料电池;氢能源;华为概念;鸿蒙概念;区块链;多模态AI;5G;2025年报预增;深股通;融资融券,300099,17
17,688583.SH,空间计算;3D打印;大飞机;阿里巴巴概念;专精特新;机器人概念;比亚迪概念;宁德时代概念;特斯拉概念;融资融券,688583,10
17,603955.SH,宠物经济;PPP概念;新型城镇化;雄安新区;碳中和;旅游概念;特色小镇;机器人概念;股权转让(并购重组),603955,9
33,002920.SZ,智能座舱;同花顺新质50;无人驾驶;小米汽车;华为汽车;传感器;长安汽车概念;车联网(车路协同);汽车电子;毫米波雷达;英伟达概念;比亚迪概念;机器人概念;华为概念;百度概念;粤港澳大湾区;数字经济;中国AI 50;海峡两岸;回购增持再贷款概念;深股通;融资融券,002920,22
33,300268.SZ,ST板块;预制菜;三胎概念;人民币贬值受益,300268,4
33,000007.SZ,粤港澳大湾区;物业管理,000007,2
33,002628.SZ,装配式建筑;新疆振兴;PPP概念;西部大开发;氟化工概念;机器人概念;无人驾驶;小金属概念;融资融券,002628,9
33,300970.SZ,农业种植;合成生物;乡村振兴;融资融券,300970,4
33,300497.SZ,有机硅概念;锂电池概念;化肥;人造肉;光刻胶;猴痘概念;CRO概念;合成生物;创新药;肝炎概念;融资融券;深股通,300497,12
33,300466.SZ,无人机;网络安全;机器人概念;智能物流;工业互联网;换电概念;华为概念;数据中心;新型工业化;一带一路;人工智能;机器视觉;数据安全;新能源汽车;鸿蒙概念;光伏概念;燃料电池;比亚迪概念;C2M概念;云计算;国企改革;AI应用;深股通,300466,23
17,603903.SH,PPP概念;雄安新区;污水处理;京津冀一体化;氢能源;股权转让(并购重组),603903,6
17,600671.SH,医疗器械概念;眼科医疗;国企改革;摘帽,600671,4
33,002050.SZ,人形机器人;汽车热管理;同花顺新质50;华为汽车;特斯拉概念;长安汽车概念;新能源汽车;机器人概念;小米概念;比亚迪概念;同花顺出海50;液冷服务器;家用电器;空气能热泵;数据中心;宁德时代概念;燃料电池;储能;深股通;融资融券;DeepSeek概念;一带一路;回购增持再贷款概念,002050,23
33,301276.SZ,体育产业;三胎概念;IP经济(谷子经济);融资融券,301276,4
17,688112.SH,苹果概念;芯片概念;英伟达概念;专精特新;华为概念;人民币贬值受益;粤港澳大湾区;沪股通;融资融券,688112,9
17,601026.SH,注册制次新股;碳纤维;丙烯酸;专精特新;新能源汽车;风电;光伏概念;储能;海工装备;锂电池概念;芯片概念;新股与次新股;融资融券,601026,13
33,301055.SZ,IP经济(谷子经济);DeepSeek概念;AI智能体;NFT概念;跨境电商;露营经济;家用电器;物联网;超级品牌;2025年报预增;融资融券,301055,11
33,000908.SZ,眼科医疗;流感;创新药;ST板块;仿制药一致性评价;基因测序;医美概念;医疗器械概念;消毒剂,000908,9
33,300605.SZ,云办公;Sora概念(文生视频);智慧政务;在线教育;AIGC概念;虚拟数字人;华为鲲鹏;数据要素;数字乡村;数据安全;AI智能体;网络安全;国产操作系统;鸿蒙概念;腾讯概念;智慧城市;语音技术;福建自贸区;人脸识别;人工智能;养老概念;海峡两岸;DeepSeek概念;智能医疗;卫星导航;体育产业;东数西算(算力);新型城镇化;华为概念;无人机;水利;乡村振兴;数据中心;机器视觉;眼科医疗;AI应用,300605,36
17,600807.SH,物业管理;生态农业;基因测序;国企改革;猴痘概念;医疗器械概念,600807,6
17,688600.SH,可控核聚变;专精特新;DeepSeek概念;医疗器械概念;氢能源;2025年报预增;融资融券,688600,7
17,688155.SH,固态电池;2025年报预增;宁德时代概念;专精特新;新型工业化;锂电池概念;新能源汽车;机器人概念;高端装备;燃料电池;人工智能;DeepSeek概念;一带一路;沪股通;融资融券,688155,15
33,000793.SZ,ST板块;海南自贸区;化债概念(AMC概念);农业种植;旅游概念;乡村振兴;创投;数字经济;信创;区块链;参股券商;人工智能;网红经济;手机游戏;文化传媒概念;网络游戏;抖音概念(字节概念),000793,17
33,301626.SZ,宁德时代概念;液冷服务器;消费电子概念;汽车热管理;汽车电子;华为概念;深股通;融资融券,301626,8
17,688691.SH,汽车芯片;存储芯片;MCU芯片;芯片概念;5G;中芯国际概念;小米概念;专精特新;卫星导航;上海自贸区;沪股通;融资融券,688691,12
151,920670.BJ,AI应用;数字孪生;AIGC概念;融资融券;虚拟现实;智能医疗;人工智能;数字经济;专精特新;AI智能体;3D打印,920670,11
17,605303.SH,新型城镇化;旅游概念;PPP概念;存储芯片;雄安新区;乡村振兴;芯片概念;共同富裕示范区,605303,8
33,002650.SZ,ST板块,002650,1
17,600733.SH,网约车;车联网(车路协同);无人驾驶;智能座舱;星闪概念;华为汽车;小米汽车;华为概念;百度概念;DeepSeek概念;京津冀一体化;换电概念;汽车芯片;新能源汽车;一体化压铸;充电桩;燃料电池;储能;国企改革;高压快充;固态电池;动力电池回收;沪股通;融资融券,600733,24
33,300691.SZ,安防;车联网(车路协同);无人驾驶;智能座舱;汽车电子;机器视觉;物联网;智能物流;智能穿戴;毫米波雷达;智慧城市;虚拟现实;无人机;MicroLED概念;AI眼镜;机器人概念;消费电子概念;华为概念;比亚迪概念;新能源汽车;人工智能;元宇宙;深股通;融资融券,300691,24
17,600303.SH,燃料电池;长安汽车概念;氢能源;新能源汽车;军工;摘帽,600303,6
151,920198.BJ,数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;融资融券;股权转让(并购重组);数据要素;安防;国企改革;创投;人工智能,920198,13
17,600985.SH,煤炭概念;煤化工概念;超超临界发电;民爆概念;国企改革;绿色电力;华为概念;融资融券;沪股通,600985,9
33,002387.SZ,MicroLED概念;柔性屏(折叠屏);人脸识别;OLED;智能穿戴;虚拟现实;汽车电子;小米概念;绿色电力;消费电子概念;芯片概念;华为手机;深股通;股权转让(并购重组);融资融券,002387,15
17,600756.SH,DRG/DIP;财税数字化;AIGC概念;智慧政务;在线教育;AI智能体;云计算;信创;国资云;同花顺新质50;DeepSeek概念;人工智能;数字孪生;工业互联网;养老概念;国企改革;回购增持再贷款概念;沪股通;融资融券,600756,19
