market_code,股票代码,所属概念,code,所属概念数量
33,300706.SZ,钙钛矿电池;HJT电池;PET铜箔;钒电池;小金属概念;超导概念;福建自贸区;第三代半导体;光伏概念;OLED;存储芯片;海峡两岸;芯片概念;消费电子概念;专精特新;深股通,300706,16
33,002015.SZ,光伏概念;华为数字能源;智能电网;虚拟电厂;换电概念;抽水蓄能;储能;高压快充;充电桩;风电;数据中心;碳中和;新能源汽车;宁德时代概念;华为概念;水利;锂电池概念;英伟达概念;东数西算(算力);长三角一体化;动力电池回收;算力租赁;碳交易;绿色电力;百度概念;数字经济;蚂蚁集团概念;区块链;生物质能发电;融资融券;深股通,002015,31
33,000822.SZ,钒电池;国企改革;污水处理;氢能源;固态电池;深股通;融资融券,000822,7
17,603192.SH,汽车热管理;新能源汽车;专精特新,603192,3
33,002595.SZ,海工装备;深股通;融资融券;风电;工业母机,002595,5
151,920046.BJ,高铁;融资融券;智能电网;数据中心;抖音概念(字节概念);光伏概念;储能;专精特新;一带一路,920046,9
33,002810.SZ,锂电池概念;专精特新;人民币贬值受益;融资融券;深股通,002810,5
33,000831.SZ,稀土永磁;小金属概念;央企国企改革;国企改革;同花顺中特估100;深股通;中字头股票;融资融券,000831,8
33,002532.SZ,俄乌冲突概念;钠离子电池;锂电池概念;新疆振兴;回购增持再贷款概念;西部大开发;融资融券;深股通,002532,8
33,301317.SZ,数据中心;2025年报预增;专精特新;新能源汽车;空气能热泵;中俄贸易概念;共同富裕示范区;人工智能;污水处理;深股通;融资融券,301317,11
33,000932.SZ,特钢概念;同花顺中特估100;国企改革;绿色电力;回购增持再贷款概念;海工装备;高铁;核电;军工;新能源汽车;深股通;融资融券;华为概念,000932,13
17,688680.SH,BC电池;钙钛矿电池;POE胶膜;光伏概念;新能源汽车;融资融券,688680,6
33,002517.SZ,网络游戏;手机游戏;电子竞技;NFT概念;AIGC概念;元宇宙;腾讯概念;鸿蒙概念;虚拟现实;区块链;IP经济(谷子经济);人工智能;华为概念;数字经济;AI眼镜;AI应用;深股通;融资融券,002517,18
33,300594.SZ,液冷服务器;数据中心;低空经济;芯片概念;飞行汽车(eVTOL);专精特新;高铁;光伏概念;比亚迪概念;烟草;换电概念;空气能热泵;储能;充电桩;汽车热管理;新能源汽车;农机;风电;回购增持再贷款概念,300594,19
17,600751.SH,天津自贸区;京津冀一体化;航运概念;人民币贬值受益;融资融券;沪股通,600751,6
33,300671.SZ,MCU芯片;汽车芯片;存储芯片;先进封装;MiniLED;WiFi 6;第三代半导体;无线耳机;芯片概念;5G;毫米波雷达;新型烟草(电子烟);专精特新;智能家居;粤港澳大湾区;海峡两岸;深股通;融资融券,300671,18
17,601168.SH,金属锌;金属铅;黄金概念;金属铜;金属镍;小金属概念;金属回收;盐湖提锂;钒电池;锂电池概念;西部大开发;沪股通;融资融券;国企改革,601168,14
33,301550.SZ,减速器;人形机器人;新能源汽车;机器人概念;专精特新;人民币贬值受益;农机;工业互联网;数字经济;深股通;融资融券,301550,11
33,002271.SZ,房屋检测;高股息精选;同花顺中特估100;装配式建筑;建筑节能;地下管网;光伏建筑一体化;冰雪产业;新型城镇化;雄安新区;同花顺漂亮100;乡村振兴;绿色电力;回购增持再贷款概念;海工装备;一带一路;水利;核电;高铁;石墨烯;数字经济;光伏概念;抽水蓄能;储能;充电桩;深股通;融资融券;数据中心,002271,28
17,600961.SH,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;央企国企改革;国企改革;融资融券;沪股通,600961,10
17,605288.SH,新能源汽车;光伏概念;一带一路;创投;人民币贬值受益;智能家居;医疗器械概念;智能医疗;沪股通,605288,9
33,300881.SZ,光热发电;特钢概念;超超临界发电;氢能源;核电;新能源汽车;一体化压铸;专精特新;比亚迪概念;创投;减速器;融资融券,300881,12
33,300265.SZ,柔性直流输电;成飞概念;商业航天;大飞机;特高压;军民融合;智能电网;军工;海工装备;风电;光纤概念;光伏概念;机器人概念;5G,300265,14
17,600301.SH,金属铅;金属锌;金属铜;小金属概念;西部大开发;国企改革;DeepSeek概念;沪股通,600301,8
33,300395.SZ,PCB概念;OLED;5G;芯片概念;光伏概念;同花顺新质50;融资融券;深股通,300395,8
33,300063.SZ,小红书概念;快手概念;Sora概念(文生视频);AIGC概念;AI应用;文化传媒概念;抖音概念(字节概念);阿里巴巴概念;百度概念;腾讯概念;网红经济;职业教育;人工智能;独角兽概念;华为概念;丙烯酸;2025年报预增;长安汽车概念;光刻胶;深股通,300063,20
17,688167.SH,共封装光学(CPO);光纤概念;光刻机;先进封装;存储芯片;MicroLED概念;MR(混合现实);OLED;芯片概念;消费电子概念;3D打印;可控核聚变;智能座舱;虚拟现实;机器视觉;无人驾驶;回购增持再贷款概念;西部大开发;医美概念;沪股通;融资融券,688167,21
33,300113.SZ,云游戏;算力租赁;抖音概念(字节概念);多模态AI;AIGC概念;云计算;虚拟数字人;Web3.0;AI智能体;腾讯概念;电子竞技;NFT概念;百度概念;手机游戏;数据确权;东数西算(算力);元宇宙;文化传媒概念;区块链;DeepSeek概念;虚拟现实;人工智能;英伟达概念;数据中心;智能医疗;华为概念;IP经济(谷子经济);AI应用;深股通;融资融券,300113,30
33,002865.SZ,BC电池;钙钛矿电池;TOPCON电池;商业航天;光伏概念;海南自贸区;新能源汽车;融资融券;深股通,002865,9
17,603031.SH,共封装光学(CPO);芯片概念;AI PC;储能;固态电池;锂电池概念;商业航天;回购增持再贷款概念;华为概念;股权转让(并购重组);跨境电商;超级品牌;沪股通,603031,13
33,002533.SZ,柔性直流输电;特高压;智能电网;高压快充;风电;可控核聚变;核电;超导概念;充电桩;储能;光伏概念;雅下水电概念;新能源汽车;高铁;特斯拉概念;数据中心;比亚迪概念;一带一路;水利;长安汽车概念;机器人概念;华为概念;冷链物流;深股通;融资融券,002533,25
151,920010.BJ,锂电池概念;西部大开发;融资融券;算力租赁;数据中心;氢能源;换电概念;天然气;储能;东数西算(算力),920010,10
17,688622.SH,量子科技;PM2.5;专精特新;粤港澳大湾区;医疗器械概念;碳中和;食品安全;沪股通;融资融券,688622,9
17,601857.SH,中字头股票;同花顺中特估100;俄乌冲突概念;页岩气;证金持股;天然气;沪股通;融资融券;参股保险;央企国企改革;国企改革;碳交易;一带一路,601857,13
17,600711.SH,金属钴;金属铜;金属锌;金属铅;金属镍;小金属概念;黄金概念;锂电池概念;福建自贸区;绿色电力;海峡两岸;固废处理;人民币贬值受益;沪股通;融资融券;摘帽,600711,16
33,300118.SZ,钙钛矿电池;HJT电池;TOPCON电池;硅能源;商业航天;光伏概念;光伏建筑一体化;储能;绿色电力;华为概念;共同富裕示范区;乡村振兴;深股通;融资融券,300118,14
17,603898.SH,IP经济(谷子经济);智能家居,603898,2
33,000338.SZ,数据中心;储能;高端装备;氢能源;固态电池;锂电池概念;燃料电池;比亚迪概念;新能源汽车;农机;汽车电子;无人驾驶;同花顺出海50;人民币贬值受益;智能物流;车联网(车路协同);DeepSeek概念;AI智能体;国企改革;同花顺漂亮100;深股通;融资融券;证金持股,000338,23
33,300263.SZ,钙钛矿电池;HJT电池;光伏概念;商业航天;核电;大飞机;碳纤维;军工;风电;军民融合;飞行汽车(eVTOL);低空经济;无人机;柔性屏(折叠屏);超超临界发电;动力电池回收;OLED;芯片概念;污水处理;盐湖提锂;PPP概念;融资融券;深股通,300263,23
33,002400.SZ,快手概念;小红书概念;短剧游戏;AIGC概念;AI应用;抖音概念(字节概念);文化传媒概念;云计算;阿里巴巴概念;百度概念;腾讯概念;数据要素;国资云;元宇宙;区块链;DeepSeek概念;职业教育;IP经济(谷子经济);人工智能;数据中心;体育产业;横琴新区;跨境电商;创投;粤港澳大湾区;国企改革;长安汽车概念;深股通;融资融券,002400,29
33,301205.SZ,共封装光学(CPO);芯片概念;5G;数据中心;人民币贬值受益;深股通;融资融券,301205,7
33,002225.SZ,俄乌冲突概念;小金属概念;氢能源;碳中和;中俄贸易概念;燃料电池;证金持股;深股通,002225,8
17,605123.SH,航空发动机;大飞机;商业航天;卫星导航;可控核聚变;军工;海工装备;核电;风电;专精特新;沪股通;融资融券,605123,12
17,600111.SH,稀土永磁;小金属概念;金属回收;2025三季报预增;氢能源;回购增持再贷款概念;军工;同花顺漂亮100;西部大开发;国企改革;专精特新;2025年报预增;沪股通;融资融券,600111,14
17,601369.SH,超超临界发电;虚拟电厂;核电;储能;氢能源;高端装备;一带一路;煤化工概念;天然气;碳中和;页岩气;国企改革;西部大开发;商业航天;军工;融资融券;数据安全;沪股通,601369,18
17,688429.SH,BC电池;TOPCON电池;HJT电池;光伏概念;沪股通;融资融券,688429,6
17,600293.SH,硅能源;参股银行;回购增持再贷款概念;国企改革;融资融券,600293,5
33,301312.SZ,共封装光学(CPO);新型烟草(电子烟);苹果概念;MicroLED概念;AI PC;MiniLED;MR(混合现实);数据中心;新型工业化;华为海思概念股;消费电子概念;芯片概念;比亚迪概念;粤港澳大湾区;AI眼镜;专精特新;机器视觉;高端装备;华为概念;汽车电子;机器人概念;空间计算;虚拟现实;元宇宙;深股通;融资融券,301312,26
17,600392.SH,稀土永磁;小金属概念;2025三季报预增;苹果概念;西部大开发;国企改革;参股保险;2025年报预增;沪股通;融资融券,600392,10
17,600105.SH,光纤概念;共封装光学(CPO);可控核聚变;超导概念;商业航天;5G;东数西算(算力);数据中心;军工;3D打印;数据安全;芯片概念;海工装备;网络安全;华为概念;低空经济;核电;工业互联网;比亚迪概念;专精特新;2025年报预增;新能源汽车;风电;华为汽车;一带一路;长三角一体化;沪股通;参股银行;融资融券,600105,29
33,301171.SZ,快手概念;Sora概念(文生视频);小红书概念;智谱AI;拼多多概念;华为盘古;ChatGPT概念;多模态AI;AIGC概念;短剧游戏;虚拟数字人;AI智能体;抖音概念(字节概念);云计算;阿里巴巴概念;AI应用;百度概念;数据要素;腾讯概念;文化传媒概念;移动支付;跨境支付(CIPS);DeepSeek概念;人工智能;独角兽概念;华为概念;跨境电商;小米概念;创投;人民币贬值受益;西部大开发;深股通;融资融券,301171,33
17,600207.SH,光热发电;光伏概念;建筑节能;储能;富士康概念;芯片概念;国企改革;天然气;医疗器械概念;沪股通;融资融券,600207,11
33,300274.SZ,宁德时代概念;储能;光伏概念;充电桩;数据中心;新能源汽车;虚拟电厂;风电;氢能源;回购增持再贷款概念;深股通;融资融券;数字经济;同花顺漂亮100,300274,14
33,300658.SZ,三胎概念;海峡两岸;人民币贬值受益;福建自贸区;股权转让(并购重组),300658,5
33,000607.SZ,短剧游戏;快手概念;文化传媒概念;NFT概念;虚拟数字人;知识产权保护;在线教育;数据确权;蚂蚁集团概念;百度概念;阿里巴巴概念;职业教育;数字经济;托育服务;三胎概念;创投;AI应用;低空经济;共同富裕示范区;国企改革;长三角一体化;融资融券,000607,22
17,600821.SH,风电;华为数字能源;碳交易;绿色电力;算力租赁;储能;煤化工概念;回购增持再贷款概念;东数西算(算力);天津自贸区;华为概念;新疆振兴;DeepSeek概念;国企改革;京津冀一体化;数字经济;智慧城市;沪股通;融资融券,600821,19
17,600590.SH,太赫兹;国产航母;6G概念;光伏概念;卫星导航;军工;军民融合;军工信息化;碳纤维;数据中心;无人机;低空经济;智能电网;储能;氢能源;燃料电池;华为概念;机器人概念;虚拟现实;电力物联网;一带一路;腾讯概念;创投;AI智能体;区块链;智能医疗;IP经济(谷子经济);沪股通;融资融券,600590,29
33,300225.SZ,创投;ST板块,300225,2
33,300456.SZ,太赫兹;共封装光学(CPO);光刻机;6G概念;华为海思概念股;时空大数据;5G;百度概念;卫星导航;东数西算(算力);先进封装;国家大基金持股;数据中心;独角兽概念;芯片概念;华为概念;第三代半导体;消费电子概念;汽车电子;无人驾驶;物联网;无人机;传感器;新型工业化;人民币贬值受益;京津冀一体化;创投;融资融券;深股通,300456,29
17,600589.SH,算力租赁;云计算;东数西算(算力);数据中心;融资融券;股权转让(并购重组);沪股通,600589,7
17,603042.SH,F5G概念;光纤概念;WiFi 6;铜缆高速连接;5G;数据中心;华为概念;物联网;智慧城市;互联网金融;智能医疗;融资融券,603042,12
33,000951.SZ,氢能源;燃料电池;新能源汽车;无人驾驶;国企改革;减速器;深股通;冷链物流;融资融券,000951,9
33,301591.SZ,PEEK材料;新能源汽车;比亚迪概念;专精特新;氢能源;海工装备;风电;军工;核电;商业航天;卫星导航;医疗器械概念;融资融券,301591,13
33,002943.SZ,TOPCON电池;HJT电池;第三代半导体;光伏概念;芯片概念;工业母机;稀土永磁;AI眼镜;比亚迪概念;智能穿戴;深股通;融资融券,002943,12
33,000949.SZ,新疆振兴;国企改革;深股通,000949,3
33,301183.SZ,共封装光学(CPO);F5G概念;华为手机;6G概念;消费电子概念;汽车电子;专精特新;2025年报预增;小米概念;华为概念;无人驾驶;虚拟现实;深股通;融资融券,301183,14
33,300347.SZ,CRO概念;创新药;智能医疗;医疗器械概念;生物疫苗;2025年报预增;AIGC概念;深股通;融资融券,300347,9
17,688312.SH,苹果概念;PCB概念;消费电子概念;芯片概念;专精特新;5G;传感器;机器视觉;粤港澳大湾区;人工智能;融资融券,688312,11
17,603150.SH,稀土永磁;毫米波雷达;无人驾驶;PCB概念;创投;传感器;比亚迪概念;汽车电子;家用电器;可降解塑料;新能源汽车;一带一路;军工;冷链物流,603150,14
17,688472.SH,BC电池;钙钛矿电池;TOPCON电池;HJT电池;光伏概念;锂电池概念;储能;商业航天;一带一路;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,688472,13
17,600595.SH,超导概念;煤炭概念;2025年报预增;风电;融资融券;沪股通,600595,6
17,603225.SH,回购增持再贷款概念;长三角一体化;工业互联网;沪股通;融资融券,603225,5
17,605069.SH,污水处理;新型城镇化;碳中和;土壤修复;水利;智慧城市;数字经济;雄安新区;人工智能;数字孪生;元宇宙;智谱AI;AI智能体;京津冀一体化;旅游概念;PPP概念;AIGC概念;IP经济(谷子经济);物业管理;乡村振兴,605069,20
17,600722.SH,煤化工概念;国企改革;京津冀一体化;融资融券;风电,600722,5
17,688516.SH,BC电池;钙钛矿电池;TOPCON电池;光伏概念;高端装备;固态电池;芯片概念;储能;锂电池概念;共封装光学(CPO);机器视觉;沪股通;融资融券,688516,13
17,601899.SH,金属铅;金属锌;金属铜;黄金概念;小金属概念;金属钴;盐湖提锂;同花顺出海50;同花顺漂亮100;同花顺中特估100;锂电池概念;2025年报预增;沪股通;融资融券;氢能源;一带一路;国企改革;证金持股;福建自贸区,601899,19
33,003035.SZ,智能电网;虚拟电厂;风电;绿色电力;光伏概念;华为数字能源;固废处理;碳中和;建筑节能;2025三季报预增;央企国企改革;国企改革;乡村振兴;融资融券;深股通,003035,15
17,688291.SH,3D打印;机器视觉;专精特新;工业互联网;融资融券,688291,5
33,300490.SZ,钠离子电池;固态电池;宁德时代概念;锂电池概念;光伏概念;高压快充;MiniLED;储能;比亚迪概念;换电概念;虚拟电厂;智能电网;新型工业化;光伏建筑一体化;充电桩;数据中心;风电;碳中和;垃圾分类;机器视觉;净水概念;华为概念;工业互联网;机器人概念;航空发动机;绿色电力;军工;一带一路;污水处理;碳交易;虚拟现实;数字孪生;国产操作系统;水利;人工智能;多模态AI;华为鲲鹏;DeepSeek概念;数字经济;数据要素,300490,40
33,002218.SZ,钙钛矿电池;HJT电池;POE胶膜;硅能源;光伏建筑一体化;光伏概念;商业航天;卫星导航;绿色电力;储能;充电桩;粤港澳大湾区;华为概念;芯片概念;新能源汽车;深股通;融资融券,002218,17
33,002731.SZ,黄金概念;锂电池概念;三胎概念;ST板块;IP经济(谷子经济),002731,5
33,001359.SZ,固态电池;PCB概念;宁德时代概念;储能;高铁;汽车热管理;新能源汽车;特斯拉概念;深股通;融资融券,001359,10
22,600599.SH,ST板块;人民币贬值受益;互联网金融,600599,3
33,300757.SZ,共封装光学(CPO);光纤概念;BC电池;富士康概念;苹果概念;华为海思概念股;英伟达概念;芯片概念;TOPCON电池;HJT电池;数据中心;光伏概念;高端装备;新型工业化;新能源汽车;量子科技;华为概念;商业航天;工业互联网;股权转让(并购重组);融资融券;深股通,300757,22
17,603993.SH,金属铜;黄金概念;金属钴;小金属概念;金属镍;磷化工;盐湖提锂;同花顺出海50;同花顺漂亮100;宁德时代概念;沪股通;融资融券;人民币贬值受益,603993,13
17,605376.SH,小金属概念;金属镍;硅能源;光伏概念;3D打印;锂电池概念;人民币贬值受益;专精特新;2025年报预增;融资融券;沪股通,605376,11
33,301232.SZ,商业航天;航空发动机;大飞机;低空经济;无人机;核电;工业互联网;专精特新;机器人概念;风电;融资融券,301232,11
151,920770.BJ,融资融券;绿色电力;光伏概念,920770,3
22,600696.SH,白酒概念;ST板块,600696,2
17,600583.SH,天然气;绿色电力;央企国企改革;国企改革;风电;一带一路;海工装备;京津冀一体化;高端装备;沪股通;融资融券;DeepSeek概念;数字孪生;数据中心;机器人概念,600583,15
33,301396.SZ,算力租赁;财税数字化;云计算;ChatGPT概念;多模态AI;东数西算(算力);腾讯概念;AI智能体;智慧政务;信创;MR(混合现实);数据中心;数据要素;空间计算;华为概念;DeepSeek概念;安防;人工智能;数字经济;智慧城市;职业教育;物联网;智能医疗;AI应用;专精特新;智能物流;乡村振兴;旅游概念;新型城镇化;深股通;融资融券,301396,31
33,300835.SZ,数据中心;稀土永磁;消费电子概念;新能源汽车;专精特新;光伏概念;深股通,300835,7
17,600409.SH,有机硅概念;消毒剂;钠离子电池;绿色电力;光伏概念;国企改革;京津冀一体化;华为概念;沪股通;融资融券,600409,10
33,000657.SZ,金属钴;金属铜;小金属概念;金属回收;PCB概念;海南自贸区;光伏概念;工业母机;雅下水电概念;可控核聚变;高端装备;医疗器械概念;军工;国企改革;深股通;创投;乡村振兴;DeepSeek概念;股权转让(并购重组);中字头股票;融资融券,000657,21
17,603191.SH,智能电网;风电;光伏概念;储能;充电桩;雅下水电概念;数据中心;特钢概念;一带一路;高铁;水利;东数西算(算力);工业互联网;西部大开发;专精特新;PPP概念;沪股通;融资融券,603191,18
151,920299.BJ,商业航天;阿里巴巴概念;融资融券;特高压;智能电网;数据中心,920299,6
33,300454.SZ,云办公;中国AI 50;ChatGPT概念;云计算;信创;智慧政务;数据安全;东数西算(算力);网络安全;英伟达概念;DeepSeek概念;人工智能;数据中心;物联网;机器人概念;粤港澳大湾区;2025年报预增;AI应用;融资融券;深股通,300454,20
33,000960.SZ,金属铅;金属锌;金属铜;小金属概念;西部大开发;国企改革;深股通;融资融券,000960,8
17,600875.SH,抽水蓄能;可控核聚变;光热发电;核电;超超临界发电;光伏概念;风电;储能;高端装备;燃料电池;氢能源;雅下水电概念;新能源汽车;工业互联网;ChatGPT概念;央企国企改革;人工智能;DeepSeek概念;西部大开发;国企改革;沪股通;融资融券;乡村振兴,600875,23
33,300792.SZ,快手概念;小红书概念;拼多多概念;AIGC概念;虚拟数字人;抖音概念(字节概念);AI智能体;阿里巴巴概念;腾讯概念;人工智能;网红经济;AI应用;跨境电商;深股通,300792,14
33,301030.SZ,TOPCON电池;光伏概念;碳中和;专精特新;净水概念;污水处理;固废处理;融资融券,301030,8
22,600355.SH,ST板块;国产操作系统;电子身份证;语音技术;新型工业化;充电桩;机器人概念;工业互联网;人脸识别;物联网;人工智能;机器视觉;智能电网;OLED;在线教育,600355,15
17,600549.SH,金属钴;小金属概念;稀土永磁;动力电池回收;固态电池;宁德时代概念;锂电池概念;光伏概念;可控核聚变;机器人概念;军工;无人机;商业航天;国企改革;福建自贸区;海峡两岸;沪股通;融资融券,600549,18
17,603097.SH,特高压;智能电网;风电;光伏概念;充电桩;储能;数据中心;雄安新区;军工;机器人概念,603097,10
17,688190.SH,无线充电;新能源汽车;专精特新;央企国企改革;国企改革;沪股通;融资融券,688190,7
33,002353.SZ,页岩气;海工装备;数据中心;核电;同花顺出海50;天然气;高端装备;一带一路;锂电池概念;回购增持再贷款概念;动力电池回收;中俄贸易概念;土壤修复;污水处理;深股通;融资融券,002353,16
17,603067.SH,钛白粉概念;小金属概念;钒电池;固态电池;锂电池概念;军工;储能;维生素;沪股通;融资融券,603067,10
33,301468.SZ,核电;海工装备;回购增持再贷款概念;垃圾分类;人民币贬值受益;融资融券,301468,6
17,603699.SH,可控核聚变;氢能源;核电;风电;页岩气;人民币贬值受益;一带一路;沪股通;融资融券,603699,9
151,920438.BJ,商业航天;无人驾驶;6G概念;融资融券;芯片概念;消费电子概念;海工装备;比亚迪概念;核电;核污染防治;先进封装;军工;专精特新,920438,13
33,000815.SZ,国资云;东数西算(算力);云计算;数据中心;央企国企改革;西部大开发;国企改革;绿色电力;深股通;融资融券,000815,10
17,603616.SH,地下管网;PPP概念;雄安新区;土壤修复;水利;一带一路;PEEK材料;股权转让(并购重组),603616,8
17,688726.SH,BC电池;TOPCON电池;钙钛矿电池;光伏概念;第三代半导体;芯片概念;专精特新;比亚迪概念;沪股通;融资融券,688726,10
33,001217.SZ,染料;煤化工概念;化肥;航运概念,001217,4
17,688223.SH,BC电池;钙钛矿电池;TOPCON电池;光伏概念;储能;同花顺漂亮100;DeepSeek概念;人民币贬值受益;沪股通;融资融券,688223,10
33,002842.SZ,金属铜;小金属概念;光伏概念,002842,3
33,300394.SZ,共封装光学(CPO);光纤概念;英伟达概念;先进封装;5G;数据中心;同花顺新质50;华为概念;无人驾驶;专精特新;人民币贬值受益;深股通;融资融券,300394,13
33,000636.SZ,超级电容;AI眼镜;共封装光学(CPO);高压快充;汽车电子;传感器;5G;液冷服务器;智能穿戴;无人机;商业航天;低空经济;卫星导航;比亚迪概念;东数西算(算力);机器人概念;华为概念;光伏概念;储能;粤港澳大湾区;小金属概念;创投;锂电池概念;国企改革;深股通;融资融券,000636,26
33,300140.SZ,特高压;智能电网;固废处理;高端装备;土壤修复;医疗废物处理;污水处理;垃圾分类;央企国企改革;空气能热泵;雄安新区;西部大开发;国企改革;乡村振兴;深股通,300140,15
33,000534.SZ,航空发动机;大飞机;军工;无人机;低空经济;创新药;深股通;融资融券,000534,8
33,000600.SZ,超超临界发电;抽水蓄能;生物质能发电;绿色电力;虚拟电厂;风电;氢能源;2025三季报预增;碳交易;核电;碳中和;储能;国企改革;证金持股;2025年报预增;深股通;融资融券;京津冀一体化;DeepSeek概念;人工智能,000600,20
151,920493.BJ,2025年报预增;商业航天;数据中心;量子科技;飞行汽车(eVTOL);阿里巴巴概念;长安汽车概念;融资融券;算力租赁;比亚迪概念;百度概念;智谱AI;在线教育;数字经济;华为鲲鹏;华为概念;华为昇腾;低空经济;云计算;东数西算(算力);DeepSeek概念;AIGC概念,920493,22
33,300277.SZ,高端装备;智能电网;股权转让(并购重组);华为概念;生物质能发电;传感器;人工智能;国企改革,300277,8
33,300058.SZ,小红书概念;快手概念;智谱AI;Web3.0;ChatGPT概念;短剧游戏;AIGC概念;虚拟数字人;抖音概念(字节概念);AI智能体;NFT概念;百度概念;阿里巴巴概念;在线教育;文化传媒概念;腾讯概念;元宇宙;DeepSeek概念;人工智能;职业教育;网红经济;虚拟现实;华为概念;AI应用;跨境电商;创投;深股通;融资融券,300058,28
17,603598.SH,快手概念;短剧游戏;小红书概念;AIGC概念;文化传媒概念;多模态AI;AI应用;抖音概念(字节概念);虚拟数字人;拼多多概念;腾讯概念;AI智能体;百度概念;阿里巴巴概念;元宇宙;数据要素;鸿蒙概念;人工智能;DeepSeek概念;网红经济;华为概念;京津冀一体化,603598,22
33,300612.SZ,小红书概念;快手概念;Web3.0;拼多多概念;NFT概念;虚拟数字人;AIGC概念;ChatGPT概念;文化传媒概念;多模态AI;抖音概念(字节概念);AI智能体;网红经济;智慧政务;元宇宙;百度概念;腾讯概念;阿里巴巴概念;区块链;数字乡村;数字经济;人工智能;DeepSeek概念;体育产业;京津冀一体化;机器视觉;数据中心;AI应用;乡村振兴;长安汽车概念;融资融券,300612,31
17,600828.SH,信托概念;物业管理;西部大开发;沪股通,600828,4
17,601636.SH,硅能源;光伏概念;建筑节能;芯片概念;沪股通;融资融券,601636,6
17,688313.SH,共封装光学(CPO);F5G概念;光纤概念;芯片概念;5G;数据中心;2025年报预增;专精特新;沪股通;融资融券,688313,10
33,301336.SZ,小米概念;华为概念;智能家居;人工智能;小米汽车;露营经济;西部大开发;融资融券,301336,8
17,688158.SH,云游戏;智谱AI;算力租赁;中国AI 50;华为昇腾;云计算;财税数字化;东数西算(算力);数据安全;信创;智慧政务;AI智能体;数字乡村;数据中心;商业航天;数据要素;液冷服务器;DeepSeek概念;脑机接口;华为概念;智能医疗;数字经济;智慧城市;人工智能;低空经济;工业互联网;无人驾驶;专精特新;机器人概念;融资融券,688158,30
151,920414.BJ,机器视觉;数字孪生;钙钛矿电池;融资融券;机器人概念;无人机;光伏概念;储能;人工智能;云计算;专精特新,920414,11
17,603688.SH,光纤概念;存储芯片;光伏概念;芯片概念;沪股通;融资融券,603688,6
33,300785.SZ,快手概念;Sora概念(文生视频);拼多多概念;AI语料;智谱AI;ChatGPT概念;AIGC概念;多模态AI;抖音概念(字节概念);AI智能体;AI应用;NFT概念;阿里巴巴概念;数据要素;腾讯概念;百度概念;鸿蒙概念;电子竞技;DeepSeek概念;人工智能;同花顺新质50;华为概念;京津冀一体化;小米概念;苹果概念;深股通,300785,26
17,600986.SH,小红书概念;快手概念;短剧游戏;Web3.0;AIGC概念;虚拟数字人;NFT概念;文化传媒概念;多模态AI;抖音概念(字节概念);AI智能体;手机游戏;腾讯概念;阿里巴巴概念;蚂蚁集团概念;百度概念;网红经济;电子竞技;元宇宙;算力租赁;AI应用;DeepSeek概念;人工智能;数字经济;独角兽概念;东数西算(算力);华为概念;国企改革;小米概念;长安汽车概念;沪股通;融资融券,600986,32
17,601869.SH,光纤概念;共封装光学(CPO);铜缆高速连接;特高压;第三代半导体;智能电网;风电;5G;芯片概念;新能源汽车;海工装备;量子科技;人形机器人;太赫兹;一带一路;专精特新;工业互联网;机器人概念;抖音概念(字节概念);沪股通;创投;融资融券,601869,22
33,300943.SZ,商业航天;卫星导航;军民融合;核电;军工;无人机;氢能源;燃料电池;汽车热管理;传感器;智慧城市;芯片概念;新能源汽车;天然气;股权转让(并购重组);融资融券,300943,16
33,002112.SZ,智能电网;光伏概念;风电;核电;储能;数据中心;专精特新;共同富裕示范区;国企改革;融资融券,002112,10
151,920045.BJ,2025年报预增;粤港澳大湾区;无人驾驶;数据中心;光纤概念;新股与次新股;融资融券;共封装光学(CPO);人民币贬值受益,920045,9
33,301590.SZ,高压快充;小米概念;新能源汽车;储能;注册制次新股;充电桩;换电概念;粤港澳大湾区;深股通;新股与次新股;融资融券,301590,11
33,300166.SZ,MLOps概念;AI语料;华为昇腾;华为欧拉;ChatGPT概念;算力租赁;Web3.0;云计算;多模态AI;华为鲲鹏;数字水印;智慧政务;AIGC概念;数据安全;AI智能体;信创;东数西算(算力);虚拟数字人;数字乡村;电子身份证;数据要素;元宇宙;区块链;互联网保险;鸿蒙概念;时空大数据;数据中心;DeepSeek概念;数字经济;虚拟现实;数字孪生;5G;华为概念;智慧城市;互联网金融;人工智能;职业教育;物联网;工业互联网;AI手机;机器视觉;京津冀一体化;海工装备;新型工业化;虚拟电厂;碳中和;人形机器人;AI应用;乡村振兴;深股通;融资融券,300166,51
151,920167.BJ,TOPCON电池;HJT电池;氢能源;储能;融资融券;光伏概念;专精特新;BC电池,920167,8
33,300819.SZ,机器人概念;固态电池;氢能源;人民币贬值受益;体育产业,300819,5
33,002043.SZ,共同富裕示范区;深股通;智能家居;融资融券,002043,4
33,300617.SZ,特高压;智能电网;虚拟电厂;电力物联网;光伏概念;风电;核电;储能;充电桩;宁德时代概念;数据中心;腾讯概念;氟化工概念;专精特新;深股通,300617,15
33,300101.SZ,卫星导航;商业航天;军民融合;军工;时空大数据;国产航母;无人机;智慧城市;5G;机器视觉;人工智能;物联网;机器人概念;芯片概念;专精特新;西部大开发;回购增持再贷款概念;深股通;融资融券,300101,19
