market_code,股票代码,所属概念数量,code,所属概念
17,603880.SH,1,603880,医疗器械概念
17,688260.SH,6,688260,光纤概念;汽车电子;消费电子概念;无人驾驶;华为概念;融资融券
151,920183.BJ,5,920183,专精特新;消费电子概念;新股与次新股;融资融券;人民币贬值受益
17,605077.SH,5,605077,代糖概念;合成生物;玉米;高股息精选;沪股通
151,920273.BJ,6,920273,海峡两岸;乡村振兴;预制菜;专精特新;宠物经济;融资融券
33,300675.SZ,20,300675,装配式建筑;建筑节能;新型城镇化;房屋检测;乡村振兴;雄安新区;职业教育;水利;深圳国企改革;粤港澳大湾区;智慧城市;一带一路;光伏建筑一体化;碳中和;国企改革;数据要素;区块链;数据中心;智能电网;虚拟电厂
17,600322.SH,6,600322,物业管理;天津自贸区;京津冀一体化;国企改革;股权转让(并购重组);融资融券
33,300201.SZ,15,300201,电力物联网;智能电网;核污染防治;苹果概念;无人机;军工;高端装备;无人驾驶;工业互联网;储能;军民融合;机器人概念;宁德时代概念;锂电池概念;深股通
17,601137.SH,30,601137,6G概念;AI手机;液冷服务器;富士康概念;先进封装;5G;无线耳机;消费电子概念;芯片概念;比亚迪概念;铜缆高速连接;商业航天;TOPCON电池;新能源汽车;高压快充;光伏概念;AI智能体;机器人概念;充电桩;人工智能;DeepSeek概念;数字经济;高铁;海工装备;国产航母;锂电池概念;一带一路;回购增持再贷款概念;沪股通;融资融券
22,603869.SH,11,603869,ST板块;西部大开发;ETC;智慧城市;物联网;数字经济;人工智能;华为概念;DeepSeek概念;多模态AI;算力租赁
33,002083.SZ,17,002083,氟化工概念;硅能源;锂电池概念;托育服务;三胎概念;回购增持再贷款概念;中俄贸易概念;人民币贬值受益;新能源汽车;创投;一带一路;国企改革;军工;高铁;军民融合;海工装备;深股通
33,001333.SZ,2,001333,共同富裕示范区;长三角一体化
33,000544.SZ,10,000544,固废处理;绿色电力;PPP概念;国企改革;污水处理;垃圾分类;水利;机器人概念;深股通;融资融券
17,688166.SH,10,688166,重组蛋白;仿制药一致性评价;减肥药;创新药;细胞免疫治疗;流感;合成生物;创投;沪股通;融资融券
33,000736.SZ,9,000736,ST板块;物业管理;参股券商;西部大开发;国企改革;雄安新区;央企国企改革;充电桩;数据中心
33,300388.SZ,7,300388,PPP概念;新型城镇化;污水处理;地下管网;国企改革;央企国企改革;深股通
33,002546.SZ,8,002546,电力物联网;智能电网;虚拟电厂;充电桩;物联网;2025年报预增;数据要素;深股通
33,002302.SZ,16,002302,水泥概念;装配式建筑;雄安新区;国企改革;新疆振兴;一带一路;西部大开发;同花顺中特估100;数字经济;数据要素;央企国企改革;核电;风电;3D打印;深股通;融资融券
17,600332.SH,12,600332,青蒿素;医药电商;白酒概念;流感;仿制药一致性评价;生物疫苗;创新药;国企改革;医疗器械概念;沪股通;融资融券;阿里巴巴概念
33,300856.SZ,3,300856,人民币贬值受益;融资融券;深股通
151,920080.BJ,10,920080,家用电器;新型工业化;数据中心;机器人概念;工业互联网;风电;锂电池概念;军工;新股与次新股;融资融券
33,002005.SZ,7,002005,ST板块;MiniLED;横琴新区;家用电器;华为汽车;新能源汽车;人民币贬值受益
151,920037.BJ,9,920037,2025年报预增;无人机;特高压;智能电网;军工;专精特新;新股与次新股;融资融券;中俄贸易概念
151,920748.BJ,13,920748,车联网(车路协同);融资融券;股权转让(并购重组);福建自贸区;机器人概念;智慧城市;移动支付;海峡两岸;充电桩;国企改革;乡村振兴;低空经济;人工智能
151,920300.BJ,9,920300,宠物经济;可控核聚变;量子科技;智能医疗;医疗器械概念;超导概念;专精特新;光伏概念;融资融券
33,300982.SZ,9,300982,电力物联网;虚拟电厂;智能电网;光伏概念;数据中心;储能;充电桩;工业互联网;融资融券
33,002965.SZ,30,002965,汽车热管理;华为汽车;人形机器人;小米汽车;新型工业化;机器视觉;智能座舱;无人驾驶;飞行汽车(eVTOL);特斯拉概念;机器人概念;新能源汽车;5G;比亚迪概念;一体化压铸;小米概念;低空经济;华为概念;数据中心;液冷服务器;粤港澳大湾区;信创;创投;光伏概念;充电桩;储能;华为数字能源;宁德时代概念;融资融券;深股通
33,301603.SZ,14,301603,液冷服务器;工业母机;PCB概念;人形机器人;军工;柔性屏(折叠屏);新型工业化;新能源汽车;机器人概念;专精特新;粤港澳大湾区;2025年报预增;深股通;融资融券
33,301586.SZ,8,301586,军民融合;军工;无人机;专精特新;低空经济;飞行汽车(eVTOL);参股银行;融资融券
17,603020.SH,1,603020,烟草
17,601997.SH,4,601997,高股息精选;沪股通;融资融券;西部大开发
17,601619.SH,10,601619,风电;智能电网;绿色电力;储能;氢能源;碳交易;西部大开发;回购增持再贷款概念;沪股通;融资融券
33,300091.SZ,13,300091,ST板块;无人机;核电;军工;超超临界发电;燃料电池;储能;光热发电;高端装备;污水处理;乡村振兴;碳中和;氢能源
33,300477.SZ,14,300477,金属镍;比亚迪概念;金属钴;锂电池概念;新能源汽车;光伏概念;电力物联网;充电桩;区块链;智能电网;储能;小金属概念;金属铜;ST板块
33,002214.SZ,13,002214,ST板块;房屋检测;军民融合;机器人概念;安防;无人机;无人驾驶;军工;传感器;商业航天;卫星导航;芯片概念;智能电网
151,920230.BJ,5,920230,合成生物;维生素;专精特新;西部大开发;融资融券
17,600755.SH,23,600755,航运概念;统一大市场;高股息精选;中俄贸易概念;参股券商;期货概念;参股银行;养老概念;国企改革;福建自贸区;医疗器械概念;一带一路;海峡两岸;智能医疗;回购增持再贷款概念;DeepSeek概念;沪股通;融资融券;小金属概念;风电;锂电池概念;华为数字能源;动力电池回收
33,002883.SZ,16,002883,地下管网;新型城镇化;乡村振兴;PPP概念;土壤修复;污水处理;ST板块;雄安新区;固废处理;水利;国企改革;回购增持再贷款概念;智慧城市;数字经济;低空经济;车联网(车路协同)
17,688192.SH,3,688192,创新药;沪股通;融资融券
151,920753.BJ,5,920753,融资融券;国企改革;京津冀一体化;食品安全;创投
17,601939.SH,6,601939,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;跨境支付(CIPS)
33,300863.SZ,13,300863,铜缆高速连接;商业航天;华为汽车;数据中心;特斯拉概念;人形机器人;新能源汽车;小米汽车;长安汽车概念;机器人概念;储能;深股通;融资融券
33,002850.SZ,13,002850,PEEK材料;人形机器人;减速器;特斯拉概念;固态电池;宁德时代概念;比亚迪概念;新能源汽车;锂电池概念;机器人概念;储能;深股通;融资融券
17,603360.SH,7,603360,消毒剂;人民币贬值受益;机器人概念;芯片概念;存储芯片;光刻机;沪股通
33,000890.SZ,5,000890,净水概念;污水处理;光纤概念;独角兽概念;储能
33,301149.SZ,9,301149,建筑节能;装配式建筑;风电;体育产业;高铁;新能源汽车;智能家居;专精特新;融资融券
33,002110.SZ,8,002110,特钢概念;国企改革;旅游概念;核电;海峡两岸;深股通;融资融券;数据中心
33,002008.SZ,40,002008,光纤概念;光刻机;PCB概念;富士康概念;苹果概念;先进封装;第三代半导体;MR(混合现实);OLED;MicroLED概念;工业母机;存储芯片;MiniLED;芯片概念;3D打印;AI眼镜;消费电子概念;商业航天;机器视觉;小米概念;华为概念;新能源汽车;钙钛矿电池;特斯拉概念;比亚迪概念;光伏概念;高端装备;减速器;新型工业化;机器人概念;储能;宁德时代概念;HJT电池;粤港澳大湾区;物联网;TOPCON电池;固态电池;锂电池概念;深股通;融资融券
33,002533.SZ,26,002533,柔性直流输电;特高压;智能电网;超导概念;核电;高压快充;可控核聚变;风电;充电桩;储能;光伏概念;数据中心;雅下水电概念;水利;高铁;新能源汽车;华为概念;比亚迪概念;机器人概念;特斯拉概念;长安汽车概念;一带一路;冷链物流;高股息精选;深股通;融资融券
17,601919.SH,14,601919,俄乌冲突概念;航运概念;高股息精选;中字头股票;同花顺中特估100;证金持股;沪股通;融资融券;同花顺漂亮100;国企改革;央企国企改革;一带一路;回购增持再贷款概念;人民币贬值受益
33,002303.SZ,11,002303,预制菜;人造肉;工业大麻;一带一路;绿色电力;海峡两岸;高股息精选;区块链;军民融合;深股通;融资融券
151,920075.BJ,7,920075,AI应用;融资融券;人工智能;AIGC概念;文化传媒概念;多模态AI;IP经济(谷子经济)
17,603165.SH,7,603165,污水处理;长三角一体化;高股息精选;参股银行;回购增持再贷款概念;传感器;芯片概念
33,002879.SZ,12,002879,柔性直流输电;智能电网;核电;高铁;抽水蓄能;商业航天;风电;机器人概念;数据中心;液冷服务器;储能;2025年报预增
33,002683.SZ,15,002683,民爆概念;军民融合;军工;无人机;低空经济;卫星导航;商业航天;雅下水电概念;一带一路;粤港澳大湾区;国企改革;新疆振兴;股权转让(并购重组);融资融券;深股通
17,688155.SH,15,688155,高端装备;专精特新;新型工业化;宁德时代概念;机器人概念;2025年报预增;新能源汽车;锂电池概念;固态电池;人工智能;DeepSeek概念;燃料电池;一带一路;沪股通;融资融券
33,001257.SZ,8,001257,金属铅;注册制次新股;金属铜;金属锌;小金属概念;国企改革;新股与次新股;融资融券
17,600350.SH,10,600350,高股息精选;参股券商;参股银行;沪股通;融资融券;PPP概念;国企改革;绿色电力;智慧城市;回购增持再贷款概念
17,600346.SH,7,600346,煤化工概念;可降解塑料;锂电池概念;同花顺漂亮100;沪股通;PET铜箔;融资融券
33,301003.SZ,2,301003,新能源汽车;融资融券
33,001268.SZ,2,001268,成飞概念;粤港澳大湾区
33,002851.SZ,26,002851,第三代半导体;中国AI 50;芯片概念;数据中心;英伟达概念;超级电容;小米概念;高端装备;高压快充;新型工业化;新能源汽车;智能电网;机器人概念;光伏概念;充电桩;高铁;储能;车联网(车路协同);长安汽车概念;家用电器;智能家居;风电;一带一路;医疗器械概念;融资融券;深股通
33,002211.SZ,2,002211,ST板块;有机硅概念
17,688187.SH,27,688187,高铁;特高压;柔性直流输电;海工装备;风电;央企国企改革;充电桩;长安汽车概念;储能;一带一路;无人驾驶;机器人概念;新能源汽车;光伏概念;数据中心;传感器;小米概念;数据要素;氢能源;国企改革;汽车芯片;芯片概念;第三代半导体;国家大基金持股;可燃冰;沪股通;融资融券
17,600020.SH,12,600020,参股保险;信托概念;参股银行;化债概念(AMC概念);国企改革;文化传媒概念;创投;回购增持再贷款概念;沪股通;融资融券;AI应用;充电桩
33,001238.SZ,8,001238,宠物经济;露营经济;跨境电商;共同富裕示范区;人民币贬值受益;长三角一体化;碳中和;深股通
33,002191.SZ,11,002191,IP经济(谷子经济);烟草;粤港澳大湾区;区块链;物联网;蚂蚁集团概念;PET铜箔;新型烟草(电子烟);芯片概念;深股通;融资融券
33,001218.SZ,1,001218,消毒剂
33,001213.SZ,8,001213,统一大市场;冷链物流;国企改革;乡村振兴;一带一路;智能物流;中字头股票;深股通
33,002847.SZ,2,002847,融资融券;深股通
17,603009.SH,8,603009,汽车热管理;人形机器人;特斯拉概念;比亚迪概念;新能源汽车;2025年报预增;融资融券;沪股通
17,600328.SH,13,600328,水泥概念;小金属概念;锂电池概念;回购增持再贷款概念;国企改革;央企国企改革;西部大开发;核电;DeepSeek概念;股权转让(并购重组);中字头股票;沪股通;融资融券
17,600727.SH,6,600727,化肥;钛白粉概念;磷化工;水泥概念;国企改革;2026一季报预增
151,920014.BJ,6,920014,回购增持再贷款概念;融资融券;天然气;专精特新;大飞机;氢能源
33,000002.SZ,16,000002,租售同权;物业管理;养老概念;装配式建筑;冰雪产业;体育产业;冷链物流;证金持股;智能物流;同花顺漂亮100;超级品牌;粤港澳大湾区;空间计算;机器人概念;深股通;融资融券
17,603886.SH,4,603886,高股息精选;IP经济(谷子经济);长三角一体化;海峡两岸
151,920128.BJ,8,920128,新能源汽车;特高压;柔性直流输电;一带一路;储能;专精特新;家用电器;融资融券
33,002258.SZ,6,002258,草甘膦;国企改革;西部大开发;2025年报预增;深股通;融资融券
33,301598.SZ,18,301598,专精特新;华为汽车;小米汽车;无人驾驶;长安汽车概念;比亚迪概念;新能源汽车;物联网;飞行汽车(eVTOL);工业互联网;低空经济;无人机;高铁;高端装备;军工;海工装备;核电;融资融券
33,300464.SZ,6,300464,跨境电商;露营经济;家用电器;人民币贬值受益;消费电子概念;无线耳机
33,002966.SZ,5,002966,高股息精选;国企改革;移动支付;融资融券;深股通
17,600496.SH,12,600496,NMN概念;装配式建筑;新型城镇化;雄安新区;光伏建筑一体化;回购增持再贷款概念;一带一路;DeepSeek概念;工业互联网;参股银行;沪股通;融资融券
17,600369.SH,6,600369,期货概念;西部大开发;国企改革;融资融券;股权转让(并购重组);沪股通
17,600649.SH,10,600649,租售同权;物业管理;参股券商;参股银行;上海国企改革;新型城镇化;国企改革;宁德时代概念;沪股通;融资融券
17,603112.SH,8,603112,新能源汽车;光伏概念;3D打印;工业互联网;机器人概念;DeepSeek概念;绿色电力;沪股通
33,002807.SZ,3,002807,高股息精选;深股通;融资融券
33,000848.SZ,6,000848,高股息精选;网红经济;融资融券;深股通;京津冀一体化;回购增持再贷款概念
17,603167.SH,5,603167,航运概念;高股息精选;国企改革;回购增持再贷款概念;融资融券
33,000088.SZ,11,000088,统一大市场;航运概念;冷链物流;国企改革;深圳国企改革;中俄贸易概念;雄安新区;深股通;融资融券;粤港澳大湾区;华为概念
17,600694.SH,5,600694,免税店;高股息精选;证金持股;沪股通;融资融券
33,002976.SZ,14,002976,长安汽车概念;特斯拉概念;新能源汽车;比亚迪概念;飞行汽车(eVTOL);无人驾驶;汽车电子;5G;锂电池概念;车联网(车路协同);一带一路;智能座舱;富士康概念;储能
22,688646.SH,19,688646,芯片概念;锂电池概念;固态电池;宁德时代概念;专精特新;比亚迪概念;新型工业化;机器视觉;新能源汽车;钠离子电池;机器人概念;人形机器人;动力电池回收;储能;长安汽车概念;智能物流;装配式建筑;钙钛矿电池;ST板块
17,601702.SH,6,601702,比亚迪概念;特斯拉概念;新能源汽车;专精特新;融资融券;沪股通
33,002145.SZ,10,002145,钛白粉概念;磷化工;钒电池;动力电池回收;锂电池概念;宁德时代概念;回购增持再贷款概念;西部大开发;深股通;融资融券
33,003816.SZ,11,003816,同花顺中特估100;绿色电力;央企国企改革;国企改革;核电;核污染防治;一带一路;DeepSeek概念;中字头股票;融资融券;深股通
33,000166.SZ,8,000166,期货概念;证金持股;新疆振兴;国企改革;西部大开发;深股通;融资融券;2025年报预增
17,603053.SH,7,603053,天然气;国企改革;西部大开发;碳中和;氢能源;充电桩;沪股通
33,002004.SZ,15,002004,转基因;医药电商;毛发医疗;民营医院;煤化工概念;仿制药一致性评价;创新药;医美概念;细胞免疫治疗;三胎概念;西部大开发;氟化工概念;旅游概念;深股通;融资融券
151,920090.BJ,10,920090,ST板块;虚拟现实;数据中心;数字经济;职业教育;DeepSeek概念;元宇宙;互联网金融;MR(混合现实);京津冀一体化
33,002816.SZ,10,002816,机器人概念;污水处理;高压快充;ST板块;芯片概念;储能;光刻机;国企改革;先进封装;股权转让(并购重组)
33,000600.SZ,19,000600,超超临界发电;生物质能发电;抽水蓄能;绿色电力;碳交易;虚拟电厂;风电;储能;氢能源;碳中和;核电;国企改革;证金持股;2025年报预增;京津冀一体化;DeepSeek概念;人工智能;深股通;融资融券
33,001389.SZ,20,001389,共封装光学(CPO);PCB概念;AI PC;富士康概念;5G;汽车电子;消费电子概念;数据中心;卫星导航;商业航天;华为概念;安防;粤港澳大湾区;机器人概念;人工智能;2026一季报预增;人民币贬值受益;一带一路;深股通;融资融券
17,605377.SH,2,605377,高股息精选;沪股通
33,300917.SZ,11,300917,物业管理;房屋检测;深圳国企改革;粤港澳大湾区;国企改革;华为概念;智慧政务;阿里巴巴概念;数据中心;深股通;融资融券
17,605222.SH,15,605222,商业航天;大飞机;可控核聚变;军工;海工装备;核电;柔性直流输电;特高压;机器人概念;特斯拉概念;光伏概念;风电;充电桩;数据中心;沪股通
17,600500.SH,11,600500,环氧丙烷;代糖概念;国企改革;央企国企改革;中字头股票;动力电池回收;一带一路;上海自贸区;宁德时代概念;沪股通;融资融券
17,688669.SH,6,688669,钙钛矿电池;光刻胶;石墨烯;可降解塑料;磷化工;融资融券
17,600406.SH,26,600406,柔性直流输电;抽水蓄能;虚拟电厂;电力物联网;特高压;智能电网;核电;充电桩;央企国企改革;雅下水电概念;数据中心;储能;换电概念;量子科技;光伏概念;水利;氢能源;一带一路;车联网(车路协同);PPP概念;同花顺漂亮100;沪股通;融资融券;国企改革;证金持股;芯片概念
33,002827.SZ,6,002827,民爆概念;西部大开发;雅下水电概念;国企改革;芯片概念;深股通
33,002532.SZ,9,002532,俄乌冲突概念;钠离子电池;2026一季报预增;新疆振兴;锂电池概念;西部大开发;回购增持再贷款概念;融资融券;深股通
151,920663.BJ,5,920663,新能源汽车;减速器;专精特新;融资融券;PEEK材料
33,002841.SZ,20,002841,AI应用;DeepSeek概念;星闪概念;AIGC概念;人工智能;智慧政务;车联网(车路协同);在线教育;智能家居;家用电器;云办公;智能座舱;机器人概念;小米概念;AI眼镜;智能穿戴;汽车电子;物业管理;深股通;融资融券
33,002624.SZ,21,002624,云游戏;短剧游戏;电子竞技;手机游戏;网络游戏;AIGC概念;英伟达概念;AI智能体;元宇宙;NFT概念;AI应用;虚拟数字人;区块链;虚拟现实;文化传媒概念;鸿蒙概念;IP经济(谷子经济);华为概念;人工智能;深股通;融资融券
17,603606.SH,8,603606,柔性直流输电;海工装备;风电;工业互联网;高端装备;参股券商;沪股通;融资融券
33,300311.SZ,18,300311,人脸识别;电子身份证;网络安全;智慧政务;华为鲲鹏;区块链;数据安全;数字经济;车联网(车路协同);工业互联网;人工智能;DeepSeek概念;AI应用;粤港澳大湾区;创投;ST板块;网络游戏;数据中心
33,300889.SZ,14,300889,智慧灯杆;充电桩;露营经济;智慧城市;传感器;机器人概念;新能源汽车;储能;跨境电商;比亚迪概念;液冷服务器;锂电池概念;股权转让(并购重组);融资融券
17,600909.SH,4,600909,期货概念;国企改革;沪股通;融资融券
33,301225.SZ,12,301225,汽车热管理;PEEK材料;华为汽车;专精特新;车联网(车路协同);比亚迪概念;新能源汽车;医疗器械概念;燃料电池;氢能源;深股通;融资融券
17,603589.SH,3,603589,白酒概念;沪股通;融资融券
33,002628.SZ,9,002628,小金属概念;西部大开发;新疆振兴;无人驾驶;氟化工概念;装配式建筑;机器人概念;PPP概念;融资融券
17,600820.SH,23,600820,高股息精选;地下管网;国企改革;PPP概念;上海国企改革;新型城镇化;雄安新区;水利;一带一路;天然气;回购增持再贷款概念;氢能源;风电;数字经济;智慧城市;低空经济;人工智能;数据要素;高端装备;沪股通;融资融券;机器人概念;专精特新
33,002911.SZ,11,002911,天然气;煤化工概念;高股息精选;氢能源;深股通;国企改革;燃料电池;储能;充电桩;粤港澳大湾区;融资融券
151,920931.BJ,2,920931,专精特新;融资融券
33,002572.SZ,7,002572,高股息精选;参股券商;养老概念;智能家居;深股通;虚拟现实;融资融券
17,603662.SH,11,603662,人形机器人;同花顺新质50;机器人概念;机器视觉;传感器;物联网;华为概念;芯片概念;数据中心;融资融券;沪股通
17,601377.SH,5,601377,国企改革;福建自贸区;沪股通;融资融券;海峡两岸
33,000045.SZ,6,000045,虚拟现实;粤港澳大湾区;OLED;深圳国企改革;国企改革;深股通
17,600398.SH,6,600398,高股息精选;三胎概念;体育产业;沪股通;融资融券;阿里巴巴概念
33,301518.SZ,6,301518,新能源汽车;专精特新;2025年报预增;碳中和;污水处理;融资融券
17,600596.SH,17,600596,草甘膦;有机硅概念;硅能源;大豆;玉米;锂电池概念;农业种植;转基因;乡村振兴;2026一季报预增;光伏概念;共同富裕示范区;华为概念;人形机器人;液冷服务器;沪股通;融资融券
33,002360.SZ,4,002360,民爆概念;可降解塑料;ST板块;光伏概念
17,688727.SH,10,688727,存储芯片;科创次新股;芯片概念;光刻胶;注册制次新股;海峡两岸;福建自贸区;创投;新股与次新股;融资融券
17,600149.SH,4,600149,雄安新区;京津冀一体化;国企改革;物业管理
33,002058.SZ,11,002058,股权转让(并购重组);新型工业化;特斯拉概念;新能源汽车;长安汽车概念;创投;传感器;石墨烯;ST板块;固态电池;锂电池概念
151,920252.BJ,5,920252,锂电池概念;两轮车;专精特新;融资融券;储能
33,003027.SZ,4,003027,碳中和;钠离子电池;2025年报预增;储能
33,300141.SZ,10,300141,智能电网;高压快充;充电桩;光伏概念;换电概念;储能;机器人概念;商业航天;燃料电池;氢能源
17,688139.SH,10,688139,智能医疗;AI智能体;AI应用;DeepSeek概念;医疗器械概念;人工智能;物联网;机器人概念;沪股通;融资融券
17,600487.SH,31,600487,光纤概念;F5G概念;共封装光学(CPO);太赫兹;6G概念;特高压;柔性直流输电;液冷服务器;5G;数据中心;海工装备;芯片概念;智能电网;量子科技;军工;风电;无人驾驶;华为概念;新能源汽车;长三角一体化;小米汽车;人形机器人;机器人概念;网络安全;一带一路;水利;智慧城市;创投;DeepSeek概念;沪股通;融资融券
33,000630.SZ,11,000630,黄金概念;金属铜;小金属概念;金属镍;PCB概念;锂电池概念;5G;新能源汽车;国企改革;深股通;融资融券
33,300831.SZ,5,300831,柔性直流输电;特高压;芯片概念;西部大开发;国企改革
33,000679.SZ,1,000679,跨境电商
17,688216.SH,12,688216,汽车芯片;MCU芯片;存储芯片;先进封装;芯片概念;消费电子概念;5G;第三代半导体;传感器;专精特新;粤港澳大湾区;融资融券
17,603013.SH,14,603013,长安汽车概念;比亚迪概念;传感器;专精特新;新能源汽车;汽车热管理;汽车电子;储能;燃料电池;中俄贸易概念;一带一路;氢能源;国企改革;沪股通
151,920145.BJ,7,920145,碳中和;污水处理;高端装备;汽车电子;传感器;芯片概念;融资融券
17,603166.SH,12,603166,减速器;人形机器人;机器人概念;比亚迪概念;专精特新;新能源汽车;农机;AI应用;2025年报预增;西部大开发;融资融券;沪股通
17,601901.SH,6,601901,期货概念;证金持股;互联网金融;沪股通;融资融券;2025年报预增
151,920066.BJ,5,920066,染料;新能源汽车;专精特新;家用电器;融资融券
33,000539.SZ,15,000539,超超临界发电;绿色电力;风电;国资云;东数西算(算力);储能;光伏概念;参股保险;粤港澳大湾区;国企改革;期货概念;海工装备;创投;深股通;融资融券
17,603298.SH,9,603298,同花顺出海50;人形机器人;机器人概念;新能源汽车;智能物流;5G;宁德时代概念;沪股通;融资融券
17,601689.SH,22,601689,人形机器人;同花顺新质50;新型工业化;特斯拉概念;汽车热管理;一体化压铸;智能座舱;华为汽车;小米汽车;比亚迪概念;机器人概念;无人驾驶;汽车电子;小米概念;中国AI 50;新能源汽车;英伟达概念;液冷服务器;数据中心;同花顺出海50;沪股通;融资融券
17,601398.SH,6,601398,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;跨境支付(CIPS)
17,601236.SH,6,601236,期货概念;国企改革;西部大开发;2025年报预增;沪股通;融资融券
33,300181.SZ,7,300181,医药电商;创新药;细胞免疫治疗;共同富裕示范区;独角兽概念;融资融券;深股通
33,002245.SZ,20,002245,钠离子电池;固态电池;锂电池概念;金属镍;储能;两轮车;MiniLED;数据中心;芯片概念;深股通;一带一路;小米概念;创投;海峡两岸;人形机器人;智能家居;机器人概念;飞行汽车(eVTOL);无人机;融资融券
33,002434.SZ,17,002434,减速器;农机;一体化压铸;人形机器人;机器人概念;新能源汽车;比亚迪概念;工业互联网;高端装备;回购增持再贷款概念;储能;碳中和;虚拟电厂;绿色电力;碳交易;深股通;融资融券
17,688252.SH,11,688252,智能音箱;智能穿戴;芯片概念;消费电子概念;电子纸;抖音概念(字节概念);海峡两岸;人民币贬值受益;高压快充;沪股通;融资融券
17,605277.SH,16,605277,汽车电子;消费电子概念;5G;铜缆高速连接;华为概念;新能源汽车;机器人概念;液冷服务器;东数西算(算力);数据中心;F5G概念;光伏概念;充电桩;储能;融资融券;沪股通
17,601200.SH,14,601200,生物质能发电;碳交易;医疗废物处理;绿色电力;PPP概念;固废处理;土壤修复;国企改革;污水处理;垃圾分类;上海国企改革;上海自贸区;沪股通;融资融券
33,002137.SZ,20,002137,物联网;抖音概念(字节概念);区块链;华为概念;智能穿戴;无线耳机;智能家居;数字经济;汽车电子;消费电子概念;粤港澳大湾区;芯片概念;5G;文化传媒概念;新能源汽车;人民币贬值受益;先进封装;网红经济;光伏概念;深股通
17,601825.SH,4,601825,高股息精选;跨境支付(CIPS);融资融券;沪股通
33,001313.SZ,7,001313,合成生物;乡村振兴;粤港澳大湾区;数据要素;预制菜;一带一路;深股通
17,603757.SH,14,603757,液冷服务器;数据中心;商业航天;空气能热泵;新能源汽车;专精特新;储能;核电;高端装备;海工装备;燃料电池;氢能源;水利;沪股通
151,920378.BJ,6,920378,人形机器人;机器人概念;新能源汽车;特斯拉概念;专精特新;融资融券
17,601166.SH,6,601166,高股息精选;沪股通;融资融券;跨境支付(CIPS);福建自贸区;海峡两岸
33,001330.SZ,12,001330,短剧游戏;Sora概念(文生视频);文化传媒概念;IP经济(谷子经济);AIGC概念;抖音概念(字节概念);AI应用;腾讯概念;阿里巴巴概念;西部大开发;新疆振兴;深股通
17,600900.SH,13,600900,同花顺中特估100;高股息精选;同花顺漂亮100;沪股通;融资融券;参股银行;国企改革;央企国企改革;绿色电力;水利;创投;核电;储能
151,920425.BJ,10,920425,2025年报预增;MiniLED;消费电子概念;机器人概念;苹果概念;融资融券;AI眼镜;西部大开发;专精特新;机器视觉
33,300211.SZ,9,300211,血氧仪;人工智能;智能穿戴;物联网;医疗器械概念;消费电子概念;传感器;芯片概念;ST板块
17,600499.SH,15,600499,盐湖提锂;锂电池概念;宁德时代概念;储能;同花顺出海50;新型工业化;光伏建筑一体化;人民币贬值受益;高端装备;机器人概念;充电桩;一带一路;海工装备;沪股通;融资融券
151,920270.BJ,6,920270,人民币贬值受益;特斯拉概念;军工;机器人概念;专精特新;融资融券
33,300922.SZ,5,300922,军工;高端装备;专精特新;京津冀一体化;融资融券
17,600025.SH,11,600025,绿色电力;央企国企改革;风电;国企改革;同花顺漂亮100;沪股通;西部大开发;水利;DeepSeek概念;华为概念;融资融券
17,601456.SH,6,601456,互联网金融;国企改革;2025年报预增;股权转让(并购重组);融资融券;沪股通
151,920508.BJ,7,920508,融资融券;机器人概念;物联网;固态电池;智能电网;特高压;无人机
33,300825.SZ,37,300825,减速器;数字经济;新型工业化;数据要素;AI智能体;智谱AI;人工智能;数字孪生;车联网(车路协同);智能物流;多模态AI;虚拟现实;农机;长安汽车概念;DeepSeek概念;人形机器人;机器人概念;低空经济;华为汽车;飞行汽车(eVTOL);京津冀一体化;比亚迪概念;换电概念;华为概念;无人驾驶;新能源汽车;智能座舱;算力租赁;乡村振兴;汽车电子;东数西算(算力);燃料电池;英伟达概念;芯片概念;汽车芯片;融资融券;深股通
17,605177.SH,3,605177,合成生物;阿尔茨海默概念;仿制药一致性评价
33,002736.SZ,5,002736,高股息精选;深圳国企改革;国企改革;融资融券;深股通
33,301188.SZ,3,301188,医疗器械概念;回购增持再贷款概念;融资融券
33,301388.SZ,6,301388,充电桩;光伏概念;物联网;专精特新;传感器;融资融券
33,301468.SZ,6,301468,核电;海工装备;人民币贬值受益;垃圾分类;回购增持再贷款概念;融资融券
151,920111.BJ,4,920111,共同富裕示范区;专精特新;融资融券;新能源汽车
33,002796.SZ,8,002796,共封装光学(CPO);6G概念;5G;军工;储能;一带一路;医疗器械概念;融资融券
17,600660.SH,9,600660,证金持股;同花顺漂亮100;同花顺出海50;沪股通;融资融券;福建自贸区;特斯拉概念;小米汽车;光伏概念
17,688279.SH,5,688279,芯片概念;机器人概念;新能源汽车;沪股通;融资融券
151,920163.BJ,5,920163,可降解塑料;融资融券;京津冀一体化;人民币贬值受益;工业互联网
33,300286.SZ,12,300286,虚拟电厂;电力物联网;智能电网;充电桩;数据中心;储能;安防;华为概念;专精特新;传感器;人工智能;深股通
33,000301.SZ,11,000301,环氧丙烷;煤化工概念;POE胶膜;同花顺漂亮100;回购增持再贷款概念;深股通;锂电池概念;碳纤维;光伏概念;工业互联网;融资融券
