股票代码,market_code,code,所属概念,所属概念数量
301239.SZ,33,301239,眼科医疗;民营医院;智能医疗;西部大开发;深股通;融资融券,6
002367.SZ,33,002367,新型城镇化;长三角一体化;一带一路;创投;机器人概念;物联网;人工智能;独角兽概念;芯片概念;ChatGPT概念;深股通;融资融券,12
688289.SH,17,688289,猴痘概念;流感;肝炎概念;基因测序;宠物经济;创新药;智能医疗;医疗器械概念;人工智能;AI智能体;数字经济;DeepSeek概念;创投;阿里巴巴概念;专精特新;一带一路;沪股通;融资融券,18
600664.SH,17,600664,流感;医药电商;维生素;仿制药一致性评价;肝炎概念;创新药;三胎概念;养老概念;黑龙江自贸区;跨境电商;DeepSeek概念;沪股通;融资融券,13
603155.SH,17,603155,光刻胶;芯片概念;有机硅概念;锂电池概念;国企改革;沪股通;股权转让(并购重组),7
300718.SZ,33,300718,人形机器人;汽车热管理;特斯拉概念;机器人概念;专精特新;长三角一体化;核电;风电;融资融券;深股通,10
920964.BJ,151,920964,数字乡村;融资融券;股权转让(并购重组);物联网;水利;国企改革;农机;乡村振兴;专精特新,9
688102.SH,17,688102,商业航天;航空发动机;可控核聚变;核电;3D打印;特高压;芯片概念;独角兽概念;DeepSeek概念;共封装光学(CPO);充电桩;新能源汽车;西部大开发;医疗器械概念;沪股通;融资融券,16
300447.SZ,33,300447,军工信息化;商业航天;卫星导航;军民融合;大飞机;成飞概念;军工;无人机;低空经济;光纤概念;高铁;专精特新;芯片概念;共封装光学(CPO);2025年报预增,15
000629.SZ,33,000629,钛白粉概念;小金属概念;钒电池;西部大开发;回购增持再贷款概念;国企改革;氢能源;储能;深股通;融资融券,10
300990.SZ,33,300990,液冷服务器;光刻机;芯片概念;宁德时代概念;2025年报预增;数据中心;新能源汽车;专精特新;储能;高端装备;换电概念;氢能源;深股通;融资融券,14
301595.SZ,33,301595,商业航天;专精特新;智能家居;露营经济;注册制次新股;跨境电商;新股与次新股;融资融券,8
920580.BJ,151,920580,2025年报预增;硅能源;融资融券;钠离子电池;第三代半导体;专精特新,6
600056.SH,17,600056,流感;医药电商;肝炎概念;仿制药一致性评价;证金持股;猴痘概念;创新药;国企改革;央企国企改革;医疗器械概念;中字头股票;沪股通;融资融券;脑机接口,14
920751.BJ,151,920751,股权转让(并购重组);融资融券;燃料电池;氢能源;专精特新,5
601318.SH,17,601318,互联网保险;证金持股;沪股通;融资融券;同花顺漂亮100;同花顺中特估100;参股券商;家庭医生;独角兽概念,9
000528.SZ,33,000528,雅下水电概念;回购增持再贷款概念;农机;海工装备;一带一路;国企改革;核电;高端装备;中俄贸易概念;西部大开发;水利;新型城镇化;无人驾驶;机器人概念;风电;DeepSeek概念;新疆振兴;深股通;融资融券,19
002035.SZ,33,002035,净水概念;空气能热泵;创投;家用电器;智能家居;数字经济;粤港澳大湾区;鸿蒙概念;深股通;无人机;融资融券,11
301217.SZ,33,301217,PET铜箔;PCB概念;宁德时代概念;5G;固态电池;锂电池概念;比亚迪概念;储能;国企改革;深股通;融资融券,11
300909.SZ,33,300909,3D打印;MiniLED;智能座舱;华为概念;消费电子概念;小米概念;新能源汽车;专精特新;智能家居;创投;富士康概念;储能;深股通;融资融券,14
920575.BJ,151,920575,融资融券;重组蛋白;生物疫苗,3
600809.SH,17,600809,白酒概念;同花顺漂亮100;沪股通;融资融券;国企改革,5
002905.SZ,33,002905,文化传媒概念;职业教育;虚拟现实;粤港澳大湾区,4
600362.SH,17,600362,黄金概念;金属铜;小金属概念;金属回收;证金持股;锂电池概念;国企改革;参股券商;沪股通;融资融券;一带一路,11
002345.SZ,33,002345,黄金概念;小金属概念;IP经济(谷子经济);NFT概念;2025年报预增;培育钻石;深股通,7
002738.SZ,33,002738,金属铜;小金属概念;稀土永磁;金属回收;动力电池回收;锂电池概念;特斯拉概念;一带一路;融资融券;深股通,10
000421.SZ,33,000421,天然气;物业管理;网约车;国企改革;旅游概念;创投;互联网金融;虚拟电厂;换电概念;充电桩;动力电池回收;文化传媒概念,12
603126.SH,17,603126,光热发电;光伏建筑一体化;生物质能发电;绿色电力;固废处理;碳交易;雄安新区;建筑节能;碳中和;储能;一带一路;国企改革;央企国企改革;工业互联网;京津冀一体化;2025年报预增;中字头股票;融资融券,18
002431.SZ,33,002431,横琴新区;职业教育;元宇宙;体育产业;虚拟现实;粤港澳大湾区;特色小镇;新型城镇化;旅游概念;水利;土壤修复;乡村振兴;地下管网;PPP概念;雄安新区;国企改革;土地流转;碳交易;新疆振兴;融资融券,20
300187.SZ,33,300187,医疗废物处理;生物质能发电;土壤修复;污水处理;PPP概念;碳中和;充电桩;智能电网;固废处理;新型城镇化;PM2.5;雄安新区;风电;光伏建筑一体化;储能;比亚迪概念;AI智能体;金属回收;小金属概念,19
000517.SZ,33,000517,物业管理;建筑节能;长三角一体化;深股通;融资融券,5
002249.SZ,33,002249,人形机器人;长安汽车概念;机器人概念;新能源汽车;比亚迪概念;家用电器;粤港澳大湾区;燃料电池;充电桩;储能;数据中心;回购增持再贷款概念;风电;氢能源;AIGC概念;深股通;融资融券,17
688205.SH,17,688205,共封装光学(CPO);F5G概念;5G;芯片概念;数据中心;东数西算(算力);专精特新;沪股通;融资融券,9
001338.SZ,33,001338,啤酒概念;粮食概念;乡村振兴;国企改革;粤港澳大湾区;深股通,6
600406.SH,17,600406,柔性直流输电;特高压;抽水蓄能;虚拟电厂;智能电网;电力物联网;核电;充电桩;换电概念;储能;央企国企改革;雅下水电概念;光伏概念;氢能源;数据中心;水利;一带一路;PPP概念;国企改革;量子科技;芯片概念;证金持股;同花顺漂亮100;沪股通;融资融券;车联网(车路协同),26
300683.SZ,33,300683,细胞免疫治疗;CRO概念;重组蛋白;创新药;眼科医疗;仿制药一致性评价;股权转让(并购重组),7
003028.SZ,33,003028,家用电器;人形机器人;智能家居;汽车电子;空气能热泵;汽车热管理;机器视觉;新能源汽车;机器人概念;储能;智能电网;光伏概念;共封装光学(CPO),13
601878.SH,17,601878,期货概念;国企改革;共同富裕示范区;沪股通;融资融券,5
600415.SH,17,600415,AI应用;跨境支付(CIPS);网红经济;超级品牌;跨境电商;IP经济(谷子经济);移动支付;数字货币;虚拟数字人;数据要素;DeepSeek概念;数字经济;人工智能;阿里巴巴概念;参股券商;共同富裕示范区;统一大市场;中俄贸易概念;国企改革;一带一路;回购增持再贷款概念;数据中心;同花顺出海50;沪股通;融资融券;绿色电力;同花顺中特估100,27
603033.SH,17,603033,可降解塑料;高铁;沪股通;融资融券,4
600601.SH,17,600601,PCB概念;共封装光学(CPO);5G;2025年报预增;华为概念;东数西算(算力);智慧城市;网络游戏;融资融券;国企改革;沪股通,11
002112.SZ,33,002112,智能电网;风电;光伏概念;核电;储能;数据中心;专精特新;共同富裕示范区;国企改革;融资融券,10
000301.SZ,33,000301,煤化工概念;环氧丙烷;POE胶膜;同花顺漂亮100;回购增持再贷款概念;深股通;碳纤维;锂电池概念;光伏概念;工业互联网;融资融券,11
688018.SH,17,688018,MCU芯片;中国AI 50;星闪概念;WiFi 6;芯片概念;小米概念;语音技术;AI智能体;抖音概念(字节概念);机器人概念;物联网;人工智能;智能家居;数字经济;上海自贸区;沪股通;融资融券,17
300070.SZ,33,300070,PPP概念;参股银行;雄安新区;地下管网;污水处理;净水概念;国企改革;新型城镇化;乡村振兴;一带一路;创投;央企国企改革;盐湖提锂;家用电器;人工智能;深股通;融资融券,17
000402.SZ,33,000402,物业管理;特色小镇;参股券商;证金持股;装配式建筑;国企改革;京津冀一体化;碳交易;碳中和;深股通;融资融券,11
603399.SH,17,603399,小金属概念;固态电池;锂电池概念;股权转让(并购重组);专精特新;沪股通;融资融券,7
920039.BJ,151,920039,融资融券;碳交易;碳中和;新型城镇化;数据要素;国企改革;区块链;军工;人工智能,9
688401.SH,17,688401,先进封装;OLED;第三代半导体;PCB概念;MiniLED;芯片概念;消费电子概念;专精特新;沪股通;融资融券,10
301260.SZ,33,301260,人形机器人;机器人概念;跨境电商;两轮车;人民币贬值受益;人工智能;储能;锂电池概念;深股通;融资融券,10
603111.SH,17,603111,一带一路;高铁;新能源汽车;机器人概念;高端装备;医疗器械概念;新型工业化;充电桩;比亚迪概念;无人驾驶;工业互联网;养老概念;工业母机;智能医疗;沪股通,15
603889.SH,17,603889,长三角一体化;工业互联网;沪股通,3
300910.SZ,33,300910,人民币贬值受益;深股通;融资融券,3
002511.SZ,33,002511,三胎概念;IP经济(谷子经济);2025年报预增;深股通;融资融券,5
688236.SH,17,688236,牙科医疗;医疗器械概念;智能医疗;2025年报预增;京津冀一体化;专精特新;机器人概念;3D打印;融资融券;沪股通,10
002079.SZ,33,002079,HJT电池;BC电池;第三代半导体;钙钛矿电池;TOPCON电池;先进封装;芯片概念;汽车芯片;消费电子概念;传感器;光伏概念;智能穿戴;无线耳机;苹果概念;小米概念;汽车电子;比亚迪概念;虚拟现实;5G;人形机器人;华为概念;物联网;储能;创投;深股通;融资融券;股权转让(并购重组),27
600208.SH,17,600208,参股保险;参股券商;参股银行;互联网金融;国企改革;创投;乡村振兴;区块链;独角兽概念;共同富裕示范区;长三角一体化;黄金概念;Web3.0;数据确权;期货概念;元宇宙;NFT概念;知识产权保护;煤炭概念;芯片概念;沪股通;融资融券,22
605589.SH,17,605589,PCB概念;先进封装;光刻胶;超级电容;OLED;存储芯片;6G概念;芯片概念;石墨烯;固态电池;3D打印;锂电池概念;高端装备;核电;新能源汽车;军工;储能;钠离子电池;商业航天;高铁;风电;大飞机;代糖概念;硅能源;丙烯酸;绿色电力;建筑节能;合成生物;沪股通;融资融券,30
600368.SH,17,600368,统一大市场;物业管理;冷链物流;国企改革;乡村振兴;西部大开发;数字乡村;人工智能;沪股通;融资融券,10
301203.SZ,33,301203,污水处理;碳中和;固废处理;锂电池概念;固态电池;融资融券,6
920808.BJ,151,920808,融资融券;股权转让(并购重组);腾讯概念;液冷服务器;碳中和;数据中心;抖音概念(字节概念);专精特新;东数西算(算力);国企改革,10
603173.SH,17,603173,专精特新;芯片概念;核电;2025年报预增;共同富裕示范区;海工装备;长三角一体化;一带一路;氢能源;天然气;沪股通,11
688075.SH,17,688075,流感;猴痘概念;宠物经济;智能医疗;人民币贬值受益;沪股通;融资融券,7
300969.SZ,33,300969,汽车热管理;人形机器人;比亚迪概念;新能源汽车;无人驾驶;深股通;融资融券,7
601601.SH,17,601601,沪股通;融资融券;证金持股;同花顺中特估100;蚂蚁集团概念;华为概念,6
300122.SZ,33,300122,猴痘概念;生物疫苗;流感;肝炎概念;重组蛋白;创新药;减肥药;合成生物;同花顺漂亮100;创投;西部大开发;深股通;融资融券,13
300005.SZ,33,300005,商业航天;足球概念;体育产业;京津冀一体化;露营经济;机器人概念;冰雪产业;跨境电商;三胎概念;智能穿戴;MiniLED;芯片概念;MicroLED概念;柔性屏(折叠屏);AI眼镜;消费电子概念;汽车芯片;OLED;MCU芯片;融资融券;深股通,21
002573.SZ,33,002573,煤化工概念;天然气;固废处理;PPP概念;碳中和;雄安新区;国企改革;土壤修复;污水处理;水利;金属回收;京津冀一体化;创投;PM2.5;金属铜;数字孪生;机器人概念;深股通;融资融券,19
688550.SH,17,688550,光刻胶;2025三季报预增;OLED;人民币贬值受益;减肥药;创新药;乡村振兴;钙钛矿电池;西部大开发;国企改革;股权转让(并购重组);沪股通;融资融券,13
002010.SZ,33,002010,智能物流;一带一路;共同富裕示范区;工业互联网;2025年报预增;DeepSeek概念;华为概念;车联网(车路协同);区块链;宁德时代概念;蚂蚁集团概念;无人驾驶;新能源汽车;人形机器人;充电桩;军工;统一大市场;深股通;融资融券,19
600009.SH,17,600009,免税店;证金持股;上海国企改革;同花顺中特估100;国企改革;上海自贸区;同花顺漂亮100;沪股通;融资融券,9
301486.SZ,33,301486,共封装光学(CPO);光纤概念;富士康概念;芯片概念;消费电子概念;MR(混合现实);5G;数据中心;比亚迪概念;新型工业化;高端装备;东数西算(算力);华为概念;虚拟现实;粤港澳大湾区;抖音概念(字节概念);阿里巴巴概念;华为昇腾;股权转让(并购重组);深股通;融资融券,21
920866.BJ,151,920866,融资融券;粮食概念;玉米;数字经济;农业种植;乡村振兴,6
920433.BJ,151,920433,融资融券;西部大开发,2
688237.SH,17,688237,成飞概念;军工;专精特新;新能源汽车;汽车热管理;工业母机;融资融券,7
002452.SZ,33,002452,柔性直流输电;特高压;智能电网;风电;光伏概念;充电桩;储能;绿色电力;新能源汽车;军工;专精特新;数据中心;新疆振兴;融资融券,14
600649.SH,17,600649,租售同权;物业管理;参股券商;上海国企改革;参股银行;新型城镇化;国企改革;沪股通;融资融券;宁德时代概念,10
920455.BJ,151,920455,融资融券;专精特新,2
002725.SZ,33,002725,5G;新能源汽车;芯片概念;燃料电池;碳纤维;中俄贸易概念;人民币贬值受益;共同富裕示范区;回购增持再贷款概念;一带一路;股权转让(并购重组),11
603218.SH,17,603218,风电;核污染防治;海工装备;核电;军工;融资融券;沪股通,7
601162.SH,17,601162,期货概念;物业管理;国企改革;沪股通;融资融券,5
001979.SZ,33,001979,租售同权;免税店;物业管理;证金持股;养老概念;深股通;融资融券;国企改革;央企国企改革;回购增持再贷款概念;粤港澳大湾区;低空经济,12
002516.SZ,33,002516,华为汽车;新能源汽车;无人驾驶;汽车电子;芯片概念;消费电子概念;智能穿戴;汽车芯片;先进封装;卫星导航;商业航天;5G;华为手机;国企改革;绿色电力;深股通;股权转让(并购重组),17
688012.SH,17,688012,中芯国际概念;国家大基金持股;存储芯片;先进封装;芯片概念;同花顺新质50;MiniLED;工业互联网;区块链;沪股通;融资融券,11
002698.SZ,33,002698,人形机器人;新型工业化;机器人概念;医疗器械概念;智能医疗;智能物流;专精特新;工业互联网;高端装备;创投;3D打印;中俄贸易概念;黑龙江自贸区;污水处理;深股通;融资融券,16
688271.SH,17,688271,智能医疗;阿尔茨海默概念;医疗器械概念;人工智能;AI应用;高端装备;沪股通;融资融券,8
920553.BJ,151,920553,高端装备;融资融券;烟草;工业母机,4
002858.SZ,33,002858,NFT概念;IP经济(谷子经济);体育产业;AIGC概念;Web3.0;在线教育;职业教育;多模态AI;百度概念;虚拟现实;人工智能;数字经济;低空经济;无人驾驶;AI应用;回购增持再贷款概念,16
920392.BJ,151,920392,融资融券;股权转让(并购重组);一带一路,3
000610.SZ,33,000610,旅游概念;创投;国企改革;西部大开发;一带一路,5
600757.SH,17,600757,文化传媒概念;IP经济(谷子经济);知识产权保护;托育服务;在线教育;证金持股;国企改革;沪股通;融资融券,9
000016.SZ,33,000016,星闪概念;无线耳机;存储芯片;网约车;智能穿戴;鸿蒙概念;芯片概念;智能家居;消费电子概念;家用电器;腾讯概念;人工智能;MiniLED;5G;MicroLED概念;DeepSeek概念;海峡两岸;工业互联网;创投;PCB概念;PPP概念;污水处理;国企改革;央企国企改革;深股通;股权转让(并购重组);融资融券,27
600699.SH,17,600699,华为汽车;特斯拉概念;人形机器人;汽车热管理;长安汽车概念;智能座舱;比亚迪概念;新能源汽车;无人驾驶;传感器;无线充电;汽车电子;机器人概念;小米概念;汽车芯片;EDR概念;芯片概念;人民币贬值受益;储能;车联网(车路协同);充电桩;高压快充;英伟达概念;华为概念;5G;回购增持再贷款概念;创投;数字经济;鸿蒙概念;DeepSeek概念;阿里巴巴概念;AI应用;AI智能体;沪股通;融资融券,35
600858.SH,17,600858,养老概念;国企改革;家用电器;充电桩;抖音概念(字节概念),5
600894.SH,17,600894,国企改革;证金持股;智慧城市;粤港澳大湾区;新型工业化;机器人概念;物联网;人工智能;新能源汽车;汽车电子;融资融券;沪股通,12
001229.SZ,33,001229,智慧城市;粤港澳大湾区;安防;车联网(车路协同);在线教育;智慧政务;人工智能;数字经济;信创;专精特新;军工信息化;商业航天;芯片概念;智能电网;AI应用;光纤概念,16
920098.BJ,151,920098,无人机;液冷服务器;低空经济;商业航天;新疆振兴;专精特新;高端装备;煤炭概念;高铁;风电;军工;军民融合;融资融券;西部大开发,14
002973.SZ,33,002973,乡村振兴;数字乡村;智慧城市;垃圾分类;DeepSeek概念;人工智能;PPP概念;医疗废物处理;污水处理;低空经济;碳中和;机器人概念;固废处理;绿色电力;无人驾驶;人形机器人;深股通,17
002538.SZ,33,002538,磷化工;化肥;金属铅;金属锌;金属铜;生态农业;农村电商;黄金概念;乡村振兴;民营医院;工业互联网;融资融券;深股通,13
300019.SZ,33,300019,有机硅概念;硅能源;固态电池;锂电池概念;宁德时代概念;光伏概念;芯片概念;比亚迪概念;新能源汽车;可控核聚变;高铁;5G;核电;小米概念;军工;无人机;商业航天;特高压;水利;长安汽车概念;雄安新区;西部大开发;装配式建筑;深股通;融资融券,25
000937.SZ,33,000937,煤炭概念;煤化工概念;国企改革;回购增持再贷款概念;深股通;融资融券;京津冀一体化,7
603049.SH,17,603049,注册制次新股;新能源汽车;两轮车;比亚迪概念;新股与次新股;融资融券,6
002083.SZ,33,002083,氟化工概念;硅能源;锂电池概念;新能源汽车;军工;军民融合;回购增持再贷款概念;托育服务;高铁;人民币贬值受益;海工装备;中俄贸易概念;一带一路;创投;三胎概念;国企改革;深股通,17
000825.SZ,33,000825,特钢概念;央企国企改革;可控核聚变;氢能源;商业航天;国企改革;超超临界发电;核电;军工;一带一路;燃料电池;光伏概念;柔性屏(折叠屏);芯片概念;比亚迪概念;华为手机;华为概念;深股通;融资融券,19
000159.SZ,33,000159,新疆振兴;一带一路;西部大开发;金属铜;光伏概念;乡村振兴;特高压;融资融券,8
605009.SH,17,605009,三胎概念;宠物经济;养老概念;共同富裕示范区;沪股通,5
605300.SH,17,605300,预制菜;跨境电商;代糖概念;创投;沪股通,5
600449.SH,17,600449,水泥概念;参股银行;国资云;国企改革;智能物流;算力租赁;人工智能;西部大开发;东数西算(算力);统一大市场;央企国企改革;数据中心;融资融券;沪股通,14
600201.SH,17,600201,动物疫苗;禽流感;合成生物;宠物经济;人工智能;西部大开发;沪股通;融资融券,8
301596.SZ,33,301596,减速器;人形机器人;新型工业化;机器人概念;新能源汽车;无人机;核电;风电;西部大开发;融资融券;深股通,11
600288.SH,17,600288,机器视觉;机器人概念;专精特新;芯片概念;华为概念;无人机;量子科技;人工智能;6G概念;华为手机;太赫兹;元宇宙;腾讯概念;宁德时代概念;数据要素;京津冀一体化;智能医疗;眼科医疗;AIGC概念;虚拟数字人;Sora概念(文生视频);期货概念;融资融券;沪股通,24
002213.SZ,33,002213,存储芯片;汽车芯片;芯片概念;消费电子概念;PCB概念;WiFi 6;比亚迪概念;粤港澳大湾区;锂电池概念;新能源汽车;无人驾驶;信创;创投;硅能源;小金属概念,15
300826.SZ,33,300826,地下管网;新型城镇化;水利;土壤修复;数字经济;数字孪生;智慧城市;房屋检测;碳中和;空间计算;高铁;机器人概念;鸿蒙概念;数据要素;时空大数据;元宇宙;华为概念;军工;东数西算(算力);卫星导航,20
920149.BJ,151,920149,装配式建筑;股权转让(并购重组);融资融券;新型城镇化;房屋检测;建筑节能;光伏概念;光伏建筑一体化,8
001233.SZ,33,001233,注册制次新股;高端装备;专精特新;人民币贬值受益;海峡两岸;中俄贸易概念;一带一路;俄乌冲突概念;深股通;新股与次新股;融资融券,11
001311.SZ,33,001311,特斯拉概念;新能源汽车;比亚迪概念;一体化压铸;机器人概念;深股通,6
002841.SZ,33,002841,星闪概念;车联网(车路协同);智能家居;智能座舱;人工智能;DeepSeek概念;机器人概念;智能穿戴;小米概念;智慧政务;家用电器;在线教育;AIGC概念;AI眼镜;汽车电子;云办公;物业管理;AI应用;深股通;融资融券,20
600130.SH,22,600130,ST板块;汽车电子;消费电子概念;人脸识别;卫星导航,5
688276.SH,17,688276,流感;生物疫苗;阿尔茨海默概念;国企改革;沪股通;融资融券,6
605577.SH,17,605577,文化传媒概念;IP经济(谷子经济);在线教育;黑龙江自贸区;国企改革;一带一路;沪股通,7
300814.SZ,33,300814,共封装光学(CPO);PCB概念;铜缆高速连接;先进封装;5G;MiniLED;华为数字能源;毫米波雷达;汽车电子;数据中心;新能源汽车;华为概念;华为汽车;一带一路;深股通;融资融券,16
001286.SZ,33,001286,煤炭概念;超超临界发电;国企改革;西部大开发;回购增持再贷款概念;充电桩;换电概念;深股通;融资融券,9
600958.SH,17,600958,期货概念;证金持股;互联网金融;沪股通;融资融券;2025年报预增,6
002557.SZ,33,002557,乳业;农业种植;深股通;融资融券;回购增持再贷款概念,5
688702.SH,17,688702,5G;国家大基金持股;中国AI 50;芯片概念;数据中心;网络安全;沪股通;融资融券,8
000650.SZ,33,000650,医药电商;脑机接口;生物疫苗;流感;肝炎概念;养老概念;眼科医疗;三胎概念;医疗器械概念;仿制药一致性评价;创新药;消毒剂;区块链;智能穿戴;AI眼镜;深股通;融资融券,17
600060.SH,17,600060,虚拟数字人;元宇宙;智能家居;AI智能体;数据要素;数字经济;多模态AI;人工智能;DeepSeek概念;家用电器;虚拟现实;MCU芯片;商业航天;机器人概念;智能穿戴;AI眼镜;MR(混合现实);汽车电子;沪股通;融资融券;消费电子概念;芯片概念;MicroLED概念;MiniLED,24
688676.SH,17,688676,智能电网;抽水蓄能;核电;光伏概念;风电;储能;数据中心;海工装备;高端装备;中国AI 50;新能源汽车;雅下水电概念;专精特新;工业互联网;机器人概念;华为概念;海南自贸区;数字孪生;阿里巴巴概念;百度概念;数据要素;融资融券;沪股通,23
300393.SZ,33,300393,BC电池;TOPCON电池;钙钛矿电池;光伏建筑一体化;光伏概念;国企改革;虚拟电厂;华为概念;AI智能体;深股通;融资融券,11
003013.SZ,33,003013,装配式建筑;新型城镇化;地下管网;PPP概念;雄安新区;乡村振兴;国企改革;水利;一带一路;智慧城市;数字经济;粤港澳大湾区;数字孪生;人工智能;低空经济;物联网;时空大数据;腾讯概念;无人机;数据中心;深股通,21
600276.SH,17,600276,减肥药;细胞免疫治疗;创新药;眼科医疗;仿制药一致性评价;辅助生殖;同花顺漂亮100;证金持股;沪股通;融资融券,10
688502.SH,17,688502,光刻机;光刻胶;芯片概念;智能穿戴;专精特新;机器视觉;无人驾驶;虚拟现实;人民币贬值受益;基因测序;眼科医疗;沪股通;融资融券,13
000030.SZ,33,000030,参股保险;证金持股;国企改革;华为汽车;长安汽车概念;汽车热管理;飞行汽车(eVTOL);小米汽车;动力电池回收;新能源汽车;换电概念;无人驾驶;比亚迪概念;锂电池概念;低空经济;储能;智能座舱;车联网(车路协同);汽车电子;小米概念;宁德时代概念;深股通;融资融券,23
600820.SH,17,600820,天然气;上海国企改革;国企改革;PPP概念;地下管网;雄安新区;新型城镇化;氢能源;回购增持再贷款概念;一带一路;风电;水利;沪股通;融资融券;数字经济;智慧城市;高端装备;数据要素;专精特新;机器人概念;人工智能;低空经济,22
600278.SH,17,600278,创投;统一大市场;上海自贸区;人民币贬值受益;上海国企改革;一带一路;医疗器械概念;国企改革;自由贸易港;参股券商;航运概念;沪股通;融资融券,13
002014.SZ,33,002014,供销社;绿色电力;深股通,3
000090.SZ,33,000090,租售同权;物业管理;深圳国企改革;新型城镇化;国企改革;粤港澳大湾区;人工智能;数字孪生;机器人概念;深股通;融资融券,11
001266.SZ,33,001266,新型工业化;卫星导航;物联网;传感器;车联网(车路协同);商业航天;工业互联网;机器人概念;换电概念;汽车电子;智能座舱;无人驾驶;数据中心;新能源汽车;农机;充电桩;AI智能体;人工智能;专精特新;储能;PCB概念;风电;回购增持再贷款概念,23
603127.SH,17,603127,CRO概念;2025年报预增;细胞免疫治疗;基因测序;专精特新;智能医疗;创新药;生物疫苗;融资融券;沪股通,10
000582.SZ,33,000582,自由贸易港;统一大市场;回购增持再贷款概念;冷链物流;一带一路;国企改革;西部大开发;乡村振兴;航运概念;机器人概念;安防;华为概念;星闪概念;DeepSeek概念;人工智能;区块链;深股通;融资融券,18
603662.SH,17,603662,人形机器人;传感器;机器人概念;机器视觉;同花顺新质50;物联网;芯片概念;华为概念;数据中心;融资融券;沪股通,11
920819.BJ,151,920819,人民币贬值受益;染料;融资融券;转基因;草甘膦,5
688687.SH,17,688687,重组蛋白;创新药;肝炎概念;仿制药一致性评价;沪股通;融资融券,6
601628.SH,17,601628,中字头股票;互联网保险;沪股通;融资融券;证金持股;同花顺中特估100;参股银行;国企改革;2025三季报预增,9
920266.BJ,151,920266,西部大开发;融资融券;农业种植;医药电商,4
600196.SH,17,600196,创新药;仿制药一致性评价;减肥药;流感;生物疫苗;猴痘概念;阿尔茨海默概念;细胞免疫治疗;辅助生殖;民营医院;医美概念;医疗器械概念;青蒿素;智能医疗;家庭医生;证金持股;DeepSeek概念;AI智能体;机器人概念;沪股通;融资融券,21
000663.SZ,33,000663,海峡两岸;乡村振兴;土地流转;碳中和;国企改革;碳交易;绿色电力;央企国企改革;天然气,9
002387.SZ,33,002387,MicroLED概念;柔性屏(折叠屏);虚拟现实;智能穿戴;OLED;人脸识别;小米概念;汽车电子;消费电子概念;华为手机;芯片概念;绿色电力;深股通;股权转让(并购重组);融资融券,15
002612.SZ,33,002612,网红经济;IP经济(谷子经济);C2M概念;三胎概念;毛发医疗;民营医院;医美概念;虚拟数字人;医疗器械概念;牙科医疗;中韩自贸区;2025年报预增;融资融券;深股通,14
603308.SH,17,603308,航空发动机;可控核聚变;核电;海工装备;3D打印;大飞机;高端装备;风电;军工;商业航天;无人机;工业互联网;核污染防治;一带一路;参股银行;沪股通;融资融券,17
002132.SZ,33,002132,硅能源;有机硅概念;黄金概念;光伏概念;特高压;深股通;融资融券,7
603587.SH,17,603587,参股券商;IP经济(谷子经济);沪股通,3
688391.SH,17,688391,MCU芯片;汽车芯片;芯片概念;消费电子概念;专精特新;充电桩;电力物联网;储能;智能电网;融资融券,10
002281.SZ,33,002281,F5G概念;共封装光学(CPO);光纤概念;液冷服务器;6G概念;5G;数据中心;东数西算(算力);量子科技;芯片概念;华为概念;阿里巴巴概念;抖音概念(字节概念);腾讯概念;百度概念;央企国企改革;国企改革;深股通;融资融券,19
002620.SZ,33,002620,ST板块;建筑节能;新型城镇化;光伏概念;装配式建筑;光伏建筑一体化;ERP概念;绿色电力,8
605305.SH,17,605305,2025年报预增;储能;风电;专精特新;京津冀一体化;沪股通;融资融券,7
601456.SH,17,601456,互联网金融;国企改革;2025年报预增;股权转让(并购重组);融资融券;沪股通,6
600184.SH,17,600184,国产航母;军民融合;军工;光纤概念;AI眼镜;人形机器人;机器视觉;机器人概念;专精特新;央企国企改革;回购增持再贷款概念;国企改革;沪股通;融资融券,14
000860.SZ,33,000860,白酒概念;猪肉;国企改革;深股通;融资融券,5
601990.SH,17,601990,期货概念;国企改革;创投;沪股通;融资融券,5
002322.SZ,33,002322,电力物联网;智能电网;特高压;东数西算(算力);储能;数字孪生;PM2.5;人工智能;信创;无人机;核电;虚拟现实;数据要素;土壤修复;AI应用;深股通,16
688278.SH,17,688278,创新药;肝炎概念;绿色电力;福建自贸区;沪股通;融资融券,6
600572.SH,17,600572,毛发医疗;医药电商;维生素;流感;仿制药一致性评价;眼科医疗;工业大麻;创新药;幽门螺杆菌概念;阿尔茨海默概念;国企改革;智能医疗;AI应用;沪股通;融资融券;专精特新,16
300695.SZ,33,300695,人形机器人;长安汽车概念;机器人概念;比亚迪概念;新能源汽车;工业互联网;专精特新;汽车电子;创投;充电桩;高压快充;2025年报预增;深股通,13
600987.SH,17,600987,黄金概念;染料;回购增持再贷款概念;污水处理;共同富裕示范区;沪股通;融资融券,7
002832.SZ,33,002832,网红经济;体育产业;融资融券;深股通,4
002615.SZ,33,002615,露营经济;共同富裕示范区;智能家居;一带一路;人民币贬值受益;华为概念;回购增持再贷款概念;星闪概念;跨境电商;体育产业;三胎概念;数字经济;网红经济;鸿蒙概念;IP经济(谷子经济);NFT概念,16
300527.SZ,33,300527,中船系;ST板块;军民融合;军工;机器人概念;核污染防治;新型工业化;国企改革;海工装备;央企国企改革;人工智能;核电;2025年报预增,13
