股票代码,market_code,code,所属概念,所属概念数量
301378.SZ,33,301378,AI应用;AIGC概念;ChatGPT概念;AI智能体;华为昇腾;华为鲲鹏;数据要素;阿里巴巴概念;智慧政务;腾讯概念;鸿蒙概念;信创;DeepSeek概念;人工智能;数字经济;化债概念(AMC概念);融资融券,17
300300.SZ,33,300300,家庭医生;海峡两岸;文化传媒概念;智慧城市;数字经济;智能医疗;人工智能;独角兽概念;创投;医疗器械概念;国企改革;东数西算(算力);数据中心;充电桩;2025年报预增;摘帽,16
301186.SZ,33,301186,华为汽车;长安汽车概念;小米汽车;小米概念;新能源汽车;特斯拉概念;比亚迪概念;专精特新;机器人概念;换电概念;储能;锂电池概念;融资融券,13
300430.SZ,33,300430,脑机接口;AI应用;医疗器械概念;养老概念;DeepSeek概念;京津冀一体化;三胎概念;工业大麻;消毒剂;专精特新;新型工业化;合成生物;智能物流;深股通,14
300719.SZ,33,300719,成飞概念;大飞机;军民融合;军工信息化;商业航天;军工;无人机;低空经济;飞行汽车(eVTOL);碳纤维;高端装备;信创;专精特新;虚拟现实;京津冀一体化,15
300842.SZ,33,300842,BC电池;TOPCON电池;HJT电池;钙钛矿电池;第三代半导体;存储芯片;光伏概念;芯片概念;汽车电子;专精特新;商业航天;新能源汽车;深股通;融资融券,14
000564.SZ,33,000564,自由贸易港;统一大市场;物业管理;冷链物流;农村电商;跨境电商;供销社;网红经济;无人零售;乡村振兴;IP经济(谷子经济);西部大开发;新疆振兴;百度概念;军民融合;深股通;融资融券,17
301529.SZ,33,301529,传感器;新能源汽车;比亚迪概念;汽车电子;5G;中俄贸易概念;回购增持再贷款概念;深股通;融资融券,9
603040.SH,17,603040,汽车热管理;新能源汽车;比亚迪概念;长安汽车概念;专精特新;污水处理;沪股通,7
603029.SH,17,603029,供销社;农机;乡村振兴;新型工业化;新疆振兴;专精特新,6
600053.SH,17,600053,人形机器人;创投;PPP概念;跨境电商;沪股通;融资融券,6
002229.SZ,33,002229,算力租赁;数字水印;东数西算(算力);云计算;英伟达概念;数据中心;Web3.0;区块链;元宇宙;ChatGPT概念;数据要素;虚拟数字人;数字经济;AIGC概念;DeepSeek概念;人工智能;福建自贸区;海峡两岸;体育产业;融资融券;深股通,21
002465.SZ,33,002465,军工信息化;太赫兹;6G概念;卫星导航;脑机接口;时空大数据;商业航天;同花顺新质50;军民融合;国产航母;国产操作系统;人工智能;DeepSeek概念;大飞机;军工;车联网(车路协同);智慧城市;航空发动机;低空经济;成飞概念;无人机;虚拟现实;5G;物联网;无人驾驶;智能穿戴;芯片概念;机器人概念;粤港澳大湾区;回购增持再贷款概念;国企改革;深股通;融资融券,33
301141.SZ,33,301141,稀土永磁;5G;消费电子概念;智能音箱;专精特新;机器人概念;2025年报预增;新能源汽车;一带一路;深股通;融资融券,11
603699.SH,17,603699,页岩气;氢能源;可控核聚变;风电;核电;一带一路;人民币贬值受益;沪股通;融资融券,9
001218.SZ,33,001218,消毒剂,1
000902.SZ,33,000902,化肥;磷化工;大豆;生态农业;农村电商;氟化工概念;乡村振兴;锂电池概念;数字乡村;深股通;融资融券,11
002970.SZ,33,002970,EDR概念;毫米波雷达;汽车电子;星闪概念;智能座舱;机器视觉;无人驾驶;比亚迪概念;专精特新;新能源汽车;卫星导航;车联网(车路协同);物联网;多模态AI;人脸识别;人工智能;云计算;垃圾分类;鸿蒙概念;深股通,20
300689.SZ,33,300689,第三代半导体;芯片概念;消费电子概念;专精特新;液冷服务器;车联网(车路协同);粤港澳大湾区;人民币贬值受益;深股通,9
600579.SH,17,600579,核污染防治;低空经济;碳纤维;飞行汽车(eVTOL);高端装备;新型工业化;机器人概念;氢能源;跨境电商;光热发电;央企国企改革;新能源汽车;国企改革;人民币贬值受益;储能;煤化工概念;化肥;中字头股票;股权转让(并购重组),19
601933.SH,17,601933,预制菜;统一大市场;冷链物流;IP经济(谷子经济);跨境电商;福建自贸区;股权转让(并购重组);海峡两岸;腾讯概念;沪股通;融资融券,11
688788.SH,17,688788,军工信息化;军工;无人机;芯片概念;华为昇腾;无人驾驶;人工智能;粤港澳大湾区;沪股通;融资融券,10
002661.SZ,33,002661,预制菜;农业种植;猪肉;三胎概念;粮食概念;新疆振兴;食品安全;回购增持再贷款概念,8
002952.SZ,33,002952,电子纸;家用电器;智能家居;柔性屏(折叠屏);虚拟现实;充电桩;汽车电子;智能穿戴;人民币贬值受益;消费电子概念;新能源汽车;数字经济;数字货币,13
000948.SZ,33,000948,数字货币;ETC;移动支付;互联网金融;区块链;鸿蒙概念;智慧政务;智慧城市;数字经济;人脸识别;财税数字化;信创;华为鲲鹏;网络安全;数据安全;在线教育;DeepSeek概念;人工智能;百度概念;AI智能体;国资云;元宇宙;腾讯概念;物联网;语音技术;阿里巴巴概念;多模态AI;知识产权保护;NFT概念;创投;华为概念;智能医疗;军工信息化;军民融合;机器视觉;水利;军工;信托概念;乡村振兴;数据中心;医疗器械概念;碳中和;国企改革;西部大开发;AI应用;深股通;融资融券,47
603819.SH,17,603819,新能源汽车;安防;风电;股权转让(并购重组),4
300078.SZ,33,300078,家庭医生;数据要素;养老概念;阿里巴巴概念;无人零售;百度概念;辅助生殖;区块链;人工智能;智慧城市;食品安全;电子纸;共同富裕示范区;安防;物联网;机器人概念;人民币贬值受益;芯片概念;股权转让(并购重组);融资融券,20
002268.SZ,33,002268,数据安全;网络安全;数字水印;财税数字化;华为鲲鹏;国产操作系统;信创;智慧政务;量子科技;卫星导航;商业航天;云办公;国资云;鸿蒙概念;车联网(车路协同);数据要素;腾讯概念;数字货币;智慧城市;EDR概念;低空经济;移动支付;数字经济;军工;人工智能;数字孪生;互联网金融;跨境支付(CIPS);物联网;华为概念;工业互联网;区块链;5G;芯片概念;水利;汽车芯片;消费电子概念;汽车电子;西部大开发;国企改革;乡村振兴;雅下水电概念;深股通;融资融券,44
603729.SH,17,603729,文化传媒概念;抖音概念(字节概念);小红书概念;网红经济;数据要素;旅游概念;华为概念;上海自贸区,8
920166.BJ,151,920166,新股与次新股;融资融券,2
002331.SZ,33,002331,ETC;安防;智能物流;数字孪生;华为概念;水利;智慧城市;雄安新区;数字经济;DeepSeek概念;华为鲲鹏;智慧政务;数字乡村;华为昇腾;区块链;鸿蒙概念;航运概念,17
603189.SH,17,603189,云办公;国产操作系统;云计算;华为欧拉;智慧政务;信创;华为鲲鹏;人脸识别;多模态AI;虚拟现实;元宇宙;阿里巴巴概念;腾讯概念;在线教育;AIGC概念;鸿蒙概念;虚拟数字人;AI智能体;数字孪生;安防;空间计算;华为概念;智慧城市;物联网;MR(混合现实);数字乡村;人工智能;低空经济;创投;上海自贸区;乡村振兴;沪股通,32
603768.SH,17,603768,长安汽车概念;华为汽车;一体化压铸;新能源汽车;比亚迪概念;锂电池概念;宁德时代概念,7
688489.SH,17,688489,数字货币;跨境支付(CIPS);网络安全;数据安全;信创;鸿蒙概念;智慧政务;数据确权;量子科技;华为鲲鹏;车联网(车路协同);区块链;物联网;华为概念;阿里巴巴概念;数字经济;DeepSeek概念;低空经济;人形机器人;专精特新;芯片概念;商业航天;沪股通;融资融券,24
002319.SZ,33,002319,石墨烯;柔性屏(折叠屏);光伏概念;HJT电池;横琴新区;文化传媒概念,6
688667.SH,17,688667,新能源汽车;长安汽车概念;专精特新;汽车电子;2025年报预增;车联网(车路协同);融资融券,7
688805.SH,17,688805,科创次新股;注册制次新股;医疗器械概念;超导概念;新股与次新股;融资融券,6
002103.SZ,33,002103,IP经济(谷子经济);数字经济;腾讯概念;跨境电商;虚拟现实;创投;一带一路;深股通,8
301178.SZ,33,301178,算力租赁;华为欧拉;语音技术;信创;网络安全;财税数字化;鸿蒙概念;智慧政务;东数西算(算力);腾讯概念;数字乡村;数据要素;AI智能体;区块链;数据确权;空间计算;人脸识别;智能医疗;ChatGPT概念;DeepSeek概念;数据中心;智慧城市;Web3.0;人工智能;时空大数据;安防;数字经济;数字孪生;华为概念;职业教育;虚拟电厂;虚拟现实;机器人概念;AI应用;乡村振兴;高铁;绿色电力;股权转让(并购重组);融资融券,39
301578.SZ,33,301578,家用电器;智能家居;新型工业化;小米概念;物联网;消费电子概念;华为概念;星闪概念;人脸识别;鸿蒙概念;融资融券,11
688130.SH,17,688130,芯片概念;智能家居;储能;血氧仪;融资融券,5
603938.SH,17,603938,光纤概念;存储芯片;芯片概念;有机硅概念;光伏概念;海峡两岸;硅能源;京津冀一体化;沪股通;融资融券,10
688689.SH,17,688689,先进封装;汽车芯片;第三代半导体;芯片概念;汽车电子;传感器;专精特新;比亚迪概念;新能源汽车;无人驾驶;融资融券,11
300324.SZ,33,300324,卫星导航;商业航天;军工信息化;时空大数据;车联网(车路协同);网络安全;信创;军工;无人机;芯片概念;财税数字化;军民融合;华为概念;智慧城市;物联网;智慧政务;华为鲲鹏;数据要素;独角兽概念;东数西算(算力);人工智能;数字孪生;云游戏;DeepSeek概念;大飞机;数字经济;区块链;腾讯概念;算力租赁;智能医疗;数据中心;京津冀一体化;光伏概念;光伏建筑一体化;AI应用;深股通;融资融券,37
603598.SH,17,603598,快手概念;短剧游戏;小红书概念;AIGC概念;AI应用;文化传媒概念;多模态AI;抖音概念(字节概念);虚拟数字人;拼多多概念;腾讯概念;AI智能体;百度概念;阿里巴巴概念;元宇宙;数据要素;鸿蒙概念;人工智能;DeepSeek概念;网红经济;华为概念;京津冀一体化,22
301321.SZ,33,301321,MicroLED概念;MiniLED;OLED;华为概念;汽车电子;消费电子概念;虚拟现实;回购增持再贷款概念;融资融券,9
002212.SZ,33,002212,网络安全;数据安全;电子身份证;智慧政务;数字水印;信创;华为鲲鹏;数字货币;云计算;数据确权;华为昇腾;云办公;区块链;财税数字化;鸿蒙概念;AI智能体;阿里巴巴概念;腾讯概念;ChatGPT概念;智慧城市;量子科技;车联网(车路协同);跨境支付(CIPS);数字经济;互联网金融;DeepSeek概念;人工智能;东数西算(算力);物联网;华为概念;智慧灯杆;低空经济;卫星导航;EDR概念;工业互联网;数据中心;商业航天;无人机;新型工业化;机器人概念;水利;芯片概念;智能电网;雄安新区;AI应用;一带一路;深股通;融资融券,48
600265.SH,22,600265,ST板块;农业种植;西部大开发;算力租赁,4
301585.SZ,33,301585,专精特新;融资融券,2
002187.SZ,33,002187,免税店;预制菜;广东自贸区;物业管理;网红经济;农村电商;IP经济(谷子经济);创投;国企改革;粤港澳大湾区;深股通,11
301062.SZ,33,301062,高压快充;食品安全;光伏概念;DeepSeek概念;商业航天;融资融券,6
301353.SZ,33,301353,跨境电商;人民币贬值受益;专精特新;减速器;锂电池概念;融资融券,6
603818.SH,17,603818,京津冀一体化;智能家居;海峡两岸;人民币贬值受益,4
603188.SH,17,603188,染料;固废处理;国企改革,3
600538.SH,17,600538,眼科医疗;医药电商;基因测序;医疗器械概念;消毒剂;西部大开发;智慧城市,7
603789.SH,22,603789,数据要素;无人驾驶;ST板块;生态农业;乡村振兴;共同富裕示范区;农机;机器人概念;无人机;新疆振兴,10
301368.SZ,33,301368,减速器;人形机器人;飞行汽车(eVTOL);机器人概念;低空经济;专精特新;新能源汽车;农机;智能座舱;深股通;融资融券,11
688786.SH,17,688786,3D打印;柔性屏(折叠屏);消费电子概念;军工;专精特新;特钢概念;动力电池回收;融资融券,8
300762.SZ,33,300762,军工信息化;卫星导航;商业航天;军民融合;军工;无人机;智慧城市;人工智能;5G;机器人概念;芯片概念;专精特新;深股通;融资融券,14
002374.SZ,33,002374,白酒概念;海峡两岸;PPP概念;污水处理;融资融券,5
603121.SH,17,603121,军工;汽车芯片;氢能源;长三角一体化;燃料电池;传感器;小米汽车;人形机器人;创投;机器人概念;芯片概念;新能源汽车;比亚迪概念;DeepSeek概念;数据中心;沪股通,16
688466.SH,17,688466,专精特新;DeepSeek概念;AI智能体;京津冀一体化;净水概念;污水处理;碳中和;融资融券,8
002774.SZ,33,002774,物联网;人工智能;粤港澳大湾区;中俄贸易概念;一带一路,5
688759.SH,17,688759,科创次新股;细胞免疫治疗;减肥药;创新药;注册制次新股;新股与次新股;融资融券,7
603273.SH,17,603273,新型工业化;机器人概念;装配式建筑;氢能源;水泥概念;融资融券,6
300004.SZ,33,300004,3D打印;核电;PM2.5;专精特新;粤港澳大湾区;一带一路;国企改革,7
688047.SH,17,688047,信创;国产操作系统;鸿蒙概念;百度概念;东数西算(算力);MCU芯片;商业航天;汽车芯片;DeepSeek概念;芯片概念;机器人概念;沪股通;融资融券,13
002827.SZ,33,002827,雅下水电概念;民爆概念;国企改革;西部大开发;芯片概念;深股通,6
300858.SZ,33,300858,宠物经济;幽门螺杆菌概念;三胎概念;创新药;医美概念;乳业;土壤修复;京津冀一体化,8
300730.SZ,33,300730,华为鲲鹏;数据安全;网络安全;智慧政务;云办公;信创;电子身份证;财税数字化;数据要素;数字乡村;百度概念;区块链;东数西算(算力);DRG/DIP;智慧城市;数字孪生;数字经济;人工智能;物联网;华为概念;互联网金融;家庭医生;数据中心;智能医疗;机器视觉;工业互联网;食品安全;军工;芯片概念;AI应用,30
603176.SH,17,603176,新型城镇化;雄安新区;乡村振兴;水利;PPP概念;京津冀一体化,6
688260.SH,17,688260,光纤概念;华为概念;消费电子概念;汽车电子;无人驾驶;融资融券,6
688816.SH,17,688816,注册制次新股;科创次新股;机器视觉;高端装备;新股与次新股;融资融券,6
688270.SH,17,688270,卫星导航;商业航天;军工信息化;6G概念;军民融合;军工;无人机;芯片概念;2025年报预增;沪股通;融资融券,11
000070.SZ,33,000070,F5G概念;光纤概念;共封装光学(CPO);6G概念;成飞概念;5G;军工信息化;数据中心;卫星导航;军工;大飞机;无人机;东数西算(算力);深圳国企改革;低空经济;算力租赁;国资云;特高压;智慧灯杆;华为概念;高铁;传感器;光伏概念;抖音概念(字节概念);信创;阿里巴巴概念;一带一路;百度概念;腾讯概念;智慧城市;粤港澳大湾区;智能电网;人工智能;创投;绿色电力;国企改革;深股通;物业管理;摘帽,39
300823.SZ,33,300823,新型城镇化;装配式建筑;水利;中俄贸易概念;雄安新区;新型工业化;高铁;机器人概念;专精特新;高端装备;一带一路;核电,12
603918.SH,17,603918,云办公;AIGC概念;Web3.0;数据确权;智慧政务;蚂蚁集团概念;抖音概念(字节概念);在线教育;AI应用;阿里巴巴概念;信创;区块链;智能医疗;DeepSeek概念;人工智能;互联网金融;华为概念;化债概念(AMC概念);机器视觉;上海自贸区;机器人概念;融资融券;沪股通,23
600543.SH,17,600543,乡村振兴;农业种植;旅游概念;国企改革;可降解塑料;西部大开发,6
600399.SH,17,600399,特钢概念;航空发动机;商业航天;大飞机;军工;核电;回购增持再贷款概念;沪股通;融资融券,9
300593.SZ,33,300593,商业航天;卫星导航;军民融合;军工;5G;芯片概念;数据中心;专精特新;储能;融资融券;深股通,11
605166.SH,17,605166,,0
002020.SZ,33,002020,仿制药一致性评价;创新药;眼科医疗;肝炎概念;医疗器械概念;阿尔茨海默概念;共同富裕示范区;深股通;融资融券,9
002354.SZ,33,002354,Sora概念(文生视频);快手概念;小红书概念;AI语料;短剧游戏;Web3.0;ChatGPT概念;AIGC概念;虚拟数字人;多模态AI;数据确权;抖音概念(字节概念);AI智能体;在线教育;文化传媒概念;云计算;手机游戏;百度概念;网络游戏;腾讯概念;数据要素;元宇宙;信创;电子竞技;算力租赁;DeepSeek概念;IP经济(谷子经济);数字经济;人工智能;智能医疗;东数西算(算力);虚拟现实;数字孪生;MR(混合现实);AI应用;跨境电商;机器视觉;机器人概念;乡村振兴;芯片概念;人形机器人;深股通;融资融券,43
600081.SH,17,600081,长安汽车概念;华为汽车;一体化压铸;减速器;机器人概念;无人驾驶;传感器;汽车热管理;新能源汽车;比亚迪概念;智能座舱;EDR概念;汽车电子;氢能源;沪股通;融资融券,16
300143.SZ,33,300143,高压氧舱;脑机接口;智能医疗;医美概念;养老概念;民营医院;医疗器械概念;AI智能体;人工智能;DeepSeek概念;物联网;创投;机器人概念;AI应用;融资融券;深股通,16
600825.SH,17,600825,文化传媒概念;AI语料;独角兽概念;无人零售;创投;上海国企改革;国企改革;融资融券;沪股通,9
301105.SZ,33,301105,新能源汽车;粤港澳大湾区;中俄贸易概念;融资融券,4
300650.SZ,33,300650,存储芯片;汽车电子;无线耳机;芯片概念;MiniLED;5G;传感器;小米概念;物联网;华为概念;机器人概念;智慧灯杆;比亚迪概念;海峡两岸;智慧城市;元宇宙;人民币贬值受益,17
300865.SZ,33,300865,水利;新型城镇化;建筑节能;一带一路;固废处理;无人机;低空经济;西部大开发;融资融券,9
688135.SH,17,688135,存储芯片;汽车芯片;先进封装;芯片概念;5G;传感器;专精特新;比亚迪概念;无人驾驶;东数西算(算力);卫星导航;阿里巴巴概念;沪股通;融资融券,14
002330.SZ,33,002330,预制菜;猪肉;宠物经济;冷链物流;网红经济;乡村振兴;绿色电力;回购增持再贷款概念,8
300071.SZ,33,300071,Sora概念(文生视频);小红书概念;AI语料;Web3.0;ChatGPT概念;多模态AI;AIGC概念;虚拟数字人;抖音概念(字节概念);数据要素;元宇宙;百度概念;文化传媒概念;腾讯概念;DeepSeek概念;人工智能;数字经济;华为概念;京津冀一体化;AI应用;比亚迪概念;深股通,22
600592.SH,17,600592,人形机器人;大飞机;军民融合;新能源汽车;军工;商业航天;海峡两岸;海工装备;风电;国企改革;参股券商;融资融券;沪股通,13
300525.SZ,33,300525,数字货币;财税数字化;移动支付;AI智能体;智慧政务;数据要素;腾讯概念;互联网金融;信创;云计算;网络安全;数字经济;数字乡村;DeepSeek概念;人工智能;智慧城市;智能医疗;中国AI 50;华为概念;机器人概念;福建自贸区;海峡两岸;AI应用;乡村振兴;融资融券;深股通,26
603738.SH,17,603738,共封装光学(CPO);6G概念;华为海思概念股;WiFi 6;卫星导航;军工;光刻机;5G;无人机;芯片概念;消费电子概念;汽车芯片;AI眼镜;汽车电子;智能穿戴;数据中心;MCU芯片;专精特新;华为概念;宁德时代概念;比亚迪概念;智能座舱;机器人概念;无人驾驶;人形机器人;创投;融资融券;沪股通,28
603712.SH,17,603712,军工信息化;军民融合;卫星导航;商业航天;大飞机;军工;无人机;6G概念;DeepSeek概念;京津冀一体化;高铁;一带一路;国企改革;回购增持再贷款概念;融资融券;沪股通,16
920726.BJ,151,920726,超级品牌;融资融券;乡村振兴,3
688219.SH,17,688219,PEEK材料;汽车热管理;人形机器人;新能源汽车;华为汽车;比亚迪概念;小米汽车;机器人概念;家用电器;小米概念;飞行汽车(eVTOL);专精特新;碳纤维;消费电子概念;富士康概念;锂电池概念;无人驾驶;可降解塑料;光伏概念;5G;低空经济;华为概念;液冷服务器;军工;碳中和;DeepSeek概念;沪股通;融资融券,28
688095.SH,17,688095,AIGC概念;信创;智慧政务;鸿蒙概念;DeepSeek概念;人工智能;AI应用;福建自贸区;人民币贬值受益;沪股通;融资融券,11
603391.SH,17,603391,专精特新;工业互联网;融资融券,3
002972.SZ,33,002972,粤港澳大湾区;高铁;传感器;智慧城市;专精特新;储能;无人驾驶;DeepSeek概念;网络安全;一带一路;信创,11
300710.SZ,33,300710,电子竞技;物联网;拼多多概念;创投;水利;无人驾驶;手机游戏;阿里巴巴概念;毫米波雷达;光纤概念;5G;芯片概念;WiFi 6;股权转让(并购重组),14
600051.SH,17,600051,共同富裕示范区;物业管理;跨境电商;旅游概念;绿色电力;航运概念;煤炭概念,7
002577.SZ,33,002577,星闪概念;人工智能;百度概念;跨境电商;粤港澳大湾区;电子竞技;智能穿戴;无线耳机;机器人概念;网络游戏;消费电子概念;无线充电;融资融券;深股通,14
300923.SZ,33,300923,高铁;储能;无人驾驶;一带一路;电子纸;融资融券,6
300414.SZ,33,300414,商业航天;军工;光刻机;无人机;液冷服务器;5G;高铁;高压快充;专精特新;2025年报预增;数据中心;华为概念;光伏概念;新能源汽车;水利;风电;西部大开发;融资融券,18
603496.SH,17,603496,华为昇腾;云计算;华为鲲鹏;信创;数据安全;网络安全;算力租赁;国产操作系统;鸿蒙概念;东数西算(算力);DeepSeek概念;人工智能;智能医疗;数字孪生;智慧城市;华为概念;数据中心;AI应用;物联网;5G;军民融合;工业互联网;军工;液冷服务器;创投;智能电网;新型工业化;机器人概念;专精特新;光伏概念;融资融券;沪股通,32
003040.SZ,33,003040,数字货币;移动支付;跨境支付(CIPS);电子身份证;ETC;互联网金融;国产操作系统;区块链;数字经济;智慧政务;鸿蒙概念;信创;物联网;量子科技;数据安全;AI智能体;DeepSeek概念;人工智能;华为概念;5G;消费电子概念;AI应用;融资融券;深股通,24
002440.SZ,33,002440,染料;氟化工概念;2025年报预增;消毒剂;深股通;融资融券,6
603718.SH,17,603718,动物疫苗;基因测序;医疗器械概念;牙科医疗;股权转让(并购重组);沪股通;融资融券,7
601616.SH,17,601616,智能电网;充电桩;绿色电力;数据中心;腾讯概念,5
603985.SH,17,603985,算力租赁;东数西算(算力);英伟达概念;DeepSeek概念;核电;高端装备;海工装备;风电;国企改革;融资融券;沪股通,11
600618.SH,17,600618,环氧丙烷;氟化工概念;消毒剂;国企改革;上海国企改革;沪股通;融资融券,7
688682.SH,17,688682,军工信息化;卫星导航;商业航天;军工;低空经济;毫米波雷达;5G;人工智能;融资融券,9
300523.SZ,33,300523,智慧城市;安防;时空大数据;物联网;网络安全;财税数字化;腾讯概念;人工智能;云计算;DeepSeek概念;华为概念;国资云;AI智能体;京津冀一体化;ChatGPT概念;机器人概念;低空经济;水利;无人机;地下管网;传感器;核污染防治;高端装备;一带一路;芯片概念;国企改革;股权转让(并购重组);央企国企改革;天然气;深股通,30
603085.SH,17,603085,飞行汽车(eVTOL);新能源汽车;比亚迪概念;低空经济;大飞机;商业航天;碳纤维;三胎概念;融资融券,9
301330.SZ,33,301330,脑机接口;多模态AI;AIGC概念;鸿蒙概念;信创;空间计算;数据安全;AI智能体;电子身份证;人脸识别;车联网(车路协同);人工智能;智能医疗;安防;无人零售;DeepSeek概念;机器视觉;数字经济;物联网;华为概念;机器人概念;芯片概念;养老概念;辅助生殖;粤港澳大湾区;人民币贬值受益;跨境电商;充电桩;深股通;融资融券,30
600760.SH,17,600760,军民融合;大飞机;军工;无人机;央企国企改革;高端装备;国企改革;数字经济;同花顺中特估100;同花顺漂亮100;沪股通;中字头股票;融资融券,13
688382.SH,17,688382,创新药;沪股通;融资融券,3
600539.SH,17,600539,跨境电商;宠物经济;污水处理;净水概念;小红书概念;海峡两岸;机器视觉;AI应用;股权转让(并购重组);光伏概念;锂电池概念,11
300652.SZ,33,300652,脑机接口;人形机器人;机器人概念;长安汽车概念;无人驾驶;芯片概念;专精特新;新能源汽车;深股通,9
301503.SZ,33,301503,粤港澳大湾区;人民币贬值受益;机器人概念;智能物流;数据中心;消费电子概念;人工智能;芯片概念;电子竞技;中俄贸易概念;一带一路;融资融券,12
688360.SH,17,688360,人形机器人;新型工业化;机器人概念;智能物流;专精特新;宁德时代概念;物联网;高端装备;跨境电商;锂电池概念;华为概念;冷链物流;储能;数字孪生;人工智能;数字经济;拼多多概念;统一大市场;阿里巴巴概念;Web3.0;沪股通;融资融券,22
920076.BJ,151,920076,锂电池概念;钠离子电池;专精特新;新股与次新股;融资融券,5
300851.SZ,33,300851,高铁;比亚迪概念;无人驾驶,3
002520.SZ,33,002520,工业母机;成飞概念;新型工业化;航空发动机;减速器;大飞机;人形机器人;高端装备;机器人概念;军民融合;新能源汽车;风电;数字经济;人民币贬值受益;共同富裕示范区;一带一路;深股通;融资融券,18
300922.SZ,33,300922,军工;高端装备;专精特新;京津冀一体化;融资融券,5
600783.SH,17,600783,创投;代糖概念;国企改革;参股券商;融资融券;沪股通,6
920786.BJ,151,920786,西部大开发;玉米;融资融券;农机;农业种植;乳业;乡村振兴;三胎概念,8
002576.SZ,33,002576,新能源汽车;特高压;机器人概念;比亚迪概念;专精特新;风电,6
688300.SH,17,688300,存储芯片;先进封装;芯片概念;专精特新;沪股通;融资融券,6
300232.SZ,33,300232,MicroLED概念;MiniLED;智慧灯杆;MR(混合现实);柔性屏(折叠屏);足球概念;AIGC概念;抖音概念(字节概念);元宇宙;虚拟现实;智谱AI;多模态AI;虚拟数字人;空间计算;AI智能体;百度概念;腾讯概念;国产操作系统;华为概念;鸿蒙概念;智慧城市;车联网(车路协同);电子竞技;人工智能;物联网;DeepSeek概念;第三代半导体;智能家居;体育产业;机器人概念;苹果概念;英伟达概念;粤港澳大湾区;人民币贬值受益;AI应用;乡村振兴;深股通;融资融券,38
002388.SZ,33,002388,消费电子概念;比亚迪概念;富士康概念;华为概念;粤港澳大湾区;无人机;新能源汽车;人形机器人;固态电池;锂电池概念;有机硅概念;钠离子电池;充电桩;氟化工概念;摘帽,15
603023.SH,17,603023,EDR概念;智能座舱;无人驾驶;汽车电子;传感器;车联网(车路协同);黑龙江自贸区;新能源汽车;国企改革;股权转让(并购重组);摘帽,11
002987.SZ,33,002987,跨境支付(CIPS);数字货币;移动支付;电子身份证;互联网金融;区块链;智慧政务;鸿蒙概念;数字经济;数据要素;AI智能体;国产操作系统;信创;百度概念;虚拟数字人;数据安全;知识产权保护;DeepSeek概念;人工智能;京津冀一体化;AI应用;融资融券;深股通,23
002137.SZ,33,002137,智能家居;物联网;汽车电子;粤港澳大湾区;抖音概念(字节概念);智能穿戴;消费电子概念;华为概念;5G;无线耳机;人民币贬值受益;文化传媒概念;数字经济;新能源汽车;芯片概念;网红经济;区块链;先进封装;光伏概念;深股通,20
300420.SZ,33,300420,新型工业化;机器人概念;物联网;智慧城市;智能物流;充电桩;储能;区块链;军民融合;股权转让(并购重组),10
300370.SZ,33,300370,页岩气;天然气;新疆振兴;数字经济;数据要素;西部大开发;人工智能;净水概念;智慧城市;国企改革;安防;网络安全;一带一路;物联网;工业互联网;机器人概念;新型工业化;AI应用,18
300046.SZ,33,300046,芯片概念;第三代半导体;专精特新;2025年报预增;充电桩;光伏概念;储能;海工装备;特高压;柔性直流输电;国企改革;股权转让(并购重组);深股通;融资融券,14
300387.SZ,33,300387,化肥;生态农业;磷化工;土地流转;农业种植;合成生物;土壤修复;乡村振兴;农机;中俄贸易概念;数字乡村;机器人概念;人工智能;无人机,14
002664.SZ,33,002664,人形机器人;华为汽车;特斯拉概念;新能源汽车;比亚迪概念;汽车电子;机器人概念;小米概念;无人机;低空经济;华为概念;2025年报预增;深股通;融资融券,14
300637.SZ,33,300637,PCB概念,1
603385.SH,17,603385,装配式建筑;雄安新区;智能家居,3
688246.SH,17,688246,DRG/DIP;ChatGPT概念;AI智能体;华为鲲鹏;数据要素;智能医疗;阿里巴巴概念;AI应用;DeepSeek概念;人工智能;数字经济;养老概念;华为概念;数据中心;专精特新;融资融券,16
301555.SZ,33,301555,MicroLED概念;MiniLED;比亚迪概念;新能源汽车;机器人概念;碳纤维;低空经济;风电;无人机;PCB概念;海峡两岸;2025年报预增;融资融券,13
002335.SZ,33,002335,液冷服务器;算力租赁;东数西算(算力);数据中心;5G;腾讯概念;量子科技;阿里巴巴概念;华为概念;智慧政务;智能电网;AI智能体;小红书概念;无人驾驶;人工智能;DeepSeek概念;储能;数字经济;核电;光伏概念;高铁;海峡两岸;海工装备;锂电池概念;福建自贸区;氢能源;深股通;融资融券,28
688631.SH,17,688631,军工信息化;车联网(车路协同);数据要素;商业航天;低空经济;同花顺新质50;军工;智慧城市;DeepSeek概念;华为概念;PM2.5;央企国企改革;国企改革;沪股通;融资融券,15
688528.SH,17,688528,物联网;智慧城市;长安汽车概念;低空经济;专精特新;传感器;汽车电子;西部大开发;股权转让(并购重组);融资融券,10
600106.SH,17,600106,PPP概念;参股券商;参股银行;创投;ETC;西部大开发;智慧城市;沪股通;融资融券,9
300863.SZ,33,300863,铜缆高速连接;华为汽车;新能源汽车;小米汽车;特斯拉概念;人形机器人;长安汽车概念;储能;机器人概念;数据中心;商业航天;深股通;融资融券,13
