market_code,股票代码,code,所属概念数量,所属概念
33,300185.SZ,300185,15,海工装备;核电;风电;核污染防治;超超临界发电;军工;高端装备;国企改革;回购增持再贷款概念;抽水蓄能;储能;京津冀一体化;2025年报预增;深股通;融资融券
33,002937.SZ,002937,17,液冷服务器;PEEK材料;5G;汽车电子;消费电子概念;特斯拉概念;毫米波雷达;新能源汽车;宁德时代概念;无人驾驶;虚拟现实;工业互联网;智能家居;人民币贬值受益;一带一路;深股通;融资融券
33,300292.SZ,300292,27,移动支付;数字经济;信创;云计算;DeepSeek概念;百度概念;车联网(车路协同);阿里巴巴概念;华为鲲鹏;鸿蒙概念;华为概念;物联网;ChatGPT概念;数据中心;5G;军工;毫米波雷达;跨境电商;光纤概念;传感器;智能座舱;汽车电子;长安汽车概念;储能;新能源汽车;汽车热管理;深股通
33,000762.SZ,000762,10,盐湖提锂;小金属概念;金属铜;化肥;锂电池概念;西部大开发;央企国企改革;国企改革;深股通;融资融券
33,000993.SZ,000993,14,绿色电力;碳交易;智能电网;风电;碳中和;污水处理;航运概念;海峡两岸;参股银行;国企改革;创投;互联网金融;深股通;融资融券
33,301598.SZ,301598,18,小米汽车;专精特新;长安汽车概念;华为汽车;无人驾驶;比亚迪概念;新能源汽车;飞行汽车(eVTOL);物联网;低空经济;高端装备;无人机;工业互联网;高铁;军工;核电;海工装备;融资融券
17,688052.SH,688052,12,汽车芯片;MCU芯片;先进封装;芯片概念;消费电子概念;传感器;人形机器人;新能源汽车;机器人概念;物联网;沪股通;融资融券
33,300727.SZ,300727,7,液冷服务器;有机硅概念;硅能源;染料;东数西算(算力);医美概念;深股通
17,603578.SH,603578,3,共同富裕示范区;光伏概念;专精特新
33,002150.SZ,002150,10,光伏概念;储能;风电;充电桩;一带一路;农机;人民币贬值受益;乡村振兴;深股通;融资融券
33,300936.SZ,300936,11,PCB概念;5G;消费电子概念;毫米波雷达;华为概念;专精特新;芯片概念;储能;无人驾驶;卫星导航;融资融券
17,603890.SH,603890,18,富士康概念;AI PC;AI眼镜;消费电子概念;汽车电子;F5G概念;5G;比亚迪概念;小米汽车;人形机器人;新能源汽车;特斯拉概念;华为汽车;机器人概念;华为概念;人民币贬值受益;沪股通;融资融券
33,002134.SZ,002134,8,新能源汽车;PCB概念;专精特新;大飞机;军工;天津自贸区;京津冀一体化;深股通
33,002635.SZ,002635,34,MiniLED;汽车电子;消费电子概念;柔性屏(折叠屏);无线耳机;新能源汽车;智能穿戴;机器人概念;智能家居;特斯拉概念;小米概念;苹果概念;人民币贬值受益;传感器;无线充电;充电桩;储能;MR(混合现实);5G;无人机;智能音箱;长三角一体化;OLED;燃料电池;华为概念;高压快充;一带一路;海峡两岸;同花顺果指数;虚拟现实;氢能源;元宇宙;深股通;融资融券
33,301678.SZ,301678,9,芯片概念;消费电子概念;专精特新;注册制次新股;物联网;人工智能;深股通;新股与次新股;融资融券
33,300709.SZ,300709,13,消费电子概念;柔性屏(折叠屏);AI眼镜;无线耳机;智能穿戴;液冷服务器;特斯拉概念;智能音箱;比亚迪概念;机器人概念;减速器;深股通;融资融券
33,300628.SZ,300628,10,工业互联网;信创;人民币贬值受益;腾讯概念;云办公;海峡两岸;福建自贸区;AI应用;深股通;融资融券
33,301200.SZ,301200,7,PCB概念;先进封装;2025年报预增;工业母机;高端装备;深股通;融资融券
33,301281.SZ,301281,5,维生素;仿制药一致性评价;数字经济;股权转让(并购重组);融资融券
17,603083.SH,603083,14,共封装光学(CPO);F5G概念;液冷服务器;WiFi 6;5G;华为概念;人民币贬值受益;物联网;2025年报预增;智能家居;工业互联网;一带一路;沪股通;融资融券
17,688568.SH,688568,30,卫星导航;时空大数据;多模态AI;AIGC概念;商业航天;AI智能体;数据要素;空间计算;云计算;AI应用;同花顺新质50;DeepSeek概念;人工智能;数字孪生;数字经济;智慧城市;军工;低空经济;无人机;东数西算(算力);华为概念;海工装备;水利;数据中心;碳交易;碳中和;国企改革;中字头股票;沪股通;融资融券
17,603196.SH,603196,4,虚拟数字人;锂电池概念;三胎概念;股权转让(并购重组)
33,301512.SZ,301512,15,新型工业化;富士康概念;苹果概念;高端装备;机器人概念;消费电子概念;锂电池概念;机器视觉;PCB概念;智能穿戴;虚拟现实;空间计算;人工智能;数字经济;融资融券
33,300706.SZ,300706,16,PET铜箔;钙钛矿电池;小金属概念;HJT电池;钒电池;存储芯片;超导概念;第三代半导体;OLED;福建自贸区;光伏概念;海峡两岸;芯片概念;消费电子概念;专精特新;深股通
33,300113.SZ,300113,30,云游戏;算力租赁;抖音概念(字节概念);多模态AI;AIGC概念;云计算;虚拟数字人;Web3.0;AI智能体;电子竞技;腾讯概念;NFT概念;手机游戏;百度概念;数据确权;元宇宙;东数西算(算力);文化传媒概念;区块链;DeepSeek概念;人工智能;虚拟现实;智能医疗;英伟达概念;数据中心;IP经济(谷子经济);华为概念;AI应用;深股通;融资融券
17,605123.SH,605123,12,航空发动机;大飞机;商业航天;卫星导航;可控核聚变;军工;海工装备;核电;风电;专精特新;沪股通;融资融券
33,002441.SZ,002441,13,风电;智能电网;充电桩;核电;新能源汽车;宁德时代概念;机器人概念;数据中心;物联网;数字经济;职业教育;深股通;融资融券
33,002498.SZ,002498,14,柔性直流输电;特高压;智能电网;风电;核电;充电桩;海工装备;氢能源;一带一路;无人机;5G;深股通;数字经济;融资融券
33,300731.SZ,300731,18,富士康概念;液冷服务器;第三代半导体;5G;汽车热管理;宁德时代概念;比亚迪概念;小米汽车;数据中心;2025年报预增;新能源汽车;储能;家用电器;华为概念;粤港澳大湾区;海峡两岸;创投;深股通
33,002011.SZ,002011,18,储能;宁德时代概念;新能源汽车;比亚迪概念;空气能热泵;高铁;核电;汽车热管理;雄安新区;创投;军工;华为概念;数据中心;冷链物流;液冷服务器;冰雪产业;融资融券;深股通
17,688718.SH,688718,4,人民币贬值受益;污水处理;盐湖提锂;融资融券
17,688367.SH,688367,6,无人驾驶;专精特新;工业互联网;华为概念;DeepSeek概念;融资融券
17,600482.SH,600482,26,中船系;国产航母;海工装备;核污染防治;数据中心;风电;核电;央企国企改革;京津冀一体化;氢能源;雄安新区;军民融合;储能;军工;燃料电池;国企改革;DeepSeek概念;石墨烯;锂电池概念;固态电池;新能源汽车;长安汽车概念;钠离子电池;沪股通;融资融券;中字头股票
33,002617.SZ,002617,14,特斯拉概念;第三代半导体;新能源汽车;人形机器人;芯片概念;机器人概念;电力物联网;绿色电力;5G;数据中心;智能家居;跨境电商;深股通;融资融券
33,000659.SZ,000659,3,横琴新区;粤港澳大湾区;啤酒概念
17,688551.SH,688551,13,专精特新;新能源汽车;光伏概念;比亚迪概念;芯片概念;储能;燃料电池;宁德时代概念;固态电池;低空经济;华为概念;氢能源;融资融券
17,688707.SH,688707,12,钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;碳中和;西部大开发;低空经济;国企改革;央企国企改革;融资融券;沪股通
17,600388.SH,600388,17,固废处理;钠离子电池;绿色电力;土壤修复;氢能源;风电;回购增持再贷款概念;污水处理;储能;国企改革;PPP概念;专精特新;海峡两岸;机器人概念;华为概念;融资融券;沪股通
33,003002.SZ,003002,8,民爆概念;雅下水电概念;芯片概念;一带一路;机器人概念;军工;军民融合;深股通
33,300716.SZ,300716,13,华为汽车;长安汽车概念;ST板块;新能源汽车;TOPCON电池;智能音箱;HJT电池;光伏概念;储能;军民融合;钙钛矿电池;碳中和;可降解塑料
17,688416.SH,688416,10,存储芯片;MCU芯片;中芯国际概念;芯片概念;消费电子概念;小米概念;语音技术;回购增持再贷款概念;人工智能;融资融券
33,300115.SZ,300115,39,减速器;人形机器人;同花顺果指数;新型工业化;PEEK材料;华为汽车;特斯拉概念;铜缆高速连接;无人机;传感器;苹果概念;卫星导航;MR(混合现实);机器人概念;新能源汽车;小米概念;AI手机;无线耳机;消费电子概念;AI眼镜;液冷服务器;5G;3D打印;AI PC;芯片概念;智能穿戴;燃料电池;华为概念;宁德时代概念;海峡两岸;虚拟现实;东数西算(算力);充电桩;粤港澳大湾区;储能;氢能源;锂电池概念;深股通;融资融券
33,300904.SZ,300904,7,风电;绿色电力;减速器;新能源汽车;海工装备;西部大开发;融资融券
33,300493.SZ,300493,23,智能音箱;抖音概念(字节概念);无线耳机;智能穿戴;人工智能;AI眼镜;物联网;汽车芯片;智能医疗;5G;数据中心;智能家居;芯片概念;汽车电子;传感器;先进封装;专精特新;养老概念;存储芯片;2025年报预增;海峡两岸;深股通;融资融券
33,301117.SZ,301117,25,DRG/DIP;军工信息化;华为昇腾;AI智能体;智慧政务;卫星导航;网络安全;数据安全;商业航天;移动支付;区块链;DeepSeek概念;数字经济;军民融合;智能医疗;人工智能;东数西算(算力);安防;军工;华为概念;数据中心;西部大开发;芯片概念;汽车芯片;融资融券
33,301028.SZ,301028,8,核电;比亚迪概念;海峡两岸;专精特新;福建自贸区;雅下水电概念;深股通;融资融券
33,002086.SZ,002086,9,预制菜;食品安全;基因测序;幽门螺杆菌概念;医疗器械概念;人民币贬值受益;CRO概念;猴痘概念;深股通
33,300420.SZ,300420,10,储能;充电桩;机器人概念;物联网;智能物流;智慧城市;新型工业化;区块链;军民融合;股权转让(并购重组)
17,688082.SH,688082,7,中芯国际概念;存储芯片;先进封装;第三代半导体;芯片概念;沪股通;融资融券
17,688550.SH,688550,13,光刻胶;OLED;2025三季报预增;人民币贬值受益;减肥药;创新药;钙钛矿电池;西部大开发;国企改革;乡村振兴;股权转让(并购重组);沪股通;融资融券
17,688597.SH,688597,20,特高压;智能电网;虚拟电厂;高压快充;充电桩;电力物联网;储能;碳交易;机器人概念;军工;无人机;低空经济;数字孪生;京津冀一体化;智慧城市;空间计算;人工智能;时空大数据;数据要素;融资融券
33,000531.SZ,000531,15,绿色电力;氢能源;国企改革;回购增持再贷款概念;化债概念(AMC概念);虚拟电厂;锂电池概念;2025三季报预增;燃料电池;储能;粤港澳大湾区;2025年报预增;无人驾驶;融资融券;深股通
33,000600.SZ,000600,20,超超临界发电;抽水蓄能;生物质能发电;绿色电力;风电;虚拟电厂;氢能源;2025三季报预增;碳交易;核电;碳中和;储能;国企改革;证金持股;2025年报预增;京津冀一体化;深股通;融资融券;DeepSeek概念;人工智能
33,301581.SZ,301581,6,专精特新;芯片概念;供销社;新能源汽车;光伏概念;融资融券
33,002460.SZ,002460,22,盐湖提锂;金属钴;小金属概念;动力电池回收;化肥;固态电池;锂电池概念;光伏概念;储能;特斯拉概念;同花顺漂亮100;燃料电池;消费电子概念;新能源汽车;充电桩;无线耳机;长安汽车概念;深股通;融资融券;无人机;人形机器人;低空经济
33,001696.SZ,001696,25,飞行汽车(eVTOL);军民融合;军工;无人机;低空经济;航空发动机;两轮车;机器人概念;商业航天;工业互联网;比亚迪概念;专精特新;燃料电池;农机;新能源汽车;数字经济;储能;氢能源;锂电池概念;2025三季报预增;西部大开发;钠离子电池;乡村振兴;深股通;融资融券
17,688060.SH,688060,12,网络安全;信创;物联网;专精特新;新型工业化;车联网(车路协同);工业互联网;芯片概念;智能电网;充电桩;虚拟电厂;融资融券
17,605028.SH,605028,3,生物质能发电;固废处理;绿色电力
33,301439.SZ,301439,17,中俄贸易概念;充电桩;高压快充;储能;一带一路;家用电器;新能源汽车;海峡两岸;铜缆高速连接;比亚迪概念;富士康概念;智能家居;小米汽车;消费电子概念;小米概念;深股通;融资融券
17,600550.SH,600550,18,柔性直流输电;特高压;抽水蓄能;智能电网;虚拟电厂;超超临界发电;核电;可控核聚变;2025年报预增;央企国企改革;雄安新区;国企改革;海峡两岸;乡村振兴;京津冀一体化;股权转让(并购重组);沪股通;融资融券
17,603936.SH,603936,28,PCB概念;AI PC;共封装光学(CPO);MiniLED;先进封装;苹果概念;5G;汽车电子;消费电子概念;第三代半导体;6G概念;存储芯片;比亚迪概念;商业航天;液冷服务器;卫星导航;智能穿戴;军工;新能源汽车;数据中心;无人驾驶;机器人概念;充电桩;EDR概念;华为概念;物联网;沪股通;融资融券
33,300491.SZ,300491,12,数据中心;高压快充;智能电网;2025年报预增;充电桩;汽车电子;储能;换电概念;军工;新能源汽车;京津冀一体化;雄安新区
33,300304.SZ,300304,16,传感器;无人驾驶;新能源汽车;比亚迪概念;充电桩;机器人概念;汽车电子;储能;芯片概念;专精特新;汽车芯片;横琴新区;绿色电力;创投;海峡两岸;深股通
17,688517.SH,688517,10,柔性直流输电;特高压;智能电网;高压快充;充电桩;储能;高端装备;新能源汽车;回购增持再贷款概念;融资融券
33,001359.SZ,001359,10,PCB概念;固态电池;宁德时代概念;储能;高铁;新能源汽车;特斯拉概念;汽车热管理;深股通;融资融券
17,688693.SH,688693,8,汽车芯片;芯片概念;专精特新;第三代半导体;无人机;充电桩;智能电网;融资融券
33,301217.SZ,301217,11,PET铜箔;PCB概念;宁德时代概念;固态电池;5G;锂电池概念;储能;比亚迪概念;国企改革;深股通;融资融券
33,001325.SZ,001325,5,注册制次新股;参股银行;农机;新股与次新股;融资融券
17,688328.SH,688328,23,存储芯片;先进封装;OLED;第三代半导体;柔性屏(折叠屏);芯片概念;消费电子概念;MiniLED;共封装光学(CPO);电子纸;专精特新;新能源汽车;AI眼镜;MR(混合现实);小米概念;智能穿戴;新型工业化;机器视觉;机器人概念;锂电池概念;华为概念;虚拟现实;融资融券
33,000543.SZ,000543,14,超超临界发电;抽水蓄能;绿色电力;风电;核电;天然气;碳交易;国企改革;参股银行;储能;充电桩;参股券商;深股通;融资融券
33,300021.SZ,300021,30,生态农业;农业种植;土地流转;新疆振兴;粮食概念;地下管网;PPP概念;新型城镇化;乡村振兴;土壤修复;光伏建筑一体化;污水处理;水利;西部大开发;一带一路;京津冀一体化;雅下水电概念;数字孪生;智慧城市;机器人概念;数字经济;数字乡村;物联网;DeepSeek概念;人工智能;华为概念;鸿蒙概念;数据安全;云计算;AI应用
33,300664.SZ,300664,9,医疗废物处理;PPP概念;净水概念;污水处理;装配式建筑;固废处理;垃圾分类;水利;生物疫苗
33,001313.SZ,001313,6,预制菜;乡村振兴;一带一路;粤港澳大湾区;数据要素;深股通
17,603690.SH,603690,12,中芯国际概念;存储芯片;先进封装;第三代半导体;芯片概念;传感器;专精特新;光纤概念;华为概念;合成生物;融资融券;沪股通
17,688435.SH,688435,14,华为欧拉;数据安全;云计算;华为鲲鹏;信创;阿里巴巴概念;腾讯概念;数据要素;DeepSeek概念;数字经济;互联网金融;华为概念;专精特新;融资融券
17,688258.SH,688258,15,AI应用;AI智能体;云计算;华为鲲鹏;华为欧拉;信创;人工智能;华为概念;物联网;华为海思概念股;2025年报预增;芯片概念;回购增持再贷款概念;沪股通;融资融券
17,603281.SH,603281,5,有机硅概念;硅能源;光伏概念;人民币贬值受益;沪股通
33,300259.SZ,300259,11,水利;智能电网;光伏概念;专精特新;传感器;雄安新区;物联网;数字孪生;华为概念;虚拟现实;数据要素
17,688628.SH,688628,8,芯片概念;人民币贬值受益;光伏概念;PM2.5;核污染防治;DeepSeek概念;AI智能体;融资融券
33,000533.SZ,000533,21,抽水蓄能;智能电网;超超临界发电;可控核聚变;核电;风电;光伏概念;海工装备;充电桩;储能;数据中心;水利;比亚迪概念;粤港澳大湾区;东数西算(算力);数字经济;中芯国际概念;阿里巴巴概念;百度概念;深股通;融资融券
33,002819.SZ,002819,43,脑机接口;安防;人脸识别;智能医疗;低空经济;人工智能;智慧城市;车联网(车路协同);虚拟现实;量子科技;信创;鸿蒙概念;商业航天;网络安全;华为海思概念股;国产操作系统;华为概念;DeepSeek概念;数据要素;智慧政务;无人驾驶;数据安全;智能座舱;区块链;数字水印;5G;电子身份证;小米概念;云计算;芯片概念;汽车电子;数据中心;云办公;高端装备;比亚迪概念;小米汽车;长安汽车概念;新能源汽车;光伏概念;存储芯片;国企改革;AI应用;深股通
17,688401.SH,688401,10,先进封装;OLED;第三代半导体;PCB概念;芯片概念;消费电子概念;MiniLED;专精特新;沪股通;融资融券
33,000037.SZ,000037,5,固废处理;储能;核电;粤港澳大湾区;2025年报预增
33,300762.SZ,300762,14,军工信息化;卫星导航;商业航天;军民融合;军工;无人机;智慧城市;人工智能;5G;机器人概念;专精特新;芯片概念;深股通;融资融券
33,002806.SZ,002806,11,汽车热管理;车联网(车路协同);百度概念;新能源汽车;无人驾驶;高压快充;储能;燃料电池;固态电池;新疆振兴;股权转让(并购重组)
17,688251.SH,688251,12,人形机器人;无人驾驶;新型工业化;机器人概念;比亚迪概念;新能源汽车;物联网;智能物流;专精特新;人工智能;数字孪生;融资融券
33,300232.SZ,300232,38,空间计算;AIGC概念;虚拟数字人;多模态AI;智谱AI;元宇宙;AI智能体;百度概念;抖音概念(字节概念);DeepSeek概念;腾讯概念;智慧城市;人工智能;鸿蒙概念;足球概念;国产操作系统;电子竞技;车联网(车路协同);虚拟现实;智慧灯杆;华为概念;物联网;体育产业;MR(混合现实);机器人概念;智能家居;MicroLED概念;粤港澳大湾区;乡村振兴;柔性屏(折叠屏);MiniLED;人民币贬值受益;第三代半导体;英伟达概念;苹果概念;AI应用;深股通;融资融券
17,603379.SH,603379,8,PVDF概念;氟化工概念;锂电池概念;2025三季报预增;芯片概念;2025年报预增;沪股通;融资融券
17,605588.SH,605588,9,OLED;芯片概念;消费电子概念;柔性屏(折叠屏);富士康概念;小米概念;苹果概念;华为手机;华为概念
33,002436.SZ,002436,16,PCB概念;存储芯片;共封装光学(CPO);先进封装;芯片概念;5G;毫米波雷达;6G概念;机器人概念;粤港澳大湾区;军工;华为概念;低空经济;商业航天;深股通;融资融券
33,300897.SZ,300897,14,净水概念;污水处理;地下管网;专精特新;水利;传感器;工业互联网;物联网;华为概念;智慧城市;DeepSeek概念;数据要素;股权转让(并购重组);融资融券
17,601567.SH,601567,20,智能电网;风电;光伏概念;电力物联网;充电桩;储能;高压氧舱;一带一路;参股银行;数据中心;工业互联网;民营医院;脑机接口;三胎概念;养老概念;人工智能;沪股通;智能医疗;AI应用;融资融券
17,688789.SH,688789,4,人民币贬值受益;染料;融资融券;沪股通
33,300039.SZ,300039,11,流感;禽流感;仿制药一致性评价;肝炎概念;医药电商;创新药;医疗器械概念;三胎概念;创投;深股通;融资融券
33,002418.SZ,002418,16,液冷服务器;超级电容;石墨烯;锂电池概念;氢能源;储能;空气能热泵;动力电池回收;充电桩;数据中心;新能源汽车;汽车热管理;东数西算(算力);家用电器;无人驾驶;算力租赁
33,002106.SZ,002106,14,汽车电子;消费电子概念;柔性屏(折叠屏);新能源汽车;小米概念;人民币贬值受益;石墨烯;电子纸;粤港澳大湾区;海峡两岸;华为概念;绿色电力;深股通;融资融券
33,001289.SZ,001289,14,绿色电力;碳交易;抽水蓄能;风电;新疆振兴;碳中和;央企国企改革;国企改革;一带一路;乡村振兴;同花顺漂亮100;DeepSeek概念;融资融券;深股通
17,688682.SH,688682,9,军工信息化;卫星导航;商业航天;军工;低空经济;毫米波雷达;5G;人工智能;融资融券
17,605287.SH,605287,11,Sora概念(文生视频);短剧游戏;AIGC概念;AI应用;虚拟现实;文化传媒概念;光伏建筑一体化;装配式建筑;回购增持再贷款概念;新型城镇化;乡村振兴
33,301068.SZ,301068,2,固废处理;融资融券
33,301314.SZ,301314,10,家用电器;粤港澳大湾区;WiFi 6;新型工业化;F5G概念;汽车电子;5G;专精特新;新能源汽车;融资融券
17,603685.SH,603685,8,PCB概念;长三角一体化;风电;绿色电力;家用电器;虚拟电厂;2025年报预增;东数西算(算力)
33,002438.SZ,002438,15,可控核聚变;海工装备;核电;航空发动机;超超临界发电;商业航天;军工;军民融合;风电;氢能源;芯片概念;无人机;燃料电池;深股通;融资融券
17,600523.SH,600523,22,成飞概念;军民融合;航空发动机;军工;低空经济;高端装备;央企国企改革;华为汽车;长安汽车概念;汽车热管理;传感器;小米汽车;国企改革;新能源汽车;华为概念;西部大开发;比亚迪概念;小米概念;储能;华为数字能源;融资融券;沪股通
17,603025.SH,603025,19,新型工业化;东数西算(算力);机器人概念;国产操作系统;芯片概念;华为概念;工业互联网;5G;网络安全;华为鲲鹏;人工智能;量子科技;DeepSeek概念;数字经济;京津冀一体化;回购增持再贷款概念;国企改革;沪股通;融资融券
17,603076.SH,603076,3,啤酒概念;C2M概念;融资融券
17,688175.SH,688175,10,军工信息化;6G概念;军工;网络安全;5G;物联网;数据要素;人工智能;股权转让(并购重组);融资融券
33,300011.SZ,300011,13,汽车热管理;储能;高端装备;高铁;高压快充;低空经济;机器人概念;空气能热泵;动力电池回收;一带一路;语音技术;人工智能;国企改革
17,603124.SH,603124,8,PET铜箔;PCB概念;液冷服务器;工业母机;专精特新;注册制次新股;新股与次新股;融资融券
17,688113.SH,688113,9,专精特新;新能源汽车;华为汽车;比亚迪概念;航空发动机;小米汽车;军工;小米概念;融资融券
17,603012.SH,603012,10,高端装备;长三角一体化;工业互联网;新能源汽车;华为概念;中俄贸易概念;人工智能;AIGC概念;煤炭概念;融资融券
33,300797.SZ,300797,13,大飞机;核电;海工装备;央企国企改革;一带一路;国企改革;京津冀一体化;光刻胶;食品安全;新能源汽车;职业教育;稀土永磁;深股通
33,301181.SZ,301181,9,飞行汽车(eVTOL);汽车热管理;宁德时代概念;低空经济;比亚迪概念;长安汽车概念;新能源汽车;燃料电池;融资融券
33,301369.SZ,301369,8,中芯国际概念;第三代半导体;芯片概念;专精特新;创投;2025年报预增;深股通;融资融券
33,000155.SZ,000155,13,盐湖提锂;小金属概念;磷化工;锂电池概念;储能;绿色电力;固废处理;风电;回购增持再贷款概念;西部大开发;国企改革;深股通;融资融券
33,301025.SZ,301025,6,知识产权保护;文化传媒概念;IP经济(谷子经济);抖音概念(字节概念);华为概念;融资融券
33,001270.SZ,001270,12,商业航天;卫星导航;6G概念;军工信息化;军民融合;军工;第三代半导体;芯片概念;5G;专精特新;共同富裕示范区;ST板块
17,688676.SH,688676,23,抽水蓄能;智能电网;光伏概念;风电;核电;储能;海南自贸区;海工装备;数据中心;雅下水电概念;高端装备;新能源汽车;中国AI 50;专精特新;工业互联网;机器人概念;华为概念;数字孪生;阿里巴巴概念;百度概念;数据要素;融资融券;沪股通
151,920682.BJ,920682,11,光纤概念;海工装备;军工;金属铜;风电;融资融券;特高压;核电;光伏概念;充电桩;专精特新
33,002296.SZ,002296,14,卫星导航;低空经济;信创;人工智能;工业互联网;智慧城市;区块链;大飞机;高端装备;安防;专精特新;储能;高铁;钒电池
17,688220.SH,688220,20,汽车芯片;WiFi 6;星闪概念;阿里巴巴概念;5G;AI眼镜;芯片概念;6G概念;小米概念;智能穿戴;消费电子概念;卫星导航;车联网(车路协同);物联网;人工智能;商业航天;专精特新;人民币贬值受益;沪股通;融资融券
17,600012.SH,600012,5,PPP概念;国企改革;DeepSeek概念;沪股通;融资融券
17,603127.SH,603127,10,CRO概念;细胞免疫治疗;创新药;2025年报预增;生物疫苗;基因测序;智能医疗;专精特新;融资融券;沪股通
33,300138.SZ,300138,9,NMN概念;代糖概念;工业大麻;农业种植;一带一路;2025年报预增;乡村振兴;2025三季报预增;深股通
33,300397.SZ,300397,29,太赫兹;军民融合;军工信息化;卫星导航;军工;时空大数据;海工装备;无人机;低空经济;量子科技;车联网(车路协同);安防;智慧城市;智慧灯杆;毫米波雷达;人工智能;东数西算(算力);华为概念;无人驾驶;5G;算力租赁;数据中心;机器人概念;传感器;芯片概念;西部大开发;先进封装;深股通;融资融券
33,300040.SZ,300040,17,抽水蓄能;智能电网;虚拟电厂;风电;高压快充;光伏建筑一体化;充电桩;绿色电力;储能;光伏概念;生物质能发电;碳中和;垃圾分类;高铁;数据中心;黑龙江自贸区;华为概念
17,603700.SH,603700,13,地下管网;中俄贸易概念;污水处理;物联网;传感器;智慧城市;华为概念;人工智能;DeepSeek概念;2025年报预增;元宇宙;阿里巴巴概念;虚拟数字人
151,920068.BJ,920068,9,无人机;海工装备;3D打印;专精特新;小金属概念;消费电子概念;商业航天;新股与次新股;融资融券
33,002692.SZ,002692,11,智能电网;风电;充电桩;核电;光伏概念;储能;新能源汽车;专精特新;国企改革;芯片概念;数字孪生
17,603500.SH,603500,8,家用电器;专精特新;高端装备;超级电容;高铁;回购增持再贷款概念;2025年报预增;互联网金融
33,000753.SZ,000753,24,海峡两岸;地下管网;新型城镇化;垃圾分类;PPP概念;装配式建筑;污水处理;水利;充电桩;乡村振兴;光伏概念;新能源汽车;创投;低空经济;绿色电力;智慧城市;国企改革;海工装备;跨境电商;风电;数字经济;智慧政务;DeepSeek概念;深股通
33,300998.SZ,300998,9,机器人概念;人形机器人;新能源汽车;比亚迪概念;海工装备;宁德时代概念;锂电池概念;股权转让(并购重组);融资融券
17,605277.SH,605277,16,F5G概念;铜缆高速连接;液冷服务器;5G;数据中心;消费电子概念;汽车电子;东数西算(算力);华为概念;储能;充电桩;新能源汽车;光伏概念;机器人概念;融资融券;沪股通
33,002983.SZ,002983,10,MicroLED概念;AI眼镜;MiniLED;消费电子概念;汽车电子;汽车芯片;小米概念;专精特新;华为概念;智能家居
17,688088.SH,688088,28,多模态AI;Sora概念(文生视频);AIGC概念;抖音概念(字节概念);虚拟数字人;元宇宙;同花顺新质50;人脸识别;虚拟现实;空间计算;MR(混合现实);人工智能;安防;华为概念;智能座舱;机器视觉;智能穿戴;智慧城市;AI眼镜;无人驾驶;小米概念;芯片概念;消费电子概念;机器人概念;长安汽车概念;AI应用;沪股通;融资融券
17,603058.SH,603058,7,第三代半导体;芯片概念;烟草;创投;工业大麻;西部大开发;股权转让(并购重组)
151,920896.BJ,920896,10,2025年报预增;专精特新;新能源汽车;机器人概念;风电;融资融券;西部大开发;两轮车;农机;减速器
33,002606.SZ,002606,6,特高压;虚拟电厂;绿色电力;一带一路;专精特新;融资融券
17,688409.SH,688409,7,光刻机;芯片概念;专精特新;回购增持再贷款概念;DeepSeek概念;沪股通;融资融券
33,301566.SZ,301566,6,5G;军工;专精特新;医疗器械概念;深股通;融资融券
17,688522.SH,688522,12,卫星导航;低空经济;军工;同花顺新质50;毫米波雷达;芯片概念;MCU芯片;专精特新;2025三季报预增;2025年报预增;沪股通;融资融券
33,002176.SZ,002176,14,小金属概念;固态电池;锂电池概念;抽水蓄能;风电;新能源汽车;军工;无人机;机器人概念;人形机器人;大飞机;深股通;融资融券;股权转让(并购重组)
17,688620.SH,688620,16,无线耳机;智能穿戴;AI眼镜;小米概念;消费电子概念;物联网;芯片概念;智能家居;人脸识别;东数西算(算力);专精特新;人工智能;阿里巴巴概念;DeepSeek概念;人民币贬值受益;融资融券
33,300166.SZ,300166,51,MLOps概念;AI语料;华为昇腾;华为欧拉;ChatGPT概念;算力租赁;云计算;多模态AI;华为鲲鹏;Web3.0;AIGC概念;数字水印;数据安全;智慧政务;AI智能体;虚拟数字人;信创;电子身份证;东数西算(算力);数据要素;互联网保险;鸿蒙概念;元宇宙;数字乡村;区块链;时空大数据;DeepSeek概念;虚拟现实;数字经济;数字孪生;数据中心;互联网金融;人工智能;华为概念;智慧城市;职业教育;5G;物联网;工业互联网;机器视觉;AI手机;京津冀一体化;新型工业化;AI应用;人形机器人;海工装备;虚拟电厂;碳中和;乡村振兴;深股通;融资融券
33,002616.SZ,002616,6,生物质能发电;农业种植;固废处理;绿色电力;2025三季报预增;粤港澳大湾区
33,300173.SZ,300173,21,石墨烯;ST板块;粤港澳大湾区;固态电池;锂电池概念;新能源汽车;新型工业化;机器视觉;储能;高端装备;消费电子概念;无线耳机;网络安全;华为概念;国企改革;数字经济;宁德时代概念;数据要素;数据中心;算力租赁;钠离子电池
33,300816.SZ,300816,8,云计算;智能医疗;DeepSeek概念;算力租赁;专精特新;2025年报预增;氢能源;燃料电池
33,002358.SZ,002358,16,柔性直流输电;特高压;智能电网;风电;高压快充;充电桩;核电;光伏概念;垃圾分类;新能源汽车;一带一路;机器人概念;数据中心;国企改革;智能物流;智慧灯杆
