所属概念数量,股票代码,所属概念,market_code,code
28,300409.SZ,钠离子电池;金属钴;动力电池回收;金属镍;石墨电极;固态电池;宁德时代概念;小金属概念;金属铜;锂电池概念;脑机接口;石墨烯;燃料电池;比亚迪概念;人民币贬值受益;人形机器人;氢能源;人工智能;机器人概念;新能源汽车;粤港澳大湾区;数据中心(AIDC);东数西算(算力);硅能源;消费电子概念;芯片概念;深股通;融资融券,33,300409
6,601003.SH,国企改革;乡村振兴;西部大开发;养老概念;沪股通;融资融券,17,601003
21,688208.SH,人形机器人;传感器;机器人概念;无人驾驶;汽车电子;毫米波雷达;高压快充;新能源汽车;专精特新;华为概念;无人机;充电桩;AI智能体;人民币贬值受益;AI应用;储能;人工智能;DeepSeek概念;跨境电商;沪股通;融资融券,17,688208
7,300511.SZ,人造肉;农业种植;乡村振兴;一带一路;NMN概念;细胞免疫治疗;股权转让(并购重组),33,300511
23,002580.SZ,快手概念;新疆振兴;动力电池回收;抖音概念(字节概念);雄安新区;钠离子电池;高铁;鸿蒙概念;阿里巴巴概念;国企改革;创投;东数西算(算力);储能;一带一路;数据中心(AIDC);固态电池;军工;锂电池概念;华为概念;液冷服务器;5G;深股通;融资融券,33,002580
4,002040.SZ,航运概念;统一大市场;国企改革;深股通,33,002040
22,001266.SZ,PCB概念;传感器;专精特新;汽车电子;新型工业化;数据中心(AIDC);新能源汽车;商业航天;智能座舱;卫星导航;储能;机器人概念;充电桩;换电概念;物联网;无人驾驶;工业互联网;车联网(车路协同);农机;人工智能;风电;AI智能体,33,001266
7,301061.SZ,养老概念;同花顺出海50;一带一路;人民币贬值受益;智能家居;深股通;融资融券,33,301061
6,300831.SZ,西部大开发;芯片概念;ST板块;国企改革;柔性直流输电;特高压,33,300831
13,301001.SZ,小红书概念;虚拟数字人;拼多多概念;网红经济;AI应用;跨境电商;AI智能体;抖音概念(字节概念);阿里巴巴概念;数字经济;人工智能;DeepSeek概念;融资融券,33,301001
14,002059.SZ,旅游概念;参股银行;网约车;虚拟数字人;国企改革;AIGC概念;西部大开发;元宇宙;人工智能;央企国企改革;虚拟现实;机器人概念;人形机器人;深股通,33,002059
9,300783.SZ,预制菜;网红经济;IP经济(谷子经济);三胎概念;宠物经济;跨境电商;食品安全;专精特新;深股通,33,300783
22,001308.SZ,跨境电商;同花顺出海50;智能医疗;人民币贬值受益;在线教育;智能家居;AI应用;虚拟现实;抖音概念(字节概念);MiniLED;一带一路;人工智能;汽车电子;小米概念;智能穿戴;鸿蒙概念;消费电子概念;空间计算;AI眼镜;专精特新;OLED;深股通,33,001308
8,002242.SZ,净水概念;证金持股;绿色电力;家用电器;智能家居;机器人概念;深股通;融资融券,33,002242
4,301081.SZ,共同富裕示范区;专精特新;污水处理;融资融券,33,301081
20,000825.SZ,特钢概念;央企国企改革;国企改革;一带一路;AI应用;核电;军工;氢能源;燃料电池;商业航天;可控核聚变;华为概念;比亚迪概念;超超临界发电;光伏概念;柔性屏(折叠屏);华为手机;芯片概念;深股通;融资融券,33,000825
8,002613.SZ,建筑节能;高铁;装配式建筑;高端装备;苹果概念;钙钛矿电池;一带一路;光伏概念,33,002613
6,688660.SH,海工装备;风电;上海国企改革;国企改革;融资融券;沪股通,17,688660
12,603583.SH,长安汽车概念;人形机器人;机器人概念;养老概念;智能家居;医疗器械概念;人民币贬值受益;一带一路;三胎概念;光伏概念;融资融券;沪股通,17,603583
4,600293.SH,硅能源;国企改革;参股银行;融资融券,17,600293
10,600794.SH,统一大市场;航运概念;国企改革;智能物流;数字经济;创投;数字货币;数据要素;长三角一体化;沪股通,17,600794
11,301596.SZ,减速器;人形机器人;新型工业化;机器人概念;新能源汽车;无人机;核电;西部大开发;风电;融资融券;深股通,33,301596
8,603087.SH,创新药;减肥药;眼科医疗;医疗器械概念;智能医疗;虚拟数字人;沪股通;融资融券,17,603087
7,301369.SZ,中芯国际概念;第三代半导体;芯片概念;专精特新;创投;深股通;融资融券,33,301369
2,603199.SH,旅游概念;国企改革,17,603199
7,001914.SZ,物业管理;国企改革;央企国企改革;智慧城市;充电桩;深股通;融资融券,33,001914
26,002097.SZ,农机;雅下水电概念;国企改革;一带一路;高铁;数字经济;人工智能;军民融合;低空经济;工业互联网;人民币贬值受益;飞行汽车(eVTOL);高端装备;海峡两岸;军工;机器人概念;航空发动机;核污染防治;无人机;页岩气;传感器;锂电池概念;5G;消费电子概念;深股通;融资融券,33,002097
8,000089.SZ,证金持股;跨境电商;国企改革;深圳国企改革;粤港澳大湾区;深股通;融资融券;华为概念,33,000089
16,603579.SH,养老概念;跨境电商;Web3.0;智能医疗;DeepSeek概念;人工智能;鸿蒙概念;脑机接口;阿里巴巴概念;人民币贬值受益;长三角一体化;虚拟现实;机器人概念;专精特新;小米概念;沪股通,17,603579
6,300094.SZ,网红经济;预制菜;乡村振兴;冷链物流;食品安全;融资融券,33,300094
15,002389.SZ,军民融合;央企国企改革;国企改革;人工智能;军工;智能物流;低空经济;无人机;人民币贬值受益;碳纤维;光伏概念;柔性屏(折叠屏);MiniLED;深股通;融资融券,33,002389
26,301632.SZ,房屋检测;垃圾分类;国企改革;水利;文化传媒概念;建筑节能;光伏建筑一体化;DeepSeek概念;注册制次新股;人工智能;AIGC概念;智慧城市;智能物流;碳中和;AI智能体;低空经济;碳交易;粤港澳大湾区;车联网(车路协同);物联网;机器人概念;光伏概念;5G;深股通;新股与次新股;融资融券,33,301632
41,000725.SZ,电子纸;MicroLED概念;同花顺果指数;MiniLED;柔性屏(折叠屏);智能座舱;AI PC;苹果概念;智能穿戴;传感器;OLED;AI眼镜;小米概念;钙钛矿电池;长安汽车概念;虚拟现实;先进封装;机器人概念;共封装光学(CPO);光伏概念;华为概念;芯片概念;工业互联网;物联网;充电桩;储能;光纤概念;人工智能;AI应用;医疗器械概念;虚拟电厂;光伏建筑一体化;智能医疗;国企改革;深股通;融资融券;民营医院;同花顺漂亮100;玻璃基板;智慧灯杆;新能源汽车,33,000725
36,002279.SZ,小红书概念;财税数字化;ChatGPT概念;AIGC概念;快手概念;智慧政务;华为鲲鹏;数据要素;AI应用;AI智能体;数据安全;区块链;鸿蒙概念;数字乡村;百度概念;抖音概念(字节概念);文化传媒概念;信创;腾讯概念;阿里巴巴概念;职业教育;网络安全;数字经济;DeepSeek概念;人工智能;网红经济;京津冀一体化;跨境电商;智能医疗;化债概念(AMC概念);雄安新区;乡村振兴;华为概念;低空经济;数据中心(AIDC);深股通,33,002279
7,002882.SZ,锂电池概念;固态电池;无人机;核电;粤港澳大湾区;比亚迪概念;深股通,33,002882
16,688678.SH,富士康概念;苹果概念;消费电子概念;人形机器人;智能穿戴;比亚迪概念;特斯拉概念;新能源汽车;机器人概念;光伏概念;2026一季报预增;TOPCON电池;海峡两岸;医疗器械概念;沪股通;融资融券,17,688678
6,603008.SH,ST板块;跨境电商;脑机接口;人工智能;工业互联网;智能家居,22,603008
36,300213.SZ,物联网;智慧城市;军工信息化;人工智能;安防;低空经济;数据要素;工业互联网;智慧政务;新型工业化;军工;元宇宙;AI应用;高铁;无人机;AI智能体;DeepSeek概念;机器视觉;数据安全;AIGC概念;百度概念;机器人概念;专精特新;华为概念;卫星导航;独角兽概念;ChatGPT概念;云计算;跨境电商;商业航天;一带一路;京津冀一体化;数据中心(AIDC);5G;新疆振兴;深股通,33,300213
30,301339.SZ,AI应用;数据要素;数字经济;旅游概念;智慧政务;移动支付;DeepSeek概念;人工智能;数字孪生;智慧城市;信创;智能物流;国资云;腾讯概念;统一大市场;阿里巴巴概念;车联网(车路协同);ETC;长安汽车概念;国企改革;机器人概念;华为概念;无人驾驶;专精特新;充电桩;特斯拉概念;比亚迪概念;5G;深股通;融资融券,33,301339
15,000739.SZ,流感;创新药;仿制药一致性评价;减肥药;CRO概念;合成生物;宠物经济;医美概念;养老概念;共同富裕示范区;AIGC概念;AI智能体;工业互联网;深股通;融资融券,33,000739
3,603041.SH,建筑节能;有机硅概念;专精特新,17,603041
15,603081.SH,体育产业;IP经济(谷子经济);文化传媒概念;旅游概念;一带一路;数字经济;人工智能;元宇宙;机器人概念;DeepSeek概念;雄安新区;人形机器人;阿里巴巴概念;虚拟现实;沪股通,17,603081
17,002190.SZ,成飞概念;大飞机;军工;国企改革;西部大开发;低空经济;航空发动机;无人机;长安汽车概念;储能;商业航天;锂电池概念;专精特新;新能源汽车;华为汽车;融资融券;深股通,33,002190
18,601899.SH,金属铅;金属锌;黄金概念;金属铜;金属钴;小金属概念;盐湖提锂;同花顺出海50;福建自贸区;一带一路;锂电池概念;国企改革;证金持股;同花顺中特估100;沪股通;融资融券;同花顺漂亮100;氢能源,17,601899
15,300062.SZ,智能电网;充电桩;储能;绿色电力;高压快充;光伏概念;高铁;福建自贸区;一带一路;海峡两岸;锂电池概念;宁德时代概念;机器人概念;新能源汽车;深股通,33,300062
6,605098.SH,高股息精选;在线教育;职业教育;AI应用;DeepSeek概念;沪股通,17,605098
23,600765.SH,国产航母;军民融合;大飞机;航空发动机;成飞概念;央企国企改革;军工;飞行汽车(eVTOL);低空经济;西部大开发;海工装备;无人机;核电;国企改革;商业航天;高端装备;汽车热管理;机器人概念;3D打印;液冷服务器;沪股通;融资融券;中字头股票,17,600765
16,600651.SH,上海国企改革;水利;医疗器械概念;国企改革;工业互联网;网络安全;小米汽车;核电;新能源汽车;比亚迪概念;特斯拉概念;小米概念;汽车电子;芯片概念;融资融券;沪股通,17,600651
9,603298.SH,同花顺出海50;智能物流;人形机器人;机器人概念;新能源汽车;宁德时代概念;沪股通;5G;融资融券,17,603298
3,000520.SZ,统一大市场;航运概念;一带一路,33,000520
5,600109.SH,期货概念;西部大开发;腾讯概念;沪股通;融资融券,17,600109
11,603421.SH,充电桩;虚拟电厂;智能电网;储能;电力物联网;光伏概念;鸿蒙概念;华为概念;MCU芯片;芯片概念;沪股通,17,603421
10,002172.SZ,民营医院;三胎概念;养老概念;冷链物流;医美概念;高压氧舱;毛发医疗;国企改革;脑机接口;股权转让(并购重组),33,002172
25,300667.SZ,光纤概念;第三代半导体;芯片概念;可控核聚变;传感器;消费电子概念;钙钛矿电池;光伏概念;量子科技;商业航天;专精特新;军工;海工装备;数据中心(AIDC);安防;食品安全;虚拟现实;新型工业化;物联网;低空经济;智能电网;水利;工业互联网;医美概念;数字经济,33,300667
15,300586.SZ,PCB概念;固态电池;染料;钠离子电池;锂电池概念;芯片概念;宁德时代概念;可降解塑料;专精特新;消毒剂;燃料电池;储能;氢能源;深股通;融资融券,33,300586
10,301606.SZ,华为概念;储能;无线耳机;跨境电商;无线充电;消费电子概念;人民币贬值受益;苹果概念;深股通;融资融券,33,301606
16,002917.SZ,新型工业化;民爆概念;工业互联网;机器人概念;人工智能;数字孪生;虚拟现实;一带一路;军民融合;机器视觉;军工;粤港澳大湾区;雅下水电概念;新疆振兴;空气能热泵;芯片概念,33,002917
16,600251.SH,化肥;生态农业;盐湖提锂;土地流转;农村电商;农业种植;新疆振兴;乡村振兴;西部大开发;国企改革;中俄贸易概念;绿色电力;数字乡村;食品安全;融资融券;沪股通,17,600251
29,300369.SZ,数据安全;网络安全;MLOps概念;云计算;华为鲲鹏;华为欧拉;信创;智慧政务;国产操作系统;AI语料;数字水印;数据确权;腾讯概念;东数西算(算力);阿里巴巴概念;AI智能体;数据要素;区块链;AI应用;车联网(车路协同);DeepSeek概念;数据中心(AIDC);人工智能;独角兽概念;华为概念;工业互联网;京津冀一体化;深股通;融资融券,33,300369
16,301499.SZ,汽车热管理;专精特新;燃料电池;新能源汽车;传感器;高压快充;氢能源;无人驾驶;消费电子概念;毫米波雷达;汽车电子;芯片概念;天然气;PCB概念;第三代半导体;融资融券,33,301499
22,300789.SZ,智慧城市;职业教育;多模态AI;物联网;车联网(车路协同);AI智能体;人工智能;DeepSeek概念;虚拟现实;智能电网;高铁;新型工业化;机器视觉;高端装备;机器人概念;无人机;专精特新;一带一路;西部大开发;雅下水电概念;钒电池;小金属概念,33,300789
13,601618.SH,同花顺中特估100;中字头股票;国企改革;央企国企改革;PPP概念;装配式建筑;新型城镇化;一带一路;碳中和;工业互联网;高端装备;沪股通;融资融券,17,601618
21,002122.SZ,文化传媒概念;创投;拼多多概念;小红书概念;DeepSeek概念;AI语料;人工智能;数据要素;抖音概念(字节概念);ST板块;智谱AI;网络安全;蚂蚁集团概念;长安汽车概念;新型工业化;高端装备;风电;数据中心(AIDC);东数西算(算力);工业母机;人形机器人,33,002122
30,688559.SH,MicroLED概念;苹果概念;富士康概念;电子纸;消费电子概念;新型工业化;3D打印;钙钛矿电池;特斯拉概念;比亚迪概念;PCB概念;先进封装;新能源汽车;第三代半导体;BC电池;宁德时代概念;液冷服务器;飞行汽车(eVTOL);光伏概念;华为概念;固态电池;HJT电池;锂电池概念;TOPCON电池;储能;医疗器械概念;医美概念;玻璃基板;沪股通;融资融券,17,688559
33,002878.SZ,冰雪产业;体育产业;NFT概念;拼多多概念;网红经济;文化传媒概念;短剧游戏;Web3.0;IP经济(谷子经济);小红书概念;三胎概念;虚拟数字人;京津冀一体化;快手概念;AI视频;元宇宙;数字经济;AIGC概念;ChatGPT概念;区块链;数据要素;人工智能;百度概念;抖音概念(字节概念);腾讯概念;虚拟现实;阿里巴巴概念;智能音箱;华为概念;小米概念;消费电子概念;无线耳机;深股通,33,002878
8,002586.SZ,ST板块;国企改革;PPP概念;雄安新区;文化传媒概念;海工装备;水利;高端装备,33,002586
12,300374.SZ,装配式建筑;新型城镇化;乡村振兴;雄安新区;国企改革;京津冀一体化;建筑节能;央企国企改革;一带一路;新疆振兴;工业互联网;中字头股票,33,300374
