所属概念数量,market_code,股票代码,所属概念,code
20,17,600981.SH,物业管理;乡村振兴;预制菜;冷链物流;垃圾分类;跨境电商;参股券商;三胎概念;中俄贸易概念;统一大市场;国企改革;参股保险;创投;一带一路;期货概念;绿色电力;医疗器械概念;蚂蚁集团概念;海工装备;沪股通,600981
15,33,300586.SZ,固态电池;PCB概念;宁德时代概念;钠离子电池;锂电池概念;染料;芯片概念;专精特新;储能;可降解塑料;燃料电池;消毒剂;氢能源;深股通;融资融券,300586
4,33,300779.SZ,固废处理;稀土永磁;融资融券;深股通,300779
8,33,300439.SZ,肝炎概念;幽门螺杆菌概念;猴痘概念;基因测序;医疗器械概念;智能医疗;共同富裕示范区;DeepSeek概念,300439
6,33,003012.SZ,回购增持再贷款概念;智能家居;石墨烯;粤港澳大湾区;虚拟数字人;深股通,003012
28,33,300083.SZ,无线充电;工业母机;人形机器人;新型工业化;飞行汽车(eVTOL);智能穿戴;小米概念;比亚迪概念;消费电子概念;新能源汽车;机器人概念;苹果概念;一体化压铸;5G;液冷服务器;高端装备;工业互联网;无人机;华为概念;军工;低空经济;储能;粤港澳大湾区;创投;人工智能;回购增持再贷款概念;深股通;融资融券,300083
8,33,300289.SZ,猴痘概念;辅助生殖;智能医疗;医疗器械概念;重组蛋白;生物疫苗;国企改革;股权转让(并购重组),300289
4,17,603877.SH,共同富裕示范区;回购增持再贷款概念;沪股通;融资融券,603877
10,17,600846.SH,房屋检测;垃圾分类;PPP概念;建筑节能;装配式建筑;雄安新区;污水处理;国企改革;沪股通;融资融券,600846
14,33,002307.SZ,新型城镇化;PPP概念;新疆振兴;乡村振兴;国企改革;水利;西部大开发;一带一路;雅下水电概念;医疗器械概念;3D打印;DeepSeek概念;深股通;融资融券,002307
25,33,002556.SZ,化肥;土地流转;粮食概念;玉米;煤化工概念;磷化工;农村电商;供销社;农业种植;民爆概念;染料;乡村振兴;生物质能发电;统一大市场;建筑节能;装配式建筑;维生素;毛发医疗;创投;医美概念;数字乡村;互联网金融;光伏概念;融资融券;深股通,002556
4,33,300899.SZ,ST板块;净水概念;污水处理;上海自贸区,300899
22,33,002594.SZ,盐湖提锂;钠离子电池;同花顺漂亮100;深股通;融资融券;动力电池回收;超级品牌;同花顺出海50;锂电池概念;储能;高压快充;充电桩;光伏概念;车联网(车路协同);DeepSeek概念;数据中心;新能源汽车;机器人概念;芯片概念;无人驾驶;比亚迪概念;粤港澳大湾区,002594
4,17,603599.SH,草甘膦;染料;沪股通;融资融券,603599
14,33,301326.SZ,富士康概念;液冷服务器;苹果概念;消费电子概念;芯片概念;比亚迪概念;3D打印;宁德时代概念;无人机;固态电池;人民币贬值受益;锂电池概念;深股通;融资融券,301326
16,17,600267.SH,流感;创新药;仿制药一致性评价;医药电商;减肥药;阿尔茨海默概念;动物疫苗;合成生物;青蒿素;宠物经济;医美概念;智能医疗;国企改革;DeepSeek概念;融资融券;沪股通,600267
13,33,301137.SZ,可控核聚变;军工;核电;海工装备;专精特新;水利;央企国企改革;比亚迪概念;新能源汽车;中俄贸易概念;国企改革;深股通;融资融券,301137
21,33,300672.SZ,汽车芯片;存储芯片;国家大基金持股;芯片概念;智能座舱;卫星导航;WiFi 6;星闪概念;无人驾驶;机器视觉;车联网(车路协同);虚拟现实;东数西算(算力);物联网;专精特新;机器人概念;鸿蒙概念;人工智能;深股通;股权转让(并购重组);融资融券,300672
4,151,920266.BJ,西部大开发;融资融券;农业种植;医药电商,920266
9,33,002821.SZ,减肥药;CRO概念;创新药;合成生物;智能医疗;人民币贬值受益;京津冀一体化;深股通;融资融券,002821
12,17,601886.SH,装配式建筑;建筑节能;民营医院;光伏建筑一体化;医美概念;眼科医疗;绿色电力;一带一路;数字经济;光伏概念;融资融券;沪股通,601886
24,17,601608.SH,国产航母;大飞机;商业航天;军工;海工装备;高端装备;核电;光伏概念;减速器;新型工业化;机器人概念;人形机器人;一带一路;工业互联网;风电;一体化压铸;华为概念;F5G概念;国企改革;人工智能;同花顺中特估100;融资融券;沪股通;中字头股票,601608
6,33,001239.SZ,机器人概念;高端装备;风电;海工装备;股权转让(并购重组);融资融券,001239
10,17,605133.SH,人形机器人;特斯拉概念;传感器;工业母机;一体化压铸;比亚迪概念;汽车电子;机器人概念;新能源汽车;沪股通,605133
3,17,688428.SH,创新药;沪股通;融资融券,688428
11,33,002482.SZ,建筑节能;装配式建筑;深圳国企改革;新型城镇化;光伏建筑一体化;体育产业;国企改革;粤港澳大湾区;智能家居;DeepSeek概念;深股通,002482
13,33,301197.SZ,新型城镇化;建筑节能;雄安新区;专精特新;智慧城市;华为概念;人工智能;回购增持再贷款概念;数据要素;蚂蚁集团概念;信创;华为鲲鹏;融资融券,301197
5,17,601398.SH,同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,601398
6,17,600123.SH,煤炭概念;煤化工概念;化肥;国企改革;沪股通;融资融券,600123
3,33,002890.SZ,农机;乡村振兴;专精特新,002890
7,17,688363.SH,重组蛋白;创新药;医美概念;合成生物;2025年报预增;沪股通;融资融券,688363
12,33,300475.SZ,存储芯片;芯片概念;2025年报预增;数据中心;阿里巴巴概念;抖音概念(字节概念);腾讯概念;人民币贬值受益;粤港澳大湾区;家用电器;深股通;融资融券,300475
14,17,688626.SH,脑机接口;AI应用;智能医疗;AI智能体;医疗器械概念;人工智能;养老概念;DeepSeek概念;机器人概念;专精特新;旅游概念;回购增持再贷款概念;沪股通;融资融券,688626
3,33,002942.SZ,磷化工;2025年报预增;乡村振兴,002942
21,33,003013.SZ,装配式建筑;新型城镇化;地下管网;PPP概念;乡村振兴;雄安新区;国企改革;水利;粤港澳大湾区;智慧城市;数字经济;一带一路;数字孪生;人工智能;物联网;低空经济;时空大数据;腾讯概念;无人机;数据中心;深股通,003013
5,17,601939.SH,同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,601939
8,33,000605.SZ,PPP概念;雄安新区;污水处理;固废处理;养老概念;国企改革;京津冀一体化;创投,000605
10,17,603650.SH,光刻胶;中芯国际概念;存储芯片;OLED;芯片概念;上海自贸区;石墨烯;可降解塑料;融资融券;沪股通,603650
5,17,603369.SH,白酒概念;国企改革;沪股通;融资融券;回购增持再贷款概念,603369
15,17,600642.SH,天然气;证金持股;抽水蓄能;绿色电力;参股保险;虚拟电厂;钒电池;国企改革;风电;氢能源;沪股通;融资融券;核电;上海国企改革;储能,600642
9,17,688565.SH,核电;污水处理;共同富裕示范区;专精特新;超超临界发电;燃料电池;2025年报预增;氢能源;融资融券,688565
18,17,601615.SH,HJT电池;钙钛矿电池;光伏概念;商业航天;阿里巴巴概念;光伏建筑一体化;芯片概念;人工智能;风电;海工装备;储能;高端装备;粤港澳大湾区;2025年报预增;绿色电力;氢能源;融资融券;沪股通,601615
5,22,603559.SH,ST板块;时空大数据;云计算;数据中心;5G,603559
9,33,000895.SZ,超级品牌;猪肉;养鸡;预制菜;证金持股;统一大市场;人造肉;深股通;融资融券,000895
4,33,002918.SZ,数据中心;创投;智能家居;深股通,002918
3,151,920180.BJ,医疗器械概念;新股与次新股;融资融券,920180
3,33,000949.SZ,国企改革;新疆振兴;深股通,000949
11,33,301055.SZ,IP经济(谷子经济);NFT概念;跨境电商;露营经济;AI智能体;DeepSeek概念;家用电器;物联网;2025年报预增;超级品牌;融资融券,301055
9,17,601588.SH,物业管理;养老概念;国企改革;京津冀一体化;数字经济;回购增持再贷款概念;小米概念;沪股通;融资融券,601588
11,17,688606.SH,宠物经济;禽流感;幽门螺杆菌概念;基因测序;猴痘概念;肝炎概念;辅助生殖;医疗器械概念;人民币贬值受益;融资融券;沪股通,688606
33,33,301316.SZ,信创;云计算;财税数字化;多模态AI;ChatGPT概念;阿里巴巴概念;AI智能体;百度概念;数据要素;智能音箱;车联网(车路协同);抖音概念(字节概念);AIGC概念;物联网;人工智能;华为概念;DeepSeek概念;数字经济;华为海思概念股;互联网金融;虚拟现实;小红书概念;5G;智能医疗;机器视觉;智能穿戴;小米概念;芯片概念;小米汽车;AI应用;股权转让(并购重组);深股通;融资融券,301316
8,33,002661.SZ,预制菜;农业种植;猪肉;三胎概念;粮食概念;新疆振兴;食品安全;回购增持再贷款概念,002661
14,17,603195.SH,超级品牌;露营经济;同花顺漂亮100;家用电器;智能家居;抖音概念(字节概念);充电桩;腾讯概念;回购增持再贷款概念;储能;华为概念;无线充电;沪股通;融资融券,603195
8,33,301587.SZ,特斯拉概念;新能源汽车;低空经济;储能;锂电池概念;固态电池;商业航天;融资融券,301587
13,33,300272.SZ,基因测序;辅助生殖;细胞免疫治疗;宠物经济;养老概念;医美概念;净水概念;独角兽概念;数据要素;冷链物流;家用电器;人民币贬值受益;机器人概念,300272
8,33,002671.SZ,地下管网;新型城镇化;PPP概念;水利;超超临界发电;风电;高端装备;核电,002671
7,17,688198.SH,创新药;眼科医疗;医美概念;医疗器械概念;专精特新;沪股通;融资融券,688198
14,33,002612.SZ,网红经济;IP经济(谷子经济);C2M概念;三胎概念;虚拟数字人;毛发医疗;民营医院;医美概念;医疗器械概念;牙科医疗;中韩自贸区;2025年报预增;融资融券;深股通,002612
8,33,300032.SZ,虚拟现实;智能穿戴;消费电子概念;海峡两岸;OLED;元宇宙;新型烟草(电子烟);人民币贬值受益,300032
4,17,600305.SH,超级品牌;国企改革;沪股通;融资融券,600305
5,151,920179.BJ,融资融券;芯片概念;光伏概念;中芯国际概念;专精特新,920179
5,33,002731.SZ,黄金概念;锂电池概念;三胎概念;IP经济(谷子经济);ST板块,002731
16,17,600081.SH,长安汽车概念;华为汽车;一体化压铸;减速器;机器人概念;无人驾驶;传感器;新能源汽车;汽车热管理;智能座舱;比亚迪概念;汽车电子;EDR概念;氢能源;沪股通;融资融券,600081
21,17,601390.SH,中字头股票;金属铅;金属锌;金属铜;小金属概念;金属钴;同花顺中特估100;证金持股;央企国企改革;国企改革;参股券商;回购增持再贷款概念;一带一路;PPP概念;新型城镇化;沪股通;融资融券;水利;高铁;低空经济;人工智能,601390
7,33,002022.SZ,猴痘概念;流感;肝炎概念;宠物经济;医疗器械概念;智能医疗;食品安全,002022
8,33,000965.SZ,物业管理;天津自贸区;参股券商;养老概念;国企改革;京津冀一体化;大飞机;融资融券,000965
7,17,600702.SH,白酒概念;旅游概念;C2M概念;西部大开发;融资融券;回购增持再贷款概念;沪股通,600702
1,33,001218.SZ,消毒剂,001218
24,17,600060.SH,虚拟数字人;元宇宙;智能家居;AI智能体;数字经济;数据要素;DeepSeek概念;人工智能;多模态AI;家用电器;虚拟现实;MCU芯片;智能穿戴;AI眼镜;机器人概念;商业航天;MR(混合现实);汽车电子;消费电子概念;芯片概念;MiniLED;MicroLED概念;沪股通;融资融券,600060
10,33,300420.SZ,物联网;智慧城市;机器人概念;新型工业化;充电桩;智能物流;储能;区块链;军民融合;股权转让(并购重组),300420
6,17,688805.SH,科创次新股;注册制次新股;超导概念;医疗器械概念;新股与次新股;融资融券,688805
10,33,300434.SZ,流感;仿制药一致性评价;医药电商;创新药;维生素;CRO概念;三胎概念;PPP概念;地下管网;西部大开发,300434
5,33,002293.SZ,网红经济;三胎概念;智能家居;深股通;融资融券,002293
8,17,603883.SH,养老概念;医药电商;智能医疗;AI智能体;医疗器械概念;腾讯概念;沪股通;融资融券,603883
6,17,600327.SH,预制菜;民营医院;三胎概念;参股银行;IP经济(谷子经济);信托概念,600327
3,33,301065.SZ,共同富裕示范区;丙烯酸;融资融券,301065
12,33,300013.SZ,统一大市场;冷链物流;跨境电商;智能物流;一带一路;国企改革;物联网;车联网(车路协同);比亚迪概念;卫星导航;摘帽;股权转让(并购重组),300013
6,17,688520.SH,重组蛋白;创新药;生物疫苗;百度概念;沪股通;融资融券,688520
10,17,603043.SH,预制菜;超级品牌;网红经济;农村电商;乡村振兴;国企改革;创投;粤港澳大湾区;融资融券;沪股通,603043
15,33,300457.SZ,固态电池;宁德时代概念;OLED;锂电池概念;比亚迪概念;新型烟草(电子烟);机器视觉;储能;粤港澳大湾区;人民币贬值受益;上海国企改革;氢能源;国企改革;深股通;融资融券,300457
11,33,301602.SZ,智能医疗;医疗器械概念;宠物经济;人工智能;水利;人民币贬值受益;机器人概念;专精特新;核电;深股通;融资融券,301602
8,17,601686.SH,高股息精选;天津自贸区;地下管网;雄安新区;雅下水电概念;水利;2025年报预增;沪股通,601686
9,17,601121.SH,金属铜;金属铅;黄金概念;金属锌;新疆振兴;西部大开发;国企改革;股权转让(并购重组);沪股通,601121
19,22,600636.SH,ST板块;职业教育;语音技术;国企改革;星闪概念;机器视觉;人工智能;DeepSeek概念;数据要素;鸿蒙概念;华为鲲鹏;在线教育;央企国企改革;东数西算(算力);芯片概念;英伟达概念;多模态AI;证金持股;AI应用,600636
9,33,002172.SZ,民营医院;毛发医疗;医美概念;三胎概念;养老概念;高压氧舱;冷链物流;国企改革;股权转让(并购重组),002172
5,17,600559.SH,白酒概念;国企改革;京津冀一体化;沪股通;融资融券,600559
4,17,600838.SH,物业管理;参股券商;国企改革;融资融券,600838
6,17,600785.SH,统一大市场;智能物流;西部大开发;IP经济(谷子经济);粮食概念;抖音概念(字节概念),600785
3,33,300955.SZ,三胎概念;海峡两岸;融资融券,300955
6,17,600707.SH,OLED;国企改革;西部大开发;人民币贬值受益;融资融券;沪股通,600707
11,17,600715.SH,文化传媒概念;短剧游戏;手机游戏;网络游戏;NFT概念;虚拟现实;AI应用;国企改革;沪股通;摘帽;股权转让(并购重组),600715
8,17,600202.SH,黑龙江自贸区;中俄贸易概念;一带一路;创投;国企改革;回购增持再贷款概念;超超临界发电;核电,600202
