股票代码,所属概念,market_code,code,所属概念数量
300305.SZ,PET铜箔;OLED;BC电池;光伏概念;锂电池概念;专精特新;新能源汽车;虚拟电厂;PCB概念;比亚迪概念,33,300305,10
300675.SZ,装配式建筑;新型城镇化;建筑节能;房屋检测;乡村振兴;雄安新区;职业教育;水利;深圳国企改革;一带一路;国企改革;碳中和;智慧城市;光伏建筑一体化;区块链;数据要素;粤港澳大湾区;智能电网;虚拟电厂;数据中心(AIDC),33,300675,20
002103.SZ,IP经济(谷子经济);跨境电商;数字经济;创投;一带一路;腾讯概念;虚拟现实;深股通,33,002103,8
000554.SZ,俄乌冲突概念;天然气;国企改革;氢能源;央企国企改革;充电桩;融资融券,33,000554,7
920183.BJ,专精特新;消费电子概念;新股与次新股;融资融券;人民币贬值受益,151,920183,5
688334.SH,智能电网;柔性直流输电;核电;特高压;充电桩;央企国企改革;无人机;一带一路;西部大开发;超导概念;国企改革;固态电池;沪股通;融资融券,17,688334,14
600322.SH,物业管理;天津自贸区;国企改革;京津冀一体化;股权转让(并购重组);融资融券,17,600322,6
920167.BJ,TOPCON电池;HJT电池;氢能源;储能;融资融券;光伏概念;专精特新;BC电池,151,920167,8
920061.BJ,宁德时代概念;融资融券;专精特新;机器人概念;稀土永磁;固态电池;锂电池概念,151,920061,7
605222.SH,大飞机;商业航天;海工装备;军工;可控核聚变;核电;柔性直流输电;机器人概念;特高压;特斯拉概念;充电桩;光伏概念;数据中心(AIDC);储能;风电;沪股通,17,605222,16
000917.SZ,文化传媒概念;IP经济(谷子经济);网络游戏;物联网;旅游概念;创投;华为概念;智能家居;露营经济;国企改革;深股通;融资融券,33,000917,12
300879.SZ,农机;跨境电商;乡村振兴;氢能源;人民币贬值受益;减速器;储能;锂电池概念;机器人概念;物联网;深股通;股权转让(并购重组);融资融券,33,300879,13
603069.SH,海南自贸区;自由贸易港;网约车;旅游概念;跨境电商;国企改革;无人驾驶;充电桩;新能源汽车;股权转让(并购重组);沪股通;融资融券,17,603069,12
603877.SH,共同富裕示范区;沪股通;融资融券,17,603877,3
000055.SZ,装配式建筑;房屋检测;物业管理;乡村振兴;建筑节能;AI应用;数字经济;DeepSeek概念;光伏建筑一体化;一带一路;粤港澳大湾区;绿色电力;高铁;光伏概念;2026中报预增;融资融券,33,000055,16
301267.SZ,眼科医疗;民营医院;智能医疗;福建自贸区;DeepSeek概念;人工智能;海峡两岸;智能穿戴;5G;AI眼镜;深股通;融资融券,33,301267,12
300180.SZ,数字货币;跨境支付(CIPS);移动支付;互联网金融;蚂蚁集团概念;区块链;华为鲲鹏;数据要素;信创;参股券商;腾讯概念;创投;一带一路;工业互联网;长安汽车概念;华为汽车;低空经济;华为概念;比亚迪概念;深股通;融资融券,33,300180,21
002324.SZ,军工;碳纤维;PEEK材料;商业航天;低空经济;卫星导航;脑机接口;6G概念;专精特新;机器人概念;新能源汽车;储能;长三角一体化;毫米波雷达;钠离子电池;锂电池概念;固态电池;消费电子概念;深股通;融资融券,33,002324,20
000525.SZ,草甘膦;农村电商;合成生物;乡村振兴;NMN概念;国企改革;深股通;维生素;股权转让(并购重组),33,000525,9
002729.SZ,比亚迪概念;新能源汽车;海峡两岸;家用电器;福建自贸区;数据中心(AIDC);充电桩;汽车电子;储能;消费电子概念;光伏概念;风电;融资融券,33,002729,13
603899.SH,超级品牌;IP经济(谷子经济);智能物流;沪股通;融资融券,17,603899,5
300183.SZ,电力物联网;国产操作系统;物联网;信创;阿里巴巴概念;数据中心(AIDC);智慧城市;智能电网;充电桩;人工智能;工业互联网;知识产权保护;小米概念;专精特新;智能家居;光伏概念;虚拟电厂;储能;风电;苹果概念;芯片概念;MCU芯片;国企改革;深股通;融资融券,33,300183,25
000709.SZ,特钢概念;国企改革;雄安新区;京津冀一体化;钒电池;钠离子电池;核电;储能;比亚迪概念;深股通;融资融券;可控核聚变,33,000709,12
603015.SH,工业母机;同花顺新质50;新型工业化;机器人概念;芯片概念;物联网;工业互联网;可控核聚变;MCU芯片;海峡两岸;光伏概念;人工智能;核电;充电桩;储能;智能电网;风电;虚拟电厂;沪股通;融资融券,17,603015,20
920670.BJ,AI应用;数字孪生;AIGC概念;融资融券;专精特新;人工智能;3D打印;智能医疗;虚拟现实;AI智能体;数字经济,151,920670,11
002345.SZ,黄金概念;小金属概念;IP经济(谷子经济);NFT概念;高股息精选;培育钻石;深股通,33,002345,7
300162.SZ,MicroLED概念;足球概念;柔性屏(折叠屏);元宇宙;在线教育;MiniLED;智能家居;体育产业;安防;人工智能;商业航天;专精特新;DeepSeek概念;消费电子概念;人民币贬值受益;粤港澳大湾区;海峡两岸;先进封装;玻璃基板;芯片概念,33,300162,20
688425.SH,高压氧舱;雅下水电概念;乡村振兴;国企改革;地下管网;农机;央企国企改革;高铁;水利;新疆振兴;一带一路;海工装备;人工智能;DeepSeek概念;AI智能体;高端装备;海峡两岸;机器人概念;新型工业化;抽水蓄能;无人驾驶;华为概念;沪股通;融资融券,17,688425,24
600961.SH,金属锌;金属铅;金属铜;黄金概念;小金属概念;金属回收;央企国企改革;国企改革;2026中报预增;融资融券;沪股通,17,600961,11
002661.SZ,预制菜;农业种植;三胎概念;粮食概念;猪肉;新疆振兴;食品安全,33,002661,7
605300.SH,预制菜;代糖概念;跨境电商;创投;2026中报预增;沪股通,17,605300,6
600152.SH,钠离子电池;固态电池;锂电池概念;共同富裕示范区;换电概念;新型烟草(电子烟);华为汽车;两轮车;无人机;机器人概念;华为概念;储能;消费电子概念;数据中心(AIDC);沪股通,17,600152,15
300213.SZ,物联网;智慧城市;军工信息化;人工智能;安防;低空经济;数据要素;工业互联网;智慧政务;新型工业化;军工;元宇宙;AI应用;高铁;无人机;AI智能体;DeepSeek概念;机器视觉;数据安全;AIGC概念;百度概念;机器人概念;专精特新;华为概念;卫星导航;独角兽概念;ChatGPT概念;云计算;跨境电商;商业航天;一带一路;京津冀一体化;数据中心(AIDC);5G;新疆振兴;深股通,33,300213,36
002529.SZ,股权转让(并购重组);HJT电池;储能;宁德时代概念;新能源汽车;光伏概念;3D打印;高端装备;摘帽,33,002529,9
605268.SH,新型城镇化;数据要素;智慧城市;人脸识别;安防;物联网;智能家居;华为概念;沪股通,17,605268,9
605577.SH,IP经济(谷子经济);文化传媒概念;在线教育;黑龙江自贸区;国企改革;一带一路;沪股通,17,605577,7
600448.SH,工业大麻;C2M概念;参股银行;国企改革;人民币贬值受益;融资融券,17,600448,6
000981.SZ,减速器;华为汽车;智能物流;西部大开发;高端装备;汽车拆解概念;无人驾驶;新能源汽车;比亚迪概念;物联网;阿里巴巴概念;汽车电子;芯片概念;深股通;先进封装;融资融券,33,000981,16
601011.SH,煤炭概念;煤化工概念;石墨电极;碳中和;黑龙江自贸区;氢能源;石墨烯;锂电池概念;消费电子概念;AI眼镜;沪股通;融资融券,17,601011,12
603168.SH,三胎概念;民营医院;养老概念;流感;眼科医疗;仿制药一致性评价;医药电商,17,603168,7
301229.SZ,华为汽车;减速器;机器人概念;小米汽车;特斯拉概念;新能源汽车;华为概念;小米概念;融资融券,33,301229,9
300800.SZ,污水处理;水利;乡村振兴;数字乡村;雄安新区;人工智能;一带一路;数字孪生;AI应用;工业互联网;国产操作系统;AI智能体;专精特新;碳中和;PM2.5;华为概念,33,300800,16
002307.SZ,雅下水电概念;新型城镇化;水利;一带一路;DeepSeek概念;乡村振兴;西部大开发;国企改革;新疆振兴;3D打印;深股通;融资融券,33,002307,12
000955.SZ,三胎概念;海南自贸区;自由贸易港;创投;民营医院;医疗器械概念;军民融合;医药电商,33,000955,8
603099.SH,冰雪产业;旅游概念;网约车;体育产业;国企改革;特色小镇;融资融券;沪股通,17,603099,8
000883.SZ,超超临界发电;抽水蓄能;绿色电力;虚拟电厂;证金持股;天然气;风电;央企国企改革;国企改革;页岩气;核电;储能;深股通;融资融券,33,000883,14
605001.SH,养老概念;高铁;一带一路;高压氧舱;医美概念;机器人概念;碳纤维;新能源汽车;比亚迪概念;储能;芯片概念,17,605001,11
002595.SZ,工业母机;海工装备;风电;深股通;融资融券,33,002595,5
920553.BJ,融资融券;高端装备;烟草;工业母机,151,920553,4
300923.SZ,高铁;一带一路;无人驾驶;储能;电子纸;融资融券,33,300923,6
300864.SZ,净水概念;污水处理;土壤修复;水利;人工智能;碳中和;高股息精选;融资融券,33,300864,8
600606.SH,特色小镇;物业管理;旅游概念;养老概念;新型城镇化;参股银行;PPP概念;煤炭概念;互联网金融;碳交易;一带一路;蚂蚁集团概念;独角兽概念;智慧城市;元宇宙;沪股通;融资融券,17,600606,17
000069.SZ,物业管理;特色小镇;冰雪产业;参股券商;旅游概念;IP经济(谷子经济);新型城镇化;国企改革;体育产业;NFT概念;央企国企改革;DeepSeek概念;粤港澳大湾区;深股通;融资融券,33,000069,15
002084.SZ,空气能热泵;一带一路;智能物流;人民币贬值受益;智能家居;海峡两岸;物联网;3D打印,33,002084,8
300977.SZ,房屋检测;装配式建筑;新型城镇化;水利;智慧政务;AI语料;AI应用;数据要素;雄安新区;数字经济;人工智能;智慧城市;碳中和;PM2.5;数据中心(AIDC);芯片概念;融资融券,33,300977,17
000565.SZ,西部大开发;氢能源;石墨烯;数字经济;国企改革;军工;储能;融资融券,33,000565,8
688484.SH,汽车芯片;MCU芯片;芯片概念;AI手机;AI眼镜;无线充电;消费电子概念;智能穿戴;汽车电子;液冷服务器;传感器;智能座舱;小米概念;储能;机器人概念;锂电池概念;阿里巴巴概念;人民币贬值受益;沪股通;融资融券,17,688484,20
688128.SH,可控核聚变;比亚迪概念;无人机;无人驾驶;充电桩;低空经济;华为概念;汽车热管理;储能;车联网(车路协同);特高压;粤港澳大湾区;新型工业化;一带一路;宁德时代概念;氢能源;房屋检测;锂电池概念;抽水蓄能;固态电池;央企国企改革;国企改革;沪股通;中字头股票;融资融券,17,688128,25
002051.SZ,水利;华为概念;新型城镇化;冰雪产业;东数西算(算力);人民币贬值受益;污水处理;一带一路;同花顺中特估100;固废处理;央企国企改革;雄安新区;乡村振兴;国企改革;生物质能发电;新疆振兴;深股通;融资融券;储能;液冷服务器;中字头股票,33,002051,21
002747.SZ,工业母机;人形机器人;新型工业化;机器视觉;长安汽车概念;机器人概念;比亚迪概念;高端装备;农机;专精特新;工业互联网;宁德时代概念;智能医疗;光伏概念;养老概念;医疗器械概念;深股通;2026中报预增;融资融券,33,002747,19
002920.SZ,华为汽车;长安汽车概念;小米汽车;智能座舱;同花顺新质50;百度概念;车联网(车路协同);无人驾驶;机器人概念;数字经济;英伟达概念;毫米波雷达;比亚迪概念;华为概念;传感器;汽车电子;中国AI 50;海峡两岸;粤港澳大湾区;深股通;融资融券,33,002920,21
688707.SH,钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;碳中和;储能;西部大开发;国企改革;低空经济;人形机器人;央企国企改革;机器人概念;无人机;融资融券;沪股通,17,688707,16
300130.SZ,数字货币;电子身份证;汽车电子;移动支付;安防;蚂蚁集团概念;物联网;鸿蒙概念;人脸识别;腾讯概念;智慧政务;跨境支付(CIPS);区块链;储能;AI智能体;数字经济;人工智能;AIGC概念;AI应用;多模态AI;AI语料;虚拟数字人;DeepSeek概念;跨境电商;参股保险;深股通;融资融券,33,300130,27
920225.BJ,固态电池;数据中心(AIDC);地下管网;中俄贸易概念;食品安全;核电;页岩气;液冷服务器;融资融券;白酒概念;专精特新;海工装备;人民币贬值受益;高端装备;军工,151,920225,15
600027.SH,超超临界发电;煤炭概念;绿色电力;抽水蓄能;证金持股;虚拟电厂;风电;国企改革;央企国企改革;氢能源;储能;沪股通;融资融券;股权转让(并购重组),17,600027,14
000880.SZ,中国AI 50;数据中心(AIDC);海工装备;国企改革;融资融券;深股通,33,000880,6
603210.SH,小米汽车;新能源汽车;特斯拉概念;锂电池概念;储能;小米概念;宁德时代概念;工业互联网;沪股通;融资融券,17,603210,10
603121.SH,DeepSeek概念;长三角一体化;创投;小米汽车;氢能源;机器人概念;数据中心(AIDC);军工;燃料电池;比亚迪概念;人形机器人;传感器;新能源汽车;芯片概念;汽车芯片;沪股通,17,603121,16
600540.SH,粮食概念;土地流转;农业种植;乡村振兴;建筑节能;新疆振兴;西部大开发;统一大市场;冷链物流;国企改革;风电,17,600540,11
920211.BJ,专精特新;机器人概念;新股与次新股;融资融券,151,920211,4
688380.SH,存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;汽车电子;传感器;小米概念;专精特新;机器人概念;人形机器人;华为汽车;长安汽车概念;2026中报预增;沪股通;融资融券,17,688380,16
300326.SZ,ST板块;医疗器械概念;专精特新,33,300326,3
600161.SH,肝炎概念;国企改革;央企国企改革;沪股通;融资融券,17,600161,5
002455.SZ,磷化工;石墨电极;钠离子电池;动力电池回收;金属回收;锂电池概念;固态电池;储能;宁德时代概念;光刻胶;新能源汽车;深股通;融资融券,33,002455,13
600894.SH,高股息精选;证金持股;国企改革;人工智能;智慧城市;物联网;新型工业化;机器人概念;粤港澳大湾区;新能源汽车;融资融券;汽车电子;沪股通,17,600894,13
002031.SZ,减速器;工业母机;人形机器人;机器视觉;机器人概念;高端装备;智能物流;航空发动机;人民币贬值受益;冷链物流;深股通;融资融券,33,002031,12
301136.SZ,水利;房屋检测;新型城镇化;土壤修复;海工装备;地下管网;污水处理;乡村振兴;福建自贸区;数字经济;数字乡村;数据要素;智慧城市;人工智能;时空大数据;AI应用;海峡两岸;碳中和;智慧政务;数字孪生;国企改革;低空经济;车联网(车路协同);无人机;物联网;卫星导航;商业航天;虚拟现实;数据中心(AIDC);融资融券,33,301136,30
