股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
000004.SZ,*ST国华,5.88,0.1703577512776795,涨停,3,0, 09:30:00, 09:30:00,算力中标+扭亏预告+退市博弈,,,,33,000004
000420.SZ,吉林化纤,5.21,3.7848605577689325,涨停,1,0, 09:30:00, 09:30:00,碳纤维+粘胶长丝+吉林国资,,,,33,000420
000537.SZ,绿发电力,13.76,9.992006394884093,涨停,3,0, 09:32:09, 09:32:09,算电协同+储能+绿电交易+央企,,,,33,000537
000553.SZ,安道麦A,6.88,1.1764705882352953,涨停,1,0, 10:17:10, 10:17:10,草甘膦+化工+国企改革,,,,33,000553
000593.SZ,德龙汇能,15.65,0.0,涨停,1,0, 10:19:25, 10:19:25,控制权变更+氢能中心+天然气,,,,33,000593
000600.SZ,建投能源,10.99,2.7102803738317847,涨停,1,0, 13:41:58, 13:41:58,火电+储能+河北国资,,,,33,000600
000609.SZ,ST中迪,10.5,0.19083969465648448,涨停,2,0, 13:55:43, 13:55:43,房地产+半导体背景+创投,,,,33,000609
000638.SZ,*ST万方,1.69,-2.3121387283237014,跌停,0,1,,,, 13:41:43, 14:11:14,退市风险+业绩预亏+异常波动,33,000638
000669.SZ,ST金鸿,4.86,4.967602591792666,涨停,3,0, 09:30:24, 09:30:24,重整预期+天然气+扭亏,,,,33,000669
000697.SZ,ST炼石,11.11,2.4907749077490737,涨停,1,0, 09:40:09, 09:42:24,无人机+航空发动机+重整完成+四川国资,,,,33,000697
000711.SZ,ST京蓝,4.65,0.0,涨停,3,0, 09:30:00, 09:30:00,金属铟+ITO靶材+固废处理,,,,33,000711
000890.SZ,法尔胜,10.59,5.0595238095238075,涨停,1,0, 09:42:39, 10:46:55,钢帘线剥离+光纤概念+环保设备,,,,33,000890
000908.SZ,*ST景峰,5.05,4.989604989604994,涨停,2,0, 09:30:00, 09:30:00,重整+创新药CDMO+合成生物,,,,33,000908
000990.SZ,诚志股份,10.0,2.249488752556244,涨停,1,0, 09:42:54, 09:42:54,基础化工+氢能源+半导体显示材料+青岛国资,,,,33,000990
001260.SZ,坤泰股份,26.98,9.987770077456174,涨停,1,0, 09:47:54, 09:47:54,汽车地毯+小米汽车+摩洛哥订单,,,,33,001260
002015.SZ,协鑫能科,21.36,0.0,涨停,1,0, 10:03:25, 13:04:57,虚拟电厂+分布式光伏+储能,,,,33,002015
002047.SZ,*ST宝鹰,5.78,1.0489510489510576,涨停,1,0, 14:43:02, 14:56:47,扭亏为盈+珠海国资+建筑装饰+风电,,,,33,002047
002150.SZ,正泰电源,33.0,1.0719754977029141,涨停,2,0, 09:37:39, 09:37:39,光伏设备+储能一体机+外销,,,,33,002150
002254.SZ,泰和新材,13.41,-2.8964518464880546,涨停,1,0, 09:30:00, 10:10:25,氨纶涨价+芳纶涂覆+半固态电池+国企,,,,33,002254
002445.SZ,中南文化,4.49,10.04901960784314,涨停,4,0, 09:30:00, 09:30:00,拟购苏龙热电+火电转型+江阴国资,,,,33,002445
002487.SZ,大金重工,73.86,0.7364975450081919,涨停,1,0, 13:21:42, 13:21:42,欧洲风电出口+深远海基地+业绩高增,,,,33,002487
002498.SZ,汉缆股份,10.68,2.8901734104046137,涨停,1,0, 09:57:40, 09:57:40,特高压+海上风电+高压电缆,,,,33,002498
002512.SZ,ST达华,4.77,5.066079295154175,涨停,1,0, 10:16:10, 10:16:10,商业航天+卫星通信+显示主板,,,,33,002512
002528.SZ,ST英飞拓,3.71,0.0,涨停,2,0, 10:02:40, 14:54:47,AI应用+智慧城市+深圳国资,,,,33,002528
002652.SZ,扬子新材,5.45,1.4897579143389212,涨停,1,0, 14:15:07, 14:15:07,中芯国际概念+半导体洁净室+有机涂层板,,,,33,002652
002656.SZ,*ST摩登,3.29,2.8124999999999956,涨停,2,0, 09:30:09, 11:00:40,智能电网+电缆业务+高级男装,,,,33,002656
002869.SZ,金溢科技,23.99,-0.6625258799171849,涨停,1,0, 14:12:22, 14:12:22,车路协同+ETC+无人驾驶,,,,33,002869
002951.SZ,金时科技,17.58,1.9721577726218091,涨停,1,0, 09:37:54, 09:37:54,储能电站+超级电容+国企合作,,,,33,002951
003004.SZ,*ST声迅,31.24,0.3856041131105316,跌停,0,1,,,, 11:23:57, 14:55:47,板块下跌+此前涨幅较大+退市风险,33,003004
300690.SZ,双一科技,39.6,5.882352941176478,涨停,1,0, 13:26:42, 13:49:13,风电+碳纤维+低空经济,,,,33,300690
301068.SZ,大地海洋,34.45,-2.0193401592718825,涨停,1,0, 13:54:13, 14:56:47,固废处理+虎哥收购,,,,33,301068
301396.SZ,宏景科技,144.0,-3.987198293105741,涨停,1,0, 14:39:02, 14:39:02,算力租赁+扭亏为盈+智慧城市,,,,33,301396
301667.SZ,纳百川,82.02,2.5506376594148437,涨停,1,0, 10:15:25, 10:17:10,储能热管理+电池液冷板+数据中心液冷,,,,33,301667
600121.SH,郑州煤电,5.65,9.922178988326863,涨停,1,0, 11:05:10, 11:05:10,煤炭开采+郑州国资,,,,17,600121
600188.SH,兖矿能源,22.21,0.1804239963915162,涨停,1,0, 10:27:10, 13:28:57,煤炭产能扩张+回购+煤化工+山东国资,,,,17,600188
600355.SH,*ST精伦,0.91,-5.208333333333326,跌停,0,1,,,, 13:31:27, 13:31:27,市值退市风险+财务退市风险+板块下跌,22,600355
600370.SH,三房巷,2.48,0.0,涨停,1,0, 09:30:00, 09:34:54,聚酯期货涨停+瓶级聚酯切片+PTA龙头,,,,17,600370
600599.SH,*ST熊猫,4.92,1.443298969072171,涨停,3,0, 09:30:00, 09:34:24,业绩预盈+烟花爆竹+ST板块+退市博弈,,,,22,600599
600691.SH,潞化科技,4.43,9.925558312655072,涨停,1,0, 09:30:39, 09:31:39,氢能装备+煤化工+山西国资,,,,17,600691
600703.SH,三安光电,18.39,-1.8676627534685053,涨停,1,0, 09:49:40, 13:56:28,Micro LED+光芯片+碳化硅+商业航天,,,,17,600703
600714.SH,金瑞矿业,24.31,2.1857923497267744,涨停,1,0, 13:00:42, 14:33:02,碳酸锶涨价+天青石项目+国家电投实控,,,,17,600714
600722.SH,金牛化工,16.0,3.896103896103894,涨停,2,0, 10:29:25, 13:41:28,甲醇+风电项目+河北国资,,,,17,600722
600726.SH,华电能源,4.2,8.24742268041238,涨停,3,0, 09:35:09, 09:35:09,绿电转型+热电联产+煤炭概念+央企,,,,17,600726
600821.SH,金开新能,10.9,0.2759889604415928,涨停,1,0, 13:10:57, 13:10:57,算电协同+绿电+煤化工+天津国资,,,,17,600821
600844.SH,金煤科技,3.91,-0.7614213197969494,涨停,1,0, 10:09:10, 14:12:22,煤化工+草酸扩产,,,,17,600844
600868.SH,梅雁吉祥,4.33,0.0,涨停,1,0, 09:41:54, 09:41:54,锑银矿+水电+储能,,,,17,600868
600935.SH,华塑股份,3.31,0.0,涨停,1,0, 10:02:40, 13:10:27,PVC+烧碱+三氯氢硅+国企,,,,17,600935
600956.SH,新天绿能,9.46,0.0,涨停,1,0, 13:45:58, 14:56:47,风电+储能+河北国资+天然气,,,,17,600956
601015.SH,陕西黑猫,5.25,1.547388781431336,涨停,1,0, 13:02:27, 13:02:27,甲醇涨价+煤焦化链+LNG,,,,17,601015
601016.SH,节能风电,4.61,4.063205417607238,涨停,2,0, 09:38:39, 13:02:42,绿电+储能布局+央企,,,,17,601016
601038.SH,一拖股份,15.83,0.06321112515802646,涨停,1,0, 13:02:12, 13:02:12,农机龙头+外销+央企改革,,,,17,601038
601330.SH,绿色动力,9.2,-0.1085776330076174,涨停,2,0, 09:33:39, 13:18:27,绿证交易+垃圾焚烧+北京国资,,,,17,601330
601868.SH,中国能建,3.8,0.0,涨停,2,0, 13:33:27, 14:54:32,算电协同+氢能投产+央企储能,,,,17,601868
601969.SH,海南矿业,13.6,1.3412816691505196,涨停,1,0, 09:56:40, 10:05:55,油气项目+拟收购萤石矿+铁矿石+回购,,,,17,601969
601991.SH,大唐发电,4.9,6.986899563318784,涨停,1,0, 09:35:39, 09:35:39,电力+央企+储能,,,,17,601991
603021.SH,ST华鹏,7.21,-0.8253094910591419,跌停,0,1,,,, 10:11:55, 10:27:10,退市风险警示+业绩预亏+此前涨幅较大,22,603021
603077.SH,和邦生物,3.33,0.0,涨停,1,0, 09:53:10, 13:47:13,矿产资源+磷矿+蛋氨酸+草甘膦,,,,17,603077
