股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
603110.SH,东方材料,23.19,10.00948766603417,涨停,1,0, 09:50:23, 10:28:29,算力租赁+PCB油墨+一季报增长,,,,17,603110
000048.SZ,京基智农,24.1,9.995435874030129,涨停,1,0, 09:31:42, 10:26:48,机器人+生猪养殖+股权转让,,,,33,000048
603322.SH,超讯科技,31.06,9.985835694050992,涨停,1,0, 09:41:15, 09:51:15,国产算力生态+智算业务+更名超讯科技,,,,17,603322
002774.SZ,快意电梯,15.9,10.034602076124576,涨停,1,0, 10:30:33, 10:30:33,AI电梯+旧梯更新+海外业务,,,,33,002774
002479.SZ,富春环保,4.86,9.954751131221728,涨停,1,0, 09:32:33, 09:32:33,中报预增+热电联产+锡+南昌国资,,,,33,002479
688523.SH,航天环宇,61.18,20.007846214201653,涨停,1,0, 13:12:13, 13:49:15,商业航天+大飞机+增发,,,,17,688523
600428.SH,中远海特,8.99,10.036719706242353,涨停,1,0, 09:30:11, 09:44:25,中报预增+特种船运输+央企,,,,17,600428
002731.SZ,*ST萃华,2.86,-10.062893081761015,跌停,0,13,,,, 09:25:00, 09:25:00,实施退市风险警示+年报难产复牌+黄金业务停滞,33,002731
603898.SH,好莱客,15.27,10.014409221902008,涨停,2,0, 09:40:10, 09:40:10,AI智能家居+门店智能化升级+定制家居,,,,17,603898
000573.SZ,粤宏远A,3.69,10.14925373134328,涨停,1,0, 09:55:15, 09:57:36,房地产+再生铅+创投+转型预期,,,,33,000573
600800.SH,渤海化学,3.21,9.93150684931507,涨停,1,0, 10:09:56, 10:24:26,丙烯酸投产+氢能源+天津国资,,,,17,600800
603162.SH,海通发展,10.12,10.0,涨停,1,0, 10:53:36, 15:12:51,中报预增+干散货航运+运力扩张,,,,17,603162
600118.SH,中国卫星,90.02,9.995112414467245,涨停,1,0, 13:00:29, 13:00:29,商业航天+卫星互联网+央企,,,,17,600118
000810.SZ,创维数字,12.84,10.025706940874036,涨停,1,0, 09:36:21, 10:00:45,中报预增+AI智能终端+机顶盒龙头,,,,33,000810
002144.SZ,宏达高科,10.77,10.010214504596533,涨停,1,0, 09:58:06, 14:39:51,碳纤维+AI超声+汽车内饰,,,,33,002144
000933.SZ,神火股份,23.49,10.023419203747059,涨停,1,0, 10:48:06, 13:49:12,中报预增+电解铝+电池铝箔+国企,,,,33,000933
003043.SZ,华亚智能,94.05,-10.000000000000002,跌停,0,1,,,, 14:08:48, 14:48:39,半导体设备板块下跌+前期涨幅较大,33,003043
002342.SZ,巨力索具,11.07,10.039761431411527,涨停,1,0, 10:34:24, 11:09:03,商业航天+索具龙头+深海系泊+信披违规处罚落地,,,,33,002342
603559.SH,中通国脉,8.78,10.02506265664159,涨停,1,0, 09:35:17, 09:39:05,算力+扭亏为盈+通信技术服务,,,,17,603559
000838.SZ,*ST发展,2.21,9.950248756218915,涨停,1,0, 11:25:12, 11:26:57,重整投资人招募+房地产+ST板块,,,,33,000838
000901.SZ,航天科技,17.93,9.999999999999993,涨停,1,0, 13:01:18, 14:55:57,商业航天+航天应用+央企,,,,33,000901
600192.SH,长城电工,6.66,10.082644628099178,涨停,1,0, 13:17:25, 13:17:25,应用载人航天+输变电设备+核电+国企改革,,,,17,600192
301117.SZ,佳缘科技,20.29,19.988172678888226,涨停,1,0, 13:00:18, 14:52:51,商业航天+华为昇腾+芯片+此前立案,,,,33,301117
603286.SH,日盈电子,53.67,10.002049600327942,涨停,1,0, 10:40:06, 10:40:06,人形机器人+电子皮肤+汽车零部件,,,,17,603286
603211.SH,晋拓股份,37.88,9.98838559814171,涨停,1,0, 10:27:10, 10:27:10,与宇树科技合资+人形机器人+机器人零部件,,,,17,603211
600664.SH,哈药股份,3.37,10.130718954248367,涨停,1,0, 09:30:00, 09:43:09,中报预增+创新药+医药工业,,,,17,600664
000004.SZ,国华退,0.46,9.523809523809533,涨停,2,0, 09:31:03, 09:48:06,退市整理期+移动安全+减亏,,,,37,000004
002903.SZ,宇环数控,33.36,-10.008092797410308,跌停,0,1,,,, 14:55:18, 14:55:18,资金流出+板块下跌+业绩亏损,33,002903
600410.SH,华胜天成,16.56,10.033222591362113,涨停,1,0, 09:47:36, 13:49:18,AI算力+智算中心+大模型合作,,,,17,600410
688710.SH,益诺思,77.87,20.003082139004476,涨停,1,0, 13:00:16, 14:09:31,CRO+券商研报+央企+一季报增长,,,,17,688710
000547.SZ,航天发展,18.17,9.987893462469748,涨停,1,0, 13:01:06, 13:03:15,商业航天+蓝军装备+航天科工集团,,,,33,000547
000892.SZ,欢瑞世纪,4.2,9.9476439790576,涨停,2,0, 10:03:30, 10:04:06,互动影游+AI应用+短剧,,,,33,000892
002317.SZ,众生药业,29.54,10.018621973929228,涨停,1,0, 10:14:15, 14:20:42,减肥药+MASH创新药+抗流感,,,,33,002317
