name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,66.51,65.82,65.17,7741600.0,66.51,1400,66.52,200,1.05,70.38,65.0,7741600,520120000.0,32.62,8.17,15.78,74.27,78.98,52.66,4.0
锡华科技,sh603248,18.64,18.5,18.71,4314900.0,18.63,19400,18.64,6500,0.76,19.04,18.58,4314900,80920000.0,6.03,2.49,13.33,85.74,20.35,16.65,1.13
天溯计量,sz301449,40.22,39.08,38.6,6205200.0,40.22,2700,40.25,100,2.92,42.18,37.52,6205200,244290000.0,30.21,11.92,8.26,36.72,46.9,31.26,4.15
美埃科技,sh688376,61.97,59.83,64.6,347568400.0,61.97,600,61.99,1500,3.58,67.3,61.75,347568400,225010000.0,2.57,9.28,83.82,83.82,71.8,47.86,0.83
同飞股份,sz300990,65.13,64.2,71.14,9541700.0,65.12,4600,65.13,3200,1.45,71.88,64.9,9541700,649010000.0,12.27,10.87,50.65,111.51,77.04,51.36,1.44
中光防雷,sz300414,10.97,10.73,10.88,15272400.0,10.97,33100,10.98,10800,2.24,11.14,10.81,15272400,167980000.0,4.87,3.08,34.4,35.76,12.88,8.58,0.6
苏州天脉,sz301626,225.0,211.3,228.26,3668500.0,225.0,8700,225.07,300,6.48,235.0,217.0,3668500,830900000.0,6.97,8.52,118.39,260.28,253.56,169.04,1.66
名家汇,sz300506,5.75,5.01,5.15,43236700.0,5.74,14900,5.75,90700,14.77,5.82,5.15,43236700,243790000.0,5.88,13.37,42.25,81.97,6.01,4.01,2.1
森赫股份,sz301056,9.51,9.39,9.49,2547000.0,9.5,9600,9.51,6100,1.28,9.66,9.44,2547000,24360000.0,1.45,2.34,16.74,25.37,11.27,7.51,0.85
宏达电子,sz300726,47.55,47.42,50.95,20613500.0,47.55,54400,47.56,800,0.27,51.86,47.54,20613500,1024830000.0,9.61,9.11,101.97,195.83,56.9,37.94,1.64
