name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,83.0,83.28,83.0,14100.0,82.8,200,83.0,200,-0.34,83.0,83.0,14100,1170000.0,0.06,0.0,18.67,92.69,99.94,66.62,0.0
锡华科技,sh603248,29.9,29.41,29.9,204400.0,29.8,400,29.9,5000,1.67,29.9,29.9,204400,6110000.0,0.29,0.0,20.72,137.54,32.35,26.47,0.0
天溯计量,sz301449,74.38,74.06,74.38,1900.0,74.38,100,74.39,500,0.43,74.38,74.38,1900,140000.0,0.01,0.0,10.35,48.51,88.87,59.25,0.0
美埃科技,sh688376,60.87,60.38,60.87,2102300.0,60.87,2500,60.99,1800,0.81,60.87,60.87,2102300,1280000.0,0.02,0.0,82.33,82.33,72.46,48.3,0.0
同飞股份,sz300990,77.01,76.81,77.01,1800.0,77.0,700,77.25,300,0.26,77.01,77.01,1800,140000.0,0.0,0.0,59.4,131.36,92.17,61.45,0.0
中光防雷,sz300414,13.63,13.62,13.63,46900.0,13.63,7000,13.69,3300,0.07,13.63,13.63,46900,640000.0,0.01,0.0,42.73,44.44,16.34,10.9,0.0
苏州天脉,sz301626,245.0,242.99,245.0,4600.0,240.66,200,245.0,500,0.83,245.0,245.0,4600,1130000.0,0.01,0.0,128.92,283.42,291.59,194.39,0.0
ST名家汇,sz300506,4.65,4.65,4.65,2300.0,4.65,4100,4.67,500,0.0,4.65,4.65,2300,10000.0,0.0,0.0,34.16,66.29,5.58,3.72,0.0
森赫股份,sz301056,14.9,14.93,14.9,20800.0,14.9,900,14.92,500,-0.2,14.9,14.9,20800,310000.0,0.01,0.0,26.22,39.75,17.92,11.94,0.0
宏达电子,sz300726,41.37,41.15,41.37,13500.0,41.37,1600,41.38,400,0.53,41.37,41.37,13500,560000.0,0.01,0.0,88.71,170.38,49.38,32.92,0.0
宏源药业,sz301246,22.85,23.0,22.85,83600.0,22.85,7600,22.88,300,-0.65,22.85,22.85,83600,1910000.0,0.05,0.0,38.86,91.4,27.6,18.4,0.0
华盛锂电,sh688353,116.37,119.8,116.37,13910200.0,116.37,0,116.41,800,-2.86,116.37,116.37,13910200,16190000.0,0.09,0.0,185.61,185.61,143.76,95.84,0.0
鼎泰高科,sz301377,186.24,185.21,186.24,20700.0,186.24,1200,186.5,200,0.56,186.24,186.24,20700,3860000.0,0.03,0.0,132.28,763.58,222.25,148.17,0.0
腾景科技,sh688195,299.85,284.28,299.85,17281100.0,299.12,200,299.85,200,5.48,299.85,299.85,17281100,51820000.0,0.13,0.0,387.86,387.86,341.14,227.42,0.0
珂玛科技,sz301611,91.88,91.5,91.88,7000.0,91.88,100,92.46,800,0.42,91.88,91.88,7000,640000.0,0.0,0.0,134.68,400.6,109.8,73.2,0.0
新诺威,sz300765,33.11,33.68,33.11,81800.0,33.11,3700,33.5,500,-1.69,33.11,33.11,81800,2710000.0,0.01,0.0,465.06,465.06,40.42,26.94,0.0
安达智能,sh688125,222.0,217.03,222.0,520100.0,222.0,5600,223.5,200,2.29,222.0,222.0,520100,1150000.0,0.01,0.0,181.35,182.32,260.44,173.62,0.0
杰华特,sh688141,52.04,51.68,52.04,600800.0,52.04,300,52.06,200,0.7,52.04,52.04,600800,310000.0,0.0,0.0,234.35,234.35,62.02,41.34,0.0
铜冠铜箔,sz301217,37.0,36.79,37.0,40500.0,36.99,2200,37.0,4400,0.57,37.0,37.0,40500,1500000.0,0.0,0.0,306.74,306.74,44.15,29.43,0.0
