name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,59.41,59.3,59.41,1900.0,59.4,100,59.5,600,0.19,59.41,59.41,1900,110000.0,0.01,0.0,14.1,66.34,71.16,47.44,0.0
锡华科技,sh603248,18.39,18.29,18.39,4900.0,18.35,400,18.39,5600,0.55,18.39,18.39,4900,90000.0,0.01,0.0,13.15,84.59,20.12,16.46,0.0
天溯计量,sz301449,34.66,34.65,34.66,800.0,34.65,200,34.7,200,0.03,34.66,34.66,800,30000.0,0.0,0.0,7.12,31.65,41.58,27.72,0.0
美埃科技,sh688376,75.0,75.91,75.0,1870100.0,75.0,3000,75.8,4700,-1.2,75.0,75.0,1870100,1400000.0,0.01,0.0,101.44,101.44,91.09,60.73,0.0
同飞股份,sz300990,106.86,109.8,106.86,97700.0,106.86,28100,106.97,200,-2.68,106.86,106.86,97700,10440000.0,0.13,0.0,83.1,182.96,131.76,87.84,0.0
中光防雷,sz300414,10.02,10.0,10.02,10200.0,10.02,2000,10.07,2000,0.2,10.02,10.02,10200,100000.0,0.0,0.0,31.42,32.67,12.0,8.0,0.0
苏州天脉,sz301626,280.56,281.0,280.56,2700.0,278.03,400,280.56,400,-0.16,280.56,280.56,2700,760000.0,0.01,0.0,147.63,324.55,337.2,224.8,0.0
名家汇,sz300506,6.03,5.96,6.03,76700.0,6.02,500,6.03,400,1.17,6.03,6.03,76700,460000.0,0.01,0.0,44.3,85.96,7.15,4.77,0.0
森赫股份,sz301056,10.5,10.55,10.5,7900.0,10.5,1400,10.56,300,-0.47,10.5,10.5,7900,80000.0,0.0,0.0,18.48,28.01,12.66,8.44,0.0
宏达电子,sz300726,55.38,54.67,55.38,92500.0,55.38,1900,55.39,400,1.3,55.38,55.38,92500,5120000.0,0.04,0.0,118.76,228.08,65.6,43.74,0.0
宏源药业,sz301246,20.89,21.1,20.89,19200.0,20.89,3700,20.93,400,-1.0,20.89,20.89,19200,400000.0,0.01,0.0,35.53,83.56,25.32,16.88,0.0
华盛锂电,sh688353,90.91,91.11,90.91,4397100.0,90.87,600,90.91,200,-0.22,90.91,90.91,4397100,4000000.0,0.03,0.0,145.0,145.0,109.33,72.89,0.0
鼎泰高科,sz301377,454.87,463.19,454.87,20300.0,454.87,2100,455.78,100,-1.8,454.87,454.87,20300,9230000.0,0.02,0.0,449.69,1928.85,555.83,370.55,0.0
腾景科技,sh688195,139.1,139.86,139.1,1935400.0,138.36,200,139.1,200,-0.54,139.1,139.1,1935400,2690000.0,0.01,0.0,251.9,251.9,167.83,111.89,0.0
珂玛科技,sz301611,119.09,121.11,119.09,61400.0,119.09,1100,119.5,1000,-1.67,119.09,119.09,61400,7310000.0,0.04,0.0,174.57,519.23,145.33,96.89,0.0
石药创新,sz300765,40.07,39.97,40.07,139800.0,40.07,5200,40.1,5200,0.25,40.07,40.07,139800,5600000.0,0.01,0.0,562.82,562.82,47.96,31.98,0.0
