股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002418.SZ,康盛股份,4.66,9.905660377358489,涨停,1,0, 09:35:27, 09:35:27,液冷算力+数据中心+家电制冷,,,,33,002418
301356.SZ,天振股份,28.73,20.00835421888053,涨停,1,0, 11:23:42, 13:58:24,RPET地板+全球化产能+分红实施,,,,33,301356
003031.SZ,中瓷电子,193.92,10.000567247149581,涨停,2,0, 09:30:12, 10:37:30,氮化铝陶瓷基板+CPO+SiC功率半导体+央企,,,,33,003031
000833.SZ,粤桂股份,24.13,9.98176845943481,涨停,1,0, 13:06:24, 14:36:15,硫铁矿+磷化工+光伏银粉+广东国资,,,,33,000833
000048.SZ,京基智农,20.75,10.021208907741254,涨停,1,0, 09:32:15, 13:56:06,机器人+生猪养殖+股权转让,,,,33,000048
002055.SZ,ST得润,6.33,-4.954954954954956,跌停,0,1,,,, 09:34:09, 14:30:30,此前涨幅较大+ST风险悬顶+诉讼败诉,33,002055
603082.SH,北自科技,45.13,9.992688276870584,涨停,2,0, 09:31:33, 09:35:21,机器人+智能物流+收购穗柯智能+央企,,,,17,603082
002963.SZ,豪尔赛,21.44,10.005130836326337,涨停,1,0, 10:18:39, 10:18:39,参股液冷公司+智慧文旅+数字孪生+充换电,,,,33,002963
002424.SZ,ST百灵,4.47,4.929577464788732,涨停,1,0, 14:23:39, 14:23:39,苗药龙头+集采中标+创新药,,,,33,002424
600345.SH,长江通信,71.26,10.003087372645885,涨停,1,0, 13:00:43, 13:00:43,参股长飞光纤+商业航天+国企,,,,17,600345
002367.SZ,康力电梯,5.98,9.926470588235293,涨停,1,0, 09:44:30, 11:18:42,电梯+电梯新规+旧梯更新,,,,33,002367
603823.SH,百合花,51.38,9.997859130807111,涨停,1,0, 10:12:15, 10:18:30,光刻胶颜料+PEEK材料+有机颜料龙头,,,,17,603823
002258.SZ,利尔化学,14.23,9.96908809891809,涨停,1,0, 14:00:30, 14:00:30,精草铵膦+股份转让+中物院,,,,33,002258
605305.SH,中际联合,40.43,10.013605442176871,涨停,1,0, 14:39:40, 14:39:40,风电设备+储能消防+海外拓展+一季报增长,,,,17,605305
603663.SH,三祥新材,96.24,10.00114298777003,涨停,2,0, 09:40:08, 10:30:56,锆铪分离+锆系新材+半导体材料+固态电池,,,,17,603663
002409.SZ,雅克科技,165.18,10.00266382525307,涨停,1,0, 14:41:45, 14:41:45,半导体前驱体+存储芯片+澄清六氟化钨,,,,33,002409
600703.SH,三安光电,19.29,9.977194982896238,涨停,1,0, 09:31:21, 13:51:18,CPO+光芯片+碳化硅+化合物半导体,,,,17,600703
300882.SZ,万胜智能,18.04,20.026613439787095,涨停,1,0, 13:06:57, 13:25:15,智能电表+国网中标+分红实施,,,,33,300882
002485.SZ,ST雪发,5.16,5.091649694501018,涨停,2,0, 14:26:15, 14:38:42,文旅演艺+供应链物流+ST摘帽预期,,,,33,002485
603906.SH,龙蟠科技,26.18,9.999999999999995,涨停,1,0, 10:06:41, 10:15:17,磷酸铁锂+液冷,,,,17,603906
000776.SZ,广发证券,22.7,9.980620155038753,涨停,1,0, 11:19:03, 11:19:03,证券+财富管理转型+一季报增长,,,,33,000776
