股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
000007.SZ,全新好,15.51,10.0,涨停,1,0, 13:33:05, 13:33:05,汽车销售+医药器械+物业租赁,,,,33,000007
000010.SZ,*ST美丽,2.89,-4.934210526315787,跌停,0,2,,,, 09:30:00, 09:30:00,退市风险警示+股票简称变更+审计意见非标,33,000010
000016.SZ,*ST康佳A,3.24,-4.985337243401757,跌停,0,1,,,, 09:30:00, 09:30:00,退市风险警示+净资产为负+巨亏125亿,33,000016
000056.SZ,*ST皇庭,1.74,-4.91803278688525,跌停,0,3,,,, 09:41:24, 13:37:01,退市风险警示+一季度营收下滑+资金流出,33,000056
000066.SZ,中国长城,19.82,9.988901220865708,涨停,1,0, 10:16:57, 10:16:57,AI服务器电源+国产算力+信创+CPU+央企,,,,33,000066
000402.SZ,金融街,3.17,10.069444444444446,涨停,2,0, 09:32:38, 09:34:09,一季度扭亏为盈+房地产+北京国资,,,,33,000402
000553.SZ,安道麦A,6.82,10.000000000000002,涨停,1,0, 09:30:00, 09:30:00,一季报大增+草甘膦+央企,,,,33,000553
000567.SZ,海德股份,6.67,10.06600660066007,涨停,2,0, 09:58:00, 14:30:53,一季报大增+困境资管+海南自贸区,,,,33,000567
000609.SZ,*ST中迪,14.42,5.0254916241806225,涨停,8,0, 09:30:00, 09:30:00,半导体资产注入+ST博弈+房地产,,,,33,000609
000628.SZ,高新发展,66.18,10.00664893617023,涨停,1,0, 10:52:06, 10:52:06,功率半导体+华鲲振宇并购预期+成都国资,,,,33,000628
000632.SZ,ST三木,3.9,-4.8780487804877986,跌停,0,1,,,, 09:30:00, 09:30:00,ST实施+持续经营疑虑+年报亏损,33,000632
000639.SZ,ST西王,2.03,-5.140186915887865,跌停,0,1,,,, 09:30:00, 09:30:00,ST戴帽+证监会立案,33,000639
000783.SZ,长江证券,7.99,10.055096418732788,涨停,1,0, 09:37:48, 10:23:38,一季报大增+湖北国资+证券,,,,33,000783
000790.SZ,华神科技,4.57,10.120481927710841,涨停,1,0, 09:49:37, 09:49:37,一季度扭亏+中药大健康+机构新进,,,,33,000790
000833.SZ,粤桂股份,31.72,9.986130374479885,涨停,1,0, 13:41:43, 13:41:43,硫铁矿涨价+新能源材料+广东国资,,,,33,000833
