股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002193.SZ,ST如意,5.05,4.989604989604994,涨停,3,0, 09:31:24, 09:32:42,ST摘帽预期+精纺呢绒+外销占比高,,,,33,002193
603271.SH,永杰新材,50.16,9.99999999999999,涨停,1,0, 14:01:21, 14:37:06,重大资产重组+锂电池,,,,17,603271
002055.SZ,ST得润,6.38,4.934210526315787,涨停,2,0, 09:25:00, 09:37:06,解除查封+高速连接器+CPU Socket,,,,33,002055
000048.SZ,京基智农,19.11,10.017271157167519,涨停,1,0, 10:20:45, 10:20:45,生猪养殖+机器人+总裁受让股份,,,,33,000048
601636.SH,旗滨集团,7.88,10.055865921787705,涨停,2,0, 09:41:56, 09:41:56,玻璃基板+光伏玻璃+浮法玻璃,,,,17,601636
000564.SZ,供销大集,1.6,10.344827586206907,涨停,1,0, 14:13:12, 14:39:51,股份回购+零售+供销社+海南自贸港,,,,33,000564
603586.SH,金麒麟,17.37,-9.999999999999998,跌停,0,1,,,, 09:25:02, 09:25:02,一季报业绩下滑+前期上涨较大回调,17,603586
603861.SH,白云电器,16.48,10.013351134846461,涨停,1,0, 13:09:50, 13:09:50,AIDC高压直流+变压器出海+股份回购,,,,17,603861
002774.SZ,快意电梯,12.02,9.972552607502287,涨停,1,0, 14:46:42, 14:56:45,旧梯更新+电梯+出口,,,,33,002774
603191.SH,望变电气,18.21,10.030211480362537,涨停,1,0, 10:03:42, 10:09:18,AI数据中心+变压器+取向硅钢+华为超充,,,,17,603191
300145.SZ,南方泵业,5.65,19.957537154989392,涨停,1,0, 10:44:30, 13:22:06,液冷泵+送样+泵业龙头+国企,,,,33,300145
000541.SZ,佛山照明,5.31,9.937888198757754,涨停,1,0, 09:36:33, 09:41:09,LED+智能照明+国企改革,,,,33,000541
002141.SZ,贤丰控股,3.89,9.887005649717516,涨停,1,0, 10:03:03, 13:57:03,覆铜板+PCB上游+扭亏为盈,,,,33,002141
600110.SH,诺德股份,15.65,9.978917779339424,涨停,2,0, 09:25:02, 09:25:02,铜箔+HVLP+固态电池+满产满销,,,,17,600110
002645.SZ,华宏科技,33.63,10.009813542688917,涨停,1,0, 09:54:33, 09:56:51,稀土永磁+机器人概念+一季报增长,,,,33,002645
301176.SZ,逸豪新材,81.5,19.99411071849234,涨停,3,0, 10:23:03, 15:00:00,PCB铜箔+AI算力+产能扩张,,,,33,301176
000034.SZ,神州数码,26.47,10.0166251039069,涨停,1,0, 14:14:45, 14:20:57,华为昇腾+AI算力+存储芯片,,,,33,000034
603663.SH,三祥新材,82.98,9.994697773064697,涨停,1,0, 11:15:28, 11:25:34,锆铪分离+锆系新材+半导体上游+固态电池,,,,17,603663
603256.SH,宏和科技,251.55,10.00087458457233,涨停,2,0, 11:27:03, 13:28:15,电子布涨价+特种电子布+AI算力,,,,17,603256
300068.SZ,ST南都,4.56,19.999999999999993,涨停,1,0, 14:16:09, 14:16:09,数据中心电源+储能+ST板块,,,,33,300068
000791.SZ,甘肃能源,9.28,9.952606635071088,涨停,1,0, 09:34:30, 09:34:30,拟129亿投建新能源+东数西算绿电+综合能源,,,,33,000791
603407.SH,长裕集团,62.87,10.0087489063867,涨停,2,0, 10:11:22, 10:11:22,氧氯化锆+陶瓷载板+光通讯+业绩增长,,,,17,603407
600397.SH,江钨装备,16.69,10.019775873434419,涨停,1,0, 09:48:53, 13:49:29,钨钽并购+磁选装备+江西国资,,,,17,600397
001283.SZ,豪鹏科技,53.02,10.0,涨停,1,0, 10:21:21, 10:21:21,定增审核通过+储能电池+AI眼镜电池+机器人,,,,33,001283
002008.SZ,大族激光,136.62,10.000000000000002,涨停,1,0, 13:28:57, 13:28:57,AI算力PCB+一季报增长+半导体设备+商业航天,,,,33,002008
603778.SH,国晟科技,16.04,-9.988776655443328,跌停,0,1,,,, 09:40:49, 14:48:49,信披违规收警示函+前期涨幅较大,17,603778
002977.SZ,*ST天箭,25.14,5.012531328320799,涨停,2,0, 09:31:21, 09:31:21,资产重组澄清+军工电子+商业航天+第三代半导体,,,,33,002977
603115.SH,海星股份,109.04,9.996973670937166,涨停,2,0, 09:42:12, 09:42:12,AI服务器电极箔+市占率第一+业绩增长,,,,17,603115
002734.SZ,利民股份,16.39,10.000000000000002,涨停,1,0, 13:24:00, 13:27:39,业绩大增+锂电池+农药出海,,,,33,002734
301099.SZ,雅创电子,88.87,19.997299486902513,涨停,1,0, 09:44:33, 09:51:15,MLCC分销+存储芯片+人形机器人,,,,33,301099
605166.SH,聚合顺,10.76,10.020449897750517,涨停,1,0, 10:06:08, 10:06:08,尼龙+专精特新+出海,,,,17,605166
600180.SH,*ST瑞茂,1.34,4.687500000000004,涨停,1,0, 11:19:55, 11:22:25,ST板块+海外煤炭+超跌反弹,,,,22,600180
603803.SH,瑞斯康达,13.33,9.98349834983499,涨停,1,0, 09:43:52, 10:32:52,算力交换机+光网络+一季报扭亏,,,,17,603803
601020.SH,华钰矿业,25.33,9.986973512809366,涨停,1,0, 10:38:31, 10:39:01,锑资源+黄金+小金属+控制权拟变更,,,,17,601020
002990.SZ,盛视科技,54.41,10.008087343307714,涨停,2,0, 09:46:24, 09:46:24,算力产业合作协议+人形机器人+智慧口岸,,,,33,002990
002585.SZ,双星新材,14.01,9.968602825745679,涨停,2,0, 09:30:27, 09:31:33,MLCC离型膜+复合铜箔+扭亏为盈,,,,33,002585
600392.SH,盛和资源,29.03,10.003789314134144,涨停,1,0, 09:50:32, 13:49:08,稀土+小金属概念+收购江阴加华+央企,,,,17,600392
600545.SH,卓郎智能,6.58,10.033444816053505,涨停,2,0, 09:47:25, 10:01:37,玻纤设备+华为合作+纺织机械,,,,17,600545
688635.SH,长进光子,509.99,20.00047059930822,涨停,1,0, 14:14:30, 14:14:30,AI光通信+特种光纤+商业航天+次新,,,,17,688635
002805.SZ,丰元股份,24.2,9.999999999999998,涨停,1,0, 11:17:09, 11:17:09,磷酸铁锂+定增扩产+一季报扭亏,,,,33,002805
603989.SH,艾华集团,34.3,10.006414368184727,涨停,1,0, 13:02:03, 13:07:42,MLPC+AI服务器+铝电解电容+薄膜电容,,,,17,603989
002931.SZ,锋龙股份,71.94,9.999999999999988,涨停,1,0, 10:32:24, 10:32:24,优必选入主+机器人概念+园林机械零部件,,,,33,002931
605289.SH,罗曼股份,130.42,10.003373819163281,涨停,2,0, 09:49:34, 13:36:13,AI算力+定增算力项目+液冷,,,,17,605289
002227.SZ,*ST特迅,7.17,4.9780380673499245,涨停,1,0, 11:16:27, 11:16:27,充电桩+储能+虚拟电厂+一季报增长,,,,33,002227
600228.SH,返利科技,8.92,9.987669543773126,涨停,1,0, 13:12:18, 15:00:03,摘帽+在线导购+苹果概念,,,,17,600228
605198.SH,安德利,78.41,10.002805836139164,涨停,3,0, 09:25:03, 10:51:29,拟跨界收购+覆铜板+浓缩果汁,,,,17,605198
600549.SH,厦门钨业,78.41,10.002805836139164,涨停,2,0, 09:39:26, 09:45:56,钨全产业链+一季报高增+福建国资,,,,17,600549
600192.SH,长城电工,7.59,9.999999999999991,涨停,1,0, 09:40:35, 09:40:35,输变电设备+核电+一带一路+国企改革,,,,17,600192
605255.SH,天普股份,83.26,10.001321178491223,涨停,1,0, 14:42:28, 14:42:28,中昊芯英入主+汽车管路+多次风险提示,,,,17,605255
002082.SZ,ST万邦,13.03,4.995970991136174,涨停,2,0, 10:07:27, 10:13:51,石杉碱甲+股权转让+一季报增长,,,,33,002082
601208.SH,东材科技,71.74,9.996933455995087,涨停,1,0, 09:51:27, 10:36:24,高速电子树脂+覆铜板上游+一季报增长,,,,17,601208
002515.SZ,金字火腿,9.11,10.024154589371982,涨停,2,0, 09:32:03, 09:36:54,光通信芯片+火腿龙头+休闲食品+分红实施,,,,33,002515
002993.SZ,奥海科技,71.75,9.995400889161422,涨停,1,0, 13:00:12, 14:02:21,AI服务器电源+机器人电源+股权激励,,,,33,002993
000032.SZ,深桑达A,22.89,9.995194617972137,涨停,4,0, 09:57:39, 14:46:57,半导体洁净室+中国电子云增资+AI算力,,,,33,000032
