name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,74.94,74.77,74.94,24800.0,74.94,300,74.96,400,0.23,74.94,74.94,24800,1860000.0,0.11,0.0,16.86,83.69,89.72,59.82,0.0
锡华科技,sh603248,22.6,22.7,22.6,23600.0,22.6,15100,22.69,200,-0.44,22.6,22.6,23600,530000.0,0.03,0.0,15.66,103.96,24.97,20.43,0.0
天溯计量,sz301449,85.8,86.73,85.8,25100.0,85.8,11500,85.83,100,-1.07,85.8,85.8,25100,2150000.0,0.18,0.0,11.94,55.96,104.08,69.38,0.0
美埃科技,sh688376,62.37,62.81,62.37,2002700.0,62.37,200,62.79,900,-0.7,62.37,62.37,2002700,1250000.0,0.01,0.0,84.34,84.34,75.37,50.25,0.0
同飞股份,sz300990,85.25,86.74,85.25,15500.0,85.21,600,85.25,5600,-1.72,85.25,85.25,15500,1320000.0,0.02,0.0,65.75,145.42,104.09,69.39,0.0
中光防雷,sz300414,16.8,17.18,16.8,99100.0,16.8,4500,16.82,1700,-2.21,16.8,16.8,99100,1660000.0,0.03,0.0,52.67,54.77,20.62,13.74,0.0
苏州天脉,sz301626,178.31,178.99,178.31,4600.0,177.0,200,178.31,200,-0.38,178.31,178.31,4600,820000.0,0.01,0.0,93.82,206.27,214.79,143.19,0.0
ST名家汇,sz300506,4.27,4.23,4.27,50100.0,4.23,2000,4.27,22600,0.95,4.27,4.27,50100,210000.0,0.01,0.0,31.37,60.87,5.08,3.38,0.0
森赫股份,sz301056,16.54,16.49,16.54,8700.0,16.54,1700,16.65,500,0.3,16.54,16.54,8700,140000.0,0.0,0.0,29.11,44.13,19.79,13.19,0.0
宏达电子,sz300726,50.0,50.26,50.0,69300.0,49.88,600,50.0,1900,-0.52,50.0,50.0,69300,3470000.0,0.03,0.0,107.22,205.92,60.31,40.21,0.0
宏源药业,sz301246,21.69,21.98,21.69,55800.0,21.69,100,21.8,100,-1.32,21.69,21.69,55800,1210000.0,0.03,0.0,34.71,86.76,26.38,17.58,0.0
华盛锂电,sh688353,102.54,104.69,102.54,10821800.0,102.54,10500,102.6,200,-2.05,102.54,102.54,10821800,11100000.0,0.07,0.0,163.55,163.55,125.63,83.75,0.0
鼎泰高科,sz301377,160.47,161.36,160.47,42600.0,160.18,100,160.48,800,-0.55,160.47,160.47,42600,6840000.0,0.06,0.0,113.97,657.93,193.63,129.09,0.0
腾景科技,sh688195,184.1,187.32,184.1,12153700.0,184.06,1000,184.1,2400,-1.72,184.1,184.1,12153700,22370000.0,0.09,0.0,238.13,238.13,224.78,149.86,0.0
珂玛科技,sz301611,117.01,120.39,117.01,76900.0,117.01,1800,117.02,100,-2.81,117.01,117.01,76900,9000000.0,0.05,0.0,171.52,510.16,144.47,96.31,0.0
