name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,101.3,102.81,101.3,16700.0,101.12,100,101.3,100,-1.47,101.3,101.3,16700,1690000.0,0.07,0.0,22.79,113.12,123.37,82.25,0.0
锡华科技,sh603248,28.95,29.27,28.95,10500.0,28.95,300,28.98,1100,-1.09,28.95,28.95,10500,300000.0,0.02,0.0,20.06,133.17,32.2,26.34,0.0
天溯计量,sz301449,64.58,65.65,64.58,7100.0,64.58,300,64.91,200,-1.63,64.58,64.58,7100,460000.0,0.05,0.0,8.99,42.12,78.78,52.52,0.0
美埃科技,sh688376,81.2,82.24,81.2,285500.0,81.2,1400,82.24,200,-1.26,81.2,81.2,285500,230000.0,0.0,0.0,109.82,109.82,98.69,65.79,0.0
同飞股份,sz300990,99.32,99.33,99.32,30600.0,99.02,300,99.33,500,-0.01,99.32,99.32,30600,3040000.0,0.04,0.0,76.6,169.42,119.2,79.46,0.0
中光防雷,sz300414,12.58,12.64,12.58,9800.0,12.58,14600,12.62,3200,-0.47,12.58,12.58,9800,120000.0,0.0,0.0,39.44,41.01,15.17,10.11,0.0
苏州天脉,sz301626,316.17,309.97,316.17,18400.0,316.17,1300,317.18,300,2.0,316.17,316.17,18400,5820000.0,0.03,0.0,166.37,365.75,371.96,247.98,0.0
ST名家汇,sz300506,5.15,5.15,5.15,1500.0,5.15,134900,5.16,29100,0.0,5.15,5.15,1500,10000.0,0.0,0.0,37.84,73.42,6.18,4.12,0.0
森赫股份,sz301056,14.17,14.3,14.17,4900.0,14.17,4800,14.3,4200,-0.91,14.17,14.17,4900,70000.0,0.0,0.0,24.94,37.8,17.16,11.44,0.0
宏达电子,sz300726,63.27,64.42,63.27,303300.0,63.27,29000,63.36,100,-1.79,63.27,63.27,303300,19190000.0,0.14,0.0,135.68,260.57,77.3,51.54,0.0
宏源药业,sz301246,30.68,30.61,30.68,80700.0,30.61,10200,30.68,1900,0.23,30.68,30.68,80700,2480000.0,0.05,0.0,52.18,122.72,36.73,24.49,0.0
华盛锂电,sh688353,91.8,92.24,91.8,1546000.0,91.61,500,91.8,6500,-0.48,91.8,91.8,1546000,1420000.0,0.01,0.0,146.42,146.42,110.69,73.79,0.0
鼎泰高科,sz301377,320.94,327.49,320.94,96600.0,320.94,800,320.95,100,-2.0,320.94,320.94,96600,31000000.0,0.1,0.0,317.28,1320.39,392.99,261.99,0.0
腾景科技,sh688195,333.0,332.03,333.0,1340200.0,332.25,200,333.0,4100,0.29,333.0,333.0,1340200,4460000.0,0.01,0.0,430.74,430.74,398.44,265.62,0.0
珂玛科技,sz301611,111.01,112.46,111.01,86200.0,111.01,500,111.1,100,-1.29,111.01,111.01,86200,9570000.0,0.06,0.0,162.72,484.0,134.95,89.97,0.0
新诺威,sz300765,28.11,28.11,28.11,12400.0,28.11,2800,28.18,200,0.0,28.11,28.11,12400,350000.0,0.0,0.0,394.83,394.83,33.73,22.49,0.0
安达智能,sh688125,193.0,190.7,193.0,342500.0,188.91,600,193.0,300,1.21,193.0,193.0,342500,660000.0,0.0,0.0,157.66,158.5,228.84,152.56,0.0
杰华特,sh688141,103.3,103.2,103.3,3806400.0,103.3,52200,103.8,200,0.1,103.3,103.3,3806400,3930000.0,0.01,0.0,465.18,465.18,123.84,82.56,0.0
铜冠铜箔,sz301217,92.0,95.68,92.0,330300.0,92.0,2900,92.01,5000,-3.85,92.0,92.0,330300,30390000.0,0.04,0.0,762.69,762.69,114.82,76.54,0.0
海科新源,sz301292,70.11,70.82,70.11,23600.0,70.11,17300,70.33,1200,-1.0,70.11,70.11,23600,1650000.0,0.03,0.0,59.73,156.2,84.98,56.66,0.0
奕东电子,sz301123,80.63,81.4,80.63,57300.0,80.63,900,80.9,700,-0.95,80.63,80.63,57300,4620000.0,0.03,0.0,133.07,189.19,97.68,65.12,0.0
安通控股,sh600179,4.31,4.32,4.31,47600.0,4.3,97700,4.31,23600,-0.23,4.31,4.31,47600,210000.0,0.0,0.0,166.46,182.38,4.75,3.89,0.0
华联控股,sz000036,5.36,5.38,5.36,54300.0,5.36,17300,5.37,400,-0.37,5.36,5.36,54300,290000.0,0.0,0.0,75.2,75.24,5.92,4.84,0.0
滨海能源,sz000695,16.19,16.36,16.19,89800.0,16.19,7100,16.28,200,-1.04,16.19,16.19,89800,1450000.0,0.04,0.0,35.91,37.52,18.0,14.72,0.0
嘉美包装,sz002969,19.03,19.08,19.03,384100.0,19.03,74700,19.04,1000,-0.26,19.03,19.03,384100,7310000.0,0.04,0.0,207.95,209.04,20.99,17.17,0.0
联发股份,sz002394,10.93,10.91,10.93,12600.0,10.91,7700,10.93,200,0.18,10.93,10.93,12600,140000.0,0.0,0.0,35.32,35.38,12.0,9.82,0.0
海汽集团,sh603069,18.56,18.76,18.56,47200.0,18.56,12600,18.58,800,-1.07,18.56,18.56,47200,880000.0,0.01,0.0,58.65,58.65,20.64,16.88,0.0
胜通能源,sz001331,61.67,61.66,61.67,52800.0,61.67,9900,61.68,1000,0.02,61.67,61.67,52800,3260000.0,0.03,0.0,121.57,174.06,67.83,55.49,0.0
海南瑞泽,sz002596,3.79,3.78,3.79,30600.0,3.79,2600,3.8,6300,0.26,3.79,3.79,30600,120000.0,0.0,0.0,43.45,43.49,4.16,3.4,0.0
多氟多,sz002407,37.68,38.43,37.68,5288000.0,37.68,4200,37.69,2500,-1.95,37.68,37.68,5288000,199250000.0,0.49,0.0,406.48,448.55,42.27,34.59,0.0
章源钨业,sz002378,28.15,28.5,28.15,115500.0,28.15,800,28.2,400,-1.23,28.15,28.15,115500,3250000.0,0.01,0.0,336.43,338.2,31.35,25.65,0.0
神剑股份,sz002361,17.53,17.85,17.53,553200.0,17.52,5400,17.53,2500,-1.79,17.53,17.53,553200,9700000.0,0.07,0.0,141.82,166.72,19.64,16.07,0.0
圣晖集成,sh603163,108.18,109.68,108.18,9700.0,108.18,400,108.2,300,-1.37,108.18,108.18,9700,1050000.0,0.01,0.0,108.18,108.18,120.65,98.71,0.0
万润股份,sz002643,17.64,17.47,17.64,178200.0,17.64,79800,17.65,10800,0.97,17.64,17.64,178200,3140000.0,0.02,0.0,160.4,162.81,19.22,15.72,0.0
快克智能,sh603203,70.52,66.55,70.52,529300.0,70.51,1100,70.52,500,5.97,70.52,70.52,529300,37330000.0,0.21,0.0,175.7,179.03,73.21,59.9,0.0
海南发展,sz002163,10.75,10.89,10.75,206700.0,10.75,15600,10.8,1300,-1.29,10.75,10.75,206700,2220000.0,0.03,0.0,86.38,90.83,11.98,9.8,0.0
宏和科技,sh603256,175.31,175.31,175.31,212600.0,175.31,25400,175.35,100,0.0,175.31,175.31,212600,37270000.0,0.02,0.0,1542.25,1585.83,192.84,157.78,0.0
亚翔集成,sh603929,178.0,177.69,178.0,14400.0,177.7,400,178.0,300,0.17,178.0,178.0,14400,2560000.0,0.01,0.0,379.78,379.78,195.46,159.92,0.0
世嘉科技,sz002796,54.54,53.73,54.54,148000.0,54.54,4000,54.55,500,1.51,54.54,54.54,148000,8070000.0,0.06,0.0,124.19,137.64,59.1,48.36,0.0
深圳新星,sh603978,32.11,31.96,32.11,104500.0,32.11,6200,32.13,200,0.47,32.11,32.11,104500,3360000.0,0.05,0.0,67.78,67.78,35.16,28.76,0.0
友邦吊顶,sz002718,90.32,88.36,90.32,71700.0,90.22,100,90.32,9000,2.22,90.32,90.32,71700,6480000.0,0.08,0.0,84.88,116.92,97.2,79.52,0.0
九鼎新材,sz002201,12.08,12.18,12.08,119900.0,12.08,10600,12.09,5000,-0.82,12.08,12.08,119900,1450000.0,0.02,0.0,72.72,78.72,13.4,10.96,0.0
