name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,87.19,89.86,87.4,2528600.0,87.19,2700,87.2,7100,-2.97,91.65,87.09,2528600,224770000.0,11.24,5.07,19.61,97.36,107.83,71.89,0.56
锡华科技,sh603248,25.98,26.21,26.73,4596200.0,25.98,54900,25.99,7400,-0.88,26.79,25.56,4596200,119990000.0,6.63,4.69,18.01,119.51,28.83,23.59,0.57
天溯计量,sz301449,61.41,62.09,61.8,685500.0,61.41,200,61.45,700,-1.1,62.48,61.0,685500,42300000.0,4.93,2.38,8.54,40.05,74.51,49.67,0.68
美埃科技,sh688376,67.94,69.72,69.72,188307000.0,67.94,500,68.04,300,-2.55,70.38,67.33,188307000,129130000.0,1.39,4.37,91.89,91.89,83.66,55.78,0.9
同飞股份,sz300990,77.8,81.0,80.82,4428900.0,77.8,18500,77.86,700,-3.95,82.33,77.75,4428900,352710000.0,5.7,5.65,60.5,133.21,97.2,64.8,0.63
中光防雷,sz300414,12.11,11.94,11.82,4698200.0,12.11,47400,12.12,7800,1.42,12.25,11.8,4698200,57070000.0,1.5,3.77,37.97,39.48,14.33,9.55,0.72
苏州天脉,sz301626,321.79,333.99,335.0,3207800.0,321.2,300,321.79,4100,-3.65,356.68,318.18,3207800,1080610000.0,6.1,11.53,169.32,372.25,400.79,267.19,1.05
ST名家汇,sz300506,4.87,4.87,4.87,6187300.0,4.86,33200,4.87,48900,0.0,4.92,4.83,6187300,30130000.0,0.84,1.85,35.78,69.43,5.84,3.9,0.67
森赫股份,sz301056,13.21,13.51,13.6,3192900.0,13.19,1200,13.23,2900,-2.22,13.6,13.11,3192900,42550000.0,1.81,3.63,23.25,35.24,16.21,10.81,0.99
宏达电子,sz300726,60.16,62.02,60.93,18033200.0,60.15,2700,60.16,100,-3.0,64.0,60.0,18033200,1114830000.0,8.41,6.45,129.01,247.76,74.42,49.62,0.82
宏源药业,sz301246,31.71,32.48,32.49,13829100.0,31.7,10300,31.71,900,-2.37,33.08,31.65,13829100,445430000.0,8.13,4.4,53.93,126.84,38.98,25.98,0.72
华盛锂电,sh688353,86.2,85.04,86.79,343084100.0,86.2,1900,86.21,6200,1.36,88.28,85.8,343084100,298120000.0,2.15,2.92,137.49,137.49,102.05,68.03,0.79
鼎泰高科,sz301377,338.37,350.72,344.42,6686300.0,338.36,700,338.4,400,-3.52,355.86,331.11,6686300,2278330000.0,6.76,7.06,334.52,1392.1,420.86,280.58,0.83
腾景科技,sh688195,220.71,233.9,233.9,787108600.0,220.71,7800,220.88,2000,-5.64,233.9,214.0,787108600,1750430000.0,4.35,8.51,399.68,399.68,280.68,187.12,1.2
珂玛科技,sz301611,89.39,92.54,92.51,8217600.0,89.39,3900,89.4,1500,-3.4,93.88,89.19,8217600,747310000.0,5.61,5.07,131.03,389.74,111.05,74.03,0.58
新诺威,sz300765,25.95,26.76,28.01,17513300.0,25.95,11700,25.97,300,-3.03,28.64,25.75,17513300,470730000.0,1.25,10.8,364.49,364.49,32.11,21.41,1.4
安达智能,sh688125,186.37,180.0,184.49,43929900.0,186.37,2900,186.43,1900,3.54,189.53,180.0,43929900,81420000.0,0.54,5.29,152.25,153.06,216.0,144.0,0.36
