name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,55.4,56.43,56.36,1207700.0,55.4,6000,55.45,300,-1.83,56.36,54.49,1207700,66660000.0,5.09,3.31,13.15,61.86,67.72,45.14,0.96
锡华科技,sh603248,16.78,17.06,17.16,2037100.0,16.78,8400,16.79,300,-1.64,17.16,16.6,2037100,34160000.0,2.85,3.28,12.0,77.19,18.77,15.35,1.07
天溯计量,sz301449,38.87,39.96,39.94,1188000.0,38.86,1500,38.87,1800,-2.73,39.94,38.01,1188000,45940000.0,5.78,4.83,7.99,35.49,47.95,31.97,0.82
美埃科技,sh688376,60.76,62.66,62.04,159285800.0,60.7,400,60.76,900,-3.03,62.26,58.9,159285800,96190000.0,1.18,5.36,82.18,82.18,75.19,50.13,1.32
同飞股份,sz300990,86.2,89.56,87.61,7057500.0,86.19,1200,86.2,300,-3.75,89.19,82.48,7057500,601240000.0,8.52,7.49,71.42,147.59,107.47,71.65,0.68
中光防雷,sz300414,11.9,11.57,11.4,24788000.0,11.9,98800,11.91,84400,2.85,11.92,11.35,24788000,291870000.0,7.85,4.93,37.56,38.8,13.88,9.26,2.41
苏州天脉,sz301626,291.28,295.25,290.04,2758100.0,291.28,1900,291.29,200,-1.34,297.29,276.21,2758100,787710000.0,5.24,7.14,153.27,336.95,354.3,236.2,1.03
名家汇,sz300506,4.82,4.79,4.75,13066200.0,4.81,126600,4.82,47200,0.63,4.84,4.72,13066200,62560000.0,1.72,2.51,36.68,68.71,5.75,3.83,0.81
森赫股份,sz301056,14.65,14.52,14.44,7147600.0,14.65,1300,14.67,3100,0.9,15.19,13.81,7147600,103810000.0,4.06,9.5,25.78,39.08,17.42,11.62,1.3
宏达电子,sz300726,52.69,51.78,51.0,12641400.0,52.69,46000,52.7,13200,1.76,53.32,49.9,12641400,656910000.0,5.9,6.6,112.99,217.0,62.14,41.42,1.18
宏源药业,sz301246,17.14,17.64,17.41,5875600.0,17.13,5600,17.14,3100,-2.83,17.58,16.82,5875600,100490000.0,3.4,4.31,29.64,68.56,21.17,14.11,1.12
华盛锂电,sh688353,80.69,84.15,83.25,390807000.0,80.69,0,80.7,400,-4.11,83.5,78.65,390807000,314020000.0,2.45,5.76,128.7,128.7,100.98,67.32,1.28
鼎泰高科,sz301377,390.3,391.31,385.99,2061200.0,390.2,200,390.3,3500,-0.26,393.66,373.46,2061200,790640000.0,2.08,5.16,385.85,1655.05,469.57,313.05,0.88
腾景科技,sh688195,194.89,202.66,197.0,1164960200.0,194.88,200,194.89,3700,-3.83,203.68,187.0,1164960200,2270090000.0,6.43,8.23,352.93,352.93,243.19,162.13,0.83
珂玛科技,sz301611,85.79,88.65,88.44,5294600.0,85.79,3400,85.8,3000,-3.23,88.45,82.91,5294600,452400000.0,3.61,6.25,125.75,374.04,106.38,70.92,0.82
石药创新,sz300765,42.4,42.63,42.13,10238900.0,42.4,44000,42.41,4000,-0.54,42.88,41.68,10238900,431660000.0,0.73,2.81,595.55,595.55,51.16,34.1,0.51
安达智能,sh688125,113.66,116.7,114.15,81360600.0,112.8,5400,113.66,200,-2.6,117.29,110.01,81360600,91880000.0,0.99,6.24,93.43,93.68,140.04,93.36,1.08
杰华特,sh688141,107.0,111.59,108.63,1462357100.0,107.0,1500,107.04,200,-4.11,109.75,103.1,1462357100,1552930000.0,3.25,5.96,481.84,481.84,133.91,89.27,1.41
铜冠铜箔,sz301217,107.25,108.45,105.52,30168300.0,107.25,2900,107.28,100,-1.11,108.72,101.55,30168300,3173380000.0,3.64,6.61,889.12,889.12,130.14,86.76,1.05
海科新源,sz301292,59.88,62.72,61.8,6527600.0,59.88,5300,59.89,900,-4.53,62.1,58.0,6527600,390970000.0,7.66,6.54,51.01,133.41,75.26,50.18,0.99
奕东电子,sz301123,75.3,75.9,74.01,7690900.0,75.3,6500,75.31,1800,-0.79,76.0,71.55,7690900,571030000.0,4.66,5.86,124.28,176.68,91.08,60.72,0.75
安通控股,sh600179,4.61,4.62,4.62,33802000.0,4.6,243700,4.61,311300,-0.22,4.65,4.52,33802000,154160000.0,0.88,2.81,178.05,195.07,5.08,4.16,1.0
华联控股,sz000036,3.84,3.92,3.91,32111000.0,3.83,56300,3.84,149600,-2.04,3.91,3.74,32111000,122010000.0,2.29,4.34,53.87,53.91,4.31,3.53,1.5
滨海能源,sz000695,13.24,13.93,13.8,8167500.0,13.24,2700,13.25,54300,-4.95,13.8,13.0,8167500,108130000.0,3.68,5.74,29.37,30.68,15.32,12.54,1.43
嘉美包装,sz002969,11.44,11.74,11.55,27772700.0,11.44,145900,11.45,46500,-2.56,11.62,11.21,27772700,316500000.0,2.54,3.49,125.01,125.67,12.91,10.57,0.45
联发股份,sz002394,10.42,10.41,10.4,5865000.0,10.42,5400,10.43,200,0.1,10.62,10.32,5865000,61290000.0,1.81,2.88,33.7,33.73,11.45,9.37,1.53
海汽集团,sh603069,13.6,14.1,14.07,5474000.0,13.6,24900,13.61,700,-3.55,14.07,13.31,5474000,74380000.0,1.73,5.39,42.98,42.98,15.51,12.69,0.98
胜通能源,sz001331,41.5,42.55,42.0,8111300.0,41.5,3900,41.55,600,-2.47,42.5,39.98,8111300,332030000.0,2.84,5.92,118.62,169.84,46.81,38.3,1.35
