股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
000004.SZ,*ST国华,5.92,-4.975922953451051,跌停,0,2,,,, 09:30:00, 09:30:00,退市风险+资金流出+连续跌停,33,000004
000096.SZ,广聚能源,13.2,-0.527505651846272,涨停,2,0, 13:01:40, 14:53:33,成品油+化工贸易+增持妈湾电力+深圳国资,,,,33,000096
000301.SZ,东方盛虹,14.58,0.0,涨停,1,0, 13:36:32, 14:06:44,石油化工+光伏材料,,,,33,000301
000407.SZ,胜利股份,5.96,1.7064846416382191,涨停,1,0, 09:30:00, 09:30:00,燃气并购+天然气+PE管道,,,,33,000407
000421.SZ,南京公用,7.72,-0.1293661060802157,涨停,1,0, 13:10:55, 13:10:55,天然气+光储充换+南京国资,,,,33,000421
000426.SZ,兴业银锡,51.97,-4.114391143911447,跌停,0,1,,,, 13:57:12, 14:14:30,板块回调+此前涨幅较大+资金流出,33,000426
000534.SZ,万泽股份,33.7,-5.390230207748441,跌停,0,1,,,, 09:56:36, 13:26:20,板块拖累+前期涨幅大,33,000534
000554.SZ,泰山石油,11.93,9.953917050691244,涨停,2,0, 09:30:00, 09:31:30,油气+新能源转型+央企回购,,,,33,000554
000603.SZ,盛达资源,47.15,-7.385582400314276,跌停,0,1,,,, 14:07:21, 14:07:21,板块普跌+此前涨幅较大+资金流出,33,000603
000609.SZ,ST中迪,9.24,-5.035971223021584,跌停,0,2,,,, 09:30:00, 09:30:00,*ST风险+板块回调+此前涨幅较大,33,000609
000635.SZ,英力特,8.84,-1.668520578420471,跌停,0,1,,,, 14:40:32, 14:54:57,化工板块回调+业绩预亏,33,000635
000636.SZ,风华高科,23.13,-3.018867924528312,跌停,0,1,,,, 10:06:51, 13:56:21,板块回调+资金流出+此前涨幅较大,33,000636
000638.SZ,*ST万方,2.08,-5.022831050228305,跌停,0,3,,,, 09:30:00, 09:30:00,退市风险+业绩预亏+此前涨停,33,000638
000668.SZ,*ST荣控,14.4,-1.1667810569663688,跌停,0,1,,,, 14:40:02, 14:52:42,板块下跌+涨幅回调+退市风险,33,000668
000669.SZ,ST金鸿,3.98,-5.011933174224353,跌停,0,1, 09:30:00, 09:39:21,, 10:02:06, 14:00:28,重整不确定性+退市风险+前期涨幅较大+资金流出,33,000669
000691.SZ,*ST亚太,8.12,-1.813784764207985,跌停,0,1,,,, 13:56:21, 14:37:44,退市风险+板块下跌,33,000691
000738.SZ,航发控制,24.89,-2.238805970149255,跌停,0,1,,,, 14:17:23, 14:38:31,板块下跌+资金流出+此前涨幅较大,33,000738
000908.SZ,*ST景峰,5.9,-0.673400673400674,跌停,0,2,,,, 09:58:51, 13:05:40,除权提示+随板块下行+资金流出,33,000908
000960.SZ,锡业股份,41.36,-5.8287795992714075,跌停,0,1,,,, 13:52:36, 13:52:36,异常波动+板块回调+资金流出+此前涨幅较大,33,000960
