股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
000004.SZ,*ST国华,4.12,-5.069124423963128,跌停,0,2,,,, 09:30:00, 09:37:14,退市风险+连续提示+持续下跌,33,000004
000048.SZ,京基智农,20.0,-6.059182714889616,跌停,0,1,,,, 09:32:50, 09:40:55,机器人增资控股+短线回吐+业绩预减,33,000048
000078.SZ,海王生物,3.79,9.855072463768112,涨停,1,0, 10:18:49, 10:18:49,创新药+流感+医疗器械,,,,33,000078
000534.SZ,万泽股份,39.68,1.7957927142124241,涨停,1,0, 09:45:24, 09:45:24,燃气轮机零部件+低空经济+微生态活菌,,,,33,000534
000638.SZ,*ST万方,1.21,-4.724409448818902,跌停,0,3,,,, 09:30:00, 10:12:34,市值退市风险+业绩预亏,33,000638
000692.SZ,惠天热电,4.38,-2.0134228187919434,跌停,0,1,,,, 13:06:42, 13:06:42,此前涨幅较大+业绩预亏,33,000692
000720.SZ,新能泰山,4.87,-0.8146639511201637,跌停,0,1,,,, 13:09:59, 13:37:38,此前涨幅较大+资金流出,33,000720
000752.SZ,ST西发,9.67,-5.009823182711196,跌停,0,1,,,, 11:16:32, 13:51:58,此前预重整延期+退市风险+资金流出,33,000752
000788.SZ,北大医药,7.15,8.993902439024401,涨停,1,0, 10:36:06, 10:36:06,创新药+右酮洛芬+抗感染镇痛+原料药获上市批件,,,,33,000788
000815.SZ,美利云,20.44,-1.2560386473429856,涨停,1,0, 09:41:40, 09:41:40,算电协同+东数西算+扭亏为盈+央企,,,,33,000815
002083.SZ,孚日股份,12.66,-2.239382239382233,涨停,1,0, 10:51:44, 10:51:44,锂电池添加剂+涂层材料+地方国企,,,,33,002083
002269.SZ,美邦服饰,1.81,-1.6304347826086971,涨停,1,0, 09:30:00, 09:30:00,10亿采购合同+潮流户外+5.0新零售+童装品牌,,,,33,002269
002306.SZ,*ST云网,2.44,2.5210084033613467,涨停,1,0, 09:30:00, 10:13:04,退市风险博弈,,,,33,002306
002408.SZ,齐翔腾达,6.5,-0.1536098310291826,涨停,1,0, 13:26:05, 13:26:05,环氧丙烷涨价+甲乙酮龙头+山东国资,,,,33,002408
002432.SZ,九安医疗,82.5,1.927353595255748,涨停,1,0, 09:32:50, 09:32:50,AI投资+AI医疗+CGM上市,,,,33,002432
002528.SZ,ST英飞拓,4.17,4.773869346733666,涨停,2,0, 09:30:00, 09:30:00,庭外重组+深圳国资+智慧城市,,,,33,002528
002558.SZ,巨人网络,35.02,0.9512827904295342,涨停,1,0, 13:31:41, 13:31:41,AI游戏+征途IP+回购注销,,,,33,002558
002560.SZ,通达股份,12.99,9.435551811288972,涨停,2,0, 09:33:20, 09:33:20,年报高增+特高压线缆+航空零部件+机器人电缆,,,,33,002560
002579.SZ,中京电子,12.32,0.2441008950366244,涨停,1,0, 09:37:48, 09:39:35,PCB+存储芯片+AI算力,,,,33,002579
002624.SZ,完美世界,19.93,3.103983445421632,涨停,1,0, 10:59:04, 10:59:04,AI游戏+《异环》即将上线+业绩预计扭亏,,,,33,002624
002639.SZ,雪人集团,19.2,2.019128586609984,涨停,1,0, 14:37:22, 14:37:22,可控核聚变+商业航天+氢能装备+压缩机,,,,33,002639
002645.SZ,华宏科技,18.59,0.868149755832882,涨停,1,0, 09:50:40, 09:50:40,稀土永磁+机器人+汽车拆解+扭亏为盈,,,,33,002645
002713.SZ,*ST东易,12.71,2.088353413654631,涨停,1,0, 09:31:20, 14:06:44,算力中心+家装AI+重整完成,,,,33,002713
002821.SZ,凯莱英,124.04,1.797291752154298,涨停,2,0, 10:32:21, 10:34:06,年报增长+创新药CDMO+境外订单,,,,33,002821
002902.SZ,铭普光磁,28.8,0.06949270326615557,涨停,1,0, 09:30:05, 09:30:05,800G光模块+AI算力+车载磁性元器件,,,,33,002902
002923.SZ,润都股份,18.8,9.048723897911847,涨停,1,0, 09:36:07, 09:36:07,创新药+尼古丁+原料药,,,,33,002923
002940.SZ,昂利康,35.8,2.637614678899067,涨停,1,0, 10:06:04, 10:06:04,创新药+原料药+定增+年报预增,,,,33,002940
300149.SZ,睿智医药,12.5,0.6441223832528186,涨停,1,0, 10:15:19, 10:15:19,AI制药+ADC/CDMO+扭亏预增,,,,33,300149
300436.SZ,广生堂,121.79,2.3187431739897546,涨停,1,0, 11:00:34, 11:00:34,乙肝创新药+III期临床试验+中药布局,,,,33,300436
300834.SZ,星辉环材,41.01,13.162251655629127,涨停,2,0, 09:30:05, 13:28:09,股权转让+聚苯乙烯+回购完成,,,,33,300834
301188.SZ,力诺药包,21.84,6.797066014669929,涨停,1,0, 14:54:23, 14:54:23,医药包装+海外拓展+中硼硅模制瓶,,,,33,301188
301312.SZ,智立方,102.1,-1.0658914728682254,涨停,1,0, 13:25:32, 13:25:32,CPO设备+半导体设备+机器人,,,,33,301312
301392.SZ,汇成真空,126.89,-0.5408371218059239,涨停,1,0, 13:15:14, 14:54:23,真空镀膜+苹果链+半导体应用,,,,33,301392
600105.SH,永鼎股份,30.3,-0.6882989183874167,涨停,1,0, 13:41:56, 13:41:56,光通信+超导带材+可控核聚变+业绩预增,,,,17,600105
