股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
000004.SZ,*ST国华,3.18,-5.07462686567164,跌停,0,1,,,, 09:30:00, 14:51:22,市值终止上市风险+财务类终止上市风险+连续下跌,33,000004
000070.SZ,特发信息,20.88,0.0,涨停,1,0, 13:59:02, 13:59:02,光纤涨价+CPO+深圳国资,,,,33,000070
000078.SZ,海王生物,3.71,-3.385416666666664,涨停,1,0, 09:40:02, 10:39:32,创新药+医疗器械+医药流通,,,,33,000078
000586.SZ,汇源通信,24.6,-2.0700636942675144,涨停,5,0, 09:30:30, 13:39:08,光纤+特种光缆+车载电子+定增推进,,,,33,000586
000638.SZ,*ST万方,0.94,-5.050505050505055,跌停,0,8,,,, 09:30:00, 09:30:00,市值退市风险+连续风险提示+异常波动,33,000638
000793.SZ,*ST华闻,2.96,4.9645390070922035,涨停,1,0, 13:00:12, 13:00:12,重整继续经营+海南文旅+国资入主,,,,33,000793
000889.SZ,中嘉博创,4.35,10.126582278480997,涨停,2,0, 09:45:05, 09:45:05,算力销售+5G消息+短信通道,,,,33,000889
000909.SZ,*ST数源,6.64,3.1055900621117902,涨停,1,0, 09:44:35, 09:44:35,智慧交通+充电桩+杭州国资+ST博弈,,,,33,000909
000990.SZ,诚志股份,10.98,-0.5434782608695536,涨停,1,0, 11:25:55, 14:34:13,甲醇+氢能源+POE新材料+青岛国资,,,,33,000990
002025.SZ,航天电器,76.66,-1.9943748401943266,涨停,1,0, 09:52:54, 09:52:54,商业航天+军工电子+光模块+央企,,,,33,002025
002039.SZ,黔源电力,21.0,-1.1764705882352942,涨停,1,0, 13:15:31, 13:15:31,一季报预增+水电+央企,,,,33,002039
002107.SZ,沃华医药,7.77,1.568627450980382,涨停,1,0, 09:33:30, 09:38:29,业绩大增+心脑血管中药+外资买入,,,,33,002107
002150.SZ,正泰电源,32.99,0.6406345332519855,涨停,1,0, 13:38:08, 13:38:08,光伏逆变器+储能+外销,,,,33,002150
002281.SZ,光迅科技,111.72,3.358312517346651,涨停,1,0, 10:18:17, 13:23:06,3.2T硅光模块+CPO+央企,,,,33,002281
002328.SZ,新朋股份,9.78,6.420021762785636,涨停,1,0, 09:48:34, 10:05:43,液冷服务器+汽车零部件+特斯拉+回购,,,,33,002328
002342.SZ,巨力索具,16.0,2.6298909557408603,涨停,2,0, 09:42:40, 13:10:43,商业航天+深海系泊+索具龙头,,,,33,002342
002364.SZ,中恒电气,35.12,9.990604447228305,涨停,1,0, 09:30:00, 09:30:00,宁德时代入股+HVDC+数据中心电源,,,,33,002364
002384.SZ,东山精密,132.3,0.30326004548901114,涨停,2,0, 09:39:32, 11:17:24,一季度预增+AI PCB+光芯片,,,,33,002384
002528.SZ,ST英飞拓,4.75,2.8138528138528116,涨停,3,0, 09:30:00, 09:30:00,庭外重组+深圳国资+智慧城市+AI安防,,,,33,002528
002536.SZ,飞龙股份,34.36,2.383790226460063,涨停,2,0, 10:42:51, 14:05:40,液冷服务器+机器人+汽车热管理,,,,33,002536
002542.SZ,中化岩土,2.43,-10.0,跌停,0,1,,,, 09:30:00, 09:30:00,业绩修正亏损+退市风险警示风险,33,002542
002580.SZ,圣阳股份,17.25,0.0,涨停,1,0, 13:41:56, 13:41:56,液冷+固态电池+储能+山东国资,,,,33,002580
002620.SZ,ST瑞和,9.99,0.7056451612903254,涨停,1,0, 14:16:21, 14:19:23,重整投资人+光伏建筑一体化+建筑装饰,,,,33,002620
002630.SZ,ST华西,1.88,0.0,跌停,0,1,,,, 13:22:33, 14:30:08,退市风险警示+资金流出,33,002630
002635.SZ,安洁科技,15.6,-0.9523809523809547,涨停,1,0, 13:19:36, 13:19:36,折叠屏+消费电子+苹果+机器人,,,,33,002635
002636.SZ,金安国纪,38.11,2.4737832750739495,涨停,1,0, 09:53:24, 14:41:14,覆铜板涨价+高频高速CCL+定增扩产,,,,33,002636
002645.SZ,华宏科技,21.13,-0.7515265382808838,涨停,1,0, 09:51:06, 09:51:06,稀土永磁+机器人+汽车拆解+扭亏为盈,,,,33,002645
002650.SZ,ST加加,8.08,4.935064935064933,涨停,1,0, 09:32:30, 13:11:13,减盐酱油+ST摘帽预期+无实控人,,,,33,002650
002718.SZ,友邦吊顶,78.99,3.7839968466692886,涨停,1,0, 10:27:17, 10:27:17,实控人变更+集成吊顶+智能家居,,,,33,002718
002731.SZ,ST萃华,7.03,0.0,跌停,0,1,,,, 13:01:57, 13:52:53,司法拍卖成交+股东被动减持+板块下跌,33,002731
002822.SZ,ST中装,3.25,2.201257861635215,涨停,1,0, 10:55:51, 10:55:51,IDC算力+光伏新能源+重整完成,,,,33,002822
002824.SZ,和胜股份,24.77,7.8363082281236425,涨停,1,0, 10:41:21, 10:55:51,消费电子+AI终端+电池结构件,,,,33,002824
002843.SZ,泰嘉股份,24.86,-0.5600000000000023,涨停,1,0, 10:10:00, 10:10:00,数据中心电源+商业航天+锯切龙头,,,,33,002843
002947.SZ,恒铭达,68.8,5.29537802265074,涨停,1,0, 09:56:09, 14:47:27,消费电子+精密金属结构件+算力服务器+股票期权激励,,,,33,002947
002962.SZ,五方光电,16.29,5.985686402081978,涨停,1,0, 09:36:27, 09:36:27,光学元件+AR/VR拓展+微棱镜量产,,,,33,002962
002975.SZ,博杰股份,86.64,-0.29919447640967217,涨停,2,0, 09:39:32, 09:39:32,液冷服务器+AI服务器测试+年报增长,,,,33,002975
300489.SZ,光智科技,61.39,-0.08138020833332871,涨停,1,0, 09:47:19, 10:50:06,红外光学+卫星太阳能电池+MEMS探测器,,,,33,300489
300561.SZ,*ST汇科,13.57,19.98231653404067,跌停,0,1,,,, 14:54:25, 14:54:25,退市风险+即将披露年报,33,300561
301181.SZ,标榜股份,52.04,-2.455482661668233,涨停,1,0, 13:59:32, 14:13:06,汽车热管理+比亚迪概念,,,,33,301181
600193.SH,*ST创兴,3.18,-5.07462686567164,跌停,0,3,,,, 09:30:00, 09:30:00,退市风险+营收不确定+两日跌幅超12%,22,600193
600238.SH,*ST椰岛,3.54,-5.093833780160856,跌停,0,4,,,, 09:30:00, 09:30:00,退市风险+审计受限+业绩预亏,22,600238
600330.SH,天通股份,20.6,4.5685279187817365,涨停,1,0, 09:54:54, 09:54:54,铌酸锂晶体+光模块+商业航天,,,,17,600330
600337.SH,美克家居,2.86,0.0,涨停,1,0, 09:30:15, 14:16:21,重整预期+AI智家+拟收购万德溙（铜缆）,,,,17,600337
600345.SH,长江通信,53.28,7.810602994738971,涨停,1,0, 10:37:16, 10:42:51,参股长飞光纤+商业航天+央企,,,,17,600345
600381.SH,*ST春天,2.65,0.7604562737642593,跌停,0,3,,,, 10:02:54, 13:52:04,退市风险+业绩预亏+审计不确定,22,600381
600594.SH,益佰制药,4.87,-3.754940711462441,涨停,1,0, 09:33:45, 09:33:45,阿扎胞苷获批+抗肿瘤药+民营医院,,,,17,600594
