股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
000032.SZ,深桑达A,19.2,1.4799154334037925,涨停,2,0, 13:18:11, 14:49:39,半导体洁净室+中国电子云增资+AI算力,,,,33,000032
000099.SZ,中信海直,17.7,1.6657093624353771,涨停,1,0, 09:52:45, 09:55:30,低空经济+海上油气直升机+央企,,,,33,000099
000151.SZ,中成股份,14.16,1.578192252510765,涨停,1,0, 10:17:10, 10:17:10,成套设备出口+储能+央企+一带一路,,,,33,000151
000506.SZ,招金黄金,14.29,4.078659868900209,涨停,1,0, 10:48:10, 10:48:10,黄金+一季报扭亏+国企,,,,33,000506
000510.SZ,新金路,21.3,9.963861641713988,涨停,2,0, 10:32:21, 14:27:45,石英砂+锡钨钽+氯碱化工+减持终止,,,,33,000510
000547.SZ,航天发展,19.99,-3.1961259079903157,涨停,1,0, 09:37:15, 09:39:15,商业航天+蓝军装备+通信与指控装备+央企,,,,33,000547
000630.SZ,铜陵有色,7.3,2.8169014084507067,涨停,1,0, 10:34:06, 10:34:06,PCB铜箔+全产业链铜+ECSA分红+安徽国资,,,,33,000630
000737.SZ,北方铜业,14.09,0.07102272727272575,涨停,1,0, 10:47:55, 13:39:05,铜+PCB概念+山西国资+一季报增长,,,,33,000737
000751.SZ,锌业股份,5.2,2.1611001964636607,涨停,1,0, 10:26:59, 10:26:59,金属铟+黄金概念+一季报增长,,,,33,000751
000758.SZ,中色股份,7.05,1.29310344827586,涨停,1,0, 10:27:29, 10:27:29,铜冶炼项目+国际工程+海外资源并购+央企,,,,33,000758
000759.SZ,中百集团,5.88,0.8576329331046282,涨停,1,0, 13:19:48, 13:19:48,零售+本地生活+国企,,,,33,000759
000768.SZ,中航西飞,21.4,-6.386701662292217,涨停,1,0, 09:30:00, 09:30:00,电子特气项目启动+C919大飞机+分红+央企,,,,33,000768
000820.SZ,*ST节能,3.23,1.89274447949527,涨停,1,0, 09:45:30, 09:54:00,储能+再生铜+冶金工程,,,,33,000820
000833.SZ,粤桂股份,23.0,-4.206580591420248,跌停,0,1,,,, 09:37:45, 15:00:00,异常波动公告+超涨回调+硫产品价格或回调,33,000833
000969.SZ,安泰科技,24.68,0.8994276369582945,涨停,1,0, 09:31:15, 09:34:45,金属材料+金刚石铜复合材料+非晶纳米晶+可控核聚变,,,,33,000969
001206.SZ,依依股份,17.54,1.7991874637260517,涨停,1,0, 13:07:40, 13:07:40,个护用品+产品提价+宠物卫生用品,,,,33,001206
001233.SZ,海安集团,52.4,2.0050613198364826,涨停,1,0, 14:15:29, 14:20:11,全钢巨胎+国产替代+俄罗斯建厂+订单增长,,,,33,001233
001257.SZ,盛龙股份,29.9,7.786589762076424,涨停,2,0, 09:30:15, 09:30:15,钼替代钨+钼业龙头+洛阳国资,,,,33,001257
001299.SZ,美能能源,11.26,0.17793594306049443,涨停,1,0, 10:21:56, 10:21:56,实控人增持+储能并购+燃气运营,,,,33,001299
001330.SZ,博纳影业,7.34,3.8189533239038127,涨停,1,0, 10:08:08, 13:10:05,AI影视+AI短剧+《四渡》定档,,,,33,001330
001359.SZ,平安电工,109.31,2.025387343662499,涨停,1,0, 09:47:45, 14:50:19,电子布+云母绝缘+固态电池,,,,33,001359
001360.SZ,南矿集团,18.89,0.8004268943436614,涨停,1,0, 11:06:30, 11:06:30,黄金开采+矿山装备+高端装备,,,,33,001360
001378.SZ,德冠新材,20.97,0.8173076923076834,涨停,1,0, 10:58:02, 10:58:02,功能性BOPP薄膜+锂电池+一季报增长,,,,33,001378
001696.SZ,宗申动力,22.05,-3.458844133099821,涨停,2,0, 09:53:45, 09:55:30,低空经济+航空发动机+资产置换+分红,,,,33,001696
002085.SZ,万丰奥威,13.83,1.7660044150110392,涨停,1,0, 09:58:45, 10:01:34,低空经济+资产出售+通航飞机,,,,33,002085
002088.SZ,鲁阳节能,9.01,0.6703910614525196,涨停,1,0, 09:47:15, 09:47:15,新能源电池+陶瓷纤维+节能降碳,,,,33,002088
002190.SZ,成飞集成,26.57,-1.847063169560399,涨停,1,0, 10:11:23, 10:11:23,航空零部件+商业航天+低空经济+C919,,,,33,002190
002193.SZ,ST如意,4.69,2.401746724890837,涨停,1,0, 14:00:23, 14:04:54,ST摘帽预期+精纺呢绒+外销占比高,,,,33,002193
002200.SZ,交投生态,7.13,4.698972099853162,涨停,1,0, 10:15:54, 10:15:54,生态环保+资产注入预期+一季报扭亏+摘帽,,,,33,002200
002203.SZ,海亮股份,23.0,-1.877133105802053,涨停,2,0, 09:30:15, 09:39:00,铜箔+微通道冷板+固态电池+一季报增长,,,,33,002203
002207.SZ,*ST准油,7.14,-1.7881705639614842,跌停,0,1,,,, 14:51:48, 15:00:00,退市风险警示+算力注入预期落空,33,002207
002214.SZ,*ST大立,15.56,3.8025350233489013,涨停,2,0, 09:32:45, 09:58:30,新能源订单+摘帽预期+红外芯片,,,,33,002214
