name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,68.0,67.51,68.0,3000.0,67.89,900,68.0,1800,0.73,68.0,68.0,3000,200000.0,0.01,0.0,16.14,75.94,81.01,54.01,0.0
锡华科技,sh603248,21.2,21.07,21.2,6300.0,21.02,100,21.2,8600,0.62,21.2,21.2,6300,130000.0,0.01,0.0,15.16,97.52,23.18,18.96,0.0
天溯计量,sz301449,37.78,38.21,37.78,30300.0,37.78,700,38.0,200,-1.13,37.78,37.78,30300,1140000.0,0.15,0.0,7.76,34.49,45.85,30.57,0.0
美埃科技,sh688376,96.32,96.5,96.32,1371200.0,96.32,700,96.4,1200,-0.19,96.32,96.32,1371200,1320000.0,0.01,0.0,130.27,130.27,115.8,77.2,0.0
同飞股份,sz300990,104.0,104.6,104.0,19300.0,103.68,400,104.0,0,-0.57,104.0,104.0,19300,2010000.0,0.02,0.0,80.87,178.07,125.52,83.68,0.0
中光防雷,sz300414,10.82,10.87,10.82,16900.0,10.82,1100,10.87,600,-0.46,10.82,10.82,16900,180000.0,0.01,0.0,33.93,35.28,13.04,8.7,0.0
苏州天脉,sz301626,325.0,328.49,325.0,400.0,322.0,300,328.2,100,-1.06,325.0,325.0,400,130000.0,0.0,0.0,171.01,375.96,394.19,262.79,0.0
名家汇,sz300506,6.03,6.04,6.03,57500.0,6.03,2600,6.04,7100,-0.17,6.03,6.03,57500,350000.0,0.01,0.0,44.3,85.96,7.25,4.83,0.0
森赫股份,sz301056,11.32,11.27,11.32,2400.0,11.32,300,11.4,1200,0.44,11.32,11.32,2400,30000.0,0.0,0.0,19.92,30.2,13.52,9.02,0.0
宏达电子,sz300726,73.6,73.6,73.6,52800.0,73.5,100,73.6,1200,0.0,73.6,73.6,52800,3890000.0,0.02,0.0,157.83,303.11,88.32,58.88,0.0
宏源药业,sz301246,25.57,25.78,25.57,39400.0,25.57,3000,25.76,500,-0.81,25.57,25.57,39400,1010000.0,0.02,0.0,43.49,102.28,30.94,20.62,0.0
华盛锂电,sh688353,111.66,108.72,111.66,2432900.0,111.1,200,111.66,2600,2.7,111.66,111.66,2432900,2720000.0,0.02,0.0,178.1,178.1,130.46,86.98,0.0
鼎泰高科,sz301377,493.32,486.0,493.32,10500.0,493.32,400,495.0,100,1.51,493.32,493.32,10500,5180000.0,0.01,0.0,487.7,2029.58,583.2,388.8,0.0
腾景科技,sh688195,158.46,157.72,158.46,2677200.0,157.74,300,158.46,200,0.47,158.46,158.46,2677200,4240000.0,0.01,0.0,286.96,286.96,189.26,126.18,0.0
珂玛科技,sz301611,144.84,145.9,144.84,20700.0,144.84,300,145.0,300,-0.73,144.84,144.84,20700,3000000.0,0.01,0.0,212.31,631.5,175.08,116.72,0.0
石药创新,sz300765,36.11,36.73,36.11,204900.0,36.11,3100,36.18,9000,-1.69,36.11,36.11,204900,7400000.0,0.01,0.0,507.2,507.2,44.08,29.38,0.0
安达智能,sh688125,168.48,166.0,168.48,94600.0,162.67,200,168.48,200,1.49,168.48,168.48,94600,160000.0,0.0,0.0,137.99,138.37,199.2,132.8,0.0
杰华特,sh688141,163.01,168.26,163.01,5231600.0,163.01,200,163.6,6900,-3.12,163.01,163.01,5231600,8530000.0,0.01,0.0,734.07,734.07,201.91,134.61,0.0
铜冠铜箔,sz301217,144.8,144.17,144.8,330800.0,144.8,11600,144.9,100,0.44,144.8,144.8,330800,47890000.0,0.04,0.0,1200.41,1200.41,173.0,115.34,0.0
海科新源,sz301292,70.74,69.81,70.74,64200.0,70.64,400,70.74,600,1.33,70.74,70.74,64200,4540000.0,0.08,0.0,60.26,157.61,83.77,55.85,0.0
奕东电子,sz301123,102.3,102.28,102.3,30600.0,102.3,18400,102.45,100,0.02,102.3,102.3,30600,3130000.0,0.02,0.0,168.84,240.04,122.74,81.82,0.0
安通控股,sh600179,4.68,4.65,4.68,422200.0,4.67,1000,4.68,208400,0.65,4.68,4.68,422200,1980000.0,0.01,0.0,180.75,198.04,5.12,4.19,0.0
华联控股,sz000036,4.27,4.28,4.27,51000.0,4.27,4700,4.28,12900,-0.23,4.27,4.27,51000,220000.0,0.0,0.0,59.91,59.94,4.71,3.85,0.0
滨海能源,sz000695,12.36,12.34,12.36,1700.0,12.35,7100,12.36,1000,0.16,12.36,12.36,1700,20000.0,0.0,0.0,27.42,28.64,13.57,11.11,0.0
嘉美包装,sz002969,13.26,13.39,13.26,381600.0,13.26,20300,13.3,100,-0.97,13.26,13.26,381600,5060000.0,0.03,0.0,144.9,145.66,14.73,12.05,0.0
联发股份,sz002394,10.44,10.44,10.44,5700.0,10.44,3500,10.5,5000,0.0,10.44,10.44,5700,60000.0,0.0,0.0,33.73,33.79,11.48,9.4,0.0
海汽集团,sh603069,12.82,12.78,12.82,2700.0,12.78,200,12.86,2000,0.31,12.82,12.82,2700,30000.0,0.0,0.0,40.51,40.51,14.06,11.5,0.0
胜通能源,sz001331,65.0,66.17,65.0,30600.0,64.67,400,65.0,0,-1.77,65.0,65.0,30600,1990000.0,0.01,0.0,185.79,266.01,72.79,59.55,0.0
海南瑞泽,sz002596,2.99,2.96,2.99,73000.0,2.99,2600,3.0,52300,1.01,2.99,2.99,73000,220000.0,0.01,0.0,34.28,34.31,3.26,2.66,0.0
多氟多,sz002407,46.24,45.86,46.24,2136400.0,46.24,56400,46.29,200,0.83,46.24,46.24,2136400,98790000.0,0.2,0.0,498.82,550.46,50.45,41.27,0.0
章源钨业,sz002378,30.34,30.37,30.34,875200.0,30.33,1800,30.34,64100,-0.1,30.34,30.34,875200,26550000.0,0.07,0.0,362.6,364.51,33.41,27.33,0.0
神剑股份,sz002361,12.38,12.79,12.38,1260000.0,12.38,123400,12.39,3300,-3.21,12.38,12.38,1260000,15600000.0,0.16,0.0,100.16,117.74,14.07,11.51,0.0
