股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
000004.SZ,*ST国华,10.28,-4.990757855822559,跌停,0,3,,,, 09:30:00, 09:30:00,退市风险+业绩预亏+短线回吐,33,000004
000039.SZ,中集集团,11.6,1.6652059596844828,涨停,2,0, 09:56:46, 09:58:16,商业航天+数据中心+氢能源+海工装备,,,,33,000039
000070.SZ,特发信息,14.33,5.991124260355034,涨停,1,0, 09:30:00, 09:30:00,CPO+光纤光缆+商业航天+深圳国资,,,,33,000070
000517.SZ,荣安地产,2.02,-0.980392156862746,涨停,1,0, 10:22:31, 10:22:31,房地产+长三角+城市更新,,,,33,000517
000533.SZ,顺钠股份,11.2,0.448430493273533,涨停,3,0, 09:35:45, 09:37:00,北美变压器+数据中心+核电,,,,33,000533
000560.SZ,我爱我家,3.54,-1.939058171745148,涨停,1,0, 10:37:32, 13:42:42,房地产经纪+租售同权,,,,33,000560
000638.SZ,*ST万方,2.0,-4.761904761904766,跌停,0,17,,,, 09:30:00, 09:30:00,退市风险+业绩预亏+监管立案,33,000638
000711.SZ,ST京蓝,2.55,3.658536585365848,涨停,3,0, 09:30:30, 09:44:15,ITO靶材+金属铟+资产注入,,,,33,000711
000723.SZ,美锦能源,5.12,-0.9671179883945807,涨停,1,0, 10:04:31, 10:04:31,煤炭+氢能,,,,33,000723
000820.SZ,*ST节能,3.17,-5.089820359281435,跌停,0,3,,,, 09:30:00, 09:30:00,退市风险+业绩预亏+收入分歧,33,000820
000821.SZ,ST京机,15.7,5.016722408026756,涨停,3,0, 09:30:00, 09:30:00,钙钛矿设备+锂电订单新高+北美突破,,,,33,000821
000838.SZ,财信发展,2.67,0.37593984962405214,涨停,1,0, 10:17:16, 10:17:16,江西中久拟入主+房地产+环保+退市风险,,,,33,000838
000983.SZ,山西焦煤,7.09,-3.668478260869571,涨停,1,0, 14:35:33, 14:35:33,煤炭/焦炭+山西国资+炼焦煤龙头,,,,33,000983
001223.SZ,欧克科技,60.83,0.0,涨停,1,0, 11:25:29, 11:25:29,PI薄膜+锂电设备+机器人,,,,33,001223
001270.SZ,*ST铖昌,142.8,-5.002660989888226,跌停,0,1,,,, 09:53:46, 10:47:17,退市风险+短线回调+资金流出,33,001270
002126.SZ,银轮股份,43.6,0.9025688498032876,涨停,2,0, 09:30:45, 13:55:47,人形机器人+液冷服务器+汽车热管理,,,,33,002126
002129.SZ,TCL中环,10.47,-0.9460737937559096,涨停,1,0, 13:52:32, 14:13:03,马斯克调研+光伏硅片龙头+BC电池,,,,33,002129
002218.SZ,拓日新能,7.32,3.9772727272727306,涨停,1,0, 10:31:16, 10:31:16,太空光伏+钙钛矿+回购注销,,,,33,002218
002278.SZ,神开股份,14.25,-0.9728978457262026,涨停,1,0, 10:05:16, 10:05:16,深海装备+商业航天+业绩预增,,,,33,002278
002286.SZ,保龄宝,10.33,-1.8993352326685593,涨停,1,0, 13:05:44, 13:05:44,HMOs获批+功能糖龙头+代糖概念,,,,33,002286
002289.SZ,*ST宇顺,27.5,1.4760147601475961,涨停,1,0, 14:24:09, 14:24:09,IDC并购+液晶显示+ST板块,,,,33,002289
002300.SZ,太阳电缆,9.55,-0.10460251046024881,涨停,1,0, 09:43:15, 09:50:16,电网设备+海底电缆+福建基地,,,,33,002300
002306.SZ,*ST云网,2.26,2.262443438914019,涨停,1,0, 09:39:00, 09:40:45,ST保壳+光伏+餐饮团膳,,,,33,002306
002334.SZ,英威腾,9.86,-2.085402184707059,涨停,1,0, 10:45:02, 10:45:02,光伏储能+数据中心供电+人形机器人,,,,33,002334
