股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002716.SZ,湖南白银,10.42,10.03167898627243,涨停,1,0, 10:40:36, 13:23:36,半年报增长+白银+湖南国资,,,,33,002716
002491.SZ,通鼎互联,21.2,10.01556824078879,涨停,2,0, 14:27:09, 14:49:54,中报扭亏+光纤光缆+储能安防,,,,33,002491
003031.SZ,中瓷电子,142.04,9.997676759854407,涨停,1,0, 13:12:30, 13:18:15,CPO+电子陶瓷+央企,,,,33,003031
002017.SZ,东信和平,14.53,9.99242997728992,涨停,1,0, 09:45:54, 10:41:57,数字货币+eSIM+央企,,,,33,002017
603823.SH,百合花,77.75,-10.001157541382105,跌停,0,1,,,, 09:38:10, 09:38:40,此前涨幅较大+光刻胶业务占比极小+控股股东完成减持+一季度业绩下滑,17,603823
688328.SH,深科达,91.16,19.99473476372252,涨停,1,0, 13:02:26, 13:54:26,半导体设备+存储芯片+CPO+中报增长,,,,17,688328
600110.SH,诺德股份,10.74,10.040983606557381,涨停,1,0, 13:27:08, 14:17:02,铜箔+AI服务器+固态电池+半年报扭亏,,,,17,600110
601212.SH,白银有色,6.09,9.927797833935015,涨停,1,0, 09:41:19, 10:08:10,白银+黄金+多金属综合+锂电材料,,,,17,601212
002886.SZ,沃特股份,21.24,9.994821336095287,涨停,1,0, 14:32:30, 14:32:30,PTFE薄膜+PCB概念+人形机器人+半年报增长,,,,33,002886
300839.SZ,博汇股份,12.47,20.019249278152067,涨停,1,0, 09:56:18, 09:56:18,液冷算力+燃料油深加工+项目投资,,,,33,300839
002045.SZ,国光电器,9.11,10.024154589371982,涨停,1,0, 14:26:30, 14:26:30,AI眼镜+智能音箱+PCB概念+锂电池,,,,33,002045
600460.SH,士兰微,35.89,9.990806006742254,涨停,1,0, 09:36:09, 09:36:09,SiC+功率半导体+IDM模式,,,,17,600460
002731.SZ,*ST萃华,1.16,-10.077519379844968,跌停,0,3,,,, 09:25:00, 11:01:12,多类退市风险叠加+市值连续低于5亿元+无法按期披露半年报+拟继续停牌,33,002731
003040.SZ,楚天龙,12.79,9.974204643164216,涨停,1,0, 09:30:03, 09:40:33,数字人民币+AI应用+数字政务,,,,33,003040
603095.SH,越剑智能,15.26,10.021629416005773,涨停,1,0, 09:35:36, 09:35:36,AI验布机+纺织机械+高端装备,,,,17,603095
600785.SH,新华百货,9.74,10.05649717514125,涨停,1,0, 09:25:02, 09:25:02,回购+新质零售+区域零售,,,,17,600785
600397.SH,江钨装备,18.14,10.00606428138267,涨停,1,0, 09:48:16, 11:20:49,钨钽铌资产注入+磁选装备+江西国资,,,,17,600397
002655.SZ,共达电声,37.77,9.988351776354104,涨停,1,0, 09:57:33, 10:04:03,AI算力+电声元器件+苹果概念+汽车电子,,,,33,002655
003032.SZ,传智教育,10.76,-9.958158995815895,跌停,0,2,,,, 10:07:48, 10:13:39,深交所重点监控+前期涨幅过大+概念炒作澄清,33,003032
600577.SH,精达股份,8.66,10.038119440914867,涨停,1,0, 10:39:10, 11:03:34,电磁线+人形机器人+数据中心+可转债赎回完成,,,,17,600577
002192.SZ,融捷股份,72.51,9.996966019417481,涨停,1,0, 10:15:45, 13:26:51,锂矿+半年报增长+实控人增持,,,,33,002192
002631.SZ,德尔未来,9.54,10.034602076124557,涨停,1,0, 14:34:54, 14:34:54,石墨烯+家居+半年报预计减亏,,,,33,002631
603079.SH,圣达生物,14.03,10.039215686274506,涨停,1,0, 09:37:29, 09:37:29,维生素+合成生物+生物保鲜剂+回购,,,,17,603079
002900.SZ,哈三联,13.77,-10.000000000000007,跌停,0,1,,,, 09:25:00, 09:30:24,创新药板块低开+昨日龙虎榜净卖出+此前涨幅较大,33,002900
603065.SH,宿迁联盛,17.33,10.031746031746021,涨停,1,0, 09:49:43, 10:02:46,磷化铟衬底+光稳定剂,,,,17,603065
603958.SH,哈森股份,20.55,10.010706638115638,涨停,2,0, 09:30:39, 09:33:57,苹果产业链+机器人概念+重组+中报预计扭亏,,,,17,603958
603803.SH,瑞斯康达,11.32,10.009718172983492,涨停,1,0, 09:43:14, 09:43:14,光网络+算力+半年报减亏,,,,17,603803
002536.SZ,飞龙股份,46.97,9.99999999999999,涨停,1,0, 09:41:33, 09:41:33,液冷服务器+汽车热管理+机器人,,,,33,002536
000710.SZ,贝瑞基因,10.31,10.03201707577376,涨停,2,0, 09:30:03, 09:48:33,AI医疗+基因测序+三代测序,,,,33,000710
600371.SH,万向德农,7.74,-9.999999999999995,跌停,0,1,,,, 09:31:24, 14:20:48,此前连续大涨+异常波动公告+半年报净利下降,17,600371
002209.SZ,达意隆,13.16,10.033444816053505,涨停,1,0, 09:25:00, 09:42:36,半年报增长+机器人+液态包装装备,,,,33,002209
603333.SH,福华尚纬,9.85,10.055865921787714,涨停,1,0, 09:31:05, 09:31:50,定增落地+特种电缆+电子级氢氟酸,,,,17,603333
688356.SH,键凯科技,107.34,20.0,涨停,2,0, 09:25:04, 09:25:04,mRNA疫苗+LNP递送+聚乙二醇+创新药,,,,17,688356
603538.SH,美诺华,28.51,-10.006313131313126,跌停,0,1,,,, 09:31:28, 10:43:04,化学制药板块下跌+此前涨幅较大+资金净流出,17,603538
601011.SH,宝泰隆,2.88,-10.000000000000009,跌停,0,1,,,, 09:25:01, 09:31:22,股票交易异常波动公告+此前连续涨停+煤炭板块下跌,17,601011
000017.SZ,深中华A,7.11,10.061919504643967,涨停,2,0, 09:25:00, 09:39:09,黄金珠宝+黄金涨价+年报增长,,,,33,000017
603838.SH,*ST四通,11.72,10.046948356807514,涨停,1,0, 10:58:19, 10:58:19,摘帽申请+锆钛矿+陶瓷,,,,22,603838
