股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002357.SZ,富临运业,16.04,10.013717421124822,涨停,1,0, 10:53:57, 10:53:57,低空经济+客运龙头+无人物流+年报预增,,,,33,002357
600599.SH,*ST熊猫,4.88,-5.05836575875486,跌停,0,2,,,, 09:25:03, 09:31:21,退市风险+审计否定,22,600599
603618.SH,杭电股份,20.59,9.989316239316246,涨停,1,0, 13:40:24, 13:40:24,特高压+电力+超薄铜箔,,,,17,603618
000862.SZ,银星能源,7.34,10.044977511244378,涨停,1,0, 13:35:39, 13:35:39,风电技改+绿电直连+智能电网+资产注入预期,,,,33,000862
600236.SH,桂冠电力,10.85,10.040567951318462,涨停,1,0, 14:12:36, 14:47:39,西藏资产收购+水电高股息+央企,,,,17,600236
000638.SZ,*ST万方,2.08,-5.022831050228305,跌停,0,4,,,, 09:25:00, 09:25:00,退市风险+业绩预亏,33,000638
600759.SH,洲际油气,8.26,9.986684420772304,涨停,3,0, 09:25:01, 13:42:34,油气开采+哈萨克斯坦油田,,,,17,600759
600108.SH,亚盛集团,5.29,9.979209979209989,涨停,4,0, 09:59:02, 09:59:32,粮食概念+玉米种子+土地流转+甘肃国资,,,,17,600108
603175.SH,超颖电子,79.64,9.999999999999993,涨停,1,0, 10:08:22, 10:08:22,PCB+AI算力扩产+存储芯片,,,,17,603175
000525.SZ,红太阳,6.83,9.983896940418681,涨停,1,0, 13:03:00, 13:23:39,绿色农药+敌草快涨价+国企改革,,,,33,000525
000711.SZ,ST京蓝,3.82,4.945054945054937,涨停,7,0, 09:30:30, 09:30:30,复牌+金属铟+ITO靶材,,,,33,000711
001396.SZ,誉帆科技,54.81,9.99397953040338,涨停,1,0, 10:16:42, 10:16:42,地下管网+专精特新+次新股,,,,33,001396
001270.SZ,*ST铖昌,123.64,-5.001920860545527,跌停,0,2,,,, 09:25:00, 13:51:57,板块下跌+退市风险+资金流出,33,001270
000890.SZ,法尔胜,8.87,10.049627791563259,涨停,1,0, 10:19:33, 14:44:57,光纤概念+钢帘线剥离+环保设备,,,,33,000890
002485.SZ,ST雪发,5.31,-5.008944543828269,跌停,0,1,,,, 09:25:00, 14:41:36,此前涨幅较大+年报预亏,33,002485
300617.SZ,安靠智电,64.81,19.996296982040374,涨停,1,0, 09:39:54, 13:39:36,北美数据中心+特高压GIL+智慧变电站,,,,33,300617
002877.SZ,智能自控,9.9,10.000000000000004,涨停,1,0, 13:03:24, 13:10:00,智能控制阀+国产化替代+新能源+新型工业化,,,,33,002877
002911.SZ,佛燃能源,15.99,-10.016882386043891,跌停,0,1,,,, 09:30:27, 13:01:54,天然气板块多股跌停+此前涨幅较大+资金流出,33,002911
605196.SH,华通线缆,54.34,10.000000000000009,涨停,1,0, 10:00:41, 14:35:08,北美电网+油服电缆+海外产能,,,,17,605196
600313.SH,农发种业,9.24,9.999999999999998,涨停,1,0, 09:52:02, 10:47:56,粮食概念+种业龙头+央企,,,,17,600313
601008.SH,连云港,5.54,-10.064935064935067,跌停,0,1,,,, 09:31:35, 14:40:32,板块回调+此前涨幅+此前业绩下滑,17,601008
688176.SH,亚虹医药,13.67,20.017559262510968,涨停,1,0, 13:33:26, 13:37:30,希维她上市+APL-1702获批+创新药商业化,,,,17,688176
000985.SZ,大庆华科,22.23,-9.999999999999996,跌停,0,1,,,, 09:30:33, 10:57:09,板块回调+短期涨幅+业绩预减,33,000985
002885.SZ,京泉华,31.92,9.993108201240531,涨停,1,0, 13:22:24, 13:22:24,磁性元器件+变压器+业绩预增+AI智造,,,,33,002885
603530.SH,神马电力,67.21,9.999999999999988,涨停,1,0, 09:57:49, 13:19:02,特高压+越南建厂+电网设备,,,,17,603530
000520.SZ,凤凰航运,4.61,-9.960937499999996,跌停,0,1,,,, 09:30:42, 10:54:45,板块回调+此前涨幅+业绩预亏,33,000520
301129.SZ,瑞纳智能,29.23,19.99178981937603,涨停,1,0, 13:14:45, 13:14:45,智慧供热+磁悬浮离心压缩机+EMC大单+碳化硅,,,,33,301129
603616.SH,韩建河山,7.35,-10.036719706242353,跌停,0,1,,,, 09:31:01, 14:51:58,控股股东部分股份被司法冻结+板块回调+此前涨幅较大,17,603616
600545.SH,卓郎智能,3.43,9.935897435897438,涨停,1,0, 09:35:26, 13:15:56,玻璃纤维纱线+AI智慧工厂+纺织机械+回购注销,,,,17,600545
000609.SZ,ST中迪,9.24,-5.035971223021584,跌停,0,3,,,, 09:25:00, 14:48:03,*ST风险+板块回调+此前涨幅较大,33,000609
002339.SZ,积成电子,11.54,10.009532888465193,涨停,1,0, 09:36:18, 09:36:18,电网设备+中标+特高压,,,,33,002339
001225.SZ,和泰机电,63.27,-9.999999999999993,跌停,0,2,,,, 09:38:24, 09:38:24,板块下跌+业绩预减,33,001225
603316.SH,诚邦股份,14.53,9.99242997728992,涨停,1,0, 13:36:37, 13:36:37,存储芯片+企业级SSD+定增扩产,,,,17,603316
605268.SH,王力安防,11.52,10.028653295128928,涨停,1,0, 09:54:06, 09:54:06,安全门锁+数据要素+智能制造+华为概念,,,,17,605268
600792.SH,云煤能源,4.88,-9.963099630996311,跌停,0,1,,,, 09:31:44, 14:43:50,板块普跌+此前上涨,17,600792
001205.SZ,盛航股份,16.18,-10.011123470522806,跌停,0,1,,,, 09:34:27, 14:54:15,板块回调+此前涨幅+业绩下滑,33,001205
001209.SZ,洪兴股份,23.71,-9.984813971146542,跌停,0,3,,,, 09:25:00, 09:54:42,此前涨幅较大+板块回调,33,001209
001282.SZ,三联锻造,25.3,10.000000000000002,涨停,1,0, 13:13:57, 13:13:57,人形机器人+汽车锻件+外销增长,,,,33,001282
002162.SZ,悦心健康,6.08,9.945750452079563,涨停,1,0, 10:25:45, 10:25:45,康养机器人+银发经济+扭亏为盈,,,,33,002162
