股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002848.SZ,*ST高斯,9.43,5.011135857461016,涨停,2,0, 09:25:00, 09:25:00,覆铜板+卫星通信+军工+潍坊国资,,,,33,002848
002716.SZ,湖南白银,7.61,9.97109826589596,涨停,1,0, 09:41:21, 13:39:24,白银+黄金+国企+回购,,,,33,002716
920199.BJ,倍益康,44.96,29.979762937265097,涨停,1,0, 09:30:15, 09:30:15,脑机接口+智能康复设备+境外收入过半,,,,151,920199
600826.SH,兰生股份,11.59,9.962049335863385,涨停,1,0, 09:32:27, 09:32:42,AI智能体+机器人+会展运营+上海国资,,,,17,600826
688314.SH,康拓医疗,39.67,19.993950393224438,涨停,1,0, 11:11:36, 13:00:00,PEEK材料+颌面修复+牙科医疗,,,,17,688314
688039.SH,当虹科技,53.7,20.000000000000004,涨停,1,0, 13:07:08, 13:07:08,脑机接口+机器人+AI大模型+商业航天,,,,17,688039
000426.SZ,兴业银锡,39.16,9.999999999999988,涨停,1,0, 14:29:00, 14:55:03,白银涨价+银锡龙头+三季报增长,,,,33,000426
600855.SH,航天长峰,23.14,9.980988593155901,涨停,1,0, 10:18:16, 10:38:10,商业航天+低空安防+军工电子+央企,,,,17,600855
002462.SZ,嘉事堂,15.8,10.027855153203351,涨停,1,0, 10:44:15, 11:27:09,医药流通+创新药+央企+康养,,,,33,002462
002819.SZ,东方中科,30.04,9.996338337605275,涨停,1,0, 10:59:00, 10:59:00,脑机接口+商业航天+中科院+测试服务,,,,33,002819
600775.SH,南京熊猫,13.44,9.983633387888696,涨停,1,0, 09:25:03, 09:25:03,脑机接口+卫星通信+智能制造+央企,,,,17,600775
002571.SZ,德力股份,12.94,10.034013605442174,涨停,1,0, 09:40:51, 09:40:51,翼元航空入主+商业航天+定增补血+日用玻璃,,,,33,002571
000638.SZ,*ST万方,4.91,4.914529914529924,涨停,2,0, 09:30:36, 09:30:36,控制权变更+军工+粮食,,,,33,000638
002774.SZ,快意电梯,10.21,10.021551724137947,涨停,1,0, 11:02:39, 11:02:39,一带一路+旧梯更新+电梯制造+粤港澳大湾区,,,,33,002774
003039.SZ,顺控发展,17.52,9.981167608286253,涨停,2,0, 09:32:18, 09:32:18,收购洁净投资+固废一体化+水务环保+佛山国资,,,,33,003039
603171.SH,税友股份,60.64,9.994558316705962,涨停,1,0, 13:31:19, 13:31:19,AI智能体+财税SaaS+阿里云合作+亿企赢,,,,17,603171
002324.SZ,普利特,17.59,10.006253908692932,涨停,1,0, 10:29:57, 10:29:57,脑机接口+LCP+商业航天+改性材料,,,,33,002324
603929.SH,亚翔集成,105.05,9.999999999999998,涨停,1,0, 09:51:00, 09:51:00,芯片洁净室+存储芯片+新加坡订单+海峡两岸,,,,17,603929
002173.SZ,创新医疗,23.66,9.995350999535093,涨停,1,0, 09:25:00, 09:25:00,脑机接口+民营医院+高压氧舱,,,,33,002173
600525.SH,ST长园,3.71,5.099150141643064,涨停,1,0, 10:20:15, 10:20:15,储能+电网设备+新能源合同+ST板块,,,,22,600525
300561.SZ,*ST汇科,17.65,19.986403806934042,涨停,1,0, 10:35:15, 13:28:03,金融科技+数据安全+保壳预期+扭亏为盈,,,,33,300561
001231.SZ,农心科技,27.43,9.983961507618277,涨停,2,0, 09:31:54, 11:26:39,农药制剂+西部大开发+三季报增长,,,,33,001231
000859.SZ,国风新材,11.13,9.980237154150213,涨停,1,0, 09:47:03, 09:58:30,拟收购金张科技+光刻胶+柔性屏+合肥国资,,,,33,000859
603778.SH,国晟科技,19.36,9.999999999999988,涨停,1,0, 13:58:28, 14:28:22,固态电池+异质结+光伏组件+孚悦科技,,,,17,603778
002465.SZ,海格通信,17.33,10.031746031746021,涨停,1,0, 11:17:48, 11:17:48,卫星互联网+北斗导航+脑机接口+广州国资,,,,33,002465
002713.SZ,*ST东易,9.43,5.011135857461016,涨停,3,0, 09:25:00, 09:25:00,重整完成+算力业务+家装龙头+撤销退市风险警示预期,,,,33,002713
002759.SZ,天际股份,51.07,9.993538660348914,涨停,1,0, 14:14:15, 14:50:33,六氟磷酸锂+满产满销+固态电池,,,,33,002759
002925.SZ,盈趣科技,18.63,9.976387249114508,涨停,1,0, 09:30:30, 09:35:57,脑机接口+机器人+智能制造+摩尔线程,,,,33,002925
002868.SZ,*ST绿康,35.4,5.013349154553538,涨停,1,0, 09:41:36, 09:55:39,ST板块+动保兽药+光伏胶膜剥离+控制权变更,,,,33,002868
002496.SZ,*ST辉丰,1.93,4.891304347826079,涨停,2,0, 09:30:51, 10:46:42,石化仓储+生物农业+ST板块,,,,33,002496
001210.SZ,金房能源,18.84,9.982486865148868,涨停,1,0, 10:31:15, 13:50:36,液冷服务器+蓄冷储能+三季报增长,,,,33,001210
000691.SZ,*ST亚太,7.4,4.964539007092207,涨停,1,0, 09:25:00, 09:25:00,重整完成+ST复牌+军工导入+酒精业务,,,,33,000691
603507.SH,振江股份,28.94,9.99619916381605,涨停,1,0, 11:13:39, 14:30:06,风电+光伏+外骨骼机器人+燃气轮机,,,,17,603507
002591.SZ,恒大高新,7.31,-9.975369458128075,跌停,0,2,,,, 09:25:00, 09:30:54,短线涨幅较大+资金净卖出+业绩下滑,33,002591
300652.SZ,雷迪克,65.83,19.99635435654393,涨停,1,0, 11:24:00, 11:28:18,脑机接口+人形机器人+汽车轴承+丝杠,,,,33,300652
002413.SZ,雷科防务,13.81,10.039840637450196,涨停,4,0, 09:25:00, 09:25:00,商业航天+卫星遥感+毫米波雷达+军工电子,,,,33,002413
001225.SZ,和泰机电,62.89,10.005247507433966,涨停,1,0, 13:27:51, 13:27:51,输送设备+水泥+一带一路,,,,33,001225
002931.SZ,锋龙股份,34.87,9.999999999999995,涨停,7,0, 09:25:00, 09:25:00,优必选拟入主+机器人+园林机械+业绩大增,,,,33,002931
002117.SZ,东港股份,12.43,-9.992758870383785,跌停,0,1,,,, 10:20:03, 14:21:00,数字货币板块下跌+资金流出+短线回调,33,002117
301033.SZ,迈普医学,81.0,20.0,涨停,1,0, 10:17:57, 10:17:57,脑机接口+神经外科+并购易介医疗+三季报增长,,,,33,301033
