name,code,now,close,open,volume,bid1,bid1_volume,ask1,ask1_volume,涨跌(%),high,low,成交量(手),成交额(万),turnover,振幅,流通市值,总市值,涨停价,跌停价,量比
纳百川,sz301667,114.14,113.96,114.14,23700.0,114.01,500,114.2,100,0.16,114.14,114.14,23700,2710000.0,0.11,0.0,25.68,127.46,136.75,91.17,0.0
锡华科技,sh603248,29.5,29.74,29.5,256400.0,29.48,100,29.5,17200,-0.81,29.5,29.5,256400,7560000.0,0.37,0.0,20.45,135.7,32.71,26.77,0.0
天溯计量,sz301449,69.85,69.87,69.85,3200.0,69.53,100,69.86,2000,-0.03,69.85,69.85,3200,220000.0,0.02,0.0,9.72,45.55,83.84,55.9,0.0
美埃科技,sh688376,71.0,72.38,71.0,1693000.0,71.0,100,71.56,400,-1.91,71.0,71.0,1693000,1200000.0,0.01,0.0,96.03,96.03,86.86,57.9,0.0
同飞股份,sz300990,87.0,88.0,87.0,12100.0,86.98,200,87.0,100,-1.14,87.0,87.0,12100,1050000.0,0.02,0.0,67.1,148.4,105.6,70.4,0.0
中光防雷,sz300414,14.5,14.53,14.5,35800.0,14.5,9400,14.51,3600,-0.21,14.5,14.5,35800,520000.0,0.01,0.0,45.46,47.27,17.44,11.62,0.0
苏州天脉,sz301626,287.99,288.0,287.99,18000.0,287.6,100,287.99,1300,-0.0,287.99,287.99,18000,5180000.0,0.03,0.0,151.54,333.15,345.6,230.4,0.0
ST名家汇,sz300506,4.95,4.95,4.95,24100.0,4.92,5000,4.95,38800,0.0,4.95,4.95,24100,120000.0,0.0,0.0,36.37,70.57,5.94,3.96,0.0
森赫股份,sz301056,13.91,13.95,13.91,50900.0,13.91,900,14.04,1800,-0.29,13.91,13.91,50900,710000.0,0.03,0.0,24.48,37.11,16.74,11.16,0.0
宏达电子,sz300726,51.0,51.71,51.0,34400.0,50.99,2000,51.0,8600,-1.37,51.0,51.0,34400,1750000.0,0.02,0.0,109.36,210.04,62.05,41.37,0.0
宏源药业,sz301246,30.98,31.24,30.98,112100.0,30.98,7900,30.99,300,-0.83,30.98,30.98,112100,3470000.0,0.07,0.0,52.69,123.92,37.49,24.99,0.0
华盛锂电,sh688353,110.13,109.9,110.13,1495500.0,110.13,2800,110.17,200,0.21,110.13,110.13,1495500,1650000.0,0.01,0.0,175.66,175.66,131.88,87.92,0.0
鼎泰高科,sz301377,231.34,235.06,231.34,11100.0,231.06,100,231.34,700,-1.58,231.34,231.34,11100,2570000.0,0.02,0.0,164.31,948.49,282.07,188.05,0.0
腾景科技,sh688195,351.87,361.98,351.87,5160000.0,351.85,300,351.87,600,-2.79,351.87,351.87,5160000,18160000.0,0.04,0.0,455.14,455.14,434.38,289.58,0.0
珂玛科技,sz301611,105.01,107.5,105.01,100300.0,105.0,9200,105.11,200,-2.32,105.01,105.01,100300,10530000.0,0.07,0.0,153.93,457.84,129.0,86.0,0.0
新诺威,sz300765,32.12,32.12,32.12,31000.0,32.12,100,32.18,5600,0.0,32.12,32.12,31000,1000000.0,0.0,0.0,451.16,451.16,38.54,25.7,0.0
安达智能,sh688125,217.11,218.58,217.11,40000.0,217.11,300,222.99,200,-0.67,217.11,217.11,40000,90000.0,0.0,0.0,177.36,178.3,262.3,174.86,0.0
杰华特,sh688141,95.0,96.45,95.0,13992700.0,94.97,5900,95.0,25300,-1.5,95.0,95.0,13992700,13290000.0,0.03,0.0,427.81,427.81,115.74,77.16,0.0
铜冠铜箔,sz301217,85.48,86.8,85.48,399000.0,85.48,8500,85.49,600,-1.52,85.48,85.48,399000,34110000.0,0.05,0.0,708.64,708.64,104.16,69.44,0.0
海科新源,sz301292,88.0,88.2,88.0,56700.0,88.0,4400,88.19,100,-0.23,88.0,88.0,56700,4990000.0,0.07,0.0,74.86,196.06,105.84,70.56,0.0
奕东电子,sz301123,69.5,71.31,69.5,92900.0,69.5,2900,69.53,300,-2.54,69.5,69.5,92900,6460000.0,0.06,0.0,114.7,163.07,85.57,57.05,0.0
安通控股,sh600179,4.32,4.32,4.32,76500.0,4.31,24800,4.32,256300,0.0,4.32,4.32,76500,330000.0,0.0,0.0,166.85,182.8,4.75,3.89,0.0
华联控股,sz000036,5.78,5.52,5.78,2132900.0,5.75,5800,5.78,493900,4.71,5.78,5.78,2132900,12330000.0,0.15,0.0,81.09,81.14,6.07,4.97,0.0
滨海能源,sz000695,15.3,15.37,15.3,44700.0,15.3,19300,15.36,800,-0.46,15.3,15.3,44700,680000.0,0.02,0.0,33.94,35.46,16.91,13.83,0.0
嘉美包装,sz002969,22.5,22.51,22.5,355600.0,22.48,700,22.5,33400,-0.04,22.5,22.5,355600,8000000.0,0.03,0.0,245.77,247.16,24.76,20.26,0.0
联发股份,sz002394,13.39,13.36,13.39,61100.0,13.38,200,13.39,13200,0.22,13.39,13.39,61100,820000.0,0.02,0.0,43.27,43.34,14.7,12.02,0.0
海汽集团,sh603069,17.15,17.07,17.15,22900.0,17.09,8900,17.15,4600,0.47,17.15,17.15,22900,390000.0,0.01,0.0,54.19,54.19,18.78,15.36,0.0
胜通能源,sz001331,46.82,46.85,46.82,4300.0,46.8,100,46.82,21200,-0.06,46.82,46.82,4300,200000.0,0.0,0.0,92.29,132.14,51.54,42.17,0.0
海南瑞泽,sz002596,3.79,3.79,3.79,113200.0,3.78,34500,3.79,12700,0.0,3.79,3.79,113200,430000.0,0.01,0.0,43.45,43.49,4.17,3.41,0.0
多氟多,sz002407,37.04,37.54,37.04,596500.0,37.04,4800,37.06,800,-1.33,37.04,37.04,596500,22090000.0,0.06,0.0,399.58,440.94,41.29,33.79,0.0
章源钨业,sz002378,33.66,34.54,33.66,1331500.0,33.66,112700,33.67,400,-2.55,33.66,33.66,1331500,44820000.0,0.11,0.0,402.28,404.4,37.99,31.09,0.0
神剑股份,sz002361,21.5,21.6,21.5,1526700.0,21.49,2400,21.5,20400,-0.46,21.5,21.5,1526700,32820000.0,0.19,0.0,173.94,204.47,23.76,19.44,0.0
圣晖集成,sh603163,102.11,103.88,102.11,13300.0,102.01,800,102.11,200,-1.7,102.11,102.11,13300,1360000.0,0.01,0.0,102.11,102.11,114.27,93.49,0.0
万润股份,sz002643,17.07,17.14,17.07,123100.0,17.06,5000,17.07,4300,-0.41,17.07,17.07,123100,2100000.0,0.01,0.0,155.22,157.55,18.85,15.43,0.0
快克智能,sh603203,47.8,48.78,47.8,61700.0,47.76,600,47.8,7800,-2.01,47.8,47.8,61700,2950000.0,0.02,0.0,119.1,121.25,53.66,43.9,0.0
海南发展,sz002163,12.47,12.47,12.47,64300.0,12.45,800,12.47,2500,0.0,12.47,12.47,64300,800000.0,0.01,0.0,100.2,105.37,13.72,11.22,0.0
宏和科技,sh603256,144.98,144.11,144.98,254500.0,144.89,200,144.98,94900,0.6,144.98,144.98,254500,36900000.0,0.03,0.0,1275.43,1311.47,158.52,129.7,0.0
亚翔集成,sh603929,202.22,206.0,202.22,45500.0,202.1,200,202.22,1000,-1.83,202.22,202.22,45500,9200000.0,0.02,0.0,431.46,431.46,226.6,185.4,0.0
世嘉科技,sz002796,56.57,58.17,56.57,217300.0,56.56,2300,56.57,21400,-2.75,56.57,56.57,217300,12290000.0,0.1,0.0,128.81,142.76,63.99,52.35,0.0
深圳新星,sh603978,29.54,29.53,29.54,335500.0,29.54,55700,29.55,2600,0.03,29.54,29.54,335500,9910000.0,0.16,0.0,62.36,62.36,32.48,26.58,0.0
友邦吊顶,sz002718,69.32,69.55,69.32,2400.0,68.5,200,69.33,200,-0.33,69.32,69.32,2400,170000.0,0.0,0.0,65.15,89.73,76.51,62.6,0.0
九鼎新材,sz002201,14.35,14.49,14.35,581100.0,14.34,1800,14.35,184900,-0.97,14.35,14.35,581100,8340000.0,0.1,0.0,86.39,93.51,15.94,13.04,0.0
国风新材,sz000859,9.23,9.27,9.23,75100.0,9.22,6700,9.23,47500,-0.43,9.23,9.23,75100,690000.0,0.01,0.0,82.69,82.7,10.2,8.34,0.0
天际股份,sz002759,38.89,38.79,38.89,483900.0,38.89,25700,38.9,1600,0.26,38.89,38.89,483900,18820000.0,0.1,0.0,194.82,194.99,42.67,34.91,0.0
东材科技,sh601208,46.25,45.16,46.25,1947600.0,46.25,13700,46.28,100,2.41,46.25,46.25,1947600,90070000.0,0.19,0.0,467.21,467.21,49.68,40.64,0.0
三孚股份,sh603938,33.17,32.63,33.17,887300.0,33.17,800,33.18,300,1.65,33.17,33.17,887300,29430000.0,0.23,0.0,126.92,126.92,35.89,29.37,0.0
航天工程,sh603698,43.8,44.26,43.8,162800.0,43.77,200,43.8,49400,-1.04,43.8,43.8,162800,7130000.0,0.03,0.0,234.76,234.76,48.69,39.83,0.0
翔鹭钨业,sz002842,38.43,39.13,38.43,549000.0,38.42,100,38.43,40500,-1.79,38.43,38.43,549000,21100000.0,0.2,0.0,103.17,125.73,43.04,35.22,0.0
天赐材料,sz002709,61.62,62.8,61.62,856000.0,61.61,5800,61.62,5200,-1.88,61.62,61.62,856000,52750000.0,0.06,0.0,929.85,1256.16,69.08,56.52,0.0
安记食品,sh603696,15.96,16.01,15.96,25000.0,15.96,15700,16.0,1400,-0.31,15.96,15.96,25000,400000.0,0.01,0.0,37.54,37.54,17.61,14.41,0.0
柏诚股份,sh601133,24.52,24.98,24.52,222400.0,24.52,26100,24.53,7300,-1.84,24.52,24.52,222400,5450000.0,0.04,0.0,128.58,129.47,27.48,22.48,0.0
德尔未来,sz002631,8.29,8.48,8.29,869000.0,8.29,59800,8.31,1400,-2.24,8.29,8.29,869000,7200000.0,0.11,0.0,65.79,66.09,9.33,7.63,0.0
创元科技,sz000551,16.43,16.62,16.43,152000.0,16.41,2800,16.43,7200,-1.14,16.43,16.43,152000,2500000.0,0.03,0.0,79.61,79.64,18.28,14.96,0.0
浔兴股份,sz002098,8.54,8.52,8.54,22500.0,8.53,500,8.54,300,0.23,8.54,8.54,22500,190000.0,0.01,0.0,30.57,30.57,9.37,7.67,0.0
合兴包装,sz002228,3.92,3.93,3.92,85200.0,3.92,25400,3.93,102500,-0.25,3.92,3.92,85200,330000.0,0.01,0.0,47.41,47.56,4.32,3.54,0.0
神农种业,sz300189,6.18,6.15,6.18,321100.0,6.18,29800,6.19,161600,0.49,6.18,6.18,321100,1980000.0,0.04,0.0,54.77,63.28,7.38,4.92,0.0
南宁百货,sh600712,6.31,6.3,6.31,23700.0,6.31,206200,6.32,500,0.16,6.31,6.31,23700,150000.0,0.0,0.0,33.99,34.37,6.93,5.67,0.0
集泰股份,sz002909,6.8,6.78,6.8,16800.0,6.8,34100,6.81,500,0.29,6.8,6.8,16800,110000.0,0.0,0.0,25.87,26.52,7.46,6.1,0.0
