股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
603708.SH,家家悦,10.27,9.957173447537471,涨停,1,0, 09:32:59, 09:46:02,零售+门店调改+AI应用,,,,17,603708
000019.SZ,深粮控股,6.96,9.952606635071088,涨停,1,0, 10:04:06, 13:00:09,粮食概念+农业种业+深圳国资,,,,33,000019
601116.SH,三江购物,11.77,10.000000000000004,涨停,1,0, 09:48:30, 09:48:30,社区生鲜超市+大消费+阿里巴巴概念,,,,17,601116
002819.SZ,东方中科,22.78,9.995171414775472,涨停,1,0, 14:39:18, 14:39:18,国产操作系统+鸿蒙概念+AI应用+中科院,,,,33,002819
300598.SZ,诚迈科技,34.6,20.013874436351035,涨停,1,0, 13:52:48, 14:05:03,鸿蒙概念+信创电脑,,,,33,300598
600127.SH,金健米业,7.11,10.061919504643967,涨停,2,0, 09:30:57, 09:30:57,粮食安全+粮油加工+湖南国资,,,,17,600127
600165.SH,ST宁科,2.94,10.112359550561798,涨停,2,0, 09:25:01, 09:25:01,申请摘帽+长链二元酸+合成生物,,,,22,600165
000153.SZ,丰原药业,6.68,10.049423393739694,涨停,1,0, 09:25:00, 09:25:00,控制权变更+蚌埠国资入主+医药制造,,,,33,000153
300684.SZ,中石科技,97.0,20.004948657676607,涨停,3,0, 09:33:12, 14:27:03,中际旭创入股+CPO散热+液冷服务器,,,,33,300684
603823.SH,百合花,85.9,10.001280573697018,涨停,2,0, 09:35:52, 10:31:52,光刻胶+战略入股清荷科技+PEEK材料+有机颜料,,,,17,603823
600108.SH,亚盛集团,3.56,9.876543209876537,涨停,1,0, 09:36:22, 09:37:25,粮食概念+玉米制种+甘肃国资,,,,17,600108
600707.SH,彩虹股份,10.8,9.979633401222,涨停,1,0, 09:36:27, 14:34:42,玻璃基板+显示面板+国企改革,,,,17,600707
603936.SH,博敏电子,19.12,10.011507479861923,涨停,2,0, 09:31:04, 14:28:40,AI服务器PCB+800G光模块+陶瓷衬板,,,,17,603936
