股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
603890.SH,春秋电子,24.81,10.022172949002208,涨停,1,0, 09:33:46, 14:17:58,戴尔产业链+AIPC镁合金+人形机器人,,,,17,603890
000025.SZ,特力A,15.66,9.97191011235955,涨停,1,0, 10:39:21, 10:39:21,物业租赁+深圳国资+黄金珠宝,,,,33,000025
001360.SZ,南矿集团,20.52,-10.000000000000005,跌停,0,1,,,, 14:52:12, 14:52:12,此前涨幅较大+机器视觉板块下跌+一季报增收不增利,33,001360
002273.SZ,水晶光电,39.36,-9.993139721015316,跌停,0,1,,,, 14:17:39, 14:44:54,板块下跌+此前涨幅较大+资金流出,33,002273
600110.SH,诺德股份,12.66,9.991311902693313,涨停,2,0, 09:41:44, 14:28:59,铜箔+HVLP+固态电池+满产满销,,,,17,600110
605500.SH,森林包装,8.9,-10.010111223458042,跌停,0,2,,,, 14:15:33, 14:15:33,连续下跌+一季报转亏,17,605500
600460.SH,士兰微,34.6,-9.989594172736725,跌停,0,1,,,, 14:03:39, 14:28:30,板块下跌+前期涨幅较大回调+资金流出,17,600460
002995.SZ,天地在线,22.83,10.02409638554216,涨停,2,0, 09:53:36, 09:53:36,AI营销+字节概念+持股中书艺莲+VR文旅,,,,33,002995
600726.SH,华电能源,10.13,9.989142236699239,涨停,5,0, 09:32:36, 09:53:15,热电联产+煤炭产销+一季报增长+央企,,,,17,600726
002173.SZ,创新医疗,19.14,-10.014104372355424,跌停,0,1,,,, 09:44:36, 09:44:36,信披违规收警示函+一季度亏损扩大,33,002173
002613.SZ,北玻股份,4.43,-9.95934959349594,跌停,0,1,,,, 11:26:03, 13:38:18,此前涨幅较大+主力资金净流出+一季报净利下滑,33,002613
605177.SH,东亚药业,23.77,9.99537251272559,涨停,1,0, 14:25:00, 14:25:00,头孢需求回暖+阿尔茨海默+原料药制剂一体化,,,,17,605177
000799.SZ,酒鬼酒,45.74,10.004810004810013,涨停,1,0, 11:09:12, 13:15:33,白酒+胖东来联名+央企+一季报改善,,,,33,000799
600265.SH,*ST景谷,24.45,4.980678402747961,涨停,4,0, 09:25:04, 09:25:04,协议转让引战投+林业+算力租赁,,,,22,600265
