股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002491.SZ,通鼎互联,26.63,-10.00337952010815,跌停,0,1,,,, 13:41:00, 13:43:36,光棒扩产担忧+板块集体下跌+前期涨幅较大+资金净流出,33,002491
603001.SH,奥康国际,12.73,-9.971711456859971,跌停,0,1,,,, 09:25:03, 09:25:03,终止资产购买+停牌前股价大涨+连续四年亏损,17,603001
002250.SZ,联化科技,15.51,10.0,涨停,1,0, 09:41:51, 09:41:51,创新药+六氟磷酸锂+新能源+分红,,,,33,002250
600165.SH,ST宁科,2.75,4.961832061068698,涨停,1,0, 09:50:47, 09:50:47,长链二元酸+布局藻油+ST板块,,,,22,600165
603717.SH,天域生物,6.66,10.082644628099178,涨停,1,0, 09:44:30, 09:44:30,生猪养殖+拟设AI公司+功能性红曲+光伏,,,,17,603717
002409.SZ,雅克科技,212.48,-10.000423567283669,跌停,0,1,,,, 09:32:00, 14:04:39,澄清无六氟化钨业务+前期涨幅较大+半导体板块下跌,33,002409
002995.SZ,天地在线,19.68,10.005589714924534,涨停,1,0, 09:32:33, 09:32:33,AI营销+字节概念+持股中书艺莲+VR文旅,,,,33,002995
603608.SH,天创时尚,25.16,10.013117621337994,涨停,1,0, 11:10:06, 11:10:06,多品牌女鞋+网红经济+可转债到期+控制权变更,,,,17,603608
605286.SH,同力天启,28.0,10.0196463654224,涨停,1,0, 09:59:54, 09:59:54,算电协同+储能+风电+电梯部件,,,,17,605286
002542.SZ,*ST中岩,1.25,5.042016806722693,涨停,2,0, 09:30:36, 09:30:36,保壳+低空经济+成都国资,,,,33,002542
002674.SZ,兴业科技,28.25,10.00778816199377,涨停,1,0, 13:31:21, 14:07:30,磷化铟收购+机器人电子皮肤+汽车内饰皮革,,,,33,002674
001313.SZ,粤海饲料,8.58,10.000000000000004,涨停,2,0, 13:01:09, 13:01:09,特种水产饲料+生物科技+越南投产,,,,33,001313
002547.SZ,*ST春兴,2.63,5.199999999999996,涨停,2,0, 09:25:00, 14:55:21,破产重整预期+5G通信技术+汽车零部件,,,,33,002547
002977.SZ,*ST天箭,23.18,4.981884057971022,涨停,3,0, 09:25:00, 09:25:00,商业航天+固态微波前端+摘帽预期,,,,33,002977
603283.SH,赛腾股份,72.86,-10.004940711462444,跌停,0,1,,,, 09:32:41, 13:10:53,存储芯片板块大跌+前期涨幅较大,17,603283
002106.SZ,莱宝高科,16.25,-9.972299168975072,跌停,0,1,,,, 09:31:51, 14:22:45,玻璃基面板仅处于预研阶段+此前涨幅较大+一季报净利下滑,33,002106
002427.SZ,尤夫股份,5.3,9.958506224066381,涨停,1,0, 09:39:27, 09:39:27,涤纶工业丝+海工装备+国企改革,,,,33,002427
000601.SZ,韶能股份,7.08,9.93788819875776,涨停,2,0, 09:31:09, 09:33:39,业绩预增+清洁能源改造+算电协同,,,,33,000601
