name,code,open,涨停价,跌停价
华天酒店,428,3.29,3.6,2.94
三只松鼠,300783,22.94,27.53,18.35
高能环境,603588,7.7,8.42,6.89
联科科技,1207,25.13,27.65,22.63
伟明环保,603568,25.26,27.67,22.64
深振业A,6,9.95,10.85,8.87
广哈通信,300711,22.93,27.61,18.41
爱建集团,600643,5.52,6.03,4.93
恒兴新材,603276,16.56,18.1,14.81
*ST春天,600381,4.38,4.61,4.17
史丹利,2588,9.84,10.88,8.9
豪鹏科技,1283,69.99,76.31,62.43
麦格米特,2851,89.5,98.19,80.33
明阳智能,601615,14.43,15.79,12.92
容知日新,688768,42.92,51.66,34.44
播恩集团,1366,13.3,14.58,11.93
宏德股份,301163,26.69,31.86,21.24
重庆水务,601158,4.43,4.87,3.99
中钢洛耐,688119,5.54,6.65,4.43
天域生物,603717,7.86,8.55,6.99
*ST精伦,600355,2.24,2.33,2.11
人民网,603000,18.86,20.77,16.99
筑博设计,300564,15.68,18.73,12.49
东华科技,2140,11.17,12.28,10.04
*ST大立,2214,0.0,18.75,16.97
*ST沪科,600608,3.38,3.52,3.18
吴通控股,300292,4.46,5.36,3.58
飞天诚信,300386,17.56,21.48,14.32
淮河能源,600575,3.36,3.71,3.03
索菲亚,2572,13.5,14.84,12.14
天润科技,920564,22.59,29.3,15.78
嘉元科技,688388,40.7,48.74,32.5
英搏尔,300681,24.87,29.81,19.87
皖通高速,600012,14.7,16.16,13.22
臻镭科技,688270,121.0,145.2,96.8
浦东金桥,600639,10.22,11.2,9.16
中信出版,300788,27.2,32.59,21.73
凤形股份,2760,21.44,23.67,19.37
苏宁环球,718,2.29,2.5,2.04
骏成科技,301106,29.55,35.41,23.61
深圳瑞捷,300977,17.36,20.45,13.63
博世科,300422,4.57,5.46,3.64
神通科技,605228,14.83,16.28,13.32
舒华体育,605299,11.39,12.53,10.25
润达医疗,603108,14.85,16.3,13.34
南京公用,421,6.84,7.54,6.17
华星创业,300025,5.71,6.85,4.57
多浦乐,301528,67.51,80.89,53.93
浙江医药,600216,13.75,15.11,12.37
华峰超纤,300180,6.84,8.24,5.5
亚光科技,300123,8.01,9.64,6.42
古越龙山,600059,9.19,10.1,8.26
凯伦股份,300715,10.37,12.42,8.28
矽电股份,301629,220.65,259.58,173.06
天际股份,2759,44.86,50.63,41.43
永兴股份,601033,15.03,16.5,13.5
兆讯传媒,301102,10.4,12.48,8.32
安正时尚,603839,8.08,8.91,7.29
科瑞思,301314,41.58,49.99,33.33
岳阳林纸,600963,4.65,5.09,4.17
航天信息,600271,12.09,12.75,10.43
同为股份,2835,16.25,17.86,14.62
中金岭南,60,5.79,6.38,5.22
紫建电子,301121,42.0,47.4,31.6
安徽建工,600502,4.65,5.12,4.19
北部湾港,582,9.31,10.23,8.37
三达膜,688101,16.4,19.56,13.04
洲明科技,300232,7.07,8.44,5.62
海量数据,603138,14.09,15.51,12.69
ST长方,300301,2.36,2.82,1.88
青岛食品,1219,14.12,15.54,12.72
恒银科技,603106,10.51,11.66,9.54
东来技术,688129,0.0,24.07,16.05
五芳斋,603237,16.52,18.19,14.89
海南海药,566,7.26,7.8,6.38
鑫磊股份,301317,31.91,38.36,25.58
棕榈股份,2431,2.39,2.61,2.13
纳百川,301667,81.98,95.5,63.66
丽岛新材,603937,12.02,13.08,10.7
中国长城,66,14.27,15.72,12.86
开立医疗,300633,26.19,31.44,20.96
理工能科,2322,11.91,13.1,10.72
沪硅产业,688126,21.45,25.75,17.17
西部超导,688122,73.5,88.75,59.17
迅安科技,920950,18.08,23.27,12.53
恒锋信息,300605,15.5,18.62,12.42
祥龙电业,600769,11.91,13.13,10.75
*ST四环,518,2.39,2.51,2.27
北矿科技,600980,22.86,25.07,20.51
创业慧康,300451,4.84,5.76,3.84
名臣健康,2919,22.96,25.08,20.52
钱江生化,600796,6.02,6.61,5.41
艾森股份,688720,71.0,83.76,55.84
安克创新,300866,113.45,136.14,90.76
驰宏锌锗,600497,7.28,7.98,6.53
春雪食品,605567,10.96,12.0,9.82
金徽股份,603132,14.55,16.01,13.1
元道通信,301139,18.23,21.85,14.57
浙江建投,2761,8.54,9.35,7.65
腾亚精工,301125,18.36,21.88,14.58
北信源,300352,6.08,7.3,4.86
扬州金泉,603307,38.99,42.89,35.09
星源卓镁,301398,53.83,64.44,42.96
狄耐克,300884,14.69,17.62,11.74
浙江新能,600032,7.4,8.09,6.62
云鼎科技,409,11.04,12.16,9.95
东通退,300379,0.0,1.48,0.98
君亭酒店,301073,25.93,31.02,20.68
国瑞科技,300600,14.76,17.74,11.82
绿田机械,605259,22.16,24.42,19.98
莱伯泰科,688056,33.34,40.01,26.67
利源股份,2501,2.49,2.72,2.22
河钢资源,923,21.1,23.1,18.9
南卫股份,603880,6.2,6.8,5.56
凤凰传媒,601928,10.0,10.96,8.96
利安科技,300784,49.83,59.78,39.86
中安科,600654,3.73,4.11,3.37
远信工业,301053,34.81,42.02,28.02
隆华科技,300263,8.78,10.52,7.02
利亚德,300296,6.3,7.52,5.02
光华股份,1333,21.58,23.46,19.2
雅戈尔,600177,7.56,8.29,6.79
黄山胶囊,2817,7.54,8.29,6.79
安集科技,688019,220.0,259.44,172.96
百川畅银,300614,12.6,15.1,10.06
城市传媒,600229,6.29,6.92,5.66
奇安信,688561,35.3,42.36,28.24
雷柏科技,2577,17.85,19.44,15.9
宁波富邦,600768,13.99,15.28,12.5
国脉科技,2093,11.42,12.55,10.27
云里物里,920374,0.0,31.31,16.87
亚虹医药,688176,11.43,13.7,9.14
ST纳川,300198,2.52,3.05,2.03
栖霞建设,600533,2.55,2.79,2.29
华立科技,301011,25.48,30.59,20.39
博汇科技,688004,23.2,27.54,18.36
中新集团,601512,8.96,9.82,8.04
蔚蓝生物,603739,14.01,15.44,12.64
交大昂立,600530,6.39,7.03,5.75
太极股份,2368,24.33,26.73,21.87
汉仪股份,301270,37.1,44.51,29.67
士兰微,600460,28.21,31.01,25.37
聚星科技,920111,23.16,30.09,16.21
孩子王,301078,10.32,12.35,8.23
*ST凯鑫,300899,32.25,38.7,25.8
建科智能,300823,15.48,18.6,12.4
浙版传媒,601921,7.77,8.54,6.98
安控科技,300370,2.59,3.11,2.07
中国铁物,927,2.59,2.85,2.33
国瓷材料,300285,27.21,32.64,21.76
绿岛风,301043,64.8,77.76,51.84
宏工科技,301662,118.91,143.23,95.49
长江投资,600119,7.8,8.57,7.01
宝丰能源,600989,19.48,21.43,17.53
中信金属,601061,14.23,15.72,12.86
新天地,301277,11.72,14.04,9.36
德冠新材,1378,23.4,25.74,21.06
荣科科技,300290,27.5,32.78,21.86
中信尼雅,600084,5.2,5.73,4.69
北新建材,786,24.79,27.26,22.3
东航物流,601156,18.27,20.1,16.44
恒顺醋业,600305,7.84,8.65,7.07
中钢国际,928,6.56,7.22,5.9
江苏神通,2438,15.7,17.36,14.2
和辉光电,688538,2.64,3.17,2.11
珠江钢琴,2678,5.28,5.82,4.76
必易微,688045,38.96,46.08,30.72
欧晶科技,1269,23.94,26.29,21.51
华丽家族,600503,2.67,2.93,2.39
中来股份,300393,6.8,7.98,5.32
南方传媒,601900,13.38,14.64,11.98
远东股份,600869,7.95,8.79,7.19
星星科技,300256,4.02,4.8,3.2
信息发展,300469,61.0,73.61,49.07
云南旅游,2059,5.37,5.87,4.81
腾景科技,688195,167.0,201.95,134.63
先锋新材,300163,4.02,4.82,3.22
宝莱特,300246,8.04,9.65,6.43
华安鑫创,300928,31.09,37.1,24.74
海洋王,2724,6.76,7.4,6.06
天富龙,603406,40.99,44.44,36.36
悦达投资,600805,5.43,5.93,4.85
中国黄金,600916,8.09,8.9,7.28
设计总院,603357,8.09,8.9,7.28
网达软件,603189,18.88,20.78,17.0
宇瞳光学,300790,29.69,35.63,23.75
中再资环,600217,4.07,4.46,3.65
ST思科瑞,688053,36.6,43.78,29.18
红相股份,300427,11.82,14.59,9.73
亚士创能,603378,6.74,7.44,6.08
吉宏股份,2803,16.25,17.86,14.62
华业香料,300886,25.72,30.86,20.58
中国通号,688009,5.42,6.52,4.34
惠达卫浴,603385,6.79,7.47,6.11
重庆燃气,600917,5.45,6.0,4.91
苏豪弘业,600128,10.95,12.0,9.82
金融街,402,2.75,3.0,2.46
佳电股份,922,13.68,15.03,12.29
中科飞测,688361,157.1,182.26,121.5
哈铁科技,688459,9.58,11.5,7.66
悍高集团,1221,57.55,63.24,51.74
聚赛龙,301131,47.99,57.5,38.34
新安洁,920370,4.12,5.34,2.88
复旦张江,688505,8.23,9.89,6.59
通用电梯,300931,11.15,13.19,8.79
启迪设计,300500,13.77,16.5,11.0
青岛港,601298,8.29,9.11,7.45
友阿股份,2277,7.08,7.6,6.22
津膜科技,300334,6.95,8.29,5.53
博迈科,603727,13.85,15.27,12.49
百傲化学,603360,31.82,35.19,28.79
维业股份,300621,8.37,10.02,6.68
蓝宇股份,301585,30.68,36.84,24.56
安邦护卫,603373,37.57,41.46,33.92
华发股份,600325,4.21,4.61,3.77
*ST摩登,2656,2.8,2.94,2.66
海川智能,300720,33.4,40.38,26.92
雪天盐业,600929,5.62,6.17,5.05
一致魔芋,920273,32.26,41.93,22.59
恒太照明,920339,9.85,12.77,6.89
海正生材,688203,12.66,15.23,10.15
立新能源,1258,7.07,7.77,6.35
南山控股,2314,2.85,3.11,2.55
浙数文化,600633,12.83,14.05,11.49
光大嘉宝,600622,2.86,3.12,2.56
蓝盾光电,300862,22.73,27.26,18.18
立高食品,300973,42.62,51.24,34.16
ST景谷,600265,0.0,20.95,18.95
新风光,688663,38.59,46.2,30.8
建研院,603183,4.28,4.71,3.85
六九一二,301592,121.43,145.62,97.08
山东出版,601019,8.58,9.44,7.72
金山办公,688111,305.87,365.93,243.95
ST炼石,697,8.6,9.02,8.16
中船特气,688146,40.25,48.14,32.1
中国移动,600941,100.35,110.39,90.32
银龙股份,603969,10.04,11.04,9.04
通达创智,1368,24.49,26.85,21.97
三超新材,300554,23.18,27.64,18.42
新经典,603096,17.31,19.03,15.57
三鑫医疗,300453,8.67,10.39,6.93
海安集团,1233,59.47,65.18,53.33
牧高笛,603908,23.16,25.51,20.87
福田汽车,600166,2.91,3.19,2.61
东宝生物,300239,5.98,6.98,4.66
新大洲A,571,5.85,6.4,5.24
旭光电子,600353,16.07,17.61,14.41
青云科技,688316,59.85,71.71,47.81
博深股份,2282,7.28,8.03,6.57
中金辐照,300962,16.11,19.34,12.9
麦加芯彩,603062,46.61,51.65,42.26
常山药业,300255,62.4,74.02,49.34
西域旅游,300859,36.78,44.06,29.38
*ST天择,603721,0.0,20.06,18.15
国林科技,300786,16.26,19.42,12.94
科创信息,300730,13.25,15.95,10.63
工大科雅,301197,20.61,24.84,16.56
银河微电,688689,28.48,33.83,22.55
标准股份,600302,10.4,11.46,9.38
航天彩虹,2389,23.61,26.2,21.44
长青科技,1324,17.97,19.71,16.13
康芝药业,300086,12.19,14.34,9.56
中密控股,300470,37.2,44.82,29.88
湖南天雁,600698,8.99,9.88,8.08
东南网架,2135,4.54,4.96,4.06
长信科技,300088,6.05,7.22,4.82
上海谊众,688091,46.31,56.03,37.35
远光软件,2063,6.03,6.63,5.43
兴欣新材,1358,25.83,28.2,23.08
光力科技,300480,16.99,19.92,13.28
国检集团,603060,6.06,6.64,5.44
广深铁路,601333,3.03,3.32,2.72
华设集团,603018,7.56,8.32,6.8
东华软件,2065,9.12,10.0,8.18
康比特,920429,15.37,19.69,10.61
益盛药业,2566,7.6,8.34,6.82
毕得医药,688073,60.65,72.78,48.52
西力科技,688616,12.2,14.58,9.72
亚邦股份,603188,4.55,5.02,4.1
哈尔斯,2615,7.62,8.38,6.86
宇新股份,2986,10.7,11.76,9.62
微芯生物,688321,28.99,34.84,23.22
天沃科技,2564,7.65,8.42,6.89
建设银行,601939,9.22,10.14,8.3
大地海洋,301068,26.16,31.38,20.92
万科A,2,4.66,5.08,4.16
嘉麟杰,2486,3.1,3.4,2.78
富乐德,301297,35.97,42.68,28.46
鼎龙科技,603004,23.39,25.65,20.99
深赛格,58,9.35,10.27,8.41
太阳纸业,2078,15.7,17.22,14.09
鸿泉技术,688288,26.63,31.97,21.31
三一重能,688349,25.12,30.14,20.1
泰坦科技,688133,22.05,26.4,17.6
黄山谷捷,301581,47.44,56.58,37.72
复洁科技,688335,26.78,32.15,21.43
商络电子,300975,13.1,15.13,10.09
海利尔,603639,12.63,13.88,11.36
南新制药,688189,7.93,9.5,6.34
同力股份,920599,20.67,26.78,14.42
美之高,920765,20.8,26.8,14.44
辽港股份,601880,1.59,1.75,1.43
ST远智,2689,3.25,3.35,3.03
安恒信息,688023,51.08,61.31,40.87
辰奕智能,301578,33.55,40.28,26.86
广脉科技,920924,20.9,27.04,14.56
仙鹤股份,603733,23.94,26.42,21.62
迪瑞医疗,300396,12.89,15.38,10.26
江山欧派,603208,14.5,15.91,13.01
万丰股份,603172,17.69,19.46,15.92
ST天圣,2872,4.87,5.07,4.59
柳药集团,603368,17.74,19.48,15.94
九州一轨,688485,17.62,21.28,14.18
建研设计,301167,16.1,19.38,12.92
华映科技,536,4.85,5.34,4.37
三态股份,301558,8.13,9.72,6.48
南天信息,948,17.72,19.62,16.06
张小泉,301055,19.49,23.39,15.59
三联锻造,1282,21.35,23.31,19.07
秋田微,300939,34.58,41.12,27.42
亚普股份,603013,24.75,26.97,22.07
芯导科技,688230,72.04,86.45,57.63
先锋精科,688605,64.53,76.64,51.1
联合动力,301656,26.48,31.54,21.02
旭杰科技,920149,11.58,14.95,8.05
藏格矿业,408,83.8,92.28,75.5
捷昌驱动,603583,37.95,41.62,34.06
齐峰新材,2521,8.27,9.1,7.44
昭衍新药,603127,34.8,38.28,31.32
明阳电路,300739,18.31,21.92,14.62
三力制药,603439,11.65,12.79,10.47
万憬能源,2700,6.72,7.34,6.0
中材节能,603126,6.68,7.35,6.01
真视通,2771,15.06,16.54,13.54
今天国际,300532,11.7,14.05,9.37
创维数字,810,11.75,12.88,10.54
振华科技,733,51.9,57.31,46.89
国星光电,2449,8.45,9.25,7.57
长虹华意,404,6.74,7.4,6.06
禾盛新材,2290,44.99,49.97,40.89
东方电子,682,11.81,12.97,10.61
中利集团,2309,3.37,3.71,3.03
*ST节能,820,3.37,3.54,3.2
泰慕士,1234,27.3,29.66,24.26
富邦科技,300387,8.48,10.15,6.77
珠免集团,600185,6.79,7.45,6.09
恒为科技,603496,27.12,29.83,24.41
九州通,600998,5.09,5.6,4.58
张裕A,869,20.51,22.51,18.41
天府文旅,558,5.13,5.63,4.61
出版传媒,601999,6.83,7.51,6.15
桂发祥,2820,12.02,13.18,10.78
光格科技,688450,0.0,32.9,21.94
森泰股份,301429,18.88,22.67,15.11
艾为电子,688798,76.05,90.8,60.54
中材国际,600970,10.3,11.36,9.3
九阳股份,2242,10.45,11.42,9.34
长城汽车,601633,22.6,24.75,20.25
洪田股份,603800,48.2,53.34,43.64
电科数字,600850,29.44,32.42,26.52
深圳机场,89,6.95,7.65,6.26
岱美股份,603730,8.72,9.58,7.84
嘉欣丝绸,2404,6.96,7.67,6.27
汇顶科技,603160,78.56,86.41,70.7
睿昂基因,688217,26.5,31.44,20.96
广济药业,952,7.05,7.69,6.29
美丽生态,10,3.52,3.86,3.16
雅化集团,2497,25.03,27.07,22.15
节能铁汉,300197,1.76,2.11,1.41
国邦医药,605507,24.66,27.13,22.19
路斯股份,920419,16.01,20.67,11.13
汇宇制药,688553,0.0,21.23,14.15
贝仕达克,300822,16.01,19.16,12.78
宝立食品,603170,14.2,15.62,12.78
欣灵电气,301388,30.28,36.25,24.17
光环新网,300383,12.42,14.93,9.95
当虹科技,688039,44.41,53.4,35.6
东箭科技,300978,12.58,14.96,9.98
西部牧业,300106,10.72,12.83,8.55
水晶光电,2273,25.25,27.48,22.48
速达股份,1277,39.2,43.21,35.35
中视传媒,600088,16.01,17.7,14.48
龙腾光电,688055,3.58,4.3,2.86
恒宝股份,2104,21.01,23.64,19.34
佳发教育,300559,12.78,15.05,10.03
锐科激光,300747,26.91,32.26,21.5
夜光明,920527,18.0,23.41,12.61
泰恩康,301263,28.87,34.6,23.06
宇邦新材,301266,36.24,43.38,28.92
光线传媒,300251,16.2,19.55,13.03
歌华有线,600037,7.28,7.99,6.53
远望谷,2161,7.28,8.0,6.54
电子城,600658,5.48,6.01,4.91
迈拓股份,301006,16.38,19.68,13.12
奥福科技,688021,18.41,21.9,14.6
普联软件,300996,16.39,19.74,13.16
起帆电缆,605222,18.12,20.12,16.46
协和电子,605258,31.06,34.21,27.99
*ST宝鹰,2047,3.69,3.84,3.48
阳普医疗,300030,7.33,8.78,5.86
安通控股,600179,5.51,6.04,4.94
中重科技,603135,9.15,10.08,8.24
天健集团,90,3.71,4.05,3.31
中泰股份,300435,22.15,26.52,17.68
荣昌生物,688331,77.35,92.84,61.9
东软载波,300183,14.99,17.7,11.8
成飞集成,2190,36.7,40.57,33.19
屹通新材,300930,29.42,35.45,23.63
宝钢股份,600019,7.41,8.15,6.67
镇洋发展,603213,13.07,14.37,11.75
雪龙集团,603949,18.71,20.54,16.8
博亚精工,300971,24.41,29.2,19.46
古麒绒材,1390,24.35,26.76,21.9
泰豪科技,600590,9.4,10.3,8.42
瑜欣电子,301107,28.27,33.71,22.47
黄山旅游,600054,11.28,12.39,10.13
博众精工,688097,38.4,45.06,30.04
我武生物,300357,28.19,33.84,22.56
通宝能源,600780,5.66,6.22,5.09
广合科技,1389,81.49,89.32,73.08
茂莱光学,688502,396.0,476.34,317.56
惠而浦,600983,9.48,10.46,8.56
矩子科技,300802,19.07,22.85,15.23
轻纺城,600790,3.82,4.19,3.43
绿的谐波,688017,191.07,229.32,152.88
中科信息,300678,30.6,36.72,24.48
天宜新材,688033,7.68,9.19,6.13
长华集团,605018,11.53,12.67,10.37
华亚智能,3043,46.14,50.74,41.52
山东黄金,600547,38.3,42.36,34.66
新华百货,600785,13.65,14.83,12.13
华测检测,300012,13.52,16.18,10.78
爱慕股份,603511,15.41,16.95,13.87
天地科技,600582,5.79,6.38,5.22
哈空调,600202,5.83,6.42,5.26
汉马科技,600375,5.88,6.44,5.27
天保基建,965,3.92,4.29,3.51
千禾味业,603027,9.8,10.76,8.8
江苏新能,603693,11.8,12.98,10.62
永艺股份,603600,11.73,12.99,10.63
思看科技,688583,0.0,111.26,74.18
中毅达,600610,9.9,10.87,8.89
智信精密,301512,43.51,52.22,34.82
久盛电气,301082,17.84,21.37,14.25
小商品城,600415,15.85,17.46,14.28
华远控股,600743,2.0,2.19,1.79
美邦股份,605033,20.1,21.98,17.98
华达新材,605158,8.03,8.8,7.2
翔腾新材,1373,32.13,35.33,28.91
国网信通,600131,16.06,17.67,14.45
中集集团,39,10.04,11.04,9.04
宁沪高速,600377,12.05,13.26,10.85
一拖股份,601038,14.12,15.51,12.69
三联虹普,300384,16.18,19.4,12.94
日海智能,2313,10.15,11.15,9.13
贝因美,2570,6.1,6.7,5.48
中胤时尚,300901,16.15,19.5,13.0
锌业股份,751,4.06,4.48,3.66
天玛智控,688570,18.4,22.0,14.66
*ST观典,688287,6.15,7.33,4.89
捷荣技术,2855,16.39,17.93,14.67
南京聚隆,300644,36.7,44.08,29.38
圆通速递,600233,16.33,17.97,14.71
思进智能,3025,14.36,15.73,12.87
泽璟制药,688266,92.24,110.7,73.8
山大电力,301609,41.37,49.49,32.99
精工钢构,600496,4.13,4.54,3.72
云赛智联,600602,18.51,20.46,16.74
万隆光电,300710,30.38,37.2,24.8
雪峰科技,603227,8.28,9.11,7.45
安博通,688168,75.23,89.76,59.84
彩蝶实业,603073,18.89,20.57,16.83
博晖创新,300318,6.26,7.49,4.99
基蛋生物,603387,8.33,9.16,7.5
昆药集团,600422,12.55,13.75,11.25
鲁阳节能,2088,10.5,11.46,9.38
新开源,300109,16.8,20.05,13.37
华鹏飞,300350,6.26,7.54,5.02
马钢股份,600808,4.2,4.62,3.78
ST福能,300173,4.27,5.05,3.37
老凤祥,600612,44.2,48.69,39.83
富信科技,688662,52.71,61.21,40.81
肯特催化,603120,38.32,42.15,34.49
中航高科,600862,23.41,25.87,21.17
中国出版,601949,6.41,7.06,5.78
生物股份,600201,15.0,16.5,13.5
三维股份,603033,10.74,11.84,9.68
英可瑞,300713,17.29,20.66,13.78
森霸传感,300701,12.98,15.53,10.35
万集科技,300552,30.28,36.26,24.18
拓日新能,2218,4.35,4.75,3.89
南京高科,600064,8.67,9.5,7.78
雅艺科技,301113,23.78,28.57,19.05
金宏气体,688106,19.63,23.4,15.6
西昌电力,600505,13.01,14.31,11.71
亚世光电,2952,19.7,21.51,17.6
中体产业,600158,8.69,9.56,7.82
民爆光电,301362,41.8,49.68,33.12
润丰股份,301035,67.65,81.24,54.16
新集能源,601918,6.58,7.24,5.92
金隅冀东,401,4.4,4.83,3.95
前进科技,920679,19.99,25.81,13.91
聚灿光电,300708,8.85,10.61,7.07
和元生物,688238,6.62,7.96,5.3
富森美,2818,11.07,12.17,9.95
鸿特科技,300176,6.65,7.97,5.31
盐田港,88,4.43,4.87,3.99
近岸蛋白,688137,40.74,47.84,31.9
航天动力,600343,47.9,53.63,43.88
艾芬达,301575,51.33,61.19,40.79
恒邦股份,2237,13.35,14.7,12.02
佳士科技,300193,8.96,10.69,7.13
雅本化学,300261,6.74,8.04,5.36
燕京啤酒,729,11.22,12.3,10.06
恒力石化,600346,22.42,24.67,20.19
罗牛山,735,9.04,9.9,8.1
凯因科技,688687,24.8,29.77,19.85
炬申股份,1202,0.0,17.37,14.21
中工国际,2051,9.03,9.93,8.13
苏能股份,600925,4.51,4.97,4.07
奇精机械,603677,18.09,19.91,16.29
ST香雪,300147,9.08,10.87,7.25
中远海科,2401,15.86,17.45,14.27
津滨发展,897,2.27,2.5,2.04
丰山集团,603810,15.82,17.49,14.31
国机通用,600444,18.26,20.08,16.43
三星医疗,601567,22.9,25.21,20.63
邦彦技术,688132,18.34,22.01,14.67
回盛生物,300871,21.01,24.77,16.51
华平股份,300074,4.59,5.51,3.67
科净源,301372,25.35,30.3,20.2
冠农股份,600251,9.19,10.11,8.27
联德股份,605060,37.36,40.48,33.12
广日股份,600894,9.32,10.13,8.29
金杯汽车,600609,4.6,5.07,4.15
迪普科技,300768,18.47,22.14,14.76
常青股份,603768,11.7,12.71,10.4
灿瑞科技,688061,32.46,38.96,25.98
龙净环保,600388,16.29,17.86,14.62
德尔玛,301332,9.33,11.16,7.44
利君股份,2651,11.66,12.8,10.48
三一重工,600031,21.11,23.14,18.94
纳睿雷达,688522,39.9,47.71,31.81
中国能建,601868,2.35,2.57,2.11
申科股份,2633,16.38,18.02,14.74
必得科技,605298,39.4,43.78,35.82
凯华材料,920526,23.38,30.44,16.4
亚联发展,2316,4.73,5.18,4.24
白云机场,600004,9.41,10.36,8.48
星球石墨,688633,0.0,28.3,18.86
京新药业,2020,18.89,20.79,17.01
华信新材,300717,18.92,22.75,15.17
海力风电,301155,80.69,96.71,64.47
热景生物,688068,163.42,193.58,129.06
永泰运,1228,26.15,28.74,23.52
大位科技,600589,7.15,7.84,6.42
东南电子,301359,19.02,22.85,15.23
福耀玻璃,600660,64.44,70.95,58.05
罗欣药业,2793,4.78,5.26,4.3
东方精工,2611,19.15,21.05,17.23
厦门钨业,600549,40.7,44.98,36.8
老板电器,2508,19.26,21.2,17.34
上海建科,603153,16.9,18.62,15.24
众兴菌业,2772,14.7,15.98,13.08
芭田股份,2170,12.14,13.34,10.92
飞鹿股份,300665,9.77,11.66,7.78
实丰文化,2862,19.61,21.4,17.51
华塑股份,600935,2.44,2.68,2.2
富春环保,2479,4.9,5.37,4.39
有友食品,603697,12.2,13.42,10.98
*ST汇科,300561,14.59,17.58,11.72
华新建材,600801,24.47,26.88,22.0
康力源,301287,41.56,49.86,33.24
南京港,2040,9.81,10.79,8.83
光威复材,300699,38.93,47.16,31.44
大宏立,300865,27.06,32.54,21.7
同兴科技,3027,22.18,24.43,19.99
神农种业,300189,7.54,8.89,5.93
均瑶健康,605388,7.43,8.15,6.67
浦发银行,600000,12.35,13.63,11.15
华锋股份,2806,12.46,13.65,11.17
供销大集,564,2.5,2.74,2.24
成电光信,920008,29.95,38.92,20.96
智动力,300686,15.02,18.0,12.0
科捷智能,688455,20.0,24.01,16.01
宁波联合,600051,7.52,8.26,6.76
柳钢股份,601003,5.03,5.51,4.51
中远海发,601866,2.51,2.76,2.26
先导基电,600641,17.71,19.33,15.81
霍普股份,301024,34.9,42.28,28.18
盛屯矿业,600711,15.07,16.61,13.59
诺瓦星云,301589,164.09,196.68,131.12
艾可蓝,300816,48.59,57.55,38.37
金牌家居,603180,20.35,22.34,18.28
中国联通,600050,5.08,5.6,4.58
数字政通,300075,15.3,18.34,12.22
司南导航,688592,40.94,49.13,32.75
安旭生物,688075,38.83,46.22,30.82
丽尚国潮,600738,5.15,5.65,4.63
中船防务,600685,28.31,31.17,25.51
三元股份,600429,5.17,5.68,4.64
锦盛新材,300849,15.6,18.68,12.46
国信证券,2736,13.08,14.38,11.76
陆家嘴,600663,7.91,8.67,7.09
远东传动,2406,7.94,8.7,7.12
日月股份,603218,13.19,14.52,11.88
上海建工,600170,2.65,2.9,2.38
兰石重装,603169,10.55,11.68,9.56
拱东医疗,605369,18.48,20.45,16.73
万丰奥威,2085,15.97,17.55,14.36
招商积余,1914,10.72,11.7,9.58
东方材料,603110,16.1,17.6,14.4
上海环境,601200,8.02,8.82,7.22
新华文轩,601811,13.37,14.71,12.03
博闻科技,600883,8.01,8.83,7.23
音飞储存,603066,10.71,11.78,9.64
ST应急,300527,8.03,9.65,6.43
耀皮玻璃,600819,8.05,8.86,7.25
上港集团,600018,5.4,5.94,4.86
甘源食品,2991,56.7,62.37,51.03
信测标准,300938,32.3,38.98,25.98
东方雨虹,2271,13.61,14.89,12.19
富煌钢构,2743,5.43,5.96,4.88
奥赛康,2755,16.29,17.9,14.64
东方证券,600958,10.86,11.95,9.77
田中精机,300461,19.03,22.81,15.21
广信材料,300537,21.8,26.1,17.4
恒鑫生活,301501,43.6,52.2,34.8
倍加洁,603059,30.03,32.97,26.97
澳柯玛,600336,8.18,9.01,7.37
中恒集团,600252,2.74,3.0,2.46
通化金马,766,27.39,30.13,24.65
君逸数码,301172,21.96,26.32,17.54
瑞贝卡,600439,2.75,3.04,2.48
东方环宇,603706,19.43,21.26,17.4
朗科智能,300543,11.04,13.3,8.86
零点有数,301169,49.91,59.9,39.94
物产中大,600704,5.55,6.11,5.0
醋化股份,603968,11.11,12.24,10.02
中裕科技,920694,19.58,25.32,13.64
奥雅股份,300949,39.07,46.87,31.25
冠石科技,605588,50.33,55.34,45.28
华菱钢铁,932,5.59,6.16,5.04
迪生力,603335,5.6,6.17,5.05
凯尔达,688255,36.88,43.8,29.2
吉林高速,601518,2.81,3.09,2.53
浙江众成,2522,5.61,6.18,5.06
万达电影,2739,11.25,12.41,10.15
瑞联新材,688550,45.09,54.18,36.12
彩虹集团,3023,22.57,24.84,20.32
地铁设计,3013,14.12,15.53,12.71
通裕重工,300185,2.85,3.4,2.26
金运激光,300220,14.43,17.16,11.44
日联科技,688531,66.69,78.96,52.64
佛慈制药,2644,8.61,9.47,7.75
祖名股份,3030,20.05,22.13,18.11
中国稀土,831,46.27,50.91,41.65
振东制药,300158,5.79,6.95,4.63
银星能源,862,5.82,6.4,5.24
电科芯片,600877,17.44,19.24,15.74
海阳科技,603382,32.05,35.34,28.92
深高速,600548,8.79,9.65,7.89
煌上煌,2695,11.7,12.87,10.53
大唐药业,920433,0.0,7.6,4.1
爱科赛博,688719,43.8,52.8,35.2
精研科技,300709,47.68,56.4,37.6
ST金鸿,669,2.93,3.09,2.79
双环传动,2472,48.0,51.98,42.53
华友钴业,603799,68.64,74.83,61.23
海南矿业,601969,12.0,13.02,10.66
金河生物,2688,5.96,6.52,5.34
