name,code,open,涨停价,跌停价
蘅东光,920045,350.0,-1.0,-1.0
新广益,301687,65.0,-1.0,-1.0
天铭科技,920270,21.51,25.68,13.84
立方控股,920130,22.45,30.13,16.23
久之洋,300516,68.01,80.7,53.8
蓝色光标,300058,9.76,11.52,7.68
挖金客,301380,31.6,37.8,25.2
中科江南,301153,20.61,24.72,16.48
万事利,301066,16.56,19.69,13.13
飞沃科技,301232,147.0,171.36,114.24
信维通信,300136,55.4,63.6,42.4
乾照光电,300102,24.22,28.57,19.05
航天环宇,688523,49.29,58.62,39.08
太力科技,301595,43.53,51.42,34.28
富吉瑞,688272,28.55,34.26,22.84
强一股份,688809,240.0,-1.0,-1.0
国博电子,688375,83.18,99.72,66.48
延江股份,300658,13.25,15.92,10.62
爱乐达,300696,28.87,34.31,22.87
金橙子,688291,39.0,45.94,30.62
中科星图,688568,53.23,63.74,42.5
星环科技,688031,97.61,117.05,78.03
福石控股,300071,5.8,7.08,4.72
广联航空,300900,36.7,42.38,28.26
金沃股份,300984,77.1,92.18,61.46
易点天下,301171,36.49,44.09,29.39
雷神科技,920190,26.5,33.03,17.79
御银股份,2177,8.4,9.41,7.7
泰尔股份,2347,11.96,12.38,10.13
合肥城建,2208,12.38,12.38,10.13
天创时尚,603608,10.3,10.3,8.42
百达精工,603331,12.98,14.25,11.66
德生科技,2908,9.59,10.53,8.61
顺灏股份,2565,17.45,18.33,14.99
申达股份,600626,4.38,4.83,3.95
美能能源,1299,14.0,14.71,12.03
乐凯胶片,600135,9.4,10.32,8.44
中创物流,603967,12.68,13.73,11.23
顺控发展,3039,14.55,15.93,13.03
烽火通信,600498,29.89,32.08,26.24
农心科技,1231,22.76,24.94,20.4
星德胜,603344,33.98,37.36,30.56
联翔股份,603272,18.28,20.11,16.45
巴比食品,605338,29.5,31.32,25.62
航天电子,600879,19.37,21.32,17.44
友邦吊顶,2718,35.94,35.94,29.4
鲁信创投,600783,23.66,24.73,20.23
飞亚达,26,14.99,16.38,13.4
大业股份,603278,17.03,17.04,13.94
中国卫通,601698,32.24,35.73,29.23
王子新材,2735,16.15,18.03,14.75
航天晨光,600501,27.66,30.13,24.65
宏英智能,1266,37.13,39.37,32.21
北斗星通,2151,40.33,45.43,37.17
中天火箭,3009,70.98,78.54,64.26
云中马,603130,51.49,56.65,46.35
索菱股份,2766,5.67,6.05,4.95
南兴股份,2757,17.61,19.47,15.93
中国卫星,600118,88.0,94.95,77.69
五洲新春,603667,69.98,69.98,57.26
长江通信,600345,31.9,34.66,28.36
航天发展,547,30.89,33.01,27.01
掌阅科技,603533,20.15,22.12,18.1
联创光电,600363,57.32,63.06,51.6
众望布艺,605003,31.61,35.55,29.09
锋龙股份,2931,31.7,31.7,25.94
上峰水泥,672,12.98,12.99,10.63
雷科防务,2413,12.01,12.55,10.27
航发科技,600391,33.5,37.1,30.36
华建集团,600629,19.8,21.7,17.76
养元饮品,603156,27.5,28.75,23.53
城建发展,600266,4.63,5.07,4.15
和展能源,809,3.31,3.64,2.98
神剑股份,2361,12.61,14.34,11.74
金新农,2548,5.61,6.08,4.98
凯文教育,2659,5.61,5.86,4.8
利欧股份,2131,5.12,5.64,4.62
棒杰股份,2634,5.14,5.65,4.63
万向钱潮,559,16.59,17.26,14.12
水羊股份,300740,21.88,26.11,17.41
高凌信息,688175,29.41,35.29,23.53
铂力特,688333,102.0,122.4,81.6
江西铜业,600362,50.25,55.28,45.23
金道科技,301279,31.66,38.0,25.34
海昌新材,300885,32.16,37.18,24.78
真爱美家,3041,49.6,54.82,44.86
志特新材,300986,10.3,12.31,8.21
安居宝,300155,6.03,7.24,4.82
正元地信,688509,5.06,6.05,4.03
利柏特,605167,15.12,16.61,13.59
雷尔伟,301016,20.76,24.91,16.61
华瑞股份,300626,14.89,17.57,11.71
安联锐视,301042,82.5,97.19,64.79
辰光医疗,920300,14.2,18.39,9.91
佳创视讯,300264,6.18,7.42,4.94
崧盛股份,301002,33.42,40.26,26.84
雄塑科技,300599,7.52,9.01,6.01
蜀道装备,300540,18.7,22.14,14.76
金卡智能,300349,14.71,17.33,11.55
新日股份,603787,12.99,14.29,11.69
宣亚国际,300612,16.72,19.75,13.17
信科移动,688387,11.95,14.32,9.54
喜悦智行,301198,11.62,13.94,9.3
唯特偶,301319,51.32,61.56,41.04
国晟科技,603778,16.8,17.95,14.69
合合信息,688615,208.0,253.24,168.82
明德生物,2932,18.5,19.6,16.04
上海瀚讯,300762,38.75,46.5,31.0
通宇通讯,2792,39.72,43.67,35.73
金富科技,3018,16.44,17.82,14.58
协创数据,300857,156.02,188.27,125.51
卡莱特,301391,79.15,94.7,63.14
湘电股份,600416,14.69,16.15,13.21
朗博科技,603655,38.83,42.79,35.01
广东宏大,2683,45.05,48.94,40.04
博苑股份,301617,72.8,86.88,57.92
GQY视讯,300076,7.74,9.28,6.18
恒基达鑫,2492,8.16,8.95,7.33
上纬新材,688585,118.0,142.4,94.94
朗迪集团,603726,23.93,24.81,20.3
精测电子,300567,90.1,101.99,67.99
卓越新能,688196,55.5,65.87,43.91
盛洋科技,603703,13.77,14.95,12.23
汉得信息,300170,17.86,21.17,14.11
迈为股份,300751,192.0,230.52,153.68
巨力索具,2342,8.59,9.44,7.72
科森科技,603626,20.47,21.48,17.58
吉祥航空,603885,13.87,15.27,12.49
海南发展,2163,22.66,24.48,20.03
飞科电器,603868,40.38,44.44,36.36
致远互联,688369,23.82,28.49,18.99
拉卡拉,300773,26.53,31.92,21.28
值得买,300785,41.08,49.15,32.77
纽泰格,301229,23.1,25.45,16.97
中英科技,300936,36.47,43.75,29.17
华丰股份,605100,42.1,46.26,37.85
光庭信息,301221,52.61,63.12,42.08
嘉曼服饰,301276,28.43,33.66,22.44
嘉美包装,2969,13.04,13.04,10.67
兆丰股份,300695,98.5,112.43,74.95
中超控股,2471,7.31,8.26,6.76
光云科技,688365,15.83,18.98,12.66
张江高科,600895,41.27,45.29,37.05
耐普矿机,300818,35.86,42.65,28.43
浩瀚深度,688292,27.08,32.69,21.79
宝胜股份,600973,6.84,7.55,6.17
正强股份,301119,50.0,59.42,39.62
银邦股份,300337,14.67,17.5,11.66
卓易信息,688258,72.1,86.38,57.58
金通灵,300091,3.0,3.59,2.39
安达智能,688125,126.72,152.39,101.59
燕东微,688172,28.58,32.66,21.78
恒勃股份,301225,149.07,186.85,124.57
宝钛股份,600456,36.86,40.84,33.42
西测测试,301306,107.16,129.17,86.11
联盛化学,301212,28.24,33.84,22.56
普瑞眼科,301239,30.96,37.15,24.77
胜业电气,920128,26.28,34.16,18.4
郴电国际,600969,9.7,10.6,8.68
数字人,920670,15.74,20.63,11.11
凯撒旅业,796,6.86,7.47,6.11
德迈仕,301007,38.9,45.86,30.58
光明地产,600708,3.7,4.04,3.3
科翔股份,300903,18.56,21.84,14.56
圣达生物,603079,16.72,18.39,15.05
比依股份,603215,22.0,22.88,18.72
宇晶股份,2943,39.23,41.12,33.64
陕西华达,301517,65.6,78.72,52.48
百川能源,600681,4.15,4.49,3.67
东方钽业,962,31.18,34.35,28.11
新光光电,688011,60.15,72.37,48.25
超捷股份,301005,148.88,176.04,117.36
西部材料,2149,43.71,47.3,38.7
中国东航,600115,5.67,6.24,5.1
伟隆股份,2871,17.0,18.71,15.31
航天科技,901,26.59,29.6,24.22
华新环保,301265,13.3,15.78,10.52
福赛科技,301529,111.52,128.35,85.57
星辰科技,920885,22.35,28.84,15.54
长亮科技,300348,14.79,17.58,11.72
至纯科技,603690,30.3,32.75,26.79
金陵药业,919,7.57,8.28,6.78
冠中生态,300948,20.51,24.66,16.44
世纪天鸿,300654,9.78,11.27,7.51
沧州大化,600230,14.35,15.91,13.01
云南锗业,2428,30.3,33.1,27.08
云南铜业,878,19.49,21.38,17.5
中科通达,688038,16.68,20.1,13.4
贝隆精密,301567,44.89,53.51,35.67
天力复合,920576,66.4,87.1,46.9
方正阀门,920082,0.0,22.17,11.95
天下秀,600556,5.73,6.34,5.18
首都在线,300846,22.08,26.0,17.34
三花智控,2050,54.18,57.75,47.25
大唐电信,600198,9.12,10.08,8.24
杭萧钢构,600477,2.84,3.1,2.54
润贝航科,1316,37.5,41.24,33.74
航天工程,603698,37.54,40.48,33.12
ST赛为,300044,3.82,4.55,3.03
七一二,603712,19.78,21.7,17.76
碧兴物联,688671,23.69,28.24,18.82
苏州科达,603660,10.72,11.53,9.43
青岛金王,2094,7.51,8.0,6.54
天津普林,2134,25.55,28.01,22.91
如通股份,603036,20.36,22.34,18.28
佳缘科技,301117,50.91,60.73,40.49
唐源电气,300789,22.0,26.23,17.49
新黄浦,600638,6.2,6.77,5.54
奥翔药业,603229,9.52,10.37,8.49
大湖股份,600257,6.0,6.57,5.37
中简科技,300777,38.74,46.55,31.03
长龄液压,605389,73.79,81.58,66.74
莱斯信息,688631,64.7,77.68,51.78
*ST辉丰,2496,1.74,1.84,1.66
星图测控,920116,79.56,104.5,56.28
峰岹科技,688279,194.76,232.44,154.96
*ST东易,2713,8.98,8.98,8.12
*ST高斯,2848,8.55,8.98,8.12
华光源海,920351,22.59,28.75,15.49
*ST铖昌,1270,89.03,91.67,82.94
因赛集团,300781,33.11,39.76,26.5
*ST步森,2569,11.91,12.45,11.27
开尔新材,300234,5.24,6.29,4.19
*ST万方,638,4.49,4.68,4.24
美登科技,920227,57.12,74.21,39.97
海伦哲,300201,6.55,7.81,5.21
粤桂股份,833,18.7,20.41,16.7
沃格光电,603773,33.73,37.1,30.36
华兰股份,301093,49.3,58.46,38.98
中文在线,300364,24.0,28.75,19.17
瑞立科密,1285,55.83,61.18,50.06
航天长峰,600855,19.82,22.08,18.06
中国中免,601888,90.57,99.23,81.19
三祥科技,920195,20.95,27.23,14.67
电气风电,688660,16.22,19.48,12.98
创益通,300991,40.3,48.31,32.21
博睿数据,688229,60.0,71.8,47.86
友升股份,603418,57.5,63.54,51.98
杭州柯林,688611,48.89,58.26,38.84
华灿光电,300323,7.8,9.14,6.1
省广集团,2400,8.45,9.32,7.62
赛福天,603028,8.96,9.79,8.01
久其软件,2279,7.65,8.39,6.87
新劲刚,300629,22.58,27.25,18.17
南风股份,300004,11.68,14.04,9.36
广和通,300638,28.45,33.97,22.65
天奥电子,2935,21.19,23.49,19.22
台华新材,603055,9.05,9.92,8.12
民士达,920394,39.4,50.83,27.37
王府井,600859,14.93,16.32,13.36
天银机电,300342,32.0,37.99,25.33
火星人,300894,11.29,13.52,9.02
汇隆新材,301057,34.53,41.44,27.62
泰胜风能,300129,9.99,12.0,8.0
德众汽车,920030,6.65,8.51,4.59
恒工精密,301261,98.1,117.71,78.47
能科科技,603859,40.8,44.23,36.19
南方航空,600029,7.65,8.43,6.89
朗姿股份,2612,19.68,21.51,17.6
酷特智能,300840,18.59,23.47,15.65
康力电梯,2367,7.98,8.48,6.94
佳力奇,301586,47.85,57.6,38.4
思创医惠,300078,4.29,5.09,3.39
*ST声迅,3004,21.7,22.51,20.37
翔楼新材,301160,68.53,82.57,55.05
步科股份,688160,149.93,175.19,116.79
再升科技,603601,11.89,13.13,10.75
上工申贝,600843,11.99,13.21,10.81
视觉中国,681,23.0,25.09,20.53
*ST正平,603843,5.48,5.75,5.21
凤凰光学,600071,20.65,22.66,18.54
森鹰窗业,301227,50.4,60.97,40.65
航天宏图,688066,31.01,37.45,24.97
江顺科技,1400,73.22,81.99,67.09
思美传媒,2712,5.37,5.86,4.8
国科天成,301571,55.56,66.36,44.24
福光股份,688010,29.84,35.81,23.87
天龙集团,300063,8.2,9.86,6.58
凯德石英,920179,37.08,48.19,25.95
苏州龙杰,603332,13.26,14.65,11.99
中通客车,957,11.04,12.06,9.86
浙矿股份,300837,32.75,39.18,26.12
奥康国际,603001,8.6,9.45,7.73
中公教育,2607,2.73,2.89,2.37
首旅酒店,600258,16.37,17.69,14.47
海格通信,2465,15.03,16.63,13.61
嘉和美康,688246,22.4,26.78,17.86
天顺股份,2800,15.19,16.64,13.62
新益昌,688383,75.0,90.18,60.12
星帅尔,2860,13.54,14.89,12.19
华凯易佰,300592,10.44,12.52,8.34
千味央厨,1215,37.0,40.68,33.28
盟升电子,688311,43.8,52.56,35.04
珠海中富,659,3.87,4.29,3.51
亨通股份,600226,5.12,5.63,4.61
铜冠矿建,920019,20.25,26.18,14.1
西陇科学,2584,8.97,9.74,7.97
ST华铭,300462,11.41,13.61,9.07
信安世纪,688201,14.06,16.87,11.25
航天智装,300455,29.19,34.64,23.1
联诚精密,2921,16.28,18.0,14.72
安利股份,300218,15.75,18.74,12.5
雪迪龙,2658,8.66,9.55,7.81
中国核建,601611,12.88,14.26,11.66
英方软件,688435,44.53,53.96,35.98
晨丰科技,603685,18.73,20.61,16.87
城投控股,600649,4.29,4.71,3.85
联创电子,2036,10.66,11.66,9.54
新莱应材,300260,55.2,65.68,43.78
天迈科技,300807,53.26,63.72,42.48
华孚时尚,2042,4.09,4.5,3.68
三维天地,301159,35.44,42.47,28.31
创元科技,551,14.3,15.57,12.74
元隆雅图,2878,17.6,19.29,15.79
易华录,300212,16.82,20.16,13.44
衢州东峰,601515,4.18,4.55,3.73
尖峰集团,600668,10.9,11.97,9.79
天元智能,603273,20.2,22.23,18.19
同惠电子,920509,37.4,47.07,25.35
大烨智能,300670,6.9,8.22,5.48
鸿路钢构,2541,15.96,17.42,14.26
锡装股份,1332,54.0,59.55,48.73
昆仑万维,300418,40.03,48.22,32.14
锦江酒店,600754,24.4,26.79,21.92
航宇微,300053,18.4,22.0,14.66
云铝股份,807,31.62,34.82,28.49
亚信安全,688225,18.86,22.44,14.96
汉王科技,2362,20.93,22.95,18.77
海默科技,300084,9.64,11.56,7.7
云维股份,600725,4.04,4.43,3.63
浪潮软件,600756,17.72,19.54,15.98
宏景科技,301396,64.8,76.72,51.14
*ST中基,972,3.81,3.97,3.59
星网宇达,2829,30.0,33.33,27.27
理工导航,688282,62.0,73.49,48.99
帅丰电器,605336,15.2,16.7,13.66
嘉化能源,600273,8.44,9.27,7.59
宇信科技,300674,23.24,28.08,18.72
正帆科技,688596,31.13,36.61,24.41
精达股份,600577,11.99,13.19,10.79
先锋电子,2767,22.12,24.31,19.89
北路智控,301195,33.36,39.97,26.65
壹网壹创,300792,27.32,32.77,21.85
罗博特科,300757,235.89,270.08,180.06
蓝黛科技,2765,12.88,14.19,11.61
必贝特,688759,28.01,33.65,22.43
元祖股份,603886,13.64,14.83,12.13
铜陵有色,630,5.79,6.38,5.22
北京人力,600861,17.7,19.47,15.93
万兴科技,300624,67.8,81.83,54.55
明月镜片,301101,41.92,47.99,31.99
先河环保,300137,10.06,12.0,8.0
晶品特装,688084,80.0,95.92,63.94
华力创通,300045,27.82,33.49,22.33
普元信息,688118,24.64,29.57,19.71
荣信文化,301231,30.2,36.01,24.01
九联科技,688609,9.86,11.83,7.89
国机精工,2046,41.27,45.87,37.53
久立特材,2318,28.0,30.76,25.16
模塑科技,700,14.34,15.28,12.5
渤海汽车,600960,5.49,5.93,4.85
长华化学,301518,34.59,41.23,27.49
安诺其,300067,4.83,5.8,3.86
鹿山新材,603051,20.58,22.52,18.42
京北方,2987,20.78,22.88,18.72
中新赛克,2912,29.25,32.03,26.21
国城矿业,688,27.39,29.55,24.17
海南机场,600515,5.16,5.67,4.64
广钢气体,688548,14.14,16.86,11.24
博实结,301608,87.15,105.0,70.0
引力传媒,603598,16.52,18.06,14.78
恒辉安防,300952,39.33,47.4,31.6
榕基软件,2474,9.58,10.48,8.58
西麦食品,2956,27.03,29.9,24.46
广电运通,2152,13.3,14.69,12.02
新时达,2527,18.58,18.87,15.44
康斯特,300445,25.52,30.24,20.16
天音控股,829,10.63,11.61,9.5
凯淳股份,301001,28.55,34.28,22.86
苏大维格,300331,31.46,37.56,25.04
金鸿顺,603922,20.08,22.09,18.07
联合化学,301209,109.8,131.04,87.36
坤恒顺维,688283,39.5,46.8,31.2
合百集团,417,8.42,8.62,7.06
中国国航,601111,9.06,9.98,8.16
泛亚微透,688386,84.8,101.76,67.84
泛微网络,603039,51.32,57.01,46.65
春秋航空,601021,57.57,63.36,51.84
振江股份,603507,25.56,28.02,22.92
焦点科技,2315,44.08,48.74,39.88
深科技,21,25.51,26.93,22.03
中持股份,603903,14.37,15.5,12.68
招标股份,301136,19.7,23.54,15.7
斯瑞新材,688102,37.6,45.02,30.02
*ST花王,603007,5.88,6.14,5.56
龙版传媒,605577,12.69,13.93,11.39
航天电器,2025,48.56,53.42,43.7
彩讯股份,300634,24.44,29.33,19.55
山子高科,981,4.16,4.43,3.63
睿创微纳,688002,97.0,117.18,78.12
畅联股份,603648,10.56,11.62,9.5
视声智能,920976,26.7,33.95,18.29
西安奕材,688783,23.18,27.67,18.45
*ST威尔,2058,22.66,23.79,21.53
航天智造,300446,24.56,29.47,19.65
天工股份,920068,18.9,24.57,13.23
*ST太和,605081,10.3,10.92,9.88
*ST四通,603838,7.24,7.61,6.89
申通地铁,600834,8.27,9.04,7.4
桂冠电力,600236,7.65,8.35,6.83
新开普,300248,12.27,14.44,9.62
科林电气,603050,17.52,19.22,15.72
每日互动,300766,31.65,38.12,25.42
紫金矿业,601899,33.48,36.76,30.08
北纬科技,2148,8.65,9.49,7.77
新城市,300778,13.5,16.15,10.77
盛新锂能,2240,33.66,36.74,30.06
虹软科技,688088,48.51,57.62,38.42
新宏泰,603016,29.2,32.14,26.3
滨江集团,2244,9.81,10.73,8.78
学大教育,526,38.65,41.86,34.25
三维通信,2115,12.33,13.6,11.12
凡拓数创,301313,25.93,30.86,20.58
中力股份,603194,38.14,41.95,34.33
五方光电,2962,14.43,15.82,12.94
永悦科技,603879,6.83,7.56,6.18
众诚科技,920207,21.7,28.26,15.22
长盈精密,300115,44.7,54.16,36.1
超卓航科,688237,47.4,56.78,37.86
运达科技,300440,11.96,14.34,9.56
中国巨石,600176,16.53,18.26,14.94
和泰机电,1225,55.92,61.05,49.95
盛帮股份,301233,51.5,61.66,41.1
富佳股份,603219,16.37,17.99,14.72
日盈电子,603286,67.18,73.87,60.44
联域股份,1326,45.86,50.44,41.27
康达新材,2669,14.89,16.24,13.28
汉邦高科,300449,7.4,8.88,5.92
有研粉材,688456,76.5,90.55,60.37
祥明智能,301226,33.06,39.66,26.44
*ST仁东,2647,7.79,8.18,7.4
三六零,601360,10.84,11.94,9.77
齐心集团,2301,7.5,8.21,6.71
超图软件,300036,17.64,21.17,14.11
厦钨新能,688778,75.88,90.19,60.13
中创股份,688695,26.66,31.98,21.32
三利谱,2876,23.55,25.59,20.93
南京化纤,600889,16.58,18.06,14.78
润欣科技,300493,19.95,23.42,15.62
中山公用,685,11.58,12.45,10.19
兴福电子,688545,36.97,43.79,29.19
江河集团,601886,7.88,8.72,7.14
金龙汽车,600686,17.41,18.96,15.52
新国都,300130,26.93,32.34,21.56
纬德信息,688171,44.8,54.42,36.28
博迅生物,920504,23.68,30.61,16.49
震有科技,688418,42.18,50.71,33.81
英华特,301272,39.9,47.88,31.92
浙江华远,301535,21.41,25.55,17.03
侨银股份,2973,13.62,14.62,11.96
灿勤科技,688182,28.62,34.44,22.96
联发股份,2394,15.42,16.96,13.88
方正电机,2196,15.43,16.97,13.89
力源科技,688565,10.95,13.06,8.7
东诚药业,2675,13.39,14.7,12.02
华策影视,300133,8.09,9.71,6.47
浙文影业,601599,3.87,4.26,3.48
宝莫股份,2476,7.12,7.74,6.34
ST百灵,2424,4.29,4.44,4.02
建业股份,603948,26.68,29.21,23.9
天通股份,600330,12.92,14.05,11.49
美格智能,2881,44.09,47.67,39.01
北方导航,600435,14.95,16.5,13.5
鲁银投资,600784,6.79,7.47,6.11
北化股份,2246,17.53,19.28,15.78
迪安诊断,300244,15.49,18.5,12.34
智莱科技,300771,15.12,18.1,12.06
智洋创新,688191,31.31,37.57,25.05
时代电气,688187,49.84,59.89,39.93
航材股份,688563,56.7,68.26,45.5
扬电科技,301012,26.0,30.89,20.59
迅游科技,300467,27.74,33.52,22.34
创远信科,920961,27.67,35.88,19.32
奥瑞德,600666,3.28,3.6,2.94
迪贝电气,603320,18.59,20.41,16.7
众合科技,925,8.76,9.61,7.87
锴威特,688693,0.0,43.73,29.15
康欣新材,600076,3.28,3.61,2.95
奥尼电子,301189,42.33,50.8,33.86
科大讯飞,2230,49.5,53.85,44.06
银信科技,300231,10.23,12.3,8.2
新澳股份,603889,7.79,8.51,6.97
华图山鼎,300492,72.85,86.81,57.87
福昕软件,688095,87.76,104.3,69.54
振华风光,688439,62.76,75.48,50.32
豆神教育,300010,7.4,8.46,5.64
征和工业,3033,76.72,84.21,68.9
*ST名家,300506,4.18,4.91,3.27
亚翔集成,603929,95.23,102.3,83.7
汤姆猫,300459,4.46,5.36,3.58
芯瑞达,2983,22.69,24.59,20.12
润泽科技,300442,51.6,61.7,41.14
诺邦股份,603238,17.09,18.88,15.44
海兴电力,603556,35.63,39.0,31.91
华林证券,2945,14.98,16.42,13.44
海立股份,600619,20.66,22.61,18.5
联合光电,300691,16.92,20.18,13.46
上海新阳,300236,62.56,74.52,49.68
佳云科技,300242,4.9,5.84,3.9
泰永长征,2927,19.6,21.52,17.6
金盾股份,300411,11.31,13.55,9.03
古汉医药,590,11.0,12.01,9.83
ST华鹏,603021,4.56,4.78,4.32
恒合股份,920145,24.41,32.04,17.26
青龙管业,2457,10.7,11.72,9.59
翠微股份,603123,15.61,18.02,14.74
意华股份,2897,53.11,57.96,47.42
智微智能,1339,50.5,54.79,44.83
百洋医药,301015,23.01,27.6,18.4
洪兴股份,1209,20.34,22.36,18.3
龙建股份,600853,4.23,4.64,3.8
天罡股份,920651,42.18,54.86,29.54
ST浩丰,300419,6.14,7.37,4.91
佳合科技,920392,33.99,44.46,23.94
百利电气,600468,6.88,7.61,6.23
华夏航空,2928,10.77,11.85,9.69
迪哲医药,688192,56.14,67.38,44.92
天准科技,688003,57.45,68.9,45.94
百奥赛图,688796,51.3,61.54,41.02
菜百股份,605599,15.98,17.56,14.36
宁水集团,603700,13.18,14.58,11.93
西部矿业,601168,27.01,29.65,24.26
石基信息,2153,10.55,11.62,9.5
华测导航,300627,33.89,40.85,27.23
景津装备,603279,16.67,18.1,14.81
宏鑫科技,301539,20.5,24.46,16.3
泰福泵业,300992,26.37,31.6,21.06
精艺股份,2295,12.92,14.29,11.69
国睿科技,600562,27.56,30.32,24.8
电声股份,300805,10.28,12.35,8.23
芒果超媒,300413,23.85,28.58,19.06
*ST张股,430,7.9,7.95,7.19
青木科技,301110,64.56,77.47,51.65
杰克科技,603337,42.77,46.5,38.04
连云港,601008,5.4,5.71,4.67
新晨科技,300542,19.86,23.99,15.99
南凌科技,300921,22.54,26.89,17.93
美硕科技,301295,29.08,34.9,23.26
冠盛股份,605088,34.8,38.21,31.27
金财互联,2530,10.57,11.57,9.47
运机集团,1288,31.25,34.3,28.06
诺思兰德,920047,23.23,30.08,16.2
*ST绿康,2868,32.9,34.55,31.26
洛阳钼业,603993,19.51,21.47,17.57
沃特股份,2886,21.38,23.32,19.08
航天软件,688562,23.15,27.97,18.65
斯菱智驱,301550,132.0,162.47,108.31
全信股份,300447,17.61,21.18,14.12
芯源微,688037,148.13,173.99,115.99
北汽蓝谷,600733,7.89,8.62,7.06
云从科技,688327,14.14,16.84,11.22
科顺股份,300737,5.4,6.44,4.3
中洲控股,42,7.48,8.18,6.7
三峰环境,601827,8.26,9.1,7.44
金天钛业,688750,19.5,23.4,15.6
立达信,605365,24.65,28.42,23.26
百普赛斯,301080,52.85,63.29,42.19
瑞晟智能,688215,71.54,84.98,56.66
振华重工,600320,5.03,5.53,4.53
中海达,300177,10.1,12.11,8.07
威派格,603956,6.32,6.94,5.68
渝农商行,601077,6.3,6.94,5.68
维信诺,2387,8.51,9.26,7.58
鼎捷数智,300378,43.85,53.05,35.37
柯力传感,603662,70.0,77.36,63.3
德林海,688069,22.0,26.29,17.53
普利特,2324,15.5,17.18,14.06
中南传媒,601098,11.03,12.1,9.9
风神股份,600469,6.85,7.46,6.1
振芯科技,300101,27.56,33.34,22.22
华如科技,301302,22.35,26.82,17.88
国光电气,688776,97.57,118.14,78.76
帝尔激光,300776,60.83,72.88,48.58
和顺石油,603353,27.11,29.38,24.04
江苏博云,301003,43.3,52.31,34.87
普天科技,2544,33.71,37.08,30.34
金现代,300830,9.95,11.94,7.96
中色股份,758,6.49,7.14,5.84
力星股份,300421,36.2,43.14,28.76
嘉环科技,603206,16.87,18.59,15.21
远方信息,300306,13.47,16.13,10.75
雄帝科技,300546,25.59,30.72,20.48
同方股份,600100,8.73,9.59,7.85
东方中科,2819,26.7,29.37,24.03
上海港湾,605598,68.34,74.72,61.14
恒实科技,300513,9.28,11.14,7.42
拓尔思,300229,19.5,23.35,15.57
海航控股,600221,1.78,1.95,1.59
桂林旅游,978,7.08,7.79,6.37
杰美特,300868,31.29,37.2,24.8
深城交,301091,26.21,31.38,20.92
华谊集团,600623,7.53,8.29,6.79
誉辰智能,688638,0.0,42.64,28.42
新余国科,300722,34.74,41.69,27.79
华阳国际,2949,15.26,16.73,13.69
富士达,920640,37.01,47.84,25.76
洪都航空,600316,33.94,37.57,30.74
思特奇,300608,10.88,13.0,8.66
铁流股份,603926,16.71,18.37,15.03
北方国际,65,12.2,13.41,10.97
紫燕食品,603057,20.0,21.89,17.91
*ST海源,2529,6.76,7.13,6.45
徐工机械,425,11.33,12.46,10.2
星湖科技,600866,6.81,7.48,6.12
卫宁健康,300253,8.72,10.36,6.9
鸥玛软件,301185,18.75,22.43,14.95
艾迪药业,688488,16.09,19.18,12.78
川网传媒,300987,16.44,19.73,13.15
中国瑞林,603257,58.22,63.83,52.23
峨眉山A,888,12.88,14.12,11.56
*ST智胜,2253,11.02,11.57,10.47
康普化学,920033,17.43,22.75,12.25
金信诺,300252,14.42,17.17,11.45
青岛双星,599,6.78,7.13,5.83
鸿合科技,2955,29.99,32.59,26.67
中望软件,688083,66.75,80.0,53.34
鸿远电子,603267,53.0,58.61,47.95
ST凯利,300326,5.56,6.67,4.45
索辰科技,688507,98.5,117.82,78.54
安琪酵母,600298,42.86,47.1,38.54
京基智农,48,18.0,18.95,15.51
佳讯飞鸿,300213,9.34,11.18,7.46
*ST聆达,300125,7.32,8.96,5.98
天赐材料,2709,45.5,49.9,40.82
国机重装,601399,4.7,5.15,4.21
雅克科技,2409,74.89,79.81,65.3
海顺新材,300501,15.15,18.0,12.0
博云新材,2297,11.66,12.89,10.55
美年健康,2044,5.2,5.69,4.65
流金科技,920021,6.55,8.55,4.61
通达海,301378,27.94,33.37,22.25
慧辰股份,688500,60.45,72.58,48.38
奥普光电,2338,57.18,62.9,51.46
法本信息,300925,20.78,24.96,16.64
中设咨询,920873,7.67,9.85,5.31
开勒股份,301070,60.22,72.34,48.22
百润股份,2568,21.31,23.5,19.22
路桥信息,920748,45.41,59.25,31.91
唯万密封,301161,36.56,44.5,29.66
华达科技,603358,49.47,54.41,44.51
茶花股份,603615,22.9,25.19,20.61
全通教育,300359,5.34,6.3,4.2
菲达环保,600526,5.27,5.78,4.73
博敏电子,603936,12.7,13.68,11.2
禾信仪器,688622,99.01,118.87,79.25
四川金顶,600678,13.59,14.75,12.07
视源股份,2841,40.0,42.7,34.94
中捷精工,301072,22.95,26.47,17.65
格林美,2340,8.26,9.01,7.37
浩辰软件,688657,0.0,62.56,41.7
上实发展,600748,5.37,5.84,4.78
福日电子,600203,13.17,14.38,11.76
华塑控股,509,3.4,3.74,3.06
绿城水务,601368,4.86,5.35,4.37
蓝思科技,300433,30.05,35.59,23.73
北方铜业,737,15.11,16.59,13.57
华胜天成,600410,17.56,19.27,15.77
欢瑞世纪,892,6.83,7.52,6.16
霍莱沃,688682,51.2,62.22,41.48
宏源药业,301246,24.44,29.4,19.6
经纬辉开,300120,8.31,10.0,6.66
巨星科技,2444,33.43,36.67,30.01
