股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
000004.SZ,*ST国华,7.94,-5.023923444976065,涨停,1,0, 14:56:27, 14:56:57,地天板+AI大模型+鸿蒙安全+移动安全, 09:30:00, 11:06:31,,33,000004
000021.SZ,深科技,32.5,0.6503561474140628,涨停,1,0, 13:04:02, 14:47:12,存储芯片+先进封装+央企,,,,33,000021
000070.SZ,特发信息,18.26,4.04558404558405,跌停,0,1,,,, 10:34:01, 14:52:42,板块回调+短期涨幅大+资金流出+业绩预亏,33,000070
000488.SZ,ST晨鸣,2.26,-0.8771929824561412,涨停,1,0, 13:41:48, 14:51:12,浆纸一体化+复工复产+山东国资,,,,33,000488
000609.SZ,ST中迪,11.0,4.761904761904762,涨停,7,0, 09:30:00, 09:33:15,半导体的人来了+房地产+创投,,,,33,000609
000638.SZ,*ST万方,2.12,-4.072398190045242,涨停,4,0, 09:30:15, 13:22:18,军工+粮食+退市博弈,,,,33,000638
000669.SZ,ST金鸿,3.93,5.080213903743314,涨停,4,0, 09:30:00, 10:04:01,预重整+天然气+扭亏,,,,33,000669
000711.SZ,ST京蓝,3.3,5.095541401273875,涨停,3,0, 09:30:00, 13:16:32,金属铟+ITO靶材+鑫联科技注入,,,,33,000711
000798.SZ,中水渔业,12.08,-3.0497592295345166,涨停,1,0, 09:58:01, 09:58:01,远洋渔业+扭亏为盈+央企,,,,33,000798
000821.SZ,ST京机,15.85,0.7628734901462124,涨停,1,0, 09:32:00, 13:57:48,钙钛矿设备+锂电订单+北美突破,,,,33,000821
000839.SZ,国安股份,3.38,-0.29498525073746995,涨停,1,0, 09:30:15, 09:30:15,内容审核+AI数据标注+央企背景,,,,33,000839
000859.SZ,国风新材,11.58,-3.258145363408526,涨停,1,0, 09:59:46, 10:32:31,光刻胶+拟收购金张科技+合肥国资,,,,33,000859
000890.SZ,法尔胜,6.47,7.296849087893856,涨停,1,0, 11:19:46, 11:19:46,钢帘线+环保设备+重大资产出售,,,,33,000890
000892.SZ,欢瑞世纪,7.91,-1.861042183622833,跌停,0,1,,,, 14:53:57, 15:00:00,短线获利回吐+此前股东减持+资金流出,33,000892
001270.SZ,*ST铖昌,129.98,2.3383985512951613,涨停,1,0, 09:49:31, 09:49:31,商业航天+T/R芯片+扭亏为盈,,,,33,001270
001896.SZ,豫能控股,10.03,9.9780701754386,涨停,3,0, 09:30:00, 09:30:00,参股算力+绿电储备+火电+河南国资,,,,33,001896
002009.SZ,天奇股份,37.94,6.453423120089779,涨停,1,0, 11:03:16, 13:26:18,人形机器人+银河通用+工业场景落地,,,,33,002009
002169.SZ,智光电气,15.38,0.5228758169934645,涨停,1,0, 10:22:16, 10:22:16,高压储能+10亿订单+参投粤芯半导体+业绩预计扭亏,,,,33,002169
002289.SZ,*ST宇顺,27.95,4.917417417417413,涨停,1,0, 11:22:31, 11:22:31,IDC并购+液晶显示+ST板块,,,,33,002289
002323.SZ,雅博股份,2.3,-2.5423728813559348,跌停,0,1,,,, 09:32:00, 09:32:00,连板后回调+资金流出+业绩预亏,33,002323
002342.SZ,巨力索具,14.7,-4.792746113989639,跌停,0,2,,,, 09:30:00, 09:30:00,澄清不实传闻,33,002342
002355.SZ,兴民智通,7.88,5.488621151271756,涨停,1,0, 11:04:16, 11:04:16,无人驾驶+车联网+低空经济+钢制车轮,,,,33,002355
002491.SZ,通鼎互联,9.8,5.831533477321824,跌停,0,1,,,, 10:29:31, 14:55:12,此前涨幅较大+资金流出+板块回调+业绩预亏,33,002491
