股票代码,股票简称,最新价,最新涨跌幅,涨跌停,连续涨停天数,连续跌停天数,首次涨停时间,最终涨停时间,涨停原因类别,首次跌停时间,最终跌停时间,跌停原因类型,market_code,code
002491.SZ,通鼎互联,26.83,10.0041000410004,涨停,1,0, 14:11:54, 14:11:54,光纤涨价+通信电缆+合资投建,,,,33,002491
603903.SH,中持股份,12.32,10.000000000000009,涨停,1,0, 13:05:43, 13:05:43,芯长征入主+功率半导体+污水处理+一季报扭亏,,,,17,603903
002645.SZ,华宏科技,36.1,9.993906154783671,涨停,1,0, 11:29:39, 13:08:03,稀土永磁+机器人+一季报大增,,,,33,002645
600703.SH,三安光电,17.06,9.993552546744029,涨停,1,0, 09:53:30, 09:53:30,光芯片+碳化硅+CPO+金刚石散热,,,,17,600703
300726.SZ,宏达电子,79.92,20.00000000000001,涨停,1,0, 10:01:54, 10:01:54,钽电容+陶瓷电容+光模块+商业航天,,,,33,300726
002353.SZ,杰瑞股份,157.34,9.997203579418352,涨停,1,0, 10:41:27, 14:40:33,燃气轮机+北美数据中心+油气装备,,,,33,002353
605060.SH,联德股份,52.44,10.006293266205152,涨停,1,0, 13:06:16, 13:06:16,燃气轮机+液冷+明德二期投产,,,,17,605060
600280.SH,中央商场,3.59,-10.025062656641612,跌停,0,1,,,, 13:17:01, 13:17:01,短期超涨回落+零售板块下跌+公司提示风险,17,600280
002501.SZ,*ST利源,1.66,5.063291139240497,涨停,3,0, 09:25:00, 09:25:00,重大资产重组+汽车铝型材+ST摘帽预期,,,,33,002501
603950.SH,长源东谷,70.05,10.003140703517584,涨停,1,0, 11:05:46, 11:05:46,柴油动力单元+发动机零部件+重大资产重组,,,,17,603950
002547.SZ,*ST春兴,3.46,-4.945054945054949,跌停,0,1,,,, 11:24:54, 15:00:00,控股股东股份轮候冻结+此前涨幅较大,33,002547
000582.SZ,北部湾港,13.42,-9.993293091884643,跌停,0,1,,,, 14:22:51, 14:36:42,前期涨幅较大+利好落地,33,000582
003011.SZ,海象新材,22.7,9.980620155038753,涨停,1,0, 09:52:51, 14:42:54,PVC地板出口+年报增长+回购,,,,33,003011
600439.SH,瑞贝卡,2.88,9.923664122137396,涨停,2,0, 09:30:55, 09:42:13,发制品+跨境电商+人形机器人+股东间接参投黄河信产,,,,17,600439
002496.SZ,*ST辉丰,2.38,-5.179282868525893,跌停,0,1,,,, 10:12:18, 11:17:12,退市风险+板块下跌+此前多日上涨,33,002496
603210.SH,泰鸿万立,14.99,9.977989728539981,涨停,1,0, 13:26:55, 13:28:55,汽车结构件+新能源客户+权益分派+业绩增长,,,,17,603210
600180.SH,*ST瑞茂,1.63,5.161290322580635,涨停,4,0, 09:30:02, 10:58:59,海外煤炭+诉讼撤诉+债务化解,,,,22,600180
000670.SZ,盈方微,9.67,10.0113765642776,涨停,1,0, 09:54:09, 09:54:09,长江存储代理+半导体分销+重大资产重组,,,,33,000670
003036.SZ,泰坦股份,74.86,10.007347538574582,涨停,1,0, 09:55:09, 10:03:12,电子布纺织机+纺织机器人+固态电池+高端纺机,,,,33,003036
600408.SH,安泰集团,3.47,10.158730158730169,涨停,1,0, 10:50:34, 10:50:34,焦炭+型钢+碳减排,,,,17,600408
600302.SH,ST标准,10.02,-5.0236966824644655,跌停,0,2,,,, 09:33:33, 09:44:12,超涨回调+业绩持续亏损,22,600302
003043.SZ,华亚智能,67.57,9.99511639264202,涨停,1,0, 13:05:00, 13:26:48,半导体设备+固态电池+精密金属结构件,,,,33,003043
002585.SZ,双星新材,11.8,9.972041006523767,涨停,1,0, 09:32:18, 09:32:18,MLCC产能扩张+复合铜箔量产+扭亏为盈,,,,33,002585
688031.SH,星环科技,152.32,20.003151343260054,涨停,1,0, 14:00:18, 14:29:42,AI基础设施软件提供商+数据库+一季报增长,,,,17,688031
000718.SZ,苏宁环球,2.23,9.852216748768482,涨停,1,0, 09:42:09, 09:42:09,地产+医美增长+低负债率,,,,33,000718
603559.SH,ST通脉,8.96,-4.9840933191940495,跌停,0,2,,,, 09:59:03, 09:59:45,摘帽进展+此前涨幅较大,22,603559
000838.SZ,*ST发展,1.73,-4.945054945054949,跌停,0,2,,,, 13:03:24, 14:18:27,*ST风险警示+一季度亏损扩大+房地产板块下跌,33,000838
605398.SH,新炬网络,25.39,10.008665511265175,涨停,1,0, 09:30:59, 09:35:26,AI应用+AIGC短剧+智能运维,,,,17,605398
603989.SH,艾华集团,34.25,9.987154784842645,涨停,1,0, 13:23:00, 13:23:00,MLPC+铝电解电容+AI服务器+新能源,,,,17,603989
002931.SZ,锋龙股份,57.86,9.999999999999995,涨停,1,0, 10:08:06, 10:08:06,优必选入主+机器人概念+园林机械零部件,,,,33,002931
002789.SZ,*ST建艺,13.1,-5.003625815808553,跌停,0,1,,,, 10:38:00, 14:43:33,前期涨幅较大+业绩持续亏损,33,002789
301188.SZ,力诺药包,54.54,19.999999999999993,涨停,1,0, 13:45:54, 14:40:57,中硼硅药用玻璃+RTU免洗免灭药包+产品涨价,,,,33,301188
002875.SZ,安奈儿,19.63,-9.995414947271893,跌停,0,1,,,, 11:01:33, 13:51:54,板块下跌+扭亏利好落地,33,002875
002082.SZ,ST万邦,13.96,-4.9693669162695615,跌停,0,2,,,, 09:31:36, 10:27:00,实施其他风险警示+可能被实施退市风险警示+此前累计跌幅较大,33,002082
