股票代码,股票简称,最高价,收盘价,涨跌幅,成交额,涨停价,跌停价
920207,众诚科技,41.6,41.6,30.0,435813245.34,41.6,22.4
920564,天润科技,34.93,34.93,30.0,441326542.65,34.93,18.81
920116,星图测控,130.16,130.16,29.99,1234807396.12,130.16,70.1
920090,同辉信息,8.63,8.63,29.97,433582914.3,8.63,4.65
920021,流金科技,9.51,9.51,29.92,566346085.87,9.51,5.13
920576,天力复合,124.11,119.99,24.96,1390392374.59,124.82,67.22
920748,路桥信息,58.28,55.5,22.0,269576028.77,59.13,31.85
920640,富士达,59.8,56.0,21.74,1365969559.77,59.8,32.2
920493,并行科技,195.13,187.0,21.07,1505221428.54,200.78,108.12
920227,美登科技,84.0,78.48,20.74,354754280.86,84.5,45.5
300071,福石控股,8.93,8.93,20.03,2499098100.0,8.93,5.95
300058,蓝色光标,20.62,20.62,20.02,23589175000.0,20.62,13.74
300229,拓尔思,26.44,26.44,20.02,4454599500.0,26.44,17.62
300435,中泰股份,31.6,31.6,20.02,1462307000.0,31.6,21.06
688118,普元信息,34.42,34.42,20.01,521537110.84,34.42,22.94
300045,华力创通,37.42,37.42,20.01,5658623400.0,37.42,24.94
688387,信科移动,19.01,19.01,20.01,1860825295.92,19.01,12.67
300987,川网传媒,21.65,21.65,20.01,654651350.0,21.65,14.43
300520,科大国创,48.52,48.52,20.01,3785566900.0,48.52,32.34
300170,汉得信息,29.39,29.39,20.01,7387782600.0,29.39,19.59
688232,新点软件,32.09,32.09,20.01,674015703.39,32.09,21.39
301378,通达海,37.91,37.91,20.01,344809150.0,37.91,25.27
301248,杰创智能,43.49,43.49,20.01,809265830.0,43.49,28.99
300766,每日互动,46.61,46.61,20.01,4861354100.0,46.61,31.07
688607,康众医疗,53.99,53.99,20.0,817408557.14,53.99,35.99
300816,艾可蓝,59.99,59.99,20.0,342548650.0,59.99,39.99
301171,易点天下,63.23,63.23,20.0,3844682600.0,63.23,42.15
688333,铂力特,140.27,140.27,20.0,3630094162.5,140.27,93.51
688375,国博电子,155.99,155.99,20.0,2270269762.49,155.99,103.99
301159,三维天地,47.88,47.88,20.0,431945510.0,47.88,31.92
688119,中钢洛耐,7.86,7.86,20.0,1056575811.31,7.86,5.24
688365,光云科技,24.48,24.48,20.0,903046771.18,24.48,16.32
688325,赛微微电,109.62,109.62,20.0,428218043.64,109.62,73.08
300624,万兴科技,99.06,99.06,20.0,3738688400.0,99.06,66.04
300442,润泽科技,83.04,83.04,20.0,9496293600.0,83.04,55.36
688679,通源环境,33.24,33.24,20.0,145821846.48,33.24,22.16
300792,壹网壹创,42.18,42.18,20.0,1449657200.0,42.18,28.12
688031,星环科技,194.4,194.4,20.0,2180293707.83,194.4,129.6
688282,理工导航,94.2,94.2,20.0,359008640.72,94.2,62.8
688095,福昕软件,128.4,128.4,20.0,866929205.53,128.4,85.6
300342,天银机电,47.16,47.16,20.0,3729831900.0,47.16,31.44
300830,金现代,14.52,14.52,20.0,1866283800.0,14.52,9.68
300063,天龙集团,13.02,13.02,20.0,2860146100.0,13.02,8.68
301079,邵阳液压,70.14,70.14,20.0,2061406200.0,70.14,46.76
300785,值得买,62.64,62.64,20.0,1759857100.0,62.64,41.76
300364,中文在线,34.98,34.98,20.0,4634099400.0,34.98,23.32
688258,卓易信息,131.88,131.88,20.0,1013094420.46,131.88,87.92
688787,海天瑞声,159.68,159.68,20.0,1079626538.39,159.68,106.46
688568,中科星图,79.09,79.09,20.0,3610142832.71,79.09,52.73
301231,荣信文化,47.71,47.71,19.99,927331000.0,47.71,31.81
688229,博睿数据,87.26,87.26,19.99,388756088.02,87.26,58.18
300418,昆仑万维,64.82,64.82,19.99,12249925000.0,64.82,43.22
300711,广哈通信,29.29,29.29,19.99,721246790.0,29.29,19.53
301093,华兰股份,57.68,57.68,19.99,753492060.0,57.68,38.46
301066,万事利,25.27,25.27,19.99,560212880.0,25.27,16.85
300409,道氏技术,34.94,34.94,19.99,6376390300.0,34.94,23.3
300986,志特新材,33.38,33.38,19.99,66899562.0,33.38,22.26
300244,迪安诊断,26.06,26.06,19.98,1376088300.0,26.06,17.38
300253,卫宁健康,12.97,12.97,19.98,5234576100.0,12.97,8.65
300291,百纳千成,10.39,10.39,19.98,1637313900.0,10.39,6.93
300349,金卡智能,19.88,19.88,19.98,1075622940.0,19.88,13.26
920961,创远信科,38.0,35.91,19.18,791985968.76,39.16,21.1
688776,国光电气,139.8,138.35,18.25,1259913101.1,140.4,93.6
301232,飞沃科技,217.0,215.0,18.22,1710276000.0,218.24,145.5
300248,新开普,15.5,15.2,17.65,1191591330.0,15.5,10.34
301330,熵基科技,49.85,48.86,17.59,1614655400.0,49.86,33.24
301110,青木科技,101.0,99.01,17.51,1335698610.0,101.11,67.41
300246,宝莱特,11.15,10.91,17.19,523095550.0,11.17,7.45
301218,华是科技,30.1,29.38,17.15,569651750.0,30.1,20.06
688066,航天宏图,49.8,48.6,17.11,2523098689.3,49.8,33.2
688369,致远互联,33.98,33.59,17.04,483474023.23,34.44,22.96
688586,江航装备,18.17,18.16,17.01,950836105.42,18.62,12.42
300085,银之杰,49.8,48.84,17.01,5881355600.0,50.09,33.39
688253,英诺特,38.41,37.45,16.92,423214371.58,38.44,25.62
300378,鼎捷数智,64.38,62.69,16.78,3197692100.0,64.42,42.94
301270,汉仪股份,48.07,46.69,16.55,957208640.0,48.07,32.05
300638,广和通,36.37,36.0,16.54,3972591600.0,37.07,24.71
688636,智明达,61.81,60.0,16.48,1424209805.17,61.81,41.21
688615,合合信息,309.74,308.0,16.48,2534607275.77,317.3,211.54
688260,昀冢科技,37.15,36.05,16.44,657687666.09,37.15,24.77
688335,复洁科技,36.2,35.31,16.23,332104790.24,36.46,24.3
688102,斯瑞新材,56.17,54.39,16.19,3386856569.11,56.17,37.45
300862,蓝盾光电,30.53,29.54,16.12,1321987950.0,30.53,20.35
688047,龙芯中科,164.17,162.5,16.08,2449472587.37,167.99,111.99
920670,数字人,21.9,21.21,16.03,358535507.87,23.76,12.8
920790,联迪信息,41.0,41.0,15.79,222625360.33,46.03,24.79
300629,新劲刚,34.38,33.27,15.52,1818360700.0,34.56,23.04
300447,全信股份,24.1,23.24,15.28,1175163590.0,24.19,16.13
300149,睿智医药,12.9,12.61,15.16,1014922200.0,13.14,8.76
300269,联建光电,9.84,9.44,15.12,1514789100.0,9.84,6.56
688590,新致软件,23.86,23.26,15.09,763410737.19,24.25,16.17
920415,恒拓开源,17.33,17.33,15.07,254352077.01,19.57,10.55
688316,青云科技,76.0,75.1,14.97,535018275.19,78.38,52.26
688796,百奥赛图,69.48,68.68,14.87,424770067.61,71.75,47.83
300118,东方日升,20.38,19.5,14.84,5190212700.0,20.38,13.58
301230,泓博医药,48.38,47.3,14.69,1500540000.0,49.49,32.99
300010,豆神教育,9.0,8.85,14.64,2970869600.0,9.26,6.18
300065,海兰信,27.57,26.39,14.59,5648728700.0,27.64,18.42
301002,崧盛股份,43.33,43.33,14.54,502926630.0,45.4,30.26
300781,因赛集团,49.36,47.1,14.4,1541176500.0,49.4,32.94
300133,华策影视,10.4,10.36,14.35,2784675500.0,10.87,7.25
688027,国盾量子,666.0,658.0,14.3,4786493418.4,690.8,460.54
688122,西部超导,110.0,106.21,14.27,7072064789.62,111.54,74.36
688039,当虹科技,70.0,67.56,14.22,918207319.94,70.98,47.32
688053,ST思科瑞,54.8,54.69,14.15,362920218.64,57.49,38.33
688023,安恒信息,64.38,63.3,14.05,654426917.35,66.6,44.4
300455,航天智装,41.5,40.1,14.05,3407342800.0,42.19,28.13
688523,航天环宇,94.7,90.76,13.99,1926394217.19,95.54,63.7
688153,唯捷创芯,46.21,45.48,13.98,708519836.4,47.88,31.92
688323,瑞华泰,27.8,26.8,13.95,528827429.22,28.22,18.82
300454,深信服,153.97,152.0,13.94,3602143700.0,160.08,106.72
301050,雷电微力,74.93,71.2,13.81,3172621900.0,75.07,50.05
688222,成都先导,37.86,37.0,13.78,1415566652.88,39.02,26.02
300337,银邦股份,21.73,21.16,13.64,3107243600.0,22.34,14.9
300496,中科创达,85.01,85.01,13.47,4408517100.0,89.9,59.94
300751,迈为股份,239.56,233.73,13.38,4213804200.0,247.38,164.92
301299,卓创资讯,66.23,65.1,13.38,487965530.0,68.9,45.94
300612,宣亚国际,24.38,23.06,13.37,1389832700.0,24.41,16.27
301213,观想科技,113.04,107.62,13.34,1047524480.0,113.94,75.96
300221,银禧科技,12.49,12.2,13.28,1166225320.0,12.92,8.62
300634,彩讯股份,33.45,33.43,13.17,2462436900.0,35.45,23.63
301001,凯淳股份,35.95,35.75,13.1,327053670.0,37.93,25.29
300662,科锐国际,30.68,30.24,13.09,614672140.0,32.09,21.39
300210,森远股份,10.4,10.22,13.05,515117930.0,10.85,7.23
688682,霍莱沃,73.0,69.83,12.98,490769626.04,74.17,49.45
301556,托普云农,139.69,137.32,12.94,1212452950.0,145.91,97.27
920885,星辰科技,31.23,29.88,12.93,677998487.9,34.39,18.53
300724,捷佳伟创,119.88,116.55,12.77,5265341800.0,124.02,82.68
688435,英方软件,57.64,57.0,12.76,592646359.07,60.66,40.44
920169,七丰精工,39.7,38.19,12.69,460519060.92,44.05,23.73
300413,芒果超媒,29.98,29.65,12.57,2305791200.0,31.61,21.07
300892,品渥食品,35.99,35.68,12.56,379572670.0,38.04,25.36
920504,博迅生物,29.98,28.38,12.53,144333267.62,32.78,17.66
920476,海能技术,26.7,26.6,12.52,215767576.04,30.73,16.55
688281,华秦科技,105.0,104.01,12.29,1000178361.45,111.16,74.1
300379,东通退,1.84,1.84,12.2,74133022.0,1.97,1.31
688210,统联精密,60.1,58.0,12.19,589243630.46,62.04,41.36
300143,盈康生命,13.58,13.28,12.16,784321440.0,14.21,9.47
688543,国科军工,87.1,83.78,12.16,2486826352.73,89.64,59.76
300594,朗进科技,24.75,23.72,12.15,245553480.0,25.38,16.92
688500,慧辰股份,81.39,80.7,12.15,762855214.93,86.35,57.57
688418,震有科技,68.65,64.2,12.06,2189310499.33,68.75,45.83
920075,柏星龙,32.0,31.72,12.01,197597602.4,36.81,19.83
300111,向日葵,7.69,7.29,11.98,1197083320.0,7.81,5.21
920199,倍益康,59.59,56.16,11.89,458784036.21,65.24,35.14
300113,顺网科技,24.66,24.65,11.89,1804337700.0,26.44,17.62
920799,艾融软件,54.6,53.87,11.81,698089623.28,62.63,33.73
300339,润和软件,59.98,58.51,11.81,6230428500.0,62.8,41.86
300494,盛天网络,14.6,14.6,11.79,943905360.0,15.67,10.45
300123,亚光科技,10.32,9.96,11.78,2386029900.0,10.69,7.13
688562,航天软件,30.87,29.7,11.78,932682412.99,31.88,21.26
300687,赛意信息,29.28,28.99,11.76,1325871460.0,31.13,20.75
301286,侨源股份,53.47,51.91,11.66,319356790.0,55.79,37.19
920924,广脉科技,26.3,25.5,11.6,187167696.9,29.7,16.0
920130,立方控股,33.1,30.83,11.5,312986320.55,35.94,19.36
688246,嘉和美康,32.79,31.96,11.48,720572449.2,34.4,22.94
301137,哈焊华通,71.8,69.0,11.45,1843924600.0,74.29,49.53
301005,超捷股份,208.04,197.99,11.37,3771505500.0,213.34,142.22
688768,容知日新,51.55,51.09,11.36,255077252.45,55.06,36.7
920592,华信永道,47.39,45.49,11.28,310486772.99,53.14,28.62
688111,金山办公,386.0,379.99,11.27,5959948565.7,409.8,273.2
688585,上纬新材,170.9,160.1,11.19,1468257174.91,172.79,115.19
300053,航宇微,24.79,24.15,11.19,3715640100.0,26.06,17.38
300315,掌趣科技,5.99,5.97,11.17,2330952200.0,6.44,4.3
688133,泰坦科技,29.45,28.48,11.08,512191209.07,30.77,20.51
688283,坤恒顺维,52.65,52.2,11.04,329554513.31,56.41,37.61
920077,吉林碳谷,21.08,20.14,11.03,718065430.58,23.58,12.7
300287,飞利信,6.06,5.85,11.01,1071094990.0,6.32,4.22
300819,聚杰微纤,39.78,39.39,10.96,586961030.0,42.6,28.4
300377,赢时胜,25.26,24.81,10.96,3859476900.0,26.83,17.89
300753,爱朋医疗,44.0,43.19,10.94,1501951200.0,46.72,31.14
300426,华智数媒,9.43,9.43,10.94,238824700.0,10.2,6.8
300239,东宝生物,6.67,6.6,10.92,365531160.0,7.14,4.76
920953,国子软件,45.76,43.36,10.92,407044709.61,50.81,27.37
300996,普联软件,19.18,19.18,10.8,604312300.0,20.77,13.85
301522,上大股份,50.83,47.99,10.75,2018911500.0,52.0,34.66
300129,泰胜风能,17.8,17.0,10.68,3499758000.0,18.43,12.29
920396,常辅股份,45.02,42.55,10.63,529680698.25,49.99,26.93
300033,同花顺,399.37,393.37,10.62,10486973500.0,426.72,284.48
688559,海目星,62.25,61.29,10.61,1337548552.61,66.49,44.33
300136,信维通信,88.47,83.11,10.59,17231023000.0,90.18,60.12
300182,捷成股份,6.76,6.69,10.58,2312361400.0,7.26,4.84
920092,汉鑫科技,50.0,47.99,10.55,310744057.11,56.43,30.39
688083,中望软件,82.53,82.0,10.51,561002316.82,89.04,59.36
688592,司南导航,53.33,53.3,10.44,462027204.34,57.91,38.61
300656,民德电子,25.52,25.34,10.41,346485930.0,27.54,18.36
301117,佳缘科技,67.7,65.41,10.4,1626605900.0,71.1,47.4
301052,果麦文化,47.69,46.25,10.36,1306857250.0,50.29,33.53
300460,ST惠伦,9.5,9.02,10.27,282162590.0,9.82,6.54
300433,蓝思科技,43.44,42.66,10.26,12012145300.0,46.43,30.95
688207,格灵深瞳,18.55,18.38,10.26,320253831.28,20.0,13.34
920665,科强股份,17.36,16.89,10.25,231120808.89,19.91,10.73
601992,金隅集团,1.94,1.94,10.23,488886470.64,1.94,1.58
300648,星云股份,64.95,62.23,10.22,1227195440.0,67.75,45.17
600868,梅雁吉祥,3.91,3.91,10.14,885872790.02,3.91,3.2
000981,山子高科,5.13,5.13,10.09,8480262700.0,5.13,4.19
001896,豫能控股,6.01,6.01,10.07,239796760.0,6.01,4.91
002523,天桥起重,4.92,4.92,10.07,309985360.0,4.92,4.02
000785,居然智家,3.28,3.28,10.07,730985050.0,3.28,2.68
600152,维科技术,8.31,8.31,10.07,325196246.1,8.31,6.8
600094,大名城,5.03,5.03,10.07,349346960.5,5.03,4.11
002443,金洲管道,8.86,8.86,10.06,382109870.0,8.86,7.25
000889,中嘉博创,3.94,3.94,10.06,195894970.0,3.94,3.22
002131,利欧股份,8.21,8.21,10.05,250578980.0,8.21,6.71
002574,明牌珠宝,6.35,6.35,10.05,177038960.0,6.35,5.19
600965,福成股份,6.35,6.35,10.05,226697015.35,6.35,5.19
000892,欢瑞世纪,8.98,8.98,10.05,565999900.0,8.98,7.34
002195,岩山科技,11.39,11.39,10.05,10342034100.0,11.39,9.32
000503,国新健康,11.61,11.61,10.05,1173780220.0,11.61,9.5
600880,博瑞传播,7.12,7.12,10.05,220165473.04,7.12,5.82
002088,鲁阳节能,12.49,12.49,10.04,326479320.0,12.49,10.22
002446,盛路通信,13.37,13.37,10.04,1952189000.0,13.37,10.94
600986,浙文互联,10.74,10.74,10.04,992651191.66,10.74,8.78
002769,普路通,12.5,12.5,10.04,286641320.0,12.5,10.22
002082,万邦德,16.56,16.56,10.03,615106060.0,16.56,13.55
000917,电广传媒,13.27,13.27,10.03,2521486300.0,13.27,10.85
002400,省广集团,11.41,11.41,10.03,3334989900.0,11.41,9.33
603969,银龙股份,11.41,11.41,10.03,668717220.25,11.41,9.33
002394,联发股份,19.97,19.97,10.03,508811480.0,19.97,16.34
600588,用友网络,16.02,16.02,10.03,2653399512.24,16.02,13.1
001202,炬申股份,17.67,17.67,10.02,154608140.0,17.67,14.45
600776,东方通信,22.39,22.39,10.02,170499111.13,22.39,18.32
002600,领益智造,18.33,18.33,10.02,9153412300.0,18.33,14.99
603000,人民网,23.16,23.16,10.02,796788580.32,23.16,18.95
002856,美芝股份,14.6,14.6,10.02,192683530.0,14.6,11.94
002935,天奥电子,25.47,25.47,10.02,549248840.0,25.47,20.84
600640,国脉文化,15.37,15.37,10.02,439350160.41,15.37,12.57
002103,广博股份,10.43,10.43,10.02,688430970.0,10.43,8.53
603602,纵横通信,16.47,16.47,10.02,626245927.15,16.47,13.47
002969,嘉美包装,16.58,16.58,10.02,71379354.0,16.58,13.56
002181,粤传媒,11.09,11.09,10.02,1638225200.0,11.09,9.07
000890,法尔胜,5.82,5.82,10.02,263775850.0,5.82,4.76
688261,东微半导,98.08,94.99,10.02,1278739399.19,103.61,69.07
002342,巨力索具,12.08,12.08,10.02,195909700.0,12.08,9.88
603078,江化微,21.42,21.42,10.02,1001699176.73,21.42,17.52
000593,德龙汇能,14.39,14.39,10.02,478731240.0,14.39,11.77
600676,交运股份,7.47,7.47,10.01,38575244.34,7.47,6.11
600828,茂业商业,7.69,7.69,10.01,399293154.39,7.69,6.29
601116,三江购物,17.25,17.25,10.01,1160358425.13,17.25,14.11
603496,恒为科技,35.49,35.49,10.01,211837751.58,35.49,29.03
000803,山高环能,9.01,9.01,10.01,316315420.0,9.01,7.37
002639,雪人集团,27.03,27.03,10.01,6648762100.0,27.03,22.11
603882,金域医学,37.03,37.03,10.01,1721470726.49,37.03,30.29
603703,盛洋科技,18.9,18.9,10.01,1979482752.47,18.9,15.46
600729,重庆百货,29.01,29.01,10.01,1141847298.05,29.01,23.73
603396,金辰股份,38.36,38.36,10.01,365183625.58,38.36,31.38
603090,宏盛股份,66.83,66.83,10.01,141516176.0,66.83,54.68
002931,锋龙股份,56.17,56.17,10.01,22317633.0,56.17,45.95
001255,博菲电气,37.71,37.71,10.01,189775770.0,37.71,30.85
603171,税友股份,78.17,78.17,10.01,493703532.65,78.17,63.95
601615,明阳智能,19.68,19.68,10.01,2201261662.42,19.68,16.1
600118,中国卫星,116.66,116.66,10.0,7984899939.39,116.66,95.45
600475,华光环能,23.53,23.53,10.0,1186744784.85,23.53,19.25
601698,中国卫通,53.88,53.88,10.0,13823148769.51,53.88,44.08
002017,东信和平,27.71,27.71,10.0,2066698100.0,27.71,22.67
000969,安泰科技,27.71,27.71,10.0,2013381300.0,27.71,22.67
600879,航天电子,31.56,31.56,10.0,12567512098.33,31.56,25.82
002792,通宇通讯,66.86,66.86,10.0,567870660.0,66.86,54.7
600783,鲁信创投,35.85,35.85,10.0,420538102.35,35.85,29.33
002046,国机精工,51.03,51.03,10.0,2054537400.0,51.03,41.75
001225,和泰机电,80.95,80.95,10.0,106315401.0,80.95,66.23
601900,南方传媒,15.07,15.07,10.0,355556033.94,15.07,12.33
000612,焦作万方,13.31,13.31,10.0,1668515300.0,13.31,10.89
603488,展鹏科技,10.67,10.67,10.0,487585951.92,10.67,8.73
600586,金晶科技,6.71,6.71,10.0,397165618.41,6.71,5.49
002712,思美传媒,7.15,7.15,10.0,287494730.0,7.15,5.85
603305,旭升集团,21.01,21.01,10.0,2830085103.38,21.01,17.19
002465,海格通信,22.0,22.0,10.0,7897992300.0,22.0,18.0
603017,中衡设计,14.63,14.63,10.0,414927405.03,14.63,11.97
603698,航天工程,48.4,48.4,10.0,2700188534.05,48.4,39.6
603232,格尔软件,26.73,26.73,10.0,958262628.72,26.73,21.87
600477,杭萧钢构,3.96,3.96,10.0,70882328.88,3.96,3.24
603778,国晟科技,23.43,23.43,10.0,1472175406.04,23.43,19.17
603859,能科科技,52.8,52.8,10.0,1817893097.8,52.8,43.2
603696,安记食品,26.4,26.4,10.0,1237157228.14,26.4,21.6
002413,雷科防务,20.13,20.13,10.0,9516633900.0,20.13,16.47
002881,美格智能,51.37,51.37,10.0,1271778010.0,51.37,42.03
002718,友邦吊顶,56.66,56.66,10.0,478760540.0,56.66,46.36
003007,直真科技,49.4,49.4,10.0,89134890.0,49.4,40.42
600259,中稀有色,70.64,70.64,10.0,2168126235.04,70.64,57.8
603059,倍加洁,34.88,34.88,10.0,74264774.96,34.88,28.54
002151,北斗星通,66.9,66.9,10.0,7626503200.0,66.9,54.74
003041,真爱美家,64.04,64.04,10.0,297768260.0,64.04,52.4
603015,弘讯科技,18.82,18.82,9.99,1448453770.05,18.82,15.4
603278,大业股份,17.72,17.72,9.99,1665241998.14,17.72,14.5
002858,力盛体育,17.39,17.39,9.99,277047430.0,17.39,14.23
000066,中国长城,16.62,16.62,9.99,2055695700.0,16.62,13.6
600552,凯盛科技,15.3,15.3,9.99,1810955385.82,15.3,12.52
000681,视觉中国,28.62,28.62,9.99,363455570.0,28.62,23.42
600498,烽火通信,42.82,42.82,9.99,2059356227.61,42.82,35.04
002605,姚记科技,27.63,27.63,9.99,1197820620.0,27.63,22.61
600151,航天机电,22.79,22.79,9.99,6582962168.52,22.79,18.65
601858,中国科传,21.47,21.47,9.99,633191446.66,21.47,17.57
603598,引力传媒,28.52,28.52,9.99,46404892.0,28.52,23.34
002202,金风科技,35.13,35.13,9.99,13189513600.0,35.13,28.75
605398,新炬网络,34.36,34.36,9.99,401579611.41,34.36,28.12
002115,三维通信,16.19,16.19,9.99,913356160.0,16.19,13.25
002171,楚江新材,15.64,15.64,9.99,3386053700.0,15.64,12.8
600637,东方明珠,14.65,14.65,9.98,1431308180.13,14.65,11.99
603303,得邦照明,14.32,14.32,9.98,107903610.78,14.32,11.72
000766,通化金马,27.87,27.87,9.98,1297198790.0,27.87,22.81
600877,电科芯片,20.49,20.49,9.98,473820390.3,20.49,16.77
600694,大商股份,20.05,20.05,9.98,761914681.79,20.05,16.41
601611,中国核建,19.94,19.94,9.98,5360197687.79,19.94,16.32
002316,亚联发展,6.28,6.28,9.98,334206230.0,6.28,5.14
603888,新华网,24.46,24.46,9.98,390068487.22,24.46,20.02
601106,中国一重,5.95,5.95,9.98,2238113480.51,5.95,4.87
600579,中化装备,9.37,9.37,9.98,151084250.48,9.37,7.67
002471,中超控股,9.04,9.04,9.98,1953943100.0,9.04,7.4
600556,天下秀,8.6,8.6,9.97,2147533063.29,8.6,7.04
600633,浙数文化,15.33,15.33,9.97,837813173.48,15.33,12.55
002519,银河电子,11.47,11.47,9.97,497968130.0,11.47,9.39
603339,四方科技,14.89,14.89,9.97,351637440.08,14.89,12.19
603708,家家悦,13.35,13.35,9.97,539250935.61,13.35,10.93
601360,三六零,13.35,13.35,9.97,6188864911.05,13.35,10.93
603608,天创时尚,9.82,9.82,9.97,599712518.72,9.82,8.04
300081,恒信东方,6.29,6.29,9.97,499913170.0,6.86,4.58
600839,四川长虹,10.38,10.38,9.96,3998166493.95,10.38,8.5
002512,达华智能,7.62,7.62,9.96,704532060.0,7.62,6.24
002659,凯文教育,6.85,6.85,9.95,511243960.0,6.85,5.61
002044,美年健康,6.74,6.74,9.95,252292830.0,6.74,5.52
600651,飞乐音响,8.4,8.4,9.95,884564107.6,8.4,6.88
601949,中国出版,7.41,7.41,9.94,468120179.59,7.41,6.07
002354,天娱数科,8.09,8.08,9.93,2650101000.0,8.09,6.62
002268,电科网安,23.78,23.76,9.9,2022315600.0,23.78,19.46
688385,复旦微电,99.97,98.0,9.84,2479770285.1,107.06,71.38
920009,丹娜生物,92.66,87.62,9.83,203384814.65,103.71,55.85
002066,瑞泰科技,20.81,20.79,9.83,267799550.0,20.82,17.04
301237,和顺科技,65.0,63.43,9.68,305837770.0,69.4,46.26
300840,酷特智能,24.49,23.5,9.66,1142234010.0,25.72,17.14
688433,华曙高科,85.18,84.8,9.62,727312915.13,92.83,61.89
301302,华如科技,26.93,26.9,9.62,402548940.0,29.45,19.63
688088,虹软科技,59.53,59.49,9.6,1230867912.32,65.14,43.42
300141,和顺电气,19.2,17.84,9.58,923745800.0,19.54,13.02
605162,新中港,10.22,10.18,9.58,408534670.96,10.22,8.36
301336,趣睡科技,64.0,62.6,9.56,382969120.0,68.57,45.71
300955,嘉亨家化,44.49,43.7,9.55,347947450.0,47.87,31.91
002315,焦点科技,58.6,58.3,9.44,2076842600.0,58.6,47.94
301295,美硕科技,36.45,35.7,9.44,185105410.0,39.14,26.1
688719,爱科赛博,55.07,54.77,9.41,479399468.63,60.07,40.05
300692,中赋科技,9.55,9.42,9.41,314230520.0,10.33,6.89
300749,顶固集创,13.9,13.51,9.39,285761860.0,14.82,9.88
688563,航材股份,68.88,68.08,9.35,1040405220.67,74.71,49.81
002098,浔兴股份,11.1,11.03,9.32,545753040.0,11.1,9.08
688292,浩瀚深度,31.29,30.88,9.27,415536413.35,33.91,22.61
300459,汤姆猫,6.13,5.9,9.26,4424540200.0,6.48,4.32
688790,昂瑞微,177.0,177.0,9.25,522867275.28,194.41,129.61
300278,华昌达,6.86,6.75,9.22,691189230.0,7.42,4.94
605090,九丰能源,51.32,50.95,9.22,2138411602.01,51.32,41.99
688318,财富趋势,159.85,158.11,9.18,1643390465.92,173.78,115.86
300047,天源迪科,14.83,14.72,9.12,1053555300.0,16.19,10.79
600962,国投中鲁,24.89,24.7,9.1,566445785.28,24.9,20.38
002555,三七互娱,30.02,29.76,9.05,6371616400.0,30.02,24.56
300437,清水源,18.78,18.6,9.03,744793420.0,20.47,13.65
300762,上海瀚讯,58.98,55.6,9.02,8031146700.0,61.2,40.8
688327,云从科技,17.8,17.77,9.02,1693468218.67,19.56,13.04
300101,振芯科技,35.9,33.41,9.0,2167658300.0,36.78,24.52
301073,君亭酒店,31.96,31.85,9.0,436233440.0,35.06,23.38
301236,软通动力,55.08,54.39,9.0,3415543800.0,59.88,39.92
605056,咸亨国际,18.42,18.25,8.96,176764957.48,18.43,15.08
300674,宇信科技,26.26,26.17,8.95,1462266400.0,28.82,19.22
300788,中信出版,32.15,31.72,8.93,362322000.0,34.94,23.3
601872,招商轮船,10.81,10.7,8.85,2028152201.36,10.81,8.85
688038,中科通达,21.26,21.04,8.85,201972168.44,23.2,15.46
002191,劲嘉股份,4.73,4.68,8.84,490099020.0,4.73,3.87
300212,易华录,21.5,21.44,8.83,956273230.0,23.64,15.76
002488,金固股份,12.21,12.08,8.83,1565461300.0,12.21,9.99
688516,奥特维,63.83,61.11,8.81,1125728903.24,67.39,44.93
688287,*ST观典,6.73,6.67,8.81,65515248.35,7.36,4.9
300592,华凯易佰,13.44,13.22,8.81,707425550.0,14.58,9.72
688248,南网科技,55.31,54.8,8.79,556767433.22,60.44,40.3
600399,抚顺特钢,7.14,7.06,8.78,1699724939.33,7.14,5.84
688225,亚信安全,25.05,24.95,8.76,446918411.76,27.53,18.35
300414,中光防雷,19.99,19.35,8.71,1358090400.0,21.36,14.24
300044,ST赛为,6.1,5.62,8.7,798590280.0,6.2,4.14
000901,航天科技,35.4,35.0,8.7,6014760200.0,35.42,28.98
300699,光威复材,47.2,46.47,8.68,3602907900.0,51.31,34.21
688680,海优新材,49.98,49.53,8.67,358583281.85,54.7,36.46
301380,挖金客,45.71,43.15,8.64,588374220.0,47.66,31.78
300516,久之洋,98.76,95.0,8.63,2208305500.0,104.94,69.96
688599,天合光能,20.39,19.9,8.62,2270550023.95,21.98,14.66
002292,奥飞娱乐,10.87,10.85,8.61,1464257400.0,10.99,8.99
002410,广联达,14.36,14.26,8.61,1554245200.0,14.44,11.82
920363,莱赛激光,23.14,22.52,8.58,187387218.51,26.96,14.52
688311,盟升电子,60.6,59.11,8.54,1122511671.17,65.35,43.57
300925,法本信息,24.49,24.43,8.53,1191407260.0,27.01,18.01
603108,润达医疗,19.73,19.47,8.53,2123100102.09,19.73,16.15
301011,华立科技,28.8,28.65,8.52,247386690.0,31.68,21.12
600088,中视传媒,18.59,18.34,8.52,440040568.03,18.59,15.21
688608,恒玄科技,257.19,255.5,8.51,2346321357.28,282.55,188.37
920184,国源科技,23.18,22.19,8.51,301436292.54,26.58,14.32
300626,华瑞股份,18.65,18.01,8.49,403048380.0,19.92,13.28
688522,纳睿雷达,48.05,47.96,8.48,906089971.42,53.05,35.37
300627,华测导航,48.0,46.3,8.48,2724342700.0,51.22,34.14
920414,欧普泰,14.99,14.48,8.46,136710799.94,17.35,9.35
