日期,竞价_总额,竞价_上海额,竞价_创业额,竞价_涨停,竞价_跌停,竞价_强力,竞价_极弱,竞价_上涨,竞价_下跌,竞价_全场涨跌比,竞价_上海涨跌比,竞价_创业涨跌比,竞价_前15占比,竞价_上证涨跌幅,竞价_深证涨跌幅,竞价_创业涨跌幅,竞价_核心溢价,竞价_妖股溢价,收盘_总额,收盘_上海额,收盘_创业额,收盘_涨停,收盘_跌停,收盘_强力,收盘_极弱,收盘_上涨,收盘_下跌,收盘_全场涨跌比,收盘_上海涨跌比,收盘_创业涨跌比,收盘_前15占比,收盘_上证涨跌幅,收盘_深证涨跌幅,收盘_创业涨跌幅,收盘_核心溢价,收盘_核心赚钱,收盘_核心承接,收盘_妖股溢价,收盘_妖股赚钱,收盘_妖股承接,竞价_资金增减,竞价_增减幅,竞价_上海额_diff,竞价_创业额_diff,竞价_涨停_diff,竞价_跌停_diff,竞价_强力_diff,竞价_极弱_diff,收盘_资金增减,收盘_增减幅,收盘_上海额_diff,收盘_创业额_diff,收盘_涨停_diff,收盘_跌停_diff,收盘_强力_diff,收盘_极弱_diff
2025-10-24,190.07,74.23,46.04,10,1,27,5,2798,1559,1.79,1.77,2.02,16.55,0.17,0.51,0.83,1.42,-0.86,19916.17,8584.05,5296.90,55.00,8.00,152.00,36.00,2932.00,2204.00,1.33,1.24,2.24,10.63,0.71,2.02,3.57,1.42,5.09,3.61,-0.86,-2.88,-2.00,45.76,0.32,20.38,16.40,-1,0,4,-3,3309.08,0.20,1395.83,1217.41,-3.00,0.00,53.00,-10.00
2025-10-27,276.51,119.30,71.31,8,1,26,6,3756,993,3.78,3.66,4.07,17.64,0.48,1.20,1.75,2.49,0.68,23565.89,10433.01,6154.21,51.00,8.00,146.00,24.00,3283.00,1775.00,1.85,1.96,2.00,10.03,1.18,1.51,1.98,2.49,3.71,1.18,0.68,2.17,1.53,86.44,0.45,45.07,25.27,-2,0,-1,1,3649.72,0.18,1848.96,857.31,-4.00,0.00,-6.00,-12.00
2025-10-28,194.91,75.05,52.82,6,0,18,4,1516,2936,0.52,0.61,0.40,17.12,-0.25,-0.58,-0.90,-1.44,-0.03,21653.07,9406.43,5732.66,58.00,4.00,107.00,37.00,2285.00,2817.00,0.81,0.78,1.04,9.58,-0.22,-0.44,-0.15,-1.44,-0.30,1.16,-0.03,2.17,2.19,-81.60,-0.30,-44.25,-18.49,-2,-1,-8,-2,-1912.82,-0.08,-1026.58,-421.55,7.00,-4.00,-39.00,13.00
2025-10-29,200.83,73.58,50.84,6,0,14,5,1709,2715,0.63,0.63,0.54,22.36,0.05,0.40,1.07,0.70,-1.28,22906.74,9681.01,6207.34,59.00,1.00,183.00,30.00,2612.00,2511.00,1.04,1.01,0.73,10.49,0.70,1.95,2.93,0.70,1.99,1.30,-1.28,3.03,4.45,5.92,0.03,-1.47,-1.98,0,0,-4,1,1253.67,0.06,274.58,474.68,1.00,-3.00,76.00,-7.00
2025-10-30,250.77,99.03,67.11,6,0,18,8,1555,2855,0.54,0.56,0.50,19.13,-0.21,-0.22,-0.32,-0.65,0.54,24642.94,10698.75,6452.99,46.00,11.00,89.00,96.00,1171.00,4008.00,0.29,0.36,0.23,9.77,-0.73,-1.16,-1.84,-0.65,-2.80,-2.16,0.54,-3.14,-3.56,49.94,0.25,25.45,16.27,0,0,4,3,1736.20,0.08,1017.74,245.65,-13.00,10.00,-94.00,66.00
2025-10-31,214.22,94.06,40.30,7,1,17,7,2158,2308,0.94,0.88,1.01,13.06,-0.05,-0.11,-0.08,-0.15,-1.36,23498.13,10309.38,5953.50,57.00,13.00,147.00,62.00,3626.00,1516.00,2.39,1.83,3.69,8.94,-0.81,-1.14,-2.31,-0.15,-3.87,-3.73,-1.36,1.17,2.55,-36.55,-0.15,-4.97,-26.81,1,1,-1,-1,-1144.81,-0.05,-389.37,-499.49,11.00,2.00,58.00,-34.00
2025-11-03,207.32,83.08,49.17,12,3,27,8,2600,1824,1.43,1.37,1.35,17.47,-0.02,-0.10,-0.26,-0.86,0.66,21329.04,9415.70,5403.72,66.00,7.00,136.00,26.00,3399.00,1766.00,1.92,1.66,2.36,7.96,0.55,0.19,0.29,-0.86,0.05,0.93,0.66,0.69,0.02,-6.90,-0.03,-10.98,8.87,5,2,10,1,-2169.09,-0.09,-893.68,-549.78,9.00,-6.00,-11.00,-36.00
2025-11-04,157.40,64.12,38.78,8,1,19,5,1463,2900,0.50,0.59,0.41,15.62,-0.08,-0.23,-0.20,0.16,0.69,19383.95,8528.23,4813.15,50.00,6.00,81.00,37.00,1548.00,3565.00,0.43,0.45,0.39,7.69,-0.41,-1.71,-1.96,0.16,-1.72,-1.87,0.69,-1.74,-2.30,-49.92,-0.24,-18.96,-10.39,-4,-2,-8,-3,-1945.09,-0.09,-887.47,-590.57,-16.00,-1.00,-55.00,11.00
2025-11-05,203.28,83.04,51.65,4,0,11,8,303,4724,0.06,0.09,0.04,15.05,-0.95,-1.68,-2.08,-3.33,0.59,18943.40,8269.80,4773.83,67.00,2.00,128.00,11.00,3293.00,1830.00,1.80,1.64,1.51,7.69,0.23,0.37,1.03,-3.33,1.17,4.66,0.59,3.76,3.19,45.88,0.29,18.92,12.87,-4,-1,-8,3,-440.55,-0.02,-258.43,-39.32,17.00,-4.00,47.00,-26.00
2025-11-06,185.73,82.86,41.00,10,0,27,3,2174,1879,1.16,1.19,0.99,16.12,0.10,0.37,0.60,1.23,0.55,20759.04,9300.91,5045.56,62.00,12.00,129.00,39.00,2825.00,2276.00,1.24,1.54,1.09,9.49,0.97,1.73,1.84,1.23,2.31,1.05,0.55,-2.30,-2.67,-17.55,-0.09,-0.18,-10.65,6,0,16,-5,1815.64,0.10,1031.11,271.73,-5.00,10.00,1.00,28.00
2025-11-07,185.74,73.34,39.12,5,1,13,4,1151,3395,0.34,0.33,0.30,15.23,-0.34,-0.54,-0.72,-1.53,-1.36,20202.05,8752.25,5023.82,54.00,4.00,112.00,23.00,2035.00,3059.00,0.67,0.70,0.50,7.97,-0.25,-0.36,-0.51,-1.53,-2.06,-0.55,-1.36,1.57,2.86,0.01,0.00,-9.52,-1.88,-5,1,-14,1,-556.99,-0.03,-548.66,-21.74,-8.00,-8.00,-17.00,-16.00
2025-11-10,203.34,82.05,41.51,8,2,21,2,2800,1569,1.78,1.68,1.72,13.85,0.11,0.37,0.43,1.03,2.10,21943.71,9604.15,5232.34,71.00,9.00,147.00,30.00,3277.00,1885.00,1.74,1.84,1.43,8.47,0.53,0.18,-0.92,1.03,-0.90,-1.91,2.10,4.30,2.13,17.60,0.09,8.71,2.39,3,1,8,-2,1741.66,0.09,851.90,208.52,17.00,5.00,35.00,7.00
2025-11-11,179.46,76.11,39.05,9,0,21,0,2625,1654,1.59,1.57,1.72,13.76,0.13,0.36,0.58,0.46,0.78,20138.85,8582.29,5119.67,67.00,1.00,121.00,20.00,2678.00,2441.00,1.10,1.02,1.01,8.11,-0.39,-1.03,-1.40,0.46,-3.56,-3.99,0.78,3.74,2.99,-23.88,-0.12,-5.94,-2.46,1,-2,0,-2,-1804.86,-0.08,-1021.86,-112.67,-4.00,-8.00,-26.00,-10.00
2025-11-12,162.36,64.45,39.40,12,0,23,3,1674,2655,0.63,0.64,0.59,14.86,-0.15,-0.36,-0.37,-1.74,-1.07,19648.13,8403.74,4929.37,58.00,5.00,98.00,50.00,1674.00,3482.00,0.48,0.46,0.49,8.23,-0.07,-0.36,-0.39,-1.74,0.78,2.58,-1.07,-2.27,-1.18,-17.10,-0.10,-11.66,0.35,3,0,2,3,-490.72,-0.02,-178.55,-190.30,-9.00,4.00,-23.00,30.00
2025-11-13,157.16,63.66,35.85,9,0,16,1,2024,2333,0.87,0.84,0.91,12.19,-0.09,-0.09,-0.09,-0.49,-0.52,20656.81,8762.99,5286.72,86.00,0.00,186.00,3.00,3837.00,1287.00,2.98,2.82,2.63,8.14,0.73,1.78,2.55,-0.49,1.74,2.25,-0.52,0.86,1.38,-5.20,-0.03,-0.79,-3.55,-3,0,-7,-2,1008.68,0.05,359.25,357.35,28.00,-5.00,88.00,-47.00
2025-11-14,218.94,86.32,54.62,10,1,18,9,600,4218,0.14,0.17,0.11,14.64,-0.56,-1.14,-1.74,-2.83,-1.12,19803.82,8378.62,4943.27,71.00,6.00,116.00,56.00,1868.00,3253.00,0.57,0.60,0.59,7.43,-0.97,-1.93,-2.82,-2.83,-4.25,-1.47,-1.12,-0.62,0.47,61.78,0.39,22.66,18.77,1,1,2,8,-852.99,-0.04,-384.37,-343.45,-15.00,6.00,-70.00,53.00
2025-11-17,207.07,78.99,50.78,22,0,43,5,2077,2389,0.87,0.85,1.00,11.49,-0.05,-0.12,-0.46,0.28,1.91,19303.21,8056.43,4937.01,85.00,6.00,147.00,32.00,2498.00,2643.00,0.95,0.75,1.48,7.45,-0.46,-0.11,-0.20,0.28,0.47,0.19,1.91,3.29,1.34,-11.87,-0.05,-7.33,-3.84,12,-1,25,-4,-500.61,-0.03,-322.19,-6.26,14.00,0.00,31.00,-24.00
2025-11-18,180.50,68.38,37.71,9,1,23,3,1297,3149,0.41,0.45,0.35,22.11,-0.24,-0.31,-0.51,-0.86,0.34,19459.59,7908.11,5088.41,45.00,32.00,76.00,115.00,1222.00,3991.00,0.31,0.30,0.42,7.41,-0.81,-0.92,-1.16,-0.86,-2.45,-1.60,0.34,-0.66,-0.98,-26.57,-0.13,-10.61,-13.07,-13,1,-20,-2,156.38,0.01,-148.32,151.40,-40.00,26.00,-71.00,83.00
2025-11-19,137.39,48.37,32.38,11,4,15,9,1822,2512,0.73,0.78,0.68,15.14,-0.05,-0.07,-0.13,-0.01,0.75,17426.66,7207.89,4636.50,54.00,22.00,82.00,66.00,1156.00,4046.00,0.29,0.31,0.25,7.68,0.18,-0.00,0.25,-0.01,1.57,1.57,0.75,1.99,1.32,-43.11,-0.24,-20.01,-5.33,2,3,-8,6,-2032.93,-0.10,-700.22,-451.91,9.00,-10.00,6.00,-49.00
2025-11-20,198.54,76.16,53.07,11,1,19,3,3535,1076,3.29,2.85,3.55,19.30,0.35,1.03,1.79,1.56,-0.95,17226.35,7112.34,4520.51,40.00,10.00,74.00,59.00,1410.00,3723.00,0.38,0.35,0.36,8.50,-0.40,-0.76,-1.12,1.56,-1.59,-3.09,-0.95,-2.71,-1.78,61.15,0.45,27.79,20.69,0,-3,4,-6,-200.31,-0.01,-95.55,-115.99,-14.00,-12.00,-8.00,-7.00
2025-11-21,218.70,82.48,57.10,4,16,11,47,340,4727,0.07,0.09,0.05,16.13,-0.87,-1.76,-2.07,-4.72,-0.04,19835.99,8247.24,5374.38,28.00,75.00,42.00,448.00,340.00,4911.00,0.07,0.06,0.09,7.66,-2.45,-3.41,-4.02,-4.72,-8.23,-3.67,-0.04,-0.91,-0.75,20.16,0.10,6.32,4.03,-7,15,-8,44,2609.64,0.15,1134.90,853.87,-12.00,65.00,-32.00,389.00
2025-11-24,157.01,53.46,39.42,9,12,14,17,4181,596,7.02,5.68,8.48,15.36,0.36,0.53,0.90,0.56,1.52,17403.50,7153.88,4822.99,66.00,24.00,174.00,51.00,4112.00,1055.00,3.90,3.05,7.72,8.38,0.05,0.37,0.31,0.56,-0.71,-1.28,1.52,2.86,1.44,-61.69,-0.28,-29.02,-17.68,5,-4,3,-30,-2432.49,-0.12,-1093.36,-551.39,38.00,-51.00,132.00,-397.00
2025-11-25,181.85,69.17,47.62,6,2,16,9,3913,766,5.11,5.14,4.72,20.88,0.36,0.85,1.42,1.05,-0.49,18261.69,7226.97,5281.59,78.00,6.00,146.00,10.00,4156.00,972.00,4.28,3.82,5.17,8.46,0.87,1.53,1.77,1.05,2.78,1.74,-0.49,2.13,2.67,24.84,0.16,15.71,8.20,-3,-10,2,-8,858.19,0.05,73.09,458.60,12.00,-18.00,-28.00,-41.00
2025-11-26,156.53,55.55,38.42,10,3,19,4,1933,2399,0.81,0.96,0.53,13.39,-0.07,-0.06,-0.14,-0.71,-0.04,17971.90,7008.95,5290.27,68.00,5.00,107.00,36.00,1624.00,3505.00,0.46,0.48,0.42,10.48,-0.15,1.02,2.14,-0.71,1.60,2.37,-0.04,1.95,1.96,-25.32,-0.14,-13.62,-9.20,4,1,3,-5,-289.79,-0.02,-218.02,8.68,-10.00,-1.00,-39.00,26.00
2025-11-27,160.55,59.72,39.65,8,0,19,9,2043,2282,0.90,1.02,0.76,19.45,0.08,-0.03,-0.11,-0.44,-0.32,17231.72,6984.06,4991.06,53.00,8.00,105.00,33.00,2721.00,2349.00,1.16,1.22,1.52,10.33,0.29,-0.25,-0.44,-0.44,0.45,0.94,-0.32,-0.62,-0.35,4.02,0.03,4.17,1.23,-2,-3,0,5,-740.18,-0.04,-24.89,-299.21,-15.00,3.00,-2.00,-3.00
2025-11-28,129.09,48.95,35.29,7,2,10,4,1914,2376,0.81,0.82,0.76,13.40,-0.11,-0.04,-0.04,-0.23,-1.00,15977.31,6456.70,4606.20,70.00,3.00,131.00,15.00,4010.00,1141.00,3.51,3.58,3.59,8.27,0.34,0.85,0.70,-0.23,0.05,0.28,-1.00,-0.37,0.55,-31.46,-0.20,-10.77,-4.36,-1,2,-9,-5,-1254.41,-0.07,-527.36,-384.86,17.00,-5.00,26.00,-18.00
2025-12-01,195.55,77.72,47.37,13,2,25,4,2571,1826,1.41,1.41,1.13,15.23,0.14,0.42,0.26,-0.28,0.34,18894.49,7856.00,5228.84,64.00,4.00,120.00,20.00,3329.00,1781.00,1.87,1.58,1.65,8.36,0.65,1.25,1.31,-0.28,-0.31,-0.02,0.34,0.45,0.17,66.46,0.51,28.77,12.08,6,0,15,0,2917.18,0.18,1399.30,622.64,-6.00,1.00,-11.00,5.00
2025-12-02,156.54,51.84,38.42,7,0,15,2,1406,2995,0.47,0.53,0.40,17.41,-0.14,-0.13,-0.04,-0.05,0.32,16072.67,6273.65,4518.13,47.00,3.00,67.00,16.00,1493.00,3623.00,0.41,0.45,0.29,8.85,-0.42,-0.68,-0.69,-0.05,0.46,0.54,0.32,-0.46,-0.74,-39.01,-0.20,-25.88,-8.95,-6,-2,-10,-2,-2821.82,-0.15,-1582.35,-710.71,-17.00,-1.00,-53.00,-4.00
2025-12-04,148.08,51.84,35.32,8,1,14,6,1732,2592,0.67,0.74,0.60,15.15,0.04,0.02,0.01,-2.87,-1.12,15616.71,6236.47,4161.77,38.00,14.00,67.00,46.00,1431.00,3734.00,0.38,0.43,0.35,9.00,-0.06,0.40,1.01,-2.87,1.09,1.19,-1.12,0.42,0.63,-8.46,-0.05,0.00,-3.10,1,1,-1,4,-455.96,-0.03,-37.18,-356.36,-9.00,11.00,0.00,30.00
2025-12-05,147.87,60.98,32.02,4,0,10,3,1865,2305,0.81,0.80,0.90,25.44,-0.07,0.10,0.55,-0.08,0.33,17389.53,7166.72,4769.53,73.00,2.00,158.00,11.00,4268.00,926.00,4.61,3.91,5.83,9.35,0.70,1.08,1.36,-0.08,0.81,0.93,0.33,0.75,0.53,-0.21,-0.00,9.14,-3.30,-4,-1,-4,-3,1772.82,0.11,930.25,607.76,35.00,-12.00,91.00,-35.00
2025-12-08,204.84,78.80,51.10,11,2,26,2,3187,1199,2.66,2.47,2.36,14.18,0.16,0.24,0.32,-0.10,2.29,20516.12,8393.49,5901.32,74.00,2.00,160.00,6.00,3328.00,1786.00,1.86,1.54,3.13,9.82,0.54,1.39,2.60,-0.10,3.79,3.91,2.29,7.23,4.85,56.97,0.39,17.82,19.08,7,2,16,-1,3126.59,0.18,1226.77,1131.79,1.00,0.00,2.00,-5.00
2025-12-09,185.79,72.45,45.63,10,2,15,7,1239,3242,0.38,0.42,0.37,15.41,-0.19,-0.26,-0.21,-0.96,-0.38,19176.89,7810.36,5350.34,53.00,7.00,87.00,30.00,1243.00,3959.00,0.31,0.34,0.34,9.89,-0.37,-0.39,0.61,-0.96,1.62,2.58,-0.38,0.79,1.19,-19.05,-0.09,-6.35,-5.47,-1,0,-11,5,-1339.23,-0.07,-583.13,-550.98,-21.00,5.00,-73.00,24.00
2025-12-10,171.02,76.41,34.97,10,1,21,8,1465,2979,0.49,0.51,0.42,21.57,-0.21,-0.20,-0.26,-0.88,-0.01,17916.34,7302.68,4956.18,57.00,3.00,104.00,16.00,2367.00,2750.00,0.86,0.96,0.62,9.57,-0.23,0.29,-0.02,-0.88,-1.15,-0.27,-0.01,-0.83,-0.81,-14.77,-0.08,3.96,-10.66,0,-1,6,1,-1260.55,-0.07,-507.68,-394.16,4.00,-4.00,17.00,-14.00
2025-12-11,176.55,69.36,39.99,6,1,15,6,2640,1636,1.61,1.50,1.50,19.34,0.09,0.13,0.05,-0.49,0.48,18852.76,7642.78,5187.49,34.00,20.00,79.00,78.00,1003.00,4238.00,0.24,0.20,0.15,10.26,-0.70,-1.27,-1.41,-0.49,-1.05,-0.56,0.48,-0.26,-0.57,5.53,0.03,-7.05,5.02,-4,0,-6,-2,936.42,0.05,340.10,231.31,-23.00,17.00,-25.00,62.00
2025-12-12,151.54,54.81,37.96,5,1,10,9,2080,2304,0.90,0.97,0.92,17.00,-0.10,0.21,0.29,-1.29,-0.64,21190.37,9098.45,5662.91,78.00,15.00,152.00,43.00,2616.00,2516.00,1.04,1.11,1.05,9.27,0.41,0.84,0.97,-1.29,-0.71,0.55,-0.64,3.85,4.64,-25.01,-0.14,-14.55,-2.03,-1,0,-5,3,2337.61,0.12,1455.67,475.42,44.00,-5.00,73.00,-35.00
2025-12-15,204.62,81.73,55.12,10,1,16,1,993,3693,0.27,0.29,0.21,16.01,-0.62,-0.81,-1.16,-2.68,0.98,17944.20,7645.22,4720.79,60.00,10.00,104.00,48.00,2252.00,2861.00,0.79,0.81,0.56,8.07,-0.55,-1.10,-1.77,-2.68,-2.30,0.41,0.98,1.54,0.55,53.08,0.35,26.92,17.16,5,0,6,-8,-3246.17,-0.15,-1453.23,-942.12,-18.00,-5.00,-48.00,5.00
2025-12-16,150.97,57.46,30.25,8,3,23,4,1474,2891,0.51,0.54,0.44,19.71,-0.17,-0.21,-0.23,-0.16,-1.95,17460.36,7311.10,4533.47,42.00,16.00,72.00,103.00,1065.00,4156.00,0.26,0.21,0.20,8.31,-1.11,-1.51,-2.10,-0.16,-0.67,-0.53,-1.95,0.35,2.35,-53.65,-0.26,-24.27,-24.87,-2,2,7,3,-483.84,-0.03,-334.12,-187.32,-18.00,6.00,-32.00,55.00
2025-12-17,141.59,57.41,27.89,5,6,10,13,1686,2646,0.64,0.57,0.64,21.65,-0.06,0.10,0.03,-0.42,-2.55,18231.37,7554.51,4951.14,50.00,21.00,124.00,64.00,3522.00,1573.00,2.24,2.44,2.12,8.86,1.19,2.40,3.39,-0.42,0.46,0.88,-2.55,-3.87,-1.17,-9.38,-0.06,-0.05,-2.36,-3,3,-13,9,771.01,0.04,243.41,417.67,8.00,5.00,52.00,-39.00
2025-12-18,182.99,70.90,43.63,10,5,18,11,745,4064,0.18,0.22,0.13,18.72,-0.34,-0.85,-1.17,-1.17,0.04,16757.00,7047.29,4498.55,61.00,4.00,106.00,22.00,2740.00,2356.00,1.16,1.21,1.18,8.81,0.16,-1.29,-2.17,-1.17,-0.46,0.72,0.04,0.44,0.34,41.40,0.29,13.49,15.74,5,-1,8,-2,-1474.37,-0.08,-507.22,-452.59,11.00,-17.00,-18.00,-42.00
2025-12-19,150.14,55.82,39.50,7,0,16,5,2836,1517,1.87,1.66,2.13,15.92,0.05,0.48,0.89,0.77,0.26,17458.95,7350.76,4447.04,72.00,2.00,138.00,18.00,4329.00,880.00,4.92,3.99,4.66,7.34,0.36,0.66,0.49,0.77,0.20,-0.53,0.26,0.13,-0.13,-32.85,-0.18,-15.08,-4.13,-3,-5,-2,-6,701.95,0.04,303.47,-51.51,11.00,-2.00,32.00,-4.00
2025-12-22,186.89,68.75,43.63,12,3,21,6,2944,1495,1.97,2.11,1.78,15.76,0.26,0.65,1.01,1.07,0.66,18821.97,7896.08,4883.01,80.00,7.00,165.00,29.00,2869.00,2217.00,1.29,1.25,1.41,8.74,0.69,1.47,2.23,1.07,1.97,0.86,0.66,1.45,0.81,36.75,0.24,12.93,4.13,5,3,5,1,1363.02,0.08,545.32,435.97,8.00,5.00,27.00,11.00
2025-12-23,162.87,66.02,30.47,13,4,23,7,1685,2389,0.71,0.85,0.51,14.95,0.04,0.05,0.14,0.20,1.46,19213.55,8067.34,4986.42,54.00,11.00,99.00,48.00,1457.00,3736.00,0.39,0.42,0.42,8.37,0.07,0.27,0.41,0.20,-0.43,-0.63,1.46,0.52,-0.90,-24.02,-0.13,-2.73,-13.16,1,1,2,1,391.58,0.02,171.26,103.41,-26.00,4.00,-66.00,19.00
2025-12-24,163.62,60.59,34.35,7,3,12,8,1815,2559,0.71,0.76,0.65,16.57,0.01,0.07,0.07,-0.29,-3.35,18972.31,7738.32,5089.85,75.00,4.00,157.00,14.00,4017.00,1088.00,3.69,3.58,5.62,7.94,0.53,0.88,0.77,-0.29,2.02,2.36,-3.35,-2.78,0.42,0.75,0.00,-5.43,3.88,-6,-1,-11,1,-241.24,-0.01,-329.02,103.43,21.00,-7.00,58.00,-34.00
2025-12-25,172.61,62.79,38.97,12,0,26,2,2231,2114,1.06,0.96,1.21,16.41,-0.08,-0.10,0.10,-0.16,-0.73,19438.83,7849.03,5326.64,80.00,0.00,151.00,4.00,3659.00,1420.00,2.58,2.63,3.02,7.96,0.47,0.33,0.30,-0.16,1.28,1.46,-0.73,1.91,2.63,8.99,0.05,2.20,4.62,5,-3,14,-6,466.52,0.02,110.71,236.79,5.00,-4.00,-6.00,-10.00
2025-12-26,189.12,65.17,44.75,16,0,33,5,1851,2526,0.73,0.76,0.74,15.73,-0.05,0.06,-0.21,0.77,-1.10,21810.49,8935.08,5787.27,81.00,1.00,135.00,14.00,1786.00,3323.00,0.54,0.57,0.39,7.83,0.10,0.54,0.14,0.77,2.53,1.74,-1.10,1.83,2.94,16.51,0.10,2.38,5.78,4,0,7,3,2371.66,0.12,1086.05,460.63,1.00,1.00,-16.00,10.00
2025-12-29,217.67,81.43,48.09,7,4,17,14,2019,2357,0.86,0.90,0.72,15.20,0.02,0.00,-0.19,-0.18,-0.47,21576.59,9037.13,5439.52,74.00,15.00,129.00,55.00,1938.00,3217.00,0.60,0.60,0.80,7.71,0.04,-0.49,-0.66,-0.18,-0.45,-0.27,-0.47,-2.28,-1.77,28.55,0.15,16.26,3.34,-9,4,-16,9,-233.90,-0.01,102.05,-347.75,-7.00,14.00,-6.00,41.00
2025-12-30,186.65,67.84,37.39,10,9,17,18,1048,3636,0.29,0.30,0.28,15.33,-0.44,-0.52,-0.44,-1.20,-1.39,21615.39,8874.04,5659.10,54.00,12.00,113.00,47.00,1783.00,3367.00,0.53,0.51,0.56,8.84,-0.00,0.49,0.63,-1.20,1.21,2.48,-1.39,0.63,2.08,-31.02,-0.14,-13.59,-10.70,3,5,0,4,38.80,0.00,-163.09,219.58,-20.00,-3.00,-16.00,-8.00
2025-12-31,189.44,62.61,40.82,6,1,14,7,2667,1672,1.60,1.34,1.70,20.64,0.09,0.17,0.15,0.46,-1.43,20658.15,8294.16,5491.26,57.00,7.00,132.00,30.00,2390.00,2699.00,0.89,0.90,1.02,8.87,0.09,-0.58,-1.23,0.46,3.66,3.13,-1.43,0.19,1.49,2.79,0.01,-5.23,3.43,-4,-8,-3,-11,-957.24,-0.04,-579.88,-167.84,3.00,-5.00,19.00,-17.00
2026-01-05,283.50,106.80,63.32,17,2,46,10,3116,1269,2.46,2.56,2.32,17.57,0.46,0.80,0.84,2.20,0.44,25672.89,10671.58,7020.61,108.00,9.00,282.00,28.00,4063.00,1121.00,3.62,3.56,4.75,8.82,1.38,2.24,2.85,2.20,3.89,1.69,0.44,3.32,2.82,94.06,0.50,44.19,22.50,11,1,32,3,5014.74,0.24,2377.42,1529.35,51.00,2.00,150.00,-2.00
2026-01-06,224.17,79.95,57.27,15,2,37,4,2436,1878,1.30,1.25,1.17,15.63,0.06,0.01,-0.45,-1.12,6.88,28323.25,11755.69,7634.75,121.00,1.00,221.00,8.00,3991.00,1179.00,3.39,3.43,2.26,8.34,1.50,1.40,0.75,-1.12,3.23,4.41,6.88,6.59,-0.31,-59.33,-0.21,-26.85,-6.05,-2,0,-9,-6,2650.36,0.10,1084.11,614.14,13.00,-8.00,-61.00,-20.00
2026-01-07,298.43,111.62,80.81,20,3,47,5,2038,2384,0.85,0.91,0.71,14.02,0.00,0.28,0.36,-0.02,1.76,28815.66,11972.77,7632.51,80.00,3.00,194.00,23.00,2106.00,3088.00,0.68,0.81,0.73,7.66,0.05,0.06,0.31,-0.02,1.15,1.19,1.76,-1.59,-3.19,74.26,0.33,31.67,23.54,5,1,10,1,492.41,0.02,217.08,-2.24,-41.00,2.00,-27.00,15.00
2026-01-08,249.42,96.55,54.66,13,1,24,6,1296,3284,0.39,0.41,0.43,17.13,-0.20,-0.42,-0.63,-1.34,2.22,28263.57,11830.15,7556.51,93.00,4.00,191.00,13.00,3623.00,1538.00,2.36,1.93,3.28,7.77,-0.07,-0.51,-0.82,-1.34,0.92,2.30,2.22,3.95,1.70,-49.01,-0.16,-15.07,-26.15,-7,-2,-23,1,-552.09,-0.02,-142.62,-76.00,13.00,1.00,-3.00,-10.00
2026-01-09,311.61,116.11,75.19,19,0,38,6,1994,2447,0.81,0.83,0.80,19.36,0.09,-0.30,-0.69,0.19,2.52,31524.25,12890.41,8789.01,98.00,1.00,265.00,11.00,3840.00,1264.00,3.04,2.72,3.50,7.78,0.92,1.15,0.77,0.19,3.55,3.39,2.52,2.79,0.32,62.19,0.25,19.56,20.53,6,-1,14,0,3260.68,0.12,1060.26,1232.50,5.00,-3.00,74.00,-2.00
2026-01-12,411.76,163.21,112.18,31,2,65,3,3116,1407,2.21,1.73,2.89,13.03,0.35,0.47,-0.13,2.57,6.42,36446.77,14459.57,10962.19,184.00,3.00,517.00,12.00,4072.00,1089.00,3.74,2.72,4.97,6.91,1.09,1.75,1.82,2.57,6.23,3.51,6.42,10.11,3.36,100.15,0.32,47.10,36.99,12,2,27,-3,4922.52,0.16,1569.16,2173.18,86.00,2.00,252.00,1.00
2026-01-13,406.83,154.05,121.23,42,2,93,4,2545,1871,1.36,1.22,1.40,15.11,0.11,0.21,0.07,-0.02,7.43,36988.16,14813.41,10869.22,68.00,50.00,141.00,252.00,1564.00,3620.00,0.43,0.46,0.41,7.69,-0.64,-1.37,-1.96,-0.02,-3.93,-3.88,7.43,-1.71,-8.32,-4.93,-0.01,-9.16,9.05,11,0,28,1,541.39,0.01,353.84,-92.97,-116.00,47.00,-376.00,240.00
2026-01-14,321.23,120.54,76.02,11,7,20,25,2065,2433,0.85,0.88,0.90,19.64,-0.00,0.17,0.34,-0.08,-1.64,39868.96,16067.94,11651.57,103.00,16.00,250.00,36.00,2675.00,2497.00,1.07,0.85,1.63,7.66,-0.31,0.56,0.82,-0.08,2.04,2.15,-1.64,6.08,7.82,-85.60,-0.21,-33.51,-45.21,-31,5,-73,21,2880.80,0.08,1254.53,782.35,35.00,-34.00,109.00,-216.00
2026-01-15,337.57,122.86,84.21,14,12,21,50,899,3844,0.23,0.27,0.18,16.07,-0.48,-0.63,-0.93,-4.38,-2.87,29384.94,11757.11,8497.13,56.00,64.00,119.00,180.00,2150.00,3031.00,0.71,0.87,0.60,7.67,-0.33,0.41,0.56,-4.38,-4.10,0.22,-2.87,-7.46,-4.90,16.34,0.05,2.32,8.19,3,5,1,25,-10484.02,-0.26,-4310.83,-3154.44,-47.00,48.00,-131.00,144.00
